,"(mm) Precipitation (CHIRPS) at Colombo, 2007-01-01 to 2025-12-31"
"2010-03-23",0
"2010-03-24",6.1207
"2010-03-25",0
"2010-03-26",22.5361
"2010-03-27",35.2996
"2010-03-28",11.598
"2010-03-29",23.373
"2010-03-30",23.196
"2010-03-31",3.437
"2010-04-01",9.6653
"2010-04-02",0
"2010-04-03",2.6381
"2010-04-04",16.6741
"2010-04-05",17.3055
"2010-04-06",6.4718
"2010-04-07",12.2564
"2010-04-08",14.4659
"2010-04-09",12.4463
"2010-04-10",20.0191
"2010-04-11",9.6656
"2010-04-12",5.1382
"2010-04-13",7.664
"2010-04-14",24.7451
"2010-04-15",2.1175
"2010-04-16",21.0341
"2010-04-17",22.531
"2010-04-18",25.1047
"2010-04-19",0.5909
"2010-04-20",0.0554
"2010-04-21",48.6903
"2010-04-22",23.3937
"2010-04-23",33.3217
"2010-04-24",40.7978
"2010-04-25",0
"2010-04-26",27.3647
"2010-04-27",16.0197
"2010-04-28",13.7528
"2010-04-29",42.388
"2010-04-30",32.6993
"2010-05-01",0
"2010-05-02",0
"2010-05-03",0
"2010-05-04",0
"2010-05-05",5.9421
"2010-05-06",0
"2010-05-07",19.2602
"2010-05-08",13.171
"2010-05-09",25.2015
"2010-05-10",4.6287
"2010-05-11",18.4258
"2010-05-12",36.0804
"2010-05-13",0.1147
"2010-05-14",42.9034
"2010-05-15",21.451
"2010-05-16",44.0323
"2010-05-17",66.1474
"2010-05-18",36.0425
"2010-05-19",46.281
"2010-05-20",68.1009
"2010-05-21",65.5058
"2010-05-22",0
"2010-05-23",2.78
"2010-05-24",34.4847
"2010-05-25",1.6046
"2010-05-26",8.1214
"2010-05-27",0
"2010-05-28",1.5422
"2010-05-29",0
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0
"2010-06-02",0
"2010-06-03",10.7943
"2010-06-04",0
"2010-06-05",2.6584
"2010-06-06",15.6544
"2010-06-07",15.9533
"2010-06-08",26.2834
"2010-06-09",5.7534
"2010-06-10",0.0422
"2010-06-11",60.9828
"2010-06-12",16.2793
"2010-06-13",13.5384
"2010-06-14",0.0736
"2010-06-15",22.0353
"2010-06-16",22.7812
"2010-06-17",27.7287
"2010-06-18",3.0152
"2010-06-19",2.3874
"2010-06-20",0
"2010-06-21",0
"2010-06-22",17.5308
"2010-06-23",74.7587
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",2.7648
"2010-06-28",65.0386
"2010-06-29",0.5398
"2010-06-30",0
"2010-07-01",8.0388
"2010-07-02",1.5252
"2010-07-03",8.7771
"2010-07-04",0
"2010-07-05",52.8046
"2010-07-06",19.4861
"2010-07-07",9.8656
"2010-07-08",8.6304
"2010-07-09",19.7312
"2010-07-10",9.9407
"2010-07-11",7.4402
"2010-07-12",7.117
"2010-07-13",1.9271
"2010-07-14",18.6333
"2010-07-15",13.3055
"2010-07-16",21.4903
"2010-07-17",25.8129
"2010-07-18",24.4445
"2010-07-19",25.1157
"2010-07-20",8.3048
"2010-07-21",0
"2010-07-22",3.2254
"2010-07-23",0.6802
"2010-07-24",0
"2010-07-25",0
"2010-07-26",0.7146
"2010-07-27",0
"2010-07-28",9.1212
"2010-07-29",0.0238
"2010-07-30",0.1986
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0.1026
"2010-08-03",3.9728
"2010-08-04",0
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0
"2010-08-08",0
"2010-08-09",0
"2010-08-10",0
"2010-08-11",0
"2010-08-12",8.1985
"2010-08-13",0
"2010-08-14",13.4405
"2010-08-15",18.7546
"2010-08-16",0
"2010-08-17",0
"2010-08-18",0
"2010-08-19",34.7748
"2010-08-20",41.727
"2010-08-21",27.5787
"2010-08-22",0
"2010-08-23",0
"2010-08-24",3.998
"2010-08-25",0
"2010-08-26",0.2327
"2010-08-27",0
"2010-08-28",0
"2010-08-29",43.162
"2010-08-30",4.4874
"2010-08-31",0.9315
"2010-09-01",0
"2010-09-02",12.7406
"2010-09-03",8.0907
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0
"2010-09-08",0.8137
"2010-09-09",14.1988
"2010-09-10",28.3431
"2010-09-11",15.9932
"2010-09-12",7.7808
"2010-09-13",0
"2010-09-14",2.2765
"2010-09-15",0.6321
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",0.0422
"2010-09-20",4.3545
"2010-09-21",75.372
"2010-09-22",29.9839
"2010-09-23",19.557
"2010-09-24",30.5847
"2010-09-25",1.808
"2010-09-26",17.0206
"2010-09-27",19.3013
"2010-09-28",35.8234
"2010-09-29",26.535
"2010-09-30",21.7622
"2010-10-01",61.4683
"2010-10-02",48.3128
"2010-10-03",38.914
"2010-10-04",4.159
"2010-10-05",0
"2010-10-06",21.2659
"2010-10-07",19.661
"2010-10-08",23.0758
"2010-10-09",19.661
"2010-10-10",17.1119
"2010-10-11",0
"2010-10-12",4.0625
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0.1725
"2010-10-18",0
"2010-10-19",0
"2010-10-20",1.3318
"2010-10-21",0
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0
"2010-10-26",2.9341
"2010-10-27",19.3839
"2010-10-28",25.7014
"2010-10-29",17.9269
"2010-10-30",11.5037
"2010-10-31",10.2707
"2010-11-01",3.8098
"2010-11-02",0.8813
"2010-11-03",9.6485
"2010-11-04",29.7006
"2010-11-05",4.6661
"2010-11-06",34.6967
"2010-11-07",45.1512
"2010-11-08",0.7469
"2010-11-09",13.5935
"2010-11-10",26.3017
"2010-11-11",5.0909
"2010-11-12",0
"2010-11-13",14.089
"2010-11-14",17.8946
"2010-11-15",13.8529
"2010-11-16",17.3076
"2010-11-17",16.6394
"2010-11-18",20.8189
"2010-11-19",6.362
"2010-11-20",40.5478
"2010-11-21",15.9971
"2010-11-22",84.3155
"2010-11-23",17.2337
"2010-11-24",34.6322
"2010-11-25",8.3401
"2010-11-26",32.5042
"2010-11-27",12.4525
"2010-11-28",34.1247
"2010-11-29",13.9218
"2010-11-30",55.2814
"2010-12-01",39.9064
"2010-12-02",22.7099
"2010-12-03",32.6069
"2010-12-04",34.264
"2010-12-05",0.6541
"2010-12-06",0.7448
"2010-12-07",27.4945
"2010-12-08",9.2444
"2010-12-09",57.8948
"2010-12-10",0
"2010-12-11",0
"2010-12-12",0
"2010-12-13",0
"2010-12-14",0
"2010-12-15",0
"2010-12-16",1.2844
"2010-12-17",3.6056
"2010-12-18",0
"2010-12-19",9.0328
"2010-12-20",0.2656
"2010-12-21",16.596
"2010-12-22",12.661
"2010-12-23",24.632
"2010-12-24",22.4133
"2010-12-25",7.0791
"2010-12-26",0.0111
"2010-12-27",0
"2010-12-28",0.9907
"2010-12-29",4.2736
"2010-12-30",7.9622
"2010-12-31",5.0088
"2011-01-01",10.3715
"2011-01-02",10.8428
"2011-01-03",4.7628
"2011-01-04",0.2161
"2011-01-05",6.4137
"2011-01-06",1.5504
"2011-01-07",10.7399
"2011-01-08",18.9703
"2011-01-09",32.43
"2011-01-10",16.778
"2011-01-11",15.9899
"2011-01-12",21.7732
"2011-01-13",0.6366
"2011-01-14",0
"2011-01-15",0
"2011-01-16",0
"2011-01-17",0
"2011-01-18",3.8084
"2011-01-19",0
"2011-01-20",0
"2011-01-21",0
"2011-01-22",0
"2011-01-23",0
"2011-01-24",0
"2011-01-25",0
"2011-01-26",12.1343
"2011-01-27",7.3572
"2011-01-28",8.748
"2011-01-29",2.5539
"2011-01-30",17.5174
"2011-01-31",21.3972
"2011-02-01",50.992
"2011-02-02",53.2811
"2011-02-03",3.5363
"2011-02-04",0
"2011-02-05",3.0201
"2011-02-06",12.6041
"2011-02-07",24.5303
"2011-02-08",14.3106
"2011-02-09",6.7999
"2011-02-10",6.6845
"2011-02-11",0.4928
"2011-02-12",0
"2011-02-13",0
"2011-02-14",5.1429
"2011-02-15",8.311
"2011-02-16",0
"2011-02-17",0
"2011-02-18",0
"2011-02-19",9.483
"2011-02-20",20.4997
"2011-02-21",27.5106
"2011-02-22",2.8947
"2011-02-23",0
"2011-02-24",2.0244
"2011-02-25",7.1676
"2011-02-26",5.3458
"2011-02-27",0.9266
"2011-02-28",14.0125
"2011-03-01",1.764
"2011-03-02",0.7179
"2011-03-03",4.4754
"2011-03-04",12.2645
"2011-03-05",12.3603
"2011-03-06",0.4322
"2011-03-07",8.9878
"2011-03-08",1.8794
"2011-03-09",0
"2011-03-10",0
"2011-03-11",0
"2011-03-12",12.9242
"2011-03-13",20.8105
"2011-03-14",0.5346
"2011-03-15",2.5477
"2011-03-16",3.6947
"2011-03-17",0
"2011-03-18",0
"2011-03-19",1.5988
"2011-03-20",11.2038
"2011-03-21",13.3022
"2011-03-22",6.9326
"2011-03-23",6.7198
"2011-03-24",9.5725
"2011-03-25",13.1583
"2011-03-26",17.2485
"2011-03-27",14.0081
"2011-03-28",10.4319
"2011-03-29",14.6606
"2011-03-30",0
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",1.4611
"2011-04-05",0
"2011-04-06",0
"2011-04-07",12.3686
"2011-04-08",0.8361
"2011-04-09",1.8583
"2011-04-10",7.0402
"2011-04-11",23.0764
"2011-04-12",19.2718
"2011-04-13",14.5106
"2011-04-14",0.7571
"2011-04-15",13.4122
"2011-04-16",20.1732
"2011-04-17",22.1796
"2011-04-18",35.6261
"2011-04-19",30.2122
"2011-04-20",15.4332
"2011-04-21",26.8359
"2011-04-22",18.2143
"2011-04-23",33.1742
"2011-04-24",31.6214
"2011-04-25",35.0939
"2011-04-26",27.128
"2011-04-27",55.124
"2011-04-28",48.7836
"2011-04-29",0
"2011-04-30",26.4652
"2011-05-01",30.4851
"2011-05-02",21.2551
"2011-05-03",0
"2011-05-04",3.446
"2011-05-05",0.9403
"2011-05-06",1.5351
"2011-05-07",0
"2011-05-08",0.2434
"2011-05-09",2.3796
"2011-05-10",0
"2011-05-11",0
"2011-05-12",0
"2011-05-13",6.7489
"2011-05-14",0
"2011-05-15",4.4467
"2011-05-16",0
"2011-05-17",9.3891
"2011-05-18",0
"2011-05-19",0
"2011-05-20",0
"2011-05-21",9.9961
"2011-05-22",0
"2011-05-23",0
"2011-05-24",23.1213
"2011-05-25",55.6932
"2011-05-26",45.2874
"2011-05-27",56.7246
"2011-05-28",39.0219
"2011-05-29",9.7592
"2011-05-30",3.5855
"2011-05-31",23.5506
"2011-06-01",34.1378
"2011-06-02",25.9126
"2011-06-03",0
"2011-06-04",0
"2011-06-05",0.9098
"2011-06-06",23.9882
"2011-06-07",40.8033
"2011-06-08",0
"2011-06-09",2.0845
"2011-06-10",0
"2011-06-11",1.0934
"2011-06-12",0
"2011-06-13",12.8962
"2011-06-14",16.5017
"2011-06-15",24.0984
"2011-06-16",0.2916
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0.1093
"2011-06-26",0
"2011-06-27",0
"2011-06-28",2.2417
"2011-06-29",1.3879
"2011-06-30",0
"2011-07-01",5.8914
"2011-07-02",0
"2011-07-03",0
"2011-07-04",0
"2011-07-05",26.1769
"2011-07-06",4.7183
"2011-07-07",0.8064
"2011-07-08",6.8292
"2011-07-09",2.6291
"2011-07-10",0.3875
"2011-07-11",11.0522
"2011-07-12",14.5405
"2011-07-13",0
"2011-07-14",0
"2011-07-15",0
"2011-07-16",36.6514
"2011-07-17",0.8688
"2011-07-18",0.1676
"2011-07-19",6.8828
"2011-07-20",0
"2011-07-21",0
"2011-07-22",0
"2011-07-23",1.6562
"2011-07-24",2.9125
"2011-07-25",29.2579
"2011-07-26",4.4466
"2011-07-27",0
"2011-07-28",0
"2011-07-29",0
"2011-07-30",9.4989
"2011-07-31",2.6624
"2011-08-01",0
"2011-08-02",0
"2011-08-03",1.8748
"2011-08-04",0.7147
"2011-08-05",25.4303
"2011-08-06",2.0238
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0.3107
"2011-08-10",11.0627
"2011-08-11",0.2315
"2011-08-12",4.9011
"2011-08-13",5.0863
"2011-08-14",5.1985
"2011-08-15",4.9797
"2011-08-16",0
"2011-08-17",13.7609
"2011-08-18",0.0768
"2011-08-19",0
"2011-08-20",0
"2011-08-21",0
"2011-08-22",19.7758
"2011-08-23",0.4039
"2011-08-24",38.7476
"2011-08-25",3.1706
"2011-08-26",0
"2011-08-27",0.6671
"2011-08-28",3.3051
"2011-08-29",0
"2011-08-30",31.643
"2011-08-31",0
"2011-09-01",14.4569
"2011-09-02",0
"2011-09-03",2.3315
"2011-09-04",0
"2011-09-05",2.1433
"2011-09-06",23.7395
"2011-09-07",11.9816
"2011-09-08",8.5172
"2011-09-09",10.2478
"2011-09-10",13.4956
"2011-09-11",11.9241
"2011-09-12",46.1247
"2011-09-13",58.4769
"2011-09-14",25.5451
"2011-09-15",9.27
"2011-09-16",3.7238
"2011-09-17",9.1837
"2011-09-18",0
"2011-09-19",0
"2011-09-20",0
"2011-09-21",7.5061
"2011-09-22",5.2741
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",9.5742
"2011-09-27",0
"2011-09-28",0
"2011-09-29",0.1778
"2011-09-30",8.2782
"2011-10-01",5.3593
"2011-10-02",0
"2011-10-03",0
"2011-10-04",7.7268
"2011-10-05",2.5907
"2011-10-06",0
"2011-10-07",0
"2011-10-08",0
"2011-10-09",0
"2011-10-10",4.3422
"2011-10-11",7.4985
"2011-10-12",14.8331
"2011-10-13",0.4503
"2011-10-14",5.3358
"2011-10-15",12.1451
"2011-10-16",12.9013
"2011-10-17",13.7912
"2011-10-18",14.9903
"2011-10-19",9.7682
"2011-10-20",19.2875
"2011-10-21",13.8244
"2011-10-22",3.7347
"2011-10-23",23.7648
"2011-10-24",20.1577
"2011-10-25",38.1681
"2011-10-26",17.3106
"2011-10-27",12.9978
"2011-10-28",35.6209
"2011-10-29",14.9025
"2011-10-30",8.8527
"2011-10-31",8.4236
"2011-11-01",15.3982
"2011-11-02",14.1215
"2011-11-03",2.1195
"2011-11-04",14.8521
"2011-11-05",1.0662
"2011-11-06",13.6058
"2011-11-07",13.1381
"2011-11-08",6.555
"2011-11-09",1.7608
"2011-11-10",3.2089
"2011-11-11",2.8504
"2011-11-12",0
"2011-11-13",3.3451
"2011-11-14",8.2934
"2011-11-15",10.9234
"2011-11-16",0
"2011-11-17",16.8976
"2011-11-18",11.9868
"2011-11-19",13.7595
"2011-11-20",2.7024
"2011-11-21",3.4219
"2011-11-22",0
"2011-11-23",1.4099
"2011-11-24",15.4979
"2011-11-25",18.5684
"2011-11-26",18.9032
"2011-11-27",11.2367
"2011-11-28",4.1817
"2011-11-29",0
"2011-11-30",13.3694
"2011-12-01",1.8221
"2011-12-02",18.9745
"2011-12-03",0
"2011-12-04",0
"2011-12-05",0
"2011-12-06",0
"2011-12-07",0
"2011-12-08",0
"2011-12-09",6.6016
"2011-12-10",6.8769
"2011-12-11",9.029
"2011-12-12",7.9607
"2011-12-13",5.0835
"2011-12-14",9.2456
"2011-12-15",6.8601
"2011-12-16",0
"2011-12-17",0.0383
"2011-12-18",2.3149
"2011-12-19",0.7594
"2011-12-20",11.6052
"2011-12-21",3.1334
"2011-12-22",7.3765
"2011-12-23",9.6128
"2011-12-24",0.0587
"2011-12-25",0
"2011-12-26",0
"2011-12-27",5.6844
"2011-12-28",0.1334
"2011-12-29",0
"2011-12-30",0
"2011-12-31",0
"2012-01-01",0
"2012-01-02",0
"2012-01-03",0
"2012-01-04",0
"2012-01-05",12.8229
"2012-01-06",14.7239
"2012-01-07",14.7239
"2012-01-08",17.7413
"2012-01-09",16.3911
"2012-01-10",0.8414
"2012-01-11",0
"2012-01-12",0
"2012-01-13",0
"2012-01-14",0
"2012-01-15",0.5299
"2012-01-16",0
"2012-01-17",0
"2012-01-18",0
"2012-01-19",0
"2012-01-20",0
"2012-01-21",0
"2012-01-22",0.8272
"2012-01-23",0
"2012-01-24",0.0118
"2012-01-25",0
"2012-01-26",0
"2012-01-27",0
"2012-01-28",1.4148
"2012-01-29",0
"2012-01-30",0
"2012-01-31",0
"2012-02-01",0
"2012-02-02",0
"2012-02-03",0.2168
"2012-02-04",10.0332
"2012-02-05",7.18
"2012-02-06",5.2829
"2012-02-07",9.8545
"2012-02-08",0
"2012-02-09",0
"2012-02-10",0.9101
"2012-02-11",0
"2012-02-12",0
"2012-02-13",0
"2012-02-14",19.2502
"2012-02-15",13.6191
"2012-02-16",14.2502
"2012-02-17",13.2917
"2012-02-18",0
"2012-02-19",0
"2012-02-20",0
"2012-02-21",0
"2012-02-22",3.2288
"2012-02-23",0
"2012-02-24",0.3113
"2012-02-25",0
"2012-02-26",0
"2012-02-27",12.6619
"2012-02-28",7.5105
"2012-02-29",0
"2012-03-01",3.8325
"2012-03-02",0
"2012-03-03",0
"2012-03-04",0
"2012-03-05",4.5682
"2012-03-06",0
"2012-03-07",0
"2012-03-08",0
"2012-03-09",0
"2012-03-10",17.4504
"2012-03-11",2.4901
"2012-03-12",16.136
"2012-03-13",38.0619
"2012-03-14",27.3688
"2012-03-15",14.7635
"2012-03-16",17.1477
"2012-03-17",6.8325
"2012-03-18",0
"2012-03-19",0
"2012-03-20",0
"2012-03-21",0
"2012-03-22",0
"2012-03-23",0
"2012-03-24",0
"2012-03-25",0
"2012-03-26",0
"2012-03-27",0
"2012-03-28",9.8673
"2012-03-29",11.8246
"2012-03-30",8.2924
"2012-03-31",1.1005
"2012-04-01",0
"2012-04-02",0
"2012-04-03",0
"2012-04-04",0
"2012-04-05",0
"2012-04-06",0
"2012-04-07",1.6886
"2012-04-08",3.3183
"2012-04-09",12.8637
"2012-04-10",15.6982
"2012-04-11",24.0029
"2012-04-12",43.8442
"2012-04-13",2.8708
"2012-04-14",36.3909
"2012-04-15",33.697
"2012-04-16",27.409
"2012-04-17",13.9014
"2012-04-18",14.8889
"2012-04-19",5.8007
"2012-04-20",14.2179
"2012-04-21",17.8779
"2012-04-22",16.0545
"2012-04-23",69.3081
"2012-04-24",31.4902
"2012-04-25",0
"2012-04-26",9.1492
"2012-04-27",0
"2012-04-28",0.5149
"2012-04-29",0.8
"2012-04-30",32.1497
"2012-05-01",0
"2012-05-02",0
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",0
"2012-05-08",0
"2012-05-09",0
"2012-05-10",0
"2012-05-11",0
"2012-05-12",0
"2012-05-13",0
"2012-05-14",0
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",1.8098
"2012-05-19",0.1972
"2012-05-20",0.098
"2012-05-21",0
"2012-05-22",0
"2012-05-23",0.4956
"2012-05-24",4.4907
"2012-05-25",56.7447
"2012-05-26",10.5229
"2012-05-27",0
"2012-05-28",4.7615
"2012-05-29",0
"2012-05-30",0.8443
"2012-05-31",0
"2012-06-01",1.8533
"2012-06-02",0
"2012-06-03",0
"2012-06-04",0
"2012-06-05",2.3825
"2012-06-06",24.5541
"2012-06-07",8.47
"2012-06-08",0
"2012-06-09",12.8167
"2012-06-10",0.0033
"2012-06-11",2.2078
"2012-06-12",0
"2012-06-13",21.4553
"2012-06-14",0
"2012-06-15",0
"2012-06-16",0
"2012-06-17",8.2837
"2012-06-18",2.3022
"2012-06-19",0.0326
"2012-06-20",9.4603
"2012-06-21",17.9913
"2012-06-22",0
"2012-06-23",0
"2012-06-24",18.8818
"2012-06-25",2.5792
"2012-06-26",13.1306
"2012-06-27",8.3093
"2012-06-28",3.3522
"2012-06-29",0
"2012-06-30",24.8682
"2012-07-01",24.2417
"2012-07-02",27.3532
"2012-07-03",0
"2012-07-04",1.0356
"2012-07-05",0
"2012-07-06",0
"2012-07-07",1.1111
"2012-07-08",19.7695
"2012-07-09",26.0721
"2012-07-10",2.6735
"2012-07-11",0
"2012-07-12",0
"2012-07-13",12.2876
"2012-07-14",20.1226
"2012-07-15",20.932
"2012-07-16",4.4318
"2012-07-17",2.1634
"2012-07-18",0
"2012-07-19",0
"2012-07-20",0
"2012-07-21",2.3289
"2012-07-22",0
"2012-07-23",0
"2012-07-24",0
"2012-07-25",0
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",0
"2012-08-04",2.6492
"2012-08-05",7.5582
"2012-08-06",4.3909
"2012-08-07",0
"2012-08-08",0
"2012-08-09",2.0232
"2012-08-10",16.9441
"2012-08-11",1.2229
"2012-08-12",7.0927
"2012-08-13",23.3896
"2012-08-14",2.6761
"2012-08-15",0
"2012-08-16",17.1963
"2012-08-17",7.2572
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",7.0205
"2012-08-22",0
"2012-08-23",2.7403
"2012-08-24",30.7687
"2012-08-25",4.0638
"2012-08-26",0
"2012-08-27",22.72
"2012-08-28",9.7719
"2012-08-29",44.2329
"2012-08-30",30.0613
"2012-08-31",4.8833
"2012-09-01",5.9145
"2012-09-02",18.8752
"2012-09-03",30.0214
"2012-09-04",6.8863
"2012-09-05",0
"2012-09-06",6.846
"2012-09-07",26.5343
"2012-09-08",9.247
"2012-09-09",11.3602
"2012-09-10",7.1725
"2012-09-11",0
"2012-09-12",3.3821
"2012-09-13",0
"2012-09-14",5.0202
"2012-09-15",7.01
"2012-09-16",14.9102
"2012-09-17",5.5569
"2012-09-18",0
"2012-09-19",0
"2012-09-20",11.7767
"2012-09-21",7.4342
"2012-09-22",16.3377
"2012-09-23",11.189
"2012-09-24",6.1227
"2012-09-25",12.2898
"2012-09-26",0
"2012-09-27",13.2117
"2012-09-28",0.9663
"2012-09-29",0
"2012-09-30",0
"2012-10-01",3.148
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",9.8339
"2012-10-07",16.496
"2012-10-08",11.1409
"2012-10-09",49.8884
"2012-10-10",16.5825
"2012-10-11",15.5972
"2012-10-12",5.8569
"2012-10-13",18.4536
"2012-10-14",14.7548
"2012-10-15",16.6669
"2012-10-16",21.4789
"2012-10-17",20.7405
"2012-10-18",24.2742
"2012-10-19",22.6313
"2012-10-20",32.1089
"2012-10-21",26.0837
"2012-10-22",20.1434
"2012-10-23",11.4034
"2012-10-24",19.7018
"2012-10-25",12.8264
"2012-10-26",8.9474
"2012-10-27",22.9156
"2012-10-28",47.1896
"2012-10-29",62.31
"2012-10-30",57.7099
"2012-10-31",38.9438
"2012-11-01",37.0561
"2012-11-02",1.7212
"2012-11-03",10.5646
"2012-11-04",8.8748
"2012-11-05",14.469
"2012-11-06",11.9256
"2012-11-07",7.6376
"2012-11-08",14.8758
"2012-11-09",22.0138
"2012-11-10",12.9341
"2012-11-11",11.3301
"2012-11-12",10.9233
"2012-11-13",9.1525
"2012-11-14",0
"2012-11-15",9.5221
"2012-11-16",7.111
"2012-11-17",1.3526
"2012-11-18",0
"2012-11-19",0
"2012-11-20",0.2182
"2012-11-21",0.8662
"2012-11-22",5.8484
"2012-11-23",24.9555
"2012-11-24",27.3869
"2012-11-25",18.4569
"2012-11-26",25.4019
"2012-11-27",25.3065
"2012-11-28",8.7811
"2012-11-29",12.2868
"2012-11-30",3.7899
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",0
"2012-12-05",0
"2012-12-06",2.0993
"2012-12-07",0
"2012-12-08",10.4963
"2012-12-09",2.2075
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",12.6664
"2012-12-16",22.6596
"2012-12-17",69.0092
"2012-12-18",36.4581
"2012-12-19",33.7249
"2012-12-20",9.0795
"2012-12-21",8.8758
"2012-12-22",26.4646
"2012-12-23",9.4695
"2012-12-24",3.462
"2012-12-25",26.7001
"2012-12-26",24.3906
"2012-12-27",21.8176
"2012-12-28",0.0053
"2012-12-29",12.5788
"2012-12-30",4.331
"2012-12-31",6.656
"2013-01-01",0.7482
"2013-01-02",0.5808
"2013-01-03",3.3602
"2013-01-04",6.7728
"2013-01-05",5.7954
"2013-01-06",8.0311
"2013-01-07",33.6528
"2013-01-08",6.069
"2013-01-09",0.7468
"2013-01-10",33.5037
"2013-01-11",8.4554
"2013-01-12",0.0877
"2013-01-13",4.4462
"2013-01-14",0
"2013-01-15",0
"2013-01-16",0
"2013-01-17",0
"2013-01-18",0
"2013-01-19",0
"2013-01-20",0
"2013-01-21",0
"2013-01-22",0
"2013-01-23",0.175
"2013-01-24",9.4152
"2013-01-25",0
"2013-01-26",0
"2013-01-27",0
"2013-01-28",0
"2013-01-29",0
"2013-01-30",0
"2013-01-31",0
"2013-02-01",0
"2013-02-02",0
"2013-02-03",0
"2013-02-04",7.6673
"2013-02-05",0.3416
"2013-02-06",20.7649
"2013-02-07",28.652
"2013-02-08",0.4535
"2013-02-09",16.5032
"2013-02-10",9.1982
"2013-02-11",10.9365
"2013-02-12",14.2484
"2013-02-13",29.3762
"2013-02-14",11.3213
"2013-02-15",7.4965
"2013-02-16",3.8951
"2013-02-17",0.6985
"2013-02-18",11.0935
"2013-02-19",14.0879
"2013-02-20",3.3073
"2013-02-21",0.0545
"2013-02-22",0
"2013-02-23",0
"2013-02-24",0
"2013-02-25",0
"2013-02-26",0
"2013-02-27",0
"2013-02-28",0
"2013-03-01",0
"2013-03-02",4.5265
"2013-03-03",0.3146
"2013-03-04",12.9177
"2013-03-05",0
"2013-03-06",12.244
"2013-03-07",11.7385
"2013-03-08",6.0411
"2013-03-09",3.0294
"2013-03-10",3.0747
"2013-03-11",0
"2013-03-12",0
"2013-03-13",0
"2013-03-14",0.0034
"2013-03-15",15.7279
"2013-03-16",1.2784
"2013-03-17",14.4149
"2013-03-18",7.4783
"2013-03-19",5.4349
"2013-03-20",0
"2013-03-21",1.6925
"2013-03-22",5.6648
"2013-03-23",1.9696
"2013-03-24",31.8739
"2013-03-25",15.0078
"2013-03-26",19.1608
"2013-03-27",9.8617
"2013-03-28",23.7994
"2013-03-29",11.1646
"2013-03-30",0
"2013-03-31",0.6787
"2013-04-01",0.0977
"2013-04-02",6.8239
"2013-04-03",0
"2013-04-04",8.7873
"2013-04-05",5.7203
"2013-04-06",0
"2013-04-07",0
"2013-04-08",0
"2013-04-09",17.7721
"2013-04-10",15.0432
"2013-04-11",0
"2013-04-12",9.6821
"2013-04-13",21.3474
"2013-04-14",9.3109
"2013-04-15",32.8508
"2013-04-16",0.1118
"2013-04-17",0
"2013-04-18",0
"2013-04-19",0
"2013-04-20",0
"2013-04-21",0
"2013-04-22",7.5371
"2013-04-23",8.6812
"2013-04-24",12.286
"2013-04-25",12.7591
"2013-04-26",9.0417
"2013-04-27",4.7473
"2013-04-28",0.7787
"2013-04-29",1.3314
"2013-04-30",10.165
"2013-05-01",14.4716
"2013-05-02",10.3103
"2013-05-03",32.357
"2013-05-04",23.142
"2013-05-05",16.3874
"2013-05-06",42.2074
"2013-05-07",4.6026
"2013-05-08",19.9341
"2013-05-09",0
"2013-05-10",8.8014
"2013-05-11",0.0367
"2013-05-12",16.7538
"2013-05-13",45.0124
"2013-05-14",3.6387
"2013-05-15",4.3409
"2013-05-16",0
"2013-05-17",11.4584
"2013-05-18",3.4974
"2013-05-19",11.0099
"2013-05-20",24.7217
"2013-05-21",0.3566
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",8.5558
"2013-05-26",0
"2013-05-27",6.6056
"2013-05-28",5.2661
"2013-05-29",0
"2013-05-30",15.215
"2013-05-31",64.342
"2013-06-01",39.4971
"2013-06-02",19.1774
"2013-06-03",2.8334
