,"(mm) Precipitation (CHIRPS) at Gampaha, 2007-01-01 to 2025-12-31"
"2010-03-25",0
"2010-03-26",29.0051
"2010-03-27",28.4197
"2010-03-28",8.118
"2010-03-29",18.2405
"2010-03-30",23.1033
"2010-03-31",4.051
"2010-04-01",11.0518
"2010-04-02",0
"2010-04-03",1.5646
"2010-04-04",13.0385
"2010-04-05",15.7066
"2010-04-06",6.6975
"2010-04-07",11.6671
"2010-04-08",9.2409
"2010-04-09",16.0019
"2010-04-10",16.9985
"2010-04-11",2.8884
"2010-04-12",5.3599
"2010-04-13",6.1736
"2010-04-14",21.3418
"2010-04-15",1.279
"2010-04-16",20.5473
"2010-04-17",20.95
"2010-04-18",15.647
"2010-04-19",0
"2010-04-20",0
"2010-04-21",34.3919
"2010-04-22",20.6603
"2010-04-23",30.1841
"2010-04-24",32.3312
"2010-04-25",2.5316
"2010-04-26",31.9959
"2010-04-27",12.3422
"2010-04-28",15.9421
"2010-04-29",45.4426
"2010-04-30",30.3678
"2010-05-01",1.2745
"2010-05-02",5.0858
"2010-05-03",0
"2010-05-04",0
"2010-05-05",5.5207
"2010-05-06",1.1315
"2010-05-07",11.8941
"2010-05-08",9.9725
"2010-05-09",17.3116
"2010-05-10",5.3013
"2010-05-11",11.1512
"2010-05-12",20.8728
"2010-05-13",0.6405
"2010-05-14",24.0068
"2010-05-15",17.0144
"2010-05-16",27.3697
"2010-05-17",55.6574
"2010-05-18",20.2411
"2010-05-19",32.3981
"2010-05-20",52.9342
"2010-05-21",43.4085
"2010-05-22",1.6548
"2010-05-23",3.9526
"2010-05-24",19.7277
"2010-05-25",0
"2010-05-26",16.2725
"2010-05-27",0
"2010-05-28",0.2856
"2010-05-29",0
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0
"2010-06-02",0
"2010-06-03",0.3105
"2010-06-04",0
"2010-06-05",8.7921
"2010-06-06",13.3053
"2010-06-07",14.1985
"2010-06-08",25.0154
"2010-06-09",0
"2010-06-10",4.1099
"2010-06-11",23.092
"2010-06-12",8.849
"2010-06-13",28.7293
"2010-06-14",1.3165
"2010-06-15",10.5522
"2010-06-16",38.3267
"2010-06-17",34.6265
"2010-06-18",1.6614
"2010-06-19",13.1025
"2010-06-20",9.9543
"2010-06-21",5.7488
"2010-06-22",5.0231
"2010-06-23",49.7577
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",4.1434
"2010-06-28",42.683
"2010-06-29",0
"2010-06-30",5.2937
"2010-07-01",6.2332
"2010-07-02",0
"2010-07-03",0
"2010-07-04",0.054
"2010-07-05",26.5935
"2010-07-06",19.6428
"2010-07-07",17.3484
"2010-07-08",10.5348
"2010-07-09",19.8679
"2010-07-10",12.0054
"2010-07-11",10.2105
"2010-07-12",5.0565
"2010-07-13",3.5059
"2010-07-14",16.4143
"2010-07-15",12.0759
"2010-07-16",4.6822
"2010-07-17",13.758
"2010-07-18",4.2388
"2010-07-19",19.5099
"2010-07-20",6.4101
"2010-07-21",0
"2010-07-22",5.7358
"2010-07-23",5.7735
"2010-07-24",0
"2010-07-25",0.0548
"2010-07-26",5.8845
"2010-07-27",0
"2010-07-28",3.5176
"2010-07-29",0
"2010-07-30",4.8379
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0
"2010-08-03",2.3511
"2010-08-04",0
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0.1966
"2010-08-08",0
"2010-08-09",0
"2010-08-10",0.9878
"2010-08-11",0.4206
"2010-08-12",6.0957
"2010-08-13",0
"2010-08-14",15.0548
"2010-08-15",10.3897
"2010-08-16",0.1584
"2010-08-17",0
"2010-08-18",0
"2010-08-19",29.5743
"2010-08-20",37.7975
"2010-08-21",21.0818
"2010-08-22",0
"2010-08-23",0
"2010-08-24",2.168
"2010-08-25",0
"2010-08-26",2.3098
"2010-08-27",0
"2010-08-28",0
"2010-08-29",26.9148
"2010-08-30",0.2376
"2010-08-31",0
"2010-09-01",0
"2010-09-02",10.2932
"2010-09-03",9.3904
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0
"2010-09-08",0.1522
"2010-09-09",9.3372
"2010-09-10",21.243
"2010-09-11",7.1228
"2010-09-12",6.4459
"2010-09-13",3.844
"2010-09-14",6.1486
"2010-09-15",0.9115
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",5.6523
"2010-09-20",9.6759
"2010-09-21",45.9303
"2010-09-22",25.9508
"2010-09-23",17.689
"2010-09-24",19.4669
"2010-09-25",1.1604
"2010-09-26",9.8742
"2010-09-27",25.798
"2010-09-28",38.4261
"2010-09-29",31.963
"2010-09-30",27.5309
"2010-10-01",52.7378
"2010-10-02",52.9797
"2010-10-03",38.2766
"2010-10-04",0
"2010-10-05",0
"2010-10-06",24.3172
"2010-10-07",5.537
"2010-10-08",22.0569
"2010-10-09",25.1073
"2010-10-10",3.1021
"2010-10-11",0
"2010-10-12",1.1189
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0
"2010-10-18",0
"2010-10-19",1.3527
"2010-10-20",2.0691
"2010-10-21",1.4945
"2010-10-22",0.0424
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0.5163
"2010-10-26",3.4762
"2010-10-27",11.9841
"2010-10-28",25.6639
"2010-10-29",18.6451
"2010-10-30",14.0687
"2010-10-31",14.015
"2010-11-01",0
"2010-11-02",2.2563
"2010-11-03",5.7705
"2010-11-04",25.6638
"2010-11-05",2.8735
"2010-11-06",45.2733
"2010-11-07",34.7967
"2010-11-08",0
"2010-11-09",8.8969
"2010-11-10",17.1256
"2010-11-11",0.177
"2010-11-12",0
"2010-11-13",14.8142
"2010-11-14",1.3038
"2010-11-15",21.6207
"2010-11-16",7.7026
"2010-11-17",18.5791
"2010-11-18",24.9099
"2010-11-19",3.8977
"2010-11-20",48.1423
"2010-11-21",31.4552
"2010-11-22",66.9144
"2010-11-23",23.5481
"2010-11-24",36.4316
"2010-11-25",19.8309
"2010-11-26",31.7001
"2010-11-27",15.69
"2010-11-28",24.8791
"2010-11-29",11.5323
"2010-11-30",50.551
"2010-12-01",40.1579
"2010-12-02",25.243
"2010-12-03",44.3229
"2010-12-04",32.1959
"2010-12-05",0.4595
"2010-12-06",1.7905
"2010-12-07",16.4122
"2010-12-08",10.4655
"2010-12-09",31.8289
"2010-12-10",0
"2010-12-11",0
"2010-12-12",0
"2010-12-13",0
"2010-12-14",0
"2010-12-15",0
"2010-12-16",2.2665
"2010-12-17",1.51
"2010-12-18",0
"2010-12-19",4.7485
"2010-12-20",0.1773
"2010-12-21",11.3407
"2010-12-22",14.2935
"2010-12-23",22.5853
"2010-12-24",13.19
"2010-12-25",0.8554
"2010-12-26",0.0005
"2010-12-27",1.3982
"2010-12-28",0.2794
"2010-12-29",5.3801
"2010-12-30",8.9993
"2010-12-31",3.3856
"2011-01-01",6.0258
"2011-01-02",4.3965
"2011-01-03",3.5348
"2011-01-04",1.167
"2011-01-05",3.3294
"2011-01-06",2.34
"2011-01-07",7.9382
"2011-01-08",15.4997
"2011-01-09",24.7441
"2011-01-10",12.6026
"2011-01-11",11.1202
"2011-01-12",18.161
"2011-01-13",2.1156
"2011-01-14",0.386
"2011-01-15",0.2466
"2011-01-16",0
"2011-01-17",0
"2011-01-18",0.6448
"2011-01-19",0
"2011-01-20",0
"2011-01-21",0
"2011-01-22",0
"2011-01-23",0
"2011-01-24",0
"2011-01-25",0
"2011-01-26",7.6084
"2011-01-27",1.6982
"2011-01-28",7.0114
"2011-01-29",1.0572
"2011-01-30",17.0376
"2011-01-31",21.0968
"2011-02-01",40.4968
"2011-02-02",54.5979
"2011-02-03",8.0275
"2011-02-04",0
"2011-02-05",0
"2011-02-06",7.5234
"2011-02-07",29.2259
"2011-02-08",13.7072
"2011-02-09",6.4946
"2011-02-10",1.9481
"2011-02-11",0
"2011-02-12",0
"2011-02-13",0
"2011-02-14",1.4704
"2011-02-15",7.5517
"2011-02-16",0
"2011-02-17",0
"2011-02-18",0
"2011-02-19",8.1872
"2011-02-20",16.2748
"2011-02-21",32.8511
"2011-02-22",2.4364
"2011-02-23",0
"2011-02-24",0.0388
"2011-02-25",0.2416
"2011-02-26",6.0487
"2011-02-27",0
"2011-02-28",6.1002
"2011-03-01",0.0442
"2011-03-02",0
"2011-03-03",9.2667
"2011-03-04",12.0622
"2011-03-05",14.8147
"2011-03-06",0.1458
"2011-03-07",6.035
"2011-03-08",0.8256
"2011-03-09",0
"2011-03-10",0
"2011-03-11",0
"2011-03-12",5.458
"2011-03-13",26.2202
"2011-03-14",0
"2011-03-15",0
"2011-03-16",0
"2011-03-17",0
"2011-03-18",0
"2011-03-19",0.2813
"2011-03-20",10.3689
"2011-03-21",10.6602
"2011-03-22",8.4847
"2011-03-23",10.2285
"2011-03-24",4.1926
"2011-03-25",16.1688
"2011-03-26",18.7456
"2011-03-27",0.7791
"2011-03-28",5.2395
"2011-03-29",4.2793
"2011-03-30",0
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0.5787
"2011-04-05",0
"2011-04-06",0
"2011-04-07",12.694
"2011-04-08",0
"2011-04-09",8.0554
"2011-04-10",4.5351
"2011-04-11",22.7632
"2011-04-12",17.3296
"2011-04-13",13.6959
"2011-04-14",0.1811
"2011-04-15",9.1155
"2011-04-16",19.6999
"2011-04-17",23.2069
"2011-04-18",30.6026
"2011-04-19",28.9827
"2011-04-20",22.3713
"2011-04-21",28.858
"2011-04-22",20.9648
"2011-04-23",36.3114
"2011-04-24",34.023
"2011-04-25",29.7687
"2011-04-26",27.2955
"2011-04-27",47.1471
"2011-04-28",39.712
"2011-04-29",0
"2011-04-30",16.8633
"2011-05-01",21.6084
"2011-05-02",23.3217
"2011-05-03",0
"2011-05-04",0
"2011-05-05",0
"2011-05-06",0.3275
"2011-05-07",0
"2011-05-08",0
"2011-05-09",0.0861
"2011-05-10",0
"2011-05-11",0
"2011-05-12",0
"2011-05-13",1.2169
"2011-05-14",0
"2011-05-15",2.459
"2011-05-16",0
"2011-05-17",6.1074
"2011-05-18",0
"2011-05-19",0
"2011-05-20",0
"2011-05-21",3.9523
"2011-05-22",0
"2011-05-23",0
"2011-05-24",26.3577
"2011-05-25",45.6743
"2011-05-26",48.9827
"2011-05-27",46.898
"2011-05-28",22.2407
"2011-05-29",10.1338
"2011-05-30",0
"2011-05-31",15.307
"2011-06-01",27.5073
"2011-06-02",20.7298
"2011-06-03",0
"2011-06-04",1.0785
"2011-06-05",0
"2011-06-06",27.8036
"2011-06-07",19.4736
"2011-06-08",0
"2011-06-09",0.7178
"2011-06-10",0
"2011-06-11",0
"2011-06-12",0
"2011-06-13",0.7456
"2011-06-14",11.7605
"2011-06-15",24.9914
"2011-06-16",3.2539
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0
"2011-06-26",0
"2011-06-27",0
"2011-06-28",0.7248
"2011-06-29",5.6535
"2011-06-30",0
"2011-07-01",9.0897
"2011-07-02",0
"2011-07-03",0
"2011-07-04",0
"2011-07-05",8.6601
"2011-07-06",1.7476
"2011-07-07",0.1008
"2011-07-08",7.9134
"2011-07-09",0.8522
"2011-07-10",0.1484
"2011-07-11",9.0971
"2011-07-12",8.065
"2011-07-13",0
"2011-07-14",0
"2011-07-15",0
"2011-07-16",21.4881
"2011-07-17",0
"2011-07-18",0
"2011-07-19",0
"2011-07-20",0
"2011-07-21",0
"2011-07-22",0.0017
"2011-07-23",5.3548
"2011-07-24",1.0974
"2011-07-25",24.2441
"2011-07-26",0.9974
"2011-07-27",0
"2011-07-28",0
"2011-07-29",0
"2011-07-30",3.6865
"2011-07-31",2.1938
"2011-08-01",0
"2011-08-02",0
"2011-08-03",7.1001
"2011-08-04",0
"2011-08-05",5.5408
"2011-08-06",0
"2011-08-07",0
"2011-08-08",0
"2011-08-09",4.9744
"2011-08-10",6.2821
"2011-08-11",0
"2011-08-12",3.8478
"2011-08-13",4.0085
"2011-08-14",6.4053
"2011-08-15",2.4705
"2011-08-16",1.0736
"2011-08-17",9.272
"2011-08-18",0
"2011-08-19",0
"2011-08-20",0
"2011-08-21",0
"2011-08-22",16.7174
"2011-08-23",0
"2011-08-24",22.3074
"2011-08-25",7.6771
"2011-08-26",0.4068
"2011-08-27",12.8373
"2011-08-28",0.069
"2011-08-29",0
"2011-08-30",11.2348
"2011-08-31",0
"2011-09-01",1.3213
"2011-09-02",0
"2011-09-03",0
"2011-09-04",0.7438
"2011-09-05",0.7854
"2011-09-06",12.1851
"2011-09-07",4.1426
"2011-09-08",7.4632
"2011-09-09",7.4632
"2011-09-10",12.7301
"2011-09-11",25.4282
"2011-09-12",34.4543
"2011-09-13",32.2979
"2011-09-14",33.7108
"2011-09-15",6.7556
"2011-09-16",5.1523
"2011-09-17",4.1158
"2011-09-18",0
"2011-09-19",0
"2011-09-20",0
"2011-09-21",3.4164
"2011-09-22",4.0206
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",6.3467
"2011-09-27",1.3311
"2011-09-28",2.5075
"2011-09-29",1.8961
"2011-09-30",8.4886
"2011-10-01",4.2183
"2011-10-02",0
"2011-10-03",0
"2011-10-04",9.5029
"2011-10-05",6.2839
"2011-10-06",0
"2011-10-07",0
"2011-10-08",0
"2011-10-09",0.0995
"2011-10-10",0.6401
"2011-10-11",6.7856
"2011-10-12",13.0052
"2011-10-13",0.2359
"2011-10-14",8.333
"2011-10-15",11.8162
"2011-10-16",13.473
"2011-10-17",8.8661
"2011-10-18",14.8478
"2011-10-19",17.4267
"2011-10-20",15.3846
"2011-10-21",12.541
"2011-10-22",9.0669
"2011-10-23",18.8664
"2011-10-24",25.1995
"2011-10-25",40.4401
"2011-10-26",24.2226
"2011-10-27",17.1984
"2011-10-28",31.1157
"2011-10-29",11.195
"2011-10-30",14.2256
"2011-10-31",7.9318
"2011-11-01",16.9765
"2011-11-02",7.7482
"2011-11-03",0.9217
"2011-11-04",5.6705
"2011-11-05",0.0938
"2011-11-06",17.5056
"2011-11-07",9.4841
"2011-11-08",1.7336
"2011-11-09",0
"2011-11-10",0.5838
"2011-11-11",1.8073
"2011-11-12",0
"2011-11-13",5.3306
"2011-11-14",0.3628
"2011-11-15",6.1704
"2011-11-16",0
"2011-11-17",20.2341
"2011-11-18",7.6788
"2011-11-19",13.3421
"2011-11-20",2.8193
"2011-11-21",7.8361
"2011-11-22",0
"2011-11-23",3.7399
"2011-11-24",11.9322
"2011-11-25",15.5175
"2011-11-26",15.3368
"2011-11-27",10.2786
"2011-11-28",3.7808
"2011-11-29",0
"2011-11-30",10.0596
"2011-12-01",4.8616
"2011-12-02",13.5596
"2011-12-03",0
"2011-12-04",0
"2011-12-05",0
"2011-12-06",0
"2011-12-07",0
"2011-12-08",0
"2011-12-09",5.4268
"2011-12-10",5.3216
"2011-12-11",8.8197
"2011-12-12",7.7582
"2011-12-13",4.0396
"2011-12-14",3.4214
"2011-12-15",4.3147
"2011-12-16",0
"2011-12-17",0.0561
"2011-12-18",1.0493
"2011-12-19",0.5804
"2011-12-20",8.0232
"2011-12-21",2.0821
"2011-12-22",6.2026
"2011-12-23",8.6651
"2011-12-24",0.2215
"2011-12-25",0
"2011-12-26",0
"2011-12-27",6.6329
"2011-12-28",0.2132
"2011-12-29",0
"2011-12-30",0
"2011-12-31",0
"2012-01-01",0
"2012-01-02",0
"2012-01-03",0
"2012-01-04",0
"2012-01-05",10.9574
"2012-01-06",14.1765
"2012-01-07",17.1256
"2012-01-08",14.5349
"2012-01-09",6.3792
"2012-01-10",0
"2012-01-11",0
"2012-01-12",0
"2012-01-13",0
"2012-01-14",0
"2012-01-15",0
"2012-01-16",0
"2012-01-17",0
"2012-01-18",0
"2012-01-19",0
"2012-01-20",0
"2012-01-21",0
"2012-01-22",0.5435
"2012-01-23",0
"2012-01-24",1.3021
"2012-01-25",0
"2012-01-26",0
"2012-01-27",0
"2012-01-28",0
"2012-01-29",0
"2012-01-30",0
"2012-01-31",0
"2012-02-01",0
"2012-02-02",0
"2012-02-03",0
"2012-02-04",9.6778
"2012-02-05",7.9304
"2012-02-06",3.8217
"2012-02-07",0.2032
"2012-02-08",0
"2012-02-09",7.5902
"2012-02-10",4.4864
"2012-02-11",0
"2012-02-12",0
"2012-02-13",0
"2012-02-14",19.0573
"2012-02-15",11.4106
"2012-02-16",13.589
"2012-02-17",16.1544
"2012-02-18",0
"2012-02-19",0
"2012-02-20",0
"2012-02-21",0
"2012-02-22",3.7503
"2012-02-23",0
"2012-02-24",0.3177
"2012-02-25",0
"2012-02-26",0
"2012-02-27",9.4118
"2012-02-28",8.5385
"2012-02-29",0
"2012-03-01",4.0326
"2012-03-02",0
"2012-03-03",0
"2012-03-04",0
"2012-03-05",0.4694
"2012-03-06",0
"2012-03-07",0.3812
"2012-03-08",0
"2012-03-09",0
"2012-03-10",12.6934
"2012-03-11",0
"2012-03-12",5.655
"2012-03-13",34.9958
"2012-03-14",27.5001
"2012-03-15",17.4581
"2012-03-16",17.0093
"2012-03-17",1.3906
"2012-03-18",0
"2012-03-19",0
"2012-03-20",0
"2012-03-21",0
"2012-03-22",0
"2012-03-23",0
"2012-03-24",0
"2012-03-25",0
"2012-03-26",0
"2012-03-27",0.3426
"2012-03-28",11.0413
"2012-03-29",16.0939
"2012-03-30",1.6006
"2012-03-31",8.3253
"2012-04-01",0
"2012-04-02",0
"2012-04-03",0
"2012-04-04",0.5488
"2012-04-05",0
"2012-04-06",0
"2012-04-07",0.0558
"2012-04-08",3.2166
"2012-04-09",11.5603
"2012-04-10",13.6717
"2012-04-11",10.984
"2012-04-12",40.2805
"2012-04-13",1.0668
"2012-04-14",29.4728
"2012-04-15",26.4767
"2012-04-16",20.5297
"2012-04-17",12.4469
"2012-04-18",11.6934
"2012-04-19",4.5133
"2012-04-20",11.0556
"2012-04-21",14.6993
"2012-04-22",18.1264
"2012-04-23",64.2588
"2012-04-24",27.7548
"2012-04-25",0.8029
"2012-04-26",6.3562
"2012-04-27",0
"2012-04-28",2.83
"2012-04-29",0.6245
"2012-04-30",29.1074
"2012-05-01",0
"2012-05-02",0
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",0.2056
"2012-05-08",0
"2012-05-09",0
"2012-05-10",0
"2012-05-11",0
"2012-05-12",0
"2012-05-13",0
"2012-05-14",1.8452
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",0
"2012-05-19",0.0289
"2012-05-20",0.2357
"2012-05-21",0
"2012-05-22",0
"2012-05-23",0
"2012-05-24",12.4544
"2012-05-25",31.8953
"2012-05-26",9.4102
"2012-05-27",0.0045
"2012-05-28",3.2681
"2012-05-29",0.1051
"2012-05-30",1.0536
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0
"2012-06-03",0
"2012-06-04",0.0004
"2012-06-05",3.7555
"2012-06-06",22.9088
"2012-06-07",7.6561
"2012-06-08",0.0672
"2012-06-09",6.5104
"2012-06-10",0.2357
"2012-06-11",0
"2012-06-12",0.2757
"2012-06-13",30.2293
"2012-06-14",0
"2012-06-15",0
"2012-06-16",0
"2012-06-17",7.7425
"2012-06-18",4.0527
"2012-06-19",3.1087
"2012-06-20",7.269
"2012-06-21",9.5965
"2012-06-22",1.8375
"2012-06-23",0
"2012-06-24",15.6012
"2012-06-25",14.7841
"2012-06-26",1.1427
"2012-06-27",7.5565
"2012-06-28",9.9608
"2012-06-29",0
"2012-06-30",17.9204
"2012-07-01",22.2605
"2012-07-02",19.7378
"2012-07-03",1.742
"2012-07-04",0
"2012-07-05",0
"2012-07-06",0
"2012-07-07",4.062
"2012-07-08",0.4685
"2012-07-09",19.6773
"2012-07-10",0.1472
"2012-07-11",0
"2012-07-12",0
"2012-07-13",4.5497
"2012-07-14",17.4129
"2012-07-15",14.527
"2012-07-16",1.9461
"2012-07-17",0.0094
"2012-07-18",0
"2012-07-19",0
"2012-07-20",0
"2012-07-21",0
"2012-07-22",0
"2012-07-23",0
"2012-07-24",0
"2012-07-25",0.4597
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",1.2729
"2012-08-04",2.2874
"2012-08-05",3.7376
"2012-08-06",1.4945
"2012-08-07",0
"2012-08-08",0
"2012-08-09",1.6408
"2012-08-10",7.3691
"2012-08-11",0
"2012-08-12",3.5148
"2012-08-13",19.4709
"2012-08-14",9.9509
"2012-08-15",3.6882
"2012-08-16",2.5505
"2012-08-17",3.2082
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",0.7302
"2012-08-22",4.6058
"2012-08-23",3.932
"2012-08-24",17.3052
"2012-08-25",8.2006
"2012-08-26",0.2101
"2012-08-27",12.1179
"2012-08-28",1.2068
"2012-08-29",62.0807
"2012-08-30",15.1269
"2012-08-31",0
"2012-09-01",10.1436
"2012-09-02",2.5167
"2012-09-03",0.2276
"2012-09-04",17.4223
"2012-09-05",0
"2012-09-06",7.2389
"2012-09-07",15.6316
"2012-09-08",10.0797
"2012-09-09",5.6009
"2012-09-10",0.6482
"2012-09-11",0
"2012-09-12",10.8383
"2012-09-13",0.1199
"2012-09-14",3.2209
"2012-09-15",0.0994
"2012-09-16",9.9646
"2012-09-17",9.111
"2012-09-18",0
"2012-09-19",0
"2012-09-20",11.1621
"2012-09-21",4.7976
"2012-09-22",9.9452
"2012-09-23",7.7604
"2012-09-24",9.6838
"2012-09-25",6.5201
"2012-09-26",0.2965
"2012-09-27",12.5805
"2012-09-28",0.6784
"2012-09-29",0
"2012-09-30",0
"2012-10-01",0.2975
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",10.3749
"2012-10-07",12.9018
"2012-10-08",14.4801
"2012-10-09",44.0458
"2012-10-10",16.2717
"2012-10-11",9.4177
"2012-10-12",12.9466
"2012-10-13",15.7981
"2012-10-14",14.7059
"2012-10-15",16.0941
"2012-10-16",18.9977
"2012-10-17",21.5754
"2012-10-18",22.0394
"2012-10-19",23.5308
"2012-10-20",29.6491
"2012-10-21",20.7299
"2012-10-22",12.3324
"2012-10-23",17.6036
"2012-10-24",15.38
"2012-10-25",17.4317
"2012-10-26",14.2478
"2012-10-27",12.663
"2012-10-28",41.6971
"2012-10-29",58.8978
"2012-10-30",57.0346
"2012-10-31",40.8573
"2012-11-01",35.7158
"2012-11-02",6.6768
"2012-11-03",7.7305
"2012-11-04",14.0333
"2012-11-05",14.8069
"2012-11-06",12.7635
"2012-11-07",8.5906
"2012-11-08",17.8705
"2012-11-09",21.2174
"2012-11-10",7.1458
"2012-11-11",11.8261
"2012-11-12",11.4553
"2012-11-13",7.1436
"2012-11-14",0.2633
"2012-11-15",1.135
"2012-11-16",3.2069
"2012-11-17",0.0382
"2012-11-18",0
"2012-11-19",0
"2012-11-20",0
"2012-11-21",0
"2012-11-22",8.4628
"2012-11-23",26.4769
"2012-11-24",24.8185
"2012-11-25",18.08
"2012-11-26",27.7685
"2012-11-27",36.1278
"2012-11-28",3.5095
"2012-11-29",8.0362
"2012-11-30",7.4667
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",0
"2012-12-05",0
"2012-12-06",3.8321
"2012-12-07",0
"2012-12-08",0.4142
"2012-12-09",4.7704
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",10.1446
"2012-12-16",18.6454
"2012-12-17",51.4985
"2012-12-18",35.9001
"2012-12-19",17.6295
"2012-12-20",9.6284
"2012-12-21",4.6513
"2012-12-22",29.7574
"2012-12-23",0.5932
"2012-12-24",3.4453
"2012-12-25",26.7055
"2012-12-26",22.9139
"2012-12-27",23.6307
"2012-12-28",0.4689
"2012-12-29",11.121
"2012-12-30",1.8123
"2012-12-31",8.4392
"2013-01-01",0
"2013-01-02",0
"2013-01-03",4.3498
"2013-01-04",7.2597
"2013-01-05",3.2395
"2013-01-06",9.11
"2013-01-07",32.4996
"2013-01-08",6.6679
"2013-01-09",0
"2013-01-10",39.6298
"2013-01-11",6.4748
"2013-01-12",0
"2013-01-13",5.919
"2013-01-14",0
"2013-01-15",0
"2013-01-16",0
"2013-01-17",0
"2013-01-18",0
"2013-01-19",0
"2013-01-20",0
"2013-01-21",0
"2013-01-22",0
"2013-01-23",0
"2013-01-24",1.553
"2013-01-25",0
"2013-01-26",0
"2013-01-27",0
"2013-01-28",0
"2013-01-29",0
"2013-01-30",0
"2013-01-31",0
"2013-02-01",0
"2013-02-02",0
"2013-02-03",0
"2013-02-04",7.0669
"2013-02-05",0
"2013-02-06",14.6858
"2013-02-07",23.912
"2013-02-08",1.4903
"2013-02-09",13.0653
"2013-02-10",7.1569
"2013-02-11",13.9556
"2013-02-12",14.3066
"2013-02-13",28.4413
"2013-02-14",4.9205
"2013-02-15",9.9945
"2013-02-16",2.157
"2013-02-17",0
"2013-02-18",12.4629
"2013-02-19",12.3043
"2013-02-20",0
"2013-02-21",0
"2013-02-22",0
"2013-02-23",0
"2013-02-24",0
"2013-02-25",0
"2013-02-26",0
"2013-02-27",0
"2013-02-28",0
"2013-03-01",0
"2013-03-02",0
"2013-03-03",0.1011
"2013-03-04",16.9192
"2013-03-05",1.8113
"2013-03-06",13.5827
"2013-03-07",7.0924
"2013-03-08",8.4438
"2013-03-09",3.3822
"2013-03-10",2.0834
"2013-03-11",0
"2013-03-12",0
"2013-03-13",0
"2013-03-14",0
"2013-03-15",8.2547
"2013-03-16",0.1039
"2013-03-17",15.3896
"2013-03-18",2.7292
"2013-03-19",1.2235
"2013-03-20",0
"2013-03-21",0
"2013-03-22",7.7386
"2013-03-23",0
"2013-03-24",31.0587
"2013-03-25",17.0054
"2013-03-26",5.5917
"2013-03-27",6.9557
"2013-03-28",25.5151
"2013-03-29",16.472
"2013-03-30",0
"2013-03-31",2.7239
"2013-04-01",0
"2013-04-02",2.3047
"2013-04-03",0.1292
"2013-04-04",9.1371
"2013-04-05",7.869
"2013-04-06",0
"2013-04-07",0
"2013-04-08",0
"2013-04-09",14.3554
"2013-04-10",17.203
"2013-04-11",0
"2013-04-12",8.3348
"2013-04-13",21.1195
"2013-04-14",5.7132
"2013-04-15",24.7486
"2013-04-16",0
"2013-04-17",0
"2013-04-18",0
"2013-04-19",0
"2013-04-20",0
"2013-04-21",0
"2013-04-22",5.7536
"2013-04-23",11.1659
"2013-04-24",7.3454
"2013-04-25",13.3733
"2013-04-26",8.9783
"2013-04-27",4.3913
"2013-04-28",1.8974
"2013-04-29",2.9235
"2013-04-30",8.0965
"2013-05-01",13.1125
"2013-05-02",10.2933
"2013-05-03",25.2565
"2013-05-04",16.7697
"2013-05-05",13.0166
"2013-05-06",31.6093
"2013-05-07",4.4895
"2013-05-08",17.7295
"2013-05-09",0.7134
"2013-05-10",4.0523
"2013-05-11",3.3466
"2013-05-12",21.7704
"2013-05-13",52.1498
"2013-05-14",2.196
"2013-05-15",4.8009
"2013-05-16",0
"2013-05-17",3.2761
"2013-05-18",1.2199
"2013-05-19",12.5007
"2013-05-20",20.7188
"2013-05-21",4.5977
"2013-05-22",0.2855
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0.899
"2013-05-26",0
"2013-05-27",4.7894
"2013-05-28",4.6222
"2013-05-29",0
"2013-05-30",9.3327
"2013-05-31",41.79
"2013-06-01",41.8797
"2013-06-02",21.7138
"2013-06-03",0
"2013-06-04",0
"2013-06-05",10.9614
"2013-06-06",19.4592
"2013-06-07",0.6259
"2013-06-08",34.9558
