,"(mm) Precipitation (CHIRPS) at Badulla, 2007-01-01 to 2025-12-31"
"2010-03-07",0.0067
"2010-03-08",0
"2010-03-09",0
"2010-03-10",0
"2010-03-11",0
"2010-03-12",1.0103
"2010-03-13",9.2674
"2010-03-14",1.5999
"2010-03-15",0
"2010-03-16",0.0596
"2010-03-17",0
"2010-03-18",4.2649
"2010-03-19",1.1072
"2010-03-20",0
"2010-03-21",9.1714
"2010-03-22",0
"2010-03-23",10.5661
"2010-03-24",10.5217
"2010-03-25",0
"2010-03-26",22.3359
"2010-03-27",16.3743
"2010-03-28",6.5906
"2010-03-29",11.3859
"2010-03-30",16.6276
"2010-03-31",1.3209
"2010-04-01",0.8788
"2010-04-02",0
"2010-04-03",0
"2010-04-04",0.7011
"2010-04-05",11.8317
"2010-04-06",0.5489
"2010-04-07",4.1469
"2010-04-08",7.4096
"2010-04-09",4.0463
"2010-04-10",11.3253
"2010-04-11",1.9335
"2010-04-12",5.1574
"2010-04-13",3.7707
"2010-04-14",10.4889
"2010-04-15",1.344
"2010-04-16",13.876
"2010-04-17",10.859
"2010-04-18",7.1816
"2010-04-19",10.6639
"2010-04-20",4.4441
"2010-04-21",11.3847
"2010-04-22",13.7162
"2010-04-23",15.6465
"2010-04-24",11.498
"2010-04-25",10.7574
"2010-04-26",14.4222
"2010-04-27",10.4662
"2010-04-28",4.2662
"2010-04-29",15.4462
"2010-04-30",23.3449
"2010-05-01",3.9539
"2010-05-02",20.4773
"2010-05-03",16.2429
"2010-05-04",10.0078
"2010-05-05",1.2042
"2010-05-06",9.748
"2010-05-07",9.0161
"2010-05-08",9.2468
"2010-05-09",9.4722
"2010-05-10",1.6414
"2010-05-11",5.2055
"2010-05-12",1.1115
"2010-05-13",2.8941
"2010-05-14",4.1094
"2010-05-15",5.5226
"2010-05-16",3.4273
"2010-05-17",16.3212
"2010-05-18",2.1055
"2010-05-19",7.2816
"2010-05-20",12.0821
"2010-05-21",2.4139
"2010-05-22",1.5675
"2010-05-23",0.7076
"2010-05-24",3.193
"2010-05-25",0
"2010-05-26",0
"2010-05-27",0
"2010-05-28",3.8314
"2010-05-29",0
"2010-05-30",2.8736
"2010-05-31",2.7568
"2010-06-01",0
"2010-06-02",0
"2010-06-03",0.5164
"2010-06-04",0
"2010-06-05",7.0606
"2010-06-06",2.7021
"2010-06-07",5.2022
"2010-06-08",16.0622
"2010-06-09",0.0146
"2010-06-10",2.7503
"2010-06-11",16.7739
"2010-06-12",0
"2010-06-13",0
"2010-06-14",0.8281
"2010-06-15",14.4916
"2010-06-16",3.5038
"2010-06-17",7.8291
"2010-06-18",7.9533
"2010-06-19",1.6022
"2010-06-20",5.7275
"2010-06-21",7.9802
"2010-06-22",2.6996
"2010-06-23",6.9347
"2010-06-24",0.258
"2010-06-25",0
"2010-06-26",0
"2010-06-27",6.8496
"2010-06-28",4.0794
"2010-06-29",0
"2010-06-30",0
"2010-07-01",0
"2010-07-02",3.4643
"2010-07-03",0.0362
"2010-07-04",0
"2010-07-05",5.7387
"2010-07-06",21.7809
"2010-07-07",8.1189
"2010-07-08",1.5831
"2010-07-09",1.9473
"2010-07-10",0.1309
"2010-07-11",4.0806
"2010-07-12",2.8061
"2010-07-13",5.501
"2010-07-14",4.2759
"2010-07-15",3.523
"2010-07-16",0.7784
"2010-07-17",5.6369
"2010-07-18",7.1292
"2010-07-19",14.1609
"2010-07-20",3.9199
"2010-07-21",0.028
"2010-07-22",5.8037
"2010-07-23",4.1177
"2010-07-24",0.06
"2010-07-25",0
"2010-07-26",1.7915
"2010-07-27",0.198
"2010-07-28",3.29
"2010-07-29",1.2366
"2010-07-30",0.2814
"2010-07-31",0
"2010-08-01",1.0247
"2010-08-02",3.8787
"2010-08-03",2.0221
"2010-08-04",0.4376
"2010-08-05",0
"2010-08-06",0
"2010-08-07",1.5014
"2010-08-08",1.4256
"2010-08-09",0.0613
"2010-08-10",0.29
"2010-08-11",2.1426
"2010-08-12",5.1635
"2010-08-13",3.6795
"2010-08-14",9.8546
"2010-08-15",10.3569
"2010-08-16",3.3996
"2010-08-17",0
"2010-08-18",0
"2010-08-19",27.6345
"2010-08-20",24.096
"2010-08-21",14.3148
"2010-08-22",0
"2010-08-23",0.2901
"2010-08-24",14.5183
"2010-08-25",0
"2010-08-26",4.4825
"2010-08-27",0.2058
"2010-08-28",0.0155
"2010-08-29",18.0038
"2010-08-30",0.0339
"2010-08-31",0
"2010-09-01",0
"2010-09-02",6.3679
"2010-09-03",7.7591
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0
"2010-09-08",0.7574
"2010-09-09",5.6236
"2010-09-10",13.7532
"2010-09-11",6.2675
"2010-09-12",3.5559
"2010-09-13",4.7556
"2010-09-14",7.2238
"2010-09-15",0.4377
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",4.8662
"2010-09-20",18.9544
"2010-09-21",16.5915
"2010-09-22",15.528
"2010-09-23",7.9145
"2010-09-24",9.0336
"2010-09-25",7.681
"2010-09-26",8.9848
"2010-09-27",10.2107
"2010-09-28",21.6081
"2010-09-29",32.9798
"2010-09-30",12.6494
"2010-10-01",43.1145
"2010-10-02",29.4135
"2010-10-03",6.6713
"2010-10-04",3.0983
"2010-10-05",0
"2010-10-06",0
"2010-10-07",0.84
"2010-10-08",2.68
"2010-10-09",4.4358
"2010-10-10",29.2748
"2010-10-11",0
"2010-10-12",3.4459
"2010-10-13",0
"2010-10-14",0.1129
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0
"2010-10-18",0.5823
"2010-10-19",0.2465
"2010-10-20",4.8265
"2010-10-21",0.2597
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",6.8455
"2010-10-26",4.0375
"2010-10-27",17.1212
"2010-10-28",20.4648
"2010-10-29",11.2193
"2010-10-30",6.7353
"2010-10-31",8.2244
"2010-11-01",14.6587
"2010-11-02",1.5467
"2010-11-03",4.8348
"2010-11-04",17.8673
"2010-11-05",14.4159
"2010-11-06",53.2297
"2010-11-07",11.537
"2010-11-08",1.8344
"2010-11-09",6.2108
"2010-11-10",8.5972
"2010-11-11",9.3119
"2010-11-12",3.5651
"2010-11-13",7.2793
"2010-11-14",0
"2010-11-15",2.0662
"2010-11-16",2.7795
"2010-11-17",13.4718
"2010-11-18",9.5923
"2010-11-19",30.2773
"2010-11-20",36.2657
"2010-11-21",19.8827
"2010-11-22",41.6536
"2010-11-23",25.267
"2010-11-24",27.8557
"2010-11-25",11.162
"2010-11-26",16.1214
"2010-11-27",20.0279
"2010-11-28",13.4078
"2010-11-29",5.7226
"2010-11-30",50.4844
"2010-12-01",37.2969
"2010-12-02",52.7623
"2010-12-03",66.5668
"2010-12-04",6.9091
"2010-12-05",14.1616
"2010-12-06",0
"2010-12-07",15.2806
"2010-12-08",0.0048
"2010-12-09",16.3142
"2010-12-10",0
"2010-12-11",4.1368
"2010-12-12",0
"2010-12-13",0
"2010-12-14",0
"2010-12-15",0
"2010-12-16",0
"2010-12-17",0
"2010-12-18",0
"2010-12-19",0
"2010-12-20",5.0409
"2010-12-21",10.7121
"2010-12-22",33.7389
"2010-12-23",59.4986
"2010-12-24",46.7116
"2010-12-25",46.936
"2010-12-26",5.5786
"2010-12-27",5.683
"2010-12-28",11.2456
"2010-12-29",20.5571
"2010-12-30",22.504
"2010-12-31",9.1087
"2011-01-01",8.1076
"2011-01-02",11.9705
"2011-01-03",25.983
"2011-01-04",34.2865
"2011-01-05",15.3666
"2011-01-06",19.8226
"2011-01-07",25.1663
"2011-01-08",41.189
"2011-01-09",66.6813
"2011-01-10",57.6655
"2011-01-11",44.8278
"2011-01-12",47.8146
"2011-01-13",2.3136
"2011-01-14",1.0998
"2011-01-15",0.1456
"2011-01-16",0
"2011-01-17",0
"2011-01-18",0.0497
"2011-01-19",0
"2011-01-20",0
"2011-01-21",0
"2011-01-22",0
"2011-01-23",0
"2011-01-24",0
"2011-01-25",0.5939
"2011-01-26",54.4697
"2011-01-27",12.0619
"2011-01-28",44.1529
"2011-01-29",7.7955
"2011-01-30",2.5497
"2011-01-31",12.7613
"2011-02-01",77.3589
"2011-02-02",70.6305
"2011-02-03",20.0144
"2011-02-04",24.2929
"2011-02-05",4.2221
"2011-02-06",30.261
"2011-02-07",57.3625
"2011-02-08",7.6375
"2011-02-09",0.2271
"2011-02-10",9.6747
"2011-02-11",0
"2011-02-12",0.0099
"2011-02-13",0
"2011-02-14",0.8299
"2011-02-15",7.6176
"2011-02-16",5.1717
"2011-02-17",0
"2011-02-18",0.0686
"2011-02-19",7.3354
"2011-02-20",5.4526
"2011-02-21",16.2229
"2011-02-22",0.2217
"2011-02-23",0
"2011-02-24",0
"2011-02-25",0.2073
"2011-02-26",8.737
"2011-02-27",8.5677
"2011-02-28",7.8486
"2011-03-01",2.2546
"2011-03-02",2.5601
"2011-03-03",26.1495
"2011-03-04",1.949
"2011-03-05",2.7438
"2011-03-06",0
"2011-03-07",0
"2011-03-08",0
"2011-03-09",0
"2011-03-10",0
"2011-03-11",0
"2011-03-12",3.0596
"2011-03-13",28.3842
"2011-03-14",2.1507
"2011-03-15",1.8015
"2011-03-16",0.6702
"2011-03-17",0
"2011-03-18",0
"2011-03-19",7.692
"2011-03-20",9.7105
"2011-03-21",7.6723
"2011-03-22",10.5248
"2011-03-23",8.8573
"2011-03-24",8.9277
"2011-03-25",5.4301
"2011-03-26",9.1967
"2011-03-27",10.9635
"2011-03-28",7.264
"2011-03-29",4.4367
"2011-03-30",0.7454
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0.5884
"2011-04-05",0
"2011-04-06",0
"2011-04-07",4.032
"2011-04-08",11.5489
"2011-04-09",18.1865
"2011-04-10",4.4753
"2011-04-11",13.8512
"2011-04-12",18.2057
"2011-04-13",9.5788
"2011-04-14",17.5887
"2011-04-15",15.264
"2011-04-16",6.7806
"2011-04-17",21.9576
"2011-04-18",8.357
"2011-04-19",20.3147
"2011-04-20",12.493
"2011-04-21",14.6125
"2011-04-22",18.76
"2011-04-23",20.7186
"2011-04-24",26.4839
"2011-04-25",15.9626
"2011-04-26",31.2268
"2011-04-27",26.3766
"2011-04-28",20.1511
"2011-04-29",0.0188
"2011-04-30",16.1402
"2011-05-01",7.3536
"2011-05-02",4.3123
"2011-05-03",0.2336
"2011-05-04",3.9804
"2011-05-05",0.1351
"2011-05-06",0.1773
"2011-05-07",0
"2011-05-08",0
"2011-05-09",0.89
"2011-05-10",0
"2011-05-11",4.1621
"2011-05-12",1.2235
"2011-05-13",9.0507
"2011-05-14",0.2662
"2011-05-15",8.582
"2011-05-16",0
"2011-05-17",0.0102
"2011-05-18",1.4
"2011-05-19",0
"2011-05-20",1.8688
"2011-05-21",5.7634
"2011-05-22",1.3172
"2011-05-23",17.2971
"2011-05-24",9.6918
"2011-05-25",5.9897
"2011-05-26",12.2357
"2011-05-27",10.1161
"2011-05-28",3.9515
"2011-05-29",0
"2011-05-30",0
"2011-05-31",0
"2011-06-01",0
"2011-06-02",13.4699
"2011-06-03",0
"2011-06-04",0.7588
"2011-06-05",0.068
"2011-06-06",9.8451
"2011-06-07",6.3322
"2011-06-08",0.0649
"2011-06-09",0
"2011-06-10",0
"2011-06-11",0
"2011-06-12",0
"2011-06-13",0
"2011-06-14",0.0697
"2011-06-15",9.6184
"2011-06-16",0
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0
"2011-06-26",0.298
"2011-06-27",0.3654
"2011-06-28",0.9579
"2011-06-29",1.0473
"2011-06-30",0.0001
"2011-07-01",5.6333
"2011-07-02",3.2482
"2011-07-03",0
"2011-07-04",0
"2011-07-05",0.5891
"2011-07-06",1.5975
"2011-07-07",0
"2011-07-08",8.148
"2011-07-09",5.723
"2011-07-10",0.8392
"2011-07-11",6.0381
"2011-07-12",3.6044
"2011-07-13",0
"2011-07-14",0.329
"2011-07-15",0.0558
"2011-07-16",0.3054
"2011-07-17",0.7281
"2011-07-18",0.1227
"2011-07-19",0.6932
"2011-07-20",1.4632
"2011-07-21",0
"2011-07-22",0
"2011-07-23",1.0477
"2011-07-24",0.4353
"2011-07-25",17.4426
"2011-07-26",6.7644
"2011-07-27",0
"2011-07-28",0.0866
"2011-07-29",0.0577
"2011-07-30",2.3231
"2011-07-31",0.0694
"2011-08-01",0.281
"2011-08-02",0
"2011-08-03",0.009
"2011-08-04",0.0025
"2011-08-05",11.8057
"2011-08-06",1.7742
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0.2175
"2011-08-10",8.0031
"2011-08-11",0
"2011-08-12",0.8502
"2011-08-13",3.3296
"2011-08-14",6.7625
"2011-08-15",9.166
"2011-08-16",0.0109
"2011-08-17",23.0761
"2011-08-18",0
"2011-08-19",0
"2011-08-20",0
"2011-08-21",0
"2011-08-22",3.4853
"2011-08-23",8.3267
"2011-08-24",0.9528
"2011-08-25",1.7221
"2011-08-26",0
"2011-08-27",4.001
"2011-08-28",6.5171
"2011-08-29",0
"2011-08-30",10.0101
"2011-08-31",0.4462
"2011-09-01",0.0893
"2011-09-02",0
"2011-09-03",0
"2011-09-04",0
"2011-09-05",11.4695
"2011-09-06",17.5626
"2011-09-07",2.6552
"2011-09-08",9.9223
"2011-09-09",11.0757
"2011-09-10",4.6013
"2011-09-11",3.3844
"2011-09-12",40.2763
"2011-09-13",13.8011
"2011-09-14",12.6431
"2011-09-15",0.4896
"2011-09-16",2.6187
"2011-09-17",5.1444
"2011-09-18",0
"2011-09-19",3.1871
"2011-09-20",0
"2011-09-21",0
"2011-09-22",6.492
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",5.6166
"2011-09-27",2.9354
"2011-09-28",1.6638
"2011-09-29",1.8966
"2011-09-30",6.4511
"2011-10-01",6.1444
"2011-10-02",1.5857
"2011-10-03",1.5845
"2011-10-04",10.2719
"2011-10-05",5.9922
"2011-10-06",3.9023
"2011-10-07",0.0879
"2011-10-08",3.6553
"2011-10-09",2.8955
"2011-10-10",4.2906
"2011-10-11",6.9855
"2011-10-12",11.8457
"2011-10-13",1.0846
"2011-10-14",11.8989
"2011-10-15",8.4872
"2011-10-16",10.6036
"2011-10-17",2.6923
"2011-10-18",10.2197
"2011-10-19",10.0842
"2011-10-20",7.4496
"2011-10-21",15.5781
"2011-10-22",12.0651
"2011-10-23",16.73
"2011-10-24",17.6564
"2011-10-25",20.2261
"2011-10-26",8.8462
"2011-10-27",5.4968
"2011-10-28",32.6084
"2011-10-29",31.2549
"2011-10-30",22.7015
"2011-10-31",2.0841
"2011-11-01",8.5411
"2011-11-02",7.7137
"2011-11-03",2.6133
"2011-11-04",6.2141
"2011-11-05",8.8582
"2011-11-06",8.3437
"2011-11-07",2.7307
"2011-11-08",2.9423
"2011-11-09",0
"2011-11-10",0.5289
"2011-11-11",0.124
"2011-11-12",1.0855
"2011-11-13",0.2056
"2011-11-14",0
"2011-11-15",1.2888
"2011-11-16",0.1195
"2011-11-17",5.8147
"2011-11-18",10.7979
"2011-11-19",7.2642
"2011-11-20",11.4889
"2011-11-21",18.2598
"2011-11-22",16.7669
"2011-11-23",39.9262
"2011-11-24",29.7704
"2011-11-25",33.9432
"2011-11-26",16.4363
"2011-11-27",8.2183
"2011-11-28",3.2178
"2011-11-29",2.4839
"2011-11-30",15.0467
"2011-12-01",5.5743
"2011-12-02",7.2684
"2011-12-03",0.4997
"2011-12-04",0.4774
"2011-12-05",0
"2011-12-06",0
"2011-12-07",0
"2011-12-08",0
"2011-12-09",0.7722
"2011-12-10",3.5753
"2011-12-11",10.1265
"2011-12-12",5.0031
"2011-12-13",17.8211
"2011-12-14",14.1003
"2011-12-15",13.2467
"2011-12-16",10.5039
"2011-12-17",0.0449
"2011-12-18",6.1549
"2011-12-19",21.5815
"2011-12-20",26.6598
"2011-12-21",7.9269
"2011-12-22",16.8096
"2011-12-23",37.472
"2011-12-24",3.9618
"2011-12-25",0
"2011-12-26",0.1329
"2011-12-27",16.4944
"2011-12-28",1.7813
"2011-12-29",0
"2011-12-30",0
"2011-12-31",0
"2012-01-01",0
"2012-01-02",0
"2012-01-03",0
"2012-01-04",1.7651
"2012-01-05",2.2993
"2012-01-06",39.1416
"2012-01-07",9.3463
"2012-01-08",2.0369
"2012-01-09",2.3336
"2012-01-10",0
"2012-01-11",0.1978
"2012-01-12",0
"2012-01-13",0
"2012-01-14",0
"2012-01-15",1.345
"2012-01-16",0
"2012-01-17",0
"2012-01-18",0
"2012-01-19",0
"2012-01-20",0.0238
"2012-01-21",0
"2012-01-22",1.846
"2012-01-23",0.6581
"2012-01-24",0.2284
"2012-01-25",0
"2012-01-26",0
"2012-01-27",0
"2012-01-28",0
"2012-01-29",0
"2012-01-30",0
"2012-01-31",0
"2012-02-01",0
"2012-02-02",0.1995
"2012-02-03",0
"2012-02-04",3.6986
"2012-02-05",14.2038
"2012-02-06",6.3052
"2012-02-07",4.0296
"2012-02-08",11.6071
"2012-02-09",8.2701
"2012-02-10",7.4178
"2012-02-11",0
"2012-02-12",0
"2012-02-13",0
"2012-02-14",45.3618
"2012-02-15",16.692
"2012-02-16",4.0813
"2012-02-17",0
"2012-02-18",0.2047
"2012-02-19",0
"2012-02-20",0
"2012-02-21",0
"2012-02-22",1.1767
"2012-02-23",0
"2012-02-24",2.6428
"2012-02-25",0
"2012-02-26",0
"2012-02-27",4.7558
"2012-02-28",15.485
"2012-02-29",0
"2012-03-01",0.0201
"2012-03-02",0
"2012-03-03",0
"2012-03-04",1.1301
"2012-03-05",0
"2012-03-06",0
"2012-03-07",0
"2012-03-08",0
"2012-03-09",0.0144
"2012-03-10",0
"2012-03-11",3.6285
"2012-03-12",4.3753
"2012-03-13",0
"2012-03-14",1.0428
"2012-03-15",4.5679
"2012-03-16",5.0277
"2012-03-17",0.0943
"2012-03-18",0
"2012-03-19",0
"2012-03-20",0
"2012-03-21",0
"2012-03-22",0
"2012-03-23",0
"2012-03-24",0
"2012-03-25",0
"2012-03-26",0
"2012-03-27",3.2039
"2012-03-28",19.4379
"2012-03-29",25.6938
"2012-03-30",8.7316
"2012-03-31",2.3026
"2012-04-01",4.7249
"2012-04-02",8.0009
"2012-04-03",12.2259
"2012-04-04",10.4247
"2012-04-05",0.6502
"2012-04-06",6.5684
"2012-04-07",7.6811
"2012-04-08",10.907
"2012-04-09",7.9191
"2012-04-10",11.1253
"2012-04-11",11.9661
"2012-04-12",17.2594
"2012-04-13",7.2137
"2012-04-14",23.6367
"2012-04-15",14.1908
"2012-04-16",12.3213
"2012-04-17",11.3376
"2012-04-18",4.1079
"2012-04-19",7.1602
"2012-04-20",0.3049
"2012-04-21",4.4597
"2012-04-22",12.5446
"2012-04-23",11.2046
"2012-04-24",8.5433
"2012-04-25",0.599
"2012-04-26",0.8922
"2012-04-27",1.6168
"2012-04-28",0.7293
"2012-04-29",2.1349
"2012-04-30",5.7329
"2012-05-01",0
"2012-05-02",0
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",5.1029
"2012-05-08",2.123
"2012-05-09",6.6367
"2012-05-10",0
"2012-05-11",2.3264
"2012-05-12",1.9196
"2012-05-13",0
"2012-05-14",1.9588
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",0
"2012-05-19",0
"2012-05-20",0.2368
"2012-05-21",2.9096
"2012-05-22",0
"2012-05-23",0
"2012-05-24",0.0594
"2012-05-25",4.7579
"2012-05-26",5.0389
"2012-05-27",1.3219
"2012-05-28",0.1015
"2012-05-29",0.2117
"2012-05-30",0.6851
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0
"2012-06-03",1.3548
"2012-06-04",0.2777
"2012-06-05",0
"2012-06-06",3.8585
"2012-06-07",0
"2012-06-08",0.0356
"2012-06-09",5.2163
"2012-06-10",0.9871
"2012-06-11",2.2278
"2012-06-12",2.1466
"2012-06-13",0
"2012-06-14",0
"2012-06-15",0.169
"2012-06-16",0
"2012-06-17",5.3914
"2012-06-18",10.1072
"2012-06-19",0.0202
"2012-06-20",0.0228
"2012-06-21",5.3566
"2012-06-22",0
"2012-06-23",0.488
"2012-06-24",4.1141
"2012-06-25",2.0972
"2012-06-26",0
"2012-06-27",2.9733
"2012-06-28",1.0676
"2012-06-29",0.2139
"2012-06-30",5.4099
"2012-07-01",0.6813
"2012-07-02",9.8836
"2012-07-03",0
"2012-07-04",0.1555
"2012-07-05",0
"2012-07-06",2.4072
"2012-07-07",1.3098
"2012-07-08",9.7632
"2012-07-09",0.7086
"2012-07-10",0.8122
"2012-07-11",0
"2012-07-12",2.219
"2012-07-13",13.1857
"2012-07-14",19.7459
"2012-07-15",13.0601
"2012-07-16",3.461
"2012-07-17",0.6027
"2012-07-18",0.0036
"2012-07-19",0
"2012-07-20",0.2047
"2012-07-21",0.0604
"2012-07-22",0
"2012-07-23",2.5636
"2012-07-24",0
"2012-07-25",0
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",0.8813
"2012-08-04",1.1497
"2012-08-05",4.1417
"2012-08-06",0.6743
"2012-08-07",2.3489
"2012-08-08",0
"2012-08-09",1.5649
"2012-08-10",0.009
"2012-08-11",1.5756
"2012-08-12",3.6295
"2012-08-13",4.1908
"2012-08-14",5.9375
"2012-08-15",1.9578
"2012-08-16",0.4197
"2012-08-17",2.3083
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",6.5295
"2012-08-22",0.4652
"2012-08-23",0.6473
"2012-08-24",8.3364
"2012-08-25",5.2418
"2012-08-26",0.0515
"2012-08-27",5.0598
"2012-08-28",3.257
"2012-08-29",2.6715
"2012-08-30",1.0682
"2012-08-31",20.6337
"2012-09-01",6.0662
"2012-09-02",5.2756
"2012-09-03",0
"2012-09-04",4.3117
"2012-09-05",0
"2012-09-06",0.8652
"2012-09-07",8.4803
"2012-09-08",7.9247
"2012-09-09",0
"2012-09-10",5.2913
"2012-09-11",0.4348
"2012-09-12",6.6919
"2012-09-13",0.3819
"2012-09-14",0.1547
"2012-09-15",4.8296
"2012-09-16",6.3572
"2012-09-17",0.2403
"2012-09-18",2.3359
"2012-09-19",4.4544
"2012-09-20",5.1422
"2012-09-21",3.659
"2012-09-22",9.6648
"2012-09-23",9.1406
"2012-09-24",4.5278
"2012-09-25",7.7629
"2012-09-26",1.0206
"2012-09-27",7.9857
"2012-09-28",2.9697
"2012-09-29",0.0534
"2012-09-30",0.0628
"2012-10-01",0
"2012-10-02",0
"2012-10-03",0.1098
"2012-10-04",0.2958
"2012-10-05",0
"2012-10-06",3.9691
"2012-10-07",6.9048
"2012-10-08",8.8885
"2012-10-09",13.7048
"2012-10-10",13.7606
"2012-10-11",9.0236
"2012-10-12",1.5342
"2012-10-13",3.8332
"2012-10-14",11.0898
"2012-10-15",11.1092
"2012-10-16",41.237
"2012-10-17",10.6314
"2012-10-18",19.5018
"2012-10-19",9.3504
"2012-10-20",10.8816
"2012-10-21",9.0875
"2012-10-22",16.6505
"2012-10-23",21.0348
"2012-10-24",4.5099
"2012-10-25",2.9555
"2012-10-26",5.1097
"2012-10-27",11.3596
"2012-10-28",27.725
"2012-10-29",45.3539
"2012-10-30",45.4734
"2012-10-31",32.073
"2012-11-01",25.7911
"2012-11-02",9.4685
"2012-11-03",12.9993
"2012-11-04",6.2613
"2012-11-05",5.4058
"2012-11-06",9.0315
"2012-11-07",10.5856
"2012-11-08",8.2192
"2012-11-09",4.4759
"2012-11-10",9.3117
"2012-11-11",14.8771
"2012-11-12",14.877
"2012-11-13",4.1734
"2012-11-14",4.1094
"2012-11-15",5.2083
"2012-11-16",1.1218
"2012-11-17",1.8297
"2012-11-18",1.9814
"2012-11-19",4.9641
"2012-11-20",1.9721
"2012-11-21",1.2349
"2012-11-22",13.289
"2012-11-23",25.5612
"2012-11-24",7.7317
"2012-11-25",28.8966
"2012-11-26",34.9686
"2012-11-27",34.3555
"2012-11-28",1.7237
"2012-11-29",11.3729
"2012-11-30",1.3805
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",7.4794
"2012-12-05",0
"2012-12-06",29.764
"2012-12-07",1.4996
"2012-12-08",0.9676
"2012-12-09",7.9751
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",31.6661
"2012-12-16",74.8265
"2012-12-17",108.0958
"2012-12-18",60.2907
"2012-12-19",57.7454
"2012-12-20",5.1111
"2012-12-21",22.7773
"2012-12-22",64.7165
"2012-12-23",16.4425
"2012-12-24",2.9332
"2012-12-25",0
"2012-12-26",29.9903
"2012-12-27",8.7474
"2012-12-28",0
"2012-12-29",0.6624
"2012-12-30",0.2513
"2012-12-31",1.2572
"2013-01-01",15.1908
"2013-01-02",8.4294
"2013-01-03",24.6226
"2013-01-04",29.7419
"2013-01-05",22.8562
"2013-01-06",38.4273
"2013-01-07",87.4972
"2013-01-08",2.6444
"2013-01-09",7.0798
"2013-01-10",77.8688
"2013-01-11",24.2967
"2013-01-12",0.5526
"2013-01-13",8.0108
"2013-01-14",0
"2013-01-15",0
"2013-01-16",0
"2013-01-17",0
"2013-01-18",0
"2013-01-19",0
"2013-01-20",1.6425
"2013-01-21",0
"2013-01-22",0
"2013-01-23",15.3515
"2013-01-24",30.2584
"2013-01-25",7.7416
"2013-01-26",0
"2013-01-27",0
"2013-01-28",0
"2013-01-29",0
"2013-01-30",0
"2013-01-31",0
"2013-02-01",0
"2013-02-02",0
"2013-02-03",0
"2013-02-04",13.0266
"2013-02-05",0.1503
"2013-02-06",24.0562
"2013-02-07",26.8116
"2013-02-08",32.2709
"2013-02-09",0.0988
"2013-02-10",0
"2013-02-11",28.4824
"2013-02-12",42.6517
"2013-02-13",40.363
"2013-02-14",13.6263
"2013-02-15",8.2531
"2013-02-16",5.8115
"2013-02-17",12.154
"2013-02-18",10.8513
"2013-02-19",4.2121
"2013-02-20",0
"2013-02-21",0
"2013-02-22",0
"2013-02-23",0
"2013-02-24",0
"2013-02-25",0
"2013-02-26",0
"2013-02-27",0
"2013-02-28",0
"2013-03-01",0
"2013-03-02",0
"2013-03-03",26.3505
"2013-03-04",47.178
"2013-03-05",2.237
"2013-03-06",2.4301
"2013-03-07",9.3916
"2013-03-08",6.4737
"2013-03-09",13.8666
"2013-03-10",0.6449
"2013-03-11",7.985
"2013-03-12",2.5183
"2013-03-13",6.2007
"2013-03-14",12.5081
"2013-03-15",31.97
"2013-03-16",1.0686
"2013-03-17",0
"2013-03-18",7.6715
"2013-03-19",2.8704
"2013-03-20",0
"2013-03-21",4.9944
"2013-03-22",0.708
"2013-03-23",10.7353
"2013-03-24",21.8515
"2013-03-25",18.6177
"2013-03-26",15.2303
"2013-03-27",12.6551
"2013-03-28",5.0617
"2013-03-29",2.3443
"2013-03-30",1.2516
"2013-03-31",1.3514
"2013-04-01",0.1646
"2013-04-02",2.2155
"2013-04-03",0.3513
"2013-04-04",10.131
"2013-04-05",0
"2013-04-06",0.2578
"2013-04-07",1.371
"2013-04-08",0.0147
"2013-04-09",3.7597
"2013-04-10",2.4395
"2013-04-11",5.9989
"2013-04-12",14.3486
"2013-04-13",17.2421
"2013-04-14",13.6411
"2013-04-15",9.8298
"2013-04-16",0
"2013-04-17",0
"2013-04-18",0.0374
"2013-04-19",0.4648
"2013-04-20",0.6784
"2013-04-21",3.3919
"2013-04-22",4.9986
"2013-04-23",1.3163
"2013-04-24",6.3626
"2013-04-25",10.3731
"2013-04-26",4.9629
"2013-04-27",4.8896
