,"(deg C) Mean Temperature (ERA5) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2009-12-13",25.7866
"2009-12-14",25.8737
"2009-12-15",25.1667
"2009-12-16",25.5877
"2009-12-17",25.8018
"2009-12-18",26.5008
"2009-12-19",27.327
"2009-12-20",26.5586
"2009-12-21",25.9579
"2009-12-22",25.7525
"2009-12-23",25.6011
"2009-12-24",26.4631
"2009-12-25",26.4319
"2009-12-26",26.2501
"2009-12-27",25.9132
"2009-12-28",26.1954
"2009-12-29",26.0465
"2009-12-30",26.4584
"2009-12-31",26.6056
"2010-01-01",26.7846
"2010-01-02",26.3726
"2010-01-03",25.9459
"2010-01-04",25.5035
"2010-01-05",25.4991
"2010-01-06",25.9777
"2010-01-07",25.9792
"2010-01-08",25.5562
"2010-01-09",26.435
"2010-01-10",26.5547
"2010-01-11",27.1145
"2010-01-12",26.6244
"2010-01-13",27.0981
"2010-01-14",27.0147
"2010-01-15",26.4689
"2010-01-16",26.6793
"2010-01-17",26.7755
"2010-01-18",26.7909
"2010-01-19",26.2879
"2010-01-20",26.1551
"2010-01-21",25.5976
"2010-01-22",24.8457
"2010-01-23",25.9333
"2010-01-24",25.9104
"2010-01-25",25.7625
"2010-01-26",26.2654
"2010-01-27",26.2425
"2010-01-28",26.5153
"2010-01-29",26.3069
"2010-01-30",26.3321
"2010-01-31",26.3491
"2010-02-01",26.0872
"2010-02-02",26.074
"2010-02-03",25.9215
"2010-02-04",26.143
"2010-02-05",26.3035
"2010-02-06",26.4524
"2010-02-07",25.969
"2010-02-08",25.4514
"2010-02-09",25.9593
"2010-02-10",26.4886
"2010-02-11",26.6675
"2010-02-12",26.5326
"2010-02-13",26.5425
"2010-02-14",26.4738
"2010-02-15",26.7735
"2010-02-16",27.2342
"2010-02-17",27.3406
"2010-02-18",26.7713
"2010-02-19",27
"2010-02-20",27.4963
"2010-02-21",27.522
"2010-02-22",27.4969
"2010-02-23",27.2526
"2010-02-24",27.7363
"2010-02-25",27.8191
"2010-02-26",27.7534
"2010-02-27",27.3551
"2010-02-28",27.2894
"2010-03-01",26.828
"2010-03-02",26.4022
"2010-03-03",26.2358
"2010-03-04",27.0661
"2010-03-05",27.8355
"2010-03-06",28.6088
"2010-03-07",28.7753
"2010-03-08",28.2916
"2010-03-09",28.4861
"2010-03-10",28.6084
"2010-03-11",28.5633
"2010-03-12",28.8131
"2010-03-13",28.9788
"2010-03-14",28.6232
"2010-03-15",28.6169
"2010-03-16",28.3733
"2010-03-17",28.5553
"2010-03-18",28.6879
"2010-03-19",28.71
"2010-03-20",28.9549
"2010-03-21",28.3277
"2010-03-22",28.9394
"2010-03-23",29.1317
"2010-03-24",28.8787
"2010-03-25",29.9949
"2010-03-26",29.5147
"2010-03-27",28.3948
"2010-03-28",29.3136
"2010-03-29",29.039
"2010-03-30",29.0718
"2010-03-31",29.7261
"2010-04-01",30.4916
"2010-04-02",30.3933
"2010-04-03",30.3747
"2010-04-04",30.2441
"2010-04-05",29.4604
"2010-04-06",29.7418
"2010-04-07",29.6003
"2010-04-08",29.8719
"2010-04-09",30.1165
"2010-04-10",30.4819
"2010-04-11",30.6524
"2010-04-12",30.7715
"2010-04-13",30.9954
"2010-04-14",30.2321
"2010-04-15",30.621
"2010-04-16",29.1071
"2010-04-17",28.5757
"2010-04-18",29.0915
"2010-04-19",29.9165
"2010-04-20",30.491
"2010-04-21",30.5091
"2010-04-22",30.3915
"2010-04-23",29.2704
"2010-04-24",29.1685
"2010-04-25",30.0669
"2010-04-26",28.6442
"2010-04-27",29.5007
"2010-04-28",29.3707
"2010-04-29",29.6504
"2010-04-30",28.0993
"2010-05-01",28.5443
"2010-05-02",30.3001
"2010-05-03",29.3371
"2010-05-04",30.1494
"2010-05-05",29.8462
"2010-05-06",30.4796
"2010-05-07",29.9916
"2010-05-08",29.7026
"2010-05-09",29.5742
"2010-05-10",30.3084
"2010-05-11",30.5383
"2010-05-12",30.9661
"2010-05-13",31.0116
"2010-05-14",30.6658
"2010-05-15",31.0607
"2010-05-16",30.6226
"2010-05-17",30.8421
"2010-05-18",29.7057
"2010-05-19",29.4636
"2010-05-20",29.3014
"2010-05-21",29.1639
"2010-05-22",29.8234
"2010-05-23",29.6374
"2010-05-24",29.6646
"2010-05-25",29.8917
"2010-05-26",30.0496
"2010-05-27",29.9501
"2010-05-28",29.6874
"2010-05-29",29.7687
"2010-05-30",29.7775
"2010-05-31",29.8089
"2010-06-01",30.4952
"2010-06-02",30.8701
"2010-06-03",30.7388
"2010-06-04",30.4681
"2010-06-05",30.3232
"2010-06-06",29.5088
"2010-06-07",29.0795
"2010-06-08",29.2058
"2010-06-09",29.2482
"2010-06-10",29.5627
"2010-06-11",29.5048
"2010-06-12",29.3808
"2010-06-13",28.8261
"2010-06-14",29.3163
"2010-06-15",29.6145
"2010-06-16",29.3357
"2010-06-17",29.34
"2010-06-18",29.0466
"2010-06-19",29.5103
"2010-06-20",29.2467
"2010-06-21",29.7422
"2010-06-22",29.5477
"2010-06-23",29.2239
"2010-06-24",29.4332
"2010-06-25",29.9114
"2010-06-26",29.8727
"2010-06-27",30.0412
"2010-06-28",29.4631
"2010-06-29",29.5343
"2010-06-30",29.1626
"2010-07-01",28.9141
"2010-07-02",29.1714
"2010-07-03",29.2883
"2010-07-04",29.355
"2010-07-05",29.1509
"2010-07-06",28.9449
"2010-07-07",29.3665
"2010-07-08",28.5395
"2010-07-09",28.6005
"2010-07-10",28.9834
"2010-07-11",29.43
"2010-07-12",28.9627
"2010-07-13",28.8635
"2010-07-14",28.834
"2010-07-15",29.1448
"2010-07-16",29.3162
"2010-07-17",29.5317
"2010-07-18",29.0522
"2010-07-19",28.768
"2010-07-20",29.1546
"2010-07-21",28.6833
"2010-07-22",29.0803
"2010-07-23",29.3796
"2010-07-24",29.7795
"2010-07-25",29.6609
"2010-07-26",29.4152
"2010-07-27",29.2368
"2010-07-28",29.0896
"2010-07-29",28.9217
"2010-07-30",28.7921
"2010-07-31",29.1818
"2010-08-01",29.7029
"2010-08-02",29.5347
"2010-08-03",29.1194
"2010-08-04",28.8021
"2010-08-05",28.9513
"2010-08-06",29.3799
"2010-08-07",29.3855
"2010-08-08",29.0169
"2010-08-09",29.6468
"2010-08-10",30.0307
"2010-08-11",30.0991
"2010-08-12",29.3249
"2010-08-13",29.6723
"2010-08-14",29.6383
"2010-08-15",28.2308
"2010-08-16",28.1736
"2010-08-17",28.8369
"2010-08-18",28.9274
"2010-08-19",29.2669
"2010-08-20",27.9086
"2010-08-21",25.9324
"2010-08-22",27.5932
"2010-08-23",27.6675
"2010-08-24",28.0524
"2010-08-25",28.4759
"2010-08-26",28.1083
"2010-08-27",28.2687
"2010-08-28",27.9713
"2010-08-29",27.4169
"2010-08-30",27.4542
"2010-08-31",27.7011
"2010-09-01",28.2076
"2010-09-02",28.7009
"2010-09-03",28.3516
"2010-09-04",28.2851
"2010-09-05",28.2197
"2010-09-06",28.3199
"2010-09-07",28.398
"2010-09-08",28.3527
"2010-09-09",28.6239
"2010-09-10",28.045
"2010-09-11",27.4028
"2010-09-12",28.1574
"2010-09-13",28.2837
"2010-09-14",27.74
"2010-09-15",28.2449
"2010-09-16",28.4939
"2010-09-17",28.6766
"2010-09-18",28.476
"2010-09-19",28.5739
"2010-09-20",28.487
"2010-09-21",27.5846
"2010-09-22",28.0153
"2010-09-23",28.2701
"2010-09-24",27.819
"2010-09-25",28.2379
"2010-09-26",27.5117
"2010-09-27",27.644
"2010-09-28",26.7853
"2010-09-29",26.8538
"2010-09-30",27.079
"2010-10-01",27.2028
"2010-10-02",26.9857
"2010-10-03",27.484
"2010-10-04",28.3255
"2010-10-05",28.362
"2010-10-06",28.5259
"2010-10-07",28.4673
"2010-10-08",28.3059
"2010-10-09",28.1405
"2010-10-10",28.3186
"2010-10-11",28.3284
"2010-10-12",28.3724
"2010-10-13",28.1661
"2010-10-14",28.2025
"2010-10-15",28.3689
"2010-10-16",28.5577
"2010-10-17",28.4774
"2010-10-18",28.3963
"2010-10-19",28.6686
"2010-10-20",28.1985
"2010-10-21",27.8892
"2010-10-22",28.2774
"2010-10-23",28.1418
"2010-10-24",28.4495
"2010-10-25",28.5624
"2010-10-26",28.4395
"2010-10-27",27.8025
"2010-10-28",26.5887
"2010-10-29",26.4587
"2010-10-30",26.9015
"2010-10-31",27.0824
"2010-11-01",27.74
"2010-11-02",27.9069
"2010-11-03",27.8896
"2010-11-04",26.8201
"2010-11-05",26.7273
"2010-11-06",26.6518
"2010-11-07",27.3472
"2010-11-08",27.7647
"2010-11-09",27.5007
"2010-11-10",27.1247
"2010-11-11",26.5931
"2010-11-12",27.9022
"2010-11-13",28.1425
"2010-11-14",28.3564
"2010-11-15",27.4163
"2010-11-16",26.6753
"2010-11-17",26.6479
"2010-11-18",26.6819
"2010-11-19",26.6512
"2010-11-20",26.5915
"2010-11-21",26.4534
"2010-11-22",27.159
"2010-11-23",26.421
"2010-11-24",25.892
"2010-11-25",25.6508
"2010-11-26",25.659
"2010-11-27",26.1477
"2010-11-28",25.5624
"2010-11-29",26.8887
"2010-11-30",26.0563
"2010-12-01",25.5576
"2010-12-02",25.7962
"2010-12-03",25.178
"2010-12-04",25.4059
"2010-12-05",24.0702
"2010-12-06",24.1923
"2010-12-07",25.3403
"2010-12-08",25.4644
"2010-12-09",26.5641
"2010-12-10",27.1947
"2010-12-11",27.4766
"2010-12-12",27.2683
"2010-12-13",27.0341
"2010-12-14",26.7962
"2010-12-15",26.2407
"2010-12-16",26.3137
"2010-12-17",26.1676
"2010-12-18",26.3272
"2010-12-19",26.3548
"2010-12-20",25.7626
"2010-12-21",25.9376
"2010-12-22",25.5792
"2010-12-23",25.9727
"2010-12-24",25.3516
"2010-12-25",26.3325
"2010-12-26",26.0122
"2010-12-27",25.512
"2010-12-28",24.6477
"2010-12-29",24.9926
"2010-12-30",25.4117
"2010-12-31",25.2744
"2011-01-01",25.7506
"2011-01-02",26.2172
"2011-01-03",25.9851
"2011-01-04",25.4545
"2011-01-05",24.5307
"2011-01-06",25.5795
"2011-01-07",25.3599
"2011-01-08",25.6259
"2011-01-09",24.9596
"2011-01-10",25.1826
"2011-01-11",25.5907
"2011-01-12",24.9033
"2011-01-13",24.1857
"2011-01-14",24.8788
"2011-01-15",25.2884
"2011-01-16",25.5773
"2011-01-17",25.7463
"2011-01-18",25.266
"2011-01-19",24.8191
"2011-01-20",25.4229
"2011-01-21",25.8743
"2011-01-22",25.8273
"2011-01-23",25.9828
"2011-01-24",25.9451
"2011-01-25",26.2227
"2011-01-26",25.9149
"2011-01-27",25.9107
"2011-01-28",26.0591
"2011-01-29",25.9748
"2011-01-30",25.2154
"2011-01-31",25.6412
"2011-02-01",25.4119
"2011-02-02",24.9178
"2011-02-03",24.6362
"2011-02-04",24.4906
"2011-02-05",25.187
"2011-02-06",25.4009
"2011-02-07",25.063
"2011-02-08",25.6648
"2011-02-09",25.1121
"2011-02-10",25.4901
"2011-02-11",26.1752
"2011-02-12",25.9549
"2011-02-13",25.818
"2011-02-14",26.2338
"2011-02-15",26.5663
"2011-02-16",26.6729
"2011-02-17",26.8761
"2011-02-18",27.0859
"2011-02-19",27.7929
"2011-02-20",27.8089
"2011-02-21",27.0486
"2011-02-22",27.1393
"2011-02-23",27.69
"2011-02-24",26.9757
"2011-02-25",26.4441
"2011-02-26",26.3585
"2011-02-27",26.996
"2011-02-28",26.6595
"2011-03-01",27.0016
"2011-03-02",26.9099
"2011-03-03",27.3898
"2011-03-04",27.2017
"2011-03-05",27.113
"2011-03-06",27.3719
"2011-03-07",26.9615
"2011-03-08",27.4313
"2011-03-09",27.8273
"2011-03-10",27.5555
"2011-03-11",27.3722
"2011-03-12",27.6555
"2011-03-13",27.5172
"2011-03-14",27.5644
"2011-03-15",27.2253
"2011-03-16",27.2879
"2011-03-17",27.2735
"2011-03-18",27.2492
"2011-03-19",27.7213
"2011-03-20",28.0135
"2011-03-21",28.2223
"2011-03-22",28.2516
"2011-03-23",28.53
"2011-03-24",28.7134
"2011-03-25",28.5532
"2011-03-26",28.9576
"2011-03-27",29.0952
"2011-03-28",29.1605
"2011-03-29",29.4055
"2011-03-30",28.8972
"2011-03-31",28.8248
"2011-04-01",29.1797
"2011-04-02",29.4441
"2011-04-03",29.259
"2011-04-04",29.1172
"2011-04-05",29.2515
"2011-04-06",28.9126
"2011-04-07",28.8358
"2011-04-08",28.5496
"2011-04-09",28.9074
"2011-04-10",28.5471
"2011-04-11",28.7153
"2011-04-12",28.1903
"2011-04-13",28.7566
"2011-04-14",28.4378
"2011-04-15",29.3216
"2011-04-16",29.1764
"2011-04-17",28.1053
"2011-04-18",28.0801
"2011-04-19",28.1787
"2011-04-20",27.8054
"2011-04-21",27.3784
"2011-04-22",27.5206
"2011-04-23",26.6433
"2011-04-24",27.8343
"2011-04-25",27.2549
"2011-04-26",27.58
"2011-04-27",28.4215
"2011-04-28",28.5612
"2011-04-29",29.9258
"2011-04-30",29.8339
"2011-05-01",29.6417
"2011-05-02",29.1999
"2011-05-03",29.7496
"2011-05-04",29.5913
"2011-05-05",30.0345
"2011-05-06",30.048
"2011-05-07",30.0271
"2011-05-08",29.6809
"2011-05-09",29.1811
"2011-05-10",29.1976
"2011-05-11",29.1927
"2011-05-12",29.0231
"2011-05-13",28.543
"2011-05-14",28.7656
"2011-05-15",29.349
"2011-05-16",29.6951
"2011-05-17",28.9425
"2011-05-18",29.035
"2011-05-19",29.178
"2011-05-20",29.2159
"2011-05-21",29.3431
"2011-05-22",29.4401
"2011-05-23",29.7394
"2011-05-24",30.0565
"2011-05-25",30.2469
"2011-05-26",30.2907
"2011-05-27",29.9445
"2011-05-28",29.8933
"2011-05-29",29.7932
"2011-05-30",29.5854
"2011-05-31",29.5684
"2011-06-01",28.8497
"2011-06-02",28.9055
"2011-06-03",29.3089
"2011-06-04",29.3597
"2011-06-05",29.5672
"2011-06-06",29.4875
"2011-06-07",29.5015
"2011-06-08",29.6741
"2011-06-09",29.2918
"2011-06-10",29.4875
"2011-06-11",29.2086
"2011-06-12",29.4382
"2011-06-13",29.3597
"2011-06-14",29.1882
"2011-06-15",29.6608
"2011-06-16",29.8458
"2011-06-17",29.8399
"2011-06-18",29.4974
"2011-06-19",29.2489
"2011-06-20",29.4406
"2011-06-21",29.5649
"2011-06-22",29.3629
"2011-06-23",29.5804
"2011-06-24",30.0703
"2011-06-25",29.8188
"2011-06-26",29.8545
"2011-06-27",30.1708
"2011-06-28",29.8252
"2011-06-29",29.8973
"2011-06-30",29.8504
"2011-07-01",29.8325
"2011-07-02",29.7367
"2011-07-03",29.3749
"2011-07-04",29.8193
"2011-07-05",28.0197
"2011-07-06",28.943
"2011-07-07",29.1706
"2011-07-08",29.4286
"2011-07-09",28.941
"2011-07-10",29.2584
"2011-07-11",29.2525
"2011-07-12",28.988
"2011-07-13",28.8151
"2011-07-14",29.1979
"2011-07-15",29.0218
"2011-07-16",28.1905
"2011-07-17",28.9537
"2011-07-18",28.8689
"2011-07-19",29.2131
"2011-07-20",29.2157
"2011-07-21",28.7561
"2011-07-22",28.9058
"2011-07-23",28.6611
"2011-07-24",29.1942
"2011-07-25",28.2123
"2011-07-26",28.8002
"2011-07-27",28.702
"2011-07-28",28.7823
"2011-07-29",28.4364
"2011-07-30",28.466
"2011-07-31",28.6211
"2011-08-01",28.9638
"2011-08-02",28.9625
"2011-08-03",28.3455
"2011-08-04",28.6484
"2011-08-05",28.4589
"2011-08-06",28.66
"2011-08-07",29.0164
"2011-08-08",28.8208
"2011-08-09",28.8822
"2011-08-10",28.8589
"2011-08-11",29.0373
"2011-08-12",29.0847
"2011-08-13",29.2869
"2011-08-14",28.9338
"2011-08-15",28.6909
"2011-08-16",28.3552
"2011-08-17",28.1519
"2011-08-18",28.3632
"2011-08-19",28.9979
"2011-08-20",29.2339
"2011-08-21",28.9463
"2011-08-22",28.4012
"2011-08-23",28.6774
"2011-08-24",28.1255
"2011-08-25",28.2061
"2011-08-26",28.2127
"2011-08-27",28.4737
"2011-08-28",28.5848
"2011-08-29",28.6232
"2011-08-30",28.6633
"2011-08-31",28.5948
"2011-09-01",29.0186
"2011-09-02",28.3726
"2011-09-03",28.6024
"2011-09-04",28.6547
"2011-09-05",28.5895
"2011-09-06",28.477
"2011-09-07",28.8033
"2011-09-08",29.1052
"2011-09-09",29.0616
"2011-09-10",28.2342
"2011-09-11",28.5527
"2011-09-12",27.9664
"2011-09-13",28.6854
"2011-09-14",28.6624
"2011-09-15",28.6573
"2011-09-16",28.6051
"2011-09-17",28.5351
"2011-09-18",28.52
"2011-09-19",28.6237
"2011-09-20",28.3494
"2011-09-21",28.3643
"2011-09-22",29.048
"2011-09-23",28.9627
"2011-09-24",28.7912
"2011-09-25",28.7362
"2011-09-26",28.5263
"2011-09-27",28.788
"2011-09-28",28.9858
"2011-09-29",28.7682
"2011-09-30",28.7204
"2011-10-01",28.9014
"2011-10-02",28.7266
"2011-10-03",29.1705
"2011-10-04",28.764
"2011-10-05",29.1714
"2011-10-06",28.9791
"2011-10-07",28.732
"2011-10-08",28.8632
"2011-10-09",28.9623
"2011-10-10",28.5363
"2011-10-11",27.0271
"2011-10-12",27.5901
"2011-10-13",28.0801
"2011-10-14",28.0091
"2011-10-15",28.0904
"2011-10-16",27.5981
"2011-10-17",27.815
"2011-10-18",27.7785
"2011-10-19",28.1627
"2011-10-20",28.3138
"2011-10-21",28.7122
"2011-10-22",27.3885
"2011-10-23",26.7317
"2011-10-24",26.6096
"2011-10-25",26.377
"2011-10-26",26.435
"2011-10-27",26.6055
"2011-10-28",26.4973
"2011-10-29",26.2703
"2011-10-30",26.3962
"2011-10-31",26.3187
"2011-11-01",26.3786
"2011-11-02",26.6514
"2011-11-03",26.3307
"2011-11-04",27.4076
"2011-11-05",27.3082
"2011-11-06",27.1794
"2011-11-07",27.3349
"2011-11-08",27.6793
"2011-11-09",27.4716
"2011-11-10",27.5004
"2011-11-11",27.3202
"2011-11-12",27.2477
"2011-11-13",27.5441
"2011-11-14",27.5904
"2011-11-15",27.0228
"2011-11-16",25.9027
"2011-11-17",26.8951
"2011-11-18",26.4376
"2011-11-19",26.5728
"2011-11-20",26.4945
"2011-11-21",26.1948
"2011-11-22",26.9893
"2011-11-23",25.6837
"2011-11-24",25.6065
"2011-11-25",25.5001
"2011-11-26",26.2663
"2011-11-27",26.4931
"2011-11-28",26.6602
"2011-11-29",27.0123
"2011-11-30",26.4143
"2011-12-01",27.2479
"2011-12-02",27.3215
"2011-12-03",27.25
"2011-12-04",27.1052
"2011-12-05",27.3923
"2011-12-06",27.3013
"2011-12-07",27.0184
"2011-12-08",26.7989
"2011-12-09",27.2662
"2011-12-10",26.9266
"2011-12-11",26.2834
"2011-12-12",26.0725
"2011-12-13",25.7701
"2011-12-14",26.0065
"2011-12-15",25.7764
"2011-12-16",26.6991
"2011-12-17",26.8189
"2011-12-18",25.9517
"2011-12-19",25.284
"2011-12-20",25.4047
"2011-12-21",25.9993
"2011-12-22",25.8896
"2011-12-23",25.6961
"2011-12-24",25.8617
"2011-12-25",25.8824
"2011-12-26",25.3364
"2011-12-27",24.7702
"2011-12-28",24.9329
"2011-12-29",25.8096
"2011-12-30",25.7183
"2011-12-31",25.9581
"2012-01-01",26.3807
"2012-01-02",26.4654
"2012-01-03",27.0665
"2012-01-04",26.9013
"2012-01-05",26.9709
"2012-01-06",26.9
"2012-01-07",26.2376
"2012-01-08",26.226
"2012-01-09",26.7782
"2012-01-10",26.4948
"2012-01-11",26.3886
"2012-01-12",26.3981
"2012-01-13",26.1495
"2012-01-14",25.5101
"2012-01-15",24.7829
"2012-01-16",24.7669
"2012-01-17",24.7227
"2012-01-18",24.9295
"2012-01-19",25.4172
"2012-01-20",25.522
"2012-01-21",25.5009
"2012-01-22",25.047
"2012-01-23",25.636
"2012-01-24",25.2218
"2012-01-25",25.4555
"2012-01-26",25.9206
"2012-01-27",25.8895
"2012-01-28",25.9613
"2012-01-29",25.5424
"2012-01-30",25.6359
"2012-01-31",25.2715
"2012-02-01",25.8534
"2012-02-02",25.948
"2012-02-03",26.3186
"2012-02-04",26.066
"2012-02-05",26.3856
"2012-02-06",26.1589
"2012-02-07",26.2498
"2012-02-08",26.0366
"2012-02-09",26.4181
"2012-02-10",26.9975
"2012-02-11",26.6741
"2012-02-12",26.7135
"2012-02-13",26.902
"2012-02-14",26.8675
"2012-02-15",27.0836
"2012-02-16",27.2712
"2012-02-17",26.913
"2012-02-18",26.8125
"2012-02-19",26.9086
"2012-02-20",26.5452
"2012-02-21",26.5558
"2012-02-22",26.1092
"2012-02-23",26.3125
"2012-02-24",26.7947
"2012-02-25",26.6687
"2012-02-26",26.8392
"2012-02-27",27.2039
"2012-02-28",27.2599
"2012-02-29",27.9842
"2012-03-01",28.5546
"2012-03-02",28.6321
"2012-03-03",28.5009
"2012-03-04",28.2823
"2012-03-05",28.0407
"2012-03-06",27.5914
"2012-03-07",27.3084
"2012-03-08",28.2822
"2012-03-09",28.1239
"2012-03-10",28.15
"2012-03-11",27.4388
"2012-03-12",26.8492
"2012-03-13",27.7911
"2012-03-14",28.0433
"2012-03-15",27.6577
"2012-03-16",28.3074
"2012-03-17",28.4466
"2012-03-18",28.23
"2012-03-19",28.6419
"2012-03-20",29.0848
"2012-03-21",28.4463
"2012-03-22",28.2678
"2012-03-23",28.2433
"2012-03-24",27.8006
"2012-03-25",27.7484
"2012-03-26",28.0301
"2012-03-27",28.5017
"2012-03-28",28.7394
"2012-03-29",28.7628
"2012-03-30",29.1097
"2012-03-31",29.1066
"2012-04-01",28.7216
"2012-04-02",28.5355
"2012-04-03",28.9275
"2012-04-04",28.986
"2012-04-05",29.8476
"2012-04-06",29.6417
"2012-04-07",29.3868
"2012-04-08",28.7956
"2012-04-09",28.5441
"2012-04-10",28.7167
"2012-04-11",29.1006
"2012-04-12",28.5792
"2012-04-13",29.7411
"2012-04-14",28.7124
"2012-04-15",28.3026
"2012-04-16",28.7139
"2012-04-17",29.527
"2012-04-18",29.7796
"2012-04-19",29.9249
"2012-04-20",29.134
"2012-04-21",29.5178
"2012-04-22",28.1561
"2012-04-23",28.1772
"2012-04-24",27.423
"2012-04-25",28.1854
"2012-04-26",28.0867
"2012-04-27",29.0019
"2012-04-28",29.5615
"2012-04-29",29.3634
"2012-04-30",29.3337
"2012-05-01",29.1207
"2012-05-02",29.1289
"2012-05-03",29.24
"2012-05-04",29.198
"2012-05-05",29.2705
"2012-05-06",29.7486
"2012-05-07",29.6656
"2012-05-08",29.4068
"2012-05-09",29.3689
"2012-05-10",29.1175
"2012-05-11",29.5217
"2012-05-12",29.234
"2012-05-13",29.286
"2012-05-14",29.4906
"2012-05-15",29.3946
"2012-05-16",29.3462
"2012-05-17",29.5406
"2012-05-18",29.8592
"2012-05-19",30.1718
"2012-05-20",30.1291
"2012-05-21",30.1748
"2012-05-22",29.8686
"2012-05-23",30.0846
"2012-05-24",29.9152
"2012-05-25",29.7796
"2012-05-26",29.2033
"2012-05-27",29.3361
"2012-05-28",29.757
"2012-05-29",29.6324
"2012-05-30",29.76
"2012-05-31",29.257
"2012-06-01",29.6413
"2012-06-02",29.8549
"2012-06-03",30.0391
"2012-06-04",29.9807
"2012-06-05",30.1556
"2012-06-06",29.8735
"2012-06-07",29.9691
"2012-06-08",30.0456
"2012-06-09",30.0828
"2012-06-10",29.7
"2012-06-11",29.3442
"2012-06-12",29.3387
"2012-06-13",28.8656
"2012-06-14",28.7733
"2012-06-15",29.3374
"2012-06-16",29.3908
"2012-06-17",28.8063
"2012-06-18",28.6197
"2012-06-19",28.6403
"2012-06-20",28.8642
"2012-06-21",28.9323
"2012-06-22",28.9622
"2012-06-23",28.7296
"2012-06-24",28.9451
"2012-06-25",28.836
"2012-06-26",28.6644
"2012-06-27",28.7128
"2012-06-28",28.7404
"2012-06-29",29.2712
"2012-06-30",29.3079
"2012-07-01",28.9499
"2012-07-02",29.1108
"2012-07-03",29.349
"2012-07-04",29.2411
"2012-07-05",29.2127
"2012-07-06",29.4076
"2012-07-07",29.4434
"2012-07-08",29.5616
"2012-07-09",29.2674
"2012-07-10",28.9286
"2012-07-11",29.5283
"2012-07-12",29.8915
"2012-07-13",29.8734
"2012-07-14",28.7075
"2012-07-15",28.0907
"2012-07-16",28.6554
"2012-07-17",28.7854
"2012-07-18",28.716
"2012-07-19",28.8997
"2012-07-20",29.4289
"2012-07-21",29.3456
"2012-07-22",29.1795
"2012-07-23",29.0594
"2012-07-24",28.9751
"2012-07-25",29.4566
"2012-07-26",29.4175
"2012-07-27",29.2563
"2012-07-28",28.9268
"2012-07-29",28.9652
"2012-07-30",28.9924
"2012-07-31",28.8689
"2012-08-01",28.8942
"2012-08-02",28.8336
"2012-08-03",28.4955
"2012-08-04",28.8614
"2012-08-05",29.1702
"2012-08-06",28.9497
"2012-08-07",28.6841
"2012-08-08",28.4508
"2012-08-09",28.7184
"2012-08-10",28.8339
"2012-08-11",28.801
"2012-08-12",28.656
"2012-08-13",28.9814
"2012-08-14",29.0906
"2012-08-15",28.6891
"2012-08-16",28.3327
"2012-08-17",27.9202
"2012-08-18",28.8784
"2012-08-19",28.8305
"2012-08-20",28.5639
"2012-08-21",28.6504
"2012-08-22",28.5829
"2012-08-23",28.8643
"2012-08-24",28.9001
"2012-08-25",28.9069
"2012-08-26",28.8366
"2012-08-27",28.7156
"2012-08-28",28.6286
"2012-08-29",28.4364
"2012-08-30",28.4605
"2012-08-31",28.5095
"2012-09-01",28.7634
"2012-09-02",29.1761
"2012-09-03",29.3544
"2012-09-04",28.481
"2012-09-05",29.0398
"2012-09-06",28.9589
"2012-09-07",28.8316
"2012-09-08",28.57
"2012-09-09",28.8968
"2012-09-10",29.0887
"2012-09-11",29.3372
"2012-09-12",29.22
"2012-09-13",29.3129
"2012-09-14",29.0644
"2012-09-15",28.8888
"2012-09-16",29.1184
"2012-09-17",29.4182
"2012-09-18",29.1971
"2012-09-19",28.9173
"2012-09-20",29.0137
"2012-09-21",29.2183
"2012-09-22",28.8578
"2012-09-23",29.1995
"2012-09-24",29.3492
"2012-09-25",29.4716
"2012-09-26",29.1859
"2012-09-27",28.3478
"2012-09-28",28.0652
"2012-09-29",28.4769
"2012-09-30",28.5353
"2012-10-01",28.62
"2012-10-02",28.6662
"2012-10-03",28.6967
"2012-10-04",28.6132
"2012-10-05",28.7558
"2012-10-06",28.8421
"2012-10-07",29.2133
"2012-10-08",28.4572
"2012-10-09",27.8397
"2012-10-10",27.8014
"2012-10-11",28.4633
"2012-10-12",27.5955
"2012-10-13",27.1986
"2012-10-14",26.784
"2012-10-15",26.8842
"2012-10-16",26.0489
"2012-10-17",26.3225
"2012-10-18",26.5895
"2012-10-19",26.2758
"2012-10-20",26.523
"2012-10-21",27.0432
"2012-10-22",26.5061
"2012-10-23",26.1716
"2012-10-24",27.038
"2012-10-25",27.7329
"2012-10-26",27.71
"2012-10-27",27.2952
"2012-10-28",26.1725
"2012-10-29",25.5501
"2012-10-30",25.479
"2012-10-31",26.3197
"2012-11-01",26.1174
"2012-11-02",27.717
"2012-11-03",27.8548
"2012-11-04",28.1681
"2012-11-05",28.0543
"2012-11-06",26.9476
"2012-11-07",27.0937
"2012-11-08",26.8353
"2012-11-09",27.3389
"2012-11-10",28.148
"2012-11-11",27.7875
"2012-11-12",27.268
"2012-11-13",26.8191
"2012-11-14",26.9305
"2012-11-15",26.9169
"2012-11-16",26.9632
"2012-11-17",26.8981
"2012-11-18",26.7103
"2012-11-19",27.0738
"2012-11-20",27.2719
"2012-11-21",27.7571
"2012-11-22",28.003
"2012-11-23",27.0673
"2012-11-24",27.212
"2012-11-25",26.2111
"2012-11-26",26.1506
"2012-11-27",26.5963
