,"(deg C) Mean Temperature (ERA5) at Mannar, 2007-01-01 to 2025-12-31"
"2009-12-15",25.3581
"2009-12-16",25.6747
"2009-12-17",25.8312
"2009-12-18",26.2566
"2009-12-19",26.8791
"2009-12-20",26.5612
"2009-12-21",25.9648
"2009-12-22",25.4763
"2009-12-23",25.2773
"2009-12-24",25.8939
"2009-12-25",25.6952
"2009-12-26",25.792
"2009-12-27",25.3502
"2009-12-28",25.8581
"2009-12-29",25.8078
"2009-12-30",25.7766
"2009-12-31",26.1269
"2010-01-01",26.3776
"2010-01-02",26.1067
"2010-01-03",25.5797
"2010-01-04",24.937
"2010-01-05",24.7513
"2010-01-06",25.5579
"2010-01-07",25.8122
"2010-01-08",25.0632
"2010-01-09",26.4167
"2010-01-10",26.5405
"2010-01-11",26.5884
"2010-01-12",26.2813
"2010-01-13",26.6222
"2010-01-14",26.7226
"2010-01-15",25.9964
"2010-01-16",26.1835
"2010-01-17",26.4562
"2010-01-18",26.2621
"2010-01-19",25.9531
"2010-01-20",25.7443
"2010-01-21",25.1902
"2010-01-22",24.4853
"2010-01-23",25.2068
"2010-01-24",25.4927
"2010-01-25",25.5063
"2010-01-26",26.003
"2010-01-27",26.0729
"2010-01-28",26.4158
"2010-01-29",26.3332
"2010-01-30",26.171
"2010-01-31",26.2979
"2010-02-01",26.0789
"2010-02-02",25.8701
"2010-02-03",25.6061
"2010-02-04",25.6751
"2010-02-05",26.0053
"2010-02-06",26.2719
"2010-02-07",25.9533
"2010-02-08",25.4625
"2010-02-09",26.0967
"2010-02-10",26.4055
"2010-02-11",26.5878
"2010-02-12",26.4677
"2010-02-13",26.6688
"2010-02-14",26.2501
"2010-02-15",26.5069
"2010-02-16",26.9337
"2010-02-17",27.2151
"2010-02-18",26.8253
"2010-02-19",26.9322
"2010-02-20",27.0995
"2010-02-21",27.3523
"2010-02-22",27.6204
"2010-02-23",27.1932
"2010-02-24",27.3279
"2010-02-25",27.6331
"2010-02-26",27.522
"2010-02-27",27.4345
"2010-02-28",27.2868
"2010-03-01",26.9304
"2010-03-02",26.6136
"2010-03-03",26.397
"2010-03-04",26.9831
"2010-03-05",27.4261
"2010-03-06",28.4002
"2010-03-07",28.9716
"2010-03-08",28.8176
"2010-03-09",28.5908
"2010-03-10",28.9435
"2010-03-11",29.039
"2010-03-12",29.1526
"2010-03-13",28.9752
"2010-03-14",28.7315
"2010-03-15",28.6869
"2010-03-16",28.4885
"2010-03-17",28.5729
"2010-03-18",28.7705
"2010-03-19",28.9585
"2010-03-20",28.9588
"2010-03-21",28.6625
"2010-03-22",28.7655
"2010-03-23",29.3142
"2010-03-24",28.6066
"2010-03-25",29.2759
"2010-03-26",29.0266
"2010-03-27",28.444
"2010-03-28",29.0588
"2010-03-29",28.7706
"2010-03-30",28.8353
"2010-03-31",29.433
"2010-04-01",30.1166
"2010-04-02",29.91
"2010-04-03",29.9072
"2010-04-04",29.4041
"2010-04-05",28.4071
"2010-04-06",29.2398
"2010-04-07",28.8838
"2010-04-08",29.5393
"2010-04-09",30.1176
"2010-04-10",30.1565
"2010-04-11",30.2838
"2010-04-12",30.2105
"2010-04-13",30.4996
"2010-04-14",29.8893
"2010-04-15",30.362
"2010-04-16",28.8081
"2010-04-17",28.3105
"2010-04-18",29.0109
"2010-04-19",29.6185
"2010-04-20",30.1546
"2010-04-21",29.9713
"2010-04-22",29.8219
"2010-04-23",29.0772
"2010-04-24",28.8605
"2010-04-25",29.6186
"2010-04-26",28.4242
"2010-04-27",28.8421
"2010-04-28",29.0206
"2010-04-29",29.0011
"2010-04-30",27.6354
"2010-05-01",28.358
"2010-05-02",29.7239
"2010-05-03",28.901
"2010-05-04",29.5848
"2010-05-05",29.5713
"2010-05-06",30.0489
"2010-05-07",29.7095
"2010-05-08",29.3042
"2010-05-09",29.0532
"2010-05-10",29.9469
"2010-05-11",30.3511
"2010-05-12",30.3505
"2010-05-13",30.494
"2010-05-14",29.9994
"2010-05-15",30.4109
"2010-05-16",30.2403
"2010-05-17",30.1583
"2010-05-18",29.2914
"2010-05-19",29.4813
"2010-05-20",29.0442
"2010-05-21",28.8102
"2010-05-22",29.4294
"2010-05-23",29.0718
"2010-05-24",29.1876
"2010-05-25",29.4456
"2010-05-26",29.7268
"2010-05-27",29.5103
"2010-05-28",29.3173
"2010-05-29",29.3495
"2010-05-30",29.4276
"2010-05-31",29.5536
"2010-06-01",30.1324
"2010-06-02",30.0811
"2010-06-03",29.9595
"2010-06-04",29.8356
"2010-06-05",29.6186
"2010-06-06",29.3508
"2010-06-07",28.9449
"2010-06-08",29.044
"2010-06-09",29.1839
"2010-06-10",29.2226
"2010-06-11",29.1079
"2010-06-12",28.8476
"2010-06-13",28.2259
"2010-06-14",28.9517
"2010-06-15",29.2622
"2010-06-16",28.9867
"2010-06-17",28.8428
"2010-06-18",28.5935
"2010-06-19",29.0844
"2010-06-20",28.777
"2010-06-21",28.9687
"2010-06-22",29.0025
"2010-06-23",28.6844
"2010-06-24",28.8779
"2010-06-25",29.3069
"2010-06-26",29.1179
"2010-06-27",29.2614
"2010-06-28",28.7734
"2010-06-29",28.8817
"2010-06-30",28.4279
"2010-07-01",28.2637
"2010-07-02",28.3681
"2010-07-03",28.4624
"2010-07-04",28.5776
"2010-07-05",28.5672
"2010-07-06",28.3835
"2010-07-07",28.7271
"2010-07-08",27.9642
"2010-07-09",27.8943
"2010-07-10",28.2351
"2010-07-11",28.5063
"2010-07-12",28.2689
"2010-07-13",28.4036
"2010-07-14",28.3657
"2010-07-15",28.5538
"2010-07-16",28.6188
"2010-07-17",28.7233
"2010-07-18",28.5937
"2010-07-19",28.4079
"2010-07-20",28.4418
"2010-07-21",28.3683
"2010-07-22",28.5187
"2010-07-23",28.7108
"2010-07-24",29.0251
"2010-07-25",28.9133
"2010-07-26",28.8372
"2010-07-27",28.7532
"2010-07-28",28.6291
"2010-07-29",28.3673
"2010-07-30",28.1972
"2010-07-31",28.4808
"2010-08-01",28.9216
"2010-08-02",28.7454
"2010-08-03",28.4608
"2010-08-04",28.2092
"2010-08-05",28.3165
"2010-08-06",28.6558
"2010-08-07",28.7324
"2010-08-08",28.3451
"2010-08-09",28.5534
"2010-08-10",28.9582
"2010-08-11",28.9563
"2010-08-12",28.3699
"2010-08-13",28.5601
"2010-08-14",28.5935
"2010-08-15",27.5692
"2010-08-16",27.2648
"2010-08-17",28.0604
"2010-08-18",28.237
"2010-08-19",28.119
"2010-08-20",27.1374
"2010-08-21",26.0362
"2010-08-22",27.4739
"2010-08-23",27.5676
"2010-08-24",27.9099
"2010-08-25",27.8233
"2010-08-26",27.4593
"2010-08-27",27.5445
"2010-08-28",27.3123
"2010-08-29",26.9441
"2010-08-30",26.8345
"2010-08-31",27.2149
"2010-09-01",27.5837
"2010-09-02",28.0136
"2010-09-03",27.9791
"2010-09-04",27.7853
"2010-09-05",27.6524
"2010-09-06",27.8437
"2010-09-07",27.9597
"2010-09-08",27.8712
"2010-09-09",28.076
"2010-09-10",27.7848
"2010-09-11",27.1168
"2010-09-12",27.6628
"2010-09-13",27.7719
"2010-09-14",27.4526
"2010-09-15",27.8679
"2010-09-16",28.0943
"2010-09-17",28.305
"2010-09-18",28.0055
"2010-09-19",28.0145
"2010-09-20",28.0685
"2010-09-21",27.399
"2010-09-22",27.5901
"2010-09-23",27.526
"2010-09-24",27.267
"2010-09-25",27.9738
"2010-09-26",27.3635
"2010-09-27",26.9347
"2010-09-28",26.5474
"2010-09-29",26.7985
"2010-09-30",26.2069
"2010-10-01",26.5531
"2010-10-02",26.5519
"2010-10-03",27.0744
"2010-10-04",27.7736
"2010-10-05",27.8736
"2010-10-06",27.9545
"2010-10-07",27.8188
"2010-10-08",27.6486
"2010-10-09",27.6858
"2010-10-10",27.8159
"2010-10-11",27.9247
"2010-10-12",27.8997
"2010-10-13",27.6809
"2010-10-14",27.8566
"2010-10-15",28.0283
"2010-10-16",28.0935
"2010-10-17",28.0291
"2010-10-18",27.9413
"2010-10-19",28.0957
"2010-10-20",27.4201
"2010-10-21",27.4167
"2010-10-22",27.6758
"2010-10-23",27.9139
"2010-10-24",28.1223
"2010-10-25",28.1733
"2010-10-26",28.1565
"2010-10-27",27.6116
"2010-10-28",26.1099
"2010-10-29",25.9436
"2010-10-30",26.3716
"2010-10-31",26.8404
"2010-11-01",27.5832
"2010-11-02",27.4925
"2010-11-03",27.4609
"2010-11-04",26.4741
"2010-11-05",26.0099
"2010-11-06",26.086
"2010-11-07",27.3566
"2010-11-08",27.2261
"2010-11-09",27.0331
"2010-11-10",26.378
"2010-11-11",26.2644
"2010-11-12",27.3075
"2010-11-13",27.3978
"2010-11-14",27.8731
"2010-11-15",26.8921
"2010-11-16",26.4403
"2010-11-17",26.2203
"2010-11-18",26.5548
"2010-11-19",26.3466
"2010-11-20",26.046
"2010-11-21",25.6586
"2010-11-22",26.4879
"2010-11-23",25.912
"2010-11-24",25.5356
"2010-11-25",25.5054
"2010-11-26",25.4148
"2010-11-27",25.8258
"2010-11-28",25.7226
"2010-11-29",26.3892
"2010-11-30",25.6367
"2010-12-01",25.3108
"2010-12-02",25.2327
"2010-12-03",25.0018
"2010-12-04",25.0984
"2010-12-05",24.2701
"2010-12-06",24.8951
"2010-12-07",25.471
"2010-12-08",25.6101
"2010-12-09",26.4411
"2010-12-10",26.97
"2010-12-11",27.0449
"2010-12-12",26.5671
"2010-12-13",26.6648
"2010-12-14",26.3113
"2010-12-15",25.9175
"2010-12-16",25.7992
"2010-12-17",25.8089
"2010-12-18",25.8345
"2010-12-19",25.8731
"2010-12-20",25.7627
"2010-12-21",25.5367
"2010-12-22",25.2805
"2010-12-23",25.6594
"2010-12-24",24.8341
"2010-12-25",25.4298
"2010-12-26",25.5485
"2010-12-27",24.994
"2010-12-28",24.5012
"2010-12-29",25.0497
"2010-12-30",25.197
"2010-12-31",24.8268
"2011-01-01",25.1811
"2011-01-02",25.4754
"2011-01-03",25.5901
"2011-01-04",25.0325
"2011-01-05",24.1276
"2011-01-06",25.4156
"2011-01-07",25.1728
"2011-01-08",25.5489
"2011-01-09",25.0215
"2011-01-10",24.9743
"2011-01-11",25.2503
"2011-01-12",24.6347
"2011-01-13",23.785
"2011-01-14",24.4064
"2011-01-15",25.2178
"2011-01-16",25.2548
"2011-01-17",25.5569
"2011-01-18",24.8315
"2011-01-19",24.3368
"2011-01-20",24.6241
"2011-01-21",25.3019
"2011-01-22",25.2465
"2011-01-23",25.343
"2011-01-24",25.4082
"2011-01-25",25.7705
"2011-01-26",25.4016
"2011-01-27",25.5648
"2011-01-28",25.4562
"2011-01-29",25.331
"2011-01-30",25.1338
"2011-01-31",25.1442
"2011-02-01",25.0426
"2011-02-02",24.4703
"2011-02-03",24.2823
"2011-02-04",24.189
"2011-02-05",24.7783
"2011-02-06",25.1821
"2011-02-07",24.8347
"2011-02-08",25.4831
"2011-02-09",25.0318
"2011-02-10",24.9393
"2011-02-11",25.5842
"2011-02-12",25.4189
"2011-02-13",25.3612
"2011-02-14",25.796
"2011-02-15",25.8231
"2011-02-16",25.9918
"2011-02-17",26.0886
"2011-02-18",26.6046
"2011-02-19",27.1289
"2011-02-20",27.2239
"2011-02-21",26.5278
"2011-02-22",26.6003
"2011-02-23",27.1502
"2011-02-24",26.5998
"2011-02-25",26.1289
"2011-02-26",25.8042
"2011-02-27",26.591
"2011-02-28",26.3651
"2011-03-01",26.6349
"2011-03-02",26.7008
"2011-03-03",26.6447
"2011-03-04",26.6032
"2011-03-05",26.6553
"2011-03-06",26.9199
"2011-03-07",26.3651
"2011-03-08",26.6504
"2011-03-09",26.8805
"2011-03-10",26.4195
"2011-03-11",26.413
"2011-03-12",27.2729
"2011-03-13",27.3302
"2011-03-14",27.3293
"2011-03-15",27.5111
"2011-03-16",27.4463
"2011-03-17",27.4019
"2011-03-18",27.3029
"2011-03-19",27.7558
"2011-03-20",27.7256
"2011-03-21",27.7448
"2011-03-22",27.7625
"2011-03-23",28.0492
"2011-03-24",28.0733
"2011-03-25",28.0434
"2011-03-26",27.8875
"2011-03-27",28.5355
"2011-03-28",28.4896
"2011-03-29",28.4633
"2011-03-30",28.5521
"2011-03-31",28.3732
"2011-04-01",28.7468
"2011-04-02",28.9747
"2011-04-03",28.7646
"2011-04-04",28.6505
"2011-04-05",28.5228
"2011-04-06",28.6108
"2011-04-07",28.4555
"2011-04-08",28.0283
"2011-04-09",28.1161
"2011-04-10",27.7554
"2011-04-11",28.1687
"2011-04-12",27.2999
"2011-04-13",27.7505
"2011-04-14",27.6633
"2011-04-15",28.7007
"2011-04-16",28.1546
"2011-04-17",27.5044
"2011-04-18",27.5029
"2011-04-19",27.7433
"2011-04-20",27.583
"2011-04-21",27.3038
"2011-04-22",26.9552
"2011-04-23",26.6691
"2011-04-24",28.0454
"2011-04-25",27.0787
"2011-04-26",27.2736
"2011-04-27",27.7867
"2011-04-28",28.1121
"2011-04-29",29.4295
"2011-04-30",29.1939
"2011-05-01",28.8472
"2011-05-02",28.5773
"2011-05-03",29.1324
"2011-05-04",29.1506
"2011-05-05",29.5152
"2011-05-06",29.565
"2011-05-07",29.5961
"2011-05-08",29.324
"2011-05-09",28.9943
"2011-05-10",29.0305
"2011-05-11",28.9034
"2011-05-12",28.7184
"2011-05-13",28.3075
"2011-05-14",28.762
"2011-05-15",29.1557
"2011-05-16",29.1045
"2011-05-17",28.3662
"2011-05-18",28.7098
"2011-05-19",28.9261
"2011-05-20",29.0215
"2011-05-21",29.0431
"2011-05-22",29.0081
"2011-05-23",29.3019
"2011-05-24",29.3382
"2011-05-25",29.3766
"2011-05-26",29.232
"2011-05-27",29.2585
"2011-05-28",29.2072
"2011-05-29",29.1916
"2011-05-30",28.9561
"2011-05-31",28.8104
"2011-06-01",28.3994
"2011-06-02",28.6046
"2011-06-03",28.6742
"2011-06-04",28.8105
"2011-06-05",28.9916
"2011-06-06",28.83
"2011-06-07",28.8803
"2011-06-08",29.0311
"2011-06-09",28.7243
"2011-06-10",28.8506
"2011-06-11",28.8223
"2011-06-12",28.7725
"2011-06-13",28.9598
"2011-06-14",28.7098
"2011-06-15",29.1429
"2011-06-16",29.288
"2011-06-17",29.3031
"2011-06-18",29.0162
"2011-06-19",28.7802
"2011-06-20",28.83
"2011-06-21",28.9686
"2011-06-22",28.8918
"2011-06-23",29.0022
"2011-06-24",29.3573
"2011-06-25",29.0972
"2011-06-26",29.2327
"2011-06-27",29.3216
"2011-06-28",29.1491
"2011-06-29",29.1208
"2011-06-30",29.1206
"2011-07-01",29.0154
"2011-07-02",29.2939
"2011-07-03",29.0905
"2011-07-04",29.2873
"2011-07-05",27.6965
"2011-07-06",28.5004
"2011-07-07",28.6387
"2011-07-08",28.8089
"2011-07-09",28.4404
"2011-07-10",28.7445
"2011-07-11",28.6462
"2011-07-12",28.3712
"2011-07-13",28.2967
"2011-07-14",28.5659
"2011-07-15",28.3048
"2011-07-16",27.5946
"2011-07-17",28.1543
"2011-07-18",28.1653
"2011-07-19",28.4583
"2011-07-20",28.4656
"2011-07-21",28.2302
"2011-07-22",28.2761
"2011-07-23",28.2053
"2011-07-24",28.5532
"2011-07-25",27.9485
"2011-07-26",28.4063
"2011-07-27",28.4288
"2011-07-28",28.3333
"2011-07-29",28.0236
"2011-07-30",28.2962
"2011-07-31",28.3499
"2011-08-01",28.5428
"2011-08-02",28.5284
"2011-08-03",27.94
"2011-08-04",28.1753
"2011-08-05",27.8749
"2011-08-06",28.1007
"2011-08-07",28.5488
"2011-08-08",28.3463
"2011-08-09",28.3488
"2011-08-10",28.4014
"2011-08-11",28.6603
"2011-08-12",28.2943
"2011-08-13",28.4993
"2011-08-14",28.4449
"2011-08-15",28.1751
"2011-08-16",27.8241
"2011-08-17",27.5168
"2011-08-18",28.0961
"2011-08-19",28.345
"2011-08-20",28.5766
"2011-08-21",28.4201
"2011-08-22",27.8887
"2011-08-23",28.1033
"2011-08-24",27.6333
"2011-08-25",27.9419
"2011-08-26",27.9984
"2011-08-27",28.04
"2011-08-28",28.1689
"2011-08-29",28.1987
"2011-08-30",28.1544
"2011-08-31",28.194
"2011-09-01",28.5895
"2011-09-02",28.0957
"2011-09-03",28.2736
"2011-09-04",28.3715
"2011-09-05",28.2409
"2011-09-06",28.3739
"2011-09-07",28.5509
"2011-09-08",28.6697
"2011-09-09",28.6352
"2011-09-10",27.7628
"2011-09-11",28.1486
"2011-09-12",27.7256
"2011-09-13",28.2114
"2011-09-14",28.2312
"2011-09-15",28.2794
"2011-09-16",28.3292
"2011-09-17",28.2924
"2011-09-18",28.2613
"2011-09-19",28.4022
"2011-09-20",28.2657
"2011-09-21",28.3552
"2011-09-22",28.8669
"2011-09-23",28.9213
"2011-09-24",28.7383
"2011-09-25",28.7216
"2011-09-26",28.4871
"2011-09-27",28.5117
"2011-09-28",28.5487
"2011-09-29",28.3064
"2011-09-30",28.494
"2011-10-01",28.4516
"2011-10-02",28.4821
"2011-10-03",28.8931
"2011-10-04",28.6855
"2011-10-05",28.8036
"2011-10-06",28.7503
"2011-10-07",28.5796
"2011-10-08",28.6592
"2011-10-09",28.6736
"2011-10-10",28.4353
"2011-10-11",27.6028
"2011-10-12",27.4617
"2011-10-13",27.6822
"2011-10-14",27.7245
"2011-10-15",27.9194
"2011-10-16",27.4831
"2011-10-17",27.7387
"2011-10-18",28.0312
"2011-10-19",28.3429
"2011-10-20",27.9204
"2011-10-21",28.0298
"2011-10-22",27.0712
"2011-10-23",26.5706
"2011-10-24",26.5385
"2011-10-25",25.9846
"2011-10-26",26.3026
"2011-10-27",26.4931
"2011-10-28",26.2479
"2011-10-29",25.858
"2011-10-30",26.2183
"2011-10-31",26.0997
"2011-11-01",26.1701
"2011-11-02",26.3891
"2011-11-03",26.0073
"2011-11-04",26.8081
"2011-11-05",26.977
"2011-11-06",26.531
"2011-11-07",26.4127
"2011-11-08",27.0064
"2011-11-09",26.6753
"2011-11-10",26.5402
"2011-11-11",26.7546
"2011-11-12",26.7981
"2011-11-13",27.0237
"2011-11-14",27.0729
"2011-11-15",26.8935
"2011-11-16",25.963
"2011-11-17",26.6502
"2011-11-18",26.2992
"2011-11-19",26.4208
"2011-11-20",25.6887
"2011-11-21",25.7051
"2011-11-22",26.7126
"2011-11-23",25.7804
"2011-11-24",25.459
"2011-11-25",25.6663
"2011-11-26",26.0696
"2011-11-27",26.2541
"2011-11-28",26.8175
"2011-11-29",26.9292
"2011-11-30",26.3622
"2011-12-01",26.5014
"2011-12-02",26.7022
"2011-12-03",26.5825
"2011-12-04",26.307
"2011-12-05",26.8074
"2011-12-06",26.8296
"2011-12-07",26.5433
"2011-12-08",26.1712
"2011-12-09",26.9452
"2011-12-10",26.7227
"2011-12-11",26.118
"2011-12-12",25.8322
"2011-12-13",25.7816
"2011-12-14",25.8633
"2011-12-15",25.7983
"2011-12-16",26.4315
"2011-12-17",26.4532
"2011-12-18",25.7378
"2011-12-19",25.3521
"2011-12-20",25.2953
"2011-12-21",25.7958
"2011-12-22",25.7728
"2011-12-23",25.3152
"2011-12-24",25.8154
"2011-12-25",25.5753
"2011-12-26",24.8243
"2011-12-27",24.4009
"2011-12-28",25.1146
"2011-12-29",25.9688
"2011-12-30",26.0162
"2011-12-31",25.6393
"2012-01-01",25.6987
"2012-01-02",25.8031
"2012-01-03",26.5316
"2012-01-04",26.4745
"2012-01-05",26.4821
"2012-01-06",26.5606
"2012-01-07",25.9111
"2012-01-08",26.0296
"2012-01-09",26.3841
"2012-01-10",26.1516
"2012-01-11",25.9387
"2012-01-12",26.0751
"2012-01-13",25.9877
"2012-01-14",25.4219
"2012-01-15",24.861
"2012-01-16",24.5959
"2012-01-17",24.6151
"2012-01-18",24.7182
"2012-01-19",24.9237
"2012-01-20",25.1173
"2012-01-21",25.3288
"2012-01-22",25.067
"2012-01-23",25.5905
"2012-01-24",25.3715
"2012-01-25",25.2725
"2012-01-26",25.9052
"2012-01-27",25.7484
"2012-01-28",25.7772
"2012-01-29",25.431
"2012-01-30",25.4457
"2012-01-31",25.447
"2012-02-01",25.9719
"2012-02-02",25.8936
"2012-02-03",26.4204
"2012-02-04",26.199
"2012-02-05",26.3094
"2012-02-06",26.2454
"2012-02-07",26.5372
"2012-02-08",25.6604
"2012-02-09",26.3881
"2012-02-10",26.7211
"2012-02-11",26.5894
"2012-02-12",26.6257
"2012-02-13",26.9065
"2012-02-14",26.8972
"2012-02-15",26.921
"2012-02-16",27.3983
"2012-02-17",26.9629
"2012-02-18",26.7185
"2012-02-19",27.0135
"2012-02-20",26.7767
"2012-02-21",26.6662
"2012-02-22",26.2345
"2012-02-23",26.1687
"2012-02-24",26.8758
"2012-02-25",26.9156
"2012-02-26",27.1017
"2012-02-27",27.6114
"2012-02-28",27.3523
"2012-02-29",27.796
"2012-03-01",28.3806
"2012-03-02",28.5355
"2012-03-03",28.0962
"2012-03-04",28.0783
"2012-03-05",28.0116
"2012-03-06",27.4524
"2012-03-07",27.3319
"2012-03-08",28.2528
"2012-03-09",28.5035
"2012-03-10",28.0899
"2012-03-11",27.598
"2012-03-12",26.8268
"2012-03-13",27.8528
"2012-03-14",27.9088
"2012-03-15",27.8581
"2012-03-16",28.0216
"2012-03-17",28.3182
"2012-03-18",28.5117
"2012-03-19",28.7909
"2012-03-20",28.9497
"2012-03-21",28.2944
"2012-03-22",28.3109
"2012-03-23",28.4829
"2012-03-24",28.0987
"2012-03-25",27.8873
"2012-03-26",28.1971
"2012-03-27",28.5395
"2012-03-28",28.1532
"2012-03-29",27.7513
"2012-03-30",28.4125
"2012-03-31",29.0835
"2012-04-01",28.522
"2012-04-02",28.4181
"2012-04-03",28.3996
"2012-04-04",28.3258
"2012-04-05",29.3611
"2012-04-06",29.3284
"2012-04-07",29.2937
"2012-04-08",28.2742
"2012-04-09",27.9498
"2012-04-10",28.2589
"2012-04-11",28.7536
"2012-04-12",28.2972
"2012-04-13",29.3554
"2012-04-14",28.7952
"2012-04-15",27.7753
"2012-04-16",28.3673
"2012-04-17",29.0377
"2012-04-18",29.2281
"2012-04-19",29.2014
"2012-04-20",28.6722
"2012-04-21",29.2366
"2012-04-22",28.1459
"2012-04-23",28.057
"2012-04-24",27.299
"2012-04-25",27.6988
"2012-04-26",28.0053
"2012-04-27",28.671
"2012-04-28",29.1397
"2012-04-29",28.7614
"2012-04-30",28.913
"2012-05-01",28.8619
"2012-05-02",28.9932
"2012-05-03",29.1341
"2012-05-04",29.1501
"2012-05-05",29.2609
"2012-05-06",29.5172
"2012-05-07",29.3076
"2012-05-08",29.2255
"2012-05-09",29.1585
"2012-05-10",28.9917
"2012-05-11",29.0792
"2012-05-12",28.9129
"2012-05-13",29.0109
"2012-05-14",29.2822
"2012-05-15",29.2662
"2012-05-16",29.2751
"2012-05-17",29.3326
"2012-05-18",29.4811
"2012-05-19",29.502
"2012-05-20",29.5668
"2012-05-21",29.6853
"2012-05-22",29.523
"2012-05-23",29.6024
"2012-05-24",29.5203
"2012-05-25",29.3187
"2012-05-26",28.8135
"2012-05-27",28.9611
"2012-05-28",29.4379
"2012-05-29",29.426
"2012-05-30",29.3986
"2012-05-31",29.1254
"2012-06-01",29.2693
"2012-06-02",29.3706
"2012-06-03",29.4383
"2012-06-04",29.5019
"2012-06-05",29.5546
"2012-06-06",29.2476
"2012-06-07",29.3906
"2012-06-08",29.4984
"2012-06-09",29.5073
"2012-06-10",29.2682
"2012-06-11",29.0191
"2012-06-12",28.821
"2012-06-13",28.2202
"2012-06-14",28.2669
"2012-06-15",28.7764
"2012-06-16",28.9055
"2012-06-17",28.4835
"2012-06-18",28.2432
"2012-06-19",28.2322
"2012-06-20",28.2156
"2012-06-21",28.2535
"2012-06-22",28.4003
"2012-06-23",28.2529
"2012-06-24",28.46
"2012-06-25",28.2677
"2012-06-26",28.1504
"2012-06-27",28.0797
"2012-06-28",27.9733
"2012-06-29",28.5018
"2012-06-30",28.6781
"2012-07-01",28.3529
"2012-07-02",28.3374
"2012-07-03",28.6087
"2012-07-04",28.716
"2012-07-05",28.7003
"2012-07-06",28.833
"2012-07-07",28.7641
"2012-07-08",28.8491
"2012-07-09",28.5225
"2012-07-10",28.7703
"2012-07-11",29.2759
"2012-07-12",29.6138
"2012-07-13",29.351
"2012-07-14",28.5976
"2012-07-15",28.1425
"2012-07-16",28.345
"2012-07-17",28.3457
"2012-07-18",28.3998
"2012-07-19",28.4889
"2012-07-20",28.8863
"2012-07-21",28.8556
"2012-07-22",28.7061
"2012-07-23",28.496
"2012-07-24",28.5045
"2012-07-25",28.7998
"2012-07-26",28.7942
"2012-07-27",28.6275
"2012-07-28",28.3097
"2012-07-29",28.3917
"2012-07-30",28.5816
"2012-07-31",28.4428
"2012-08-01",28.3621
"2012-08-02",28.4056
"2012-08-03",28.1888
"2012-08-04",28.5272
"2012-08-05",28.6466
"2012-08-06",28.4763
"2012-08-07",28.2047
"2012-08-08",28.1633
"2012-08-09",28.2551
"2012-08-10",28.2983
"2012-08-11",28.1182
"2012-08-12",28.1883
"2012-08-13",28.3655
"2012-08-14",28.5331
"2012-08-15",28.2427
"2012-08-16",28.0293
"2012-08-17",27.6867
"2012-08-18",28.6112
"2012-08-19",28.5088
"2012-08-20",28.26
"2012-08-21",28.2714
"2012-08-22",28.3216
"2012-08-23",28.396
"2012-08-24",28.3281
"2012-08-25",28.6826
"2012-08-26",28.6396
"2012-08-27",28.525
"2012-08-28",28.5532
"2012-08-29",28.0666
"2012-08-30",27.9594
"2012-08-31",28.1637
"2012-09-01",28.3379
"2012-09-02",28.6506
"2012-09-03",28.7285
"2012-09-04",28.1016
"2012-09-05",28.6441
"2012-09-06",28.3633
"2012-09-07",28.3081
"2012-09-08",28.4084
"2012-09-09",28.5926
"2012-09-10",28.715
"2012-09-11",28.8455
"2012-09-12",28.7866
"2012-09-13",28.7874
"2012-09-14",28.5816
"2012-09-15",28.576
"2012-09-16",28.7196
"2012-09-17",29.0289
"2012-09-18",28.745
"2012-09-19",28.62
"2012-09-20",28.5063
"2012-09-21",28.6581
"2012-09-22",28.0977
"2012-09-23",28.7106
"2012-09-24",28.5105
"2012-09-25",28.8992
"2012-09-26",28.7882
"2012-09-27",28.1988
"2012-09-28",28.0339
"2012-09-29",28.2725
"2012-09-30",28.5227
"2012-10-01",28.5494
"2012-10-02",28.5334
"2012-10-03",28.5086
"2012-10-04",28.4928
"2012-10-05",28.706
"2012-10-06",28.626
"2012-10-07",28.82
"2012-10-08",28.4705
"2012-10-09",27.783
"2012-10-10",27.6116
"2012-10-11",28.175
"2012-10-12",27.2882
"2012-10-13",26.9347
"2012-10-14",26.6425
"2012-10-15",26.5033
"2012-10-16",25.853
"2012-10-17",25.8888
"2012-10-18",26.282
"2012-10-19",25.7723
"2012-10-20",26.2715
"2012-10-21",26.598
"2012-10-22",26.0271
"2012-10-23",25.9618
"2012-10-24",26.8586
"2012-10-25",27.3862
"2012-10-26",27.1519
"2012-10-27",26.5396
"2012-10-28",26.0307
"2012-10-29",25.2264
"2012-10-30",25.7898
"2012-10-31",26.3429
"2012-11-01",26.034
"2012-11-02",27.5154
"2012-11-03",27.6121
"2012-11-04",27.6922
"2012-11-05",27.3208
"2012-11-06",26.5413
"2012-11-07",26.5283
"2012-11-08",26.0897
"2012-11-09",26.5218
"2012-11-10",27.1796
"2012-11-11",27.269
"2012-11-12",27.0211
"2012-11-13",26.6405
"2012-11-14",26.5325
"2012-11-15",26.8657
"2012-11-16",26.6993
"2012-11-17",26.4702
"2012-11-18",26.1166
"2012-11-19",26.2382
"2012-11-20",26.7593
"2012-11-21",27.1255
"2012-11-22",27.289
"2012-11-23",26.7547
"2012-11-24",27.1344
"2012-11-25",25.8166
"2012-11-26",25.67
"2012-11-27",26.2639
"2012-11-28",26.543
"2012-11-29",26.062
