,"(deg C) Mean Temperature (ERA5) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2009-12-14",25.6054
"2009-12-15",24.8689
"2009-12-16",25.4826
"2009-12-17",25.8777
"2009-12-18",26.2216
"2009-12-19",26.9448
"2009-12-20",26.4149
"2009-12-21",25.6737
"2009-12-22",25.2991
"2009-12-23",25.1435
"2009-12-24",25.7777
"2009-12-25",25.6977
"2009-12-26",25.6886
"2009-12-27",25.1349
"2009-12-28",25.7025
"2009-12-29",25.4152
"2009-12-30",25.5233
"2009-12-31",25.9813
"2010-01-01",26.28
"2010-01-02",25.939
"2010-01-03",25.2697
"2010-01-04",24.5726
"2010-01-05",24.4008
"2010-01-06",25.4167
"2010-01-07",25.5461
"2010-01-08",25.1176
"2010-01-09",26.2738
"2010-01-10",26.3369
"2010-01-11",26.7399
"2010-01-12",26.2432
"2010-01-13",26.6554
"2010-01-14",26.5303
"2010-01-15",25.8272
"2010-01-16",26.2219
"2010-01-17",26.4806
"2010-01-18",26.2286
"2010-01-19",25.6626
"2010-01-20",25.5029
"2010-01-21",24.956
"2010-01-22",24.1077
"2010-01-23",25.055
"2010-01-24",25.2276
"2010-01-25",25.3542
"2010-01-26",25.7947
"2010-01-27",25.8981
"2010-01-28",26.2892
"2010-01-29",26.1335
"2010-01-30",25.9315
"2010-01-31",26.1217
"2010-02-01",25.8718
"2010-02-02",25.6325
"2010-02-03",25.3332
"2010-02-04",25.4052
"2010-02-05",25.801
"2010-02-06",26.2965
"2010-02-07",25.6964
"2010-02-08",24.9536
"2010-02-09",25.5775
"2010-02-10",26.3436
"2010-02-11",26.264
"2010-02-12",26.3501
"2010-02-13",26.507
"2010-02-14",26.107
"2010-02-15",26.4029
"2010-02-16",26.9899
"2010-02-17",27.1246
"2010-02-18",26.5519
"2010-02-19",26.9195
"2010-02-20",27.2368
"2010-02-21",27.2247
"2010-02-22",27.2429
"2010-02-23",26.9103
"2010-02-24",27.5114
"2010-02-25",27.5844
"2010-02-26",27.3478
"2010-02-27",26.8907
"2010-02-28",26.9924
"2010-03-01",26.2615
"2010-03-02",25.6228
"2010-03-03",25.6873
"2010-03-04",27.0622
"2010-03-05",27.7006
"2010-03-06",28.6291
"2010-03-07",28.9147
"2010-03-08",28.3848
"2010-03-09",28.343
"2010-03-10",28.5887
"2010-03-11",28.615
"2010-03-12",28.8254
"2010-03-13",28.7971
"2010-03-14",28.3815
"2010-03-15",28.486
"2010-03-16",28.0903
"2010-03-17",28.1901
"2010-03-18",28.3694
"2010-03-19",28.5387
"2010-03-20",28.647
"2010-03-21",28.2226
"2010-03-22",28.8617
"2010-03-23",29.0935
"2010-03-24",28.6008
"2010-03-25",29.6734
"2010-03-26",29.5035
"2010-03-27",27.7196
"2010-03-28",28.8853
"2010-03-29",28.2641
"2010-03-30",28.5639
"2010-03-31",29.6439
"2010-04-01",30.7127
"2010-04-02",30.488
"2010-04-03",30.3313
"2010-04-04",29.909
"2010-04-05",28.8025
"2010-04-06",29.0973
"2010-04-07",29.0147
"2010-04-08",29.4947
"2010-04-09",29.9246
"2010-04-10",30.3821
"2010-04-11",31.1558
"2010-04-12",31.3864
"2010-04-13",31.2659
"2010-04-14",30.4521
"2010-04-15",31.0862
"2010-04-16",29.0951
"2010-04-17",28.1333
"2010-04-18",29.005
"2010-04-19",29.8409
"2010-04-20",30.543
"2010-04-21",30.7786
"2010-04-22",30.5383
"2010-04-23",29.2583
"2010-04-24",28.6024
"2010-04-25",29.9612
"2010-04-26",28.3622
"2010-04-27",29.0167
"2010-04-28",29.0497
"2010-04-29",29.4582
"2010-04-30",27.9922
"2010-05-01",28.0164
"2010-05-02",29.9546
"2010-05-03",28.8798
"2010-05-04",29.7221
"2010-05-05",29.5418
"2010-05-06",30.3378
"2010-05-07",29.6363
"2010-05-08",29.345
"2010-05-09",29.2289
"2010-05-10",30.2632
"2010-05-11",30.5607
"2010-05-12",30.7738
"2010-05-13",31.0614
"2010-05-14",30.4454
"2010-05-15",30.9384
"2010-05-16",30.6746
"2010-05-17",30.6389
"2010-05-18",29.5806
"2010-05-19",29.6796
"2010-05-20",29.1508
"2010-05-21",28.8592
"2010-05-22",30.0771
"2010-05-23",29.8955
"2010-05-24",30.0014
"2010-05-25",30.3776
"2010-05-26",30.7832
"2010-05-27",30.6161
"2010-05-28",30.3278
"2010-05-29",30.4886
"2010-05-30",30.5372
"2010-05-31",30.586
"2010-06-01",31.4208
"2010-06-02",31.5682
"2010-06-03",31.5215
"2010-06-04",31.1315
"2010-06-05",30.9275
"2010-06-06",29.9495
"2010-06-07",28.952
"2010-06-08",29.3959
"2010-06-09",29.6192
"2010-06-10",29.9072
"2010-06-11",29.8506
"2010-06-12",29.8185
"2010-06-13",28.8048
"2010-06-14",29.8885
"2010-06-15",30.4707
"2010-06-16",30.1315
"2010-06-17",29.9386
"2010-06-18",29.6018
"2010-06-19",30.2684
"2010-06-20",29.9038
"2010-06-21",30.3471
"2010-06-22",30.347
"2010-06-23",29.8047
"2010-06-24",30.1712
"2010-06-25",30.7189
"2010-06-26",30.5286
"2010-06-27",30.8294
"2010-06-28",30.0273
"2010-06-29",30.0268
"2010-06-30",29.6746
"2010-07-01",29.3978
"2010-07-02",29.8354
"2010-07-03",30.1382
"2010-07-04",29.9952
"2010-07-05",29.6466
"2010-07-06",29.2523
"2010-07-07",29.7198
"2010-07-08",28.5491
"2010-07-09",28.5692
"2010-07-10",29.232
"2010-07-11",29.6523
"2010-07-12",29.3097
"2010-07-13",29.3534
"2010-07-14",29.1002
"2010-07-15",29.6287
"2010-07-16",29.7466
"2010-07-17",29.9613
"2010-07-18",29.5667
"2010-07-19",29.109
"2010-07-20",29.3334
"2010-07-21",29.2148
"2010-07-22",29.556
"2010-07-23",29.7523
"2010-07-24",30.2796
"2010-07-25",30.0485
"2010-07-26",30.0403
"2010-07-27",29.7209
"2010-07-28",29.6043
"2010-07-29",29.2009
"2010-07-30",28.974
"2010-07-31",29.779
"2010-08-01",30.4739
"2010-08-02",30.0331
"2010-08-03",29.565
"2010-08-04",29.1085
"2010-08-05",29.6453
"2010-08-06",30.1819
"2010-08-07",30.1796
"2010-08-08",29.7637
"2010-08-09",30.1797
"2010-08-10",30.9716
"2010-08-11",30.6975
"2010-08-12",29.964
"2010-08-13",30.1446
"2010-08-14",29.8747
"2010-08-15",28.3745
"2010-08-16",28.0486
"2010-08-17",29.1438
"2010-08-18",29.3292
"2010-08-19",29.3907
"2010-08-20",27.487
"2010-08-21",25.0995
"2010-08-22",27.4263
"2010-08-23",27.4023
"2010-08-24",27.6078
"2010-08-25",28.4094
"2010-08-26",28.0178
"2010-08-27",28.4006
"2010-08-28",28.2151
"2010-08-29",27.5328
"2010-08-30",27.4613
"2010-08-31",28.1395
"2010-09-01",28.6605
"2010-09-02",29.2693
"2010-09-03",28.8614
"2010-09-04",28.7339
"2010-09-05",28.744
"2010-09-06",28.99
"2010-09-07",29.1145
"2010-09-08",29.0674
"2010-09-09",29.3072
"2010-09-10",28.5658
"2010-09-11",27.1476
"2010-09-12",27.9769
"2010-09-13",28.3276
"2010-09-14",27.5959
"2010-09-15",28.714
"2010-09-16",28.923
"2010-09-17",29.272
"2010-09-18",28.8788
"2010-09-19",28.8944
"2010-09-20",28.1991
"2010-09-21",27.1713
"2010-09-22",27.7975
"2010-09-23",27.9609
"2010-09-24",27.5973
"2010-09-25",28.2813
"2010-09-26",27.3701
"2010-09-27",27.4766
"2010-09-28",26.4155
"2010-09-29",26.3768
"2010-09-30",26.4616
"2010-10-01",26.715
"2010-10-02",26.5792
"2010-10-03",26.96
"2010-10-04",28.1324
"2010-10-05",28.1766
"2010-10-06",28.3831
"2010-10-07",28.3946
"2010-10-08",28.2074
"2010-10-09",28.1488
"2010-10-10",28.2083
"2010-10-11",28.2955
"2010-10-12",28.2411
"2010-10-13",28.1107
"2010-10-14",28.2339
"2010-10-15",28.4239
"2010-10-16",28.6357
"2010-10-17",28.543
"2010-10-18",28.3303
"2010-10-19",28.5892
"2010-10-20",28.1672
"2010-10-21",27.9591
"2010-10-22",28.4005
"2010-10-23",28.3496
"2010-10-24",28.7446
"2010-10-25",28.9707
"2010-10-26",28.7057
"2010-10-27",27.783
"2010-10-28",26.1398
"2010-10-29",26.0458
"2010-10-30",26.5286
"2010-10-31",26.7274
"2010-11-01",27.4197
"2010-11-02",27.5134
"2010-11-03",27.8031
"2010-11-04",26.5052
"2010-11-05",26.2679
"2010-11-06",25.8927
"2010-11-07",27.1529
"2010-11-08",27.6429
"2010-11-09",27.0319
"2010-11-10",26.709
"2010-11-11",26.0852
"2010-11-12",27.3039
"2010-11-13",27.4715
"2010-11-14",27.6687
"2010-11-15",26.8739
"2010-11-16",26.2317
"2010-11-17",26.3054
"2010-11-18",26.5018
"2010-11-19",26.2919
"2010-11-20",26.005
"2010-11-21",25.6447
"2010-11-22",26.6476
"2010-11-23",25.792
"2010-11-24",25.2975
"2010-11-25",25.2062
"2010-11-26",25.2501
"2010-11-27",25.9232
"2010-11-28",25.3649
"2010-11-29",26.4966
"2010-11-30",25.4613
"2010-12-01",25.0951
"2010-12-02",25.2274
"2010-12-03",24.698
"2010-12-04",25.0437
"2010-12-05",23.5399
"2010-12-06",23.6175
"2010-12-07",25.1064
"2010-12-08",25.2501
"2010-12-09",26.2049
"2010-12-10",27.0291
"2010-12-11",27.1091
"2010-12-12",26.4878
"2010-12-13",26.4644
"2010-12-14",26.4036
"2010-12-15",25.872
"2010-12-16",25.8577
"2010-12-17",25.9022
"2010-12-18",25.8798
"2010-12-19",25.7843
"2010-12-20",25.5073
"2010-12-21",25.2696
"2010-12-22",25.1202
"2010-12-23",25.4402
"2010-12-24",24.6815
"2010-12-25",25.4374
"2010-12-26",25.2801
"2010-12-27",24.7432
"2010-12-28",24.2964
"2010-12-29",24.7771
"2010-12-30",24.7401
"2010-12-31",24.5437
"2011-01-01",25.2047
"2011-01-02",25.7164
"2011-01-03",25.3175
"2011-01-04",24.9975
"2011-01-05",24.0872
"2011-01-06",25.1186
"2011-01-07",24.9914
"2011-01-08",25.3446
"2011-01-09",24.4751
"2011-01-10",24.7794
"2011-01-11",25.0578
"2011-01-12",24.2328
"2011-01-13",23.3291
"2011-01-14",24.1898
"2011-01-15",25.055
"2011-01-16",25.2652
"2011-01-17",25.492
"2011-01-18",24.7104
"2011-01-19",23.9853
"2011-01-20",24.4312
"2011-01-21",25.2366
"2011-01-22",25.2238
"2011-01-23",25.2978
"2011-01-24",25.4789
"2011-01-25",25.9082
"2011-01-26",25.4461
"2011-01-27",25.5547
"2011-01-28",25.511
"2011-01-29",25.3462
"2011-01-30",24.9463
"2011-01-31",24.9057
"2011-02-01",24.7368
"2011-02-02",23.9629
"2011-02-03",24.0147
"2011-02-04",24.0561
"2011-02-05",24.6313
"2011-02-06",25.0932
"2011-02-07",24.5082
"2011-02-08",25.4602
"2011-02-09",24.7166
"2011-02-10",24.8012
"2011-02-11",25.4709
"2011-02-12",25.2352
"2011-02-13",25.0738
"2011-02-14",25.6281
"2011-02-15",26.0188
"2011-02-16",26.2691
"2011-02-17",26.2682
"2011-02-18",26.6322
"2011-02-19",27.3319
"2011-02-20",27.411
"2011-02-21",26.6208
"2011-02-22",26.6953
"2011-02-23",26.9393
"2011-02-24",26.3551
"2011-02-25",25.6489
"2011-02-26",25.5913
"2011-02-27",26.3213
"2011-02-28",26.266
"2011-03-01",26.5946
"2011-03-02",26.5967
"2011-03-03",26.8255
"2011-03-04",26.5497
"2011-03-05",26.4958
"2011-03-06",26.772
"2011-03-07",26.1539
"2011-03-08",26.5685
"2011-03-09",26.832
"2011-03-10",26.5487
"2011-03-11",26.7723
"2011-03-12",27.3752
"2011-03-13",27.2203
"2011-03-14",27.0823
"2011-03-15",27.0664
"2011-03-16",27.1529
"2011-03-17",26.9478
"2011-03-18",26.9029
"2011-03-19",27.6004
"2011-03-20",27.7823
"2011-03-21",27.7391
"2011-03-22",27.8762
"2011-03-23",28.2016
"2011-03-24",28.3734
"2011-03-25",28.2439
"2011-03-26",28.5426
"2011-03-27",28.7145
"2011-03-28",28.7103
"2011-03-29",28.8832
"2011-03-30",28.3733
"2011-03-31",28.4487
"2011-04-01",28.9987
"2011-04-02",29.5157
"2011-04-03",29.0543
"2011-04-04",29.099
"2011-04-05",29.095
"2011-04-06",28.5576
"2011-04-07",28.447
"2011-04-08",28.2255
"2011-04-09",28.628
"2011-04-10",28.0642
"2011-04-11",28.489
"2011-04-12",27.6063
"2011-04-13",28.2281
"2011-04-14",27.7276
"2011-04-15",28.9576
"2011-04-16",28.6677
"2011-04-17",27.4421
"2011-04-18",27.4203
"2011-04-19",27.6359
"2011-04-20",27.3912
"2011-04-21",27.0262
"2011-04-22",26.968
"2011-04-23",26.072
"2011-04-24",27.5991
"2011-04-25",26.832
"2011-04-26",27.0995
"2011-04-27",27.6695
"2011-04-28",27.7755
"2011-04-29",29.7111
"2011-04-30",29.5057
"2011-05-01",29.3204
"2011-05-02",28.8243
"2011-05-03",29.5223
"2011-05-04",29.5753
"2011-05-05",30.0516
"2011-05-06",30.0869
"2011-05-07",30.0529
"2011-05-08",29.6692
"2011-05-09",29.1543
"2011-05-10",29.2888
"2011-05-11",29.2949
"2011-05-12",29.2314
"2011-05-13",28.7306
"2011-05-14",28.9242
"2011-05-15",29.6232
"2011-05-16",29.9231
"2011-05-17",28.8103
"2011-05-18",29.1446
"2011-05-19",29.4917
"2011-05-20",29.6497
"2011-05-21",29.6201
"2011-05-22",29.7353
"2011-05-23",30.2711
"2011-05-24",30.5156
"2011-05-25",30.5916
"2011-05-26",30.4409
"2011-05-27",30.1789
"2011-05-28",30.1851
"2011-05-29",30.2465
"2011-05-30",29.89
"2011-05-31",29.7959
"2011-06-01",29.0199
"2011-06-02",28.9744
"2011-06-03",29.7917
"2011-06-04",29.93
"2011-06-05",30.2704
"2011-06-06",29.9114
"2011-06-07",29.964
"2011-06-08",30.3012
"2011-06-09",29.8776
"2011-06-10",30.141
"2011-06-11",29.8794
"2011-06-12",29.8386
"2011-06-13",29.9596
"2011-06-14",29.6181
"2011-06-15",30.228
"2011-06-16",30.4489
"2011-06-17",30.5164
"2011-06-18",30.1654
"2011-06-19",29.9653
"2011-06-20",30.206
"2011-06-21",30.4203
"2011-06-22",29.9303
"2011-06-23",30.192
"2011-06-24",30.6313
"2011-06-25",30.2556
"2011-06-26",30.471
"2011-06-27",30.5932
"2011-06-28",30.3573
"2011-06-29",30.2011
"2011-06-30",29.9064
"2011-07-01",29.9611
"2011-07-02",29.8774
"2011-07-03",29.6409
"2011-07-04",30.1479
"2011-07-05",28.0184
"2011-07-06",29.1387
"2011-07-07",29.4829
"2011-07-08",29.729
"2011-07-09",28.8766
"2011-07-10",29.3208
"2011-07-11",29.3693
"2011-07-12",29.0953
"2011-07-13",29.1054
"2011-07-14",29.546
"2011-07-15",29.4008
"2011-07-16",28.2675
"2011-07-17",29.3363
"2011-07-18",29.292
"2011-07-19",29.8634
"2011-07-20",29.7116
"2011-07-21",29.3171
"2011-07-22",29.553
"2011-07-23",29.4174
"2011-07-24",29.8725
"2011-07-25",28.48
"2011-07-26",29.4089
"2011-07-27",29.3543
"2011-07-28",29.3477
"2011-07-29",28.8621
"2011-07-30",29.2842
"2011-07-31",29.4498
"2011-08-01",29.8027
"2011-08-02",29.7251
"2011-08-03",28.9343
"2011-08-04",29.4334
"2011-08-05",29.0969
"2011-08-06",29.2373
"2011-08-07",29.832
"2011-08-08",29.5142
"2011-08-09",29.509
"2011-08-10",29.5104
"2011-08-11",29.8379
"2011-08-12",29.1575
"2011-08-13",29.4288
"2011-08-14",28.8274
"2011-08-15",28.4159
"2011-08-16",28.2846
"2011-08-17",27.5651
"2011-08-18",28.636
"2011-08-19",29.0774
"2011-08-20",29.4001
"2011-08-21",29.1642
"2011-08-22",28.539
"2011-08-23",28.9424
"2011-08-24",28.4029
"2011-08-25",28.6727
"2011-08-26",28.6461
"2011-08-27",28.9787
"2011-08-28",29.1964
"2011-08-29",29.247
"2011-08-30",29.242
"2011-08-31",29.1642
"2011-09-01",29.6264
"2011-09-02",28.9866
"2011-09-03",29.3482
"2011-09-04",29.4758
"2011-09-05",29.2297
"2011-09-06",29.209
"2011-09-07",29.6706
"2011-09-08",29.8421
"2011-09-09",29.739
"2011-09-10",28.4864
"2011-09-11",28.8775
"2011-09-12",28.014
"2011-09-13",28.8946
"2011-09-14",29.0032
"2011-09-15",29.2856
"2011-09-16",29.2807
"2011-09-17",29.2342
"2011-09-18",29.219
"2011-09-19",29.3919
"2011-09-20",29.1583
"2011-09-21",28.9874
"2011-09-22",29.8668
"2011-09-23",29.8318
"2011-09-24",29.623
"2011-09-25",29.663
"2011-09-26",29.4658
"2011-09-27",29.6679
"2011-09-28",29.7213
"2011-09-29",29.3397
"2011-09-30",29.0728
"2011-10-01",29.1647
"2011-10-02",29.2576
"2011-10-03",29.7862
"2011-10-04",29.0156
"2011-10-05",29.2926
"2011-10-06",29.4243
"2011-10-07",28.9671
"2011-10-08",29.4268
"2011-10-09",29.3923
"2011-10-10",28.9096
"2011-10-11",27.0713
"2011-10-12",27.4484
"2011-10-13",27.7449
"2011-10-14",27.6462
"2011-10-15",27.9486
"2011-10-16",27.5975
"2011-10-17",27.8161
"2011-10-18",27.798
"2011-10-19",28.0225
"2011-10-20",27.9698
"2011-10-21",28.308
"2011-10-22",27.1759
"2011-10-23",26.3965
"2011-10-24",26.1851
"2011-10-25",25.8584
"2011-10-26",25.9895
"2011-10-27",26.411
"2011-10-28",25.983
"2011-10-29",25.7536
"2011-10-30",26.0469
"2011-10-31",25.9133
"2011-11-01",26.0707
"2011-11-02",26.3257
"2011-11-03",25.9801
"2011-11-04",27.0301
"2011-11-05",27.1224
"2011-11-06",26.7543
"2011-11-07",26.5089
"2011-11-08",26.699
"2011-11-09",26.3999
"2011-11-10",26.4553
"2011-11-11",26.5291
"2011-11-12",26.6876
"2011-11-13",27.1008
"2011-11-14",27.0804
"2011-11-15",26.7476
"2011-11-16",25.6154
"2011-11-17",26.7831
"2011-11-18",26.1523
"2011-11-19",26.1917
"2011-11-20",25.3804
"2011-11-21",25.5327
"2011-11-22",26.525
"2011-11-23",25.3547
"2011-11-24",25.1507
"2011-11-25",25.0764
"2011-11-26",25.9036
"2011-11-27",26.2561
"2011-11-28",26.1612
"2011-11-29",26.7239
"2011-11-30",26.157
"2011-12-01",26.5121
"2011-12-02",26.5187
"2011-12-03",26.1345
"2011-12-04",25.9579
"2011-12-05",26.5206
"2011-12-06",26.5625
"2011-12-07",26.2158
"2011-12-08",26.0023
"2011-12-09",26.9352
"2011-12-10",26.6763
"2011-12-11",25.9372
"2011-12-12",25.6592
"2011-12-13",25.4251
"2011-12-14",26.1492
"2011-12-15",25.6038
"2011-12-16",26.288
"2011-12-17",26.2573
"2011-12-18",25.4915
"2011-12-19",25.0363
"2011-12-20",24.9163
"2011-12-21",25.6742
"2011-12-22",25.6273
"2011-12-23",25.1065
"2011-12-24",25.666
"2011-12-25",25.5371
"2011-12-26",24.8072
"2011-12-27",23.7239
"2011-12-28",24.1362
"2011-12-29",25.4222
"2011-12-30",25.711
"2011-12-31",25.4214
"2012-01-01",25.8461
"2012-01-02",26.0931
"2012-01-03",26.6324
"2012-01-04",26.5241
"2012-01-05",26.4806
"2012-01-06",26.4909
"2012-01-07",25.6852
"2012-01-08",25.9925
"2012-01-09",26.3554
"2012-01-10",25.8432
"2012-01-11",25.56
"2012-01-12",25.6095
"2012-01-13",25.6261
"2012-01-14",24.9459
"2012-01-15",24.273
"2012-01-16",24.0884
"2012-01-17",23.8965
"2012-01-18",24.1971
"2012-01-19",24.5396
"2012-01-20",24.5187
"2012-01-21",24.803
"2012-01-22",24.4116
"2012-01-23",25.0064
"2012-01-24",24.5726
"2012-01-25",24.7131
"2012-01-26",25.3061
"2012-01-27",25.4517
"2012-01-28",25.4237
"2012-01-29",24.8058
"2012-01-30",24.7432
"2012-01-31",24.7938
"2012-02-01",25.3473
"2012-02-02",25.6529
"2012-02-03",26.192
"2012-02-04",26.0216
"2012-02-05",26.2355
"2012-02-06",25.821
"2012-02-07",25.9755
"2012-02-08",25.4466
"2012-02-09",26.3799
"2012-02-10",26.7427
"2012-02-11",26.0607
"2012-02-12",26.2502
"2012-02-13",26.4761
"2012-02-14",26.5978
"2012-02-15",26.6791
"2012-02-16",26.9134
"2012-02-17",26.3932
"2012-02-18",26.1339
"2012-02-19",26.3964
"2012-02-20",25.8929
"2012-02-21",25.8223
"2012-02-22",25.3025
"2012-02-23",25.5015
"2012-02-24",26.2295
"2012-02-25",26.3071
"2012-02-26",26.5134
"2012-02-27",27.004
"2012-02-28",27.0248
"2012-02-29",27.9308
"2012-03-01",28.4446
"2012-03-02",28.482
"2012-03-03",28.3366
"2012-03-04",28.1285
"2012-03-05",27.7277
"2012-03-06",26.9709
"2012-03-07",26.9167
"2012-03-08",28.3104
"2012-03-09",28.1085
"2012-03-10",27.7735
"2012-03-11",26.881
"2012-03-12",26.3951
"2012-03-13",27.3874
"2012-03-14",27.7565
"2012-03-15",27.4907
"2012-03-16",27.9092
"2012-03-17",28.0171
"2012-03-18",27.7884
"2012-03-19",28.3257
"2012-03-20",28.5716
"2012-03-21",28.2838
"2012-03-22",27.9825
"2012-03-23",27.6566
"2012-03-24",27.1424
"2012-03-25",27.0836
"2012-03-26",27.592
"2012-03-27",28.3034
"2012-03-28",28.1054
"2012-03-29",28.0574
"2012-03-30",28.65
"2012-03-31",28.911
"2012-04-01",28.2636
"2012-04-02",28.0578
"2012-04-03",28.3603
"2012-04-04",28.433
"2012-04-05",29.5397
"2012-04-06",29.3657
"2012-04-07",29.4333
"2012-04-08",28.1933
"2012-04-09",28.1599
"2012-04-10",28.5018
"2012-04-11",28.8969
"2012-04-12",28.5922
"2012-04-13",29.7057
"2012-04-14",28.3949
"2012-04-15",27.8102
"2012-04-16",28.353
"2012-04-17",29.5226
"2012-04-18",29.9659
"2012-04-19",30.1621
"2012-04-20",28.6907
"2012-04-21",29.4633
"2012-04-22",27.9126
"2012-04-23",27.396
"2012-04-24",26.9928
"2012-04-25",27.9914
"2012-04-26",27.9801
"2012-04-27",28.9627
"2012-04-28",29.6709
"2012-04-29",29.3004
"2012-04-30",29.4545
"2012-05-01",29.1766
"2012-05-02",29.2491
"2012-05-03",29.3688
"2012-05-04",29.5247
"2012-05-05",29.6376
"2012-05-06",30.2569
"2012-05-07",30.0243
"2012-05-08",29.6367
"2012-05-09",29.6368
"2012-05-10",29.3969
"2012-05-11",29.6263
"2012-05-12",29.5728
"2012-05-13",29.7075
"2012-05-14",29.9347
"2012-05-15",29.8119
"2012-05-16",29.9063
"2012-05-17",30.1009
"2012-05-18",30.6775
"2012-05-19",30.9262
"2012-05-20",30.8709
"2012-05-21",30.7648
"2012-05-22",30.5871
"2012-05-23",30.6319
"2012-05-24",30.516
"2012-05-25",30.2949
"2012-05-26",29.6613
"2012-05-27",29.9123
"2012-05-28",30.4819
"2012-05-29",30.3582
"2012-05-30",30.3141
"2012-05-31",29.8849
"2012-06-01",30.4803
"2012-06-02",30.77
"2012-06-03",30.6879
"2012-06-04",30.6857
"2012-06-05",30.7516
"2012-06-06",30.3086
"2012-06-07",30.5055
"2012-06-08",30.7151
"2012-06-09",30.581
"2012-06-10",30.3499
"2012-06-11",30.0736
"2012-06-12",29.9492
"2012-06-13",29.2363
"2012-06-14",29.3503
"2012-06-15",30.0895
"2012-06-16",30.1572
"2012-06-17",29.358
"2012-06-18",29.1384
"2012-06-19",29.2484
"2012-06-20",29.4564
"2012-06-21",29.4775
"2012-06-22",29.7624
"2012-06-23",29.458
"2012-06-24",29.7512
"2012-06-25",29.5321
"2012-06-26",29.2992
"2012-06-27",29.2712
"2012-06-28",29.2387
"2012-06-29",29.9106
"2012-06-30",30.0368
"2012-07-01",29.4622
"2012-07-02",29.4462
"2012-07-03",30.0225
"2012-07-04",30.0561
"2012-07-05",30.0418
"2012-07-06",30.1209
"2012-07-07",30.0993
"2012-07-08",30.1539
"2012-07-09",29.4052
"2012-07-10",29.3551
"2012-07-11",30.1442
"2012-07-12",30.4848
"2012-07-13",30.0673
"2012-07-14",28.4552
"2012-07-15",27.8788
"2012-07-16",28.4079
"2012-07-17",28.9519
"2012-07-18",29.0747
"2012-07-19",29.3402
"2012-07-20",29.9332
"2012-07-21",29.883
"2012-07-22",29.7915
"2012-07-23",29.5951
"2012-07-24",29.6207
"2012-07-25",29.8754
"2012-07-26",30.0316
"2012-07-27",30.0185
"2012-07-28",29.6993
"2012-07-29",29.762
"2012-07-30",29.8638
"2012-07-31",29.554
"2012-08-01",29.6742
"2012-08-02",29.6372
"2012-08-03",29.2108
"2012-08-04",29.6505
"2012-08-05",30.0524
"2012-08-06",29.767
"2012-08-07",29.5155
"2012-08-08",29.376
"2012-08-09",29.3186
"2012-08-10",29.2854
"2012-08-11",29.4177
"2012-08-12",29.5132
"2012-08-13",29.8852
"2012-08-14",29.9258
"2012-08-15",29.3495
"2012-08-16",28.726
"2012-08-17",27.9204
"2012-08-18",29.4779
"2012-08-19",29.5502
"2012-08-20",29.2071
"2012-08-21",29.5027
"2012-08-22",29.5358
"2012-08-23",29.7857
"2012-08-24",29.5512
"2012-08-25",29.6971
"2012-08-26",29.6839
"2012-08-27",29.5259
"2012-08-28",29.5477
"2012-08-29",28.9769
"2012-08-30",28.978
"2012-08-31",29.352
"2012-09-01",29.6521
"2012-09-02",30.0494
"2012-09-03",30.0603
"2012-09-04",29.216
"2012-09-05",30.0947
"2012-09-06",29.8044
"2012-09-07",29.3984
"2012-09-08",28.7284
"2012-09-09",29.5383
"2012-09-10",29.8344
"2012-09-11",30.1725
"2012-09-12",30.1086
"2012-09-13",30.1496
"2012-09-14",29.8617
"2012-09-15",29.8239
"2012-09-16",29.9256
"2012-09-17",30.1359
"2012-09-18",29.5629
"2012-09-19",29.4663
"2012-09-20",29.4263
"2012-09-21",29.8799
"2012-09-22",29.1652
"2012-09-23",29.5298
"2012-09-24",29.726
"2012-09-25",30.2492
"2012-09-26",29.9484
"2012-09-27",28.6928
"2012-09-28",28.1146
"2012-09-29",28.7133
"2012-09-30",28.9971
"2012-10-01",29.1844
"2012-10-02",29.404
"2012-10-03",29.4076
"2012-10-04",29.365
"2012-10-05",29.6004
"2012-10-06",29.6
"2012-10-07",29.8311
"2012-10-08",28.8895
"2012-10-09",27.8442
"2012-10-10",27.2991
"2012-10-11",27.9574
"2012-10-12",27.2573
"2012-10-13",26.8546
"2012-10-14",26.253
"2012-10-15",26.5293
"2012-10-16",25.5279
"2012-10-17",25.8991
"2012-10-18",26.2122
"2012-10-19",25.7942
"2012-10-20",26.2927
"2012-10-21",26.7584
"2012-10-22",25.9423
"2012-10-23",25.7311
"2012-10-24",26.673
"2012-10-25",27.25
"2012-10-26",27.3156
"2012-10-27",26.7362
"2012-10-28",25.7167
"2012-10-29",24.9345
"2012-10-30",24.9807
"2012-10-31",26.1181
"2012-11-01",25.5794
"2012-11-02",27.489
"2012-11-03",27.5823
"2012-11-04",27.7935
"2012-11-05",27.5077
"2012-11-06",26.5224
"2012-11-07",26.7449
"2012-11-08",26.4381
"2012-11-09",26.7435
"2012-11-10",27.2324
"2012-11-11",27.0025
"2012-11-12",26.7848
"2012-11-13",26.4098
"2012-11-14",26.3133
"2012-11-15",26.4648
"2012-11-16",26.4329
"2012-11-17",26.0496
"2012-11-18",25.9566
"2012-11-19",26.1809
"2012-11-20",26.3589
"2012-11-21",26.7196
"2012-11-22",27.3909
"2012-11-23",26.7554
"2012-11-24",26.9918
"2012-11-25",25.5573
"2012-11-26",25.2322
"2012-11-27",25.8603
"2012-11-28",26.3273
"2012-11-29",25.556
"2012-11-30",25.094
