,"(deg C) Mean Temperature (ERA5) at Galle, 2007-01-01 to 2025-12-31"
"2009-12-14",25.9398
"2009-12-15",25.7724
"2009-12-16",25.6421
"2009-12-17",26.2516
"2009-12-18",26.503
"2009-12-19",26.3651
"2009-12-20",26.656
"2009-12-21",26.0891
"2009-12-22",25.7852
"2009-12-23",25.357
"2009-12-24",25.5388
"2009-12-25",25.0509
"2009-12-26",25.5637
"2009-12-27",25.2433
"2009-12-28",25.3299
"2009-12-29",25.344
"2009-12-30",25.3348
"2009-12-31",25.7468
"2010-01-01",26.2397
"2010-01-02",26.0316
"2010-01-03",25.6341
"2010-01-04",25.1291
"2010-01-05",24.5821
"2010-01-06",25.0838
"2010-01-07",25.5805
"2010-01-08",25.9511
"2010-01-09",26.3359
"2010-01-10",26.5878
"2010-01-11",26.0876
"2010-01-12",25.8349
"2010-01-13",25.9225
"2010-01-14",25.7137
"2010-01-15",26.0103
"2010-01-16",25.8076
"2010-01-17",25.6976
"2010-01-18",25.5328
"2010-01-19",25.336
"2010-01-20",26.0088
"2010-01-21",25.9542
"2010-01-22",25.7287
"2010-01-23",25.4496
"2010-01-24",25.6032
"2010-01-25",25.9134
"2010-01-26",26.0044
"2010-01-27",25.852
"2010-01-28",26.3925
"2010-01-29",26.5009
"2010-01-30",25.4469
"2010-01-31",25.9271
"2010-02-01",25.5902
"2010-02-02",25.8791
"2010-02-03",26.3679
"2010-02-04",26.558
"2010-02-05",26.6544
"2010-02-06",26.5243
"2010-02-07",26.2897
"2010-02-08",26.1936
"2010-02-09",26.2478
"2010-02-10",26.6121
"2010-02-11",26.0883
"2010-02-12",26.5057
"2010-02-13",26.3087
"2010-02-14",26.5123
"2010-02-15",26.539
"2010-02-16",26.1682
"2010-02-17",26.7723
"2010-02-18",26.9357
"2010-02-19",26.9159
"2010-02-20",27.0482
"2010-02-21",27.3659
"2010-02-22",27.1066
"2010-02-23",26.5204
"2010-02-24",26.3211
"2010-02-25",26.6528
"2010-02-26",27.1409
"2010-02-27",26.7502
"2010-02-28",26.7642
"2010-03-01",26.9721
"2010-03-02",26.8671
"2010-03-03",27.0383
"2010-03-04",26.8462
"2010-03-05",26.4321
"2010-03-06",26.6774
"2010-03-07",27.995
"2010-03-08",27.6628
"2010-03-09",28.016
"2010-03-10",27.8922
"2010-03-11",28.3001
"2010-03-12",27.4291
"2010-03-13",27.6831
"2010-03-14",27.5243
"2010-03-15",27.5236
"2010-03-16",27.2226
"2010-03-17",27.3537
"2010-03-18",26.3682
"2010-03-19",27.3458
"2010-03-20",27.9361
"2010-03-21",27.4665
"2010-03-22",27.4989
"2010-03-23",27.3039
"2010-03-24",26.7228
"2010-03-25",28.1637
"2010-03-26",27.559
"2010-03-27",26.6329
"2010-03-28",27.7552
"2010-03-29",27.6643
"2010-03-30",27.2502
"2010-03-31",27.0461
"2010-04-01",27.7784
"2010-04-02",28.3118
"2010-04-03",27.8876
"2010-04-04",26.6599
"2010-04-05",26.4801
"2010-04-06",26.7816
"2010-04-07",26.8653
"2010-04-08",27.5825
"2010-04-09",27.2296
"2010-04-10",27.0894
"2010-04-11",27.7874
"2010-04-12",27.7685
"2010-04-13",27.9783
"2010-04-14",26.1139
"2010-04-15",27.9682
"2010-04-16",27.2776
"2010-04-17",26.8054
"2010-04-18",27.3556
"2010-04-19",27.264
"2010-04-20",28.1135
"2010-04-21",27.2586
"2010-04-22",27.3657
"2010-04-23",26.7953
"2010-04-24",26.2244
"2010-04-25",27.2483
"2010-04-26",27.061
"2010-04-27",27.1651
"2010-04-28",27.4059
"2010-04-29",27.4573
"2010-04-30",27.2012
"2010-05-01",27.8028
"2010-05-02",28.0152
"2010-05-03",27.6573
"2010-05-04",27.7368
"2010-05-05",27.8611
"2010-05-06",28.0883
"2010-05-07",27.5128
"2010-05-08",26.9989
"2010-05-09",26.7496
"2010-05-10",28.2505
"2010-05-11",28.1885
"2010-05-12",27.8207
"2010-05-13",27.9059
"2010-05-14",26.7835
"2010-05-15",27.3485
"2010-05-16",26.997
"2010-05-17",26.1352
"2010-05-18",26.35
"2010-05-19",26.6584
"2010-05-20",26.06
"2010-05-21",26.1048
"2010-05-22",26.78
"2010-05-23",26.805
"2010-05-24",26.8101
"2010-05-25",26.8831
"2010-05-26",27.4988
"2010-05-27",27.8624
"2010-05-28",27.1814
"2010-05-29",27.4473
"2010-05-30",27.2132
"2010-05-31",27.3499
"2010-06-01",27.6906
"2010-06-02",27.7178
"2010-06-03",27.6413
"2010-06-04",27.4858
"2010-06-05",26.577
"2010-06-06",26.3138
"2010-06-07",26.3693
"2010-06-08",26.5523
"2010-06-09",26.4106
"2010-06-10",26.2795
"2010-06-11",26.0443
"2010-06-12",26.5335
"2010-06-13",26.0467
"2010-06-14",26.3853
"2010-06-15",26.8749
"2010-06-16",26.8551
"2010-06-17",26.5577
"2010-06-18",26.0908
"2010-06-19",26.6352
"2010-06-20",26.6167
"2010-06-21",26.8281
"2010-06-22",26.9214
"2010-06-23",26.3933
"2010-06-24",26.6712
"2010-06-25",27.1771
"2010-06-26",26.9824
"2010-06-27",26.7533
"2010-06-28",25.8644
"2010-06-29",26.5663
"2010-06-30",26.6071
"2010-07-01",25.5824
"2010-07-02",26.2647
"2010-07-03",26.1574
"2010-07-04",26.2418
"2010-07-05",25.8393
"2010-07-06",26.4824
"2010-07-07",26.6944
"2010-07-08",26.2784
"2010-07-09",26.3502
"2010-07-10",26.1707
"2010-07-11",26.4889
"2010-07-12",25.8223
"2010-07-13",25.7789
"2010-07-14",25.7546
"2010-07-15",25.695
"2010-07-16",25.8147
"2010-07-17",25.9867
"2010-07-18",25.9135
"2010-07-19",25.8112
"2010-07-20",25.9084
"2010-07-21",26.4783
"2010-07-22",26.546
"2010-07-23",26.3259
"2010-07-24",26.4523
"2010-07-25",26.6398
"2010-07-26",26.675
"2010-07-27",26.2678
"2010-07-28",26.2898
"2010-07-29",26.3329
"2010-07-30",26.0145
"2010-07-31",26.2687
"2010-08-01",26.6255
"2010-08-02",26.6304
"2010-08-03",25.7028
"2010-08-04",26.4607
"2010-08-05",26.5749
"2010-08-06",26.364
"2010-08-07",26.655
"2010-08-08",26.5588
"2010-08-09",26.3502
"2010-08-10",27.0665
"2010-08-11",26.8465
"2010-08-12",25.648
"2010-08-13",25.9418
"2010-08-14",26.4536
"2010-08-15",25.7237
"2010-08-16",25.7031
"2010-08-17",26.2529
"2010-08-18",26.2119
"2010-08-19",25.8489
"2010-08-20",25.5896
"2010-08-21",25.0756
"2010-08-22",25.9604
"2010-08-23",26.338
"2010-08-24",26.1311
"2010-08-25",26.1431
"2010-08-26",25.6644
"2010-08-27",26.2683
"2010-08-28",25.8793
"2010-08-29",24.8586
"2010-08-30",25.2109
"2010-08-31",26.0101
"2010-09-01",26.1373
"2010-09-02",26.0611
"2010-09-03",26.326
"2010-09-04",26.2695
"2010-09-05",26.4391
"2010-09-06",26.1483
"2010-09-07",26.2852
"2010-09-08",26.2434
"2010-09-09",26.3915
"2010-09-10",25.674
"2010-09-11",26.3157
"2010-09-12",26.4221
"2010-09-13",26.0435
"2010-09-14",26.1005
"2010-09-15",26.0064
"2010-09-16",26.2242
"2010-09-17",26.699
"2010-09-18",25.5099
"2010-09-19",25.4235
"2010-09-20",26.1436
"2010-09-21",25.2902
"2010-09-22",25.6432
"2010-09-23",25.3015
"2010-09-24",24.7597
"2010-09-25",25.8694
"2010-09-26",26.0359
"2010-09-27",25.893
"2010-09-28",24.992
"2010-09-29",24.1555
"2010-09-30",25.2162
"2010-10-01",25.376
"2010-10-02",24.9972
"2010-10-03",25.2917
"2010-10-04",26.936
"2010-10-05",26.7679
"2010-10-06",26.8093
"2010-10-07",26.2913
"2010-10-08",26.2101
"2010-10-09",26.2914
"2010-10-10",26.7602
"2010-10-11",26.5375
"2010-10-12",26.496
"2010-10-13",26.71
"2010-10-14",26.6664
"2010-10-15",26.8056
"2010-10-16",26.3911
"2010-10-17",25.8996
"2010-10-18",26.0295
"2010-10-19",26.318
"2010-10-20",26.0672
"2010-10-21",26.1968
"2010-10-22",26.4646
"2010-10-23",26.4871
"2010-10-24",26.2833
"2010-10-25",26.1467
"2010-10-26",26.1794
"2010-10-27",26.0372
"2010-10-28",24.7921
"2010-10-29",25.356
"2010-10-30",26.1984
"2010-10-31",25.6188
"2010-11-01",26.0046
"2010-11-02",26.3004
"2010-11-03",26.8613
"2010-11-04",25.4015
"2010-11-05",25.022
"2010-11-06",25.564
"2010-11-07",26.1444
"2010-11-08",26.8225
"2010-11-09",25.894
"2010-11-10",25.2923
"2010-11-11",24.9
"2010-11-12",26.3159
"2010-11-13",26.0267
"2010-11-14",25.7706
"2010-11-15",25.6949
"2010-11-16",25.3669
"2010-11-17",25.1154
"2010-11-18",25.8924
"2010-11-19",25.6335
"2010-11-20",24.9656
"2010-11-21",24.6685
"2010-11-22",25.0894
"2010-11-23",24.7754
"2010-11-24",25.355
"2010-11-25",25.2081
"2010-11-26",25.0409
"2010-11-27",25.5697
"2010-11-28",25.2653
"2010-11-29",25.4805
"2010-11-30",25.1521
"2010-12-01",24.9423
"2010-12-02",24.9293
"2010-12-03",24.6304
"2010-12-04",24.771
"2010-12-05",24.905
"2010-12-06",24.9508
"2010-12-07",24.4051
"2010-12-08",24.9947
"2010-12-09",24.0164
"2010-12-10",25.2244
"2010-12-11",25.7098
"2010-12-12",26.0768
"2010-12-13",25.22
"2010-12-14",25.5349
"2010-12-15",25.9019
"2010-12-16",25.3563
"2010-12-17",25.4831
"2010-12-18",25.6567
"2010-12-19",25.7752
"2010-12-20",25.4535
"2010-12-21",25.2519
"2010-12-22",24.4158
"2010-12-23",23.8859
"2010-12-24",23.0401
"2010-12-25",24.5523
"2010-12-26",25.0367
"2010-12-27",25.0075
"2010-12-28",25.1284
"2010-12-29",25.1807
"2010-12-30",24.796
"2010-12-31",24.9553
"2011-01-01",25.059
"2011-01-02",25.078
"2011-01-03",25.3304
"2011-01-04",24.9535
"2011-01-05",25.0956
"2011-01-06",25.294
"2011-01-07",24.7963
"2011-01-08",25.0745
"2011-01-09",23.7571
"2011-01-10",24.4875
"2011-01-11",24.2212
"2011-01-12",22.9383
"2011-01-13",21.733
"2011-01-14",24.1941
"2011-01-15",24.9358
"2011-01-16",25.4082
"2011-01-17",25.8185
"2011-01-18",25.3274
"2011-01-19",25.0332
"2011-01-20",25.0659
"2011-01-21",24.8703
"2011-01-22",25.0251
"2011-01-23",24.9951
"2011-01-24",25.4627
"2011-01-25",25.4621
"2011-01-26",25.1142
"2011-01-27",24.8964
"2011-01-28",25.1647
"2011-01-29",25.3237
"2011-01-30",25.3211
"2011-01-31",24.7592
"2011-02-01",24.355
"2011-02-02",24.2203
"2011-02-03",24.3533
"2011-02-04",24.2273
"2011-02-05",25.3617
"2011-02-06",25.1482
"2011-02-07",24.6233
"2011-02-08",25.361
"2011-02-09",25.6526
"2011-02-10",25.1889
"2011-02-11",25.7873
"2011-02-12",26.0165
"2011-02-13",26.1615
"2011-02-14",26.3125
"2011-02-15",26.0559
"2011-02-16",26.2483
"2011-02-17",26.6807
"2011-02-18",26.4449
"2011-02-19",26.18
"2011-02-20",26.3566
"2011-02-21",25.5284
"2011-02-22",25.9048
"2011-02-23",26.2458
"2011-02-24",26.0657
"2011-02-25",25.5616
"2011-02-26",25.623
"2011-02-27",25.6963
"2011-02-28",25.8065
"2011-03-01",25.6332
"2011-03-02",26.0379
"2011-03-03",25.7339
"2011-03-04",25.8096
"2011-03-05",25.636
"2011-03-06",26.4787
"2011-03-07",26.0326
"2011-03-08",25.8811
"2011-03-09",26.4476
"2011-03-10",26.3178
"2011-03-11",26.0374
"2011-03-12",26.4396
"2011-03-13",26.3083
"2011-03-14",26.4027
"2011-03-15",26.6389
"2011-03-16",26.3842
"2011-03-17",26.5973
"2011-03-18",26.7821
"2011-03-19",27.0142
"2011-03-20",26.3104
"2011-03-21",26.5058
"2011-03-22",26.4757
"2011-03-23",26.4264
"2011-03-24",26.0862
"2011-03-25",26.5733
"2011-03-26",26.4658
"2011-03-27",26.7162
"2011-03-28",26.3642
"2011-03-29",26.3372
"2011-03-30",26.1391
"2011-03-31",26.5877
"2011-04-01",26.9291
"2011-04-02",27.0518
"2011-04-03",26.9214
"2011-04-04",26.5301
"2011-04-05",26.0121
"2011-04-06",26.3579
"2011-04-07",26.4884
"2011-04-08",26.7399
"2011-04-09",26.3814
"2011-04-10",26.9794
"2011-04-11",26.1825
"2011-04-12",25.2838
"2011-04-13",26.0314
"2011-04-14",25.9476
"2011-04-15",26.5174
"2011-04-16",26.3648
"2011-04-17",26.149
"2011-04-18",25.8924
"2011-04-19",25.9976
"2011-04-20",26.1908
"2011-04-21",26.3803
"2011-04-22",26.1677
"2011-04-23",25.4337
"2011-04-24",26.7009
"2011-04-25",25.7061
"2011-04-26",26.4674
"2011-04-27",26.4632
"2011-04-28",25.719
"2011-04-29",27.4053
"2011-04-30",26.9063
"2011-05-01",26.6115
"2011-05-02",26.8798
"2011-05-03",27.5081
"2011-05-04",27.4557
"2011-05-05",27.3116
"2011-05-06",27.4275
"2011-05-07",27.4456
"2011-05-08",27.4759
"2011-05-09",26.5124
"2011-05-10",26.5833
"2011-05-11",27.1684
"2011-05-12",26.9189
"2011-05-13",27.288
"2011-05-14",27.0931
"2011-05-15",26.9655
"2011-05-16",27.3463
"2011-05-17",26.7274
"2011-05-18",26.7706
"2011-05-19",27.1396
"2011-05-20",27.1453
"2011-05-21",27.132
"2011-05-22",27.2534
"2011-05-23",27.1145
"2011-05-24",27.0144
"2011-05-25",26.7898
"2011-05-26",26.6132
"2011-05-27",26.3721
"2011-05-28",26.3872
"2011-05-29",26.8435
"2011-05-30",26.5388
"2011-05-31",26.4517
"2011-06-01",26.3796
"2011-06-02",27.0636
"2011-06-03",27.0843
"2011-06-04",26.4615
"2011-06-05",27.093
"2011-06-06",25.9262
"2011-06-07",26.625
"2011-06-08",26.7898
"2011-06-09",26.3007
"2011-06-10",26.9157
"2011-06-11",27.0881
"2011-06-12",27.0712
"2011-06-13",26.2705
"2011-06-14",25.9114
"2011-06-15",26.2765
"2011-06-16",26.699
"2011-06-17",27.2649
"2011-06-18",27.4553
"2011-06-19",27.1858
"2011-06-20",26.8067
"2011-06-21",27.1377
"2011-06-22",27.0457
"2011-06-23",26.8841
"2011-06-24",27.0768
"2011-06-25",26.7009
"2011-06-26",26.8929
"2011-06-27",26.5443
"2011-06-28",26.8509
"2011-06-29",26.754
"2011-06-30",26.7078
"2011-07-01",26.2731
"2011-07-02",26.5895
"2011-07-03",26.6091
"2011-07-04",26.7187
"2011-07-05",25.7922
"2011-07-06",26.221
"2011-07-07",26.7791
"2011-07-08",26.2023
"2011-07-09",26.4652
"2011-07-10",26.6336
"2011-07-11",26.1
"2011-07-12",25.8968
"2011-07-13",25.8318
"2011-07-14",26.0273
"2011-07-15",26.494
"2011-07-16",25.2075
"2011-07-17",25.3305
"2011-07-18",25.7763
"2011-07-19",26.3267
"2011-07-20",26.0983
"2011-07-21",26.2421
"2011-07-22",26.1462
"2011-07-23",25.8577
"2011-07-24",25.9362
"2011-07-25",25.7039
"2011-07-26",25.5376
"2011-07-27",25.8528
"2011-07-28",26.0644
"2011-07-29",26.0958
"2011-07-30",26.0873
"2011-07-31",26.5845
"2011-08-01",26.8449
"2011-08-02",26.6515
"2011-08-03",25.9612
"2011-08-04",26.2398
"2011-08-05",25.7169
"2011-08-06",25.7711
"2011-08-07",26.6145
"2011-08-08",26.2987
"2011-08-09",26.27
"2011-08-10",26.0708
"2011-08-11",26.5512
"2011-08-12",26.4832
"2011-08-13",26.3245
"2011-08-14",26.7558
"2011-08-15",25.6924
"2011-08-16",25.6773
"2011-08-17",25.9131
"2011-08-18",26.3541
"2011-08-19",26.2702
"2011-08-20",26.4391
"2011-08-21",26.3719
"2011-08-22",25.2606
"2011-08-23",25.6371
"2011-08-24",25.1977
"2011-08-25",25.873
"2011-08-26",27.0476
"2011-08-27",27.0988
"2011-08-28",26.869
"2011-08-29",26.9457
"2011-08-30",25.8358
"2011-08-31",26.0131
"2011-09-01",26.3256
"2011-09-02",26.2105
"2011-09-03",26.2544
"2011-09-04",26.8766
"2011-09-05",26.2596
"2011-09-06",26.4421
"2011-09-07",26.3211
"2011-09-08",26.8263
"2011-09-09",26.0132
"2011-09-10",25.3433
"2011-09-11",25.7318
"2011-09-12",24.941
"2011-09-13",25.402
"2011-09-14",25.7588
"2011-09-15",25.7621
"2011-09-16",26.487
"2011-09-17",26.4589
"2011-09-18",26.5502
"2011-09-19",26.5352
"2011-09-20",26.6188
"2011-09-21",26.1236
"2011-09-22",26.6739
"2011-09-23",26.9959
"2011-09-24",26.7331
"2011-09-25",26.8597
"2011-09-26",26.7252
"2011-09-27",26.7686
"2011-09-28",26.7387
"2011-09-29",26.8192
"2011-09-30",26.758
"2011-10-01",26.714
"2011-10-02",26.716
"2011-10-03",26.9271
"2011-10-04",26.4601
"2011-10-05",26.9018
"2011-10-06",26.8116
"2011-10-07",27.1285
"2011-10-08",27.1807
"2011-10-09",26.9636
"2011-10-10",26.8131
"2011-10-11",26.4786
"2011-10-12",25.7261
"2011-10-13",26.7774
"2011-10-14",26.6969
"2011-10-15",26.7165
"2011-10-16",26.7565
"2011-10-17",26.6702
"2011-10-18",26.6784
"2011-10-19",26.3628
"2011-10-20",25.9653
"2011-10-21",25.9785
"2011-10-22",25.7629
"2011-10-23",25.5758
"2011-10-24",25.3992
"2011-10-25",25.4128
"2011-10-26",25.6442
"2011-10-27",25.4119
"2011-10-28",25.7957
"2011-10-29",25.3784
"2011-10-30",25.2908
"2011-10-31",25.7684
"2011-11-01",25.0602
"2011-11-02",25.8264
"2011-11-03",25.1262
"2011-11-04",26.5472
"2011-11-05",26.3581
"2011-11-06",25.937
"2011-11-07",25.4899
"2011-11-08",25.6632
"2011-11-09",26.0143
"2011-11-10",26.1559
"2011-11-11",26.3333
"2011-11-12",26.5805
"2011-11-13",26.3399
"2011-11-14",26.2811
"2011-11-15",26.4636
"2011-11-16",26.3823
"2011-11-17",26.5643
"2011-11-18",26.1528
"2011-11-19",26.3325
"2011-11-20",25.9111
"2011-11-21",25.1698
"2011-11-22",26.0756
"2011-11-23",25.9125
"2011-11-24",25.5173
"2011-11-25",25.0686
"2011-11-26",25.5685
"2011-11-27",25.0678
"2011-11-28",25.8956
"2011-11-29",26.4441
"2011-11-30",25.4481
"2011-12-01",26.0619
"2011-12-02",26.1143
"2011-12-03",26.2972
"2011-12-04",26.2498
"2011-12-05",26.2807
"2011-12-06",26.4393
"2011-12-07",26.1986
"2011-12-08",25.8703
"2011-12-09",26.2328
"2011-12-10",26.1302
"2011-12-11",25.7443
"2011-12-12",25.3758
"2011-12-13",25.7185
"2011-12-14",25.2445
"2011-12-15",24.76
"2011-12-16",25.4268
"2011-12-17",26.2877
"2011-12-18",25.7218
"2011-12-19",25.2325
"2011-12-20",24.5975
"2011-12-21",25.0525
"2011-12-22",24.8495
"2011-12-23",24.5532
"2011-12-24",25.806
"2011-12-25",25.6792
"2011-12-26",25.1399
"2011-12-27",23.8769
"2011-12-28",24.4306
"2011-12-29",25.6221
"2011-12-30",25.5794
"2011-12-31",25.2421
"2012-01-01",24.4427
"2012-01-02",24.7599
"2012-01-03",25.9098
"2012-01-04",26.2609
"2012-01-05",25.5864
"2012-01-06",24.9148
"2012-01-07",25.7067
"2012-01-08",25.9943
"2012-01-09",25.6503
"2012-01-10",25.999
"2012-01-11",25.5953
"2012-01-12",25.5135
"2012-01-13",25.7548
"2012-01-14",25.4622
"2012-01-15",25.0012
"2012-01-16",24.9906
"2012-01-17",25.0832
"2012-01-18",25.2109
"2012-01-19",25.4259
"2012-01-20",25.7649
"2012-01-21",25.3382
"2012-01-22",25.3258
"2012-01-23",25.474
"2012-01-24",25.3281
"2012-01-25",25.7335
"2012-01-26",26.1177
"2012-01-27",25.8221
"2012-01-28",25.7999
"2012-01-29",25.5961
"2012-01-30",25.5841
"2012-01-31",25.5682
"2012-02-01",25.8696
"2012-02-02",26.2661
"2012-02-03",26.6113
"2012-02-04",26.1752
"2012-02-05",25.431
"2012-02-06",25.3124
"2012-02-07",25.3888
"2012-02-08",26.3567
"2012-02-09",26.1515
"2012-02-10",25.709
"2012-02-11",26.2449
"2012-02-12",26.4851
"2012-02-13",26.5027
"2012-02-14",25.0319
"2012-02-15",25.2657
"2012-02-16",25.4538
"2012-02-17",25.9514
"2012-02-18",26.3156
"2012-02-19",26.3068
"2012-02-20",26.1072
"2012-02-21",26.205
"2012-02-22",25.6233
"2012-02-23",25.8184
"2012-02-24",26.2201
"2012-02-25",26.7322
"2012-02-26",26.5796
"2012-02-27",25.8579
"2012-02-28",25.4501
"2012-02-29",26.6035
"2012-03-01",26.9267
"2012-03-02",27.073
"2012-03-03",27.0499
"2012-03-04",26.4681
"2012-03-05",26.5154
"2012-03-06",27.0432
"2012-03-07",26.6461
"2012-03-08",26.8287
"2012-03-09",26.8236
"2012-03-10",26.2564
"2012-03-11",25.7656
"2012-03-12",26.1738
"2012-03-13",26.3667
"2012-03-14",26.8084
"2012-03-15",26.039
"2012-03-16",26.1362
"2012-03-17",25.8257
"2012-03-18",26.7328
"2012-03-19",26.4959
"2012-03-20",26.4075
"2012-03-21",26.2374
"2012-03-22",26.1187
"2012-03-23",26.842
"2012-03-24",26.4055
"2012-03-25",26.5625
"2012-03-26",26.5639
"2012-03-27",26.7139
"2012-03-28",26.4794
"2012-03-29",25.9239
"2012-03-30",26.8089
"2012-03-31",27.1369
"2012-04-01",26.5028
"2012-04-02",25.9189
"2012-04-03",26.2533
"2012-04-04",26.4648
"2012-04-05",27.3307
"2012-04-06",27.4733
"2012-04-07",27.3342
"2012-04-08",26.3791
"2012-04-09",25.623
"2012-04-10",25.8968
"2012-04-11",26.901
"2012-04-12",26.112
"2012-04-13",26.4416
"2012-04-14",26.2379
"2012-04-15",25.7333
"2012-04-16",26.3139
"2012-04-17",26.5763
"2012-04-18",26.4623
"2012-04-19",27.0949
"2012-04-20",26.3035
"2012-04-21",26.6354
"2012-04-22",26.0723
"2012-04-23",25.5819
"2012-04-24",25.6408
"2012-04-25",26.375
"2012-04-26",26.3576
"2012-04-27",26.8962
"2012-04-28",27.3359
"2012-04-29",26.8294
"2012-04-30",26.8431
"2012-05-01",27.5689
"2012-05-02",27.1494
"2012-05-03",27.4112
"2012-05-04",27.8128
"2012-05-05",27.8841
"2012-05-06",27.8403
"2012-05-07",27.9171
"2012-05-08",27.5375
"2012-05-09",27.4781
"2012-05-10",27.3745
"2012-05-11",27.6914
"2012-05-12",26.822
"2012-05-13",27.7107
"2012-05-14",27.6909
"2012-05-15",27.6099
"2012-05-16",27.4171
"2012-05-17",27.3895
"2012-05-18",28.2153
"2012-05-19",27.7078
"2012-05-20",27.4438
"2012-05-21",26.8677
"2012-05-22",27.1889
"2012-05-23",27.0954
"2012-05-24",26.8116
"2012-05-25",26.1037
"2012-05-26",26.0289
"2012-05-27",26.2999
"2012-05-28",26.4358
"2012-05-29",26.5724
"2012-05-30",26.6898
"2012-05-31",26.9019
"2012-06-01",27.2279
"2012-06-02",27.2437
"2012-06-03",26.6214
"2012-06-04",26.7225
"2012-06-05",26.523
"2012-06-06",26.0037
"2012-06-07",26.6956
"2012-06-08",27.2597
"2012-06-09",27.4117
"2012-06-10",27.1757
"2012-06-11",27.05
"2012-06-12",26.4181
"2012-06-13",25.3011
"2012-06-14",25.6467
"2012-06-15",26.906
"2012-06-16",26.93
"2012-06-17",26.86
"2012-06-18",26.8213
"2012-06-19",26.7547
"2012-06-20",26.5378
"2012-06-21",26.1162
"2012-06-22",26.364
"2012-06-23",25.7919
"2012-06-24",25.9803
"2012-06-25",25.6526
"2012-06-26",25.9611
"2012-06-27",25.9573
"2012-06-28",25.8357
"2012-06-29",26.351
"2012-06-30",26.0313
"2012-07-01",25.5628
"2012-07-02",25.2623
"2012-07-03",26.4424
"2012-07-04",26.2183
"2012-07-05",26.3835
"2012-07-06",25.9942
"2012-07-07",25.9227
"2012-07-08",26.0475
"2012-07-09",25.3436
"2012-07-10",25.9468
"2012-07-11",26.8229
"2012-07-12",27.062
"2012-07-13",26.8225
"2012-07-14",26.302
"2012-07-15",26.4948
"2012-07-16",26.5471
"2012-07-17",26.3905
"2012-07-18",26.5879
"2012-07-19",26.9735
"2012-07-20",26.9619
"2012-07-21",26.4691
"2012-07-22",26.8333
"2012-07-23",26.46
"2012-07-24",26.2476
"2012-07-25",26.3451
"2012-07-26",26.7017
"2012-07-27",26.838
"2012-07-28",26.6551
"2012-07-29",26.4922
"2012-07-30",26.9669
"2012-07-31",26.9417
"2012-08-01",26.5507
"2012-08-02",26.6358
"2012-08-03",26.8579
"2012-08-04",26.978
"2012-08-05",26.3643
"2012-08-06",26.2033
"2012-08-07",26.03
"2012-08-08",26.5261
"2012-08-09",26.6523
"2012-08-10",26.0749
"2012-08-11",25.423
"2012-08-12",25.745
"2012-08-13",26.3018
"2012-08-14",26.4343
"2012-08-15",26.257
"2012-08-16",25.9098
"2012-08-17",26.0364
"2012-08-18",26.334
"2012-08-19",26.7708
"2012-08-20",26.4765
"2012-08-21",25.4213
"2012-08-22",26.1207
"2012-08-23",26.0348
"2012-08-24",25.4223
"2012-08-25",25.5159
"2012-08-26",26.602
"2012-08-27",26.0972
"2012-08-28",26.4862
"2012-08-29",24.9594
"2012-08-30",25.1796
"2012-08-31",25.9891
"2012-09-01",26.246
"2012-09-02",26.0871
"2012-09-03",25.7036
"2012-09-04",25.2406
"2012-09-05",26.7765
"2012-09-06",26.0401
"2012-09-07",25.6297
"2012-09-08",26.2363
"2012-09-09",26.2448
"2012-09-10",25.9815
"2012-09-11",26.3864
"2012-09-12",26.4505
"2012-09-13",26.3838
"2012-09-14",26.4889
"2012-09-15",26.5014
"2012-09-16",26.3087
"2012-09-17",26.0076
"2012-09-18",25.5816
"2012-09-19",26.472
"2012-09-20",25.7981
"2012-09-21",26.4148
"2012-09-22",25.445
"2012-09-23",25.7096
"2012-09-24",25.1583
"2012-09-25",26.612
"2012-09-26",27.0711
"2012-09-27",26.8984
"2012-09-28",27.2023
"2012-09-29",27.2294
"2012-09-30",26.9845
"2012-10-01",26.7469
"2012-10-02",26.7397
"2012-10-03",26.8037
"2012-10-04",26.63
"2012-10-05",26.7289
"2012-10-06",26.9524
"2012-10-07",26.1977
"2012-10-08",26.318
"2012-10-09",25.7622
"2012-10-10",25.9118
"2012-10-11",26.7581
"2012-10-12",26.4118
"2012-10-13",26.3888
"2012-10-14",25.6851
"2012-10-15",25.1725
"2012-10-16",25.5072
"2012-10-17",24.9527
"2012-10-18",25.2481
"2012-10-19",25.6721
"2012-10-20",25.7214
"2012-10-21",25.9389
"2012-10-22",25.4122
"2012-10-23",25.3527
"2012-10-24",25.8914
"2012-10-25",25.9933
"2012-10-26",26.17
"2012-10-27",26.1229
"2012-10-28",25.408
"2012-10-29",24.9509
"2012-10-30",25.396
"2012-10-31",25.6159
"2012-11-01",24.5108
"2012-11-02",26.2862
"2012-11-03",25.9886
"2012-11-04",26.4975
"2012-11-05",26.3659
"2012-11-06",25.7487
"2012-11-07",25.5483
"2012-11-08",25.0201
"2012-11-09",25.8291
"2012-11-10",25.3202
"2012-11-11",25.4988
"2012-11-12",26.0481
"2012-11-13",25.7763
"2012-11-14",26.2361
"2012-11-15",25.2004
"2012-11-16",24.6456
"2012-11-17",26.5931
"2012-11-18",26.734
"2012-11-19",26.7112
"2012-11-20",26.5157
"2012-11-21",26.7275
"2012-11-22",26.8546
"2012-11-23",26.2141
"2012-11-24",25.4998
"2012-11-25",25.7944
"2012-11-26",25.9267
"2012-11-27",25.5943
"2012-11-28",26.1635
"2012-11-29",25.8944
