,"(mm) Precipitation (CHIRPS) at Mannar, 2007-01-01 to 2025-12-31"
"2010-05-08",7.5997
"2010-05-09",6.107
"2010-05-10",2.6802
"2010-05-11",0
"2010-05-12",0.1833
"2010-05-13",0.0981
"2010-05-14",3.9849
"2010-05-15",0.4965
"2010-05-16",1.8084
"2010-05-17",6.3272
"2010-05-18",12.7689
"2010-05-19",3.1668
"2010-05-20",1.4305
"2010-05-21",0.5657
"2010-05-22",0.189
"2010-05-23",0
"2010-05-24",0
"2010-05-25",0.0278
"2010-05-26",0
"2010-05-27",0
"2010-05-28",0
"2010-05-29",0
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0
"2010-06-02",0
"2010-06-03",0.3101
"2010-06-04",0
"2010-06-05",1.201
"2010-06-06",0.0843
"2010-06-07",0
"2010-06-08",0.4885
"2010-06-09",0.1127
"2010-06-10",0.2156
"2010-06-11",0
"2010-06-12",0
"2010-06-13",0
"2010-06-14",0
"2010-06-15",0
"2010-06-16",0
"2010-06-17",0
"2010-06-18",0
"2010-06-19",0
"2010-06-20",0
"2010-06-21",0
"2010-06-22",0.0003
"2010-06-23",0
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",0
"2010-06-28",0
"2010-06-29",0
"2010-06-30",0.0214
"2010-07-01",0
"2010-07-02",0
"2010-07-03",0
"2010-07-04",0.1814
"2010-07-05",0.1127
"2010-07-06",2.0041
"2010-07-07",1.0068
"2010-07-08",0.7437
"2010-07-09",0.4267
"2010-07-10",0.781
"2010-07-11",0.6153
"2010-07-12",0
"2010-07-13",0
"2010-07-14",0.2403
"2010-07-15",0
"2010-07-16",0
"2010-07-17",0
"2010-07-18",0.2371
"2010-07-19",1.6858
"2010-07-20",1.2144
"2010-07-21",0.4239
"2010-07-22",0.6267
"2010-07-23",0.9977
"2010-07-24",0.3806
"2010-07-25",0.027
"2010-07-26",0
"2010-07-27",0.0201
"2010-07-28",0.4412
"2010-07-29",0.3472
"2010-07-30",0.873
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0.2721
"2010-08-03",0.0636
"2010-08-04",0.0969
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0
"2010-08-08",0
"2010-08-09",0.2593
"2010-08-10",0
"2010-08-11",0.1609
"2010-08-12",0.1622
"2010-08-13",1.2725
"2010-08-14",2.6711
"2010-08-15",0
"2010-08-16",0
"2010-08-17",0.9455
"2010-08-18",0.0773
"2010-08-19",1.3247
"2010-08-20",3.3326
"2010-08-21",5.9034
"2010-08-22",1.9851
"2010-08-23",1.3281
"2010-08-24",3.9439
"2010-08-25",0.6728
"2010-08-26",0
"2010-08-27",1.0774
"2010-08-28",0
"2010-08-29",4.0501
"2010-08-30",0.0032
"2010-08-31",0
"2010-09-01",0
"2010-09-02",0.0365
"2010-09-03",10.6321
"2010-09-04",0
"2010-09-05",2.6733
"2010-09-06",0
"2010-09-07",0.255
"2010-09-08",0.1409
"2010-09-09",7.6086
"2010-09-10",10.0233
"2010-09-11",10.309
"2010-09-12",21.2206
"2010-09-13",11.1514
"2010-09-14",7.4826
"2010-09-15",0
"2010-09-16",0
"2010-09-17",7.4688
"2010-09-18",0.2509
"2010-09-19",20.739
"2010-09-20",23.6805
"2010-09-21",13.9949
"2010-09-22",18.4257
"2010-09-23",16.4321
"2010-09-24",0.7646
"2010-09-25",9.7962
"2010-09-26",39.2545
"2010-09-27",25.9538
"2010-09-28",23.7877
"2010-09-29",38.2514
"2010-09-30",32.6928
"2010-10-01",7.8392
"2010-10-02",15.6698
"2010-10-03",14.487
"2010-10-04",0.0291
"2010-10-05",19.3362
"2010-10-06",0.0046
"2010-10-07",0
"2010-10-08",0.0072
"2010-10-09",1.1203
"2010-10-10",3.4627
"2010-10-11",0.7162
"2010-10-12",0.0344
"2010-10-13",0
"2010-10-14",2.1089
"2010-10-15",0.0719
"2010-10-16",0
"2010-10-17",0
"2010-10-18",2.5239
"2010-10-19",4.6265
"2010-10-20",3.8197
"2010-10-21",0.0013
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0
"2010-10-26",0.182
"2010-10-27",10.5501
"2010-10-28",23.1204
"2010-10-29",4.1058
"2010-10-30",27.0032
"2010-10-31",11.2302
"2010-11-01",4.6081
"2010-11-02",0
"2010-11-03",2.0337
"2010-11-04",9.4205
"2010-11-05",19.8226
"2010-11-06",29.6197
"2010-11-07",11.3005
"2010-11-08",1.9133
"2010-11-09",3.969
"2010-11-10",0.5998
"2010-11-11",0.7617
"2010-11-12",0.4935
"2010-11-13",0.5863
"2010-11-14",0
"2010-11-15",0
"2010-11-16",2.4861
"2010-11-17",13.278
"2010-11-18",3.6305
"2010-11-19",39.3313
"2010-11-20",18.3221
"2010-11-21",22.8582
"2010-11-22",28.1713
"2010-11-23",41.8127
"2010-11-24",56.5163
"2010-11-25",17.3018
"2010-11-26",30.734
"2010-11-27",14.9053
"2010-11-28",18.7686
"2010-11-29",0.0358
"2010-11-30",66.0958
"2010-12-01",22.703
"2010-12-02",10.7435
"2010-12-03",40.9745
"2010-12-04",11.1544
"2010-12-05",44.579
"2010-12-06",20.0805
"2010-12-07",15.7661
"2010-12-08",28.4437
"2010-12-09",0.664
"2010-12-10",0
"2010-12-11",0
"2010-12-12",0
"2010-12-13",0
"2010-12-14",7.8705
"2010-12-15",0.0181
"2010-12-16",0
"2010-12-17",0
"2010-12-18",0
"2010-12-19",0
"2010-12-20",22.0372
"2010-12-21",16.721
"2010-12-22",2.3952
"2010-12-23",12.4532
"2010-12-24",16.3283
"2010-12-25",20.1044
"2010-12-26",9.4401
"2010-12-27",6.545
"2010-12-28",15.0507
"2010-12-29",4.4858
"2010-12-30",14.3985
"2010-12-31",7.9898
"2011-01-01",4.9208
"2011-01-02",0.8738
"2011-01-03",1.8635
"2011-01-04",2.1316
"2011-01-05",18.1911
"2011-01-06",4.3675
"2011-01-07",0.1092
"2011-01-08",7.2156
"2011-01-09",40.2055
"2011-01-10",26.4078
"2011-01-11",11.0748
"2011-01-12",16.2809
"2011-01-13",13.9147
"2011-01-14",0.7945
"2011-01-15",1.8206
"2011-01-16",0
"2011-01-17",0
"2011-01-18",0
"2011-01-19",0
"2011-01-20",0
"2011-01-21",0
"2011-01-22",0
"2011-01-23",0
"2011-01-24",0
"2011-01-25",0
"2011-01-26",0.0189
"2011-01-27",0
"2011-01-28",7.1823
"2011-01-29",1.8455
"2011-01-30",2.7753
"2011-01-31",31.2004
"2011-02-01",10.9141
"2011-02-02",21.5971
"2011-02-03",26.2645
"2011-02-04",13.9465
"2011-02-05",1.2203
"2011-02-06",8.9229
"2011-02-07",66.921
"2011-02-08",2.4199
"2011-02-09",0
"2011-02-10",0
"2011-02-11",0
"2011-02-12",0
"2011-02-13",0
"2011-02-14",0
"2011-02-15",0
"2011-02-16",0
"2011-02-17",0
"2011-02-18",0
"2011-02-19",0
"2011-02-20",1.8942
"2011-02-21",26.3819
"2011-02-22",0
"2011-02-23",0
"2011-02-24",0
"2011-02-25",0
"2011-02-26",1.3527
"2011-02-27",1.1767
"2011-02-28",3.4446
"2011-03-01",0
"2011-03-02",0
"2011-03-03",0.1493
"2011-03-04",0
"2011-03-05",0
"2011-03-06",0
"2011-03-07",0
"2011-03-08",0
"2011-03-09",0
"2011-03-10",0
"2011-03-11",0
"2011-03-12",0.8357
"2011-03-13",0.0382
"2011-03-14",1.1355
"2011-03-15",0.0341
"2011-03-16",0
"2011-03-17",0
"2011-03-18",0
"2011-03-19",0
"2011-03-20",1.5008
"2011-03-21",5.3296
"2011-03-22",4.456
"2011-03-23",0
"2011-03-24",0.5664
"2011-03-25",3.0227
"2011-03-26",7.2921
"2011-03-27",0
"2011-03-28",0
"2011-03-29",0
"2011-03-30",2.6747
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0
"2011-04-05",0
"2011-04-06",0
"2011-04-07",0
"2011-04-08",1.5488
"2011-04-09",2.8064
"2011-04-10",9.0356
"2011-04-11",12.0979
"2011-04-12",11.6931
"2011-04-13",2.0572
"2011-04-14",0.9913
"2011-04-15",0
"2011-04-16",20.3296
"2011-04-17",25.6983
"2011-04-18",11.2171
"2011-04-19",16.5517
"2011-04-20",21.6815
"2011-04-21",27.5389
"2011-04-22",27.3896
"2011-04-23",35.6355
"2011-04-24",16.0071
"2011-04-25",43.0333
"2011-04-26",4.5525
"2011-04-27",13.0249
"2011-04-28",9.4125
"2011-04-29",0.6979
"2011-04-30",7.7263
"2011-05-01",7.6422
"2011-05-02",0.2707
"2011-05-03",0.2017
"2011-05-04",0.0617
"2011-05-05",0.0611
"2011-05-06",0
"2011-05-07",0
"2011-05-08",0
"2011-05-09",0
"2011-05-10",0
"2011-05-11",0
"2011-05-12",0
"2011-05-13",0
"2011-05-14",0
"2011-05-15",0
"2011-05-16",0.1299
"2011-05-17",0.3896
"2011-05-18",0
"2011-05-19",0
"2011-05-20",0
"2011-05-21",0
"2011-05-22",0
"2011-05-23",0
"2011-05-24",0.8389
"2011-05-25",1.0532
"2011-05-26",1.5259
"2011-05-27",0
"2011-05-28",0
"2011-05-29",0
"2011-05-30",0
"2011-05-31",0
"2011-06-01",0
"2011-06-02",0.99
"2011-06-03",0
"2011-06-04",0
"2011-06-05",0.0868
"2011-06-06",0
"2011-06-07",0.0206
"2011-06-08",0
"2011-06-09",0
"2011-06-10",0
"2011-06-11",0
"2011-06-12",0
"2011-06-13",0
"2011-06-14",0
"2011-06-15",0
"2011-06-16",0
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0.0001
"2011-06-26",0
"2011-06-27",0
"2011-06-28",0
"2011-06-29",0.1174
"2011-06-30",0.1113
"2011-07-01",0.0056
"2011-07-02",0.0126
"2011-07-03",0.6341
"2011-07-04",0.0812
"2011-07-05",1.1604
"2011-07-06",0.0051
"2011-07-07",0
"2011-07-08",0.63
"2011-07-09",1.2639
"2011-07-10",0.5161
"2011-07-11",0.1158
"2011-07-12",0.0894
"2011-07-13",0.0575
"2011-07-14",0
"2011-07-15",0
"2011-07-16",0
"2011-07-17",0
"2011-07-18",0
"2011-07-19",0
"2011-07-20",0
"2011-07-21",0
"2011-07-22",0.5815
"2011-07-23",0
"2011-07-24",1.0437
"2011-07-25",1.6923
"2011-07-26",0
"2011-07-27",0
"2011-07-28",0.0299
"2011-07-29",0.0079
"2011-07-30",0.0311
"2011-07-31",0
"2011-08-01",0
"2011-08-02",0
"2011-08-03",0.2818
"2011-08-04",0
"2011-08-05",0
"2011-08-06",0
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0.0101
"2011-08-10",0.0779
"2011-08-11",0.1519
"2011-08-12",1.3219
"2011-08-13",0.8297
"2011-08-14",2.6639
"2011-08-15",2.1631
"2011-08-16",1.4379
"2011-08-17",2.5059
"2011-08-18",0.1661
"2011-08-19",0.5334
"2011-08-20",1.3232
"2011-08-21",3.1021
"2011-08-22",1.2182
"2011-08-23",0
"2011-08-24",0
"2011-08-25",0.0085
"2011-08-26",2.7647
"2011-08-27",2.1775
"2011-08-28",0
"2011-08-29",0
"2011-08-30",0
"2011-08-31",0
"2011-09-01",0
"2011-09-02",0
"2011-09-03",0.2996
"2011-09-04",0
"2011-09-05",0
"2011-09-06",0
"2011-09-07",0
"2011-09-08",1.1052
"2011-09-09",0
"2011-09-10",4.4456
"2011-09-11",0.1666
"2011-09-12",7.2563
"2011-09-13",0
"2011-09-14",7.2485
"2011-09-15",0
"2011-09-16",0
"2011-09-17",0
"2011-09-18",0
"2011-09-19",0
"2011-09-20",0.3524
"2011-09-21",0.3509
"2011-09-22",0
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",0
"2011-09-27",2.538
"2011-09-28",5.4762
"2011-09-29",3.4882
"2011-09-30",7.8267
"2011-10-01",15.899
"2011-10-02",0
"2011-10-03",11.0493
"2011-10-04",16.9883
"2011-10-05",12.1393
"2011-10-06",0
"2011-10-07",4.1014
"2011-10-08",0.6173
"2011-10-09",4.53
"2011-10-10",10.2124
"2011-10-11",10.9915
"2011-10-12",7.9743
"2011-10-13",13.5774
"2011-10-14",10.6436
"2011-10-15",12.9163
"2011-10-16",4.1164
"2011-10-17",6.1633
"2011-10-18",5.1805
"2011-10-19",6.9506
"2011-10-20",2.6548
"2011-10-21",10.2047
"2011-10-22",8.6747
"2011-10-23",9.3001
"2011-10-24",13.7881
"2011-10-25",34.2642
"2011-10-26",13.7933
"2011-10-27",7.104
"2011-10-28",28.9177
"2011-10-29",8.2371
"2011-10-30",6.7718
"2011-10-31",13.5281
"2011-11-01",42.2049
"2011-11-02",12.0351
"2011-11-03",16.7871
"2011-11-04",4.3267
"2011-11-05",8.8799
"2011-11-06",1.9955
"2011-11-07",3.7083
"2011-11-08",0
"2011-11-09",0
"2011-11-10",2.7678
"2011-11-11",4.8556
"2011-11-12",0.5004
"2011-11-13",0
"2011-11-14",0
"2011-11-15",0
"2011-11-16",14.7874
"2011-11-17",6.3893
"2011-11-18",11.868
"2011-11-19",55.2231
"2011-11-20",15.9422
"2011-11-21",44.5444
"2011-11-22",0
"2011-11-23",45.5159
"2011-11-24",59.9784
"2011-11-25",43.745
"2011-11-26",5.1209
"2011-11-27",23.0589
"2011-11-28",9.1505
"2011-11-29",0.5055
"2011-11-30",31.3477
"2011-12-01",6.1727
"2011-12-02",0
"2011-12-03",0
"2011-12-04",0
"2011-12-05",0
"2011-12-06",0
"2011-12-07",0
"2011-12-08",0
"2011-12-09",0
"2011-12-10",0
"2011-12-11",15.4199
"2011-12-12",30.1813
"2011-12-13",22.5852
"2011-12-14",0
"2011-12-15",12.6206
"2011-12-16",0
"2011-12-17",0
"2011-12-18",35.7733
"2011-12-19",31.3393
"2011-12-20",1.5723
"2011-12-21",0.5244
"2011-12-22",4.7256
"2011-12-23",26.0827
"2011-12-24",0
"2011-12-25",0
"2011-12-26",0
"2011-12-27",16.2494
"2011-12-28",19.0098
"2011-12-29",5.2732
"2011-12-30",0
"2011-12-31",0
"2012-01-01",0
"2012-01-02",0
"2012-01-03",0
"2012-01-04",0.364
"2012-01-05",0.1014
"2012-01-06",0.1935
"2012-01-07",2.9941
"2012-01-08",12.8805
"2012-01-09",0
"2012-01-10",0
"2012-01-11",0
"2012-01-12",0
"2012-01-13",0
"2012-01-14",0
"2012-01-15",0.0553
"2012-01-16",0
"2012-01-17",0
"2012-01-18",0
"2012-01-19",0
"2012-01-20",0
"2012-01-21",0
"2012-01-22",0.5306
"2012-01-23",7.2534
"2012-01-24",8.202
"2012-01-25",0
"2012-01-26",0
"2012-01-27",0
"2012-01-28",0
"2012-01-29",0
"2012-01-30",0
"2012-01-31",0
"2012-02-01",0
"2012-02-02",0
"2012-02-03",0
"2012-02-04",0
"2012-02-05",0
"2012-02-06",1.9151
"2012-02-07",3.2874
"2012-02-08",7.9834
"2012-02-09",22.7302
"2012-02-10",0.7749
"2012-02-11",0
"2012-02-12",0
"2012-02-13",0
"2012-02-14",0.4996
"2012-02-15",0.0505
"2012-02-16",0
"2012-02-17",0
"2012-02-18",0
"2012-02-19",0
"2012-02-20",0
"2012-02-21",0
"2012-02-22",3.6533
"2012-02-23",0.2452
"2012-02-24",0
"2012-02-25",0.0423
"2012-02-26",0
"2012-02-27",0
"2012-02-28",2.5328
"2012-02-29",0
"2012-03-01",0
"2012-03-02",0
"2012-03-03",0
"2012-03-04",0
"2012-03-05",1.0447
"2012-03-06",0
"2012-03-07",0.9105
"2012-03-08",0
"2012-03-09",0.0113
"2012-03-10",0
"2012-03-11",0.5581
"2012-03-12",1.2956
"2012-03-13",0
"2012-03-14",5.9118
"2012-03-15",4.8827
"2012-03-16",0
"2012-03-17",0
"2012-03-18",0
"2012-03-19",0
"2012-03-20",0
"2012-03-21",0
"2012-03-22",0
"2012-03-23",0
"2012-03-24",0
"2012-03-25",0
"2012-03-26",0
"2012-03-27",9.7754
"2012-03-28",12.9265
"2012-03-29",2.9869
"2012-03-30",0
"2012-03-31",0
"2012-04-01",0
"2012-04-02",0
"2012-04-03",0
"2012-04-04",0
"2012-04-05",0
"2012-04-06",0
"2012-04-07",0
"2012-04-08",2.1344
"2012-04-09",4.8672
"2012-04-10",9.4796
"2012-04-11",2.8369
"2012-04-12",6.5718
"2012-04-13",3.6995
"2012-04-14",16.6651
"2012-04-15",7.6254
"2012-04-16",8.5311
"2012-04-17",0
"2012-04-18",0.1822
"2012-04-19",9.094
"2012-04-20",0
"2012-04-21",0.4982
"2012-04-22",12.6896
"2012-04-23",11.6657
"2012-04-24",10.9536
"2012-04-25",0.7985
"2012-04-26",2.8837
"2012-04-27",0
"2012-04-28",0
"2012-04-29",4.564
"2012-04-30",2.093
"2012-05-01",0
"2012-05-02",0.0789
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",4.439
"2012-05-08",0.4253
"2012-05-09",0
"2012-05-10",0
"2012-05-11",0
"2012-05-12",0
"2012-05-13",0.0207
"2012-05-14",0.027
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",0
"2012-05-19",0
"2012-05-20",0
"2012-05-21",0.0288
"2012-05-22",0
"2012-05-23",0
"2012-05-24",0.0184
"2012-05-25",0
"2012-05-26",0
"2012-05-27",0
"2012-05-28",0.0192
"2012-05-29",0
"2012-05-30",0
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0
"2012-06-03",0
"2012-06-04",0
"2012-06-05",0
"2012-06-06",0.0439
"2012-06-07",0
"2012-06-08",0
"2012-06-09",0
"2012-06-10",0.2216
"2012-06-11",0
"2012-06-12",0
"2012-06-13",0
"2012-06-14",0
"2012-06-15",0
"2012-06-16",0
"2012-06-17",0
"2012-06-18",0
"2012-06-19",0
"2012-06-20",0
"2012-06-21",0.0008
"2012-06-22",0
"2012-06-23",0
"2012-06-24",0
"2012-06-25",0
"2012-06-26",0
"2012-06-27",0.0683
"2012-06-28",0
"2012-06-29",0
"2012-06-30",0.0117
"2012-07-01",0.0001
"2012-07-02",0
"2012-07-03",0
"2012-07-04",0
"2012-07-05",0
"2012-07-06",0.0173
"2012-07-07",0
"2012-07-08",0.4363
"2012-07-09",0.0106
"2012-07-10",1.2542
"2012-07-11",0
"2012-07-12",0.0374
"2012-07-13",0.8435
"2012-07-14",1.533
"2012-07-15",1.8001
"2012-07-16",0.7763
"2012-07-17",0.0203
"2012-07-18",0.405
"2012-07-19",0.0037
"2012-07-20",0
"2012-07-21",0
"2012-07-22",0
"2012-07-23",0
"2012-07-24",0
"2012-07-25",0
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0.0037
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",0.5462
"2012-08-04",1.4085
"2012-08-05",0.0219
"2012-08-06",0
"2012-08-07",0
"2012-08-08",0
"2012-08-09",0
"2012-08-10",0
"2012-08-11",0
"2012-08-12",0
"2012-08-13",0
"2012-08-14",0
"2012-08-15",0.1875
"2012-08-16",0.2295
"2012-08-17",0
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",0
"2012-08-22",0
"2012-08-23",0
"2012-08-24",0
"2012-08-25",0
"2012-08-26",0
"2012-08-27",0
"2012-08-28",0.0493
"2012-08-29",0.0163
"2012-08-30",0.0204
"2012-08-31",0
"2012-09-01",0
"2012-09-02",0
"2012-09-03",10.0101
"2012-09-04",0.8346
"2012-09-05",0
"2012-09-06",0
"2012-09-07",11.3105
"2012-09-08",28.4048
"2012-09-09",0
"2012-09-10",0
"2012-09-11",0.2274
"2012-09-12",0
"2012-09-13",0
"2012-09-14",0
"2012-09-15",2.0552
"2012-09-16",2.4254
"2012-09-17",4.6373
"2012-09-18",11.237
"2012-09-19",0
"2012-09-20",1.2253
"2012-09-21",7.8791
"2012-09-22",11.1607
"2012-09-23",3.574
"2012-09-24",2.9555
"2012-09-25",24.9374
"2012-09-26",11.1699
"2012-09-27",34.1352
"2012-09-28",0
"2012-09-29",0.0543
"2012-09-30",0.1667
"2012-10-01",0
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",2.1368
"2012-10-07",6.1068
"2012-10-08",11.4697
"2012-10-09",14.8516
"2012-10-10",17.074
"2012-10-11",17.8692
"2012-10-12",15.9939
"2012-10-13",16.6829
"2012-10-14",15.7917
"2012-10-15",5.4472
"2012-10-16",13.2296
"2012-10-17",14.9027
"2012-10-18",9.4777
"2012-10-19",27.3975
"2012-10-20",20.766
"2012-10-21",2.4948
"2012-10-22",21.3118
"2012-10-23",23.2826
"2012-10-24",10.2452
"2012-10-25",1.4583
"2012-10-26",6.383
"2012-10-27",4.9272
"2012-10-28",31.5045
"2012-10-29",48.9414
"2012-10-30",49.9496
"2012-10-31",36.0573
"2012-11-01",20.073
"2012-11-02",0
"2012-11-03",0
"2012-11-04",4.0252
"2012-11-05",5.1349
"2012-11-06",16.2997
"2012-11-07",25.4127
"2012-11-08",29.9528
"2012-11-09",1.6263
"2012-11-10",0
"2012-11-11",6.3597
"2012-11-12",0.0393
"2012-11-13",1.8735
"2012-11-14",0.1652
"2012-11-15",10.9077
"2012-11-16",2.2124
"2012-11-17",0
"2012-11-18",0
"2012-11-19",0
"2012-11-20",0
"2012-11-21",0
"2012-11-22",5.8036
"2012-11-23",16.3474
"2012-11-24",9.6028
"2012-11-25",25.0613
"2012-11-26",30.0224
"2012-11-27",6.0732
"2012-11-28",0
"2012-11-29",0.2113
"2012-11-30",0
"2012-12-01",0
"2012-12-02",0
"2012-12-03",9.6739
"2012-12-04",4.8684
"2012-12-05",0
"2012-12-06",13.5244
"2012-12-07",0
"2012-12-08",1.3801
"2012-12-09",0.8994
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",13.6494
"2012-12-16",16.4613
"2012-12-17",25.5468
"2012-12-18",23.4579
"2012-12-19",30.7826
"2012-12-20",4.4404
"2012-12-21",16.3259
"2012-12-22",75.5685
"2012-12-23",2.9935
"2012-12-24",5.0844
"2012-12-25",29.1598
"2012-12-26",35.2362
"2012-12-27",123.4762
"2012-12-28",0.601
"2012-12-29",0
"2012-12-30",0.9268
"2012-12-31",0
"2013-01-01",2.9243
"2013-01-02",0.9765
"2013-01-03",13.1728
"2013-01-04",4.016
"2013-01-05",0
"2013-01-06",1.994
"2013-01-07",35.4436
"2013-01-08",37.9487
"2013-01-09",21.9165
"2013-01-10",9.404
"2013-01-11",0
"2013-01-12",0
"2013-01-13",2.3233
"2013-01-14",0
"2013-01-15",0
"2013-01-16",0
"2013-01-17",0
"2013-01-18",0
"2013-01-19",0
"2013-01-20",0
"2013-01-21",0
"2013-01-22",0
"2013-01-23",0
"2013-01-24",0
"2013-01-25",0
"2013-01-26",0
"2013-01-27",0
"2013-01-28",0
"2013-01-29",0
"2013-01-30",0
"2013-01-31",0
"2013-02-01",0
"2013-02-02",0
"2013-02-03",0
"2013-02-04",22.4544
"2013-02-05",11.2487
"2013-02-06",0.056
"2013-02-07",1.256
"2013-02-08",0.9183
"2013-02-09",0.6855
"2013-02-10",0
"2013-02-11",21.5072
"2013-02-12",3.2822
"2013-02-13",39.4704
"2013-02-14",6.5748
"2013-02-15",0.0147
"2013-02-16",6.0146
"2013-02-17",0
"2013-02-18",0.7449
"2013-02-19",7.787
"2013-02-20",0
"2013-02-21",0
"2013-02-22",0
"2013-02-23",0
"2013-02-24",0
"2013-02-25",0
"2013-02-26",0
"2013-02-27",0
"2013-02-28",0
"2013-03-01",0
"2013-03-02",0
"2013-03-03",15.8602
"2013-03-04",40.6305
"2013-03-05",21.2932
"2013-03-06",4.1715
"2013-03-07",4.9845
"2013-03-08",7.2824
"2013-03-09",0.0063
"2013-03-10",0
"2013-03-11",0
"2013-03-12",0
"2013-03-13",0
"2013-03-14",0
"2013-03-15",0.8515
"2013-03-16",0
"2013-03-17",0
"2013-03-18",0
"2013-03-19",0
"2013-03-20",0
"2013-03-21",0
"2013-03-22",6.867
"2013-03-23",0
"2013-03-24",20.7785
"2013-03-25",0.6941
"2013-03-26",0.1504
"2013-03-27",0
"2013-03-28",0.9191
"2013-03-29",7.2458
"2013-03-30",0
"2013-03-31",0
"2013-04-01",0.0091
"2013-04-02",2.6304
"2013-04-03",1.3311
"2013-04-04",0
"2013-04-05",1.4102
"2013-04-06",3.9583
"2013-04-07",0
"2013-04-08",0
"2013-04-09",0
"2013-04-10",0
"2013-04-11",0
"2013-04-12",1.6203
"2013-04-13",15.9116
"2013-04-14",3.4342
"2013-04-15",2.349
"2013-04-16",0.0465
"2013-04-17",0
"2013-04-18",0
"2013-04-19",0
"2013-04-20",0
"2013-04-21",0
"2013-04-22",0.4593
"2013-04-23",3.7927
"2013-04-24",1.3225
"2013-04-25",2.6343
"2013-04-26",2.5801
"2013-04-27",1.9479
"2013-04-28",0
"2013-04-29",0.1649
"2013-04-30",5.272
"2013-05-01",7.4764
"2013-05-02",3.4335
"2013-05-03",0.261
"2013-05-04",3.3624
"2013-05-05",8.5964
"2013-05-06",2.89
"2013-05-07",0.0232
"2013-05-08",0.2206
"2013-05-09",0
"2013-05-10",1.9895
"2013-05-11",1.5036
"2013-05-12",7.5636
"2013-05-13",10.2511
"2013-05-14",0
"2013-05-15",0
"2013-05-16",0
"2013-05-17",0
"2013-05-18",0
"2013-05-19",0
"2013-05-20",0.0517
"2013-05-21",0
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0.1605
"2013-05-27",0
"2013-05-28",0
"2013-05-29",0
"2013-05-30",0.8329
"2013-05-31",0.9112
"2013-06-01",0.0024
"2013-06-02",0
"2013-06-03",0
"2013-06-04",0.1009
"2013-06-05",0.3151
"2013-06-06",0.0549
"2013-06-07",0.0051
"2013-06-08",0
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",0
"2013-06-13",0
"2013-06-14",0
"2013-06-15",0
"2013-06-16",0
"2013-06-17",0
"2013-06-18",0
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0
"2013-06-22",0.0005
"2013-06-23",0.0004
"2013-06-24",0.0002
"2013-06-25",0
"2013-06-26",0
"2013-06-27",0.0369
"2013-06-28",0.0921
"2013-06-29",0.0383
"2013-06-30",0.0004
"2013-07-01",0
"2013-07-02",0
"2013-07-03",0.0087
"2013-07-04",0
"2013-07-05",0.7583
"2013-07-06",1.3868
"2013-07-07",1.3547
"2013-07-08",0
"2013-07-09",0
"2013-07-10",0.759
"2013-07-11",1.5227
"2013-07-12",0.0244
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0.2194
"2013-07-16",0.5837
"2013-07-17",0.0127
"2013-07-18",0.4429
"2013-07-19",0.0212
"2013-07-20",0.4128
"2013-07-21",0.1805
"2013-07-22",0.2225
"2013-07-23",0.2577
"2013-07-24",0.3245
"2013-07-25",0.0202
"2013-07-26",0
"2013-07-27",0
"2013-07-28",0.3241
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0
"2013-08-03",0.0334
"2013-08-04",2.1379
"2013-08-05",0.2663
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0
"2013-08-09",0.4646
"2013-08-10",3.2486
"2013-08-11",0.5249
"2013-08-12",0.1467
"2013-08-13",0.9949
"2013-08-14",1.3843
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0.0038
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.664
"2013-08-22",0.0017
"2013-08-23",0
"2013-08-24",0.0486
"2013-08-25",0
"2013-08-26",3.5188
