,"(mm) Precipitation (CHIRPS) at Colombo, 2007-01-01 to 2025-12-31"
7/6/2010,19.4861
7/7/2010,9.8656
7/8/2010,8.6304
7/9/2010,19.7312
7/10/2010,9.9407
7/11/2010,7.4402
7/12/2010,7.117
7/13/2010,1.9271
7/14/2010,18.6333
7/15/2010,13.3055
7/16/2010,21.4903
7/17/2010,25.8129
7/18/2010,24.4445
7/19/2010,25.1157
7/20/2010,8.3048
7/21/2010,0
7/22/2010,3.2254
7/23/2010,0.6802
7/24/2010,0
7/25/2010,0
7/26/2010,0.7146
7/27/2010,0
7/28/2010,9.1212
7/29/2010,0.0238
7/30/2010,0.1986
7/31/2010,0
8/1/2010,0
8/2/2010,0.1026
8/3/2010,3.9728
8/4/2010,0
8/5/2010,0
8/6/2010,0
8/7/2010,0
8/8/2010,0
8/9/2010,0
8/10/2010,0
8/11/2010,0
8/12/2010,8.1985
8/13/2010,0
8/14/2010,13.4405
8/15/2010,18.7546
8/16/2010,0
8/17/2010,0
8/18/2010,0
8/19/2010,34.7748
8/20/2010,41.727
8/21/2010,27.5787
8/22/2010,0
8/23/2010,0
8/24/2010,3.998
8/25/2010,0
8/26/2010,0.2327
8/27/2010,0
8/28/2010,0
8/29/2010,43.162
8/30/2010,4.4874
8/31/2010,0.9315
9/1/2010,0
9/2/2010,12.7406
9/3/2010,8.0907
9/4/2010,0
9/5/2010,0
9/6/2010,0
9/7/2010,0
9/8/2010,0.8137
9/9/2010,14.1988
9/10/2010,28.3431
9/11/2010,15.9932
9/12/2010,7.7808
9/13/2010,0
9/14/2010,2.2765
9/15/2010,0.6321
9/16/2010,0
9/17/2010,0
9/18/2010,0
9/19/2010,0.0422
9/20/2010,4.3545
9/21/2010,75.372
9/22/2010,29.9839
9/23/2010,19.557
9/24/2010,30.5847
9/25/2010,1.808
9/26/2010,17.0206
9/27/2010,19.3013
9/28/2010,35.8234
9/29/2010,26.535
9/30/2010,21.7622
10/1/2010,61.4683
10/2/2010,48.3128
10/3/2010,38.914
10/4/2010,4.159
10/5/2010,0
10/6/2010,21.2659
10/7/2010,19.661
10/8/2010,23.0758
10/9/2010,19.661
10/10/2010,17.1119
10/11/2010,0
10/12/2010,4.0625
10/13/2010,0
10/14/2010,0
10/15/2010,0
10/16/2010,0
10/17/2010,0.1725
10/18/2010,0
10/19/2010,0
10/20/2010,1.3318
10/21/2010,0
10/22/2010,0
10/23/2010,0
10/24/2010,0
10/25/2010,0
10/26/2010,2.9341
10/27/2010,19.3839
10/28/2010,25.7014
10/29/2010,17.9269
10/30/2010,11.5037
10/31/2010,10.2707
11/1/2010,3.8098
11/2/2010,0.8813
11/3/2010,9.6485
11/4/2010,29.7006
11/5/2010,4.6661
11/6/2010,34.6967
11/7/2010,45.1512
11/8/2010,0.7469
11/9/2010,13.5935
11/10/2010,26.3017
11/11/2010,5.0909
11/12/2010,0
11/13/2010,14.089
11/14/2010,17.8946
11/15/2010,13.8529
11/16/2010,17.3076
11/17/2010,16.6394
11/18/2010,20.8189
11/19/2010,6.362
11/20/2010,40.5478
11/21/2010,15.9971
11/22/2010,84.3155
11/23/2010,17.2337
11/24/2010,34.6322
11/25/2010,8.3401
11/26/2010,32.5042
11/27/2010,12.4525
11/28/2010,34.1247
11/29/2010,13.9218
11/30/2010,55.2814
12/1/2010,39.9064
12/2/2010,22.7099
12/3/2010,32.6069
12/4/2010,34.264
12/5/2010,0.6541
12/6/2010,0.7448
12/7/2010,27.4945
12/8/2010,9.2444
12/9/2010,57.8948
12/10/2010,0
12/11/2010,0
12/12/2010,0
12/13/2010,0
12/14/2010,0
12/15/2010,0
12/16/2010,1.2844
12/17/2010,3.6056
12/18/2010,0
12/19/2010,9.0328
12/20/2010,0.2656
12/21/2010,16.596
12/22/2010,12.661
12/23/2010,24.632
12/24/2010,22.4133
12/25/2010,7.0791
12/26/2010,0.0111
12/27/2010,0
12/28/2010,0.9907
12/29/2010,4.2736
12/30/2010,7.9622
12/31/2010,5.0088
1/1/2011,10.3715
1/2/2011,10.8428
1/3/2011,4.7628
1/4/2011,0.2161
1/5/2011,6.4137
1/6/2011,1.5504
1/7/2011,10.7399
1/8/2011,18.9703
1/9/2011,32.43
1/10/2011,16.778
1/11/2011,15.9899
1/12/2011,21.7732
1/13/2011,0.6366
1/14/2011,0
1/15/2011,0
1/16/2011,0
1/17/2011,0
1/18/2011,3.8084
1/19/2011,0
1/20/2011,0
1/21/2011,0
1/22/2011,0
1/23/2011,0
1/24/2011,0
1/25/2011,0
1/26/2011,12.1343
1/27/2011,7.3572
1/28/2011,8.748
1/29/2011,2.5539
1/30/2011,17.5174
1/31/2011,21.3972
2/1/2011,50.992
2/2/2011,53.2811
2/3/2011,3.5363
2/4/2011,0
2/5/2011,3.0201
2/6/2011,12.6041
2/7/2011,24.5303
2/8/2011,14.3106
2/9/2011,6.7999
2/10/2011,6.6845
2/11/2011,0.4928
2/12/2011,0
2/13/2011,0
2/14/2011,5.1429
2/15/2011,8.311
2/16/2011,0
2/17/2011,0
2/18/2011,0
2/19/2011,9.483
2/20/2011,20.4997
2/21/2011,27.5106
2/22/2011,2.8947
2/23/2011,0
2/24/2011,2.0244
2/25/2011,7.1676
2/26/2011,5.3458
2/27/2011,0.9266
2/28/2011,14.0125
3/1/2011,1.764
3/2/2011,0.7179
3/3/2011,4.4754
3/4/2011,12.2645
3/5/2011,12.3603
3/6/2011,0.4322
3/7/2011,8.9878
3/8/2011,1.8794
3/9/2011,0
3/10/2011,0
3/11/2011,0
3/12/2011,12.9242
3/13/2011,20.8105
3/14/2011,0.5346
3/15/2011,2.5477
3/16/2011,3.6947
3/17/2011,0
3/18/2011,0
3/19/2011,1.5988
3/20/2011,11.2038
3/21/2011,13.3022
3/22/2011,6.9326
3/23/2011,6.7198
3/24/2011,9.5725
3/25/2011,13.1583
3/26/2011,17.2485
3/27/2011,14.0081
3/28/2011,10.4319
3/29/2011,14.6606
3/30/2011,0
3/31/2011,0
4/1/2011,0
4/2/2011,0
4/3/2011,0
4/4/2011,1.4611
4/5/2011,0
4/6/2011,0
4/7/2011,12.3686
4/8/2011,0.8361
4/9/2011,1.8583
4/10/2011,7.0402
4/11/2011,23.0764
4/12/2011,19.2718
4/13/2011,14.5106
4/14/2011,0.7571
4/15/2011,13.4122
4/16/2011,20.1732
4/17/2011,22.1796
4/18/2011,35.6261
4/19/2011,30.2122
4/20/2011,15.4332
4/21/2011,26.8359
4/22/2011,18.2143
4/23/2011,33.1742
4/24/2011,31.6214
4/25/2011,35.0939
4/26/2011,27.128
4/27/2011,55.124
4/28/2011,48.7836
4/29/2011,0
4/30/2011,26.4652
5/1/2011,30.4851
5/2/2011,21.2551
5/3/2011,0
5/4/2011,3.446
5/5/2011,0.9403
5/6/2011,1.5351
5/7/2011,0
5/8/2011,0.2434
5/9/2011,2.3796
5/10/2011,0
5/11/2011,0
5/12/2011,0
5/13/2011,6.7489
5/14/2011,0
5/15/2011,4.4467
5/16/2011,0
5/17/2011,9.3891
5/18/2011,0
5/19/2011,0
5/20/2011,0
5/21/2011,9.9961
5/22/2011,0
5/23/2011,0
5/24/2011,23.1213
5/25/2011,55.6932
5/26/2011,45.2874
5/27/2011,56.7246
5/28/2011,39.0219
5/29/2011,9.7592
5/30/2011,3.5855
5/31/2011,23.5506
6/1/2011,34.1378
6/2/2011,25.9126
6/3/2011,0
6/4/2011,0
6/5/2011,0.9098
6/6/2011,23.9882
6/7/2011,40.8033
6/8/2011,0
6/9/2011,2.0845
6/10/2011,0
6/11/2011,1.0934
6/12/2011,0
6/13/2011,12.8962
6/14/2011,16.5017
6/15/2011,24.0984
6/16/2011,0.2916
6/17/2011,0
6/18/2011,0
6/19/2011,0
6/20/2011,0
6/21/2011,0
6/22/2011,0
6/23/2011,0
6/24/2011,0
6/25/2011,0.1093
6/26/2011,0
6/27/2011,0
6/28/2011,2.2417
6/29/2011,1.3879
6/30/2011,0
7/1/2011,5.8914
7/2/2011,0
7/3/2011,0
7/4/2011,0
7/5/2011,26.1769
7/6/2011,4.7183
7/7/2011,0.8064
7/8/2011,6.8292
7/9/2011,2.6291
7/10/2011,0.3875
7/11/2011,11.0522
7/12/2011,14.5405
7/13/2011,0
7/14/2011,0
7/15/2011,0
7/16/2011,36.6514
7/17/2011,0.8688
7/18/2011,0.1676
7/19/2011,6.8828
7/20/2011,0
7/21/2011,0
7/22/2011,0
7/23/2011,1.6562
7/24/2011,2.9125
7/25/2011,29.2579
7/26/2011,4.4466
7/27/2011,0
7/28/2011,0
7/29/2011,0
7/30/2011,9.4989
7/31/2011,2.6624
8/1/2011,0
8/2/2011,0
8/3/2011,1.8748
8/4/2011,0.7147
8/5/2011,25.4303
8/6/2011,2.0238
8/7/2011,0
8/8/2011,0
8/9/2011,0.3107
8/10/2011,11.0627
8/11/2011,0.2315
8/12/2011,4.9011
8/13/2011,5.0863
8/14/2011,5.1985
8/15/2011,4.9797
8/16/2011,0
8/17/2011,13.7609
8/18/2011,0.0768
8/19/2011,0
8/20/2011,0
8/21/2011,0
8/22/2011,19.7758
8/23/2011,0.4039
8/24/2011,38.7476
8/25/2011,3.1706
8/26/2011,0
8/27/2011,0.6671
8/28/2011,3.3051
8/29/2011,0
8/30/2011,31.643
8/31/2011,0
9/1/2011,14.4569
9/2/2011,0
9/3/2011,2.3315
9/4/2011,0
9/5/2011,2.1433
9/6/2011,23.7395
9/7/2011,11.9816
9/8/2011,8.5172
9/9/2011,10.2478
9/10/2011,13.4956
9/11/2011,11.9241
9/12/2011,46.1247
9/13/2011,58.4769
9/14/2011,25.5451
9/15/2011,9.27
9/16/2011,3.7238
9/17/2011,9.1837
9/18/2011,0
9/19/2011,0
9/20/2011,0
9/21/2011,7.5061
9/22/2011,5.2741
9/23/2011,0
9/24/2011,0
9/25/2011,0
9/26/2011,9.5742
9/27/2011,0
9/28/2011,0
9/29/2011,0.1778
9/30/2011,8.2782
10/1/2011,5.3593
10/2/2011,0
10/3/2011,0
10/4/2011,7.7268
10/5/2011,2.5907
10/6/2011,0
10/7/2011,0
10/8/2011,0
10/9/2011,0
10/10/2011,4.3422
10/11/2011,7.4985
10/12/2011,14.8331
10/13/2011,0.4503
10/14/2011,5.3358
10/15/2011,12.1451
10/16/2011,12.9013
10/17/2011,13.7912
10/18/2011,14.9903
10/19/2011,9.7682
10/20/2011,19.2875
10/21/2011,13.8244
10/22/2011,3.7347
10/23/2011,23.7648
10/24/2011,20.1577
10/25/2011,38.1681
10/26/2011,17.3106
10/27/2011,12.9978
10/28/2011,35.6209
10/29/2011,14.9025
10/30/2011,8.8527
10/31/2011,8.4236
11/1/2011,15.3982
11/2/2011,14.1215
11/3/2011,2.1195
11/4/2011,14.8521
11/5/2011,1.0662
11/6/2011,13.6058
11/7/2011,13.1381
11/8/2011,6.555
11/9/2011,1.7608
11/10/2011,3.2089
11/11/2011,2.8504
11/12/2011,0
11/13/2011,3.3451
11/14/2011,8.2934
11/15/2011,10.9234
11/16/2011,0
11/17/2011,16.8976
11/18/2011,11.9868
11/19/2011,13.7595
11/20/2011,2.7024
11/21/2011,3.4219
11/22/2011,0
11/23/2011,1.4099
11/24/2011,15.4979
11/25/2011,18.5684
11/26/2011,18.9032
11/27/2011,11.2367
11/28/2011,4.1817
11/29/2011,0
11/30/2011,13.3694
12/1/2011,1.8221
12/2/2011,18.9745
12/3/2011,0
12/4/2011,0
12/5/2011,0
12/6/2011,0
12/7/2011,0
12/8/2011,0
12/9/2011,6.6016
12/10/2011,6.8769
12/11/2011,9.029
12/12/2011,7.9607
12/13/2011,5.0835
12/14/2011,9.2456
12/15/2011,6.8601
12/16/2011,0
12/17/2011,0.0383
12/18/2011,2.3149
12/19/2011,0.7594
12/20/2011,11.6052
12/21/2011,3.1334
12/22/2011,7.3765
12/23/2011,9.6128
12/24/2011,0.0587
12/25/2011,0
12/26/2011,0
12/27/2011,5.6844
12/28/2011,0.1334
12/29/2011,0
12/30/2011,0
12/31/2011,0
1/1/2012,0
1/2/2012,0
1/3/2012,0
1/4/2012,0
1/5/2012,12.8229
1/6/2012,14.7239
1/7/2012,14.7239
1/8/2012,17.7413
1/9/2012,16.3911
1/10/2012,0.8414
1/11/2012,0
1/12/2012,0
1/13/2012,0
1/14/2012,0
1/15/2012,0.5299
1/16/2012,0
1/17/2012,0
1/18/2012,0
1/19/2012,0
1/20/2012,0
1/21/2012,0
1/22/2012,0.8272
1/23/2012,0
1/24/2012,0.0118
1/25/2012,0
1/26/2012,0
1/27/2012,0
1/28/2012,1.4148
1/29/2012,0
1/30/2012,0
1/31/2012,0
2/1/2012,0
2/2/2012,0
2/3/2012,0.2168
2/4/2012,10.0332
2/5/2012,7.18
2/6/2012,5.2829
2/7/2012,9.8545
2/8/2012,0
2/9/2012,0
2/10/2012,0.9101
2/11/2012,0
2/12/2012,0
2/13/2012,0
2/14/2012,19.2502
2/15/2012,13.6191
2/16/2012,14.2502
2/17/2012,13.2917
2/18/2012,0
2/19/2012,0
2/20/2012,0
2/21/2012,0
2/22/2012,3.2288
2/23/2012,0
2/24/2012,0.3113
2/25/2012,0
2/26/2012,0
2/27/2012,12.6619
2/28/2012,7.5105
2/29/2012,0
3/1/2012,3.8325
3/2/2012,0
3/3/2012,0
3/4/2012,0
3/5/2012,4.5682
3/6/2012,0
3/7/2012,0
3/8/2012,0
3/9/2012,0
3/10/2012,17.4504
3/11/2012,2.4901
3/12/2012,16.136
3/13/2012,38.0619
3/14/2012,27.3688
3/15/2012,14.7635
3/16/2012,17.1477
3/17/2012,6.8325
3/18/2012,0
3/19/2012,0
3/20/2012,0
3/21/2012,0
3/22/2012,0
3/23/2012,0
3/24/2012,0
3/25/2012,0
3/26/2012,0
3/27/2012,0
3/28/2012,9.8673
3/29/2012,11.8246
3/30/2012,8.2924
3/31/2012,1.1005
4/1/2012,0
4/2/2012,0
4/3/2012,0
4/4/2012,0
4/5/2012,0
4/6/2012,0
4/7/2012,1.6886
4/8/2012,3.3183
4/9/2012,12.8637
4/10/2012,15.6982
4/11/2012,24.0029
4/12/2012,43.8442
4/13/2012,2.8708
4/14/2012,36.3909
4/15/2012,33.697
4/16/2012,27.409
4/17/2012,13.9014
4/18/2012,14.8889
4/19/2012,5.8007
4/20/2012,14.2179
4/21/2012,17.8779
4/22/2012,16.0545
4/23/2012,69.3081
4/24/2012,31.4902
4/25/2012,0
4/26/2012,9.1492
4/27/2012,0
4/28/2012,0.5149
4/29/2012,0.8
4/30/2012,32.1497
5/1/2012,0
5/2/2012,0
5/3/2012,0
5/4/2012,0
5/5/2012,0
5/6/2012,0
5/7/2012,0
5/8/2012,0
5/9/2012,0
5/10/2012,0
5/11/2012,0
5/12/2012,0
5/13/2012,0
5/14/2012,0
5/15/2012,0
5/16/2012,0
5/17/2012,0
5/18/2012,1.8098
5/19/2012,0.1972
5/20/2012,0.098
5/21/2012,0
5/22/2012,0
5/23/2012,0.4956
5/24/2012,4.4907
5/25/2012,56.7447
5/26/2012,10.5229
5/27/2012,0
5/28/2012,4.7615
5/29/2012,0
5/30/2012,0.8443
5/31/2012,0
6/1/2012,1.8533
6/2/2012,0
6/3/2012,0
6/4/2012,0
6/5/2012,2.3825
6/6/2012,24.5541
6/7/2012,8.47
6/8/2012,0
6/9/2012,12.8167
6/10/2012,0.0033
6/11/2012,2.2078
6/12/2012,0
6/13/2012,21.4553
6/14/2012,0
6/15/2012,0
6/16/2012,0
6/17/2012,8.2837
6/18/2012,2.3022
6/19/2012,0.0326
6/20/2012,9.4603
6/21/2012,17.9913
6/22/2012,0
6/23/2012,0
6/24/2012,18.8818
6/25/2012,2.5792
6/26/2012,13.1306
6/27/2012,8.3093
6/28/2012,3.3522
6/29/2012,0
6/30/2012,24.8682
7/1/2012,24.2417
7/2/2012,27.3532
7/3/2012,0
7/4/2012,1.0356
7/5/2012,0
7/6/2012,0
7/7/2012,1.1111
7/8/2012,19.7695
7/9/2012,26.0721
7/10/2012,2.6735
7/11/2012,0
7/12/2012,0
7/13/2012,12.2876
7/14/2012,20.1226
7/15/2012,20.932
7/16/2012,4.4318
7/17/2012,2.1634
7/18/2012,0
7/19/2012,0
7/20/2012,0
7/21/2012,2.3289
7/22/2012,0
7/23/2012,0
7/24/2012,0
7/25/2012,0
7/26/2012,0
7/27/2012,0
7/28/2012,0
7/29/2012,0
7/30/2012,0
7/31/2012,0
8/1/2012,0
8/2/2012,0
8/3/2012,0
8/4/2012,2.6492
8/5/2012,7.5582
8/6/2012,4.3909
8/7/2012,0
8/8/2012,0
8/9/2012,2.0232
8/10/2012,16.9441
8/11/2012,1.2229
8/12/2012,7.0927
8/13/2012,23.3896
8/14/2012,2.6761
8/15/2012,0
8/16/2012,17.1963
8/17/2012,7.2572
8/18/2012,0
8/19/2012,0
8/20/2012,0
8/21/2012,7.0205
8/22/2012,0
8/23/2012,2.7403
8/24/2012,30.7687
8/25/2012,4.0638
8/26/2012,0
8/27/2012,22.72
8/28/2012,9.7719
8/29/2012,44.2329
8/30/2012,30.0613
8/31/2012,4.8833
9/1/2012,5.9145
9/2/2012,18.8752
9/3/2012,30.0214
9/4/2012,6.8863
9/5/2012,0
9/6/2012,6.846
9/7/2012,26.5343
9/8/2012,9.247
9/9/2012,11.3602
9/10/2012,7.1725
9/11/2012,0
9/12/2012,3.3821
9/13/2012,0
9/14/2012,5.0202
9/15/2012,7.01
9/16/2012,14.9102
9/17/2012,5.5569
9/18/2012,0
9/19/2012,0
9/20/2012,11.7767
9/21/2012,7.4342
9/22/2012,16.3377
9/23/2012,11.189
9/24/2012,6.1227
9/25/2012,12.2898
9/26/2012,0
9/27/2012,13.2117
9/28/2012,0.9663
9/29/2012,0
9/30/2012,0
10/1/2012,3.148
10/2/2012,0
10/3/2012,0
10/4/2012,0
10/5/2012,0
10/6/2012,9.8339
10/7/2012,16.496
10/8/2012,11.1409
10/9/2012,49.8884
10/10/2012,16.5825
10/11/2012,15.5972
10/12/2012,5.8569
10/13/2012,18.4536
10/14/2012,14.7548
10/15/2012,16.6669
10/16/2012,21.4789
10/17/2012,20.7405
10/18/2012,24.2742
10/19/2012,22.6313
10/20/2012,32.1089
10/21/2012,26.0837
10/22/2012,20.1434
10/23/2012,11.4034
10/24/2012,19.7018
10/25/2012,12.8264
10/26/2012,8.9474
10/27/2012,22.9156
10/28/2012,47.1896
10/29/2012,62.31
10/30/2012,57.7099
10/31/2012,38.9438
11/1/2012,37.0561
11/2/2012,1.7212
11/3/2012,10.5646
11/4/2012,8.8748
11/5/2012,14.469
11/6/2012,11.9256
11/7/2012,7.6376
11/8/2012,14.8758
11/9/2012,22.0138
11/10/2012,12.9341
11/11/2012,11.3301
11/12/2012,10.9233
11/13/2012,9.1525
11/14/2012,0
11/15/2012,9.5221
11/16/2012,7.111
11/17/2012,1.3526
11/18/2012,0
11/19/2012,0
11/20/2012,0.2182
11/21/2012,0.8662
11/22/2012,5.8484
11/23/2012,24.9555
11/24/2012,27.3869
11/25/2012,18.4569
11/26/2012,25.4019
11/27/2012,25.3065
11/28/2012,8.7811
11/29/2012,12.2868
11/30/2012,3.7899
12/1/2012,0
12/2/2012,0
12/3/2012,0
12/4/2012,0
12/5/2012,0
12/6/2012,2.0993
12/7/2012,0
12/8/2012,10.4963
12/9/2012,2.2075
12/10/2012,0
12/11/2012,0
12/12/2012,0
12/13/2012,0
12/14/2012,0
12/15/2012,12.6664
12/16/2012,22.6596
12/17/2012,69.0092
12/18/2012,36.4581
12/19/2012,33.7249
12/20/2012,9.0795
12/21/2012,8.8758
12/22/2012,26.4646
12/23/2012,9.4695
12/24/2012,3.462
12/25/2012,26.7001
12/26/2012,24.3906
12/27/2012,21.8176
12/28/2012,0.0053
12/29/2012,12.5788
12/30/2012,4.331
12/31/2012,6.656
1/1/2013,0.7482
1/2/2013,0.5808
1/3/2013,3.3602
1/4/2013,6.7728
1/5/2013,5.7954
1/6/2013,8.0311
1/7/2013,33.6528
1/8/2013,6.069
1/9/2013,0.7468
1/10/2013,33.5037
1/11/2013,8.4554
1/12/2013,0.0877
1/13/2013,4.4462
1/14/2013,0
1/15/2013,0
1/16/2013,0
1/17/2013,0
1/18/2013,0
1/19/2013,0
1/20/2013,0
1/21/2013,0
1/22/2013,0
1/23/2013,0.175
1/24/2013,9.4152
1/25/2013,0
1/26/2013,0
1/27/2013,0
1/28/2013,0
1/29/2013,0
1/30/2013,0
1/31/2013,0
2/1/2013,0
2/2/2013,0
2/3/2013,0
2/4/2013,7.6673
2/5/2013,0.3416
2/6/2013,20.7649
2/7/2013,28.652
2/8/2013,0.4535
2/9/2013,16.5032
2/10/2013,9.1982
2/11/2013,10.9365
2/12/2013,14.2484
2/13/2013,29.3762
2/14/2013,11.3213
2/15/2013,7.4965
2/16/2013,3.8951
2/17/2013,0.6985
2/18/2013,11.0935
2/19/2013,14.0879
2/20/2013,3.3073
2/21/2013,0.0545
2/22/2013,0
2/23/2013,0
2/24/2013,0
2/25/2013,0
2/26/2013,0
2/27/2013,0
2/28/2013,0
3/1/2013,0
3/2/2013,4.5265
3/3/2013,0.3146
3/4/2013,12.9177
3/5/2013,0
3/6/2013,12.244
3/7/2013,11.7385
3/8/2013,6.0411
3/9/2013,3.0294
3/10/2013,3.0747
3/11/2013,0
3/12/2013,0
3/13/2013,0
3/14/2013,0.0034
3/15/2013,15.7279
3/16/2013,1.2784
3/17/2013,14.4149
3/18/2013,7.4783
3/19/2013,5.4349
3/20/2013,0
3/21/2013,1.6925
3/22/2013,5.6648
3/23/2013,1.9696
3/24/2013,31.8739
3/25/2013,15.0078
3/26/2013,19.1608
3/27/2013,9.8617
3/28/2013,23.7994
3/29/2013,11.1646
3/30/2013,0
3/31/2013,0.6787
4/1/2013,0.0977
4/2/2013,6.8239
4/3/2013,0
4/4/2013,8.7873
4/5/2013,5.7203
4/6/2013,0
4/7/2013,0
4/8/2013,0
4/9/2013,17.7721
4/10/2013,15.0432
4/11/2013,0
4/12/2013,9.6821
4/13/2013,21.3474
4/14/2013,9.3109
4/15/2013,32.8508
4/16/2013,0.1118
4/17/2013,0
4/18/2013,0
4/19/2013,0
4/20/2013,0
4/21/2013,0
4/22/2013,7.5371
4/23/2013,8.6812
4/24/2013,12.286
4/25/2013,12.7591
4/26/2013,9.0417
4/27/2013,4.7473
4/28/2013,0.7787
4/29/2013,1.3314
4/30/2013,10.165
5/1/2013,14.4716
5/2/2013,10.3103
5/3/2013,32.357
5/4/2013,23.142
5/5/2013,16.3874
5/6/2013,42.2074
5/7/2013,4.6026
5/8/2013,19.9341
5/9/2013,0
5/10/2013,8.8014
5/11/2013,0.0367
5/12/2013,16.7538
5/13/2013,45.0124
5/14/2013,3.6387
5/15/2013,4.3409
5/16/2013,0
5/17/2013,11.4584
5/18/2013,3.4974
5/19/2013,11.0099
5/20/2013,24.7217
5/21/2013,0.3566
5/22/2013,0
5/23/2013,0
5/24/2013,0
5/25/2013,8.5558
5/26/2013,0
5/27/2013,6.6056
5/28/2013,5.2661
5/29/2013,0
5/30/2013,15.215
5/31/2013,64.342
6/1/2013,39.4971
6/2/2013,19.1774
6/3/2013,2.8334
6/4/2013,0
6/5/2013,24.9266
6/6/2013,15.4352
6/7/2013,0
6/8/2013,45.9525
6/9/2013,0
6/10/2013,0
6/11/2013,25.3078
6/12/2013,36.5653
6/13/2013,24.5449
6/14/2013,0.1232
6/15/2013,12.1437
6/16/2013,1.1882
6/17/2013,44.877
6/18/2013,48.9579
6/19/2013,19.1702
6/20/2013,0
6/21/2013,12.3531
6/22/2013,27.3075
6/23/2013,32.9798
6/24/2013,0
6/25/2013,0.6453
6/26/2013,0
6/27/2013,0
6/28/2013,10.1772
6/29/2013,14.1948
6/30/2013,16.5603
7/1/2013,5.292
7/2/2013,12.1248
7/3/2013,0
7/4/2013,0.7137
7/5/2013,19.1384
7/6/2013,13.8708
7/7/2013,7.2612
7/8/2013,0.1089
7/9/2013,20.1873
7/10/2013,24.3378
7/11/2013,0.0422
7/12/2013,0
7/13/2013,0
7/14/2013,0
7/15/2013,15.2688
7/16/2013,0
7/17/2013,0.2771
7/18/2013,34.5926
7/19/2013,0.1435
7/20/2013,7.5581
7/21/2013,27.7539
7/22/2013,14.4868
7/23/2013,0.8801
7/24/2013,45.973
7/25/2013,0.8673
7/26/2013,15.0818
7/27/2013,0
7/28/2013,0
7/29/2013,0.9409
7/30/2013,0
7/31/2013,0
8/1/2013,0
8/2/2013,3.8853
8/3/2013,10.8998
8/4/2013,31.6124
8/5/2013,0.1131
8/6/2013,0
8/7/2013,0
8/8/2013,6.5955
8/9/2013,8.6317
8/10/2013,12.2448
8/11/2013,0
8/12/2013,16.7673
8/13/2013,0.1694
8/14/2013,3.064
8/15/2013,0.5825
8/16/2013,0
8/17/2013,0
8/18/2013,0
8/19/2013,0
8/20/2013,0
8/21/2013,3.056
8/22/2013,0.0344
8/23/2013,0.1259
8/24/2013,0
8/25/2013,0
8/26/2013,1.053
8/27/2013,2.506
8/28/2013,9.3846
8/29/2013,20.4635
8/30/2013,20.722
8/31/2013,0
9/1/2013,11.5188
9/2/2013,8.0381
9/3/2013,0
9/4/2013,0
9/5/2013,16.9606
9/6/2013,43.5032
9/7/2013,56.9199
9/8/2013,5.2869
9/9/2013,0
9/10/2013,12.8587
9/11/2013,15.8936
9/12/2013,144.2473
9/13/2013,24.046
9/14/2013,7.7324
9/15/2013,0
9/16/2013,36.1578
9/17/2013,9.4124
9/18/2013,22.2108
9/19/2013,3.3271
9/20/2013,0
9/21/2013,0
9/22/2013,0
9/23/2013,0
9/24/2013,0
9/25/2013,0
9/26/2013,0
9/27/2013,0
9/28/2013,0
9/29/2013,0
9/30/2013,0
10/1/2013,0.4347
10/2/2013,0
10/3/2013,0
10/4/2013,0.5447
10/5/2013,0.4427
10/6/2013,0
10/7/2013,2.3667
10/8/2013,12.994
10/9/2013,2.3834
10/10/2013,15.7828
10/11/2013,10.7963
10/12/2013,0
10/13/2013,8.5416
10/14/2013,1.0959
10/15/2013,0
10/16/2013,36.2157
10/17/2013,46.5314
10/18/2013,58.9961
10/19/2013,36.8683
10/20/2013,11.9946
10/21/2013,0
10/22/2013,0
10/23/2013,0
10/24/2013,0
10/25/2013,0
10/26/2013,0
10/27/2013,10.3651
10/28/2013,17.9099
10/29/2013,9.2819
10/30/2013,24.9604
10/31/2013,18.1511
11/1/2013,6.6354
11/2/2013,10.2537
11/3/2013,7.4948
11/4/2013,8.2085
11/5/2013,7.8136
11/6/2013,15.1493
11/7/2013,6.5952
11/8/2013,6.5919
11/9/2013,21.3909
11/10/2013,13.1476
11/11/2013,9.9118
11/12/2013,5.0625
11/13/2013,5.9524
11/14/2013,0
11/15/2013,0
11/16/2013,16.4871
11/17/2013,16.8745
11/18/2013,13.7453
11/19/2013,29.1119
11/20/2013,7.0822
11/21/2013,7.4735
11/22/2013,17.6611
11/23/2013,21.6142
11/24/2013,13.4456
11/25/2013,14.8453
11/26/2013,9.6649
11/27/2013,9.4458
11/28/2013,2.6366
11/29/2013,7.0467
11/30/2013,21.1498
12/1/2013,9.9815
12/2/2013,5.0792
12/3/2013,4.6739
12/4/2013,8.4716
12/5/2013,7.3065
12/6/2013,0
12/7/2013,7.1214
12/8/2013,0.3804
12/9/2013,0
12/10/2013,0
12/11/2013,0.3001
12/12/2013,0
12/13/2013,0
12/14/2013,0.6503
12/15/2013,12.8158
12/16/2013,0.6285
12/17/2013,0.3621
12/18/2013,0
12/19/2013,0.4431
12/20/2013,5.1475
12/21/2013,0
12/22/2013,0
12/23/2013,0.0498
12/24/2013,0.1269
12/25/2013,6.6771
12/26/2013,0
12/27/2013,0.1842
12/28/2013,0.0459
12/29/2013,0
12/30/2013,0
12/31/2013,0
1/1/2014,0
1/2/2014,0.1228
1/3/2014,0.3719
