,"(deg C) Mean Dew Point Temperature (ERA5) at Monaragala, 2007-01-01 to 2025-12-31"
"2009-12-13",21.9593
"2009-12-14",22.5501
"2009-12-15",22.5651
"2009-12-16",22.0372
"2009-12-17",21.6321
"2009-12-18",22.2823
"2009-12-19",22.3374
"2009-12-20",21.8079
"2009-12-21",21.9733
"2009-12-22",21.4215
"2009-12-23",21.3935
"2009-12-24",21.7769
"2009-12-25",21.7378
"2009-12-26",21.9221
"2009-12-27",21.4527
"2009-12-28",21.6127
"2009-12-29",21.585
"2009-12-30",20.7797
"2009-12-31",19.9629
"2010-01-01",19.8221
"2010-01-02",20.5016
"2010-01-03",20.8314
"2010-01-04",19.846
"2010-01-05",18.4448
"2010-01-06",17.5943
"2010-01-07",19.762
"2010-01-08",21.4577
"2010-01-09",21.3816
"2010-01-10",21.1723
"2010-01-11",21.5168
"2010-01-12",21.3353
"2010-01-13",22.024
"2010-01-14",21.2229
"2010-01-15",19.4112
"2010-01-16",20.9542
"2010-01-17",21.3646
"2010-01-18",21.1607
"2010-01-19",20.5912
"2010-01-20",19.2525
"2010-01-21",18.6734
"2010-01-22",18.658
"2010-01-23",19.082
"2010-01-24",19.1771
"2010-01-25",19.047
"2010-01-26",19.701
"2010-01-27",21.4154
"2010-01-28",21.005
"2010-01-29",21.0811
"2010-01-30",20.6179
"2010-01-31",21.3562
"2010-02-01",21.8635
"2010-02-02",21.6764
"2010-02-03",20.6989
"2010-02-04",20.2769
"2010-02-05",20.1284
"2010-02-06",19.9081
"2010-02-07",19.0524
"2010-02-08",18.8304
"2010-02-09",20.8258
"2010-02-10",22.2884
"2010-02-11",21.8412
"2010-02-12",22.3656
"2010-02-13",22.5147
"2010-02-14",20.1088
"2010-02-15",19.3232
"2010-02-16",21.5343
"2010-02-17",22.3085
"2010-02-18",20.8827
"2010-02-19",20.4676
"2010-02-20",21.0069
"2010-02-21",20.2898
"2010-02-22",20.1139
"2010-02-23",18.9118
"2010-02-24",19.0836
"2010-02-25",20.2426
"2010-02-26",20.4801
"2010-02-27",18.6721
"2010-02-28",19.0121
"2010-03-01",18.8675
"2010-03-02",19.1033
"2010-03-03",20.2304
"2010-03-04",20.4796
"2010-03-05",19.8184
"2010-03-06",19.8223
"2010-03-07",21.2761
"2010-03-08",22.0091
"2010-03-09",20.3533
"2010-03-10",19.4411
"2010-03-11",19.9283
"2010-03-12",21.3052
"2010-03-13",21.7778
"2010-03-14",21.4738
"2010-03-15",20.3447
"2010-03-16",19.4139
"2010-03-17",19.3006
"2010-03-18",20.4179
"2010-03-19",21.1707
"2010-03-20",20.5957
"2010-03-21",20.7367
"2010-03-22",20.9566
"2010-03-23",21.2051
"2010-03-24",21.9469
"2010-03-25",22.015
"2010-03-26",21.8662
"2010-03-27",22.0984
"2010-03-28",22.6058
"2010-03-29",22.7739
"2010-03-30",22.5531
"2010-03-31",22.3485
"2010-04-01",22.7541
"2010-04-02",22.7513
"2010-04-03",22.1367
"2010-04-04",22.0203
"2010-04-05",21.7598
"2010-04-06",22.7247
"2010-04-07",22.7759
"2010-04-08",23.409
"2010-04-09",22.9199
"2010-04-10",22.5519
"2010-04-11",23.5033
"2010-04-12",23.6215
"2010-04-13",23.5773
"2010-04-14",22.9314
"2010-04-15",22.843
"2010-04-16",22.9173
"2010-04-17",22.5313
"2010-04-18",22.989
"2010-04-19",23.3285
"2010-04-20",23.5783
"2010-04-21",23.4952
"2010-04-22",23.6153
"2010-04-23",23.0973
"2010-04-24",22.799
"2010-04-25",23.2049
"2010-04-26",22.8631
"2010-04-27",22.7871
"2010-04-28",22.7903
"2010-04-29",23.0747
"2010-04-30",23.0762
"2010-05-01",23.1681
"2010-05-02",23.5191
"2010-05-03",23.379
"2010-05-04",23.4566
"2010-05-05",23.6681
"2010-05-06",23.5876
"2010-05-07",23.539
"2010-05-08",23.5487
"2010-05-09",23.6033
"2010-05-10",23.6282
"2010-05-11",23.847
"2010-05-12",24.1789
"2010-05-13",23.9572
"2010-05-14",23.2316
"2010-05-15",23.4526
"2010-05-16",23.5878
"2010-05-17",22.9094
"2010-05-18",22.6622
"2010-05-19",23.04
"2010-05-20",22.9001
"2010-05-21",22.8856
"2010-05-22",23.6095
"2010-05-23",23.5048
"2010-05-24",23.2632
"2010-05-25",23.1518
"2010-05-26",22.6586
"2010-05-27",23.1328
"2010-05-28",23.3122
"2010-05-29",23.3793
"2010-05-30",22.7935
"2010-05-31",22.4931
"2010-06-01",22.3951
"2010-06-02",22.3885
"2010-06-03",22.7813
"2010-06-04",22.5961
"2010-06-05",22.2904
"2010-06-06",21.7357
"2010-06-07",21.1121
"2010-06-08",20.8107
"2010-06-09",21.2703
"2010-06-10",21.9472
"2010-06-11",21.631
"2010-06-12",21.9871
"2010-06-13",22.4136
"2010-06-14",22.5903
"2010-06-15",22.5437
"2010-06-16",22.7231
"2010-06-17",22.8612
"2010-06-18",22.3755
"2010-06-19",22.5127
"2010-06-20",22.5126
"2010-06-21",22.7343
"2010-06-22",22.5026
"2010-06-23",22.0329
"2010-06-24",20.9983
"2010-06-25",20.7316
"2010-06-26",20.9365
"2010-06-27",21.7637
"2010-06-28",22.1668
"2010-06-29",21.5138
"2010-06-30",20.2012
"2010-07-01",20.6734
"2010-07-02",20.8868
"2010-07-03",20.744
"2010-07-04",20.8747
"2010-07-05",20.886
"2010-07-06",21.4202
"2010-07-07",22.0233
"2010-07-08",22.0131
"2010-07-09",22.0606
"2010-07-10",21.6805
"2010-07-11",21.9139
"2010-07-12",21.4449
"2010-07-13",21.0644
"2010-07-14",20.8525
"2010-07-15",21.3101
"2010-07-16",20.4535
"2010-07-17",20.227
"2010-07-18",20.9099
"2010-07-19",20.8605
"2010-07-20",20.2689
"2010-07-21",20.259
"2010-07-22",21.45
"2010-07-23",21.7302
"2010-07-24",19.3531
"2010-07-25",19.1666
"2010-07-26",18.8716
"2010-07-27",19.3281
"2010-07-28",19.6068
"2010-07-29",19.6431
"2010-07-30",19.348
"2010-07-31",18.8264
"2010-08-01",19.76
"2010-08-02",20.5187
"2010-08-03",19.7198
"2010-08-04",19.1116
"2010-08-05",19.3811
"2010-08-06",19.5922
"2010-08-07",19.9018
"2010-08-08",20.1728
"2010-08-09",20.3901
"2010-08-10",20.9883
"2010-08-11",21.3111
"2010-08-12",20.7182
"2010-08-13",21.6097
"2010-08-14",21.7792
"2010-08-15",21.4085
"2010-08-16",20.416
"2010-08-17",19.632
"2010-08-18",19.7295
"2010-08-19",21.4481
"2010-08-20",22.3182
"2010-08-21",20.7142
"2010-08-22",19.5878
"2010-08-23",20.1774
"2010-08-24",20.9596
"2010-08-25",19.5339
"2010-08-26",19.5236
"2010-08-27",20.1023
"2010-08-28",21.0978
"2010-08-29",21.4335
"2010-08-30",19.3411
"2010-08-31",18.8405
"2010-09-01",18.7689
"2010-09-02",20.0064
"2010-09-03",20.6139
"2010-09-04",19.7298
"2010-09-05",18.9051
"2010-09-06",19.5188
"2010-09-07",19.3032
"2010-09-08",19.6663
"2010-09-09",20.6917
"2010-09-10",21.2244
"2010-09-11",21.8341
"2010-09-12",21.8444
"2010-09-13",20.8316
"2010-09-14",19.9725
"2010-09-15",20.1751
"2010-09-16",19.5752
"2010-09-17",19.5592
"2010-09-18",20.2324
"2010-09-19",21.1708
"2010-09-20",21.5928
"2010-09-21",22.0807
"2010-09-22",22.3092
"2010-09-23",22.3177
"2010-09-24",21.624
"2010-09-25",22.0283
"2010-09-26",22.4222
"2010-09-27",22.4353
"2010-09-28",22.1369
"2010-09-29",21.8991
"2010-09-30",21.7464
"2010-10-01",22.3251
"2010-10-02",22.0236
"2010-10-03",21.2931
"2010-10-04",21.4032
"2010-10-05",21.3994
"2010-10-06",21.3455
"2010-10-07",21.888
"2010-10-08",22.2919
"2010-10-09",21.9097
"2010-10-10",21.2161
"2010-10-11",21.1588
"2010-10-12",20.1739
"2010-10-13",19.4539
"2010-10-14",18.8596
"2010-10-15",17.8464
"2010-10-16",19.1499
"2010-10-17",20.0133
"2010-10-18",20.7555
"2010-10-19",21.288
"2010-10-20",21.2051
"2010-10-21",20.7946
"2010-10-22",18.8136
"2010-10-23",18.2443
"2010-10-24",19.5598
"2010-10-25",20.2929
"2010-10-26",20.9812
"2010-10-27",21.6965
"2010-10-28",21.5964
"2010-10-29",21.6337
"2010-10-30",22.2347
"2010-10-31",22.4201
"2010-11-01",21.7839
"2010-11-02",21.1664
"2010-11-03",21.8621
"2010-11-04",21.6916
"2010-11-05",21.7382
"2010-11-06",21.109
"2010-11-07",21.9397
"2010-11-08",21.6313
"2010-11-09",21.7467
"2010-11-10",21.8766
"2010-11-11",21.6481
"2010-11-12",21.7272
"2010-11-13",22.448
"2010-11-14",22.2696
"2010-11-15",21.4477
"2010-11-16",20.9963
"2010-11-17",21.1211
"2010-11-18",21.5762
"2010-11-19",21.8752
"2010-11-20",21.5738
"2010-11-21",21.3489
"2010-11-22",21.4041
"2010-11-23",21.3313
"2010-11-24",21.8819
"2010-11-25",22.192
"2010-11-26",22.1689
"2010-11-27",21.9159
"2010-11-28",21.8101
"2010-11-29",21.83
"2010-11-30",21.7159
"2010-12-01",21.6954
"2010-12-02",21.5286
"2010-12-03",21.4243
"2010-12-04",21.5484
"2010-12-05",20.4387
"2010-12-06",21.2074
"2010-12-07",21.3906
"2010-12-08",21.15
"2010-12-09",20.7825
"2010-12-10",20.8401
"2010-12-11",20.926
"2010-12-12",20.6399
"2010-12-13",20.5406
"2010-12-14",21.0854
"2010-12-15",21.3718
"2010-12-16",20.7243
"2010-12-17",20.9967
"2010-12-18",20.7321
"2010-12-19",20.1251
"2010-12-20",21.0129
"2010-12-21",21.3329
"2010-12-22",21.1961
"2010-12-23",21.1919
"2010-12-24",21.2694
"2010-12-25",21.1098
"2010-12-26",20.7098
"2010-12-27",19.7966
"2010-12-28",20.7933
"2010-12-29",21.0518
"2010-12-30",21.0272
"2010-12-31",21.0698
"2011-01-01",21.23
"2011-01-02",21.2412
"2011-01-03",21.1467
"2011-01-04",21.091
"2011-01-05",21.2446
"2011-01-06",21.1334
"2011-01-07",21.6052
"2011-01-08",21.7137
"2011-01-09",19.8754
"2011-01-10",20.8255
"2011-01-11",20.2056
"2011-01-12",17.051
"2011-01-13",17.1187
"2011-01-14",20.853
"2011-01-15",21.42
"2011-01-16",20.8907
"2011-01-17",21.5259
"2011-01-18",20.841
"2011-01-19",18.1563
"2011-01-20",17.0683
"2011-01-21",17.6853
"2011-01-22",18.8151
"2011-01-23",18.819
"2011-01-24",19.4407
"2011-01-25",20.517
"2011-01-26",21.1152
"2011-01-27",21.2134
"2011-01-28",21.2637
"2011-01-29",21.11
"2011-01-30",21.6797
"2011-01-31",21.4122
"2011-02-01",20.7058
"2011-02-02",20.3528
"2011-02-03",21.3797
"2011-02-04",21.1173
"2011-02-05",21.5812
"2011-02-06",21.7866
"2011-02-07",21.4766
"2011-02-08",21.4385
"2011-02-09",21.3101
"2011-02-10",20.5542
"2011-02-11",19.2417
"2011-02-12",19.2151
"2011-02-13",19.1829
"2011-02-14",20.5034
"2011-02-15",21.4397
"2011-02-16",21.7151
"2011-02-17",21.5367
"2011-02-18",21.8242
"2011-02-19",21.3768
"2011-02-20",21.6176
"2011-02-21",21.873
"2011-02-22",20.434
"2011-02-23",19.6962
"2011-02-24",19.8172
"2011-02-25",20.2777
"2011-02-26",20.2649
"2011-02-27",19.869
"2011-02-28",21.1129
"2011-03-01",21.0734
"2011-03-02",21.1306
"2011-03-03",21.0818
"2011-03-04",21.3385
"2011-03-05",21.2291
"2011-03-06",20.6633
"2011-03-07",20.5692
"2011-03-08",18.8682
"2011-03-09",18.4151
"2011-03-10",17.0591
"2011-03-11",18.9267
"2011-03-12",21.4811
"2011-03-13",21.7897
"2011-03-14",21.6029
"2011-03-15",21.6044
"2011-03-16",21.5889
"2011-03-17",20.2442
"2011-03-18",20.5127
"2011-03-19",22.032
"2011-03-20",21.8804
"2011-03-21",22.0095
"2011-03-22",21.8655
"2011-03-23",21.6141
"2011-03-24",22.1092
"2011-03-25",21.4007
"2011-03-26",21.5804
"2011-03-27",22.2689
"2011-03-28",22.1163
"2011-03-29",21.4311
"2011-03-30",20.6779
"2011-03-31",19.1725
"2011-04-01",19.5742
"2011-04-02",19.6691
"2011-04-03",20.6421
"2011-04-04",19.6799
"2011-04-05",19.323
"2011-04-06",20.0172
"2011-04-07",21.1753
"2011-04-08",21.5992
"2011-04-09",21.8106
"2011-04-10",21.5274
"2011-04-11",21.8682
"2011-04-12",21.3262
"2011-04-13",21.4649
"2011-04-14",21.156
"2011-04-15",21.1352
"2011-04-16",21.6027
"2011-04-17",21.9758
"2011-04-18",21.8891
"2011-04-19",21.9455
"2011-04-20",22.1141
"2011-04-21",22.2048
"2011-04-22",22.5888
"2011-04-23",22.0212
"2011-04-24",22.481
"2011-04-25",22.6525
"2011-04-26",22.9381
"2011-04-27",22.7199
"2011-04-28",22.3671
"2011-04-29",22.7675
"2011-04-30",22.8984
"2011-05-01",23.2411
"2011-05-02",22.5221
"2011-05-03",22.4833
"2011-05-04",23.0443
"2011-05-05",23.3936
"2011-05-06",23.1334
"2011-05-07",22.3162
"2011-05-08",21.5135
"2011-05-09",21.4203
"2011-05-10",21.6961
"2011-05-11",22.1958
"2011-05-12",22.6689
"2011-05-13",22.9268
"2011-05-14",22.2606
"2011-05-15",22.2836
"2011-05-16",22.6032
"2011-05-17",21.9548
"2011-05-18",21.5081
"2011-05-19",21.9177
"2011-05-20",22.2388
"2011-05-21",22.5186
"2011-05-22",22.5231
"2011-05-23",22.7678
"2011-05-24",22.9512
"2011-05-25",23.1796
"2011-05-26",23.175
"2011-05-27",22.2871
"2011-05-28",21.7577
"2011-05-29",21.6656
"2011-05-30",21.8616
"2011-05-31",22.2033
"2011-06-01",21.399
"2011-06-02",20.7144
"2011-06-03",20.9429
"2011-06-04",21.8101
"2011-06-05",22.1674
"2011-06-06",22.2334
"2011-06-07",22.0716
"2011-06-08",21.3905
"2011-06-09",21.6183
"2011-06-10",21.3486
"2011-06-11",21.1003
"2011-06-12",21.4959
"2011-06-13",21.2654
"2011-06-14",20.339
"2011-06-15",20.0989
"2011-06-16",20.1275
"2011-06-17",20.0273
"2011-06-18",19.7049
"2011-06-19",18.7371
"2011-06-20",19.1474
"2011-06-21",19.5789
"2011-06-22",18.2629
"2011-06-23",18.9714
"2011-06-24",19.8756
"2011-06-25",19.9577
"2011-06-26",19.805
"2011-06-27",19.6883
"2011-06-28",18.9488
"2011-06-29",19.6636
"2011-06-30",19.156
"2011-07-01",19.3946
"2011-07-02",19.382
"2011-07-03",19.0291
"2011-07-04",19.4445
"2011-07-05",20.6248
"2011-07-06",20.2745
"2011-07-07",20.6864
"2011-07-08",21.3453
"2011-07-09",21.5911
"2011-07-10",20.4758
"2011-07-11",19.594
"2011-07-12",20.0344
"2011-07-13",19.9174
"2011-07-14",19.5873
"2011-07-15",19.6307
"2011-07-16",19.1534
"2011-07-17",20.0224
"2011-07-18",19.4901
"2011-07-19",19.5987
"2011-07-20",20.006
"2011-07-21",19.7104
"2011-07-22",19.7636
"2011-07-23",19.7879
"2011-07-24",20.4752
"2011-07-25",20.9551
"2011-07-26",20.5033
"2011-07-27",19.1784
"2011-07-28",19.9055
"2011-07-29",19.7022
"2011-07-30",19.467
"2011-07-31",18.464
"2011-08-01",18.2045
"2011-08-02",18.8642
"2011-08-03",20.0517
"2011-08-04",20.0559
"2011-08-05",20.9409
"2011-08-06",20.2547
"2011-08-07",19.6939
"2011-08-08",20.2758
"2011-08-09",20.9023
"2011-08-10",21.2472
"2011-08-11",20.6902
"2011-08-12",20.2918
"2011-08-13",20.6966
"2011-08-14",20.6059
"2011-08-15",21.3841
"2011-08-16",22.0113
"2011-08-17",21.8298
"2011-08-18",20.441
"2011-08-19",19.6346
"2011-08-20",20.5858
"2011-08-21",20.7694
"2011-08-22",21.4936
"2011-08-23",21.5404
"2011-08-24",20.8071
"2011-08-25",21.38
"2011-08-26",20.9612
"2011-08-27",18.7814
"2011-08-28",19.5196
"2011-08-29",19.2476
"2011-08-30",20.5721
"2011-08-31",20.6818
"2011-09-01",20.3402
"2011-09-02",21.2451
"2011-09-03",20.0059
"2011-09-04",20.407
"2011-09-05",21.2266
"2011-09-06",21.1917
"2011-09-07",20.7358
"2011-09-08",20.7127
"2011-09-09",21.2052
"2011-09-10",21.0858
"2011-09-11",20.9301
"2011-09-12",21.5108
"2011-09-13",20.9889
"2011-09-14",21.352
"2011-09-15",21.0714
"2011-09-16",20.9318
"2011-09-17",20.8474
"2011-09-18",20.287
"2011-09-19",19.7264
"2011-09-20",18.0232
"2011-09-21",20.4362
"2011-09-22",21.0455
"2011-09-23",19.6228
"2011-09-24",19.235
"2011-09-25",19.483
"2011-09-26",20.0893
"2011-09-27",19.9796
"2011-09-28",19.5019
"2011-09-29",19.8935
"2011-09-30",20.5946
"2011-10-01",20.9588
"2011-10-02",19.9564
"2011-10-03",20.4946
"2011-10-04",21.2905
"2011-10-05",21.3744
"2011-10-06",20.7685
"2011-10-07",19.9504
"2011-10-08",20.6073
"2011-10-09",20.9873
"2011-10-10",21.1677
"2011-10-11",21.11
"2011-10-12",21.6271
"2011-10-13",21.9435
"2011-10-14",22.5125
"2011-10-15",22.4509
"2011-10-16",21.5391
"2011-10-17",22.0598
"2011-10-18",22.3453
"2011-10-19",22.3411
"2011-10-20",22.3479
"2011-10-21",22.0081
"2011-10-22",22.2447
"2011-10-23",21.9875
"2011-10-24",21.9702
"2011-10-25",21.9218
"2011-10-26",22.038
"2011-10-27",21.9661
"2011-10-28",21.7573
"2011-10-29",21.9878
"2011-10-30",22.166
"2011-10-31",22.2278
"2011-11-01",21.7568
"2011-11-02",21.8213
"2011-11-03",22.0492
"2011-11-04",22.2614
"2011-11-05",22.0939
"2011-11-06",22.0802
"2011-11-07",21.7662
"2011-11-08",21.1587
"2011-11-09",20.4248
"2011-11-10",20.0295
"2011-11-11",20.0475
"2011-11-12",20.6706
"2011-11-13",21.2353
"2011-11-14",20.2744
"2011-11-15",20.8084
"2011-11-16",21.6019
"2011-11-17",21.9085
"2011-11-18",21.875
"2011-11-19",22.1387
"2011-11-20",22.0445
"2011-11-21",21.6518
"2011-11-22",21.5466
"2011-11-23",21.8922
"2011-11-24",22.0967
"2011-11-25",21.3226
"2011-11-26",21.7617
"2011-11-27",21.8566
"2011-11-28",21.8435
"2011-11-29",22.3659
"2011-11-30",21.8013
"2011-12-01",21.1433
"2011-12-02",21.5324
"2011-12-03",21.4355
"2011-12-04",21.3875
"2011-12-05",20.7894
"2011-12-06",21.1485
"2011-12-07",20.2205
"2011-12-08",20.5372
"2011-12-09",21.5494
"2011-12-10",21.3834
"2011-12-11",21.7897
"2011-12-12",22.053
"2011-12-13",21.727
"2011-12-14",20.8669
"2011-12-15",20.2054
"2011-12-16",20.5485
"2011-12-17",20.9867
"2011-12-18",22.0499
"2011-12-19",21.9917
"2011-12-20",21.2678
"2011-12-21",20.9714
"2011-12-22",20.8769
"2011-12-23",21.2336
"2011-12-24",21.1605
"2011-12-25",20.7636
"2011-12-26",20.3253
"2011-12-27",18.4029
"2011-12-28",16.4117
"2011-12-29",18.2629
"2011-12-30",20.1788
"2011-12-31",18.9
"2012-01-01",16.8407
"2012-01-02",18.2623
"2012-01-03",20.0047
"2012-01-04",21.845
"2012-01-05",21.5807
"2012-01-06",21.0068
"2012-01-07",21.5344
"2012-01-08",21.4068
"2012-01-09",21.3454
"2012-01-10",20.3877
"2012-01-11",20.3885
"2012-01-12",19.5891
"2012-01-13",18.5093
"2012-01-14",18.6348
"2012-01-15",16.8484
"2012-01-16",17.5363
"2012-01-17",18.4056
"2012-01-18",19.2659
"2012-01-19",19.9933
"2012-01-20",20.2715
"2012-01-21",19.7235
"2012-01-22",20.0408
"2012-01-23",19.1061
"2012-01-24",18.4469
"2012-01-25",19.0683
"2012-01-26",19.8306
"2012-01-27",20.2732
"2012-01-28",20.255
"2012-01-29",19.5008
"2012-01-30",19.2592
"2012-01-31",18.9441
"2012-02-01",19.1546
"2012-02-02",20.1947
"2012-02-03",21.4354
"2012-02-04",21.3881
"2012-02-05",21.3383
"2012-02-06",21.2795
"2012-02-07",21.4582
"2012-02-08",21.9284
"2012-02-09",21.8555
"2012-02-10",21.5947
"2012-02-11",19.311
"2012-02-12",19.8804
"2012-02-13",20.5434
"2012-02-14",21.2299
"2012-02-15",21.3975
"2012-02-16",21.7375
"2012-02-17",20.9966
"2012-02-18",19.3352
"2012-02-19",18.6585
"2012-02-20",18.7839
"2012-02-21",17.1472
"2012-02-22",17.3026
"2012-02-23",18.0152
"2012-02-24",17.2683
"2012-02-25",18.141
"2012-02-26",20.5415
"2012-02-27",21.6772
"2012-02-28",21.4737
"2012-02-29",21.9489
"2012-03-01",21.8355
"2012-03-02",21.5696
"2012-03-03",20.7966
"2012-03-04",21.0503
"2012-03-05",20.4369
"2012-03-06",20.6986
"2012-03-07",21.0854
"2012-03-08",19.4535
"2012-03-09",20.5108
"2012-03-10",20.4282
"2012-03-11",19.7154
"2012-03-12",20.4883
"2012-03-13",21.2998
"2012-03-14",21.7055
"2012-03-15",21.876
"2012-03-16",21.9159
"2012-03-17",21.5836
"2012-03-18",20.7255
"2012-03-19",19.6407
"2012-03-20",19.0529
"2012-03-21",19.124
"2012-03-22",19.3599
"2012-03-23",19.3395
"2012-03-24",17.8635
"2012-03-25",16.3847
"2012-03-26",18.7915
"2012-03-27",20.2118
"2012-03-28",20.7704
"2012-03-29",21.1269
"2012-03-30",21.9274
"2012-03-31",21.372
"2012-04-01",21.6475
"2012-04-02",21.3106
"2012-04-03",21.258
"2012-04-04",21.032
"2012-04-05",21.7556
"2012-04-06",21.9862
"2012-04-07",21.6991
"2012-04-08",21.2558
"2012-04-09",21.0862
"2012-04-10",21.5677
"2012-04-11",22.0886
"2012-04-12",22.0101
"2012-04-13",21.4057
"2012-04-14",21.8865
"2012-04-15",21.8102
"2012-04-16",22.142
"2012-04-17",22.5071
"2012-04-18",22.2903
"2012-04-19",22.2373
"2012-04-20",20.5731
"2012-04-21",20.8605
"2012-04-22",21.8361
"2012-04-23",22.455
"2012-04-24",22.4863
"2012-04-25",22.1927
"2012-04-26",22.2726
"2012-04-27",21.9606
"2012-04-28",22.1401
"2012-04-29",22.891
"2012-04-30",23.0474
"2012-05-01",21.2383
"2012-05-02",20.3602
"2012-05-03",19.2277
"2012-05-04",19.1733
"2012-05-05",20.2614
"2012-05-06",21.1218
"2012-05-07",21.6793
"2012-05-08",21.8887
"2012-05-09",22.1458
"2012-05-10",21.8465
"2012-05-11",21.6222
"2012-05-12",21.2009
"2012-05-13",20.8258
"2012-05-14",21.7744
"2012-05-15",20.3576
"2012-05-16",19.9043
"2012-05-17",19.7973
"2012-05-18",21.7163
"2012-05-19",23.6349
"2012-05-20",21.8575
"2012-05-21",21.9541
"2012-05-22",21.8914
"2012-05-23",21.1594
"2012-05-24",21.1999
"2012-05-25",21.4456
"2012-05-26",20.6108
"2012-05-27",21.4151
"2012-05-28",20.9931
"2012-05-29",20.9886
"2012-05-30",19.7829
"2012-05-31",20.2531
"2012-06-01",20.8758
"2012-06-02",21.2728
"2012-06-03",21.441
"2012-06-04",21.3056
"2012-06-05",20.9546
"2012-06-06",20.6875
"2012-06-07",20.1864
"2012-06-08",19.9771
"2012-06-09",19.5355
"2012-06-10",19.0346
"2012-06-11",19.1082
"2012-06-12",18.8965
"2012-06-13",19.971
"2012-06-14",20.6442
"2012-06-15",20.2432
"2012-06-16",19.3631
"2012-06-17",18.7559
"2012-06-18",18.6503
"2012-06-19",17.4282
"2012-06-20",19.0779
"2012-06-21",19.4001
"2012-06-22",18.9771
"2012-06-23",19.5008
"2012-06-24",20.1081
"2012-06-25",20.0141
"2012-06-26",20.0063
"2012-06-27",20.9891
"2012-06-28",20.3161
"2012-06-29",19.3958
"2012-06-30",19.1715
"2012-07-01",19.575
"2012-07-02",19.9368
"2012-07-03",19.6675
"2012-07-04",19.052
"2012-07-05",19.0596
"2012-07-06",19.4963
"2012-07-07",19.6401
"2012-07-08",19.8651
"2012-07-09",20.349
"2012-07-10",19.3337
"2012-07-11",17.5159
"2012-07-12",20.4541
"2012-07-13",21.3378
"2012-07-14",21.4005
"2012-07-15",21.7122
"2012-07-16",21.9278
"2012-07-17",21.1645
"2012-07-18",20.5252
"2012-07-19",18.6846
"2012-07-20",19.1509
"2012-07-21",19.4785
"2012-07-22",19.0064
"2012-07-23",19.84
"2012-07-24",20.0467
"2012-07-25",20.0572
"2012-07-26",19.4568
"2012-07-27",18.6573
"2012-07-28",18.4123
"2012-07-29",18.6345
"2012-07-30",18.3203
"2012-07-31",17.6893
"2012-08-01",18.5731
"2012-08-02",18.1693
"2012-08-03",18.927
"2012-08-04",18.8673
"2012-08-05",19.2967
"2012-08-06",19.3281
"2012-08-07",19.2325
"2012-08-08",18.5658
"2012-08-09",18.4226
"2012-08-10",19.6683
"2012-08-11",20.645
"2012-08-12",21.2545
"2012-08-13",21.5265
"2012-08-14",21.3857
"2012-08-15",21.0335
"2012-08-16",20.619
"2012-08-17",19.6699
"2012-08-18",19.5823
"2012-08-19",19.1261
"2012-08-20",18.7976
"2012-08-21",19.444
"2012-08-22",20.0043
"2012-08-23",20.5323
"2012-08-24",21.4368
"2012-08-25",21.0008
"2012-08-26",19.7334
"2012-08-27",19.6798
"2012-08-28",19.2545
"2012-08-29",20.6652
"2012-08-30",20.8066
"2012-08-31",20.9063
"2012-09-01",21.3395
"2012-09-02",21.4174
"2012-09-03",21.1504
"2012-09-04",20.3808
"2012-09-05",19.9023
"2012-09-06",21.1136
"2012-09-07",21.6413
"2012-09-08",21.8831
"2012-09-09",21.1809
"2012-09-10",20.0349
"2012-09-11",20.4707
"2012-09-12",20.3706
"2012-09-13",20.0159
"2012-09-14",20.0659
"2012-09-15",20.2466
"2012-09-16",21.1956
"2012-09-17",20.7879
"2012-09-18",19.4121
"2012-09-19",19.9123
"2012-09-20",21.409
"2012-09-21",21.7772
"2012-09-22",21.5351
"2012-09-23",21.5714
"2012-09-24",21.1818
"2012-09-25",20.5655
"2012-09-26",19.5219
"2012-09-27",19.7406
"2012-09-28",20.1925
"2012-09-29",19.788
"2012-09-30",18.9163
"2012-10-01",19.9596
"2012-10-02",18.6468
"2012-10-03",19.171
"2012-10-04",19.3808
"2012-10-05",19.2445
"2012-10-06",20.3443
"2012-10-07",20.6284
"2012-10-08",22.2089
"2012-10-09",22.1356
"2012-10-10",22.0782
"2012-10-11",22.0232
"2012-10-12",22.0008
"2012-10-13",21.9875
"2012-10-14",21.4057
"2012-10-15",21.3834
"2012-10-16",22.0048
"2012-10-17",21.7429
"2012-10-18",21.689
"2012-10-19",22.2111
"2012-10-20",22.1863
"2012-10-21",21.9832
"2012-10-22",21.7557
"2012-10-23",21.7533
"2012-10-24",22.2465
"2012-10-25",21.9768
"2012-10-26",22.0635
"2012-10-27",22.3022
"2012-10-28",22.2833
"2012-10-29",21.2473
"2012-10-30",21.2096
"2012-10-31",21.6709
"2012-11-01",21.5117
"2012-11-02",22.2044
"2012-11-03",21.8461
"2012-11-04",22.0787
"2012-11-05",21.5976
"2012-11-06",21.7834
"2012-11-07",22.2271
"2012-11-08",21.7967
"2012-11-09",21.876
"2012-11-10",21.876
"2012-11-11",21.1242
"2012-11-12",21.2685
"2012-11-13",21.8235
"2012-11-14",22.0088
"2012-11-15",22.2005
"2012-11-16",22.1064
"2012-11-17",21.806
"2012-11-18",21.8992
"2012-11-19",21.8206
"2012-11-20",21.6862
"2012-11-21",21.2454
"2012-11-22",22.1865
"2012-11-23",22.3315
"2012-11-24",22.1453
"2012-11-25",21.9449
"2012-11-26",22.346
"2012-11-27",21.9779
