,"(deg C) Mean Dew Point Temperature (ERA5) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2009-12-13",24.0935
"2009-12-14",24.313
"2009-12-15",23.8856
"2009-12-16",23.7509
"2009-12-17",23.6385
"2009-12-18",23.9735
"2009-12-19",23.8253
"2009-12-20",24.4376
"2009-12-21",24.268
"2009-12-22",23.9561
"2009-12-23",23.4273
"2009-12-24",23.0688
"2009-12-25",22.4997
"2009-12-26",23.3829
"2009-12-27",22.7517
"2009-12-28",22.1574
"2009-12-29",21.9445
"2009-12-30",21.7329
"2009-12-31",22.0009
"2010-01-01",21.8067
"2010-01-02",22.3047
"2010-01-03",21.9326
"2010-01-04",20.1651
"2010-01-05",19.2058
"2010-01-06",20.2918
"2010-01-07",21.5032
"2010-01-08",23.8082
"2010-01-09",24.2966
"2010-01-10",24.293
"2010-01-11",24.6724
"2010-01-12",24.4148
"2010-01-13",24.7499
"2010-01-14",23.9576
"2010-01-15",22.347
"2010-01-16",23.1346
"2010-01-17",22.3818
"2010-01-18",22.12
"2010-01-19",21.464
"2010-01-20",21.2471
"2010-01-21",20.4129
"2010-01-22",18.6908
"2010-01-23",19.0803
"2010-01-24",20.8474
"2010-01-25",22.2449
"2010-01-26",22.3073
"2010-01-27",23.3675
"2010-01-28",23.2685
"2010-01-29",21.8755
"2010-01-30",21.3267
"2010-01-31",21.771
"2010-02-01",21.8339
"2010-02-02",20.9587
"2010-02-03",20.484
"2010-02-04",20.1795
"2010-02-05",19.7164
"2010-02-06",20.116
"2010-02-07",20.3763
"2010-02-08",20.2052
"2010-02-09",21.1854
"2010-02-10",22.3352
"2010-02-11",22.4509
"2010-02-12",23.0126
"2010-02-13",23.3196
"2010-02-14",22.2403
"2010-02-15",22.0268
"2010-02-16",22.9971
"2010-02-17",23.7258
"2010-02-18",22.7933
"2010-02-19",22.7365
"2010-02-20",22.9433
"2010-02-21",23.2796
"2010-02-22",23.1396
"2010-02-23",23.1544
"2010-02-24",22.7304
"2010-02-25",23.3102
"2010-02-26",23.2555
"2010-02-27",22.9604
"2010-02-28",23.2001
"2010-03-01",22.295
"2010-03-02",20.8321
"2010-03-03",20.6094
"2010-03-04",22.9405
"2010-03-05",23.0536
"2010-03-06",23.4018
"2010-03-07",25.2259
"2010-03-08",24.8118
"2010-03-09",24.1698
"2010-03-10",23.7177
"2010-03-11",23.6897
"2010-03-12",23.1942
"2010-03-13",24.1063
"2010-03-14",24.0095
"2010-03-15",23.6974
"2010-03-16",23.676
"2010-03-17",23.5637
"2010-03-18",23.3653
"2010-03-19",24.2364
"2010-03-20",24.4775
"2010-03-21",24.2526
"2010-03-22",24.4955
"2010-03-23",24.1784
"2010-03-24",24.0058
"2010-03-25",24.0259
"2010-03-26",24.9347
"2010-03-27",24.9011
"2010-03-28",24.964
"2010-03-29",25.5245
"2010-03-30",25.256
"2010-03-31",25.6223
"2010-04-01",26.0487
"2010-04-02",26.0844
"2010-04-03",25.9345
"2010-04-04",24.6109
"2010-04-05",25.0608
"2010-04-06",25.2601
"2010-04-07",25.3323
"2010-04-08",26.1298
"2010-04-09",25.7429
"2010-04-10",25.3306
"2010-04-11",26.1515
"2010-04-12",26.3721
"2010-04-13",26.2051
"2010-04-14",26.1267
"2010-04-15",26.0727
"2010-04-16",25.3639
"2010-04-17",25.5637
"2010-04-18",25.726
"2010-04-19",26.219
"2010-04-20",26.4398
"2010-04-21",26.5747
"2010-04-22",26.0802
"2010-04-23",26.0255
"2010-04-24",26.0376
"2010-04-25",25.8249
"2010-04-26",25.4886
"2010-04-27",25.498
"2010-04-28",25.6791
"2010-04-29",25.6529
"2010-04-30",25.0526
"2010-05-01",25.2564
"2010-05-02",25.8657
"2010-05-03",25.9259
"2010-05-04",26.6298
"2010-05-05",26.4817
"2010-05-06",26.5368
"2010-05-07",26.3224
"2010-05-08",26.3872
"2010-05-09",26.3559
"2010-05-10",26.5789
"2010-05-11",26.8365
"2010-05-12",27.2643
"2010-05-13",27.1437
"2010-05-14",26.7889
"2010-05-15",26.6373
"2010-05-16",26.5617
"2010-05-17",26.3728
"2010-05-18",26.3747
"2010-05-19",26.2101
"2010-05-20",26.0025
"2010-05-21",26.1344
"2010-05-22",26.2529
"2010-05-23",26.1785
"2010-05-24",26.2161
"2010-05-25",26.1571
"2010-05-26",26.2359
"2010-05-27",26.2182
"2010-05-28",26.0876
"2010-05-29",26.1289
"2010-05-30",25.9315
"2010-05-31",25.902
"2010-06-01",26.0274
"2010-06-02",26.1737
"2010-06-03",26.4247
"2010-06-04",26.3754
"2010-06-05",26.1446
"2010-06-06",26.0524
"2010-06-07",25.7546
"2010-06-08",25.4192
"2010-06-09",25.3625
"2010-06-10",25.2083
"2010-06-11",25.2992
"2010-06-12",25.1484
"2010-06-13",25.1391
"2010-06-14",25.4886
"2010-06-15",25.3332
"2010-06-16",25.6974
"2010-06-17",25.4628
"2010-06-18",25.1206
"2010-06-19",25.2011
"2010-06-20",25.2597
"2010-06-21",25.4197
"2010-06-22",25.3746
"2010-06-23",25.2017
"2010-06-24",24.198
"2010-06-25",24.6803
"2010-06-26",25.228
"2010-06-27",25.3943
"2010-06-28",25.4835
"2010-06-29",25.2615
"2010-06-30",24.6162
"2010-07-01",24.4072
"2010-07-02",24.6758
"2010-07-03",24.9316
"2010-07-04",25.2914
"2010-07-05",25.3106
"2010-07-06",25.0428
"2010-07-07",24.6475
"2010-07-08",24.6661
"2010-07-09",24.8792
"2010-07-10",24.809
"2010-07-11",24.991
"2010-07-12",24.8355
"2010-07-13",24.528
"2010-07-14",24.8595
"2010-07-15",25.0319
"2010-07-16",24.8141
"2010-07-17",24.8079
"2010-07-18",25.2031
"2010-07-19",25.0081
"2010-07-20",24.9579
"2010-07-21",24.8461
"2010-07-22",25.3127
"2010-07-23",24.8274
"2010-07-24",24.484
"2010-07-25",24.6179
"2010-07-26",24.6016
"2010-07-27",24.8451
"2010-07-28",24.8452
"2010-07-29",24.6686
"2010-07-30",24.77
"2010-07-31",24.5202
"2010-08-01",24.6672
"2010-08-02",24.84
"2010-08-03",24.8131
"2010-08-04",24.595
"2010-08-05",24.7928
"2010-08-06",24.7871
"2010-08-07",24.8675
"2010-08-08",25.0005
"2010-08-09",24.9446
"2010-08-10",24.8403
"2010-08-11",24.3018
"2010-08-12",24.6246
"2010-08-13",24.7544
"2010-08-14",24.9383
"2010-08-15",24.365
"2010-08-16",24.4928
"2010-08-17",24.3541
"2010-08-18",24.4793
"2010-08-19",24.4716
"2010-08-20",24.1461
"2010-08-21",23.9264
"2010-08-22",24.6624
"2010-08-23",24.7023
"2010-08-24",25.1724
"2010-08-25",24.6506
"2010-08-26",24.4767
"2010-08-27",24.5806
"2010-08-28",24.6838
"2010-08-29",24.8175
"2010-08-30",24.0729
"2010-08-31",24.1359
"2010-09-01",24.4479
"2010-09-02",24.5625
"2010-09-03",24.8242
"2010-09-04",24.8846
"2010-09-05",24.3809
"2010-09-06",24.4928
"2010-09-07",24.6927
"2010-09-08",24.7653
"2010-09-09",24.7273
"2010-09-10",24.8593
"2010-09-11",24.7145
"2010-09-12",24.9016
"2010-09-13",25.1018
"2010-09-14",24.7201
"2010-09-15",24.7239
"2010-09-16",24.9783
"2010-09-17",25.0373
"2010-09-18",24.8766
"2010-09-19",25.1996
"2010-09-20",24.962
"2010-09-21",24.3745
"2010-09-22",24.7845
"2010-09-23",24.9551
"2010-09-24",24.6309
"2010-09-25",24.744
"2010-09-26",24.5848
"2010-09-27",24.512
"2010-09-28",24.1108
"2010-09-29",24.2679
"2010-09-30",24.1542
"2010-10-01",24.3703
"2010-10-02",24.4358
"2010-10-03",24.6291
"2010-10-04",24.7786
"2010-10-05",25.2593
"2010-10-06",25.107
"2010-10-07",25.2897
"2010-10-08",25.0645
"2010-10-09",25.2195
"2010-10-10",25.2394
"2010-10-11",24.8572
"2010-10-12",24.9915
"2010-10-13",24.987
"2010-10-14",24.9679
"2010-10-15",24.4972
"2010-10-16",24.5626
"2010-10-17",24.3751
"2010-10-18",24.725
"2010-10-19",25.1234
"2010-10-20",24.6874
"2010-10-21",24.7449
"2010-10-22",24.2509
"2010-10-23",24.0172
"2010-10-24",24.9698
"2010-10-25",24.158
"2010-10-26",24.3754
"2010-10-27",24.3705
"2010-10-28",23.9482
"2010-10-29",24.0869
"2010-10-30",24.0247
"2010-10-31",24.43
"2010-11-01",24.8609
"2010-11-02",24.6657
"2010-11-03",24.6078
"2010-11-04",24.2648
"2010-11-05",24.4716
"2010-11-06",24.2522
"2010-11-07",24.6646
"2010-11-08",24.7507
"2010-11-09",24.4786
"2010-11-10",23.9802
"2010-11-11",23.6386
"2010-11-12",24.5039
"2010-11-13",24.7612
"2010-11-14",24.2076
"2010-11-15",24.5775
"2010-11-16",24.1911
"2010-11-17",23.8265
"2010-11-18",24.1537
"2010-11-19",24.2262
"2010-11-20",24.0536
"2010-11-21",24.0037
"2010-11-22",24.1938
"2010-11-23",23.9828
"2010-11-24",24.3238
"2010-11-25",24.1968
"2010-11-26",24.0954
"2010-11-27",24.1689
"2010-11-28",24.0269
"2010-11-29",24.1382
"2010-11-30",24.3007
"2010-12-01",24.0097
"2010-12-02",24.08
"2010-12-03",23.7019
"2010-12-04",23.7032
"2010-12-05",22.1549
"2010-12-06",21.606
"2010-12-07",23.5109
"2010-12-08",23.671
"2010-12-09",24.0276
"2010-12-10",24.3536
"2010-12-11",24.5181
"2010-12-12",24.2764
"2010-12-13",24.0381
"2010-12-14",23.7145
"2010-12-15",23.9345
"2010-12-16",23.6192
"2010-12-17",23.5135
"2010-12-18",22.282
"2010-12-19",22.5459
"2010-12-20",23.7836
"2010-12-21",23.1584
"2010-12-22",21.2663
"2010-12-23",20.9968
"2010-12-24",22.4984
"2010-12-25",22.0114
"2010-12-26",21.5395
"2010-12-27",22.1045
"2010-12-28",22.8814
"2010-12-29",23.3721
"2010-12-30",22.7401
"2010-12-31",23.0575
"2011-01-01",23.5013
"2011-01-02",23.7884
"2011-01-03",22.4079
"2011-01-04",22.5007
"2011-01-05",22.3645
"2011-01-06",22.396
"2011-01-07",23.3483
"2011-01-08",23.4828
"2011-01-09",23.0772
"2011-01-10",23.4426
"2011-01-11",22.5222
"2011-01-12",20.9893
"2011-01-13",20.3463
"2011-01-14",22.0174
"2011-01-15",23.1845
"2011-01-16",22.8287
"2011-01-17",22.4466
"2011-01-18",21.4664
"2011-01-19",20.6226
"2011-01-20",20.5685
"2011-01-21",20.7814
"2011-01-22",20.2853
"2011-01-23",20.2416
"2011-01-24",20.2377
"2011-01-25",21.2513
"2011-01-26",22.5745
"2011-01-27",22.4466
"2011-01-28",22.754
"2011-01-29",22.995
"2011-01-30",23.5787
"2011-01-31",23.191
"2011-02-01",23.0916
"2011-02-02",22.4224
"2011-02-03",22.3863
"2011-02-04",22.2425
"2011-02-05",22.747
"2011-02-06",23.4378
"2011-02-07",23.0138
"2011-02-08",22.957
"2011-02-09",21.9539
"2011-02-10",21.0801
"2011-02-11",20.9041
"2011-02-12",20.5846
"2011-02-13",20.449
"2011-02-14",21.2345
"2011-02-15",22.9237
"2011-02-16",23.6404
"2011-02-17",23.721
"2011-02-18",24.109
"2011-02-19",23.8022
"2011-02-20",24.4699
"2011-02-21",24.602
"2011-02-22",24.196
"2011-02-23",23.4709
"2011-02-24",23.1132
"2011-02-25",22.099
"2011-02-26",21.6332
"2011-02-27",22.1719
"2011-02-28",23.5512
"2011-03-01",22.5417
"2011-03-02",21.8408
"2011-03-03",22.575
"2011-03-04",23.4554
"2011-03-05",23.2181
"2011-03-06",23.5424
"2011-03-07",23.0152
"2011-03-08",23.15
"2011-03-09",22.8649
"2011-03-10",22.6611
"2011-03-11",22.6373
"2011-03-12",24.6153
"2011-03-13",24.4058
"2011-03-14",24.2651
"2011-03-15",24.1761
"2011-03-16",24.3825
"2011-03-17",22.8101
"2011-03-18",22.3627
"2011-03-19",23.7413
"2011-03-20",24.2732
"2011-03-21",24.7304
"2011-03-22",24.7299
"2011-03-23",24.2945
"2011-03-24",24.6633
"2011-03-25",24.2933
"2011-03-26",23.5333
"2011-03-27",23.6886
"2011-03-28",24.048
"2011-03-29",24.1812
"2011-03-30",23.6204
"2011-03-31",24.3325
"2011-04-01",25.0875
"2011-04-02",25.2241
"2011-04-03",25.3008
"2011-04-04",24.8809
"2011-04-05",24.3315
"2011-04-06",23.6115
"2011-04-07",23.7215
"2011-04-08",25.0973
"2011-04-09",24.4563
"2011-04-10",24.8337
"2011-04-11",25.003
"2011-04-12",24.488
"2011-04-13",24.3907
"2011-04-14",24.3519
"2011-04-15",24.5953
"2011-04-16",24.308
"2011-04-17",24.4643
"2011-04-18",24.6958
"2011-04-19",24.8468
"2011-04-20",24.6943
"2011-04-21",24.4353
"2011-04-22",24.8522
"2011-04-23",24.7953
"2011-04-24",25.1631
"2011-04-25",24.4404
"2011-04-26",24.7395
"2011-04-27",25.2027
"2011-04-28",26.0587
"2011-04-29",26.2682
"2011-04-30",26.2172
"2011-05-01",26.2148
"2011-05-02",26.4145
"2011-05-03",26.1681
"2011-05-04",26.4658
"2011-05-05",26.7409
"2011-05-06",26.9022
"2011-05-07",26.4395
"2011-05-08",25.6662
"2011-05-09",24.1527
"2011-05-10",24.4257
"2011-05-11",24.3104
"2011-05-12",24.7439
"2011-05-13",23.7013
"2011-05-14",23.5634
"2011-05-15",24.6364
"2011-05-16",25.2818
"2011-05-17",25.1448
"2011-05-18",24.8838
"2011-05-19",25.1819
"2011-05-20",25.2491
"2011-05-21",25.5033
"2011-05-22",25.6081
"2011-05-23",25.431
"2011-05-24",25.9789
"2011-05-25",26.2129
"2011-05-26",26.203
"2011-05-27",26.1281
"2011-05-28",25.8354
"2011-05-29",25.8855
"2011-05-30",25.6988
"2011-05-31",25.6223
"2011-06-01",25.207
"2011-06-02",24.5995
"2011-06-03",25.2601
"2011-06-04",25.5869
"2011-06-05",25.645
"2011-06-06",25.6032
"2011-06-07",25.6372
"2011-06-08",25.3313
"2011-06-09",25.1247
"2011-06-10",25.0809
"2011-06-11",24.9873
"2011-06-12",25.3278
"2011-06-13",25.4358
"2011-06-14",25.0431
"2011-06-15",24.998
"2011-06-16",25.0355
"2011-06-17",24.8562
"2011-06-18",24.802
"2011-06-19",24.8061
"2011-06-20",24.4612
"2011-06-21",24.5536
"2011-06-22",24.7913
"2011-06-23",24.833
"2011-06-24",25.0646
"2011-06-25",25.1531
"2011-06-26",24.7817
"2011-06-27",24.9835
"2011-06-28",24.696
"2011-06-29",24.8511
"2011-06-30",24.8822
"2011-07-01",24.9357
"2011-07-02",24.8646
"2011-07-03",25.0008
"2011-07-04",25.1154
"2011-07-05",25.0119
"2011-07-06",24.7322
"2011-07-07",25.3959
"2011-07-08",25.5898
"2011-07-09",25.4295
"2011-07-10",25.5443
"2011-07-11",24.9577
"2011-07-12",24.9052
"2011-07-13",25.0026
"2011-07-14",24.8621
"2011-07-15",24.4201
"2011-07-16",24.189
"2011-07-17",24.5505
"2011-07-18",24.4102
"2011-07-19",24.5725
"2011-07-20",24.8401
"2011-07-21",24.9076
"2011-07-22",24.588
"2011-07-23",24.7109
"2011-07-24",25.0459
"2011-07-25",25.0053
"2011-07-26",24.8574
"2011-07-27",24.8224
"2011-07-28",24.9262
"2011-07-29",24.5378
"2011-07-30",24.2974
"2011-07-31",24.562
"2011-08-01",24.7214
"2011-08-02",24.5454
"2011-08-03",24.6514
"2011-08-04",24.6992
"2011-08-05",24.698
"2011-08-06",24.9985
"2011-08-07",24.8961
"2011-08-08",24.6972
"2011-08-09",24.9038
"2011-08-10",25.0264
"2011-08-11",24.9945
"2011-08-12",25.0877
"2011-08-13",24.964
"2011-08-14",25.0117
"2011-08-15",24.9116
"2011-08-16",24.9965
"2011-08-17",24.7669
"2011-08-18",24.4853
"2011-08-19",24.4553
"2011-08-20",24.791
"2011-08-21",24.7985
"2011-08-22",24.8005
"2011-08-23",24.4453
"2011-08-24",24.2576
"2011-08-25",24.3861
"2011-08-26",24.597
"2011-08-27",24.3979
"2011-08-28",24.288
"2011-08-29",24.1475
"2011-08-30",24.6076
"2011-08-31",24.5243
"2011-09-01",24.5529
"2011-09-02",24.796
"2011-09-03",24.263
"2011-09-04",24.4795
"2011-09-05",24.855
"2011-09-06",24.942
"2011-09-07",24.6598
"2011-09-08",24.7773
"2011-09-09",24.9274
"2011-09-10",24.9884
"2011-09-11",24.8545
"2011-09-12",24.8106
"2011-09-13",24.7741
"2011-09-14",24.6815
"2011-09-15",24.84
"2011-09-16",24.8026
"2011-09-17",24.6396
"2011-09-18",24.5569
"2011-09-19",24.1545
"2011-09-20",24.3952
"2011-09-21",24.8667
"2011-09-22",24.8375
"2011-09-23",24.4582
"2011-09-24",24.5287
"2011-09-25",24.4429
"2011-09-26",24.5087
"2011-09-27",24.7178
"2011-09-28",24.6229
"2011-09-29",24.5579
"2011-09-30",24.902
"2011-10-01",25.0701
"2011-10-02",25.0701
"2011-10-03",24.8116
"2011-10-04",25.1188
"2011-10-05",25.2529
"2011-10-06",24.4798
"2011-10-07",24.7566
"2011-10-08",24.4105
"2011-10-09",24.7815
"2011-10-10",24.6924
"2011-10-11",24.4518
"2011-10-12",24.2628
"2011-10-13",24.7099
"2011-10-14",24.8303
"2011-10-15",24.9403
"2011-10-16",24.9105
"2011-10-17",24.9862
"2011-10-18",24.9741
"2011-10-19",25.1565
"2011-10-20",25.1332
"2011-10-21",24.3767
"2011-10-22",24.3208
"2011-10-23",24.3876
"2011-10-24",24.2637
"2011-10-25",24.1666
"2011-10-26",24.3558
"2011-10-27",24.6582
"2011-10-28",24.5299
"2011-10-29",24.2642
"2011-10-30",24.4336
"2011-10-31",24.6505
"2011-11-01",24.2096
"2011-11-02",24.5601
"2011-11-03",24.1865
"2011-11-04",24.6868
"2011-11-05",24.5893
"2011-11-06",24.313
"2011-11-07",24.0917
"2011-11-08",21.9831
"2011-11-09",21.4061
"2011-11-10",22.174
"2011-11-11",23.7937
"2011-11-12",24.2597
"2011-11-13",24.4781
"2011-11-14",24.0975
"2011-11-15",24.454
"2011-11-16",23.9875
"2011-11-17",24.4091
"2011-11-18",24.3784
"2011-11-19",24.9304
"2011-11-20",23.9679
"2011-11-21",24.1644
"2011-11-22",23.915
"2011-11-23",24.2208
"2011-11-24",24.2376
"2011-11-25",24.0347
"2011-11-26",24.1388
"2011-11-27",24.279
"2011-11-28",24.2858
"2011-11-29",24.3618
"2011-11-30",24.5551
"2011-12-01",24.315
"2011-12-02",23.5315
"2011-12-03",22.8038
"2011-12-04",22.443
"2011-12-05",22.932
"2011-12-06",22.6225
"2011-12-07",21.208
"2011-12-08",22.8496
"2011-12-09",24.1963
"2011-12-10",24.3504
"2011-12-11",24.3264
"2011-12-12",24.3842
"2011-12-13",24.1515
"2011-12-14",24.1728
"2011-12-15",23.7431
"2011-12-16",21.9864
"2011-12-17",22.244
"2011-12-18",23.6546
"2011-12-19",23.7809
"2011-12-20",23.2383
"2011-12-21",21.763
"2011-12-22",21.7348
"2011-12-23",22.156
"2011-12-24",21.8166
"2011-12-25",20.7046
"2011-12-26",21.1459
"2011-12-27",20.873
"2011-12-28",21.9663
"2011-12-29",22.8542
"2011-12-30",23.3348
"2011-12-31",22.2588
"2012-01-01",23.5415
"2012-01-02",24.0574
"2012-01-03",24.0291
"2012-01-04",24.7262
"2012-01-05",24.5765
"2012-01-06",23.8044
"2012-01-07",23.5877
"2012-01-08",24.2443
"2012-01-09",24.4607
"2012-01-10",22.9694
"2012-01-11",22.1751
"2012-01-12",21.5414
"2012-01-13",21.8632
"2012-01-14",20.4006
"2012-01-15",18.2501
"2012-01-16",18.5304
"2012-01-17",19.0724
"2012-01-18",19.5774
"2012-01-19",19.9795
"2012-01-20",20.7073
"2012-01-21",20.3639
"2012-01-22",19.9312
"2012-01-23",19.1948
"2012-01-24",19.3978
"2012-01-25",18.8599
"2012-01-26",20.7693
"2012-01-27",22.1701
"2012-01-28",21.5553
"2012-01-29",20.3296
"2012-01-30",19.8631
"2012-01-31",21.3924
"2012-02-01",20.6755
"2012-02-02",21.478
"2012-02-03",21.3033
"2012-02-04",21.881
"2012-02-05",22.6132
"2012-02-06",23.3443
"2012-02-07",23.5465
"2012-02-08",23.6504
"2012-02-09",24.1321
"2012-02-10",24.2881
"2012-02-11",23.168
"2012-02-12",22.2198
"2012-02-13",22.5026
"2012-02-14",22.6063
"2012-02-15",22.952
"2012-02-16",23.1907
"2012-02-17",22.6826
"2012-02-18",21.3732
"2012-02-19",22.3052
"2012-02-20",22.5272
"2012-02-21",22.5282
"2012-02-22",21.604
"2012-02-23",21.3202
"2012-02-24",21.4651
"2012-02-25",21.6452
"2012-02-26",21.994
"2012-02-27",22.3647
"2012-02-28",23.9586
"2012-02-29",24.6212
"2012-03-01",24.785
"2012-03-02",24.5478
"2012-03-03",24.9289
"2012-03-04",25.0196
"2012-03-05",23.822
"2012-03-06",22.8838
"2012-03-07",22.0225
"2012-03-08",24.4286
"2012-03-09",24.7878
"2012-03-10",23.5184
"2012-03-11",22.9858
"2012-03-12",24.1966
"2012-03-13",24.004
"2012-03-14",23.9478
"2012-03-15",24.7983
"2012-03-16",24.9653
"2012-03-17",24.4095
"2012-03-18",23.6298
"2012-03-19",24.4116
"2012-03-20",24.1487
"2012-03-21",24.2622
"2012-03-22",23.8897
"2012-03-23",23.0326
"2012-03-24",21.1475
"2012-03-25",21.7904
"2012-03-26",22.7059
"2012-03-27",23.4337
"2012-03-28",23.4726
"2012-03-29",23.6297
"2012-03-30",24.6513
"2012-03-31",24.3878
"2012-04-01",24.5531
"2012-04-02",24.0267
"2012-04-03",23.5141
"2012-04-04",23.8276
"2012-04-05",24.6471
"2012-04-06",24.3282
"2012-04-07",24.919
"2012-04-08",24.3803
"2012-04-09",24.3675
"2012-04-10",24.5195
"2012-04-11",24.9541
"2012-04-12",24.5445
"2012-04-13",24.8213
"2012-04-14",24.9064
"2012-04-15",24.6601
"2012-04-16",24.8045
"2012-04-17",25.4014
"2012-04-18",25.6042
"2012-04-19",25.4534
"2012-04-20",23.9287
"2012-04-21",25.3046
"2012-04-22",25.0746
"2012-04-23",25.5156
"2012-04-24",25.0088
"2012-04-25",24.8701
"2012-04-26",24.8822
"2012-04-27",25.1663
"2012-04-28",25.0635
"2012-04-29",25.6484
"2012-04-30",25.7477
"2012-05-01",24.9791
"2012-05-02",24.557
"2012-05-03",24.47
"2012-05-04",24.9372
"2012-05-05",25.099
"2012-05-06",25.7436
"2012-05-07",25.2845
"2012-05-08",24.9686
"2012-05-09",25.0302
"2012-05-10",25.3044
"2012-05-11",25.3351
"2012-05-12",25.2217
"2012-05-13",25.3486
"2012-05-14",25.4941
"2012-05-15",25.0848
"2012-05-16",25.1928
"2012-05-17",25.7176
"2012-05-18",26.0991
"2012-05-19",25.3682
"2012-05-20",26.0227
"2012-05-21",25.9056
"2012-05-22",25.813
"2012-05-23",25.8238
"2012-05-24",25.6715
"2012-05-25",25.6554
"2012-05-26",25.1974
"2012-05-27",25.27
"2012-05-28",25.348
"2012-05-29",25.4976
"2012-05-30",25.3776
"2012-05-31",25.2482
"2012-06-01",25.4507
"2012-06-02",25.7504
"2012-06-03",25.9142
"2012-06-04",25.4913
"2012-06-05",25.3666
"2012-06-06",25.3267
"2012-06-07",25.0744
"2012-06-08",25.0819
"2012-06-09",25.238
"2012-06-10",24.8265
"2012-06-11",24.8304
"2012-06-12",24.6887
"2012-06-13",24.6739
"2012-06-14",24.5646
"2012-06-15",24.8827
"2012-06-16",24.7663
"2012-06-17",24.4177
"2012-06-18",24.0956
"2012-06-19",24.0929
"2012-06-20",24.2862
"2012-06-21",24.6068
"2012-06-22",24.5407
"2012-06-23",24.7277
"2012-06-24",24.6385
"2012-06-25",24.3937
"2012-06-26",24.5509
"2012-06-27",24.5114
"2012-06-28",24.559
"2012-06-29",24.1173
"2012-06-30",24.3313
"2012-07-01",24.589
"2012-07-02",24.3513
"2012-07-03",24.1854
"2012-07-04",24.2756
"2012-07-05",24.6572
"2012-07-06",24.7928
"2012-07-07",24.8565
"2012-07-08",24.9509
"2012-07-09",25.1993
"2012-07-10",24.7696
"2012-07-11",24.1518
"2012-07-12",23.8714
"2012-07-13",24.5651
"2012-07-14",24.8824
"2012-07-15",25.0041
"2012-07-16",24.8474
"2012-07-17",24.7949
"2012-07-18",25.0787
"2012-07-19",24.7369
"2012-07-20",24.6899
"2012-07-21",24.6625
"2012-07-22",24.4639
"2012-07-23",24.6858
"2012-07-24",24.8036
"2012-07-25",24.9961
"2012-07-26",24.4659
"2012-07-27",24.1619
"2012-07-28",24.3392
"2012-07-29",24.411
"2012-07-30",24.4133
"2012-07-31",24.3159
"2012-08-01",23.6862
"2012-08-02",23.4967
"2012-08-03",24.2806
"2012-08-04",24.3582
"2012-08-05",24.6667
"2012-08-06",24.3842
"2012-08-07",24.0915
"2012-08-08",23.98
"2012-08-09",24.0655
"2012-08-10",24.2962
"2012-08-11",24.4043
"2012-08-12",24.404
"2012-08-13",24.3973
"2012-08-14",24.6621
"2012-08-15",24.7525
"2012-08-16",24.7801
"2012-08-17",24.3325
"2012-08-18",24.1922
"2012-08-19",24.365
"2012-08-20",24.2009
"2012-08-21",23.918
"2012-08-22",23.9337
"2012-08-23",24.1484
"2012-08-24",24.3302
"2012-08-25",24.6846
"2012-08-26",24.3783
"2012-08-27",24.0382
"2012-08-28",24.1333
"2012-08-29",24.4793
"2012-08-30",24.53
"2012-08-31",24.4055
"2012-09-01",24.575
"2012-09-02",24.9957
"2012-09-03",25.1095
"2012-09-04",24.6407
"2012-09-05",24.3274
"2012-09-06",24.573
"2012-09-07",24.8328
"2012-09-08",25.1558
"2012-09-09",24.8174
"2012-09-10",24.6579
"2012-09-11",24.6296
"2012-09-12",24.5384
"2012-09-13",24.5409
"2012-09-14",24.2353
"2012-09-15",24.7064
"2012-09-16",25.0586
"2012-09-17",24.8571
"2012-09-18",24.6128
"2012-09-19",24.3728
"2012-09-20",23.9589
"2012-09-21",24.2619
"2012-09-22",24.4068
"2012-09-23",24.2091
"2012-09-24",24.0944
"2012-09-25",22.9966
"2012-09-26",23.7241
"2012-09-27",24.2582
"2012-09-28",24.3601
"2012-09-29",25.0685
"2012-09-30",24.0126
"2012-10-01",23.3395
"2012-10-02",23.5458
"2012-10-03",23.9722
"2012-10-04",23.5331
"2012-10-05",24.1258
"2012-10-06",25.0699
"2012-10-07",24.0054
"2012-10-08",24.3992
"2012-10-09",24.518
"2012-10-10",24.5274
"2012-10-11",25.0608
"2012-10-12",24.2576
"2012-10-13",24.3627
"2012-10-14",24.2664
"2012-10-15",24.2026
"2012-10-16",23.8591
"2012-10-17",24.2104
"2012-10-18",24.0949
"2012-10-19",24.1817
"2012-10-20",24.184
"2012-10-21",24.3544
"2012-10-22",24.2303
"2012-10-23",24.4146
"2012-10-24",24.5184
"2012-10-25",24.7093
"2012-10-26",24.9459
"2012-10-27",24.6695
"2012-10-28",24.4773
"2012-10-29",24.0334
"2012-10-30",23.5028
"2012-10-31",23.3991
"2012-11-01",24.0118
"2012-11-02",24.485
"2012-11-03",24.5868
"2012-11-04",24.9708
"2012-11-05",24.4274
"2012-11-06",24.1951
"2012-11-07",24.3458
"2012-11-08",24.1222
"2012-11-09",24.7214
"2012-11-10",24.2802
"2012-11-11",23.2858
"2012-11-12",23.9415
"2012-11-13",24.2968
"2012-11-14",23.7044
"2012-11-15",22.7032
"2012-11-16",21.7387
"2012-11-17",21.6963
"2012-11-18",21.9333
"2012-11-19",22.0036
"2012-11-20",23.2164
"2012-11-21",24.3779
"2012-11-22",24.7735
"2012-11-23",24.4523
"2012-11-24",24.1689
"2012-11-25",24.2886
"2012-11-26",23.748
"2012-11-27",22.7066
"2012-11-28",21.4844
