,"(deg C) Mean Dew Point Temperature (ERA5) at Gampaha, 2007-01-01 to 2025-12-31"
"2009-12-14",24.2726
"2009-12-15",24.1854
"2009-12-16",24.0259
"2009-12-17",24.0121
"2009-12-18",24.254
"2009-12-19",24.1601
"2009-12-20",23.7161
"2009-12-21",23.9477
"2009-12-22",23.8679
"2009-12-23",23.6352
"2009-12-24",23.6403
"2009-12-25",23.6635
"2009-12-26",23.7951
"2009-12-27",23.5832
"2009-12-28",23.5785
"2009-12-29",23.4516
"2009-12-30",22.9718
"2009-12-31",21.7494
"2010-01-01",21.6456
"2010-01-02",22.2772
"2010-01-03",22.4911
"2010-01-04",20.9775
"2010-01-05",19.2757
"2010-01-06",19.0582
"2010-01-07",21.0605
"2010-01-08",23.2624
"2010-01-09",23.8693
"2010-01-10",23.9384
"2010-01-11",23.8583
"2010-01-12",24.1191
"2010-01-13",24.0388
"2010-01-14",23.7486
"2010-01-15",21.2404
"2010-01-16",22.638
"2010-01-17",22.7523
"2010-01-18",22.7493
"2010-01-19",21.7631
"2010-01-20",21.2024
"2010-01-21",20.2389
"2010-01-22",19.6202
"2010-01-23",19.342
"2010-01-24",20.112
"2010-01-25",20.4607
"2010-01-26",20.8082
"2010-01-27",22.7028
"2010-01-28",22.3288
"2010-01-29",21.8081
"2010-01-30",21.3428
"2010-01-31",22.448
"2010-02-01",22.7205
"2010-02-02",22.5121
"2010-02-03",21.6291
"2010-02-04",21.2149
"2010-02-05",20.574
"2010-02-06",20.2837
"2010-02-07",19.7714
"2010-02-08",19.6663
"2010-02-09",21.0844
"2010-02-10",22.7143
"2010-02-11",22.9658
"2010-02-12",23.2142
"2010-02-13",23.5974
"2010-02-14",22.0582
"2010-02-15",20.6549
"2010-02-16",22.8223
"2010-02-17",24.0173
"2010-02-18",23.2153
"2010-02-19",23.098
"2010-02-20",24.0145
"2010-02-21",21.6324
"2010-02-22",21.4632
"2010-02-23",21.9996
"2010-02-24",23.2661
"2010-02-25",22.5944
"2010-02-26",22.8338
"2010-02-27",20.8863
"2010-02-28",22.4463
"2010-03-01",21.7654
"2010-03-02",20.9694
"2010-03-03",20.4421
"2010-03-04",22.9213
"2010-03-05",22.4204
"2010-03-06",22.4437
"2010-03-07",24.6958
"2010-03-08",24.7013
"2010-03-09",24.054
"2010-03-10",21.8083
"2010-03-11",21.6456
"2010-03-12",23.4768
"2010-03-13",23.5634
"2010-03-14",23.5976
"2010-03-15",24.5653
"2010-03-16",24.4125
"2010-03-17",22.8059
"2010-03-18",22.2332
"2010-03-19",23.1692
"2010-03-20",23.3632
"2010-03-21",24.5215
"2010-03-22",24.2751
"2010-03-23",24.6512
"2010-03-24",24.9676
"2010-03-25",24.5218
"2010-03-26",24.6947
"2010-03-27",24.4956
"2010-03-28",24.7999
"2010-03-29",24.9468
"2010-03-30",24.5607
"2010-03-31",24.9058
"2010-04-01",25.5703
"2010-04-02",25.7892
"2010-04-03",25.4288
"2010-04-04",24.8314
"2010-04-05",24.4635
"2010-04-06",24.8948
"2010-04-07",24.7762
"2010-04-08",25.3961
"2010-04-09",25.2813
"2010-04-10",25.109
"2010-04-11",25.8363
"2010-04-12",26.0999
"2010-04-13",26.3939
"2010-04-14",25.5272
"2010-04-15",25.8435
"2010-04-16",25.1351
"2010-04-17",25.1868
"2010-04-18",25.2613
"2010-04-19",25.632
"2010-04-20",26.303
"2010-04-21",26.0796
"2010-04-22",25.8037
"2010-04-23",25.4737
"2010-04-24",24.7729
"2010-04-25",25.3747
"2010-04-26",25.0788
"2010-04-27",25.1437
"2010-04-28",25.3484
"2010-04-29",25.1843
"2010-04-30",24.8925
"2010-05-01",25.435
"2010-05-02",25.6907
"2010-05-03",25.9484
"2010-05-04",26.3666
"2010-05-05",26.2558
"2010-05-06",26.2923
"2010-05-07",25.9601
"2010-05-08",25.6749
"2010-05-09",25.5363
"2010-05-10",25.875
"2010-05-11",26.1616
"2010-05-12",26.5648
"2010-05-13",26.9099
"2010-05-14",25.7378
"2010-05-15",26.2467
"2010-05-16",26.0576
"2010-05-17",25.2403
"2010-05-18",25.3848
"2010-05-19",25.6831
"2010-05-20",25.154
"2010-05-21",25.0097
"2010-05-22",25.7492
"2010-05-23",25.5231
"2010-05-24",25.4197
"2010-05-25",25.6533
"2010-05-26",25.9761
"2010-05-27",25.6918
"2010-05-28",25.7925
"2010-05-29",25.525
"2010-05-30",25.671
"2010-05-31",25.7642
"2010-06-01",25.9426
"2010-06-02",26.2282
"2010-06-03",26.4521
"2010-06-04",26.2718
"2010-06-05",25.7131
"2010-06-06",25.0071
"2010-06-07",24.812
"2010-06-08",24.7371
"2010-06-09",24.9623
"2010-06-10",24.8614
"2010-06-11",24.6732
"2010-06-12",24.818
"2010-06-13",24.8179
"2010-06-14",24.9149
"2010-06-15",25.2147
"2010-06-16",25.2904
"2010-06-17",25.1135
"2010-06-18",24.6678
"2010-06-19",24.9284
"2010-06-20",24.7083
"2010-06-21",25.1789
"2010-06-22",25.1503
"2010-06-23",24.7358
"2010-06-24",24.499
"2010-06-25",24.5758
"2010-06-26",25.372
"2010-06-27",25.3074
"2010-06-28",24.7276
"2010-06-29",24.9397
"2010-06-30",24.2156
"2010-07-01",24.3533
"2010-07-02",24.9397
"2010-07-03",24.9787
"2010-07-04",24.8567
"2010-07-05",24.716
"2010-07-06",24.6774
"2010-07-07",24.7413
"2010-07-08",24.6513
"2010-07-09",24.4098
"2010-07-10",24.2212
"2010-07-11",24.6762
"2010-07-12",24.3018
"2010-07-13",24.399
"2010-07-14",24.6301
"2010-07-15",24.7705
"2010-07-16",23.9757
"2010-07-17",24.6054
"2010-07-18",24.8375
"2010-07-19",24.7565
"2010-07-20",24.6898
"2010-07-21",24.8548
"2010-07-22",25.1145
"2010-07-23",24.5828
"2010-07-24",24.3938
"2010-07-25",24.7801
"2010-07-26",24.6889
"2010-07-27",24.5021
"2010-07-28",24.6849
"2010-07-29",24.5937
"2010-07-30",24.6565
"2010-07-31",24.5273
"2010-08-01",24.7131
"2010-08-02",24.8318
"2010-08-03",24.7252
"2010-08-04",24.8947
"2010-08-05",24.8771
"2010-08-06",24.7332
"2010-08-07",24.9879
"2010-08-08",24.9237
"2010-08-09",25.0171
"2010-08-10",25.0298
"2010-08-11",24.9066
"2010-08-12",24.5406
"2010-08-13",24.6357
"2010-08-14",24.6678
"2010-08-15",24.2148
"2010-08-16",23.953
"2010-08-17",23.7711
"2010-08-18",24.1208
"2010-08-19",24.0449
"2010-08-20",24.6085
"2010-08-21",24.0074
"2010-08-22",23.9642
"2010-08-23",24.0906
"2010-08-24",24.2189
"2010-08-25",24.2046
"2010-08-26",23.8633
"2010-08-27",23.6523
"2010-08-28",24.146
"2010-08-29",24.0937
"2010-08-30",23.3811
"2010-08-31",23.5695
"2010-09-01",24.0116
"2010-09-02",24.3348
"2010-09-03",24.4043
"2010-09-04",24.3916
"2010-09-05",24.6154
"2010-09-06",24.8641
"2010-09-07",24.7847
"2010-09-08",24.6513
"2010-09-09",24.7971
"2010-09-10",24.64
"2010-09-11",24.6152
"2010-09-12",24.8377
"2010-09-13",24.5844
"2010-09-14",24.5878
"2010-09-15",24.5888
"2010-09-16",24.8244
"2010-09-17",24.8658
"2010-09-18",24.4491
"2010-09-19",24.6793
"2010-09-20",24.806
"2010-09-21",24.2928
"2010-09-22",24.3279
"2010-09-23",24.2501
"2010-09-24",23.8399
"2010-09-25",24.1121
"2010-09-26",24.5587
"2010-09-27",24.3698
"2010-09-28",23.8449
"2010-09-29",23.3636
"2010-09-30",23.6281
"2010-10-01",24.0183
"2010-10-02",24.0011
"2010-10-03",23.8607
"2010-10-04",24.4935
"2010-10-05",24.7227
"2010-10-06",24.6326
"2010-10-07",24.8223
"2010-10-08",24.7597
"2010-10-09",24.4744
"2010-10-10",24.6869
"2010-10-11",24.8185
"2010-10-12",24.6092
"2010-10-13",23.6045
"2010-10-14",23.6619
"2010-10-15",23.3663
"2010-10-16",23.9459
"2010-10-17",24.2343
"2010-10-18",24.6465
"2010-10-19",24.5409
"2010-10-20",23.7705
"2010-10-21",23.8045
"2010-10-22",23.6273
"2010-10-23",23.3564
"2010-10-24",24.7005
"2010-10-25",24.5677
"2010-10-26",24.2331
"2010-10-27",24.2307
"2010-10-28",23.9297
"2010-10-29",23.9328
"2010-10-30",24.1218
"2010-10-31",24.2585
"2010-11-01",24.5527
"2010-11-02",23.7186
"2010-11-03",24.2442
"2010-11-04",24.0285
"2010-11-05",23.8318
"2010-11-06",24.151
"2010-11-07",24.5004
"2010-11-08",24.2572
"2010-11-09",23.983
"2010-11-10",23.7339
"2010-11-11",23.5319
"2010-11-12",24.4675
"2010-11-13",24.3188
"2010-11-14",23.8859
"2010-11-15",23.7285
"2010-11-16",24.0992
"2010-11-17",23.6915
"2010-11-18",23.7332
"2010-11-19",24.0381
"2010-11-20",23.7542
"2010-11-21",23.3623
"2010-11-22",23.489
"2010-11-23",23.7101
"2010-11-24",24.0858
"2010-11-25",23.8125
"2010-11-26",23.8709
"2010-11-27",24.1154
"2010-11-28",23.8034
"2010-11-29",23.928
"2010-11-30",23.7927
"2010-12-01",23.5188
"2010-12-02",23.6994
"2010-12-03",23.5523
"2010-12-04",23.5976
"2010-12-05",22.3053
"2010-12-06",23.6879
"2010-12-07",23.7862
"2010-12-08",23.5514
"2010-12-09",22.9168
"2010-12-10",23.8447
"2010-12-11",23.832
"2010-12-12",23.4375
"2010-12-13",22.3839
"2010-12-14",23.0501
"2010-12-15",23.1363
"2010-12-16",23.3786
"2010-12-17",23.0099
"2010-12-18",22.7289
"2010-12-19",21.7047
"2010-12-20",22.9665
"2010-12-21",23.6339
"2010-12-22",22.6771
"2010-12-23",22.4158
"2010-12-24",22.0046
"2010-12-25",22.9681
"2010-12-26",22.4704
"2010-12-27",21.6513
"2010-12-28",22.7768
"2010-12-29",23.1044
"2010-12-30",22.9571
"2010-12-31",23.0266
"2011-01-01",23.2925
"2011-01-02",23.3527
"2011-01-03",22.4215
"2011-01-04",22.3722
"2011-01-05",22.6263
"2011-01-06",22.1428
"2011-01-07",23.3156
"2011-01-08",23.4624
"2011-01-09",22.3209
"2011-01-10",23.0594
"2011-01-11",22.4322
"2011-01-12",20.6082
"2011-01-13",19.2155
"2011-01-14",22.145
"2011-01-15",23.6655
"2011-01-16",23.5194
"2011-01-17",23.4708
"2011-01-18",22.6619
"2011-01-19",20.857
"2011-01-20",19.8827
"2011-01-21",20.1429
"2011-01-22",20.7046
"2011-01-23",20.5793
"2011-01-24",20.8325
"2011-01-25",21.8636
"2011-01-26",22.6038
"2011-01-27",22.9134
"2011-01-28",22.9476
"2011-01-29",22.5656
"2011-01-30",23.3305
"2011-01-31",23.0733
"2011-02-01",22.3629
"2011-02-02",22.2264
"2011-02-03",22.476
"2011-02-04",22.382
"2011-02-05",23.2204
"2011-02-06",23.671
"2011-02-07",23.0784
"2011-02-08",23.1397
"2011-02-09",22.837
"2011-02-10",21.598
"2011-02-11",20.9389
"2011-02-12",20.7813
"2011-02-13",20.8563
"2011-02-14",22.6366
"2011-02-15",23.2925
"2011-02-16",23.4793
"2011-02-17",23.4969
"2011-02-18",23.6084
"2011-02-19",24.0724
"2011-02-20",23.9986
"2011-02-21",23.8158
"2011-02-22",23.4719
"2011-02-23",21.9584
"2011-02-24",22.3404
"2011-02-25",22.8355
"2011-02-26",22.665
"2011-02-27",22.2034
"2011-02-28",23.0639
"2011-03-01",22.6686
"2011-03-02",22.5472
"2011-03-03",23.2847
"2011-03-04",23.6252
"2011-03-05",23.5836
"2011-03-06",23.6442
"2011-03-07",23.8418
"2011-03-08",23.2731
"2011-03-09",23.654
"2011-03-10",23.2112
"2011-03-11",22.2757
"2011-03-12",22.8947
"2011-03-13",23.8647
"2011-03-14",23.6774
"2011-03-15",23.4215
"2011-03-16",23.1531
"2011-03-17",21.177
"2011-03-18",21.6968
"2011-03-19",23.3827
"2011-03-20",23.7309
"2011-03-21",24.1768
"2011-03-22",24.5511
"2011-03-23",24.6316
"2011-03-24",24.7054
"2011-03-25",24.6479
"2011-03-26",24.7392
"2011-03-27",24.7498
"2011-03-28",24.6844
"2011-03-29",24.4042
"2011-03-30",24.1923
"2011-03-31",24.0891
"2011-04-01",24.4698
"2011-04-02",24.4472
"2011-04-03",24.2381
"2011-04-04",24.5854
"2011-04-05",24.2398
"2011-04-06",23.8045
"2011-04-07",23.2941
"2011-04-08",24.206
"2011-04-09",24.2584
"2011-04-10",23.827
"2011-04-11",23.8508
"2011-04-12",23.5278
"2011-04-13",24.1307
"2011-04-14",23.7317
"2011-04-15",24.6225
"2011-04-16",24.3334
"2011-04-17",24.0309
"2011-04-18",24.1406
"2011-04-19",24.3775
"2011-04-20",24.1389
"2011-04-21",24.3213
"2011-04-22",24.6711
"2011-04-23",24.088
"2011-04-24",24.8016
"2011-04-25",24.6019
"2011-04-26",25.3343
"2011-04-27",25.0803
"2011-04-28",24.9563
"2011-04-29",25.8878
"2011-04-30",25.7757
"2011-05-01",25.5639
"2011-05-02",25.2871
"2011-05-03",25.5034
"2011-05-04",26.1449
"2011-05-05",26.1469
"2011-05-06",25.8862
"2011-05-07",25.7683
"2011-05-08",25.5485
"2011-05-09",25.1653
"2011-05-10",25.4351
"2011-05-11",25.2575
"2011-05-12",25.5558
"2011-05-13",24.8062
"2011-05-14",24.5072
"2011-05-15",25.4267
"2011-05-16",25.5371
"2011-05-17",24.7241
"2011-05-18",24.6103
"2011-05-19",25.232
"2011-05-20",25.3432
"2011-05-21",25.0796
"2011-05-22",25.2974
"2011-05-23",25.1067
"2011-05-24",25.8297
"2011-05-25",25.5524
"2011-05-26",25.5366
"2011-05-27",25.2373
"2011-05-28",25.097
"2011-05-29",25.2838
"2011-05-30",25.1941
"2011-05-31",25.1708
"2011-06-01",24.7757
"2011-06-02",24.6448
"2011-06-03",25.2407
"2011-06-04",25.539
"2011-06-05",25.405
"2011-06-06",25.1022
"2011-06-07",25.5975
"2011-06-08",25.589
"2011-06-09",25.2978
"2011-06-10",25.2438
"2011-06-11",25.0872
"2011-06-12",25.4839
"2011-06-13",25.0872
"2011-06-14",24.5695
"2011-06-15",25.1213
"2011-06-16",25.2578
"2011-06-17",25.3663
"2011-06-18",25.0683
"2011-06-19",24.7177
"2011-06-20",25.3852
"2011-06-21",24.8087
"2011-06-22",24.5486
"2011-06-23",25.0552
"2011-06-24",25.0838
"2011-06-25",25.2034
"2011-06-26",25.0372
"2011-06-27",25.2694
"2011-06-28",24.7757
"2011-06-29",24.9613
"2011-06-30",24.531
"2011-07-01",24.7707
"2011-07-02",24.9582
"2011-07-03",25.0747
"2011-07-04",24.8641
"2011-07-05",24.6482
"2011-07-06",24.4786
"2011-07-07",24.9321
"2011-07-08",25.1448
"2011-07-09",25.2021
"2011-07-10",24.926
"2011-07-11",24.5818
"2011-07-12",24.1439
"2011-07-13",24.4734
"2011-07-14",24.6818
"2011-07-15",24.5777
"2011-07-16",23.7412
"2011-07-17",24.2302
"2011-07-18",24.1586
"2011-07-19",24.2621
"2011-07-20",24.7329
"2011-07-21",24.4542
"2011-07-22",24.4557
"2011-07-23",24.6174
"2011-07-24",25.0836
"2011-07-25",24.664
"2011-07-26",24.5294
"2011-07-27",24.3918
"2011-07-28",24.4346
"2011-07-29",24.5083
"2011-07-30",24.7612
"2011-07-31",24.6887
"2011-08-01",24.6107
"2011-08-02",24.493
"2011-08-03",24.34
"2011-08-04",24.7065
"2011-08-05",24.4319
"2011-08-06",24.6734
"2011-08-07",24.2713
"2011-08-08",24.7869
"2011-08-09",24.5508
"2011-08-10",24.4718
"2011-08-11",24.5182
"2011-08-12",24.4093
"2011-08-13",24.7408
"2011-08-14",24.4889
"2011-08-15",24.9128
"2011-08-16",24.4817
"2011-08-17",24.3688
"2011-08-18",24.052
"2011-08-19",24.1994
"2011-08-20",24.5705
"2011-08-21",24.5073
"2011-08-22",24.3251
"2011-08-23",24.3769
"2011-08-24",24.1065
"2011-08-25",24.2863
"2011-08-26",24.5232
"2011-08-27",24.0771
"2011-08-28",24.5461
"2011-08-29",24.0785
"2011-08-30",24.4632
"2011-08-31",24.3889
"2011-09-01",24.5146
"2011-09-02",24.3135
"2011-09-03",24.5143
"2011-09-04",24.6426
"2011-09-05",24.6763
"2011-09-06",24.8609
"2011-09-07",24.6686
"2011-09-08",24.9251
"2011-09-09",24.5951
"2011-09-10",24.3682
"2011-09-11",24.4588
"2011-09-12",24.5059
"2011-09-13",24.2119
"2011-09-14",24.4118
"2011-09-15",24.5711
"2011-09-16",25.0382
"2011-09-17",24.6818
"2011-09-18",24.4507
"2011-09-19",24.4855
"2011-09-20",23.8597
"2011-09-21",24.5033
"2011-09-22",24.4911
"2011-09-23",24.0259
"2011-09-24",23.9118
"2011-09-25",24.025
"2011-09-26",24.2114
"2011-09-27",24.2765
"2011-09-28",23.9766
"2011-09-29",24.2913
"2011-09-30",25.0389
"2011-10-01",25.0017
"2011-10-02",24.6062
"2011-10-03",24.7498
"2011-10-04",25.2011
"2011-10-05",24.8606
"2011-10-06",23.8719
"2011-10-07",24.6874
"2011-10-08",24.3205
"2011-10-09",24.3092
"2011-10-10",24.0733
"2011-10-11",24.5682
"2011-10-12",24.8288
"2011-10-13",25.0653
"2011-10-14",24.9534
"2011-10-15",24.7035
"2011-10-16",24.6426
"2011-10-17",24.7169
"2011-10-18",24.521
"2011-10-19",24.4427
"2011-10-20",24.5247
"2011-10-21",24.1619
"2011-10-22",24.1782
"2011-10-23",23.9104
"2011-10-24",23.8088
"2011-10-25",23.9728
"2011-10-26",23.879
"2011-10-27",24.08
"2011-10-28",24.0776
"2011-10-29",24.0965
"2011-10-30",23.9627
"2011-10-31",24.2475
"2011-11-01",23.9835
"2011-11-02",24.022
"2011-11-03",23.9973
"2011-11-04",24.5642
"2011-11-05",24.6513
"2011-11-06",24.0957
"2011-11-07",23.9761
"2011-11-08",23.0566
"2011-11-09",21.5466
"2011-11-10",20.9021
"2011-11-11",21.8656
"2011-11-12",23.14
"2011-11-13",23.7545
"2011-11-14",22.8807
"2011-11-15",23.1539
"2011-11-16",23.9473
"2011-11-17",24.1197
"2011-11-18",24.1711
"2011-11-19",24.1187
"2011-11-20",23.9253
"2011-11-21",23.7241
"2011-11-22",23.1739
"2011-11-23",23.5035
"2011-11-24",23.9606
"2011-11-25",23.5626
"2011-11-26",24.0385
"2011-11-27",23.7538
"2011-11-28",23.8098
"2011-11-29",24.3495
"2011-11-30",24.2453
"2011-12-01",23.788
"2011-12-02",24.0629
"2011-12-03",23.2686
"2011-12-04",23.5077
"2011-12-05",22.5457
"2011-12-06",22.9683
"2011-12-07",21.3855
"2011-12-08",22.4651
"2011-12-09",23.7248
"2011-12-10",23.7006
"2011-12-11",23.961
"2011-12-12",23.9962
"2011-12-13",23.861
"2011-12-14",23.505
"2011-12-15",22.1148
"2011-12-16",22.1818
"2011-12-17",22.5972
"2011-12-18",23.7007
"2011-12-19",23.7794
"2011-12-20",23.4528
"2011-12-21",22.2017
"2011-12-22",22.223
"2011-12-23",23.0392
"2011-12-24",22.5545
"2011-12-25",21.6584
"2011-12-26",21.8144
"2011-12-27",20.1676
"2011-12-28",21.1839
"2011-12-29",22.7951
"2011-12-30",22.13
"2011-12-31",21.8716
"2012-01-01",22.091
"2012-01-02",22.3295
"2012-01-03",22.3867
"2012-01-04",24.0056
"2012-01-05",24.1338
"2012-01-06",23.1631
"2012-01-07",23.3958
"2012-01-08",23.8928
"2012-01-09",23.7708
"2012-01-10",23.5456
"2012-01-11",22.7478
"2012-01-12",21.4279
"2012-01-13",20.6762
"2012-01-14",20.2349
"2012-01-15",18.2426
"2012-01-16",18.7845
"2012-01-17",20.0022
"2012-01-18",20.5531
"2012-01-19",20.9183
"2012-01-20",21.7888
"2012-01-21",21.3727
"2012-01-22",21.4105
"2012-01-23",19.9748
"2012-01-24",19.5576
"2012-01-25",19.6361
"2012-01-26",20.0419
"2012-01-27",21.559
"2012-01-28",21.0619
"2012-01-29",20.0851
"2012-01-30",19.3323
"2012-01-31",19.5606
"2012-02-01",19.8774
"2012-02-02",21.1638
"2012-02-03",22.1016
"2012-02-04",22.3503
"2012-02-05",22.6333
"2012-02-06",22.9376
"2012-02-07",22.9255
"2012-02-08",23.5816
"2012-02-09",23.9388
"2012-02-10",23.9866
"2012-02-11",21.9818
"2012-02-12",21.4284
"2012-02-13",22.0246
"2012-02-14",23.2493
"2012-02-15",23.792
"2012-02-16",24.0169
"2012-02-17",23.7524
"2012-02-18",21.2789
"2012-02-19",21.1814
"2012-02-20",21.9208
"2012-02-21",20.388
"2012-02-22",19.6004
"2012-02-23",19.8282
"2012-02-24",19.8642
"2012-02-25",19.9694
"2012-02-26",22.2447
"2012-02-27",23.4967
"2012-02-28",24.0111
"2012-02-29",24.2758
"2012-03-01",24.7629
"2012-03-02",24.7089
"2012-03-03",24.4769
"2012-03-04",24.3737
"2012-03-05",23.8943
"2012-03-06",24.1436
"2012-03-07",24.0419
"2012-03-08",24.0058
"2012-03-09",24.2274
"2012-03-10",24.1331
"2012-03-11",23.8202
"2012-03-12",23.8763
"2012-03-13",23.9632
"2012-03-14",23.9216
"2012-03-15",24.1315
"2012-03-16",24.0748
"2012-03-17",23.8724
"2012-03-18",24.0348
"2012-03-19",23.8253
"2012-03-20",23.6707
"2012-03-21",23.5995
"2012-03-22",23.4769
"2012-03-23",24.0263
"2012-03-24",23.311
"2012-03-25",22.0386
"2012-03-26",22.7331
"2012-03-27",23.1643
"2012-03-28",23.5066
"2012-03-29",23.6771
"2012-03-30",24.4394
"2012-03-31",24.9049
"2012-04-01",24.3217
"2012-04-02",23.7404
"2012-04-03",23.7362
"2012-04-04",24.0364
"2012-04-05",24.5174
"2012-04-06",24.1686
"2012-04-07",24.7177
"2012-04-08",24.0833
"2012-04-09",23.6663
"2012-04-10",24.2483
"2012-04-11",24.3008
"2012-04-12",24.0798
"2012-04-13",24.3826
"2012-04-14",23.6631
"2012-04-15",23.9658
"2012-04-16",24.3523
"2012-04-17",24.8162
"2012-04-18",24.7774
"2012-04-19",25.1962
"2012-04-20",24.1327
"2012-04-21",24.8121
"2012-04-22",24.7567
"2012-04-23",24.4456
"2012-04-24",24.3881
"2012-04-25",24.4305
"2012-04-26",24.7811
"2012-04-27",24.8952
"2012-04-28",24.7749
"2012-04-29",25.2828
"2012-04-30",25.0857
"2012-05-01",24.5727
"2012-05-02",23.4392
"2012-05-03",22.5492
"2012-05-04",22.6527
"2012-05-05",23.3575
"2012-05-06",25.0115
"2012-05-07",25.0915
"2012-05-08",24.6754
"2012-05-09",24.5494
"2012-05-10",24.3072
"2012-05-11",24.9463
"2012-05-12",24.2078
"2012-05-13",24.8704
"2012-05-14",25.7865
"2012-05-15",25.4199
"2012-05-16",24.6527
"2012-05-17",24.4259
"2012-05-18",25.4253
"2012-05-19",24.5773
"2012-05-20",26.0604
"2012-05-21",25.5119
"2012-05-22",25.3355
"2012-05-23",25.7353
"2012-05-24",25.3146
"2012-05-25",25.0893
"2012-05-26",24.6671
"2012-05-27",25.21
"2012-05-28",25.4351
"2012-05-29",25.3294
"2012-05-30",25.0135
"2012-05-31",25.2949
"2012-06-01",25.6645
"2012-06-02",25.7911
"2012-06-03",25.3782
"2012-06-04",25.3593
"2012-06-05",25.2938
"2012-06-06",25.0428
"2012-06-07",25.2468
"2012-06-08",25.2936
"2012-06-09",25.4137
"2012-06-10",25.063
"2012-06-11",24.7821
"2012-06-12",24.7985
"2012-06-13",24.2512
"2012-06-14",24.5722
"2012-06-15",24.9029
"2012-06-16",25.0474
"2012-06-17",24.7746
"2012-06-18",24.6844
"2012-06-19",24.2982
"2012-06-20",24.7328
"2012-06-21",24.8433
"2012-06-22",24.7178
"2012-06-23",24.7046
"2012-06-24",25.0695
"2012-06-25",24.7663
"2012-06-26",24.519
"2012-06-27",24.2824
"2012-06-28",24.3345
"2012-06-29",24.6511
"2012-06-30",24.4167
"2012-07-01",24.4775
"2012-07-02",24.188
"2012-07-03",24.641
"2012-07-04",24.2933
"2012-07-05",24.4759
"2012-07-06",24.7821
"2012-07-07",24.6911
"2012-07-08",24.5725
"2012-07-09",24.3204
"2012-07-10",24.1097
"2012-07-11",23.7864
"2012-07-12",24.2631
"2012-07-13",24.5657
"2012-07-14",24.833
"2012-07-15",24.8911
"2012-07-16",24.7832
"2012-07-17",24.6716
"2012-07-18",24.725
"2012-07-19",24.1298
"2012-07-20",24.7072
"2012-07-21",24.9516
"2012-07-22",24.7508
"2012-07-23",24.6014
"2012-07-24",24.6509
"2012-07-25",24.8357
"2012-07-26",24.6645
"2012-07-27",24.4487
"2012-07-28",24.9839
"2012-07-29",25.1961
"2012-07-30",25.1569
"2012-07-31",24.3559
"2012-08-01",24.5943
"2012-08-02",24.3795
"2012-08-03",24.2581
"2012-08-04",24.6119
"2012-08-05",25.0339
"2012-08-06",24.7724
"2012-08-07",24.8285
"2012-08-08",24.6857
"2012-08-09",24.6329
"2012-08-10",24.6652
"2012-08-11",24.4456
"2012-08-12",24.5718
"2012-08-13",24.842
"2012-08-14",24.7867
"2012-08-15",24.8694
"2012-08-16",24.3603
"2012-08-17",23.9705
"2012-08-18",24.0956
"2012-08-19",24.2852
"2012-08-20",24.477
"2012-08-21",24.2682
"2012-08-22",24.1876
"2012-08-23",24.5593
"2012-08-24",24.2902
"2012-08-25",24.5393
"2012-08-26",24.2815
"2012-08-27",24.059
"2012-08-28",24.5036
"2012-08-29",23.9852
"2012-08-30",24.1558
"2012-08-31",24.3492
"2012-09-01",24.6338
"2012-09-02",25.0067
"2012-09-03",24.7232
"2012-09-04",24.0142
"2012-09-05",24.5406
"2012-09-06",24.7915
"2012-09-07",24.4649
"2012-09-08",24.9718
"2012-09-09",24.6332
"2012-09-10",24.2865
"2012-09-11",24.9753
"2012-09-12",24.8859
"2012-09-13",25.1105
"2012-09-14",24.7593
"2012-09-15",24.7147
"2012-09-16",24.9412
"2012-09-17",24.9895
"2012-09-18",24.642
"2012-09-19",24.6921
"2012-09-20",24.7931
"2012-09-21",24.2667
"2012-09-22",24.0782
"2012-09-23",24.2897
"2012-09-24",24.1252
"2012-09-25",24.0683
"2012-09-26",23.4486
"2012-09-27",23.9231
"2012-09-28",24.6678
"2012-09-29",24.3722
"2012-09-30",24.3515
"2012-10-01",24.7266
"2012-10-02",23.9601
"2012-10-03",24.0702
"2012-10-04",23.9611
"2012-10-05",23.8968
"2012-10-06",24.7823
"2012-10-07",24.6568
"2012-10-08",24.3401
"2012-10-09",24.742
"2012-10-10",24.3807
"2012-10-11",24.4829
"2012-10-12",24.524
"2012-10-13",24.3134
"2012-10-14",23.9243
"2012-10-15",23.4996
"2012-10-16",23.7066
"2012-10-17",23.8932
"2012-10-18",23.8689
"2012-10-19",23.8897
"2012-10-20",24.0455
"2012-10-21",23.8443
"2012-10-22",23.6742
"2012-10-23",24.1974
"2012-10-24",24.1965
"2012-10-25",24.1154
"2012-10-26",23.9142
"2012-10-27",24.1958
"2012-10-28",24.1287
"2012-10-29",23.7126
"2012-10-30",23.4216
"2012-10-31",24.0771
"2012-11-01",23.6819
"2012-11-02",24.0754
"2012-11-03",24.4828
"2012-11-04",24.4961
"2012-11-05",23.8759
"2012-11-06",23.0559
"2012-11-07",23.7609
"2012-11-08",23.8061
"2012-11-09",24.3623
"2012-11-10",23.881
"2012-11-11",23.0208
"2012-11-12",23.4684
"2012-11-13",24.1334
"2012-11-14",24.0512
"2012-11-15",23.1732
"2012-11-16",22.649
"2012-11-17",23.0682
"2012-11-18",22.9229
"2012-11-19",23.5855
"2012-11-20",23.5999
"2012-11-21",23.8376
"2012-11-22",24.5371
"2012-11-23",24.5531
"2012-11-24",23.9791
"2012-11-25",24.0484
"2012-11-26",24.129
