,"(deg C) Mean Dew Point Temperature (ERA5) at Ampara, 2007-01-01 to 2025-12-31"
"2009-12-13",23.3494
"2009-12-14",23.6835
"2009-12-15",23.5935
"2009-12-16",23.6175
"2009-12-17",23.4207
"2009-12-18",23.6765
"2009-12-19",23.8917
"2009-12-20",23.7533
"2009-12-21",23.3864
"2009-12-22",22.964
"2009-12-23",22.7276
"2009-12-24",23.0527
"2009-12-25",22.9752
"2009-12-26",23.2577
"2009-12-27",22.8411
"2009-12-28",22.8801
"2009-12-29",22.4588
"2009-12-30",21.5196
"2009-12-31",21.4036
"2010-01-01",21.2702
"2010-01-02",21.8248
"2010-01-03",22.1729
"2010-01-04",20.2798
"2010-01-05",18.5437
"2010-01-06",18.7511
"2010-01-07",20.9472
"2010-01-08",22.2645
"2010-01-09",22.6108
"2010-01-10",22.982
"2010-01-11",23.0898
"2010-01-12",22.7902
"2010-01-13",23.3675
"2010-01-14",22.7803
"2010-01-15",21.5139
"2010-01-16",22.9078
"2010-01-17",22.9044
"2010-01-18",22.8164
"2010-01-19",22.1771
"2010-01-20",20.9166
"2010-01-21",19.9923
"2010-01-22",19.6946
"2010-01-23",20.5184
"2010-01-24",20.1939
"2010-01-25",20.8205
"2010-01-26",21.9526
"2010-01-27",23.1464
"2010-01-28",22.8255
"2010-01-29",22.5868
"2010-01-30",22.3162
"2010-01-31",22.8032
"2010-02-01",23.1442
"2010-02-02",22.8104
"2010-02-03",21.7954
"2010-02-04",21.3699
"2010-02-05",21.2407
"2010-02-06",21.3575
"2010-02-07",20.2306
"2010-02-08",20.1171
"2010-02-09",22.2741
"2010-02-10",23.5612
"2010-02-11",23.1252
"2010-02-12",23.7396
"2010-02-13",23.5752
"2010-02-14",21.6567
"2010-02-15",21.326
"2010-02-16",23.1814
"2010-02-17",23.5218
"2010-02-18",22.2347
"2010-02-19",21.4017
"2010-02-20",22.7849
"2010-02-21",22.1045
"2010-02-22",22.1945
"2010-02-23",21.0863
"2010-02-24",20.8873
"2010-02-25",21.5422
"2010-02-26",21.9344
"2010-02-27",21.1667
"2010-02-28",21.2044
"2010-03-01",20.7674
"2010-03-02",20.7246
"2010-03-03",21.207
"2010-03-04",21.7077
"2010-03-05",21.7282
"2010-03-06",22.1024
"2010-03-07",23.003
"2010-03-08",23.0306
"2010-03-09",21.734
"2010-03-10",21.4954
"2010-03-11",21.9051
"2010-03-12",22.7513
"2010-03-13",23.6298
"2010-03-14",23.5747
"2010-03-15",22.392
"2010-03-16",21.5844
"2010-03-17",21.8239
"2010-03-18",22.5985
"2010-03-19",23.2214
"2010-03-20",23.1551
"2010-03-21",23.0627
"2010-03-22",22.8568
"2010-03-23",22.5713
"2010-03-24",22.7282
"2010-03-25",22.4826
"2010-03-26",23.2842
"2010-03-27",23.6906
"2010-03-28",24.0015
"2010-03-29",24.0998
"2010-03-30",24.0919
"2010-03-31",23.9811
"2010-04-01",24.3997
"2010-04-02",24.8269
"2010-04-03",24.3002
"2010-04-04",23.5979
"2010-04-05",23.2216
"2010-04-06",23.8821
"2010-04-07",24.3614
"2010-04-08",24.8763
"2010-04-09",24.5659
"2010-04-10",24.1338
"2010-04-11",24.6892
"2010-04-12",24.9412
"2010-04-13",24.9539
"2010-04-14",24.5755
"2010-04-15",24.416
"2010-04-16",24.1775
"2010-04-17",24.0999
"2010-04-18",24.4524
"2010-04-19",24.6811
"2010-04-20",24.9334
"2010-04-21",24.7578
"2010-04-22",24.7334
"2010-04-23",24.431
"2010-04-24",24.1256
"2010-04-25",24.3933
"2010-04-26",24.3289
"2010-04-27",24.0369
"2010-04-28",24.3042
"2010-04-29",24.507
"2010-04-30",24.4495
"2010-05-01",24.5311
"2010-05-02",24.8654
"2010-05-03",24.8205
"2010-05-04",24.8987
"2010-05-05",25.1121
"2010-05-06",25.008
"2010-05-07",24.9892
"2010-05-08",24.9278
"2010-05-09",25.1019
"2010-05-10",25.0657
"2010-05-11",25.4645
"2010-05-12",25.605
"2010-05-13",25.259
"2010-05-14",24.6287
"2010-05-15",24.7157
"2010-05-16",24.7049
"2010-05-17",24.25
"2010-05-18",23.8352
"2010-05-19",24.0002
"2010-05-20",23.9492
"2010-05-21",24.0612
"2010-05-22",24.7182
"2010-05-23",24.5427
"2010-05-24",24.1822
"2010-05-25",24.116
"2010-05-26",23.7369
"2010-05-27",24.186
"2010-05-28",24.3468
"2010-05-29",24.4817
"2010-05-30",24.1034
"2010-05-31",23.7915
"2010-06-01",23.5447
"2010-06-02",23.8367
"2010-06-03",24.007
"2010-06-04",23.8635
"2010-06-05",23.4347
"2010-06-06",22.7876
"2010-06-07",22.1759
"2010-06-08",22.1811
"2010-06-09",22.2859
"2010-06-10",23.0681
"2010-06-11",22.7013
"2010-06-12",22.8574
"2010-06-13",23.539
"2010-06-14",23.8131
"2010-06-15",23.6913
"2010-06-16",23.8073
"2010-06-17",23.8047
"2010-06-18",23.4109
"2010-06-19",23.6696
"2010-06-20",23.8233
"2010-06-21",23.8975
"2010-06-22",23.4689
"2010-06-23",22.9533
"2010-06-24",21.7085
"2010-06-25",21.1783
"2010-06-26",21.4015
"2010-06-27",22.316
"2010-06-28",23.0081
"2010-06-29",22.3029
"2010-06-30",21.213
"2010-07-01",21.6258
"2010-07-02",21.7713
"2010-07-03",21.6859
"2010-07-04",22.0854
"2010-07-05",21.8121
"2010-07-06",22.8296
"2010-07-07",23.58
"2010-07-08",23.6416
"2010-07-09",23.4032
"2010-07-10",22.9336
"2010-07-11",23.3648
"2010-07-12",22.8766
"2010-07-13",22.3826
"2010-07-14",22.3307
"2010-07-15",22.4881
"2010-07-16",21.7901
"2010-07-17",21.2699
"2010-07-18",21.8301
"2010-07-19",21.6006
"2010-07-20",20.9559
"2010-07-21",21.3165
"2010-07-22",22.9802
"2010-07-23",23.2862
"2010-07-24",20.5377
"2010-07-25",19.8564
"2010-07-26",19.5445
"2010-07-27",20.0466
"2010-07-28",20.5711
"2010-07-29",20.8395
"2010-07-30",20.7212
"2010-07-31",20.3978
"2010-08-01",21.5738
"2010-08-02",22.2228
"2010-08-03",20.9691
"2010-08-04",19.9643
"2010-08-05",20.6008
"2010-08-06",20.6933
"2010-08-07",20.768
"2010-08-08",21.127
"2010-08-09",21.8949
"2010-08-10",22.771
"2010-08-11",23.3827
"2010-08-12",22.8419
"2010-08-13",23.0919
"2010-08-14",23.2848
"2010-08-15",22.8532
"2010-08-16",21.8225
"2010-08-17",20.8881
"2010-08-18",21.4038
"2010-08-19",23.1896
"2010-08-20",23.8869
"2010-08-21",22.3658
"2010-08-22",21.1944
"2010-08-23",21.7489
"2010-08-24",22.6492
"2010-08-25",21.2314
"2010-08-26",21.1468
"2010-08-27",21.9284
"2010-08-28",22.5844
"2010-08-29",22.8594
"2010-08-30",21.0405
"2010-08-31",21.1432
"2010-09-01",21.5106
"2010-09-02",22.6161
"2010-09-03",22.652
"2010-09-04",21.5806
"2010-09-05",20.8417
"2010-09-06",21.338
"2010-09-07",21.2605
"2010-09-08",21.5755
"2010-09-09",22.3637
"2010-09-10",23.3122
"2010-09-11",23.4136
"2010-09-12",23.6647
"2010-09-13",22.823
"2010-09-14",21.9359
"2010-09-15",22.0167
"2010-09-16",21.7045
"2010-09-17",21.8155
"2010-09-18",21.8642
"2010-09-19",22.8734
"2010-09-20",23.2612
"2010-09-21",23.5173
"2010-09-22",23.5624
"2010-09-23",23.6432
"2010-09-24",23.1233
"2010-09-25",23.4809
"2010-09-26",24.004
"2010-09-27",23.8001
"2010-09-28",23.4925
"2010-09-29",23.1037
"2010-09-30",23.059
"2010-10-01",23.6534
"2010-10-02",23.4811
"2010-10-03",22.8877
"2010-10-04",22.6979
"2010-10-05",22.6848
"2010-10-06",22.5763
"2010-10-07",23.0883
"2010-10-08",23.5078
"2010-10-09",23.1693
"2010-10-10",22.7575
"2010-10-11",22.7318
"2010-10-12",22.0096
"2010-10-13",21.1695
"2010-10-14",20.6093
"2010-10-15",19.5782
"2010-10-16",20.5501
"2010-10-17",21.463
"2010-10-18",22.5307
"2010-10-19",23.0412
"2010-10-20",23.1243
"2010-10-21",22.7538
"2010-10-22",20.9443
"2010-10-23",20.6563
"2010-10-24",21.7924
"2010-10-25",22.1456
"2010-10-26",22.8994
"2010-10-27",23.4265
"2010-10-28",23.1272
"2010-10-29",23.2092
"2010-10-30",23.6121
"2010-10-31",23.8805
"2010-11-01",23.5432
"2010-11-02",22.9339
"2010-11-03",23.597
"2010-11-04",23.0907
"2010-11-05",23.0769
"2010-11-06",22.4544
"2010-11-07",23.5052
"2010-11-08",23.7195
"2010-11-09",23.2825
"2010-11-10",23.2418
"2010-11-11",23.0613
"2010-11-12",23.0361
"2010-11-13",23.8585
"2010-11-14",23.9063
"2010-11-15",23.2429
"2010-11-16",22.3669
"2010-11-17",22.6565
"2010-11-18",23.1213
"2010-11-19",23.2842
"2010-11-20",23.2482
"2010-11-21",22.9069
"2010-11-22",22.9083
"2010-11-23",22.9543
"2010-11-24",23.3304
"2010-11-25",23.4752
"2010-11-26",23.4214
"2010-11-27",23.3992
"2010-11-28",23.294
"2010-11-29",23.6619
"2010-11-30",23.1979
"2010-12-01",23.2187
"2010-12-02",23.0851
"2010-12-03",22.8462
"2010-12-04",22.8693
"2010-12-05",21.1739
"2010-12-06",22.1405
"2010-12-07",22.9984
"2010-12-08",22.8276
"2010-12-09",22.284
"2010-12-10",22.3893
"2010-12-11",22.6991
"2010-12-12",22.5172
"2010-12-13",22.6851
"2010-12-14",23.0714
"2010-12-15",22.9266
"2010-12-16",21.7703
"2010-12-17",22.4882
"2010-12-18",22.0569
"2010-12-19",21.2137
"2010-12-20",22.6084
"2010-12-21",22.9667
"2010-12-22",22.5914
"2010-12-23",22.6317
"2010-12-24",22.4407
"2010-12-25",22.5109
"2010-12-26",22.0068
"2010-12-27",20.5209
"2010-12-28",22.3149
"2010-12-29",22.5429
"2010-12-30",22.3532
"2010-12-31",22.3961
"2011-01-01",22.463
"2011-01-02",22.705
"2011-01-03",22.1415
"2011-01-04",22.5614
"2011-01-05",22.5785
"2011-01-06",22.2726
"2011-01-07",22.6611
"2011-01-08",22.7178
"2011-01-09",21.4382
"2011-01-10",22.0127
"2011-01-11",21.3843
"2011-01-12",19.8075
"2011-01-13",18.1422
"2011-01-14",21.9566
"2011-01-15",22.8937
"2011-01-16",22.4541
"2011-01-17",22.8066
"2011-01-18",22.12
"2011-01-19",19.9758
"2011-01-20",18.9668
"2011-01-21",19.6735
"2011-01-22",20.4513
"2011-01-23",20.6457
"2011-01-24",20.5184
"2011-01-25",22.0165
"2011-01-26",22.5742
"2011-01-27",22.5902
"2011-01-28",22.7283
"2011-01-29",22.4002
"2011-01-30",23.18
"2011-01-31",22.7228
"2011-02-01",22.0111
"2011-02-02",21.8719
"2011-02-03",22.612
"2011-02-04",22.1954
"2011-02-05",22.6635
"2011-02-06",23.0594
"2011-02-07",22.708
"2011-02-08",22.6869
"2011-02-09",22.6478
"2011-02-10",21.3968
"2011-02-11",20.4905
"2011-02-12",20.3572
"2011-02-13",20.252
"2011-02-14",21.5933
"2011-02-15",22.6062
"2011-02-16",23.1939
"2011-02-17",22.9599
"2011-02-18",23.0547
"2011-02-19",22.921
"2011-02-20",23.3438
"2011-02-21",23.5095
"2011-02-22",22.0318
"2011-02-23",21.6601
"2011-02-24",21.519
"2011-02-25",21.4282
"2011-02-26",20.8546
"2011-02-27",21.4315
"2011-02-28",22.7119
"2011-03-01",22.4367
"2011-03-02",22.46
"2011-03-03",22.7391
"2011-03-04",22.6424
"2011-03-05",22.6955
"2011-03-06",22.3631
"2011-03-07",21.8824
"2011-03-08",21.2916
"2011-03-09",20.7623
"2011-03-10",19.6854
"2011-03-11",21.15
"2011-03-12",23.3715
"2011-03-13",23.1785
"2011-03-14",23.1444
"2011-03-15",23.1015
"2011-03-16",23.0153
"2011-03-17",22.1663
"2011-03-18",22.578
"2011-03-19",23.5674
"2011-03-20",23.1916
"2011-03-21",23.4606
"2011-03-22",23.341
"2011-03-23",23.3254
"2011-03-24",23.7262
"2011-03-25",23.2288
"2011-03-26",23.332
"2011-03-27",23.931
"2011-03-28",23.4731
"2011-03-29",22.9165
"2011-03-30",22.085
"2011-03-31",21.8258
"2011-04-01",22.6082
"2011-04-02",22.4809
"2011-04-03",22.8032
"2011-04-04",22.1411
"2011-04-05",21.3835
"2011-04-06",22.0187
"2011-04-07",22.8973
"2011-04-08",23.2157
"2011-04-09",23.182
"2011-04-10",23.0384
"2011-04-11",23.3009
"2011-04-12",22.9401
"2011-04-13",23.1122
"2011-04-14",22.5241
"2011-04-15",22.7912
"2011-04-16",23.1994
"2011-04-17",23.4713
"2011-04-18",23.2073
"2011-04-19",23.344
"2011-04-20",23.5507
"2011-04-21",23.7289
"2011-04-22",24.0746
"2011-04-23",23.6176
"2011-04-24",24.0746
"2011-04-25",24.3968
"2011-04-26",24.4509
"2011-04-27",24.2693
"2011-04-28",23.9091
"2011-04-29",24.3862
"2011-04-30",24.654
"2011-05-01",24.6629
"2011-05-02",23.9249
"2011-05-03",24.2747
"2011-05-04",24.7281
"2011-05-05",25.0715
"2011-05-06",24.8993
"2011-05-07",24.3655
"2011-05-08",23.1359
"2011-05-09",22.7736
"2011-05-10",22.9098
"2011-05-11",23.38
"2011-05-12",23.793
"2011-05-13",24.1744
"2011-05-14",23.4278
"2011-05-15",23.5832
"2011-05-16",23.8284
"2011-05-17",23.4947
"2011-05-18",23.0622
"2011-05-19",23.1579
"2011-05-20",23.1372
"2011-05-21",23.6378
"2011-05-22",23.8537
"2011-05-23",23.8137
"2011-05-24",24.1012
"2011-05-25",24.2609
"2011-05-26",24.2455
"2011-05-27",23.5001
"2011-05-28",22.8302
"2011-05-29",22.5566
"2011-05-30",22.8518
"2011-05-31",23.2566
"2011-06-01",22.6725
"2011-06-02",21.939
"2011-06-03",22.2919
"2011-06-04",23.1265
"2011-06-05",23.3719
"2011-06-06",23.5825
"2011-06-07",23.3442
"2011-06-08",22.6888
"2011-06-09",22.6552
"2011-06-10",22.3623
"2011-06-11",22.2911
"2011-06-12",22.4298
"2011-06-13",22.2886
"2011-06-14",21.3804
"2011-06-15",21.1464
"2011-06-16",21.233
"2011-06-17",21.0218
"2011-06-18",20.6992
"2011-06-19",20.4012
"2011-06-20",20.2168
"2011-06-21",21.025
"2011-06-22",19.5395
"2011-06-23",20.1368
"2011-06-24",21.2319
"2011-06-25",21.2615
"2011-06-26",21.0708
"2011-06-27",20.6969
"2011-06-28",20.4569
"2011-06-29",21.6443
"2011-06-30",20.9886
"2011-07-01",21.5863
"2011-07-02",21.6193
"2011-07-03",21.5324
"2011-07-04",21.6269
"2011-07-05",22.1356
"2011-07-06",22.1373
"2011-07-07",22.4544
"2011-07-08",23.1577
"2011-07-09",23.5517
"2011-07-10",22.5415
"2011-07-11",21.2164
"2011-07-12",21.5542
"2011-07-13",21.3299
"2011-07-14",20.874
"2011-07-15",21.089
"2011-07-16",20.6941
"2011-07-17",21.2712
"2011-07-18",21.1024
"2011-07-19",21.4275
"2011-07-20",21.3609
"2011-07-21",20.9883
"2011-07-22",21.0915
"2011-07-23",21.2973
"2011-07-24",21.9223
"2011-07-25",22.7055
"2011-07-26",22.0905
"2011-07-27",20.9359
"2011-07-28",21.2928
"2011-07-29",21.0884
"2011-07-30",20.8825
"2011-07-31",20.1844
"2011-08-01",19.6412
"2011-08-02",19.8242
"2011-08-03",21.1518
"2011-08-04",21.0878
"2011-08-05",22.0539
"2011-08-06",21.6263
"2011-08-07",21.3277
"2011-08-08",21.451
"2011-08-09",22.142
"2011-08-10",22.5256
"2011-08-11",22.1329
"2011-08-12",22.1603
"2011-08-13",22.3046
"2011-08-14",22.3837
"2011-08-15",22.8462
"2011-08-16",23.2552
"2011-08-17",23.2382
"2011-08-18",22.0675
"2011-08-19",20.9638
"2011-08-20",22.1085
"2011-08-21",22.0578
"2011-08-22",22.5423
"2011-08-23",22.4019
"2011-08-24",21.7646
"2011-08-25",22.4283
"2011-08-26",22.0668
"2011-08-27",19.9376
"2011-08-28",20.214
"2011-08-29",19.8927
"2011-08-30",21.4823
"2011-08-31",21.6073
"2011-09-01",21.5696
"2011-09-02",22.3357
"2011-09-03",21.4802
"2011-09-04",21.5603
"2011-09-05",22.5133
"2011-09-06",22.431
"2011-09-07",22.1816
"2011-09-08",21.969
"2011-09-09",22.527
"2011-09-10",22.4037
"2011-09-11",22.1948
"2011-09-12",22.4724
"2011-09-13",22.1363
"2011-09-14",22.0582
"2011-09-15",22.1369
"2011-09-16",22.0274
"2011-09-17",22.1349
"2011-09-18",21.8107
"2011-09-19",21.1892
"2011-09-20",19.1742
"2011-09-21",21.6359
"2011-09-22",22.3357
"2011-09-23",21.0691
"2011-09-24",20.7064
"2011-09-25",21.2125
"2011-09-26",21.9479
"2011-09-27",21.9961
"2011-09-28",21.6801
"2011-09-29",22.2859
"2011-09-30",22.5066
"2011-10-01",22.7819
"2011-10-02",22.1576
"2011-10-03",22.3257
"2011-10-04",22.8349
"2011-10-05",23.3008
"2011-10-06",22.747
"2011-10-07",22.269
"2011-10-08",22.6032
"2011-10-09",22.895
"2011-10-10",22.7486
"2011-10-11",22.7891
"2011-10-12",23.1713
"2011-10-13",23.4713
"2011-10-14",24.0958
"2011-10-15",23.9946
"2011-10-16",23.5503
"2011-10-17",23.6574
"2011-10-18",23.9448
"2011-10-19",23.7303
"2011-10-20",23.8069
"2011-10-21",23.4648
"2011-10-22",23.6554
"2011-10-23",23.3425
"2011-10-24",23.3078
"2011-10-25",23.2191
"2011-10-26",23.5288
"2011-10-27",23.5273
"2011-10-28",23.1331
"2011-10-29",23.457
"2011-10-30",23.5655
"2011-10-31",23.6716
"2011-11-01",23.3455
"2011-11-02",23.4083
"2011-11-03",23.7325
"2011-11-04",23.9018
"2011-11-05",23.6744
"2011-11-06",23.4332
"2011-11-07",23.1391
"2011-11-08",22.8023
"2011-11-09",21.1405
"2011-11-10",20.8293
"2011-11-11",21.475
"2011-11-12",22.299
"2011-11-13",22.4003
"2011-11-14",21.9317
"2011-11-15",22.5822
"2011-11-16",22.9633
"2011-11-17",23.2668
"2011-11-18",23.6498
"2011-11-19",23.6787
"2011-11-20",23.5112
"2011-11-21",23.0165
"2011-11-22",23.2319
"2011-11-23",23.2529
"2011-11-24",23.4824
"2011-11-25",23.0873
"2011-11-26",23.2294
"2011-11-27",23.4025
"2011-11-28",23.3038
"2011-11-29",23.6378
"2011-11-30",23.4737
"2011-12-01",23.2949
"2011-12-02",23.1746
"2011-12-03",22.3557
"2011-12-04",22.4304
"2011-12-05",21.9368
"2011-12-06",22.8253
"2011-12-07",21.1832
"2011-12-08",22.2647
"2011-12-09",23.2107
"2011-12-10",22.948
"2011-12-11",23.3654
"2011-12-12",23.4779
"2011-12-13",23.2982
"2011-12-14",22.7085
"2011-12-15",21.9848
"2011-12-16",21.7641
"2011-12-17",22.6471
"2011-12-18",23.2738
"2011-12-19",23.2361
"2011-12-20",22.6127
"2011-12-21",22.495
"2011-12-22",22.2032
"2011-12-23",22.6107
"2011-12-24",22.5756
"2011-12-25",21.6324
"2011-12-26",20.9968
"2011-12-27",19.0634
"2011-12-28",18.148
"2011-12-29",20.506
"2011-12-30",21.447
"2011-12-31",19.8606
"2012-01-01",18.7152
"2012-01-02",21.1383
"2012-01-03",22.4936
"2012-01-04",23.5726
"2012-01-05",23.1597
"2012-01-06",22.7419
"2012-01-07",23.1225
"2012-01-08",23.0017
"2012-01-09",23.0628
"2012-01-10",22.2985
"2012-01-11",22.1334
"2012-01-12",21.5048
"2012-01-13",20.5468
"2012-01-14",20.235
"2012-01-15",17.7925
"2012-01-16",18.474
"2012-01-17",19.3924
"2012-01-18",20.3122
"2012-01-19",20.505
"2012-01-20",20.8171
"2012-01-21",20.4177
"2012-01-22",21.4186
"2012-01-23",19.8847
"2012-01-24",19.1491
"2012-01-25",19.6878
"2012-01-26",20.6095
"2012-01-27",21.4922
"2012-01-28",21.395
"2012-01-29",20.702
"2012-01-30",20.5792
"2012-01-31",20.3065
"2012-02-01",20.6612
"2012-02-02",22.0982
"2012-02-03",23.107
"2012-02-04",22.9563
"2012-02-05",22.7751
"2012-02-06",22.7514
"2012-02-07",23.1136
"2012-02-08",23.3101
"2012-02-09",23.2606
"2012-02-10",23.0158
"2012-02-11",21.2494
"2012-02-12",21.9198
"2012-02-13",22.2867
"2012-02-14",22.7795
"2012-02-15",22.7352
"2012-02-16",23.248
"2012-02-17",22.3672
"2012-02-18",21.0904
"2012-02-19",21.2724
"2012-02-20",21.0526
"2012-02-21",20.4064
"2012-02-22",19.6926
"2012-02-23",19.853
"2012-02-24",19.6839
"2012-02-25",20.3927
"2012-02-26",21.7342
"2012-02-27",22.8856
"2012-02-28",23.0582
"2012-02-29",23.3643
"2012-03-01",23.2508
"2012-03-02",23.1831
"2012-03-03",22.5118
"2012-03-04",23.1334
"2012-03-05",22.2973
"2012-03-06",21.8216
"2012-03-07",21.8938
"2012-03-08",21.7972
"2012-03-09",22.5875
"2012-03-10",22.0133
"2012-03-11",20.961
"2012-03-12",22.345
"2012-03-13",22.891
"2012-03-14",23.2992
"2012-03-15",23.4209
"2012-03-16",23.3459
"2012-03-17",22.9406
"2012-03-18",22.4268
"2012-03-19",21.594
"2012-03-20",21.1008
"2012-03-21",21.5258
"2012-03-22",21.4965
"2012-03-23",20.8979
"2012-03-24",18.7638
"2012-03-25",18.6519
"2012-03-26",20.9106
"2012-03-27",21.5462
"2012-03-28",22.1398
"2012-03-29",22.7937
"2012-03-30",23.2215
"2012-03-31",23.182
"2012-04-01",23.3593
"2012-04-02",22.9515
"2012-04-03",22.9009
"2012-04-04",22.7956
"2012-04-05",23.3841
"2012-04-06",23.6351
"2012-04-07",23.4957
"2012-04-08",22.9103
"2012-04-09",22.6752
"2012-04-10",23.042
"2012-04-11",23.5441
"2012-04-12",23.3761
"2012-04-13",22.9971
"2012-04-14",23.3864
"2012-04-15",23.2941
"2012-04-16",23.5142
"2012-04-17",24.0803
"2012-04-18",23.7892
"2012-04-19",23.7478
"2012-04-20",21.7641
"2012-04-21",22.1219
"2012-04-22",23.2486
"2012-04-23",23.9776
"2012-04-24",23.9257
"2012-04-25",23.71
"2012-04-26",23.8614
"2012-04-27",23.4522
"2012-04-28",23.6437
"2012-04-29",24.1008
"2012-04-30",24.4132
"2012-05-01",22.7638
"2012-05-02",22.0339
"2012-05-03",21.098
"2012-05-04",20.9299
"2012-05-05",21.9416
"2012-05-06",22.9604
"2012-05-07",23.4788
"2012-05-08",23.7263
"2012-05-09",23.638
"2012-05-10",23.4397
"2012-05-11",23.249
"2012-05-12",22.7157
"2012-05-13",22.9752
"2012-05-14",23.3754
"2012-05-15",22.0706
"2012-05-16",22.0402
"2012-05-17",22.1219
"2012-05-18",23.4299
"2012-05-19",24.9124
"2012-05-20",23.7419
"2012-05-21",23.5168
"2012-05-22",23.4887
"2012-05-23",22.6513
"2012-05-24",22.3103
"2012-05-25",22.6008
"2012-05-26",22.1037
"2012-05-27",22.7108
"2012-05-28",22.06
"2012-05-29",22.0759
"2012-05-30",20.9066
"2012-05-31",21.2387
"2012-06-01",21.9317
"2012-06-02",22.5627
"2012-06-03",22.6512
"2012-06-04",22.4866
"2012-06-05",21.8758
"2012-06-06",21.9329
"2012-06-07",21.5553
"2012-06-08",21.188
"2012-06-09",20.6698
"2012-06-10",19.7324
"2012-06-11",20.2198
"2012-06-12",19.7702
"2012-06-13",21.1106
"2012-06-14",21.5467
"2012-06-15",21.6534
"2012-06-16",20.6384
"2012-06-17",19.7157
"2012-06-18",19.7585
"2012-06-19",18.5168
"2012-06-20",19.8896
"2012-06-21",20.3163
"2012-06-22",20.1927
"2012-06-23",20.669
"2012-06-24",21.3472
"2012-06-25",21.1457
"2012-06-26",21.1831
"2012-06-27",22.0157
"2012-06-28",21.5594
"2012-06-29",20.7412
"2012-06-30",20.1314
"2012-07-01",20.7281
"2012-07-02",20.9669
"2012-07-03",20.415
"2012-07-04",19.8668
"2012-07-05",20.1063
"2012-07-06",20.2416
"2012-07-07",20.4478
"2012-07-08",21.0198
"2012-07-09",21.5813
"2012-07-10",20.6056
"2012-07-11",19.8358
"2012-07-12",22.2951
"2012-07-13",23.1847
"2012-07-14",23.0753
"2012-07-15",23.3544
"2012-07-16",23.6649
"2012-07-17",22.4197
"2012-07-18",21.9966
"2012-07-19",20.0844
"2012-07-20",20.2265
"2012-07-21",20.4035
"2012-07-22",20.0865
"2012-07-23",21.0528
"2012-07-24",21.2295
"2012-07-25",21.1206
"2012-07-26",20.8246
"2012-07-27",19.8798
"2012-07-28",19.8074
"2012-07-29",19.7907
"2012-07-30",19.3498
"2012-07-31",18.7158
"2012-08-01",19.7617
"2012-08-02",18.9583
"2012-08-03",19.8474
"2012-08-04",19.9533
"2012-08-05",20.1959
"2012-08-06",20.0633
"2012-08-07",20.093
"2012-08-08",20.0431
"2012-08-09",19.6257
"2012-08-10",20.5209
"2012-08-11",21.5736
"2012-08-12",22.2795
"2012-08-13",22.638
"2012-08-14",22.5449
"2012-08-15",22.3721
"2012-08-16",22.1582
"2012-08-17",20.9579
"2012-08-18",20.4042
"2012-08-19",20.0213
"2012-08-20",20.2276
"2012-08-21",20.5689
"2012-08-22",20.9666
"2012-08-23",21.5652
"2012-08-24",22.4195
"2012-08-25",22.0259
"2012-08-26",20.5375
"2012-08-27",20.3547
"2012-08-28",19.955
"2012-08-29",21.568
"2012-08-30",21.8859
"2012-08-31",21.8002
"2012-09-01",22.2534
"2012-09-02",22.4557
"2012-09-03",21.9076
"2012-09-04",21.531
"2012-09-05",21.0418
"2012-09-06",22.0638
"2012-09-07",22.6686
"2012-09-08",22.9258
"2012-09-09",22.4283
"2012-09-10",20.9444
"2012-09-11",21.456
"2012-09-12",21.3195
"2012-09-13",21.0197
"2012-09-14",21.2242
"2012-09-15",21.4736
"2012-09-16",22.2304
"2012-09-17",21.6401
"2012-09-18",20.3097
"2012-09-19",20.9734
"2012-09-20",22.5456
"2012-09-21",22.7961
"2012-09-22",22.8688
"2012-09-23",22.7121
"2012-09-24",22.4604
"2012-09-25",21.9823
"2012-09-26",20.9377
"2012-09-27",21.5874
"2012-09-28",21.7125
"2012-09-29",20.8896
"2012-09-30",19.9676
"2012-10-01",21.1086
"2012-10-02",20.2299
"2012-10-03",20.5747
"2012-10-04",20.9932
"2012-10-05",21.3187
"2012-10-06",22.1898
"2012-10-07",22.7528
"2012-10-08",23.7078
"2012-10-09",23.5578
"2012-10-10",23.3723
"2012-10-11",23.5443
"2012-10-12",23.4589
"2012-10-13",23.3995
"2012-10-14",22.8825
"2012-10-15",22.9355
"2012-10-16",23.4442
"2012-10-17",23.1636
"2012-10-18",23.2178
"2012-10-19",23.7043
"2012-10-20",23.6007
"2012-10-21",23.4863
"2012-10-22",23.2558
"2012-10-23",23.3734
"2012-10-24",23.6844
"2012-10-25",23.4981
"2012-10-26",23.5105
"2012-10-27",23.645
"2012-10-28",23.4437
"2012-10-29",22.5363
"2012-10-30",22.3718
"2012-10-31",22.8873
"2012-11-01",23.0859
"2012-11-02",23.6635
"2012-11-03",23.4275
"2012-11-04",23.8599
"2012-11-05",23.2495
"2012-11-06",23.3001
"2012-11-07",23.6535
"2012-11-08",23.4163
"2012-11-09",23.634
"2012-11-10",23.3824
"2012-11-11",22.7959
"2012-11-12",23.0779
"2012-11-13",23.3803
"2012-11-14",23.4434
"2012-11-15",23.3854
"2012-11-16",23.3565
"2012-11-17",22.3649
"2012-11-18",22.293
"2012-11-19",22.8966
"2012-11-20",22.6148
"2012-11-21",22.8703
"2012-11-22",23.6409
"2012-11-23",23.5976
"2012-11-24",23.3432
"2012-11-25",23.1381
"2012-11-26",23.6898
"2012-11-27",23.1417
