,"(deg C) Mean Dew Point Temperature (ERA5) at Jaffna, 2007-01-01 to 2025-12-31"
"2009-12-12",23.8453
"2009-12-13",23.7595
"2009-12-14",23.7701
"2009-12-15",23.6013
"2009-12-16",23.4331
"2009-12-17",22.9495
"2009-12-18",23.2124
"2009-12-19",23.0246
"2009-12-20",23.7881
"2009-12-21",23.5825
"2009-12-22",23.5269
"2009-12-23",22.7615
"2009-12-24",22.2561
"2009-12-25",21.6109
"2009-12-26",22.2673
"2009-12-27",21.7303
"2009-12-28",21.4205
"2009-12-29",21.0199
"2009-12-30",20.5015
"2009-12-31",20.955
"2010-01-01",21.1123
"2010-01-02",21.3542
"2010-01-03",21.103
"2010-01-04",19.1119
"2010-01-05",18.6376
"2010-01-06",19.941
"2010-01-07",20.6619
"2010-01-08",23.3127
"2010-01-09",23.796
"2010-01-10",23.4937
"2010-01-11",23.66
"2010-01-12",23.6231
"2010-01-13",23.8344
"2010-01-14",23.6045
"2010-01-15",21.3975
"2010-01-16",22.2287
"2010-01-17",21.7893
"2010-01-18",21.2436
"2010-01-19",21.0686
"2010-01-20",20.3769
"2010-01-21",19.7401
"2010-01-22",17.7738
"2010-01-23",17.8383
"2010-01-24",20.413
"2010-01-25",21.7144
"2010-01-26",22.2078
"2010-01-27",22.9116
"2010-01-28",22.8607
"2010-01-29",21.3107
"2010-01-30",20.6103
"2010-01-31",20.8965
"2010-02-01",20.8763
"2010-02-02",19.9326
"2010-02-03",19.743
"2010-02-04",19.0276
"2010-02-05",18.9661
"2010-02-06",19.6595
"2010-02-07",19.9222
"2010-02-08",19.4919
"2010-02-09",20.2273
"2010-02-10",21.3316
"2010-02-11",21.6781
"2010-02-12",22.3374
"2010-02-13",22.5307
"2010-02-14",21.3553
"2010-02-15",21.2594
"2010-02-16",22.033
"2010-02-17",23.1358
"2010-02-18",22.0941
"2010-02-19",22.0004
"2010-02-20",21.7889
"2010-02-21",22.3393
"2010-02-22",22.4491
"2010-02-23",22.4955
"2010-02-24",22.6281
"2010-02-25",23.0792
"2010-02-26",22.7625
"2010-02-27",22.6335
"2010-02-28",22.6796
"2010-03-01",22.2042
"2010-03-02",19.7621
"2010-03-03",19.8264
"2010-03-04",21.7626
"2010-03-05",22.621
"2010-03-06",23.5262
"2010-03-07",24.777
"2010-03-08",24.0738
"2010-03-09",23.5488
"2010-03-10",23.2531
"2010-03-11",23.2455
"2010-03-12",22.8197
"2010-03-13",23.2422
"2010-03-14",23.715
"2010-03-15",23.7108
"2010-03-16",23.3114
"2010-03-17",22.9841
"2010-03-18",22.9608
"2010-03-19",24.0918
"2010-03-20",24.1114
"2010-03-21",23.975
"2010-03-22",24.319
"2010-03-23",23.9982
"2010-03-24",23.9209
"2010-03-25",24.3504
"2010-03-26",24.7176
"2010-03-27",25.1994
"2010-03-28",24.813
"2010-03-29",25.3287
"2010-03-30",25.335
"2010-03-31",25.7778
"2010-04-01",26.1131
"2010-04-02",25.8907
"2010-04-03",25.491
"2010-04-04",24.961
"2010-04-05",25.0401
"2010-04-06",25.2887
"2010-04-07",25.0305
"2010-04-08",25.6919
"2010-04-09",25.4312
"2010-04-10",25.4172
"2010-04-11",26.2757
"2010-04-12",26.4052
"2010-04-13",26.2265
"2010-04-14",26.2773
"2010-04-15",25.9388
"2010-04-16",25.4366
"2010-04-17",25.6754
"2010-04-18",25.6064
"2010-04-19",26.0453
"2010-04-20",26.1858
"2010-04-21",26.607
"2010-04-22",26.289
"2010-04-23",26.0632
"2010-04-24",25.9187
"2010-04-25",25.6808
"2010-04-26",25.4294
"2010-04-27",25.2477
"2010-04-28",25.4423
"2010-04-29",25.4048
"2010-04-30",24.7964
"2010-05-01",24.6792
"2010-05-02",24.8738
"2010-05-03",25.6911
"2010-05-04",26.1489
"2010-05-05",26.3829
"2010-05-06",26.4815
"2010-05-07",26.2081
"2010-05-08",26.0989
"2010-05-09",26.0623
"2010-05-10",26.3617
"2010-05-11",26.527
"2010-05-12",26.8332
"2010-05-13",26.8287
"2010-05-14",26.8741
"2010-05-15",26.4502
"2010-05-16",26.5623
"2010-05-17",26.3887
"2010-05-18",26.5268
"2010-05-19",26.6251
"2010-05-20",26.5022
"2010-05-21",26.3122
"2010-05-22",26.1941
"2010-05-23",26.1634
"2010-05-24",26.2626
"2010-05-25",26.2127
"2010-05-26",26.3819
"2010-05-27",26.3136
"2010-05-28",26.2416
"2010-05-29",26.0766
"2010-05-30",26.1064
"2010-05-31",26.0983
"2010-06-01",26.3537
"2010-06-02",26.4339
"2010-06-03",26.5561
"2010-06-04",26.4754
"2010-06-05",25.9756
"2010-06-06",25.8233
"2010-06-07",25.3572
"2010-06-08",25.3725
"2010-06-09",24.8508
"2010-06-10",24.7727
"2010-06-11",25.0153
"2010-06-12",25.2519
"2010-06-13",25.2402
"2010-06-14",25.4283
"2010-06-15",25.5878
"2010-06-16",25.5727
"2010-06-17",25.3704
"2010-06-18",25.0625
"2010-06-19",25.1002
"2010-06-20",25.1971
"2010-06-21",25.3387
"2010-06-22",25.455
"2010-06-23",25.3641
"2010-06-24",24.4113
"2010-06-25",24.6352
"2010-06-26",25.0495
"2010-06-27",25.2363
"2010-06-28",25.3088
"2010-06-29",25.2725
"2010-06-30",24.9273
"2010-07-01",24.3285
"2010-07-02",24.4412
"2010-07-03",24.9032
"2010-07-04",25.1107
"2010-07-05",25.0473
"2010-07-06",24.3399
"2010-07-07",24.734
"2010-07-08",24.3439
"2010-07-09",24.4247
"2010-07-10",24.5777
"2010-07-11",24.7558
"2010-07-12",24.7391
"2010-07-13",24.547
"2010-07-14",24.7599
"2010-07-15",24.7049
"2010-07-16",24.4054
"2010-07-17",24.4884
"2010-07-18",24.7543
"2010-07-19",24.6376
"2010-07-20",24.5019
"2010-07-21",24.5185
"2010-07-22",24.7687
"2010-07-23",24.9229
"2010-07-24",24.5224
"2010-07-25",24.3053
"2010-07-26",24.7007
"2010-07-27",24.6768
"2010-07-28",24.5773
"2010-07-29",24.4331
"2010-07-30",24.5049
"2010-07-31",24.4512
"2010-08-01",24.176
"2010-08-02",25.0789
"2010-08-03",24.7901
"2010-08-04",24.6442
"2010-08-05",24.5933
"2010-08-06",24.9788
"2010-08-07",24.968
"2010-08-08",25.0874
"2010-08-09",24.6395
"2010-08-10",24.7657
"2010-08-11",24.6215
"2010-08-12",25.1076
"2010-08-13",24.8962
"2010-08-14",24.8712
"2010-08-15",24.4992
"2010-08-16",24.4301
"2010-08-17",24.4961
"2010-08-18",24.2039
"2010-08-19",24.0282
"2010-08-20",24.1119
"2010-08-21",23.5277
"2010-08-22",24.0182
"2010-08-23",24.1198
"2010-08-24",24.1246
"2010-08-25",24.2628
"2010-08-26",24.3372
"2010-08-27",24.4259
"2010-08-28",24.6444
"2010-08-29",24.609
"2010-08-30",24.0222
"2010-08-31",23.9548
"2010-09-01",24.4353
"2010-09-02",24.6714
"2010-09-03",24.9012
"2010-09-04",24.8003
"2010-09-05",24.594
"2010-09-06",24.6104
"2010-09-07",24.7015
"2010-09-08",24.6865
"2010-09-09",24.7837
"2010-09-10",24.6065
"2010-09-11",24.0112
"2010-09-12",24.4949
"2010-09-13",24.3923
"2010-09-14",24.3317
"2010-09-15",24.5696
"2010-09-16",24.7596
"2010-09-17",24.7969
"2010-09-18",24.5587
"2010-09-19",24.6275
"2010-09-20",24.6726
"2010-09-21",23.8993
"2010-09-22",24.0188
"2010-09-23",24.1839
"2010-09-24",24.5001
"2010-09-25",24.607
"2010-09-26",24.1484
"2010-09-27",23.9508
"2010-09-28",23.7696
"2010-09-29",23.5688
"2010-09-30",23.5888
"2010-10-01",24.1629
"2010-10-02",23.7383
"2010-10-03",24.1511
"2010-10-04",24.4076
"2010-10-05",24.8
"2010-10-06",24.8225
"2010-10-07",24.9337
"2010-10-08",24.7226
"2010-10-09",24.8794
"2010-10-10",25.0078
"2010-10-11",24.7582
"2010-10-12",24.5513
"2010-10-13",24.7633
"2010-10-14",24.8149
"2010-10-15",24.3015
"2010-10-16",24.1506
"2010-10-17",23.9429
"2010-10-18",24.1221
"2010-10-19",24.6833
"2010-10-20",24.032
"2010-10-21",24.5474
"2010-10-22",24.4005
"2010-10-23",24.0701
"2010-10-24",24.8374
"2010-10-25",24.3574
"2010-10-26",24.3167
"2010-10-27",23.9398
"2010-10-28",23.3901
"2010-10-29",23.7682
"2010-10-30",23.4412
"2010-10-31",23.6405
"2010-11-01",24.1754
"2010-11-02",24.1233
"2010-11-03",24.1247
"2010-11-04",23.7707
"2010-11-05",23.6873
"2010-11-06",23.5535
"2010-11-07",23.8543
"2010-11-08",24.2195
"2010-11-09",23.8592
"2010-11-10",23.3682
"2010-11-11",23.1875
"2010-11-12",23.537
"2010-11-13",23.8272
"2010-11-14",23.5193
"2010-11-15",23.8404
"2010-11-16",23.494
"2010-11-17",23.5218
"2010-11-18",23.6195
"2010-11-19",23.546
"2010-11-20",23.6961
"2010-11-21",23.2617
"2010-11-22",23.3137
"2010-11-23",23.5454
"2010-11-24",23.906
"2010-11-25",23.8102
"2010-11-26",23.5205
"2010-11-27",23.7756
"2010-11-28",23.7132
"2010-11-29",23.6652
"2010-11-30",23.6373
"2010-12-01",23.6946
"2010-12-02",23.6948
"2010-12-03",23.6189
"2010-12-04",23.021
"2010-12-05",21.5575
"2010-12-06",20.8607
"2010-12-07",23.3477
"2010-12-08",23.7816
"2010-12-09",23.8277
"2010-12-10",23.9701
"2010-12-11",23.8497
"2010-12-12",23.4897
"2010-12-13",23.1336
"2010-12-14",22.7974
"2010-12-15",22.9243
"2010-12-16",22.6683
"2010-12-17",22.8532
"2010-12-18",21.3955
"2010-12-19",21.6207
"2010-12-20",23.3742
"2010-12-21",21.9073
"2010-12-22",20.0748
"2010-12-23",19.6959
"2010-12-24",21.2618
"2010-12-25",20.9373
"2010-12-26",20.4179
"2010-12-27",20.6239
"2010-12-28",22.3503
"2010-12-29",23.0669
"2010-12-30",22.3066
"2010-12-31",22.2466
"2011-01-01",22.7936
"2011-01-02",22.9685
"2011-01-03",21.7488
"2011-01-04",21.6469
"2011-01-05",21.6521
"2011-01-06",21.6202
"2011-01-07",22.9064
"2011-01-08",23.0547
"2011-01-09",23.0931
"2011-01-10",23.184
"2011-01-11",21.9871
"2011-01-12",20.2523
"2011-01-13",19.8465
"2011-01-14",20.798
"2011-01-15",22.3462
"2011-01-16",22.2111
"2011-01-17",21.4704
"2011-01-18",20.4498
"2011-01-19",19.537
"2011-01-20",19.2566
"2011-01-21",19.8944
"2011-01-22",19.3924
"2011-01-23",19.5804
"2011-01-24",19.21
"2011-01-25",20.0799
"2011-01-26",21.9531
"2011-01-27",21.5809
"2011-01-28",21.6564
"2011-01-29",22.153
"2011-01-30",22.9495
"2011-01-31",22.1577
"2011-02-01",22.7533
"2011-02-02",21.6722
"2011-02-03",21.5908
"2011-02-04",21.2147
"2011-02-05",21.7395
"2011-02-06",22.5011
"2011-02-07",22.0218
"2011-02-08",21.8796
"2011-02-09",20.907
"2011-02-10",20.3676
"2011-02-11",19.6876
"2011-02-12",19.5059
"2011-02-13",19.0112
"2011-02-14",19.9076
"2011-02-15",21.5589
"2011-02-16",22.3874
"2011-02-17",23.0712
"2011-02-18",23.1056
"2011-02-19",23.0113
"2011-02-20",24.0924
"2011-02-21",23.7631
"2011-02-22",23.3827
"2011-02-23",23.1047
"2011-02-24",22.2768
"2011-02-25",21.133
"2011-02-26",20.592
"2011-02-27",20.9551
"2011-02-28",22.6305
"2011-03-01",21.7758
"2011-03-02",21.176
"2011-03-03",21.5095
"2011-03-04",22.4103
"2011-03-05",22.4583
"2011-03-06",22.6166
"2011-03-07",21.9546
"2011-03-08",22.4318
"2011-03-09",22.3568
"2011-03-10",21.9811
"2011-03-11",21.5862
"2011-03-12",23.8681
"2011-03-13",23.9736
"2011-03-14",23.8361
"2011-03-15",24.0584
"2011-03-16",23.8744
"2011-03-17",22.4892
"2011-03-18",21.5274
"2011-03-19",22.8132
"2011-03-20",23.7852
"2011-03-21",24.3709
"2011-03-22",24.2612
"2011-03-23",23.4959
"2011-03-24",24.2897
"2011-03-25",24.2941
"2011-03-26",23.3441
"2011-03-27",23.2167
"2011-03-28",23.8028
"2011-03-29",23.9592
"2011-03-30",23.4862
"2011-03-31",23.6682
"2011-04-01",24.2068
"2011-04-02",24.8418
"2011-04-03",25.102
"2011-04-04",24.9669
"2011-04-05",24.3401
"2011-04-06",22.681
"2011-04-07",22.5045
"2011-04-08",24.361
"2011-04-09",24.3339
"2011-04-10",24.4775
"2011-04-11",24.5391
"2011-04-12",24.3968
"2011-04-13",24.2552
"2011-04-14",24.4639
"2011-04-15",24.4997
"2011-04-16",24.0454
"2011-04-17",24.417
"2011-04-18",24.4134
"2011-04-19",24.6424
"2011-04-20",24.7781
"2011-04-21",24.3709
"2011-04-22",24.327
"2011-04-23",24.5703
"2011-04-24",24.2885
"2011-04-25",24.0857
"2011-04-26",24.0991
"2011-04-27",24.3315
"2011-04-28",25.7848
"2011-04-29",25.7792
"2011-04-30",26.2034
"2011-05-01",25.7751
"2011-05-02",25.9327
"2011-05-03",25.9713
"2011-05-04",26.5174
"2011-05-05",26.7887
"2011-05-06",26.8859
"2011-05-07",26.441
"2011-05-08",25.5026
"2011-05-09",24.0229
"2011-05-10",24.5077
"2011-05-11",24.0878
"2011-05-12",23.8561
"2011-05-13",23.9938
"2011-05-14",23.9833
"2011-05-15",24.6366
"2011-05-16",24.8976
"2011-05-17",25.0825
"2011-05-18",24.7296
"2011-05-19",25.056
"2011-05-20",25.3212
"2011-05-21",25.4957
"2011-05-22",25.4853
"2011-05-23",25.5512
"2011-05-24",26.0321
"2011-05-25",26.1051
"2011-05-26",26.1372
"2011-05-27",25.9132
"2011-05-28",25.5286
"2011-05-29",25.6612
"2011-05-30",25.6621
"2011-05-31",25.6384
"2011-06-01",25.2652
"2011-06-02",24.6561
"2011-06-03",25.2338
"2011-06-04",25.3867
"2011-06-05",25.5929
"2011-06-06",25.6117
"2011-06-07",25.4859
"2011-06-08",25.3539
"2011-06-09",25.389
"2011-06-10",25.1601
"2011-06-11",25.2328
"2011-06-12",25.3873
"2011-06-13",25.1994
"2011-06-14",24.6444
"2011-06-15",24.7329
"2011-06-16",24.8269
"2011-06-17",24.6166
"2011-06-18",24.9823
"2011-06-19",24.7526
"2011-06-20",24.637
"2011-06-21",24.5118
"2011-06-22",24.665
"2011-06-23",24.4304
"2011-06-24",25.0942
"2011-06-25",25.0005
"2011-06-26",24.4395
"2011-06-27",24.6792
"2011-06-28",24.4623
"2011-06-29",24.6553
"2011-06-30",25.1438
"2011-07-01",25.179
"2011-07-02",24.5529
"2011-07-03",24.7016
"2011-07-04",24.865
"2011-07-05",24.3133
"2011-07-06",24.1053
"2011-07-07",24.7377
"2011-07-08",24.9518
"2011-07-09",25.2628
"2011-07-10",25.4372
"2011-07-11",24.6231
"2011-07-12",24.5719
"2011-07-13",24.6302
"2011-07-14",24.4053
"2011-07-15",24.4382
"2011-07-16",24.454
"2011-07-17",24.5861
"2011-07-18",24.8226
"2011-07-19",24.5713
"2011-07-20",24.7632
"2011-07-21",24.7128
"2011-07-22",24.4781
"2011-07-23",24.6422
"2011-07-24",24.6362
"2011-07-25",24.5771
"2011-07-26",24.5732
"2011-07-27",24.5155
"2011-07-28",24.439
"2011-07-29",24.4071
"2011-07-30",24.2056
"2011-07-31",24.395
"2011-08-01",24.5865
"2011-08-02",24.3568
"2011-08-03",24.602
"2011-08-04",24.6398
"2011-08-05",24.521
"2011-08-06",24.7065
"2011-08-07",24.7317
"2011-08-08",24.7604
"2011-08-09",24.8159
"2011-08-10",24.8537
"2011-08-11",24.8797
"2011-08-12",24.4951
"2011-08-13",24.7773
"2011-08-14",24.71
"2011-08-15",24.7653
"2011-08-16",24.2074
"2011-08-17",24.3211
"2011-08-18",23.9677
"2011-08-19",24.1205
"2011-08-20",24.2228
"2011-08-21",24.5484
"2011-08-22",24.3995
"2011-08-23",24.3294
"2011-08-24",24.1584
"2011-08-25",24.2279
"2011-08-26",24.4165
"2011-08-27",24.4797
"2011-08-28",24.2461
"2011-08-29",24.3776
"2011-08-30",24.612
"2011-08-31",24.5969
"2011-09-01",24.461
"2011-09-02",24.6677
"2011-09-03",24.3976
"2011-09-04",24.4272
"2011-09-05",24.8131
"2011-09-06",24.9541
"2011-09-07",24.8079
"2011-09-08",24.6859
"2011-09-09",24.8222
"2011-09-10",24.6737
"2011-09-11",24.5654
"2011-09-12",24.5365
"2011-09-13",24.348
"2011-09-14",24.3371
"2011-09-15",24.5044
"2011-09-16",24.4944
"2011-09-17",24.5167
"2011-09-18",24.541
"2011-09-19",24.3589
"2011-09-20",24.3372
"2011-09-21",24.3881
"2011-09-22",24.7395
"2011-09-23",24.6322
"2011-09-24",24.46
"2011-09-25",24.5036
"2011-09-26",24.698
"2011-09-27",25.0586
"2011-09-28",25.0731
"2011-09-29",24.8376
"2011-09-30",25.0079
"2011-10-01",24.9672
"2011-10-02",24.9127
"2011-10-03",24.7746
"2011-10-04",24.2994
"2011-10-05",25.0018
"2011-10-06",24.6853
"2011-10-07",24.909
"2011-10-08",24.5829
"2011-10-09",24.6126
"2011-10-10",24.2127
"2011-10-11",23.8362
"2011-10-12",23.5752
"2011-10-13",23.8317
"2011-10-14",24.1961
"2011-10-15",24.2323
"2011-10-16",24.1959
"2011-10-17",24.3729
"2011-10-18",24.36
"2011-10-19",24.404
"2011-10-20",24.5176
"2011-10-21",24.4439
"2011-10-22",24.0064
"2011-10-23",24.1009
"2011-10-24",23.9567
"2011-10-25",23.8973
"2011-10-26",24.071
"2011-10-27",24.3378
"2011-10-28",24.2858
"2011-10-29",23.9897
"2011-10-30",24.1038
"2011-10-31",24.0476
"2011-11-01",23.6392
"2011-11-02",23.7109
"2011-11-03",23.3138
"2011-11-04",23.3951
"2011-11-05",23.964
"2011-11-06",23.985
"2011-11-07",22.985
"2011-11-08",21.1825
"2011-11-09",20.2626
"2011-11-10",20.9107
"2011-11-11",22.7852
"2011-11-12",23.4306
"2011-11-13",23.6181
"2011-11-14",23.4803
"2011-11-15",23.7485
"2011-11-16",23.5801
"2011-11-17",23.9094
"2011-11-18",23.7745
"2011-11-19",23.9318
"2011-11-20",22.4851
"2011-11-21",23.3181
"2011-11-22",23.0145
"2011-11-23",23.7245
"2011-11-24",23.8909
"2011-11-25",23.9588
"2011-11-26",23.533
"2011-11-27",23.7708
"2011-11-28",23.4924
"2011-11-29",23.8819
"2011-11-30",23.9437
"2011-12-01",23.2702
"2011-12-02",22.5786
"2011-12-03",22.0112
"2011-12-04",21.3874
"2011-12-05",22.3306
"2011-12-06",21.6819
"2011-12-07",19.6483
"2011-12-08",21.6365
"2011-12-09",23.6244
"2011-12-10",23.7682
"2011-12-11",23.6583
"2011-12-12",23.202
"2011-12-13",23.721
"2011-12-14",23.4505
"2011-12-15",23.3016
"2011-12-16",21.0039
"2011-12-17",20.9393
"2011-12-18",22.7734
"2011-12-19",23.0656
"2011-12-20",22.5964
"2011-12-21",20.8555
"2011-12-22",20.408
"2011-12-23",20.7197
"2011-12-24",20.6268
"2011-12-25",20.0778
"2011-12-26",20.2036
"2011-12-27",19.8538
"2011-12-28",21.623
"2011-12-29",21.7749
"2011-12-30",23.0239
"2011-12-31",21.6429
"2012-01-01",22.958
"2012-01-02",23.3992
"2012-01-03",23.5309
"2012-01-04",23.911
"2012-01-05",23.7866
"2012-01-06",23.118
"2012-01-07",22.4848
"2012-01-08",23.5653
"2012-01-09",23.5967
"2012-01-10",22.1791
"2012-01-11",20.8836
"2012-01-12",20.6003
"2012-01-13",21.3583
"2012-01-14",19.5951
"2012-01-15",16.8377
"2012-01-16",16.9639
"2012-01-17",17.2582
"2012-01-18",17.7539
"2012-01-19",18.1978
"2012-01-20",19.0166
"2012-01-21",19.1439
"2012-01-22",18.896
"2012-01-23",17.7898
"2012-01-24",18.0329
"2012-01-25",17.1998
"2012-01-26",19.446
"2012-01-27",21.0796
"2012-01-28",20.4251
"2012-01-29",19.3446
"2012-01-30",18.5417
"2012-01-31",20.5622
"2012-02-01",19.8391
"2012-02-02",20.9228
"2012-02-03",20.5643
"2012-02-04",20.8385
"2012-02-05",21.5606
"2012-02-06",22.719
"2012-02-07",22.8759
"2012-02-08",22.8108
"2012-02-09",23.5594
"2012-02-10",23.459
"2012-02-11",22.3679
"2012-02-12",21.0452
"2012-02-13",21.2246
"2012-02-14",21.6733
"2012-02-15",21.9568
"2012-02-16",22.3107
"2012-02-17",21.7706
"2012-02-18",20.8963
"2012-02-19",21.3688
"2012-02-20",21.7949
"2012-02-21",22.0281
"2012-02-22",21.1665
"2012-02-23",20.7798
"2012-02-24",20.8943
"2012-02-25",20.7788
"2012-02-26",20.9427
"2012-02-27",21.27
"2012-02-28",23.4151
"2012-02-29",24.3054
"2012-03-01",24.5335
"2012-03-02",24.1615
"2012-03-03",24.3574
"2012-03-04",24.4209
"2012-03-05",23.2326
"2012-03-06",22.1187
"2012-03-07",21.4333
"2012-03-08",24.5095
"2012-03-09",24.7008
"2012-03-10",23.2808
"2012-03-11",22.3817
"2012-03-12",23.4389
"2012-03-13",23.6681
"2012-03-14",23.1316
"2012-03-15",24.2674
"2012-03-16",24.4269
"2012-03-17",23.7732
"2012-03-18",22.9961
"2012-03-19",23.5879
"2012-03-20",23.7508
"2012-03-21",23.8496
"2012-03-22",23.3783
"2012-03-23",22.534
"2012-03-24",21.0906
"2012-03-25",21.76
"2012-03-26",21.7961
"2012-03-27",23.1565
"2012-03-28",23.1701
"2012-03-29",23.7035
"2012-03-30",24.8301
"2012-03-31",24.5005
"2012-04-01",24.3186
"2012-04-02",23.6979
"2012-04-03",23.5745
"2012-04-04",24.2268
"2012-04-05",24.4607
"2012-04-06",24.3759
"2012-04-07",24.4718
"2012-04-08",24.582
"2012-04-09",24.4971
"2012-04-10",24.3995
"2012-04-11",24.509
"2012-04-12",24.4445
"2012-04-13",24.5743
"2012-04-14",24.4682
"2012-04-15",24.3485
"2012-04-16",24.6771
"2012-04-17",25.3476
"2012-04-18",25.4985
"2012-04-19",25.5047
"2012-04-20",24.8053
"2012-04-21",25.5565
"2012-04-22",25.3761
"2012-04-23",25.3039
"2012-04-24",25.0168
"2012-04-25",24.5155
"2012-04-26",24.5228
"2012-04-27",24.9156
"2012-04-28",25.0804
"2012-04-29",25.5943
"2012-04-30",25.6358
"2012-05-01",25.16
"2012-05-02",25.0052
"2012-05-03",24.9977
"2012-05-04",25.2365
"2012-05-05",25.3387
"2012-05-06",25.8948
"2012-05-07",25.7518
"2012-05-08",25.4408
"2012-05-09",25.4385
"2012-05-10",25.5121
"2012-05-11",25.5773
"2012-05-12",25.3185
"2012-05-13",25.5357
"2012-05-14",25.673
"2012-05-15",25.596
"2012-05-16",25.5886
"2012-05-17",26.1274
"2012-05-18",26.312
"2012-05-19",25.9473
"2012-05-20",26.2702
"2012-05-21",26.2964
"2012-05-22",26.0179
"2012-05-23",26.1244
"2012-05-24",26.0043
"2012-05-25",25.8491
"2012-05-26",25.4584
"2012-05-27",25.4888
"2012-05-28",25.7094
"2012-05-29",25.81
"2012-05-30",25.8629
"2012-05-31",25.6239
"2012-06-01",25.6525
"2012-06-02",26.029
"2012-06-03",26.0963
"2012-06-04",25.6468
"2012-06-05",25.5614
"2012-06-06",25.3125
"2012-06-07",25.1416
"2012-06-08",25.2199
"2012-06-09",25.3158
"2012-06-10",24.9406
"2012-06-11",25.0537
"2012-06-12",24.9076
"2012-06-13",24.8331
"2012-06-14",24.6886
"2012-06-15",25.0284
"2012-06-16",24.8531
"2012-06-17",24.7105
"2012-06-18",24.4198
"2012-06-19",24.5252
"2012-06-20",24.4712
"2012-06-21",24.6174
"2012-06-22",24.5974
"2012-06-23",24.7418
"2012-06-24",24.7054
"2012-06-25",24.6673
"2012-06-26",24.7558
"2012-06-27",24.7502
"2012-06-28",24.77
"2012-06-29",24.509
"2012-06-30",24.5522
"2012-07-01",24.2933
"2012-07-02",24.1789
"2012-07-03",24.2894
"2012-07-04",24.3429
"2012-07-05",24.605
"2012-07-06",24.8477
"2012-07-07",24.8918
"2012-07-08",24.9206
"2012-07-09",25.0514
"2012-07-10",24.6938
"2012-07-11",24.2963
"2012-07-12",23.8009
"2012-07-13",24.2545
"2012-07-14",24.319
"2012-07-15",24.4378
"2012-07-16",24.7953
"2012-07-17",24.7419
"2012-07-18",25.0287
"2012-07-19",24.642
"2012-07-20",24.5843
"2012-07-21",24.4031
"2012-07-22",24.3266
"2012-07-23",24.5084
"2012-07-24",24.6414
"2012-07-25",24.8869
"2012-07-26",24.3293
"2012-07-27",24.05
"2012-07-28",24.7121
"2012-07-29",24.6402
"2012-07-30",24.5891
"2012-07-31",24.5412
"2012-08-01",24.0555
"2012-08-02",23.9587
"2012-08-03",24.4542
"2012-08-04",24.5904
"2012-08-05",24.658
"2012-08-06",24.3974
"2012-08-07",24.3836
"2012-08-08",24.1688
"2012-08-09",23.8582
"2012-08-10",24.2123
"2012-08-11",24.2854
"2012-08-12",24.1942
"2012-08-13",24.357
"2012-08-14",24.7975
"2012-08-15",24.6113
"2012-08-16",24.5526
"2012-08-17",23.9778
"2012-08-18",23.9175
"2012-08-19",24.0392
"2012-08-20",24.2035
"2012-08-21",24.1785
"2012-08-22",24.119
"2012-08-23",24.1303
"2012-08-24",24.3713
"2012-08-25",24.615
"2012-08-26",24.2571
"2012-08-27",23.8798
"2012-08-28",24.03
"2012-08-29",24.4209
"2012-08-30",24.3529
"2012-08-31",24.3991
"2012-09-01",24.539
"2012-09-02",24.7992
"2012-09-03",24.9481
"2012-09-04",24.7549
"2012-09-05",24.6312
"2012-09-06",24.7967
"2012-09-07",24.8601
"2012-09-08",24.5348
"2012-09-09",24.876
"2012-09-10",24.6052
"2012-09-11",24.5783
"2012-09-12",24.6783
"2012-09-13",24.61
"2012-09-14",24.4755
"2012-09-15",24.6504
"2012-09-16",24.8264
"2012-09-17",25.0682
"2012-09-18",24.5142
"2012-09-19",24.5874
"2012-09-20",24.3086
"2012-09-21",24.3794
"2012-09-22",24.4709
"2012-09-23",24.4636
"2012-09-24",24.2271
"2012-09-25",23.645
"2012-09-26",24.5713
"2012-09-27",24.4067
"2012-09-28",24.1183
"2012-09-29",24.4436
"2012-09-30",24.1056
"2012-10-01",23.5785
"2012-10-02",24.1302
"2012-10-03",24.3481
"2012-10-04",24.0075
"2012-10-05",24.3693
"2012-10-06",24.8611
"2012-10-07",24.2274
"2012-10-08",24.3697
"2012-10-09",24.2689
"2012-10-10",24.0962
"2012-10-11",24.521
"2012-10-12",24.2432
"2012-10-13",23.8481
"2012-10-14",23.8584
"2012-10-15",23.7952
"2012-10-16",23.6574
"2012-10-17",23.7239
"2012-10-18",23.8473
"2012-10-19",23.7001
"2012-10-20",23.7906
"2012-10-21",23.9669
"2012-10-22",24.0441
"2012-10-23",24.0554
"2012-10-24",23.8861
"2012-10-25",24.0184
"2012-10-26",24.201
"2012-10-27",23.7317
"2012-10-28",24.2209
"2012-10-29",24.0023
"2012-10-30",23.0951
"2012-10-31",23.3177
"2012-11-01",24.1699
"2012-11-02",24.541
"2012-11-03",24.3844
"2012-11-04",24.5102
"2012-11-05",23.7072
"2012-11-06",23.7844
"2012-11-07",23.8552
"2012-11-08",23.5525
"2012-11-09",24.009
"2012-11-10",23.1226
"2012-11-11",22.3995
"2012-11-12",23.1787
"2012-11-13",23.1811
"2012-11-14",22.4824
"2012-11-15",21.5243
"2012-11-16",20.4392
"2012-11-17",20.399
"2012-11-18",20.4851
"2012-11-19",20.6311
"2012-11-20",22.2526
"2012-11-21",23.3787
"2012-11-22",23.8657
"2012-11-23",23.9481
"2012-11-24",23.743
"2012-11-25",23.8081
"2012-11-26",22.945
"2012-11-27",21.9497
