,"(deg C) Mean Dew Point Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2009-12-13",21.0795
"2009-12-14",21.3414
"2009-12-15",21.4254
"2009-12-16",20.6425
"2009-12-17",20.3237
"2009-12-18",21.0384
"2009-12-19",20.9772
"2009-12-20",20.4039
"2009-12-21",20.8673
"2009-12-22",20.4327
"2009-12-23",20.3706
"2009-12-24",20.5903
"2009-12-25",20.5091
"2009-12-26",20.854
"2009-12-27",20.4452
"2009-12-28",20.4071
"2009-12-29",20.2721
"2009-12-30",19.7183
"2009-12-31",18.5883
"2010-01-01",18.6676
"2010-01-02",19.4773
"2010-01-03",19.6865
"2010-01-04",18.7172
"2010-01-05",17.2255
"2010-01-06",16.0701
"2010-01-07",18.7051
"2010-01-08",20.4347
"2010-01-09",20.2684
"2010-01-10",19.7709
"2010-01-11",20.2586
"2010-01-12",20.0736
"2010-01-13",20.8398
"2010-01-14",19.9027
"2010-01-15",18.1928
"2010-01-16",19.8786
"2010-01-17",20.1626
"2010-01-18",19.9456
"2010-01-19",19.2195
"2010-01-20",18.0066
"2010-01-21",17.4889
"2010-01-22",17.446
"2010-01-23",17.6538
"2010-01-24",18.0679
"2010-01-25",18.0715
"2010-01-26",18.5207
"2010-01-27",20.3033
"2010-01-28",19.815
"2010-01-29",19.9938
"2010-01-30",19.4678
"2010-01-31",20.3838
"2010-02-01",20.7992
"2010-02-02",20.6402
"2010-02-03",19.6696
"2010-02-04",19.2053
"2010-02-05",19.082
"2010-02-06",18.6523
"2010-02-07",17.9326
"2010-02-08",17.5891
"2010-02-09",19.4847
"2010-02-10",21.102
"2010-02-11",20.5362
"2010-02-12",21.0391
"2010-02-13",21.1723
"2010-02-14",18.5691
"2010-02-15",17.6823
"2010-02-16",20.2527
"2010-02-17",21.4093
"2010-02-18",19.7032
"2010-02-19",19.559
"2010-02-20",19.0521
"2010-02-21",18.6544
"2010-02-22",18.3261
"2010-02-23",16.7312
"2010-02-24",16.7994
"2010-02-25",18.8549
"2010-02-26",18.8211
"2010-02-27",16.5586
"2010-02-28",16.8287
"2010-03-01",17.3558
"2010-03-02",17.454
"2010-03-03",18.3425
"2010-03-04",19.2158
"2010-03-05",18.6793
"2010-03-06",18.895
"2010-03-07",19.7964
"2010-03-08",20.7859
"2010-03-09",18.7454
"2010-03-10",17.9871
"2010-03-11",18.7258
"2010-03-12",20.282
"2010-03-13",20.4492
"2010-03-14",19.7698
"2010-03-15",17.0255
"2010-03-16",16.8001
"2010-03-17",17.3351
"2010-03-18",19.0843
"2010-03-19",19.7107
"2010-03-20",18.9786
"2010-03-21",18.4805
"2010-03-22",18.5493
"2010-03-23",19.4424
"2010-03-24",20.1881
"2010-03-25",20.7898
"2010-03-26",20.6949
"2010-03-27",20.9683
"2010-03-28",21.3215
"2010-03-29",21.5665
"2010-03-30",21.2665
"2010-03-31",21.258
"2010-04-01",21.4954
"2010-04-02",21.148
"2010-04-03",20.2688
"2010-04-04",20.5536
"2010-04-05",20.4896
"2010-04-06",20.9802
"2010-04-07",21.3389
"2010-04-08",21.8853
"2010-04-09",21.2942
"2010-04-10",21.1974
"2010-04-11",22.2238
"2010-04-12",22.4797
"2010-04-13",21.7445
"2010-04-14",21.4398
"2010-04-15",21.1877
"2010-04-16",21.5561
"2010-04-17",21.3185
"2010-04-18",21.7378
"2010-04-19",22.1869
"2010-04-20",22.1873
"2010-04-21",22.1629
"2010-04-22",21.9553
"2010-04-23",21.5944
"2010-04-24",21.6736
"2010-04-25",21.6865
"2010-04-26",21.5222
"2010-04-27",21.3442
"2010-04-28",21.4746
"2010-04-29",21.6468
"2010-04-30",21.9932
"2010-05-01",22.0891
"2010-05-02",22.361
"2010-05-03",22.3449
"2010-05-04",22.1755
"2010-05-05",22.3176
"2010-05-06",22.1773
"2010-05-07",22.2224
"2010-05-08",22.5628
"2010-05-09",22.5231
"2010-05-10",22.4882
"2010-05-11",22.6058
"2010-05-12",22.8921
"2010-05-13",22.3317
"2010-05-14",21.6184
"2010-05-15",21.9662
"2010-05-16",21.8596
"2010-05-17",21.0438
"2010-05-18",21.1035
"2010-05-19",21.4472
"2010-05-20",21.5726
"2010-05-21",21.3651
"2010-05-22",22.1112
"2010-05-23",21.9899
"2010-05-24",21.5986
"2010-05-25",21.2907
"2010-05-26",21.1156
"2010-05-27",21.5494
"2010-05-28",21.4163
"2010-05-29",21.728
"2010-05-30",21.089
"2010-05-31",20.9385
"2010-06-01",20.3995
"2010-06-02",20.4497
"2010-06-03",21.0352
"2010-06-04",21.0195
"2010-06-05",20.7106
"2010-06-06",20.0621
"2010-06-07",19.6645
"2010-06-08",19.4629
"2010-06-09",20.0626
"2010-06-10",20.4851
"2010-06-11",20.069
"2010-06-12",20.235
"2010-06-13",20.6081
"2010-06-14",20.5892
"2010-06-15",20.9788
"2010-06-16",21.1565
"2010-06-17",21.0254
"2010-06-18",20.7882
"2010-06-19",21.4862
"2010-06-20",21.4808
"2010-06-21",21.5958
"2010-06-22",20.8076
"2010-06-23",20.4609
"2010-06-24",19.7539
"2010-06-25",19.7764
"2010-06-26",19.839
"2010-06-27",20.2099
"2010-06-28",20.5377
"2010-06-29",19.7949
"2010-06-30",18.9758
"2010-07-01",19.1574
"2010-07-02",19.6876
"2010-07-03",19.6911
"2010-07-04",19.6341
"2010-07-05",19.5484
"2010-07-06",19.7714
"2010-07-07",20.7254
"2010-07-08",20.7296
"2010-07-09",20.8389
"2010-07-10",20.4989
"2010-07-11",21.2539
"2010-07-12",20.7315
"2010-07-13",19.2341
"2010-07-14",19.3206
"2010-07-15",19.8182
"2010-07-16",19.1338
"2010-07-17",19.346
"2010-07-18",19.6568
"2010-07-19",19.831
"2010-07-20",19.283
"2010-07-21",19.0789
"2010-07-22",19.9521
"2010-07-23",19.7946
"2010-07-24",18.0177
"2010-07-25",18.5088
"2010-07-26",18.1924
"2010-07-27",18.8297
"2010-07-28",18.9835
"2010-07-29",19.0877
"2010-07-30",18.5446
"2010-07-31",18.1461
"2010-08-01",18.7533
"2010-08-02",19.1085
"2010-08-03",18.9468
"2010-08-04",18.6705
"2010-08-05",18.8939
"2010-08-06",19.0335
"2010-08-07",19.2206
"2010-08-08",19.807
"2010-08-09",19.7707
"2010-08-10",20.369
"2010-08-11",20.0179
"2010-08-12",19.2142
"2010-08-13",19.8734
"2010-08-14",20.0452
"2010-08-15",19.5149
"2010-08-16",18.9189
"2010-08-17",19.1903
"2010-08-18",19.0119
"2010-08-19",20.0715
"2010-08-20",20.8799
"2010-08-21",19.1348
"2010-08-22",18.8228
"2010-08-23",19.7992
"2010-08-24",20.0174
"2010-08-25",18.772
"2010-08-26",18.6821
"2010-08-27",18.8477
"2010-08-28",19.7081
"2010-08-29",19.7524
"2010-08-30",18.1374
"2010-08-31",17.9073
"2010-09-01",18.2631
"2010-09-02",19.2382
"2010-09-03",19.0548
"2010-09-04",18.9911
"2010-09-05",18.462
"2010-09-06",18.8632
"2010-09-07",18.8562
"2010-09-08",19.2721
"2010-09-09",18.9529
"2010-09-10",19.4511
"2010-09-11",20.1369
"2010-09-12",20.2085
"2010-09-13",19.2619
"2010-09-14",18.7372
"2010-09-15",18.7747
"2010-09-16",18.6814
"2010-09-17",19.0099
"2010-09-18",19.4482
"2010-09-19",19.83
"2010-09-20",20.2691
"2010-09-21",20.6236
"2010-09-22",21.1191
"2010-09-23",21.0839
"2010-09-24",19.9317
"2010-09-25",20.1078
"2010-09-26",20.8876
"2010-09-27",21.2638
"2010-09-28",20.7122
"2010-09-29",19.869
"2010-09-30",20.3827
"2010-10-01",21.0356
"2010-10-02",20.8493
"2010-10-03",19.5805
"2010-10-04",20.1389
"2010-10-05",20.315
"2010-10-06",20.1772
"2010-10-07",20.5944
"2010-10-08",20.669
"2010-10-09",20.394
"2010-10-10",19.6256
"2010-10-11",19.6777
"2010-10-12",19.0629
"2010-10-13",18.4994
"2010-10-14",18.1653
"2010-10-15",17.5818
"2010-10-16",18.5218
"2010-10-17",18.9929
"2010-10-18",19.1356
"2010-10-19",19.6694
"2010-10-20",19.6614
"2010-10-21",18.9355
"2010-10-22",17.4229
"2010-10-23",16.8913
"2010-10-24",18.8112
"2010-10-25",19.0859
"2010-10-26",19.2064
"2010-10-27",20.1042
"2010-10-28",20.2164
"2010-10-29",20.225
"2010-10-30",21.2347
"2010-10-31",21.3185
"2010-11-01",20.2765
"2010-11-02",19.7363
"2010-11-03",20.4561
"2010-11-04",20.5361
"2010-11-05",20.5703
"2010-11-06",20.2782
"2010-11-07",20.4813
"2010-11-08",20.5059
"2010-11-09",20.3035
"2010-11-10",20.6691
"2010-11-11",20.3684
"2010-11-12",20.5749
"2010-11-13",21.1705
"2010-11-14",20.508
"2010-11-15",20.2292
"2010-11-16",19.7018
"2010-11-17",19.9555
"2010-11-18",20.1979
"2010-11-19",20.6627
"2010-11-20",20.2942
"2010-11-21",20.1029
"2010-11-22",20.1833
"2010-11-23",20.2013
"2010-11-24",20.7213
"2010-11-25",20.8837
"2010-11-26",20.9868
"2010-11-27",20.8283
"2010-11-28",20.7272
"2010-11-29",20.4769
"2010-11-30",20.4767
"2010-12-01",20.5321
"2010-12-02",20.3296
"2010-12-03",20.315
"2010-12-04",20.2695
"2010-12-05",19.049
"2010-12-06",19.9089
"2010-12-07",20.2537
"2010-12-08",20.0336
"2010-12-09",19.3622
"2010-12-10",19.1376
"2010-12-11",19.0937
"2010-12-12",19.0565
"2010-12-13",18.5565
"2010-12-14",19.7814
"2010-12-15",19.9499
"2010-12-16",19.4452
"2010-12-17",19.5077
"2010-12-18",19.6171
"2010-12-19",18.9883
"2010-12-20",19.747
"2010-12-21",20.1983
"2010-12-22",20.0516
"2010-12-23",19.998
"2010-12-24",20.1978
"2010-12-25",20.1106
"2010-12-26",19.6139
"2010-12-27",18.7515
"2010-12-28",19.7892
"2010-12-29",19.8332
"2010-12-30",19.9015
"2010-12-31",20.0737
"2011-01-01",20.0525
"2011-01-02",20.1187
"2011-01-03",19.9934
"2011-01-04",20.0864
"2011-01-05",20.2512
"2011-01-06",19.9538
"2011-01-07",20.4704
"2011-01-08",20.5099
"2011-01-09",18.5261
"2011-01-10",19.773
"2011-01-11",19.0241
"2011-01-12",15.8975
"2011-01-13",15.8935
"2011-01-14",19.7337
"2011-01-15",20.4169
"2011-01-16",19.9669
"2011-01-17",20.4274
"2011-01-18",19.645
"2011-01-19",16.7534
"2011-01-20",15.539
"2011-01-21",16.6391
"2011-01-22",17.722
"2011-01-23",17.8103
"2011-01-24",18.4911
"2011-01-25",19.5472
"2011-01-26",19.997
"2011-01-27",20.2636
"2011-01-28",20.2074
"2011-01-29",20.14
"2011-01-30",20.463
"2011-01-31",20.2937
"2011-02-01",19.4521
"2011-02-02",19.2411
"2011-02-03",20.0622
"2011-02-04",19.8468
"2011-02-05",20.6367
"2011-02-06",20.7396
"2011-02-07",20.2965
"2011-02-08",20.3385
"2011-02-09",20.1945
"2011-02-10",19.5366
"2011-02-11",17.8422
"2011-02-12",18.009
"2011-02-13",18.0389
"2011-02-14",19.3321
"2011-02-15",20.3424
"2011-02-16",20.2082
"2011-02-17",19.6214
"2011-02-18",20.2479
"2011-02-19",20.0252
"2011-02-20",20.2862
"2011-02-21",20.5182
"2011-02-22",19.2928
"2011-02-23",18.4363
"2011-02-24",18.558
"2011-02-25",18.7023
"2011-02-26",18.7984
"2011-02-27",18.1693
"2011-02-28",19.9834
"2011-03-01",19.8848
"2011-03-02",19.9604
"2011-03-03",19.804
"2011-03-04",20.1
"2011-03-05",20.0516
"2011-03-06",19.3213
"2011-03-07",19.2443
"2011-03-08",16.7904
"2011-03-09",15.714
"2011-03-10",13.8109
"2011-03-11",15.8152
"2011-03-12",20.0343
"2011-03-13",20.5864
"2011-03-14",20.5264
"2011-03-15",20.5322
"2011-03-16",20.3881
"2011-03-17",18.694
"2011-03-18",19.0114
"2011-03-19",20.6594
"2011-03-20",20.6987
"2011-03-21",21.0606
"2011-03-22",20.2377
"2011-03-23",20.2218
"2011-03-24",20.7396
"2011-03-25",19.613
"2011-03-26",20.2739
"2011-03-27",20.8552
"2011-03-28",20.4719
"2011-03-29",19.9201
"2011-03-30",18.73
"2011-03-31",16.088
"2011-04-01",16.16
"2011-04-02",16.6664
"2011-04-03",18.5163
"2011-04-04",16.9014
"2011-04-05",16.0039
"2011-04-06",17.1043
"2011-04-07",19.19
"2011-04-08",20.3071
"2011-04-09",20.3379
"2011-04-10",20.1811
"2011-04-11",20.4251
"2011-04-12",20.2151
"2011-04-13",20.2019
"2011-04-14",19.9091
"2011-04-15",19.8446
"2011-04-16",20.2497
"2011-04-17",20.4243
"2011-04-18",20.5816
"2011-04-19",20.7063
"2011-04-20",21.0055
"2011-04-21",21.0881
"2011-04-22",21.4198
"2011-04-23",20.6241
"2011-04-24",21.2279
"2011-04-25",21.2655
"2011-04-26",21.5864
"2011-04-27",21.497
"2011-04-28",20.9671
"2011-04-29",21.5222
"2011-04-30",21.2383
"2011-05-01",21.4563
"2011-05-02",21.0303
"2011-05-03",21.372
"2011-05-04",21.5722
"2011-05-05",22.0831
"2011-05-06",21.9514
"2011-05-07",20.9065
"2011-05-08",20.1613
"2011-05-09",19.9593
"2011-05-10",20.3814
"2011-05-11",20.7337
"2011-05-12",21.1502
"2011-05-13",21.1037
"2011-05-14",19.8095
"2011-05-15",20.0494
"2011-05-16",20.2243
"2011-05-17",19.7127
"2011-05-18",20.1373
"2011-05-19",20.1377
"2011-05-20",20.6621
"2011-05-21",20.8594
"2011-05-22",20.5183
"2011-05-23",21.0167
"2011-05-24",20.995
"2011-05-25",21.5338
"2011-05-26",21.6449
"2011-05-27",20.7241
"2011-05-28",20.5789
"2011-05-29",20.4838
"2011-05-30",20.7309
"2011-05-31",20.6576
"2011-06-01",19.8771
"2011-06-02",19.334
"2011-06-03",19.652
"2011-06-04",20.3031
"2011-06-05",20.6389
"2011-06-06",20.3825
"2011-06-07",19.9905
"2011-06-08",19.8173
"2011-06-09",20.024
"2011-06-10",19.5119
"2011-06-11",19.4577
"2011-06-12",19.8183
"2011-06-13",19.9567
"2011-06-14",19.2612
"2011-06-15",19.2722
"2011-06-16",19.5665
"2011-06-17",19.4933
"2011-06-18",19.1508
"2011-06-19",18.099
"2011-06-20",18.5722
"2011-06-21",18.7362
"2011-06-22",17.6748
"2011-06-23",18.6526
"2011-06-24",19.3725
"2011-06-25",19.4806
"2011-06-26",19.1883
"2011-06-27",19.3898
"2011-06-28",18.7254
"2011-06-29",19.0332
"2011-06-30",18.3726
"2011-07-01",18.8564
"2011-07-02",18.5416
"2011-07-03",18.4526
"2011-07-04",18.6958
"2011-07-05",19.4409
"2011-07-06",19.2042
"2011-07-07",19.4604
"2011-07-08",19.7555
"2011-07-09",19.9189
"2011-07-10",19.1397
"2011-07-11",19.0763
"2011-07-12",19.0268
"2011-07-13",19.0576
"2011-07-14",18.9851
"2011-07-15",18.7072
"2011-07-16",18.0913
"2011-07-17",18.8425
"2011-07-18",18.4603
"2011-07-19",18.8948
"2011-07-20",18.8622
"2011-07-21",18.3848
"2011-07-22",18.5691
"2011-07-23",18.7063
"2011-07-24",19.522
"2011-07-25",19.6602
"2011-07-26",19.0171
"2011-07-27",18.5698
"2011-07-28",19.0638
"2011-07-29",18.5586
"2011-07-30",18.7465
"2011-07-31",17.9406
"2011-08-01",17.7669
"2011-08-02",18.1571
"2011-08-03",19.024
"2011-08-04",18.7731
"2011-08-05",19.8941
"2011-08-06",19.4962
"2011-08-07",18.8243
"2011-08-08",19.2574
"2011-08-09",19.762
"2011-08-10",19.7432
"2011-08-11",19.2788
"2011-08-12",19.0908
"2011-08-13",18.8243
"2011-08-14",18.8211
"2011-08-15",19.589
"2011-08-16",20.5574
"2011-08-17",20.0436
"2011-08-18",19.0137
"2011-08-19",18.4214
"2011-08-20",18.9633
"2011-08-21",19.2771
"2011-08-22",19.7925
"2011-08-23",19.4719
"2011-08-24",18.8577
"2011-08-25",19.2327
"2011-08-26",18.9502
"2011-08-27",17.4739
"2011-08-28",18.0145
"2011-08-29",17.5664
"2011-08-30",18.8318
"2011-08-31",18.6424
"2011-09-01",19.1267
"2011-09-02",19.3666
"2011-09-03",18.0946
"2011-09-04",18.3183
"2011-09-05",19.3668
"2011-09-06",19.1777
"2011-09-07",18.7483
"2011-09-08",18.7148
"2011-09-09",19.5149
"2011-09-10",19.2508
"2011-09-11",19.2015
"2011-09-12",19.8575
"2011-09-13",19.4455
"2011-09-14",19.757
"2011-09-15",19.4582
"2011-09-16",19.287
"2011-09-17",19.1172
"2011-09-18",18.6741
"2011-09-19",18.6029
"2011-09-20",16.8877
"2011-09-21",19.2141
"2011-09-22",19.3022
"2011-09-23",18.2139
"2011-09-24",17.9213
"2011-09-25",18.4925
"2011-09-26",18.6711
"2011-09-27",18.7121
"2011-09-28",18.1898
"2011-09-29",18.4488
"2011-09-30",18.9257
"2011-10-01",19.3906
"2011-10-02",18.6533
"2011-10-03",18.8536
"2011-10-04",19.4788
"2011-10-05",19.802
"2011-10-06",18.8584
"2011-10-07",18.3824
"2011-10-08",18.9719
"2011-10-09",18.9529
"2011-10-10",18.6303
"2011-10-11",19.1483
"2011-10-12",20.1094
"2011-10-13",20.6657
"2011-10-14",21.343
"2011-10-15",21.4476
"2011-10-16",20.5594
"2011-10-17",20.7505
"2011-10-18",20.8152
"2011-10-19",21.0048
"2011-10-20",21.1621
"2011-10-21",20.9415
"2011-10-22",21.0031
"2011-10-23",20.7075
"2011-10-24",20.5927
"2011-10-25",20.7226
"2011-10-26",20.7386
"2011-10-27",20.7295
"2011-10-28",20.4505
"2011-10-29",20.7995
"2011-10-30",21.0179
"2011-10-31",20.9792
"2011-11-01",20.6371
"2011-11-02",20.3477
"2011-11-03",20.766
"2011-11-04",20.9875
"2011-11-05",20.7997
"2011-11-06",20.9289
"2011-11-07",20.6218
"2011-11-08",20.0484
"2011-11-09",18.9264
"2011-11-10",18.2322
"2011-11-11",18.1583
"2011-11-12",19.0885
"2011-11-13",19.8329
"2011-11-14",18.8187
"2011-11-15",19.4581
"2011-11-16",20.2342
"2011-11-17",20.6255
"2011-11-18",20.4449
"2011-11-19",20.8796
"2011-11-20",20.8433
"2011-11-21",20.4137
"2011-11-22",20.3155
"2011-11-23",20.7311
"2011-11-24",20.9312
"2011-11-25",20.2919
"2011-11-26",20.5252
"2011-11-27",20.4357
"2011-11-28",20.0679
"2011-11-29",20.9378
"2011-11-30",20.6335
"2011-12-01",19.9031
"2011-12-02",20.1585
"2011-12-03",19.7786
"2011-12-04",19.6087
"2011-12-05",19.56
"2011-12-06",19.9134
"2011-12-07",19.1071
"2011-12-08",19.1913
"2011-12-09",20.191
"2011-12-10",20.2282
"2011-12-11",20.5644
"2011-12-12",20.8686
"2011-12-13",20.4719
"2011-12-14",19.5647
"2011-12-15",18.6887
"2011-12-16",19.4809
"2011-12-17",19.8989
"2011-12-18",20.8707
"2011-12-19",20.9243
"2011-12-20",20.1169
"2011-12-21",19.688
"2011-12-22",19.6945
"2011-12-23",20.2938
"2011-12-24",20.0807
"2011-12-25",19.3978
"2011-12-26",18.8966
"2011-12-27",16.1326
"2011-12-28",14.1741
"2011-12-29",16.9002
"2011-12-30",19.0518
"2011-12-31",18.4971
"2012-01-01",16.1836
"2012-01-02",17.0114
"2012-01-03",18.4918
"2012-01-04",20.6999
"2012-01-05",20.5415
"2012-01-06",19.7641
"2012-01-07",20.3451
"2012-01-08",20.1647
"2012-01-09",20.118
"2012-01-10",18.6753
"2012-01-11",18.9011
"2012-01-12",18.2476
"2012-01-13",17.3394
"2012-01-14",17.4991
"2012-01-15",15.6108
"2012-01-16",16.4914
"2012-01-17",17.5111
"2012-01-18",17.8822
"2012-01-19",18.373
"2012-01-20",18.9142
"2012-01-21",18.4549
"2012-01-22",18.8848
"2012-01-23",17.9631
"2012-01-24",17.5454
"2012-01-25",18.1558
"2012-01-26",18.8498
"2012-01-27",19.0939
"2012-01-28",19.0376
"2012-01-29",18.3106
"2012-01-30",17.9544
"2012-01-31",18.0228
"2012-02-01",18.1337
"2012-02-02",19.1956
"2012-02-03",20.4292
"2012-02-04",20.4015
"2012-02-05",20.2419
"2012-02-06",20.1143
"2012-02-07",20.2051
"2012-02-08",20.6427
"2012-02-09",20.5208
"2012-02-10",20.418
"2012-02-11",18.1558
"2012-02-12",18.6698
"2012-02-13",19.5034
"2012-02-14",20.0933
"2012-02-15",20.2134
"2012-02-16",20.6031
"2012-02-17",19.9059
"2012-02-18",18.0015
"2012-02-19",17.2747
"2012-02-20",17.495
"2012-02-21",15.5324
"2012-02-22",16.1214
"2012-02-23",16.8385
"2012-02-24",15.3358
"2012-02-25",16.7023
"2012-02-26",19.579
"2012-02-27",20.5179
"2012-02-28",20.2397
"2012-02-29",20.8296
"2012-03-01",20.7334
"2012-03-02",19.8908
"2012-03-03",18.4664
"2012-03-04",18.2335
"2012-03-05",18.0474
"2012-03-06",19.7921
"2012-03-07",19.3861
"2012-03-08",18.2348
"2012-03-09",18.2472
"2012-03-10",18.4792
"2012-03-11",17.8554
"2012-03-12",18.8611
"2012-03-13",19.9512
"2012-03-14",20.0979
"2012-03-15",20.5482
"2012-03-16",20.336
"2012-03-17",19.9194
"2012-03-18",18.7787
"2012-03-19",17.0863
"2012-03-20",15.7652
"2012-03-21",15.6877
"2012-03-22",17.0539
"2012-03-23",16.5907
"2012-03-24",14.8883
"2012-03-25",13.9066
"2012-03-26",16.5958
"2012-03-27",18.7888
"2012-03-28",19.5625
"2012-03-29",19.5925
"2012-03-30",20.5837
"2012-03-31",18.7783
"2012-04-01",19.3286
"2012-04-02",19.6864
"2012-04-03",19.5828
"2012-04-04",19.4465
"2012-04-05",20.3485
"2012-04-06",20.8937
"2012-04-07",20.8755
"2012-04-08",20.2486
"2012-04-09",19.9693
"2012-04-10",20.2741
"2012-04-11",21.0143
"2012-04-12",20.6619
"2012-04-13",19.8372
"2012-04-14",20.271
"2012-04-15",20.6946
"2012-04-16",20.8607
"2012-04-17",21.184
"2012-04-18",20.9286
"2012-04-19",20.5555
"2012-04-20",19.3173
"2012-04-21",18.8734
"2012-04-22",20.3098
"2012-04-23",20.8976
"2012-04-24",21.2612
"2012-04-25",20.7846
"2012-04-26",21.061
"2012-04-27",20.2996
"2012-04-28",20.0312
"2012-04-29",21.4509
"2012-04-30",21.7359
"2012-05-01",19.708
"2012-05-02",18.2308
"2012-05-03",16.3751
"2012-05-04",17.3958
"2012-05-05",19.0624
"2012-05-06",19.8751
"2012-05-07",19.4338
"2012-05-08",19.9957
"2012-05-09",19.8231
"2012-05-10",19.3719
"2012-05-11",19.4391
"2012-05-12",19.0771
"2012-05-13",19.1467
"2012-05-14",19.9058
"2012-05-15",18.9563
"2012-05-16",18.0803
"2012-05-17",17.9492
"2012-05-18",20.2897
"2012-05-19",23.0039
"2012-05-20",20.6832
"2012-05-21",20.643
"2012-05-22",20.7167
"2012-05-23",20.2272
"2012-05-24",20.4268
"2012-05-25",20.442
"2012-05-26",19.6368
"2012-05-27",20.3794
"2012-05-28",19.7679
"2012-05-29",19.263
"2012-05-30",18.2447
"2012-05-31",19.1082
"2012-06-01",20.1731
"2012-06-02",20.1526
"2012-06-03",20.3264
"2012-06-04",20.1163
"2012-06-05",20.0691
"2012-06-06",20.0217
"2012-06-07",19.6993
"2012-06-08",19.6182
"2012-06-09",19.4019
"2012-06-10",18.8687
"2012-06-11",18.5518
"2012-06-12",18.05
"2012-06-13",19.0816
"2012-06-14",19.3142
"2012-06-15",19.212
"2012-06-16",18.906
"2012-06-17",18.4081
"2012-06-18",18.1941
"2012-06-19",17.2104
"2012-06-20",18.3365
"2012-06-21",18.6168
"2012-06-22",18.5576
"2012-06-23",18.9565
"2012-06-24",19.0664
"2012-06-25",18.9525
"2012-06-26",18.991
"2012-06-27",19.518
"2012-06-28",18.8876
"2012-06-29",18.6561
"2012-06-30",18.7364
"2012-07-01",19.08
"2012-07-02",19.4751
"2012-07-03",19.2109
"2012-07-04",18.7973
"2012-07-05",18.8305
"2012-07-06",19.1274
"2012-07-07",19.2977
"2012-07-08",19.4709
"2012-07-09",19.7153
"2012-07-10",18.773
"2012-07-11",17.5571
"2012-07-12",19.391
"2012-07-13",19.6323
"2012-07-14",20.085
"2012-07-15",20.2323
"2012-07-16",20.4183
"2012-07-17",19.9707
"2012-07-18",19.1351
"2012-07-19",17.909
"2012-07-20",18.6097
"2012-07-21",18.8566
"2012-07-22",18.4938
"2012-07-23",18.9559
"2012-07-24",19.308
"2012-07-25",19.4188
"2012-07-26",18.8127
"2012-07-27",18.2001
"2012-07-28",17.9659
"2012-07-29",18.0985
"2012-07-30",17.6531
"2012-07-31",17.3177
"2012-08-01",18.1032
"2012-08-02",17.2965
"2012-08-03",18.1701
"2012-08-04",18.4163
"2012-08-05",18.7535
"2012-08-06",18.8121
"2012-08-07",18.0716
"2012-08-08",18.0822
"2012-08-09",18.1858
"2012-08-10",18.7488
"2012-08-11",19.1909
"2012-08-12",19.5102
"2012-08-13",20.081
"2012-08-14",20.2838
"2012-08-15",19.6872
"2012-08-16",19.5304
"2012-08-17",18.785
"2012-08-18",18.5974
"2012-08-19",18.2454
"2012-08-20",17.6974
"2012-08-21",17.9811
"2012-08-22",18.7362
"2012-08-23",19.3881
"2012-08-24",20.0253
"2012-08-25",19.5069
"2012-08-26",18.9345
"2012-08-27",18.6254
"2012-08-28",17.9948
"2012-08-29",18.9873
"2012-08-30",19.1572
"2012-08-31",19.0859
"2012-09-01",19.0179
"2012-09-02",19.5619
"2012-09-03",19.5364
"2012-09-04",18.6499
"2012-09-05",18.4351
"2012-09-06",19.4059
"2012-09-07",19.9266
"2012-09-08",19.5872
"2012-09-09",19.6576
"2012-09-10",18.9401
"2012-09-11",19.0136
"2012-09-12",18.8477
"2012-09-13",18.7546
"2012-09-14",18.6392
"2012-09-15",18.9176
"2012-09-16",19.2936
"2012-09-17",18.9956
"2012-09-18",17.6709
"2012-09-19",18.5237
"2012-09-20",20.2516
"2012-09-21",20.9051
"2012-09-22",20.7205
"2012-09-23",20.3595
"2012-09-24",19.8372
"2012-09-25",19.3405
"2012-09-26",18.3096
"2012-09-27",18.813
"2012-09-28",19.3433
"2012-09-29",18.853
"2012-09-30",17.9628
"2012-10-01",18.4829
"2012-10-02",16.81
"2012-10-03",17.6953
"2012-10-04",17.5419
"2012-10-05",17.6459
"2012-10-06",19.0564
"2012-10-07",19.3371
"2012-10-08",20.5015
"2012-10-09",20.3077
"2012-10-10",20.5301
"2012-10-11",20.5019
"2012-10-12",20.905
"2012-10-13",20.932
"2012-10-14",20.4412
"2012-10-15",20.3926
"2012-10-16",20.6702
"2012-10-17",20.3267
"2012-10-18",20.5064
"2012-10-19",21.0527
"2012-10-20",21.0275
"2012-10-21",20.7997
"2012-10-22",20.5613
"2012-10-23",20.4426
"2012-10-24",20.9834
"2012-10-25",20.8059
"2012-10-26",20.7972
"2012-10-27",21.0739
"2012-10-28",21.1184
"2012-10-29",20.0114
"2012-10-30",20.1679
"2012-10-31",20.481
"2012-11-01",20.27
"2012-11-02",20.8626
"2012-11-03",19.9526
"2012-11-04",20.5402
"2012-11-05",20.3942
"2012-11-06",20.3815
"2012-11-07",20.8857
"2012-11-08",20.8639
"2012-11-09",20.7004
"2012-11-10",20.5656
"2012-11-11",19.7447
"2012-11-12",20.1139
"2012-11-13",20.8303
"2012-11-14",20.9763
"2012-11-15",20.9541
"2012-11-16",20.5172
"2012-11-17",20.4706
"2012-11-18",20.41
"2012-11-19",20.2595
"2012-11-20",20.0334
"2012-11-21",19.4591
"2012-11-22",20.7418
"2012-11-23",20.9972
"2012-11-24",20.8738
"2012-11-25",20.8356
"2012-11-26",21.1175
"2012-11-27",20.8158
