,"(deg C) Mean Dew Point Temperature (ERA5) at Colombo, 2007-01-01 to 2025-12-31"
"2009-12-13",23.9195
"2009-12-14",24.1865
"2009-12-15",24.0957
"2009-12-16",24.0026
"2009-12-17",23.8138
"2009-12-18",24.1938
"2009-12-19",24.2123
"2009-12-20",23.749
"2009-12-21",24.0161
"2009-12-22",23.9181
"2009-12-23",23.667
"2009-12-24",23.7657
"2009-12-25",23.6501
"2009-12-26",23.7628
"2009-12-27",23.6586
"2009-12-28",23.609
"2009-12-29",23.3762
"2009-12-30",23.1369
"2009-12-31",21.6794
"2010-01-01",21.5102
"2010-01-02",22.197
"2010-01-03",22.5135
"2010-01-04",20.9047
"2010-01-05",18.9849
"2010-01-06",18.6678
"2010-01-07",20.8086
"2010-01-08",23.0552
"2010-01-09",23.8813
"2010-01-10",23.6115
"2010-01-11",23.6313
"2010-01-12",23.8933
"2010-01-13",23.9151
"2010-01-14",23.7779
"2010-01-15",20.9709
"2010-01-16",22.6249
"2010-01-17",22.6625
"2010-01-18",22.5878
"2010-01-19",22.0097
"2010-01-20",20.7446
"2010-01-21",19.677
"2010-01-22",19.0437
"2010-01-23",18.6207
"2010-01-24",19.5561
"2010-01-25",20.1334
"2010-01-26",20.4858
"2010-01-27",22.1216
"2010-01-28",21.7817
"2010-01-29",21.376
"2010-01-30",21.1686
"2010-01-31",22.7468
"2010-02-01",23.0477
"2010-02-02",22.7554
"2010-02-03",21.8555
"2010-02-04",21.4607
"2010-02-05",20.6946
"2010-02-06",20.2238
"2010-02-07",19.5252
"2010-02-08",19.8097
"2010-02-09",21.0916
"2010-02-10",22.8048
"2010-02-11",23.1205
"2010-02-12",23.3087
"2010-02-13",23.7711
"2010-02-14",22.3517
"2010-02-15",21.4932
"2010-02-16",22.7398
"2010-02-17",24.0775
"2010-02-18",23.8532
"2010-02-19",23.4056
"2010-02-20",24.1797
"2010-02-21",22.6995
"2010-02-22",22.5985
"2010-02-23",22.5963
"2010-02-24",23.4382
"2010-02-25",22.3055
"2010-02-26",22.844
"2010-02-27",21.6259
"2010-02-28",22.5219
"2010-03-01",21.9728
"2010-03-02",21.2955
"2010-03-03",20.7105
"2010-03-04",22.6829
"2010-03-05",22.0076
"2010-03-06",22.008
"2010-03-07",24.331
"2010-03-08",24.3592
"2010-03-09",23.5912
"2010-03-10",22.098
"2010-03-11",22.1887
"2010-03-12",23.4198
"2010-03-13",23.6381
"2010-03-14",23.6188
"2010-03-15",24.2538
"2010-03-16",24.2269
"2010-03-17",22.729
"2010-03-18",22.1302
"2010-03-19",22.9743
"2010-03-20",23.1467
"2010-03-21",23.9302
"2010-03-22",23.8344
"2010-03-23",24.3983
"2010-03-24",24.6356
"2010-03-25",24.1026
"2010-03-26",24.4061
"2010-03-27",24.4837
"2010-03-28",24.7402
"2010-03-29",24.7519
"2010-03-30",24.47
"2010-03-31",24.7188
"2010-04-01",25.5742
"2010-04-02",25.6228
"2010-04-03",25.3022
"2010-04-04",24.7513
"2010-04-05",24.5348
"2010-04-06",24.8151
"2010-04-07",24.7864
"2010-04-08",25.3543
"2010-04-09",25.314
"2010-04-10",25.0229
"2010-04-11",25.755
"2010-04-12",25.9073
"2010-04-13",26.2959
"2010-04-14",25.2547
"2010-04-15",25.7267
"2010-04-16",25.0767
"2010-04-17",25.1473
"2010-04-18",25.2248
"2010-04-19",25.4997
"2010-04-20",26.2496
"2010-04-21",25.9526
"2010-04-22",25.6939
"2010-04-23",25.245
"2010-04-24",24.6791
"2010-04-25",25.3328
"2010-04-26",25.1569
"2010-04-27",25.001
"2010-04-28",25.2151
"2010-04-29",25.1009
"2010-04-30",24.9112
"2010-05-01",25.292
"2010-05-02",25.5984
"2010-05-03",25.8479
"2010-05-04",26.3562
"2010-05-05",26.1027
"2010-05-06",26.1201
"2010-05-07",25.8866
"2010-05-08",25.6231
"2010-05-09",25.384
"2010-05-10",25.6933
"2010-05-11",25.9608
"2010-05-12",26.4108
"2010-05-13",26.7056
"2010-05-14",25.5532
"2010-05-15",26.1277
"2010-05-16",25.804
"2010-05-17",25.0695
"2010-05-18",25.2863
"2010-05-19",25.5776
"2010-05-20",25.048
"2010-05-21",24.8756
"2010-05-22",25.5562
"2010-05-23",25.3589
"2010-05-24",25.2911
"2010-05-25",25.5317
"2010-05-26",25.8653
"2010-05-27",25.6092
"2010-05-28",25.574
"2010-05-29",25.3679
"2010-05-30",25.4687
"2010-05-31",25.7026
"2010-06-01",25.9279
"2010-06-02",26.2011
"2010-06-03",26.355
"2010-06-04",26.0516
"2010-06-05",25.5434
"2010-06-06",24.8279
"2010-06-07",24.6793
"2010-06-08",24.7959
"2010-06-09",24.8216
"2010-06-10",24.7144
"2010-06-11",24.6016
"2010-06-12",24.6761
"2010-06-13",24.7629
"2010-06-14",24.683
"2010-06-15",25.1325
"2010-06-16",25.1851
"2010-06-17",24.9758
"2010-06-18",24.4907
"2010-06-19",24.9613
"2010-06-20",24.6287
"2010-06-21",25.0688
"2010-06-22",24.9969
"2010-06-23",24.6115
"2010-06-24",24.6784
"2010-06-25",24.4927
"2010-06-26",25.3025
"2010-06-27",25.2604
"2010-06-28",24.5734
"2010-06-29",24.7627
"2010-06-30",24.0352
"2010-07-01",24.1685
"2010-07-02",24.8505
"2010-07-03",24.8978
"2010-07-04",24.6786
"2010-07-05",24.5613
"2010-07-06",24.5596
"2010-07-07",24.6437
"2010-07-08",24.6872
"2010-07-09",24.4061
"2010-07-10",24.0761
"2010-07-11",24.5013
"2010-07-12",24.2963
"2010-07-13",24.164
"2010-07-14",24.4665
"2010-07-15",24.6068
"2010-07-16",23.7453
"2010-07-17",24.5071
"2010-07-18",24.7398
"2010-07-19",24.5786
"2010-07-20",24.5403
"2010-07-21",24.7823
"2010-07-22",25.0689
"2010-07-23",24.3768
"2010-07-24",24.2633
"2010-07-25",24.6518
"2010-07-26",24.7134
"2010-07-27",24.4462
"2010-07-28",24.6734
"2010-07-29",24.5265
"2010-07-30",24.4835
"2010-07-31",24.4895
"2010-08-01",24.7014
"2010-08-02",24.9163
"2010-08-03",24.6232
"2010-08-04",24.8894
"2010-08-05",24.9675
"2010-08-06",24.7954
"2010-08-07",24.9928
"2010-08-08",24.8184
"2010-08-09",24.9326
"2010-08-10",24.8696
"2010-08-11",24.7748
"2010-08-12",24.3922
"2010-08-13",24.5313
"2010-08-14",24.5037
"2010-08-15",24.0792
"2010-08-16",23.9676
"2010-08-17",23.7248
"2010-08-18",24.0586
"2010-08-19",23.9427
"2010-08-20",24.4652
"2010-08-21",23.8131
"2010-08-22",23.9211
"2010-08-23",24.0535
"2010-08-24",24.1334
"2010-08-25",24.1631
"2010-08-26",23.7877
"2010-08-27",23.6134
"2010-08-28",24.1899
"2010-08-29",23.9693
"2010-08-30",23.2084
"2010-08-31",23.4913
"2010-09-01",23.8898
"2010-09-02",24.1764
"2010-09-03",24.2555
"2010-09-04",24.3244
"2010-09-05",24.466
"2010-09-06",24.8223
"2010-09-07",24.7519
"2010-09-08",24.799
"2010-09-09",24.7411
"2010-09-10",24.4816
"2010-09-11",24.5373
"2010-09-12",24.6989
"2010-09-13",24.5472
"2010-09-14",24.4215
"2010-09-15",24.5344
"2010-09-16",24.6658
"2010-09-17",24.8711
"2010-09-18",24.3139
"2010-09-19",24.4567
"2010-09-20",24.7771
"2010-09-21",24.3207
"2010-09-22",24.2974
"2010-09-23",24.0744
"2010-09-24",23.6917
"2010-09-25",23.9637
"2010-09-26",24.4291
"2010-09-27",24.3288
"2010-09-28",23.6353
"2010-09-29",22.9661
"2010-09-30",23.4241
"2010-10-01",24.0079
"2010-10-02",23.8244
"2010-10-03",23.7585
"2010-10-04",24.4906
"2010-10-05",24.6592
"2010-10-06",24.485
"2010-10-07",24.6861
"2010-10-08",24.7374
"2010-10-09",24.4335
"2010-10-10",24.6695
"2010-10-11",24.719
"2010-10-12",24.4949
"2010-10-13",23.4341
"2010-10-14",23.3692
"2010-10-15",23.0671
"2010-10-16",23.8666
"2010-10-17",24.0687
"2010-10-18",24.4913
"2010-10-19",24.3605
"2010-10-20",23.3062
"2010-10-21",23.4713
"2010-10-22",23.3466
"2010-10-23",23.0711
"2010-10-24",24.5249
"2010-10-25",24.3926
"2010-10-26",24.1231
"2010-10-27",24.1241
"2010-10-28",23.9146
"2010-10-29",23.9458
"2010-10-30",24.1208
"2010-10-31",24.202
"2010-11-01",24.3915
"2010-11-02",23.4902
"2010-11-03",23.9871
"2010-11-04",24.0427
"2010-11-05",23.7753
"2010-11-06",23.9798
"2010-11-07",24.3415
"2010-11-08",23.9681
"2010-11-09",24.0243
"2010-11-10",23.7594
"2010-11-11",23.5627
"2010-11-12",24.3951
"2010-11-13",24.3428
"2010-11-14",23.8594
"2010-11-15",23.8482
"2010-11-16",23.9997
"2010-11-17",23.6756
"2010-11-18",23.563
"2010-11-19",23.9527
"2010-11-20",23.7587
"2010-11-21",23.338
"2010-11-22",23.4582
"2010-11-23",23.5937
"2010-11-24",23.9693
"2010-11-25",23.8341
"2010-11-26",23.8074
"2010-11-27",24.0553
"2010-11-28",23.8434
"2010-11-29",23.9893
"2010-11-30",23.7832
"2010-12-01",23.5628
"2010-12-02",23.6339
"2010-12-03",23.4365
"2010-12-04",23.4487
"2010-12-05",22.3238
"2010-12-06",23.6317
"2010-12-07",23.5937
"2010-12-08",23.4841
"2010-12-09",22.7099
"2010-12-10",23.6383
"2010-12-11",23.7866
"2010-12-12",23.3795
"2010-12-13",21.9531
"2010-12-14",22.6638
"2010-12-15",22.995
"2010-12-16",23.2777
"2010-12-17",23.0191
"2010-12-18",22.6965
"2010-12-19",21.9426
"2010-12-20",22.9454
"2010-12-21",23.4934
"2010-12-22",22.565
"2010-12-23",22.3315
"2010-12-24",21.733
"2010-12-25",22.7614
"2010-12-26",22.2958
"2010-12-27",21.415
"2010-12-28",22.5975
"2010-12-29",23.2536
"2010-12-30",23.0441
"2010-12-31",23.0192
"2011-01-01",23.2
"2011-01-02",23.1955
"2011-01-03",22.3704
"2011-01-04",22.2555
"2011-01-05",22.5646
"2011-01-06",22.0093
"2011-01-07",23.168
"2011-01-08",23.4092
"2011-01-09",22.3111
"2011-01-10",22.9928
"2011-01-11",22.2817
"2011-01-12",20.2123
"2011-01-13",18.8021
"2011-01-14",21.9936
"2011-01-15",23.5806
"2011-01-16",23.4295
"2011-01-17",23.5117
"2011-01-18",22.9536
"2011-01-19",21.4168
"2011-01-20",19.8485
"2011-01-21",20.101
"2011-01-22",20.7001
"2011-01-23",20.4105
"2011-01-24",20.7352
"2011-01-25",21.7531
"2011-01-26",22.6918
"2011-01-27",22.9836
"2011-01-28",22.9005
"2011-01-29",22.4884
"2011-01-30",23.4524
"2011-01-31",23.0247
"2011-02-01",22.2623
"2011-02-02",22.1063
"2011-02-03",22.416
"2011-02-04",22.2165
"2011-02-05",23.072
"2011-02-06",23.6431
"2011-02-07",23.0643
"2011-02-08",23.0704
"2011-02-09",22.8959
"2011-02-10",21.8366
"2011-02-11",21.0911
"2011-02-12",20.7057
"2011-02-13",21.1722
"2011-02-14",22.7053
"2011-02-15",23.1711
"2011-02-16",23.3504
"2011-02-17",23.2704
"2011-02-18",23.4067
"2011-02-19",23.984
"2011-02-20",23.9789
"2011-02-21",23.7407
"2011-02-22",23.494
"2011-02-23",22.3274
"2011-02-24",22.3885
"2011-02-25",22.7537
"2011-02-26",22.5072
"2011-02-27",22.2175
"2011-02-28",22.8673
"2011-03-01",22.4817
"2011-03-02",22.3688
"2011-03-03",23.1169
"2011-03-04",23.3838
"2011-03-05",23.5325
"2011-03-06",23.6926
"2011-03-07",23.9485
"2011-03-08",23.214
"2011-03-09",23.419
"2011-03-10",22.9963
"2011-03-11",22.1854
"2011-03-12",22.8332
"2011-03-13",23.7862
"2011-03-14",23.528
"2011-03-15",23.3411
"2011-03-16",23.3345
"2011-03-17",21.432
"2011-03-18",21.7579
"2011-03-19",23.0159
"2011-03-20",23.5046
"2011-03-21",23.8915
"2011-03-22",24.3417
"2011-03-23",24.4152
"2011-03-24",24.4801
"2011-03-25",24.5769
"2011-03-26",24.8035
"2011-03-27",24.6829
"2011-03-28",24.708
"2011-03-29",24.3627
"2011-03-30",24.2289
"2011-03-31",23.8263
"2011-04-01",24.0599
"2011-04-02",24.189
"2011-04-03",23.9823
"2011-04-04",24.3651
"2011-04-05",23.9877
"2011-04-06",23.6096
"2011-04-07",23.0248
"2011-04-08",24.0008
"2011-04-09",24.0633
"2011-04-10",23.6507
"2011-04-11",23.6182
"2011-04-12",23.455
"2011-04-13",23.9397
"2011-04-14",23.6347
"2011-04-15",24.6094
"2011-04-16",24.247
"2011-04-17",23.9466
"2011-04-18",24.1314
"2011-04-19",24.3249
"2011-04-20",24.0775
"2011-04-21",24.1988
"2011-04-22",24.5311
"2011-04-23",23.9582
"2011-04-24",24.5797
"2011-04-25",24.4849
"2011-04-26",25.0624
"2011-04-27",25.0491
"2011-04-28",24.8491
"2011-04-29",25.8079
"2011-04-30",25.6632
"2011-05-01",25.3927
"2011-05-02",25.1561
"2011-05-03",25.3421
"2011-05-04",26.0126
"2011-05-05",26.006
"2011-05-06",25.7878
"2011-05-07",25.6434
"2011-05-08",25.7081
"2011-05-09",25.2667
"2011-05-10",25.1978
"2011-05-11",25.2011
"2011-05-12",25.36
"2011-05-13",24.5787
"2011-05-14",24.3793
"2011-05-15",25.2698
"2011-05-16",25.481
"2011-05-17",24.627
"2011-05-18",24.5135
"2011-05-19",25.1111
"2011-05-20",25.2532
"2011-05-21",25.0478
"2011-05-22",25.1369
"2011-05-23",25.0952
"2011-05-24",25.7588
"2011-05-25",25.4077
"2011-05-26",25.3053
"2011-05-27",25.1165
"2011-05-28",24.9525
"2011-05-29",25.0754
"2011-05-30",25.0185
"2011-05-31",25.0053
"2011-06-01",24.6564
"2011-06-02",24.5528
"2011-06-03",24.9086
"2011-06-04",25.5094
"2011-06-05",25.518
"2011-06-06",25.0189
"2011-06-07",25.3968
"2011-06-08",25.4011
"2011-06-09",25.2033
"2011-06-10",25.1901
"2011-06-11",25.0028
"2011-06-12",25.3269
"2011-06-13",24.9516
"2011-06-14",24.5395
"2011-06-15",25.0144
"2011-06-16",25.0834
"2011-06-17",25.2971
"2011-06-18",24.9242
"2011-06-19",24.6245
"2011-06-20",25.3105
"2011-06-21",24.7197
"2011-06-22",24.4336
"2011-06-23",24.9175
"2011-06-24",25.03
"2011-06-25",25.0312
"2011-06-26",24.9366
"2011-06-27",25.3069
"2011-06-28",24.6702
"2011-06-29",24.8828
"2011-06-30",24.5825
"2011-07-01",24.7471
"2011-07-02",24.9185
"2011-07-03",24.7859
"2011-07-04",24.7997
"2011-07-05",24.5195
"2011-07-06",24.4131
"2011-07-07",24.744
"2011-07-08",25.0098
"2011-07-09",25.2274
"2011-07-10",24.9174
"2011-07-11",24.5331
"2011-07-12",24.0939
"2011-07-13",24.2995
"2011-07-14",24.5466
"2011-07-15",24.507
"2011-07-16",23.5698
"2011-07-17",24.0893
"2011-07-18",24.0221
"2011-07-19",24.2758
"2011-07-20",24.54
"2011-07-21",24.3424
"2011-07-22",24.4173
"2011-07-23",24.6164
"2011-07-24",24.829
"2011-07-25",24.453
"2011-07-26",24.3168
"2011-07-27",24.2681
"2011-07-28",24.3683
"2011-07-29",24.3861
"2011-07-30",24.6663
"2011-07-31",24.7003
"2011-08-01",24.6737
"2011-08-02",24.6433
"2011-08-03",24.2917
"2011-08-04",24.5089
"2011-08-05",24.3657
"2011-08-06",24.4531
"2011-08-07",24.3093
"2011-08-08",24.6603
"2011-08-09",24.4532
"2011-08-10",24.4109
"2011-08-11",24.5087
"2011-08-12",24.3678
"2011-08-13",24.4926
"2011-08-14",24.3609
"2011-08-15",24.8416
"2011-08-16",24.3907
"2011-08-17",24.2548
"2011-08-18",24.0756
"2011-08-19",24.067
"2011-08-20",24.6612
"2011-08-21",24.4753
"2011-08-22",24.1451
"2011-08-23",24.1529
"2011-08-24",23.9278
"2011-08-25",24.1585
"2011-08-26",24.348
"2011-08-27",23.9784
"2011-08-28",24.4033
"2011-08-29",23.9247
"2011-08-30",24.4298
"2011-08-31",24.2769
"2011-09-01",24.4055
"2011-09-02",24.1661
"2011-09-03",24.4086
"2011-09-04",24.5895
"2011-09-05",24.5549
"2011-09-06",24.7199
"2011-09-07",24.5344
"2011-09-08",24.7989
"2011-09-09",24.5152
"2011-09-10",24.201
"2011-09-11",24.2886
"2011-09-12",24.3164
"2011-09-13",24.0958
"2011-09-14",24.2887
"2011-09-15",24.473
"2011-09-16",24.9527
"2011-09-17",24.5362
"2011-09-18",24.2506
"2011-09-19",24.3463
"2011-09-20",23.7104
"2011-09-21",24.452
"2011-09-22",24.3534
"2011-09-23",23.8274
"2011-09-24",23.5596
"2011-09-25",23.7654
"2011-09-26",23.9903
"2011-09-27",24.0958
"2011-09-28",23.7421
"2011-09-29",24.049
"2011-09-30",25.0081
"2011-10-01",24.6422
"2011-10-02",24.3269
"2011-10-03",24.464
"2011-10-04",24.9867
"2011-10-05",24.5345
"2011-10-06",23.4629
"2011-10-07",24.4455
"2011-10-08",23.8908
"2011-10-09",24.1275
"2011-10-10",24.0679
"2011-10-11",24.5077
"2011-10-12",24.6474
"2011-10-13",24.986
"2011-10-14",24.9339
"2011-10-15",24.705
"2011-10-16",24.5159
"2011-10-17",24.4925
"2011-10-18",24.3338
"2011-10-19",24.3981
"2011-10-20",24.3292
"2011-10-21",24.1058
"2011-10-22",24.1595
"2011-10-23",23.9465
"2011-10-24",23.8578
"2011-10-25",23.956
"2011-10-26",23.915
"2011-10-27",24.1087
"2011-10-28",24.1147
"2011-10-29",24.0767
"2011-10-30",23.8854
"2011-10-31",24.1552
"2011-11-01",23.9011
"2011-11-02",23.9061
"2011-11-03",23.884
"2011-11-04",24.5416
"2011-11-05",24.5596
"2011-11-06",24.1242
"2011-11-07",23.9311
"2011-11-08",23.1212
"2011-11-09",21.7619
"2011-11-10",20.8244
"2011-11-11",21.608
"2011-11-12",22.9461
"2011-11-13",23.562
"2011-11-14",23.1275
"2011-11-15",23.0679
"2011-11-16",23.8735
"2011-11-17",23.9756
"2011-11-18",24.2267
"2011-11-19",24.2621
"2011-11-20",24.0527
"2011-11-21",23.7788
"2011-11-22",23.1764
"2011-11-23",23.5265
"2011-11-24",24.0258
"2011-11-25",23.5315
"2011-11-26",23.998
"2011-11-27",23.7431
"2011-11-28",23.7461
"2011-11-29",24.2932
"2011-11-30",24.183
"2011-12-01",23.8494
"2011-12-02",23.9252
"2011-12-03",23.312
"2011-12-04",23.3907
"2011-12-05",22.7466
"2011-12-06",22.9484
"2011-12-07",21.3412
"2011-12-08",22.3847
"2011-12-09",23.6599
"2011-12-10",23.6801
"2011-12-11",23.9654
"2011-12-12",24.0544
"2011-12-13",24.1033
"2011-12-14",23.4702
"2011-12-15",21.9355
"2011-12-16",22.3454
"2011-12-17",22.4366
"2011-12-18",23.6608
"2011-12-19",23.7877
"2011-12-20",23.3419
"2011-12-21",22.101
"2011-12-22",22.1322
"2011-12-23",22.8434
"2011-12-24",22.4551
"2011-12-25",21.5587
"2011-12-26",21.6623
"2011-12-27",19.7911
"2011-12-28",20.843
"2011-12-29",22.4346
"2011-12-30",21.8121
"2011-12-31",21.5328
"2012-01-01",21.4663
"2012-01-02",22.0166
"2012-01-03",22.3046
"2012-01-04",23.7717
"2012-01-05",24.1292
"2012-01-06",23.1981
"2012-01-07",23.5099
"2012-01-08",23.8743
"2012-01-09",23.6946
"2012-01-10",23.5582
"2012-01-11",23.1025
"2012-01-12",21.6931
"2012-01-13",20.4665
"2012-01-14",20.0238
"2012-01-15",17.8614
"2012-01-16",18.7536
"2012-01-17",20.0073
"2012-01-18",20.4601
"2012-01-19",20.6436
"2012-01-20",21.5383
"2012-01-21",21.4171
"2012-01-22",21.4671
"2012-01-23",19.8333
"2012-01-24",19.3126
"2012-01-25",19.4174
"2012-01-26",19.8632
"2012-01-27",21.5561
"2012-01-28",20.922
"2012-01-29",20.1109
"2012-01-30",19.2829
"2012-01-31",19.5288
"2012-02-01",19.2991
"2012-02-02",20.4935
"2012-02-03",21.5955
"2012-02-04",21.9777
"2012-02-05",22.6082
"2012-02-06",23.0945
"2012-02-07",22.9882
"2012-02-08",23.5902
"2012-02-09",23.8277
"2012-02-10",23.8701
"2012-02-11",22.262
"2012-02-12",21.7248
"2012-02-13",22.1549
"2012-02-14",23.1376
"2012-02-15",23.7461
"2012-02-16",23.8385
"2012-02-17",23.7288
"2012-02-18",21.857
"2012-02-19",21.2543
"2012-02-20",22.2689
"2012-02-21",21.2828
"2012-02-22",20.2133
"2012-02-23",20.3533
"2012-02-24",20.7732
"2012-02-25",20.6151
"2012-02-26",22.8191
"2012-02-27",23.7479
"2012-02-28",24.1328
"2012-02-29",24.1762
"2012-03-01",24.5858
"2012-03-02",24.4989
"2012-03-03",24.282
"2012-03-04",24.2159
"2012-03-05",23.7546
"2012-03-06",23.8346
"2012-03-07",23.7575
"2012-03-08",23.6941
"2012-03-09",23.8964
"2012-03-10",23.9091
"2012-03-11",23.647
"2012-03-12",23.8349
"2012-03-13",23.8425
"2012-03-14",23.8089
"2012-03-15",24.1074
"2012-03-16",24.1434
"2012-03-17",23.7418
"2012-03-18",23.9027
"2012-03-19",23.613
"2012-03-20",23.4345
"2012-03-21",23.3672
"2012-03-22",23.2732
"2012-03-23",23.8751
"2012-03-24",23.0385
"2012-03-25",21.9391
"2012-03-26",22.6697
"2012-03-27",23.0166
"2012-03-28",23.3823
"2012-03-29",23.6196
"2012-03-30",24.2277
"2012-03-31",24.6651
"2012-04-01",24.235
"2012-04-02",23.657
"2012-04-03",23.7026
"2012-04-04",23.8899
"2012-04-05",24.2995
"2012-04-06",23.9578
"2012-04-07",24.5032
"2012-04-08",23.989
"2012-04-09",23.5555
"2012-04-10",24.0196
"2012-04-11",24.2369
"2012-04-12",24.0392
"2012-04-13",24.3238
"2012-04-14",23.6866
"2012-04-15",24.0003
"2012-04-16",24.3889
"2012-04-17",24.7196
"2012-04-18",24.7393
"2012-04-19",25.1445
"2012-04-20",24.0672
"2012-04-21",24.7073
"2012-04-22",24.6452
"2012-04-23",24.3145
"2012-04-24",24.2847
"2012-04-25",24.3413
"2012-04-26",24.7895
"2012-04-27",24.9255
"2012-04-28",24.855
"2012-04-29",25.2396
"2012-04-30",24.9622
"2012-05-01",24.3418
"2012-05-02",23.0626
"2012-05-03",22.1359
"2012-05-04",22.2681
"2012-05-05",22.9384
"2012-05-06",24.782
"2012-05-07",24.974
"2012-05-08",24.4043
"2012-05-09",24.274
"2012-05-10",23.9344
"2012-05-11",24.6711
"2012-05-12",24.0721
"2012-05-13",24.5098
"2012-05-14",25.5775
"2012-05-15",25.1609
"2012-05-16",24.2627
"2012-05-17",23.945
"2012-05-18",25.0179
"2012-05-19",24.3739
"2012-05-20",25.8045
"2012-05-21",25.2935
"2012-05-22",25.2242
"2012-05-23",25.6074
"2012-05-24",25.2798
"2012-05-25",24.9222
"2012-05-26",24.5469
"2012-05-27",25.0508
"2012-05-28",25.3355
"2012-05-29",25.2412
"2012-05-30",24.9311
"2012-05-31",25.1381
"2012-06-01",25.5387
"2012-06-02",25.9006
"2012-06-03",25.1875
"2012-06-04",25.2414
"2012-06-05",25.09
"2012-06-06",24.8929
"2012-06-07",25.3178
"2012-06-08",25.3846
"2012-06-09",25.5308
"2012-06-10",24.9544
"2012-06-11",24.7549
"2012-06-12",24.6967
"2012-06-13",24.1402
"2012-06-14",24.3463
"2012-06-15",24.7293
"2012-06-16",25.0225
"2012-06-17",24.7209
"2012-06-18",24.6691
"2012-06-19",24.1681
"2012-06-20",24.6201
"2012-06-21",24.6674
"2012-06-22",24.6129
"2012-06-23",24.6465
"2012-06-24",24.9458
"2012-06-25",24.5139
"2012-06-26",24.3115
"2012-06-27",24.1872
"2012-06-28",24.2504
"2012-06-29",24.5702
"2012-06-30",24.2713
"2012-07-01",24.3457
"2012-07-02",24.0268
"2012-07-03",24.6043
"2012-07-04",24.147
"2012-07-05",24.3654
"2012-07-06",24.6276
"2012-07-07",24.5631
"2012-07-08",24.4309
"2012-07-09",24.159
"2012-07-10",23.9693
"2012-07-11",23.7371
"2012-07-12",24.1523
"2012-07-13",24.4954
"2012-07-14",24.7468
"2012-07-15",24.8587
"2012-07-16",24.6789
"2012-07-17",24.5579
"2012-07-18",24.4788
"2012-07-19",24.0438
"2012-07-20",24.6181
"2012-07-21",24.7891
"2012-07-22",24.7327
"2012-07-23",24.5728
"2012-07-24",24.7711
"2012-07-25",24.7143
"2012-07-26",24.7508
"2012-07-27",24.484
"2012-07-28",24.8694
"2012-07-29",25.0539
"2012-07-30",24.9531
"2012-07-31",24.1446
"2012-08-01",24.2808
"2012-08-02",24.3007
"2012-08-03",24.1094
"2012-08-04",24.4103
"2012-08-05",24.97
"2012-08-06",24.6506
"2012-08-07",24.6552
"2012-08-08",24.6527
"2012-08-09",24.4842
"2012-08-10",24.4914
"2012-08-11",24.2595
"2012-08-12",24.4333
"2012-08-13",24.6939
"2012-08-14",24.6313
"2012-08-15",24.7051
"2012-08-16",24.2832
"2012-08-17",23.7948
"2012-08-18",24.0665
"2012-08-19",24.2542
"2012-08-20",24.4344
"2012-08-21",24.2006
"2012-08-22",23.9361
"2012-08-23",24.4033
"2012-08-24",24.0669
"2012-08-25",24.3004
"2012-08-26",24.1887
"2012-08-27",23.9382
"2012-08-28",24.4088
"2012-08-29",23.8405
"2012-08-30",24.0531
"2012-08-31",24.3206
"2012-09-01",24.5871
"2012-09-02",24.8332
"2012-09-03",24.5857
"2012-09-04",23.8484
"2012-09-05",24.4844
"2012-09-06",24.7105
"2012-09-07",24.3007
"2012-09-08",24.7684
"2012-09-09",24.483
"2012-09-10",24.1857
"2012-09-11",24.7888
"2012-09-12",24.8118
"2012-09-13",25.0098
"2012-09-14",24.6364
"2012-09-15",24.5807
"2012-09-16",24.8126
"2012-09-17",24.7013
"2012-09-18",24.417
"2012-09-19",24.5347
"2012-09-20",24.6598
"2012-09-21",24.1544
"2012-09-22",23.9501
"2012-09-23",24.1087
"2012-09-24",24.0608
"2012-09-25",23.8681
"2012-09-26",23.2854
"2012-09-27",23.6248
"2012-09-28",24.4051
"2012-09-29",24.0731
"2012-09-30",24.2904
"2012-10-01",24.5911
"2012-10-02",23.7201
"2012-10-03",23.8847
"2012-10-04",23.7682
"2012-10-05",23.5402
"2012-10-06",24.5378
"2012-10-07",24.6029
"2012-10-08",24.2145
"2012-10-09",24.6405
"2012-10-10",24.2418
"2012-10-11",24.3851
"2012-10-12",24.4289
"2012-10-13",24.1499
"2012-10-14",23.8596
"2012-10-15",23.4782
"2012-10-16",23.3835
"2012-10-17",23.8145
"2012-10-18",23.7709
"2012-10-19",23.6861
"2012-10-20",24.0165
"2012-10-21",23.9096
"2012-10-22",23.7132
"2012-10-23",24.1753
"2012-10-24",24.2255
"2012-10-25",24.1961
"2012-10-26",24.0341
"2012-10-27",24.3572
"2012-10-28",24.1606
"2012-10-29",23.5698
"2012-10-30",23.3891
"2012-10-31",24.0637
"2012-11-01",23.5162
"2012-11-02",23.9028
"2012-11-03",24.3929
"2012-11-04",24.4036
"2012-11-05",23.6568
"2012-11-06",22.8815
"2012-11-07",23.7223
"2012-11-08",23.7917
"2012-11-09",24.3169
"2012-11-10",23.9652
"2012-11-11",22.9612
"2012-11-12",23.3781
"2012-11-13",23.9809
"2012-11-14",23.8379
"2012-11-15",22.9365
"2012-11-16",22.2615
"2012-11-17",23.0483
"2012-11-18",22.9157
"2012-11-19",23.4345
"2012-11-20",23.3867
"2012-11-21",23.6822
"2012-11-22",24.3535
"2012-11-23",24.4532
"2012-11-24",23.9271
"2012-11-25",24.0319
"2012-11-26",24.1122
