,"(deg C) Mean Dew Point Temperature (ERA5) at Kurunegala, 2007-01-01 to 2025-12-31"
"2009-12-14",23.9699
"2009-12-15",23.8046
"2009-12-16",23.5095
"2009-12-17",23.4445
"2009-12-18",23.6406
"2009-12-19",23.6146
"2009-12-20",23.4898
"2009-12-21",23.5134
"2009-12-22",23.3764
"2009-12-23",23.0378
"2009-12-24",23.1182
"2009-12-25",23.1929
"2009-12-26",23.4746
"2009-12-27",23.1399
"2009-12-28",23.0261
"2009-12-29",22.6242
"2009-12-30",21.776
"2009-12-31",21.2846
"2010-01-01",21.1993
"2010-01-02",21.8725
"2010-01-03",22.012
"2010-01-04",20.1071
"2010-01-05",18.5508
"2010-01-06",18.7183
"2010-01-07",20.7302
"2010-01-08",23.1889
"2010-01-09",23.6629
"2010-01-10",23.4695
"2010-01-11",23.542
"2010-01-12",23.4044
"2010-01-13",23.6478
"2010-01-14",22.8072
"2010-01-15",21.0566
"2010-01-16",22.5804
"2010-01-17",22.3047
"2010-01-18",22.4992
"2010-01-19",21.1635
"2010-01-20",20.7702
"2010-01-21",19.7436
"2010-01-22",18.9294
"2010-01-23",18.8092
"2010-01-24",19.3459
"2010-01-25",20.5392
"2010-01-26",21.0133
"2010-01-27",22.7852
"2010-01-28",22.338
"2010-01-29",21.4695
"2010-01-30",20.9946
"2010-01-31",21.9596
"2010-02-01",22.0608
"2010-02-02",21.9705
"2010-02-03",21.027
"2010-02-04",20.7151
"2010-02-05",19.9732
"2010-02-06",19.773
"2010-02-07",19.1051
"2010-02-08",19.1826
"2010-02-09",20.9774
"2010-02-10",22.737
"2010-02-11",22.2857
"2010-02-12",22.9704
"2010-02-13",22.8628
"2010-02-14",21.2432
"2010-02-15",20.2207
"2010-02-16",22.6007
"2010-02-17",23.4773
"2010-02-18",21.6861
"2010-02-19",21.3349
"2010-02-20",21.8171
"2010-02-21",20.8991
"2010-02-22",20.8746
"2010-02-23",19.9573
"2010-02-24",21.1095
"2010-02-25",22.3147
"2010-02-26",21.3523
"2010-02-27",19.7026
"2010-02-28",19.7475
"2010-03-01",19.1586
"2010-03-02",18.7315
"2010-03-03",18.4321
"2010-03-04",21.3953
"2010-03-05",21.3339
"2010-03-06",21.3011
"2010-03-07",23.6147
"2010-03-08",23.4905
"2010-03-09",21.9164
"2010-03-10",20.5737
"2010-03-11",20.953
"2010-03-12",22.0837
"2010-03-13",23.0062
"2010-03-14",21.6311
"2010-03-15",21.1615
"2010-03-16",21.7876
"2010-03-17",20.7528
"2010-03-18",21.7393
"2010-03-19",21.7403
"2010-03-20",21.772
"2010-03-21",22.2971
"2010-03-22",23.1262
"2010-03-23",23.3565
"2010-03-24",24.3848
"2010-03-25",24.2455
"2010-03-26",24.221
"2010-03-27",23.9435
"2010-03-28",24.312
"2010-03-29",24.5113
"2010-03-30",24.222
"2010-03-31",24.3124
"2010-04-01",24.9224
"2010-04-02",25.0268
"2010-04-03",24.6994
"2010-04-04",23.937
"2010-04-05",23.749
"2010-04-06",24.4517
"2010-04-07",24.3889
"2010-04-08",24.9201
"2010-04-09",24.4217
"2010-04-10",24.4548
"2010-04-11",25.2666
"2010-04-12",25.5906
"2010-04-13",25.7149
"2010-04-14",24.8867
"2010-04-15",25.0258
"2010-04-16",24.486
"2010-04-17",24.4334
"2010-04-18",24.8094
"2010-04-19",25.0458
"2010-04-20",25.6195
"2010-04-21",25.5651
"2010-04-22",25.4156
"2010-04-23",24.9611
"2010-04-24",24.4143
"2010-04-25",25.1359
"2010-04-26",24.6012
"2010-04-27",24.5601
"2010-04-28",24.7599
"2010-04-29",24.7546
"2010-04-30",24.5886
"2010-05-01",25.1059
"2010-05-02",25.4547
"2010-05-03",25.4532
"2010-05-04",25.8298
"2010-05-05",25.7887
"2010-05-06",25.8337
"2010-05-07",25.4867
"2010-05-08",25.4605
"2010-05-09",25.1907
"2010-05-10",25.3845
"2010-05-11",25.5868
"2010-05-12",26.3569
"2010-05-13",26.4853
"2010-05-14",25.439
"2010-05-15",25.6694
"2010-05-16",25.6549
"2010-05-17",25.0045
"2010-05-18",24.8917
"2010-05-19",25.0427
"2010-05-20",24.6912
"2010-05-21",24.6327
"2010-05-22",25.2948
"2010-05-23",25.1693
"2010-05-24",25.0549
"2010-05-25",25.1771
"2010-05-26",25.5202
"2010-05-27",25.1595
"2010-05-28",25.227
"2010-05-29",25.167
"2010-05-30",25.0503
"2010-05-31",25.1614
"2010-06-01",25.1216
"2010-06-02",25.5491
"2010-06-03",25.729
"2010-06-04",25.5867
"2010-06-05",25.1248
"2010-06-06",24.5738
"2010-06-07",24.1751
"2010-06-08",24.0128
"2010-06-09",24.3394
"2010-06-10",24.3472
"2010-06-11",24.1003
"2010-06-12",24.4387
"2010-06-13",24.3711
"2010-06-14",24.3061
"2010-06-15",24.4576
"2010-06-16",24.6493
"2010-06-17",24.6383
"2010-06-18",24.0507
"2010-06-19",24.305
"2010-06-20",24.2252
"2010-06-21",24.6631
"2010-06-22",24.6719
"2010-06-23",24.2348
"2010-06-24",23.6548
"2010-06-25",23.899
"2010-06-26",24.4741
"2010-06-27",24.5737
"2010-06-28",24.2591
"2010-06-29",24.271
"2010-06-30",23.5557
"2010-07-01",23.7953
"2010-07-02",24.3867
"2010-07-03",24.5096
"2010-07-04",24.3138
"2010-07-05",24.3204
"2010-07-06",23.9542
"2010-07-07",23.9187
"2010-07-08",24.0165
"2010-07-09",23.8058
"2010-07-10",23.8523
"2010-07-11",24.0492
"2010-07-12",23.5897
"2010-07-13",23.5283
"2010-07-14",24.0689
"2010-07-15",24.1677
"2010-07-16",23.6796
"2010-07-17",24.2219
"2010-07-18",24.2999
"2010-07-19",24.2684
"2010-07-20",24.2294
"2010-07-21",23.9584
"2010-07-22",24.2667
"2010-07-23",24.0723
"2010-07-24",23.579
"2010-07-25",24.0376
"2010-07-26",23.7147
"2010-07-27",23.8214
"2010-07-28",23.9233
"2010-07-29",23.8586
"2010-07-30",23.6516
"2010-07-31",23.6055
"2010-08-01",23.8101
"2010-08-02",23.8158
"2010-08-03",23.7061
"2010-08-04",24.0023
"2010-08-05",23.8507
"2010-08-06",23.842
"2010-08-07",23.9867
"2010-08-08",24.2225
"2010-08-09",24.2323
"2010-08-10",24.2117
"2010-08-11",24.0639
"2010-08-12",23.6961
"2010-08-13",23.9247
"2010-08-14",24.1073
"2010-08-15",23.5481
"2010-08-16",23.1227
"2010-08-17",22.848
"2010-08-18",23.3213
"2010-08-19",23.5145
"2010-08-20",24.1114
"2010-08-21",23.1261
"2010-08-22",23.2291
"2010-08-23",23.4441
"2010-08-24",23.7233
"2010-08-25",23.4068
"2010-08-26",23.1678
"2010-08-27",22.8954
"2010-08-28",23.462
"2010-08-29",23.7355
"2010-08-30",22.8878
"2010-08-31",22.6298
"2010-09-01",23.0665
"2010-09-02",23.6082
"2010-09-03",23.7224
"2010-09-04",23.5307
"2010-09-05",23.66
"2010-09-06",23.7328
"2010-09-07",23.9211
"2010-09-08",23.7856
"2010-09-09",23.8481
"2010-09-10",24.0264
"2010-09-11",23.8723
"2010-09-12",24.3843
"2010-09-13",23.9485
"2010-09-14",23.8169
"2010-09-15",23.6901
"2010-09-16",23.7932
"2010-09-17",23.9279
"2010-09-18",23.9536
"2010-09-19",24.2358
"2010-09-20",23.8676
"2010-09-21",23.9453
"2010-09-22",23.9044
"2010-09-23",23.9561
"2010-09-24",23.4002
"2010-09-25",23.5066
"2010-09-26",24.1464
"2010-09-27",24.1056
"2010-09-28",23.5677
"2010-09-29",22.8902
"2010-09-30",23.5046
"2010-10-01",23.7413
"2010-10-02",23.8421
"2010-10-03",23.4958
"2010-10-04",23.892
"2010-10-05",24.2244
"2010-10-06",24.2288
"2010-10-07",24.353
"2010-10-08",24.2955
"2010-10-09",23.9681
"2010-10-10",24.053
"2010-10-11",23.747
"2010-10-12",23.9262
"2010-10-13",22.9473
"2010-10-14",23.1284
"2010-10-15",22.8401
"2010-10-16",23.3307
"2010-10-17",23.46
"2010-10-18",23.9858
"2010-10-19",24.1943
"2010-10-20",23.5316
"2010-10-21",23.2177
"2010-10-22",23.0679
"2010-10-23",22.4302
"2010-10-24",24.1075
"2010-10-25",23.8099
"2010-10-26",23.4837
"2010-10-27",23.778
"2010-10-28",23.3523
"2010-10-29",23.501
"2010-10-30",23.8746
"2010-10-31",23.9476
"2010-11-01",23.9251
"2010-11-02",23.1257
"2010-11-03",23.8207
"2010-11-04",23.8384
"2010-11-05",23.5939
"2010-11-06",23.6453
"2010-11-07",24.1237
"2010-11-08",23.6005
"2010-11-09",23.8094
"2010-11-10",23.5335
"2010-11-11",23.2681
"2010-11-12",24.0955
"2010-11-13",23.9471
"2010-11-14",23.6323
"2010-11-15",23.4588
"2010-11-16",23.4033
"2010-11-17",23.4124
"2010-11-18",23.3927
"2010-11-19",23.7082
"2010-11-20",23.588
"2010-11-21",23.1525
"2010-11-22",23.2968
"2010-11-23",23.4025
"2010-11-24",23.7801
"2010-11-25",23.8628
"2010-11-26",23.5839
"2010-11-27",23.8452
"2010-11-28",23.6306
"2010-11-29",23.191
"2010-11-30",23.2647
"2010-12-01",23.3083
"2010-12-02",23.477
"2010-12-03",23.1706
"2010-12-04",23.3664
"2010-12-05",21.6904
"2010-12-06",22.8928
"2010-12-07",23.1707
"2010-12-08",22.8534
"2010-12-09",22.4578
"2010-12-10",23.17
"2010-12-11",23.3999
"2010-12-12",23.1186
"2010-12-13",21.9322
"2010-12-14",22.6259
"2010-12-15",22.879
"2010-12-16",22.7732
"2010-12-17",22.6422
"2010-12-18",22.2645
"2010-12-19",21.0427
"2010-12-20",22.7187
"2010-12-21",23.2422
"2010-12-22",22.1874
"2010-12-23",22.0845
"2010-12-24",22.4542
"2010-12-25",22.629
"2010-12-26",22.2295
"2010-12-27",21.4826
"2010-12-28",22.6855
"2010-12-29",22.6498
"2010-12-30",22.5016
"2010-12-31",22.7071
"2011-01-01",23.0786
"2011-01-02",23.1348
"2011-01-03",21.9331
"2011-01-04",22.2192
"2011-01-05",22.2805
"2011-01-06",21.9968
"2011-01-07",23.0383
"2011-01-08",23.2064
"2011-01-09",21.9976
"2011-01-10",22.7131
"2011-01-11",22.0072
"2011-01-12",20.4013
"2011-01-13",18.948
"2011-01-14",22.0197
"2011-01-15",23.4054
"2011-01-16",23.1053
"2011-01-17",23.0237
"2011-01-18",21.7107
"2011-01-19",20.2064
"2011-01-20",19.5417
"2011-01-21",19.8591
"2011-01-22",20.239
"2011-01-23",20.1519
"2011-01-24",20.1851
"2011-01-25",21.5837
"2011-01-26",22.4296
"2011-01-27",22.6651
"2011-01-28",22.7048
"2011-01-29",22.4456
"2011-01-30",23.0932
"2011-01-31",22.8159
"2011-02-01",22.1724
"2011-02-02",21.909
"2011-02-03",22.2465
"2011-02-04",22.2306
"2011-02-05",23.022
"2011-02-06",23.4326
"2011-02-07",22.822
"2011-02-08",23.0062
"2011-02-09",22.3353
"2011-02-10",20.6986
"2011-02-11",20.365
"2011-02-12",20.2632
"2011-02-13",20.2314
"2011-02-14",21.6698
"2011-02-15",22.6791
"2011-02-16",22.8382
"2011-02-17",23.0274
"2011-02-18",23.2115
"2011-02-19",23.4068
"2011-02-20",23.6707
"2011-02-21",23.4718
"2011-02-22",22.2176
"2011-02-23",21.4864
"2011-02-24",21.6492
"2011-02-25",21.4693
"2011-02-26",20.7573
"2011-02-27",20.9763
"2011-02-28",22.7602
"2011-03-01",22.481
"2011-03-02",22.2586
"2011-03-03",22.6316
"2011-03-04",22.951
"2011-03-05",22.741
"2011-03-06",22.1877
"2011-03-07",21.5928
"2011-03-08",20.8741
"2011-03-09",21.1984
"2011-03-10",20.3051
"2011-03-11",20.1016
"2011-03-12",22.9575
"2011-03-13",23.3558
"2011-03-14",23.2349
"2011-03-15",22.9303
"2011-03-16",22.8956
"2011-03-17",20.4141
"2011-03-18",21.5114
"2011-03-19",22.7126
"2011-03-20",23.2617
"2011-03-21",23.6839
"2011-03-22",23.9256
"2011-03-23",23.8462
"2011-03-24",24.0366
"2011-03-25",23.8683
"2011-03-26",24.2725
"2011-03-27",23.7603
"2011-03-28",23.8187
"2011-03-29",23.6409
"2011-03-30",22.494
"2011-03-31",22.9015
"2011-04-01",23.6974
"2011-04-02",23.6912
"2011-04-03",23.5447
"2011-04-04",23.4938
"2011-04-05",23.0199
"2011-04-06",22.2223
"2011-04-07",22.4599
"2011-04-08",23.4966
"2011-04-09",23.7292
"2011-04-10",23.3023
"2011-04-11",23.6525
"2011-04-12",23.2585
"2011-04-13",23.6365
"2011-04-14",23.2711
"2011-04-15",23.7806
"2011-04-16",23.8354
"2011-04-17",23.6467
"2011-04-18",23.7228
"2011-04-19",23.848
"2011-04-20",23.7604
"2011-04-21",23.9163
"2011-04-22",24.3739
"2011-04-23",23.5024
"2011-04-24",24.1147
"2011-04-25",23.9406
"2011-04-26",24.7679
"2011-04-27",24.695
"2011-04-28",24.5379
"2011-04-29",25.1731
"2011-04-30",25.2414
"2011-05-01",25.2085
"2011-05-02",24.7801
"2011-05-03",25.1526
"2011-05-04",25.5767
"2011-05-05",25.5321
"2011-05-06",25.4994
"2011-05-07",24.9868
"2011-05-08",24.6275
"2011-05-09",24.1266
"2011-05-10",24.4118
"2011-05-11",24.6083
"2011-05-12",24.7582
"2011-05-13",23.8834
"2011-05-14",23.2235
"2011-05-15",24.7414
"2011-05-16",24.908
"2011-05-17",24.2074
"2011-05-18",24.042
"2011-05-19",24.4254
"2011-05-20",24.4036
"2011-05-21",24.3019
"2011-05-22",24.6011
"2011-05-23",24.5483
"2011-05-24",25.2406
"2011-05-25",25.2331
"2011-05-26",25.1695
"2011-05-27",24.8955
"2011-05-28",24.6349
"2011-05-29",24.6368
"2011-05-30",24.5212
"2011-05-31",24.5001
"2011-06-01",24.2143
"2011-06-02",24.0539
"2011-06-03",24.5843
"2011-06-04",24.6749
"2011-06-05",24.7877
"2011-06-06",24.5817
"2011-06-07",24.6545
"2011-06-08",24.8412
"2011-06-09",24.3956
"2011-06-10",24.5822
"2011-06-11",24.241
"2011-06-12",24.7922
"2011-06-13",24.649
"2011-06-14",24.005
"2011-06-15",24.5604
"2011-06-16",24.6083
"2011-06-17",24.5867
"2011-06-18",24.4492
"2011-06-19",23.8195
"2011-06-20",24.1289
"2011-06-21",24.118
"2011-06-22",23.7588
"2011-06-23",24.1552
"2011-06-24",24.1033
"2011-06-25",24.47
"2011-06-26",24.1474
"2011-06-27",24.4732
"2011-06-28",23.8934
"2011-06-29",24.0394
"2011-06-30",23.6215
"2011-07-01",23.876
"2011-07-02",23.6766
"2011-07-03",23.7788
"2011-07-04",23.6963
"2011-07-05",23.9482
"2011-07-06",23.8248
"2011-07-07",24.0148
"2011-07-08",24.2881
"2011-07-09",24.2437
"2011-07-10",23.9799
"2011-07-11",23.7352
"2011-07-12",23.4503
"2011-07-13",23.7562
"2011-07-14",23.8006
"2011-07-15",23.7566
"2011-07-16",23.0227
"2011-07-17",23.6196
"2011-07-18",23.3608
"2011-07-19",23.4403
"2011-07-20",23.8052
"2011-07-21",23.6652
"2011-07-22",23.6977
"2011-07-23",23.6681
"2011-07-24",24.4004
"2011-07-25",24.1859
"2011-07-26",23.6203
"2011-07-27",23.6551
"2011-07-28",23.852
"2011-07-29",23.6706
"2011-07-30",23.8891
"2011-07-31",23.572
"2011-08-01",23.6332
"2011-08-02",23.4558
"2011-08-03",23.6004
"2011-08-04",23.6039
"2011-08-05",23.9203
"2011-08-06",24.0763
"2011-08-07",23.4609
"2011-08-08",23.9245
"2011-08-09",23.8691
"2011-08-10",23.7847
"2011-08-11",23.8007
"2011-08-12",23.6416
"2011-08-13",23.7417
"2011-08-14",23.5508
"2011-08-15",23.9541
"2011-08-16",23.9814
"2011-08-17",23.908
"2011-08-18",23.0756
"2011-08-19",23.3119
"2011-08-20",23.5305
"2011-08-21",23.5343
"2011-08-22",23.5796
"2011-08-23",23.5364
"2011-08-24",23.4842
"2011-08-25",23.6836
"2011-08-26",23.6747
"2011-08-27",23.479
"2011-08-28",23.6376
"2011-08-29",23.2176
"2011-08-30",23.6683
"2011-08-31",23.6815
"2011-09-01",23.6995
"2011-09-02",23.7422
"2011-09-03",23.6776
"2011-09-04",23.5373
"2011-09-05",24.0356
"2011-09-06",24.1046
"2011-09-07",23.8855
"2011-09-08",23.9297
"2011-09-09",23.992
"2011-09-10",23.8876
"2011-09-11",24.0371
"2011-09-12",24.0249
"2011-09-13",23.8309
"2011-09-14",23.9447
"2011-09-15",23.9089
"2011-09-16",24.1716
"2011-09-17",23.8582
"2011-09-18",23.6989
"2011-09-19",23.3017
"2011-09-20",23.0417
"2011-09-21",23.9482
"2011-09-22",23.7432
"2011-09-23",23.0388
"2011-09-24",23.0442
"2011-09-25",23.2037
"2011-09-26",23.3639
"2011-09-27",23.3823
"2011-09-28",22.9933
"2011-09-29",23.3021
"2011-09-30",24.1843
"2011-10-01",24.192
"2011-10-02",23.4766
"2011-10-03",23.6347
"2011-10-04",23.9947
"2011-10-05",23.9469
"2011-10-06",22.8951
"2011-10-07",23.7909
"2011-10-08",23.7826
"2011-10-09",23.492
"2011-10-10",22.9521
"2011-10-11",23.5391
"2011-10-12",23.9841
"2011-10-13",24.3665
"2011-10-14",24.363
"2011-10-15",24.2407
"2011-10-16",24.0501
"2011-10-17",23.6926
"2011-10-18",23.7925
"2011-10-19",23.7008
"2011-10-20",24.0555
"2011-10-21",23.6574
"2011-10-22",23.8611
"2011-10-23",23.594
"2011-10-24",23.7301
"2011-10-25",23.7057
"2011-10-26",23.6851
"2011-10-27",23.7879
"2011-10-28",23.4105
"2011-10-29",23.7918
"2011-10-30",23.7727
"2011-10-31",23.6867
"2011-11-01",23.6623
"2011-11-02",23.6874
"2011-11-03",23.7368
"2011-11-04",23.9595
"2011-11-05",24.161
"2011-11-06",23.8715
"2011-11-07",23.5565
"2011-11-08",22.3053
"2011-11-09",20.2
"2011-11-10",20.2569
"2011-11-11",21.3792
"2011-11-12",22.5325
"2011-11-13",22.7283
"2011-11-14",22.0495
"2011-11-15",22.5749
"2011-11-16",23.469
"2011-11-17",23.8889
"2011-11-18",23.504
"2011-11-19",23.5638
"2011-11-20",23.2349
"2011-11-21",23.2942
"2011-11-22",22.8769
"2011-11-23",23.2023
"2011-11-24",23.5977
"2011-11-25",23.2518
"2011-11-26",23.4022
"2011-11-27",23.2612
"2011-11-28",23.5019
"2011-11-29",24.0715
"2011-11-30",23.8519
"2011-12-01",23.4587
"2011-12-02",23.1631
"2011-12-03",22.3811
"2011-12-04",22.4376
"2011-12-05",21.6859
"2011-12-06",22.4362
"2011-12-07",20.5101
"2011-12-08",21.7669
"2011-12-09",23.1497
"2011-12-10",23.193
"2011-12-11",23.4809
"2011-12-12",23.5597
"2011-12-13",23.2718
"2011-12-14",22.9722
"2011-12-15",21.9338
"2011-12-16",21.5456
"2011-12-17",22.3454
"2011-12-18",23.5056
"2011-12-19",23.4321
"2011-12-20",23.0147
"2011-12-21",21.6522
"2011-12-22",21.7761
"2011-12-23",22.8154
"2011-12-24",22.0786
"2011-12-25",21.0175
"2011-12-26",21.1308
"2011-12-27",19.4944
"2011-12-28",20.0862
"2011-12-29",22.102
"2011-12-30",22.0861
"2011-12-31",21.3201
"2012-01-01",20.5158
"2012-01-02",21.3135
"2012-01-03",22.1734
"2012-01-04",23.7599
"2012-01-05",23.4852
"2012-01-06",22.782
"2012-01-07",23.1419
"2012-01-08",23.2818
"2012-01-09",23.1539
"2012-01-10",21.9806
"2012-01-11",21.6183
"2012-01-12",20.8372
"2012-01-13",20.214
"2012-01-14",19.5711
"2012-01-15",17.5941
"2012-01-16",17.8675
"2012-01-17",18.7551
"2012-01-18",19.5372
"2012-01-19",20.0289
"2012-01-20",20.4911
"2012-01-21",19.8009
"2012-01-22",20.3806
"2012-01-23",19.0544
"2012-01-24",18.6618
"2012-01-25",18.3728
"2012-01-26",19.4685
"2012-01-27",20.5844
"2012-01-28",20.8445
"2012-01-29",19.1524
"2012-01-30",18.5538
"2012-01-31",19.295
"2012-02-01",19.5614
"2012-02-02",21.0061
"2012-02-03",21.8029
"2012-02-04",22.1416
"2012-02-05",22.5805
"2012-02-06",22.7677
"2012-02-07",22.6208
"2012-02-08",23.077
"2012-02-09",23.3575
"2012-02-10",23.2511
"2012-02-11",21.2043
"2012-02-12",20.7522
"2012-02-13",21.5018
"2012-02-14",22.6014
"2012-02-15",22.9251
"2012-02-16",23.0037
"2012-02-17",22.3234
"2012-02-18",19.9588
"2012-02-19",20.7932
"2012-02-20",20.187
"2012-02-21",18.6556
"2012-02-22",18.8766
"2012-02-23",18.7227
"2012-02-24",17.9636
"2012-02-25",19.3457
"2012-02-26",20.8774
"2012-02-27",22.1873
"2012-02-28",22.9793
"2012-02-29",23.4319
"2012-03-01",23.691
"2012-03-02",23.2237
"2012-03-03",23.3854
"2012-03-04",23.2154
"2012-03-05",22.5214
"2012-03-06",22.1733
"2012-03-07",22.5809
"2012-03-08",22.805
"2012-03-09",22.5515
"2012-03-10",22.3906
"2012-03-11",21.0877
"2012-03-12",21.8683
"2012-03-13",22.6508
"2012-03-14",22.6876
"2012-03-15",23.1871
"2012-03-16",23.2763
"2012-03-17",22.6926
"2012-03-18",22.3372
"2012-03-19",21.9764
"2012-03-20",21.6712
"2012-03-21",22.0749
"2012-03-22",21.8376
"2012-03-23",21.4166
"2012-03-24",18.6928
"2012-03-25",17.1469
"2012-03-26",20.0009
"2012-03-27",21.8234
"2012-03-28",22.8714
"2012-03-29",23.1264
"2012-03-30",23.905
"2012-03-31",23.6117
"2012-04-01",23.1441
"2012-04-02",22.8087
"2012-04-03",22.7545
"2012-04-04",23.1823
"2012-04-05",23.8723
"2012-04-06",23.5277
"2012-04-07",23.8725
"2012-04-08",23.3948
"2012-04-09",23.0457
"2012-04-10",23.6641
"2012-04-11",24.1414
"2012-04-12",23.79
"2012-04-13",23.7567
"2012-04-14",23.3892
"2012-04-15",23.5109
"2012-04-16",23.8801
"2012-04-17",24.2663
"2012-04-18",24.3431
"2012-04-19",24.7034
"2012-04-20",23.4578
"2012-04-21",24.1265
"2012-04-22",24.1521
"2012-04-23",24.0579
"2012-04-24",24.1008
"2012-04-25",23.8473
"2012-04-26",23.8845
"2012-04-27",23.8318
"2012-04-28",23.8444
"2012-04-29",24.6699
"2012-04-30",24.5024
"2012-05-01",23.7808
"2012-05-02",22.4506
"2012-05-03",21.6198
"2012-05-04",21.9318
"2012-05-05",22.9436
"2012-05-06",24.418
"2012-05-07",24.1547
"2012-05-08",23.8961
"2012-05-09",23.7397
"2012-05-10",23.6379
"2012-05-11",24.3013
"2012-05-12",23.1502
"2012-05-13",24.094
"2012-05-14",24.7637
"2012-05-15",24.0653
"2012-05-16",23.6604
"2012-05-17",23.8188
"2012-05-18",24.8192
"2012-05-19",24.3181
"2012-05-20",25.2951
"2012-05-21",24.9518
"2012-05-22",24.5989
"2012-05-23",24.8785
"2012-05-24",24.5256
"2012-05-25",24.4876
"2012-05-26",23.8979
"2012-05-27",24.4851
"2012-05-28",24.1539
"2012-05-29",24.1952
"2012-05-30",23.6778
"2012-05-31",24.058
"2012-06-01",24.7753
"2012-06-02",24.7512
"2012-06-03",24.6337
"2012-06-04",24.4357
"2012-06-05",24.4034
"2012-06-06",24.3971
"2012-06-07",24.3498
"2012-06-08",24.2936
"2012-06-09",24.4349
"2012-06-10",24.0243
"2012-06-11",23.7346
"2012-06-12",23.5778
"2012-06-13",23.5195
"2012-06-14",23.8301
"2012-06-15",23.9857
"2012-06-16",24.1031
"2012-06-17",23.8226
"2012-06-18",23.55
"2012-06-19",23.4303
"2012-06-20",23.8884
"2012-06-21",24.1397
"2012-06-22",23.9073
"2012-06-23",23.9286
"2012-06-24",24.2249
"2012-06-25",23.8003
"2012-06-26",23.608
"2012-06-27",23.6206
"2012-06-28",23.4875
"2012-06-29",23.629
"2012-06-30",23.4566
"2012-07-01",23.8128
"2012-07-02",23.6831
"2012-07-03",23.9049
"2012-07-04",23.4695
"2012-07-05",23.6578
"2012-07-06",23.9925
"2012-07-07",23.928
"2012-07-08",23.9157
"2012-07-09",23.7963
"2012-07-10",23.3887
"2012-07-11",22.6507
"2012-07-12",23.3271
"2012-07-13",23.8319
"2012-07-14",24.0437
"2012-07-15",23.9477
"2012-07-16",23.9352
"2012-07-17",23.6447
"2012-07-18",23.8649
"2012-07-19",23.262
"2012-07-20",23.6748
"2012-07-21",23.783
"2012-07-22",23.3051
"2012-07-23",23.6295
"2012-07-24",23.609
"2012-07-25",24.0066
"2012-07-26",23.5644
"2012-07-27",23.1562
"2012-07-28",23.4275
"2012-07-29",23.8505
"2012-07-30",23.7389
"2012-07-31",23.133
"2012-08-01",23.2037
"2012-08-02",22.9427
"2012-08-03",23.2723
"2012-08-04",23.5564
"2012-08-05",24.0692
"2012-08-06",23.9448
"2012-08-07",23.3346
"2012-08-08",23.3718
"2012-08-09",23.0068
"2012-08-10",23.5336
"2012-08-11",23.7103
"2012-08-12",23.6218
"2012-08-13",23.9356
"2012-08-14",23.8566
"2012-08-15",24.021
"2012-08-16",23.818
"2012-08-17",22.8817
"2012-08-18",23.0739
"2012-08-19",23.1893
"2012-08-20",22.8836
"2012-08-21",23.1848
"2012-08-22",23.1091
"2012-08-23",23.4944
"2012-08-24",23.5293
"2012-08-25",23.8005
"2012-08-26",23.3192
"2012-08-27",23.1948
"2012-08-28",23.2968
"2012-08-29",23.2834
"2012-08-30",23.5665
"2012-08-31",23.5684
"2012-09-01",23.8728
"2012-09-02",24.3057
"2012-09-03",24.2337
"2012-09-04",23.2605
"2012-09-05",23.3102
"2012-09-06",23.9354
"2012-09-07",23.756
"2012-09-08",24.3564
"2012-09-09",23.9951
"2012-09-10",23.5636
"2012-09-11",24.0404
"2012-09-12",23.9368
"2012-09-13",24.1385
"2012-09-14",23.74
"2012-09-15",23.9781
"2012-09-16",24.1087
"2012-09-17",23.8502
"2012-09-18",23.1642
"2012-09-19",23.3518
"2012-09-20",23.6867
"2012-09-21",23.4613
"2012-09-22",23.3812
"2012-09-23",23.3989
"2012-09-24",23.4822
"2012-09-25",22.93
"2012-09-26",22.3405
"2012-09-27",23.2359
"2012-09-28",23.9116
"2012-09-29",23.5615
"2012-09-30",23.0236
"2012-10-01",23.3097
"2012-10-02",22.8198
"2012-10-03",22.8708
"2012-10-04",22.498
"2012-10-05",22.7355
"2012-10-06",23.9256
"2012-10-07",23.8231
"2012-10-08",23.3362
"2012-10-09",24.0301
"2012-10-10",23.7249
"2012-10-11",23.6221
"2012-10-12",24.0431
"2012-10-13",23.826
"2012-10-14",23.4592
"2012-10-15",23.2942
"2012-10-16",23.5896
"2012-10-17",23.4123
"2012-10-18",23.5082
"2012-10-19",23.7859
"2012-10-20",23.7313
"2012-10-21",23.6755
"2012-10-22",23.5984
"2012-10-23",23.695
"2012-10-24",23.895
"2012-10-25",23.6217
"2012-10-26",23.634
"2012-10-27",24.0984
"2012-10-28",23.7768
"2012-10-29",23.1782
"2012-10-30",23.2468
"2012-10-31",23.5095
"2012-11-01",23.1048
"2012-11-02",23.5645
"2012-11-03",23.6675
"2012-11-04",23.771
"2012-11-05",23.2388
"2012-11-06",22.8952
"2012-11-07",23.778
"2012-11-08",23.6733
"2012-11-09",23.9004
"2012-11-10",23.616
"2012-11-11",22.6761
"2012-11-12",23.2018
"2012-11-13",23.8695
"2012-11-14",23.6775
"2012-11-15",23.2859
"2012-11-16",22.54
"2012-11-17",22.3202
"2012-11-18",22.1085
"2012-11-19",22.9143
"2012-11-20",22.5877
"2012-11-21",23.123
"2012-11-22",24.3648
"2012-11-23",24.2945
"2012-11-24",23.8239
"2012-11-25",23.6883
"2012-11-26",23.8319
"2012-11-27",23.4177
"2012-11-28",22.3639
