,"(deg C) Mean Dew Point Temperature (ERA5) at Polonnaruwa, 2007-01-01 to 2025-12-31"
"2009-12-14",23.7158
"2009-12-15",23.6333
"2009-12-16",23.5162
"2009-12-17",23.4275
"2009-12-18",23.6683
"2009-12-19",23.9754
"2009-12-20",23.8613
"2009-12-21",23.5839
"2009-12-22",23.2597
"2009-12-23",22.9394
"2009-12-24",23.1944
"2009-12-25",22.976
"2009-12-26",23.4038
"2009-12-27",23.0237
"2009-12-28",22.7362
"2009-12-29",22.0604
"2009-12-30",21.3042
"2009-12-31",21.3678
"2010-01-01",21.1241
"2010-01-02",21.8044
"2010-01-03",21.9894
"2010-01-04",19.7367
"2010-01-05",18.4228
"2010-01-06",18.9591
"2010-01-07",20.9716
"2010-01-08",23.1456
"2010-01-09",23.1662
"2010-01-10",22.9458
"2010-01-11",23.4326
"2010-01-12",23.4605
"2010-01-13",23.5734
"2010-01-14",22.8301
"2010-01-15",21.5322
"2010-01-16",22.9596
"2010-01-17",22.4935
"2010-01-18",22.6256
"2010-01-19",21.2631
"2010-01-20",20.7507
"2010-01-21",19.8005
"2010-01-22",19.007
"2010-01-23",19.2043
"2010-01-24",19.3631
"2010-01-25",20.9156
"2010-01-26",21.6968
"2010-01-27",23.1366
"2010-01-28",22.7939
"2010-01-29",21.8429
"2010-01-30",21.2555
"2010-01-31",22.1662
"2010-02-01",22.3253
"2010-02-02",22.2106
"2010-02-03",21.1874
"2010-02-04",20.7606
"2010-02-05",20.3584
"2010-02-06",20.2865
"2010-02-07",19.4727
"2010-02-08",19.5919
"2010-02-09",21.419
"2010-02-10",23.1043
"2010-02-11",22.5364
"2010-02-12",23.1699
"2010-02-13",23.117
"2010-02-14",21.7026
"2010-02-15",21.3031
"2010-02-16",23.0739
"2010-02-17",23.7831
"2010-02-18",22.1843
"2010-02-19",21.3605
"2010-02-20",22.3644
"2010-02-21",21.9313
"2010-02-22",22.0997
"2010-02-23",21.0772
"2010-02-24",20.4961
"2010-02-25",21.3552
"2010-02-26",21.6692
"2010-02-27",21.0918
"2010-02-28",20.9612
"2010-03-01",20.2177
"2010-03-02",20.339
"2010-03-03",20.2843
"2010-03-04",21.3122
"2010-03-05",21.0553
"2010-03-06",20.8655
"2010-03-07",23.1602
"2010-03-08",23.2058
"2010-03-09",21.9663
"2010-03-10",21.7277
"2010-03-11",21.926
"2010-03-12",22.3825
"2010-03-13",23.6352
"2010-03-14",22.6653
"2010-03-15",21.0807
"2010-03-16",21.0381
"2010-03-17",21.8198
"2010-03-18",22.3272
"2010-03-19",22.6276
"2010-03-20",22.8497
"2010-03-21",22.7829
"2010-03-22",22.5487
"2010-03-23",22.1621
"2010-03-24",23.2963
"2010-03-25",23.1062
"2010-03-26",22.9084
"2010-03-27",23.6644
"2010-03-28",24.1977
"2010-03-29",24.4006
"2010-03-30",24.0447
"2010-03-31",23.7565
"2010-04-01",23.9628
"2010-04-02",24.6084
"2010-04-03",24.2125
"2010-04-04",23.8669
"2010-04-05",23.6463
"2010-04-06",23.717
"2010-04-07",24.4193
"2010-04-08",24.7288
"2010-04-09",24.2084
"2010-04-10",24.036
"2010-04-11",24.6964
"2010-04-12",24.9376
"2010-04-13",24.6332
"2010-04-14",24.1701
"2010-04-15",23.967
"2010-04-16",24.2619
"2010-04-17",24.1905
"2010-04-18",24.5461
"2010-04-19",24.6938
"2010-04-20",24.7233
"2010-04-21",24.5621
"2010-04-22",24.7807
"2010-04-23",24.5083
"2010-04-24",24.4996
"2010-04-25",24.3979
"2010-04-26",24.3127
"2010-04-27",23.9472
"2010-04-28",24.5584
"2010-04-29",24.7061
"2010-04-30",24.6876
"2010-05-01",24.4716
"2010-05-02",25.098
"2010-05-03",24.966
"2010-05-04",25.1705
"2010-05-05",24.9963
"2010-05-06",25.0089
"2010-05-07",25.1782
"2010-05-08",25.3398
"2010-05-09",25.0651
"2010-05-10",24.8637
"2010-05-11",25.1895
"2010-05-12",25.8063
"2010-05-13",25.4967
"2010-05-14",24.4987
"2010-05-15",24.6883
"2010-05-16",24.7126
"2010-05-17",23.9797
"2010-05-18",23.7734
"2010-05-19",23.9333
"2010-05-20",23.8176
"2010-05-21",23.7141
"2010-05-22",24.1254
"2010-05-23",24.049
"2010-05-24",23.8676
"2010-05-25",23.8798
"2010-05-26",24.1076
"2010-05-27",23.8989
"2010-05-28",23.8479
"2010-05-29",23.9909
"2010-05-30",23.7628
"2010-05-31",23.5333
"2010-06-01",23.5599
"2010-06-02",23.8228
"2010-06-03",24.0366
"2010-06-04",23.9491
"2010-06-05",23.7219
"2010-06-06",23.2884
"2010-06-07",22.7916
"2010-06-08",22.7823
"2010-06-09",22.7762
"2010-06-10",23.2359
"2010-06-11",22.9584
"2010-06-12",23.1893
"2010-06-13",23.0108
"2010-06-14",22.9865
"2010-06-15",22.6631
"2010-06-16",23.0841
"2010-06-17",22.9127
"2010-06-18",22.5671
"2010-06-19",22.6943
"2010-06-20",22.8398
"2010-06-21",23.2481
"2010-06-22",23.2068
"2010-06-23",22.9686
"2010-06-24",21.8325
"2010-06-25",22.2086
"2010-06-26",22.6145
"2010-06-27",22.637
"2010-06-28",23.0237
"2010-06-29",22.3621
"2010-06-30",21.764
"2010-07-01",22.3051
"2010-07-02",22.7492
"2010-07-03",22.661
"2010-07-04",22.6389
"2010-07-05",22.568
"2010-07-06",22.537
"2010-07-07",22.9158
"2010-07-08",23.0872
"2010-07-09",23.3877
"2010-07-10",23.0955
"2010-07-11",23.029
"2010-07-12",22.0595
"2010-07-13",21.9292
"2010-07-14",22.4878
"2010-07-15",22.6288
"2010-07-16",22.2522
"2010-07-17",22.6974
"2010-07-18",22.8087
"2010-07-19",22.9265
"2010-07-20",22.6584
"2010-07-21",22.1433
"2010-07-22",22.7994
"2010-07-23",22.7325
"2010-07-24",21.628
"2010-07-25",21.962
"2010-07-26",21.5825
"2010-07-27",22.0886
"2010-07-28",22.2188
"2010-07-29",22.0805
"2010-07-30",21.8958
"2010-07-31",21.5156
"2010-08-01",21.8613
"2010-08-02",22.1277
"2010-08-03",22.2102
"2010-08-04",22.018
"2010-08-05",22.0279
"2010-08-06",21.8728
"2010-08-07",22.0343
"2010-08-08",22.5727
"2010-08-09",22.7995
"2010-08-10",23.0479
"2010-08-11",22.7977
"2010-08-12",22.3727
"2010-08-13",22.4468
"2010-08-14",22.8847
"2010-08-15",22.3481
"2010-08-16",21.7537
"2010-08-17",21.3927
"2010-08-18",21.8389
"2010-08-19",22.9082
"2010-08-20",23.3525
"2010-08-21",22.4103
"2010-08-22",22.0833
"2010-08-23",22.4605
"2010-08-24",23.1178
"2010-08-25",22.0964
"2010-08-26",21.8781
"2010-08-27",21.8062
"2010-08-28",22.3256
"2010-08-29",22.7602
"2010-08-30",21.6043
"2010-08-31",21.1868
"2010-09-01",21.5693
"2010-09-02",22.3141
"2010-09-03",22.3184
"2010-09-04",21.9854
"2010-09-05",21.492
"2010-09-06",21.9549
"2010-09-07",22.1414
"2010-09-08",22.2549
"2010-09-09",22.0842
"2010-09-10",22.5571
"2010-09-11",23.2606
"2010-09-12",23.1858
"2010-09-13",22.6258
"2010-09-14",22.4802
"2010-09-15",22.0142
"2010-09-16",22.0934
"2010-09-17",22.2593
"2010-09-18",22.5519
"2010-09-19",22.8101
"2010-09-20",23.2447
"2010-09-21",23.4386
"2010-09-22",23.5748
"2010-09-23",23.2644
"2010-09-24",22.3182
"2010-09-25",22.6171
"2010-09-26",23.4432
"2010-09-27",23.9747
"2010-09-28",23.5087
"2010-09-29",22.5536
"2010-09-30",23.2275
"2010-10-01",23.6985
"2010-10-02",23.5663
"2010-10-03",22.8156
"2010-10-04",23.0211
"2010-10-05",23.3532
"2010-10-06",23.2256
"2010-10-07",23.3055
"2010-10-08",23.2995
"2010-10-09",23.0158
"2010-10-10",22.7445
"2010-10-11",22.3002
"2010-10-12",22.5387
"2010-10-13",21.8093
"2010-10-14",21.9066
"2010-10-15",21.475
"2010-10-16",21.795
"2010-10-17",21.8121
"2010-10-18",22.2476
"2010-10-19",22.7731
"2010-10-20",22.4752
"2010-10-21",21.8005
"2010-10-22",21.2164
"2010-10-23",20.7723
"2010-10-24",22.4217
"2010-10-25",22.2205
"2010-10-26",21.5209
"2010-10-27",22.9523
"2010-10-28",23.1861
"2010-10-29",23.1668
"2010-10-30",23.5261
"2010-10-31",23.6783
"2010-11-01",22.9023
"2010-11-02",22.1636
"2010-11-03",22.7077
"2010-11-04",23.2732
"2010-11-05",23.2917
"2010-11-06",23.111
"2010-11-07",23.1981
"2010-11-08",23.0016
"2010-11-09",23.1814
"2010-11-10",23.191
"2010-11-11",22.9191
"2010-11-12",23.6028
"2010-11-13",23.9968
"2010-11-14",23.4289
"2010-11-15",23.0082
"2010-11-16",22.9871
"2010-11-17",22.9645
"2010-11-18",23.1381
"2010-11-19",23.5698
"2010-11-20",23.6065
"2010-11-21",23.2622
"2010-11-22",23.2013
"2010-11-23",23.3269
"2010-11-24",23.6699
"2010-11-25",23.7181
"2010-11-26",23.5314
"2010-11-27",23.4997
"2010-11-28",23.5923
"2010-11-29",23.5961
"2010-11-30",23.4799
"2010-12-01",23.529
"2010-12-02",23.4971
"2010-12-03",23.0364
"2010-12-04",23.1754
"2010-12-05",21.3226
"2010-12-06",21.5441
"2010-12-07",22.5038
"2010-12-08",22.3493
"2010-12-09",21.6403
"2010-12-10",21.9004
"2010-12-11",22.4421
"2010-12-12",22.7763
"2010-12-13",22.0685
"2010-12-14",23.0889
"2010-12-15",23.0274
"2010-12-16",22.1882
"2010-12-17",22.8431
"2010-12-18",22.0953
"2010-12-19",20.8546
"2010-12-20",22.9425
"2010-12-21",23.0474
"2010-12-22",22.3606
"2010-12-23",22.3877
"2010-12-24",22.6486
"2010-12-25",22.7848
"2010-12-26",22.2846
"2010-12-27",21.453
"2010-12-28",22.7639
"2010-12-29",22.8172
"2010-12-30",22.4935
"2010-12-31",22.7387
"2011-01-01",22.9544
"2011-01-02",22.9269
"2011-01-03",22.0511
"2011-01-04",22.6672
"2011-01-05",22.4135
"2011-01-06",22.4351
"2011-01-07",22.9294
"2011-01-08",22.921
"2011-01-09",21.9085
"2011-01-10",22.5223
"2011-01-11",21.7939
"2011-01-12",20.5306
"2011-01-13",19.4353
"2011-01-14",22.3607
"2011-01-15",23.2362
"2011-01-16",22.8744
"2011-01-17",22.7723
"2011-01-18",21.5619
"2011-01-19",20.0718
"2011-01-20",19.4419
"2011-01-21",19.9541
"2011-01-22",20.1263
"2011-01-23",20.245
"2011-01-24",19.9433
"2011-01-25",21.7202
"2011-01-26",22.6085
"2011-01-27",22.6504
"2011-01-28",22.8183
"2011-01-29",22.7027
"2011-01-30",23.0727
"2011-01-31",22.781
"2011-02-01",22.1238
"2011-02-02",21.9218
"2011-02-03",22.5817
"2011-02-04",22.4117
"2011-02-05",22.9399
"2011-02-06",23.3955
"2011-02-07",22.785
"2011-02-08",23.1736
"2011-02-09",22.5274
"2011-02-10",20.4263
"2011-02-11",20.3314
"2011-02-12",20.1399
"2011-02-13",20.1102
"2011-02-14",21.2881
"2011-02-15",22.5212
"2011-02-16",22.9664
"2011-02-17",22.8088
"2011-02-18",22.7738
"2011-02-19",23.0541
"2011-02-20",23.5611
"2011-02-21",23.6303
"2011-02-22",22.0774
"2011-02-23",21.9403
"2011-02-24",21.8764
"2011-02-25",21.253
"2011-02-26",20.6525
"2011-02-27",21.3112
"2011-02-28",22.936
"2011-03-01",22.551
"2011-03-02",22.5777
"2011-03-03",22.9044
"2011-03-04",22.9106
"2011-03-05",22.5496
"2011-03-06",22.4792
"2011-03-07",21.4958
"2011-03-08",21.1295
"2011-03-09",20.395
"2011-03-10",19.487
"2011-03-11",20.9401
"2011-03-12",23.6965
"2011-03-13",23.5405
"2011-03-14",23.4113
"2011-03-15",23.3624
"2011-03-16",23.3831
"2011-03-17",21.3865
"2011-03-18",22.4151
"2011-03-19",23.5512
"2011-03-20",23.4686
"2011-03-21",23.538
"2011-03-22",23.1088
"2011-03-23",23.3262
"2011-03-24",23.79
"2011-03-25",22.5996
"2011-03-26",23.3095
"2011-03-27",23.2764
"2011-03-28",22.9979
"2011-03-29",22.8548
"2011-03-30",21.6852
"2011-03-31",21.4313
"2011-04-01",22.1729
"2011-04-02",22.2899
"2011-04-03",22.0677
"2011-04-04",21.5007
"2011-04-05",20.8514
"2011-04-06",21.1924
"2011-04-07",23.0531
"2011-04-08",23.3372
"2011-04-09",23.0167
"2011-04-10",23.4258
"2011-04-11",23.5943
"2011-04-12",23.2716
"2011-04-13",23.2669
"2011-04-14",22.516
"2011-04-15",22.812
"2011-04-16",23.3878
"2011-04-17",23.5551
"2011-04-18",23.4835
"2011-04-19",23.5403
"2011-04-20",23.7141
"2011-04-21",23.8848
"2011-04-22",24.26
"2011-04-23",23.2074
"2011-04-24",23.8461
"2011-04-25",23.759
"2011-04-26",24.257
"2011-04-27",24.3553
"2011-04-28",23.8727
"2011-04-29",24.329
"2011-04-30",24.2652
"2011-05-01",24.2621
"2011-05-02",23.8838
"2011-05-03",24.1985
"2011-05-04",24.514
"2011-05-05",24.5784
"2011-05-06",24.5272
"2011-05-07",23.6456
"2011-05-08",23.1352
"2011-05-09",22.7775
"2011-05-10",22.8731
"2011-05-11",23.2345
"2011-05-12",23.3534
"2011-05-13",22.75
"2011-05-14",21.205
"2011-05-15",23.4385
"2011-05-16",23.4185
"2011-05-17",23.5195
"2011-05-18",23.3011
"2011-05-19",22.7179
"2011-05-20",22.786
"2011-05-21",22.9088
"2011-05-22",23.1199
"2011-05-23",23.3527
"2011-05-24",23.7107
"2011-05-25",24.0997
"2011-05-26",23.9582
"2011-05-27",23.6617
"2011-05-28",23.35
"2011-05-29",23.3024
"2011-05-30",23.1934
"2011-05-31",23.1644
"2011-06-01",22.9365
"2011-06-02",22.5859
"2011-06-03",22.9754
"2011-06-04",23.2123
"2011-06-05",23.408
"2011-06-06",23.2835
"2011-06-07",23.0631
"2011-06-08",22.9907
"2011-06-09",22.6503
"2011-06-10",22.656
"2011-06-11",22.4707
"2011-06-12",23.0103
"2011-06-13",23.0175
"2011-06-14",22.6428
"2011-06-15",22.8154
"2011-06-16",22.8405
"2011-06-17",22.5989
"2011-06-18",22.44
"2011-06-19",21.8132
"2011-06-20",21.9027
"2011-06-21",22.3097
"2011-06-22",21.8283
"2011-06-23",22.2617
"2011-06-24",22.5393
"2011-06-25",22.8167
"2011-06-26",22.4569
"2011-06-27",22.7184
"2011-06-28",22.2069
"2011-06-29",22.2537
"2011-06-30",21.7377
"2011-07-01",22.167
"2011-07-02",21.7374
"2011-07-03",21.7216
"2011-07-04",21.8788
"2011-07-05",22.5108
"2011-07-06",22.3384
"2011-07-07",22.4351
"2011-07-08",22.8119
"2011-07-09",22.9192
"2011-07-10",22.6138
"2011-07-11",22.2168
"2011-07-12",22.1609
"2011-07-13",22.1741
"2011-07-14",22.0646
"2011-07-15",22.1276
"2011-07-16",21.555
"2011-07-17",22.1362
"2011-07-18",21.7973
"2011-07-19",21.8659
"2011-07-20",21.9477
"2011-07-21",21.7227
"2011-07-22",21.8352
"2011-07-23",21.9806
"2011-07-24",22.6393
"2011-07-25",22.7883
"2011-07-26",21.8577
"2011-07-27",21.7491
"2011-07-28",22.0963
"2011-07-29",21.9462
"2011-07-30",21.9087
"2011-07-31",21.46
"2011-08-01",21.5405
"2011-08-02",21.5996
"2011-08-03",22.0542
"2011-08-04",21.63
"2011-08-05",22.464
"2011-08-06",22.5816
"2011-08-07",21.8105
"2011-08-08",22.1016
"2011-08-09",22.2315
"2011-08-10",22.1147
"2011-08-11",22.1037
"2011-08-12",22.4136
"2011-08-13",22.1483
"2011-08-14",21.911
"2011-08-15",22.3123
"2011-08-16",22.665
"2011-08-17",22.7993
"2011-08-18",21.5323
"2011-08-19",21.5533
"2011-08-20",22.0535
"2011-08-21",21.9774
"2011-08-22",22.3118
"2011-08-23",21.8708
"2011-08-24",21.6865
"2011-08-25",21.903
"2011-08-26",22.0225
"2011-08-27",21.7293
"2011-08-28",21.5862
"2011-08-29",21.0314
"2011-08-30",22.002
"2011-08-31",21.918
"2011-09-01",22.154
"2011-09-02",22.2472
"2011-09-03",21.4893
"2011-09-04",21.2699
"2011-09-05",22.2918
"2011-09-06",22.2802
"2011-09-07",21.8357
"2011-09-08",21.9676
"2011-09-09",22.5059
"2011-09-10",22.5478
"2011-09-11",22.4498
"2011-09-12",22.615
"2011-09-13",22.4787
"2011-09-14",22.2261
"2011-09-15",22.1607
"2011-09-16",22.1499
"2011-09-17",22.042
"2011-09-18",21.7842
"2011-09-19",21.1005
"2011-09-20",20.9897
"2011-09-21",22.5792
"2011-09-22",22.0685
"2011-09-23",20.8953
"2011-09-24",21.032
"2011-09-25",21.5093
"2011-09-26",21.5537
"2011-09-27",21.6604
"2011-09-28",21.3293
"2011-09-29",22.033
"2011-09-30",22.2664
"2011-10-01",22.4625
"2011-10-02",21.3902
"2011-10-03",21.7455
"2011-10-04",22.5738
"2011-10-05",22.9351
"2011-10-06",21.5019
"2011-10-07",21.8486
"2011-10-08",22.4354
"2011-10-09",21.9501
"2011-10-10",21.225
"2011-10-11",22.457
"2011-10-12",23.0959
"2011-10-13",23.5291
"2011-10-14",24.0282
"2011-10-15",23.9131
"2011-10-16",23.5124
"2011-10-17",23.0093
"2011-10-18",23.6453
"2011-10-19",23.4943
"2011-10-20",23.8042
"2011-10-21",23.5777
"2011-10-22",23.7834
"2011-10-23",23.5361
"2011-10-24",23.5228
"2011-10-25",23.5012
"2011-10-26",23.7622
"2011-10-27",23.818
"2011-10-28",23.5519
"2011-10-29",23.6846
"2011-10-30",23.8615
"2011-10-31",23.9244
"2011-11-01",23.4579
"2011-11-02",23.2631
"2011-11-03",23.5373
"2011-11-04",23.7024
"2011-11-05",23.6898
"2011-11-06",23.6127
"2011-11-07",23.3812
"2011-11-08",22.3116
"2011-11-09",20.1026
"2011-11-10",20.5102
"2011-11-11",21.4831
"2011-11-12",22.748
"2011-11-13",22.7344
"2011-11-14",22.101
"2011-11-15",22.8661
"2011-11-16",23.2557
"2011-11-17",23.7533
"2011-11-18",23.7718
"2011-11-19",23.7452
"2011-11-20",23.1924
"2011-11-21",23.1936
"2011-11-22",23.3125
"2011-11-23",23.4564
"2011-11-24",23.5911
"2011-11-25",23.2794
"2011-11-26",23.1241
"2011-11-27",23.3068
"2011-11-28",23.3784
"2011-11-29",23.6106
"2011-11-30",23.7879
"2011-12-01",23.8862
"2011-12-02",22.7628
"2011-12-03",21.6216
"2011-12-04",21.6938
"2011-12-05",21.84
"2011-12-06",22.5338
"2011-12-07",20.5124
"2011-12-08",22.2451
"2011-12-09",23.5233
"2011-12-10",23.4662
"2011-12-11",23.7564
"2011-12-12",23.6031
"2011-12-13",23.5212
"2011-12-14",23.0784
"2011-12-15",21.9439
"2011-12-16",21.5453
"2011-12-17",22.6258
"2011-12-18",23.5292
"2011-12-19",23.3836
"2011-12-20",22.8084
"2011-12-21",21.616
"2011-12-22",21.882
"2011-12-23",22.9567
"2011-12-24",22.2013
"2011-12-25",21.0817
"2011-12-26",20.897
"2011-12-27",18.8798
"2011-12-28",18.9612
"2011-12-29",20.8633
"2011-12-30",21.6818
"2011-12-31",20.5716
"2012-01-01",19.9228
"2012-01-02",21.9406
"2012-01-03",22.7865
"2012-01-04",23.9095
"2012-01-05",23.7465
"2012-01-06",23.3452
"2012-01-07",23.2405
"2012-01-08",23.3095
"2012-01-09",23.4315
"2012-01-10",22.0322
"2012-01-11",21.7945
"2012-01-12",21.2104
"2012-01-13",20.6229
"2012-01-14",20.0139
"2012-01-15",17.9535
"2012-01-16",18.0934
"2012-01-17",19.1204
"2012-01-18",19.711
"2012-01-19",19.7843
"2012-01-20",20.3502
"2012-01-21",20.2758
"2012-01-22",20.9104
"2012-01-23",19.3673
"2012-01-24",19.0303
"2012-01-25",18.7253
"2012-01-26",20.2439
"2012-01-27",21.5677
"2012-01-28",21.3437
"2012-01-29",19.8876
"2012-01-30",19.3493
"2012-01-31",20.2848
"2012-02-01",20.4947
"2012-02-02",21.718
"2012-02-03",22.4668
"2012-02-04",22.8473
"2012-02-05",22.9035
"2012-02-06",22.8754
"2012-02-07",22.9764
"2012-02-08",23.3919
"2012-02-09",23.3925
"2012-02-10",23.223
"2012-02-11",21.6306
"2012-02-12",21.3813
"2012-02-13",21.9886
"2012-02-14",22.8175
"2012-02-15",22.7817
"2012-02-16",22.8524
"2012-02-17",22.2267
"2012-02-18",20.6513
"2012-02-19",21.5131
"2012-02-20",20.9322
"2012-02-21",20.4291
"2012-02-22",20.0958
"2012-02-23",19.5938
"2012-02-24",19.6739
"2012-02-25",20.4096
"2012-02-26",21.294
"2012-02-27",22.4885
"2012-02-28",23.1381
"2012-02-29",23.5385
"2012-03-01",23.6041
"2012-03-02",23.2237
"2012-03-03",22.6341
"2012-03-04",23.3287
"2012-03-05",22.3786
"2012-03-06",21.6458
"2012-03-07",21.3021
"2012-03-08",21.5255
"2012-03-09",22.0416
"2012-03-10",21.9925
"2012-03-11",21.9374
"2012-03-12",23.2707
"2012-03-13",22.9128
"2012-03-14",23.1222
"2012-03-15",23.4917
"2012-03-16",23.3945
"2012-03-17",22.7856
"2012-03-18",22.1315
"2012-03-19",21.3003
"2012-03-20",20.9221
"2012-03-21",21.3975
"2012-03-22",21.2805
"2012-03-23",20.2204
"2012-03-24",18.121
"2012-03-25",18.7132
"2012-03-26",21.1945
"2012-03-27",22.1289
"2012-03-28",22.3415
"2012-03-29",22.6734
"2012-03-30",23.2866
"2012-03-31",22.4728
"2012-04-01",23.0695
"2012-04-02",22.8868
"2012-04-03",22.6452
"2012-04-04",22.5219
"2012-04-05",22.8926
"2012-04-06",23.4476
"2012-04-07",23.5198
"2012-04-08",23.2319
"2012-04-09",22.6526
"2012-04-10",23.2281
"2012-04-11",23.7714
"2012-04-12",23.3797
"2012-04-13",22.91
"2012-04-14",23.3169
"2012-04-15",23.498
"2012-04-16",23.5159
"2012-04-17",23.92
"2012-04-18",23.675
"2012-04-19",23.6889
"2012-04-20",21.9878
"2012-04-21",22.4731
"2012-04-22",23.523
"2012-04-23",23.7714
"2012-04-24",23.8917
"2012-04-25",23.4057
"2012-04-26",23.3089
"2012-04-27",22.7292
"2012-04-28",22.5841
"2012-04-29",23.7763
"2012-04-30",23.8132
"2012-05-01",22.5124
"2012-05-02",20.9618
"2012-05-03",20.0229
"2012-05-04",20.764
"2012-05-05",22.0088
"2012-05-06",23.2848
"2012-05-07",23.1655
"2012-05-08",23.111
"2012-05-09",22.6484
"2012-05-10",22.4283
"2012-05-11",22.5862
"2012-05-12",21.7469
"2012-05-13",22.7535
"2012-05-14",23.1689
"2012-05-15",22.2001
"2012-05-16",22.055
"2012-05-17",22.6808
"2012-05-18",23.7833
"2012-05-19",24.0972
"2012-05-20",23.8136
"2012-05-21",23.5038
"2012-05-22",23.4312
"2012-05-23",23.3473
"2012-05-24",23.221
"2012-05-25",23.3217
"2012-05-26",22.5815
"2012-05-27",23.0796
"2012-05-28",22.0061
"2012-05-29",22.1666
"2012-05-30",21.5615
"2012-05-31",21.9286
"2012-06-01",23.1222
"2012-06-02",23.1765
"2012-06-03",23.2823
"2012-06-04",23.0332
"2012-06-05",22.9539
"2012-06-06",23.1428
"2012-06-07",22.71
"2012-06-08",22.5665
"2012-06-09",22.6129
"2012-06-10",22.0134
"2012-06-11",21.8254
"2012-06-12",21.6163
"2012-06-13",21.8758
"2012-06-14",22.1014
"2012-06-15",22.3196
"2012-06-16",22.3116
"2012-06-17",22.1314
"2012-06-18",21.8027
"2012-06-19",21.5052
"2012-06-20",21.9448
"2012-06-21",22.1656
"2012-06-22",21.9035
"2012-06-23",22.2195
"2012-06-24",22.3726
"2012-06-25",21.8794
"2012-06-26",21.7472
"2012-06-27",22.0568
"2012-06-28",21.9482
"2012-06-29",21.7548
"2012-06-30",21.7042
"2012-07-01",22.3676
"2012-07-02",22.4711
"2012-07-03",22.2569
"2012-07-04",21.5727
"2012-07-05",21.8157
"2012-07-06",22.1227
"2012-07-07",22.2216
"2012-07-08",22.3914
"2012-07-09",22.631
"2012-07-10",21.8889
"2012-07-11",20.5648
"2012-07-12",22.4973
"2012-07-13",22.8611
"2012-07-14",22.9157
"2012-07-15",23.3076
"2012-07-16",23.1317
"2012-07-17",22.0652
"2012-07-18",22.3339
"2012-07-19",21.5492
"2012-07-20",21.8526
"2012-07-21",21.9725
"2012-07-22",21.5488
"2012-07-23",21.9632
"2012-07-24",22.1021
"2012-07-25",22.4468
"2012-07-26",21.9065
"2012-07-27",21.3092
"2012-07-28",21.3146
"2012-07-29",21.5467
"2012-07-30",21.2275
"2012-07-31",20.8182
"2012-08-01",20.8581
"2012-08-02",20.6266
"2012-08-03",21.6139
"2012-08-04",21.8996
"2012-08-05",22.0322
"2012-08-06",22.0743
"2012-08-07",20.9529
"2012-08-08",21.4578
"2012-08-09",20.985
"2012-08-10",21.7335
"2012-08-11",21.8577
"2012-08-12",21.8573
"2012-08-13",22.0245
"2012-08-14",22.253
"2012-08-15",22.4525
"2012-08-16",22.5192
"2012-08-17",21.2495
"2012-08-18",21.2175
"2012-08-19",21.171
"2012-08-20",20.6678
"2012-08-21",20.8521
"2012-08-22",20.8506
"2012-08-23",21.5094
"2012-08-24",21.9922
"2012-08-25",22.0266
"2012-08-26",21.4445
"2012-08-27",21.2274
"2012-08-28",21.0844
"2012-08-29",22.012
"2012-08-30",22.1326
"2012-08-31",21.8802
"2012-09-01",21.9243
"2012-09-02",22.5737
"2012-09-03",22.5343
"2012-09-04",21.6713
"2012-09-05",20.9337
"2012-09-06",22.0883
"2012-09-07",22.3301
"2012-09-08",22.9954
"2012-09-09",22.3378
"2012-09-10",21.7052
"2012-09-11",21.905
"2012-09-12",21.6945
"2012-09-13",21.8024
"2012-09-14",21.7103
"2012-09-15",22.1935
"2012-09-16",22.3038
"2012-09-17",21.9367
"2012-09-18",20.7848
"2012-09-19",20.94
"2012-09-20",22.142
"2012-09-21",22.169
"2012-09-22",22.3864
"2012-09-23",21.5919
"2012-09-24",22.0016
"2012-09-25",20.6541
"2012-09-26",20.217
"2012-09-27",21.6873
"2012-09-28",22.2883
"2012-09-29",21.5437
"2012-09-30",20.4279
"2012-10-01",20.8491
"2012-10-02",20.1907
"2012-10-03",20.2904
"2012-10-04",19.8709
"2012-10-05",20.335
"2012-10-06",21.5273
"2012-10-07",22.6499
"2012-10-08",22.7117
"2012-10-09",23.3316
"2012-10-10",23.3939
"2012-10-11",23.18
"2012-10-12",23.6446
"2012-10-13",23.5607
"2012-10-14",23.2631
"2012-10-15",23.1477
"2012-10-16",23.0371
"2012-10-17",23.2452
"2012-10-18",23.5261
"2012-10-19",23.7629
"2012-10-20",23.5525
"2012-10-21",23.6582
"2012-10-22",23.4173
"2012-10-23",23.6139
"2012-10-24",23.9678
"2012-10-25",23.7754
"2012-10-26",23.8337
"2012-10-27",24.0812
"2012-10-28",23.7565
"2012-10-29",22.9397
"2012-10-30",22.9687
"2012-10-31",22.728
"2012-11-01",22.5172
"2012-11-02",22.8487
"2012-11-03",22.7458
"2012-11-04",23.3198
"2012-11-05",23.2124
"2012-11-06",23.4785
"2012-11-07",23.8951
"2012-11-08",23.6333
"2012-11-09",23.7913
"2012-11-10",23.7016
"2012-11-11",23.1781
"2012-11-12",23.4948
"2012-11-13",23.8237
"2012-11-14",23.6584
"2012-11-15",23.3925
"2012-11-16",22.6727
"2012-11-17",21.928
"2012-11-18",21.714
"2012-11-19",22.1577
"2012-11-20",21.7412
"2012-11-21",22.6179
"2012-11-22",23.7208
"2012-11-23",23.9739
"2012-11-24",23.3122
"2012-11-25",23.5715
"2012-11-26",23.6294
"2012-11-27",23.1357
"2012-11-28",22.4701
