,"(deg C) Mean Dew Point Temperature (ERA5) at Puttalam, 2007-01-01 to 2025-12-31"
"2009-12-13",23.9234
"2009-12-14",24.1011
"2009-12-15",24.0071
"2009-12-16",23.7363
"2009-12-17",23.799
"2009-12-18",23.7912
"2009-12-19",23.7955
"2009-12-20",23.9517
"2009-12-21",23.8391
"2009-12-22",23.7483
"2009-12-23",23.5234
"2009-12-24",23.393
"2009-12-25",23.158
"2009-12-26",23.4972
"2009-12-27",23.2482
"2009-12-28",22.9406
"2009-12-29",22.5686
"2009-12-30",21.7713
"2009-12-31",21.7895
"2010-01-01",21.7003
"2010-01-02",22.19
"2010-01-03",22.0464
"2010-01-04",20.3974
"2010-01-05",19.1091
"2010-01-06",19.5846
"2010-01-07",21.0184
"2010-01-08",23.6155
"2010-01-09",23.8317
"2010-01-10",23.6797
"2010-01-11",23.9804
"2010-01-12",23.7162
"2010-01-13",24.0247
"2010-01-14",23.385
"2010-01-15",21.7003
"2010-01-16",22.9651
"2010-01-17",22.3271
"2010-01-18",22.518
"2010-01-19",21.4647
"2010-01-20",21.1792
"2010-01-21",20.4093
"2010-01-22",19.2211
"2010-01-23",19.0441
"2010-01-24",20.4993
"2010-01-25",21.8952
"2010-01-26",22.0174
"2010-01-27",23.1343
"2010-01-28",22.8689
"2010-01-29",21.6624
"2010-01-30",21.1146
"2010-01-31",21.8881
"2010-02-01",21.8459
"2010-02-02",21.4633
"2010-02-03",20.7867
"2010-02-04",20.6304
"2010-02-05",20.2039
"2010-02-06",19.9861
"2010-02-07",19.8875
"2010-02-08",19.7315
"2010-02-09",21.0393
"2010-02-10",22.762
"2010-02-11",22.5882
"2010-02-12",22.9284
"2010-02-13",23.447
"2010-02-14",22.2485
"2010-02-15",21.5016
"2010-02-16",22.8359
"2010-02-17",23.8558
"2010-02-18",22.6071
"2010-02-19",22.5539
"2010-02-20",22.7853
"2010-02-21",22.4561
"2010-02-22",22.439
"2010-02-23",22.2341
"2010-02-24",22.8272
"2010-02-25",23.5586
"2010-02-26",23.0815
"2010-02-27",21.7039
"2010-02-28",22.3323
"2010-03-01",21.1614
"2010-03-02",20.4804
"2010-03-03",20.1591
"2010-03-04",21.8712
"2010-03-05",22.5521
"2010-03-06",23.0915
"2010-03-07",25.1178
"2010-03-08",24.9135
"2010-03-09",24.2376
"2010-03-10",22.4031
"2010-03-11",22.4648
"2010-03-12",23.0863
"2010-03-13",23.9501
"2010-03-14",23.6047
"2010-03-15",23.7895
"2010-03-16",23.9684
"2010-03-17",22.3054
"2010-03-18",22.3906
"2010-03-19",22.9848
"2010-03-20",23.6983
"2010-03-21",23.7433
"2010-03-22",24.5378
"2010-03-23",24.8592
"2010-03-24",24.8733
"2010-03-25",24.4652
"2010-03-26",24.636
"2010-03-27",24.8106
"2010-03-28",24.8234
"2010-03-29",25.1643
"2010-03-30",25.0962
"2010-03-31",25.2987
"2010-04-01",25.7421
"2010-04-02",25.7671
"2010-04-03",25.5187
"2010-04-04",24.9582
"2010-04-05",24.6017
"2010-04-06",25.1106
"2010-04-07",24.6331
"2010-04-08",25.3014
"2010-04-09",25.2699
"2010-04-10",25.6593
"2010-04-11",26.1005
"2010-04-12",25.9419
"2010-04-13",26.3007
"2010-04-14",26.0136
"2010-04-15",26.073
"2010-04-16",25.1905
"2010-04-17",25.2688
"2010-04-18",25.5435
"2010-04-19",25.6374
"2010-04-20",26.2935
"2010-04-21",26.4105
"2010-04-22",25.9594
"2010-04-23",25.7427
"2010-04-24",25.2171
"2010-04-25",25.6007
"2010-04-26",25.2822
"2010-04-27",25.3731
"2010-04-28",25.3872
"2010-04-29",25.0659
"2010-04-30",24.8297
"2010-05-01",25.1494
"2010-05-02",25.6509
"2010-05-03",26.0152
"2010-05-04",26.3337
"2010-05-05",26.1536
"2010-05-06",26.2721
"2010-05-07",26.1854
"2010-05-08",26.0128
"2010-05-09",25.7381
"2010-05-10",25.9928
"2010-05-11",26.2572
"2010-05-12",26.8327
"2010-05-13",26.9585
"2010-05-14",26.4608
"2010-05-15",26.5151
"2010-05-16",26.2502
"2010-05-17",26.0943
"2010-05-18",25.8812
"2010-05-19",25.8369
"2010-05-20",25.6351
"2010-05-21",25.4129
"2010-05-22",25.7678
"2010-05-23",25.629
"2010-05-24",25.6445
"2010-05-25",25.6964
"2010-05-26",26.0855
"2010-05-27",25.822
"2010-05-28",25.7338
"2010-05-29",25.658
"2010-05-30",25.5924
"2010-05-31",25.726
"2010-06-01",25.9485
"2010-06-02",26.1819
"2010-06-03",26.2049
"2010-06-04",26.0273
"2010-06-05",25.701
"2010-06-06",25.2628
"2010-06-07",25.1445
"2010-06-08",24.7285
"2010-06-09",24.9076
"2010-06-10",24.8242
"2010-06-11",24.7844
"2010-06-12",25.0314
"2010-06-13",24.9051
"2010-06-14",25.0051
"2010-06-15",25.2965
"2010-06-16",25.4798
"2010-06-17",25.2627
"2010-06-18",24.7149
"2010-06-19",24.7846
"2010-06-20",24.8381
"2010-06-21",25.2582
"2010-06-22",25.0804
"2010-06-23",24.788
"2010-06-24",24.4723
"2010-06-25",24.7388
"2010-06-26",25.0825
"2010-06-27",25.229
"2010-06-28",24.8551
"2010-06-29",24.8899
"2010-06-30",24.2429
"2010-07-01",24.4267
"2010-07-02",24.7218
"2010-07-03",24.8797
"2010-07-04",24.8852
"2010-07-05",24.9153
"2010-07-06",24.6944
"2010-07-07",24.7812
"2010-07-08",24.5071
"2010-07-09",24.2093
"2010-07-10",24.4728
"2010-07-11",24.8166
"2010-07-12",24.4495
"2010-07-13",24.2784
"2010-07-14",24.6392
"2010-07-15",24.7117
"2010-07-16",24.3661
"2010-07-17",24.6844
"2010-07-18",24.8922
"2010-07-19",24.7428
"2010-07-20",24.8391
"2010-07-21",24.8107
"2010-07-22",24.9896
"2010-07-23",24.7378
"2010-07-24",24.4934
"2010-07-25",24.8303
"2010-07-26",24.6908
"2010-07-27",24.6722
"2010-07-28",24.5853
"2010-07-29",24.4419
"2010-07-30",24.3948
"2010-07-31",24.5008
"2010-08-01",24.5055
"2010-08-02",24.5647
"2010-08-03",24.515
"2010-08-04",24.6069
"2010-08-05",24.6422
"2010-08-06",24.5884
"2010-08-07",24.7094
"2010-08-08",24.7876
"2010-08-09",24.7992
"2010-08-10",24.7603
"2010-08-11",24.6457
"2010-08-12",24.5154
"2010-08-13",24.6467
"2010-08-14",24.6926
"2010-08-15",24.0252
"2010-08-16",23.9549
"2010-08-17",23.7259
"2010-08-18",24.0643
"2010-08-19",24.1992
"2010-08-20",24.4526
"2010-08-21",23.7833
"2010-08-22",23.9956
"2010-08-23",24.1635
"2010-08-24",24.3664
"2010-08-25",24.1525
"2010-08-26",23.8156
"2010-08-27",23.8101
"2010-08-28",24.2104
"2010-08-29",24.1478
"2010-08-30",23.3953
"2010-08-31",23.5991
"2010-09-01",23.9615
"2010-09-02",24.2351
"2010-09-03",24.4207
"2010-09-04",24.3044
"2010-09-05",24.3738
"2010-09-06",24.4834
"2010-09-07",24.4492
"2010-09-08",24.5061
"2010-09-09",24.5567
"2010-09-10",24.5347
"2010-09-11",24.3767
"2010-09-12",24.7888
"2010-09-13",24.5877
"2010-09-14",24.3852
"2010-09-15",24.3662
"2010-09-16",24.5217
"2010-09-17",24.6184
"2010-09-18",24.4699
"2010-09-19",24.5567
"2010-09-20",24.2529
"2010-09-21",24.2455
"2010-09-22",24.2516
"2010-09-23",24.3483
"2010-09-24",24.1398
"2010-09-25",24.1917
"2010-09-26",24.4527
"2010-09-27",24.2746
"2010-09-28",24.0552
"2010-09-29",23.6624
"2010-09-30",23.9769
"2010-10-01",23.9472
"2010-10-02",24.0726
"2010-10-03",24.2295
"2010-10-04",24.627
"2010-10-05",24.7638
"2010-10-06",24.6616
"2010-10-07",24.6719
"2010-10-08",24.681
"2010-10-09",24.6379
"2010-10-10",24.8815
"2010-10-11",24.5886
"2010-10-12",24.504
"2010-10-13",23.8446
"2010-10-14",24.0976
"2010-10-15",24.014
"2010-10-16",24.0628
"2010-10-17",24.1671
"2010-10-18",24.4347
"2010-10-19",24.5793
"2010-10-20",24.1667
"2010-10-21",24.055
"2010-10-22",23.7147
"2010-10-23",23.3046
"2010-10-24",24.6157
"2010-10-25",24.2699
"2010-10-26",24.1438
"2010-10-27",24.3058
"2010-10-28",23.603
"2010-10-29",23.6563
"2010-10-30",23.869
"2010-10-31",24.0869
"2010-11-01",24.3915
"2010-11-02",24.0256
"2010-11-03",24.3495
"2010-11-04",23.9384
"2010-11-05",23.7229
"2010-11-06",23.8028
"2010-11-07",24.5407
"2010-11-08",24.4109
"2010-11-09",23.9599
"2010-11-10",23.5784
"2010-11-11",23.4176
"2010-11-12",24.1424
"2010-11-13",24.0529
"2010-11-14",23.8265
"2010-11-15",23.7194
"2010-11-16",23.934
"2010-11-17",23.7147
"2010-11-18",23.4826
"2010-11-19",23.6296
"2010-11-20",23.7965
"2010-11-21",23.3203
"2010-11-22",23.5327
"2010-11-23",23.4937
"2010-11-24",23.9414
"2010-11-25",23.9152
"2010-11-26",23.6918
"2010-11-27",23.9702
"2010-11-28",23.8395
"2010-11-29",23.5412
"2010-11-30",23.5193
"2010-12-01",23.6219
"2010-12-02",23.6573
"2010-12-03",23.5768
"2010-12-04",23.3379
"2010-12-05",21.3333
"2010-12-06",22.6338
"2010-12-07",23.8191
"2010-12-08",23.4716
"2010-12-09",23.4803
"2010-12-10",23.8571
"2010-12-11",24.1446
"2010-12-12",23.6164
"2010-12-13",21.6749
"2010-12-14",22.6921
"2010-12-15",23.148
"2010-12-16",22.9532
"2010-12-17",23.0364
"2010-12-18",22.6274
"2010-12-19",21.7579
"2010-12-20",23.1684
"2010-12-21",23.3299
"2010-12-22",21.8072
"2010-12-23",21.5195
"2010-12-24",22.3973
"2010-12-25",22.7605
"2010-12-26",22.1278
"2010-12-27",21.8476
"2010-12-28",22.8702
"2010-12-29",23.0919
"2010-12-30",22.8169
"2010-12-31",22.909
"2011-01-01",23.2371
"2011-01-02",23.3414
"2011-01-03",21.9456
"2011-01-04",22.0807
"2011-01-05",22.281
"2011-01-06",22.2295
"2011-01-07",23.1513
"2011-01-08",23.384
"2011-01-09",22.6926
"2011-01-10",23.0631
"2011-01-11",22.5178
"2011-01-12",20.7349
"2011-01-13",20.1571
"2011-01-14",22.1721
"2011-01-15",23.2888
"2011-01-16",23.1918
"2011-01-17",23.0655
"2011-01-18",21.7021
"2011-01-19",20.6935
"2011-01-20",20.0514
"2011-01-21",20.5761
"2011-01-22",20.5694
"2011-01-23",20.4964
"2011-01-24",20.3424
"2011-01-25",21.5875
"2011-01-26",22.5997
"2011-01-27",22.6051
"2011-01-28",22.6675
"2011-01-29",22.6969
"2011-01-30",23.1038
"2011-01-31",23.0365
"2011-02-01",22.6267
"2011-02-02",22.3656
"2011-02-03",22.1982
"2011-02-04",21.99
"2011-02-05",23.019
"2011-02-06",23.388
"2011-02-07",23.0385
"2011-02-08",23.1449
"2011-02-09",22.3337
"2011-02-10",21.0279
"2011-02-11",20.7699
"2011-02-12",20.5642
"2011-02-13",20.5267
"2011-02-14",21.6108
"2011-02-15",22.6189
"2011-02-16",23.1003
"2011-02-17",23.157
"2011-02-18",23.4572
"2011-02-19",23.9395
"2011-02-20",24.0879
"2011-02-21",23.8169
"2011-02-22",23.0899
"2011-02-23",22.3487
"2011-02-24",22.6568
"2011-02-25",21.9885
"2011-02-26",21.4955
"2011-02-27",21.524
"2011-02-28",23.1314
"2011-03-01",22.7813
"2011-03-02",22.2732
"2011-03-03",23.1837
"2011-03-04",23.369
"2011-03-05",23.3393
"2011-03-06",23.2375
"2011-03-07",22.5003
"2011-03-08",22.7005
"2011-03-09",23.3383
"2011-03-10",22.6432
"2011-03-11",20.8679
"2011-03-12",23.6068
"2011-03-13",24.0319
"2011-03-14",23.8846
"2011-03-15",23.7165
"2011-03-16",23.8813
"2011-03-17",21.5911
"2011-03-18",22.0394
"2011-03-19",23.5933
"2011-03-20",23.7006
"2011-03-21",24.2876
"2011-03-22",24.7383
"2011-03-23",24.9191
"2011-03-24",24.7999
"2011-03-25",25.0181
"2011-03-26",24.8693
"2011-03-27",24.1121
"2011-03-28",24.4948
"2011-03-29",24.8038
"2011-03-30",24.1537
"2011-03-31",24.4117
"2011-04-01",24.9413
"2011-04-02",24.9745
"2011-04-03",24.7248
"2011-04-04",24.8611
"2011-04-05",24.7672
"2011-04-06",23.8567
"2011-04-07",23.075
"2011-04-08",23.994
"2011-04-09",24.2535
"2011-04-10",24.2326
"2011-04-11",24.1527
"2011-04-12",23.8392
"2011-04-13",24.2233
"2011-04-14",24.1948
"2011-04-15",24.5526
"2011-04-16",24.3031
"2011-04-17",24.2168
"2011-04-18",24.2759
"2011-04-19",24.5055
"2011-04-20",24.3489
"2011-04-21",24.3795
"2011-04-22",24.6538
"2011-04-23",24.3849
"2011-04-24",24.6074
"2011-04-25",24.5404
"2011-04-26",24.8642
"2011-04-27",24.9656
"2011-04-28",25.4851
"2011-04-29",25.6082
"2011-04-30",25.8033
"2011-05-01",25.4714
"2011-05-02",25.4033
"2011-05-03",25.615
"2011-05-04",25.9704
"2011-05-05",26.2263
"2011-05-06",26.0672
"2011-05-07",25.7979
"2011-05-08",25.4601
"2011-05-09",24.6429
"2011-05-10",25.0143
"2011-05-11",25.0579
"2011-05-12",25.0095
"2011-05-13",23.7231
"2011-05-14",23.5334
"2011-05-15",25.2115
"2011-05-16",25.2588
"2011-05-17",24.727
"2011-05-18",24.5864
"2011-05-19",24.9229
"2011-05-20",24.9889
"2011-05-21",25.0081
"2011-05-22",25.1372
"2011-05-23",25.1397
"2011-05-24",25.8018
"2011-05-25",25.7432
"2011-05-26",25.6749
"2011-05-27",25.4495
"2011-05-28",25.134
"2011-05-29",25.3066
"2011-05-30",25.1484
"2011-05-31",25.1377
"2011-06-01",24.6558
"2011-06-02",24.7411
"2011-06-03",25.1974
"2011-06-04",25.1321
"2011-06-05",25.2234
"2011-06-06",25.33
"2011-06-07",25.4856
"2011-06-08",25.4581
"2011-06-09",25.0604
"2011-06-10",25.0885
"2011-06-11",24.9661
"2011-06-12",25.2948
"2011-06-13",25.2213
"2011-06-14",24.6721
"2011-06-15",25.1781
"2011-06-16",25.0994
"2011-06-17",24.9055
"2011-06-18",25.0709
"2011-06-19",24.9696
"2011-06-20",24.9446
"2011-06-21",24.9912
"2011-06-22",24.7788
"2011-06-23",24.9139
"2011-06-24",25.0511
"2011-06-25",25.0384
"2011-06-26",24.8379
"2011-06-27",24.9148
"2011-06-28",24.7074
"2011-06-29",24.9434
"2011-06-30",24.7382
"2011-07-01",24.8004
"2011-07-02",24.644
"2011-07-03",24.7616
"2011-07-04",24.7676
"2011-07-05",24.5714
"2011-07-06",24.5578
"2011-07-07",24.8442
"2011-07-08",24.9554
"2011-07-09",24.9234
"2011-07-10",24.8584
"2011-07-11",24.4852
"2011-07-12",24.2174
"2011-07-13",24.4781
"2011-07-14",24.377
"2011-07-15",24.256
"2011-07-16",23.9923
"2011-07-17",24.4208
"2011-07-18",24.3913
"2011-07-19",24.4774
"2011-07-20",24.6054
"2011-07-21",24.495
"2011-07-22",24.5124
"2011-07-23",24.4958
"2011-07-24",24.807
"2011-07-25",24.6383
"2011-07-26",24.4247
"2011-07-27",24.3305
"2011-07-28",24.3889
"2011-07-29",24.22
"2011-07-30",24.2707
"2011-07-31",24.2852
"2011-08-01",24.4823
"2011-08-02",24.3371
"2011-08-03",24.2445
"2011-08-04",24.4286
"2011-08-05",24.3159
"2011-08-06",24.427
"2011-08-07",24.3022
"2011-08-08",24.5701
"2011-08-09",24.4201
"2011-08-10",24.5699
"2011-08-11",24.5619
"2011-08-12",24.4782
"2011-08-13",24.5484
"2011-08-14",24.5916
"2011-08-15",24.6152
"2011-08-16",24.4023
"2011-08-17",24.5037
"2011-08-18",23.7767
"2011-08-19",24.1332
"2011-08-20",24.3064
"2011-08-21",24.2933
"2011-08-22",24.195
"2011-08-23",24.0836
"2011-08-24",23.9573
"2011-08-25",24.1166
"2011-08-26",24.2872
"2011-08-27",24.2028
"2011-08-28",24.2514
"2011-08-29",24.1597
"2011-08-30",24.3357
"2011-08-31",24.2306
"2011-09-01",24.1988
"2011-09-02",24.303
"2011-09-03",24.3297
"2011-09-04",24.4914
"2011-09-05",24.5958
"2011-09-06",24.7373
"2011-09-07",24.5048
"2011-09-08",24.6153
"2011-09-09",24.5155
"2011-09-10",24.3093
"2011-09-11",24.5553
"2011-09-12",24.4518
"2011-09-13",24.3661
"2011-09-14",24.4196
"2011-09-15",24.4493
"2011-09-16",24.6709
"2011-09-17",24.4842
"2011-09-18",24.4327
"2011-09-19",24.0137
"2011-09-20",24.0749
"2011-09-21",24.4854
"2011-09-22",24.5716
"2011-09-23",24.1234
"2011-09-24",23.96
"2011-09-25",23.9609
"2011-09-26",24.1872
"2011-09-27",24.3365
"2011-09-28",24.14
"2011-09-29",24.3436
"2011-09-30",24.9307
"2011-10-01",24.7111
"2011-10-02",24.4061
"2011-10-03",24.4457
"2011-10-04",24.6101
"2011-10-05",24.4575
"2011-10-06",23.6769
"2011-10-07",24.6859
"2011-10-08",24.2789
"2011-10-09",24.413
"2011-10-10",24.0599
"2011-10-11",24.2192
"2011-10-12",24.3394
"2011-10-13",24.6976
"2011-10-14",24.4887
"2011-10-15",24.5479
"2011-10-16",24.6563
"2011-10-17",24.2819
"2011-10-18",24.2926
"2011-10-19",24.0467
"2011-10-20",24.5484
"2011-10-21",23.9763
"2011-10-22",23.6729
"2011-10-23",23.827
"2011-10-24",23.8861
"2011-10-25",23.715
"2011-10-26",23.8409
"2011-10-27",23.9958
"2011-10-28",23.8791
"2011-10-29",23.9949
"2011-10-30",23.9315
"2011-10-31",23.8563
"2011-11-01",24.0579
"2011-11-02",23.9969
"2011-11-03",24.0159
"2011-11-04",24.3723
"2011-11-05",24.3003
"2011-11-06",24.1132
"2011-11-07",23.869
"2011-11-08",22.135
"2011-11-09",20.7436
"2011-11-10",20.8884
"2011-11-11",22.5194
"2011-11-12",23.4474
"2011-11-13",23.5434
"2011-11-14",22.9607
"2011-11-15",23.3171
"2011-11-16",23.799
"2011-11-17",23.8999
"2011-11-18",23.8942
"2011-11-19",23.9003
"2011-11-20",23.6772
"2011-11-21",23.7696
"2011-11-22",23.257
"2011-11-23",23.6497
"2011-11-24",23.9531
"2011-11-25",23.762
"2011-11-26",23.6478
"2011-11-27",23.6497
"2011-11-28",24.0211
"2011-11-29",24.2925
"2011-11-30",24.0708
"2011-12-01",23.7766
"2011-12-02",23.2664
"2011-12-03",22.7252
"2011-12-04",22.6832
"2011-12-05",22.2753
"2011-12-06",22.704
"2011-12-07",20.9098
"2011-12-08",22.4283
"2011-12-09",23.6314
"2011-12-10",23.8881
"2011-12-11",23.7276
"2011-12-12",23.7117
"2011-12-13",23.5471
"2011-12-14",23.46
"2011-12-15",22.797
"2011-12-16",21.8596
"2011-12-17",22.3223
"2011-12-18",23.6201
"2011-12-19",23.5644
"2011-12-20",23.3814
"2011-12-21",21.8885
"2011-12-22",21.8842
"2011-12-23",22.6292
"2011-12-24",22.0758
"2011-12-25",21.3343
"2011-12-26",21.3958
"2011-12-27",19.6686
"2011-12-28",22.0045
"2011-12-29",23.2356
"2011-12-30",22.5857
"2011-12-31",21.9997
"2012-01-01",21.6947
"2012-01-02",22.6672
"2012-01-03",23.2658
"2012-01-04",23.9776
"2012-01-05",23.7974
"2012-01-06",23.1493
"2012-01-07",23.3485
"2012-01-08",23.6892
"2012-01-09",23.687
"2012-01-10",22.4512
"2012-01-11",22.1153
"2012-01-12",21.2922
"2012-01-13",21.2125
"2012-01-14",20.2818
"2012-01-15",17.8903
"2012-01-16",18.0723
"2012-01-17",19.0621
"2012-01-18",19.8848
"2012-01-19",20.6395
"2012-01-20",21.0161
"2012-01-21",20.3298
"2012-01-22",20.4187
"2012-01-23",19.2788
"2012-01-24",19.1934
"2012-01-25",18.5719
"2012-01-26",19.9566
"2012-01-27",21.6566
"2012-01-28",21.3422
"2012-01-29",20.0442
"2012-01-30",19.5114
"2012-01-31",20.3806
"2012-02-01",20.2928
"2012-02-02",21.3565
"2012-02-03",21.7529
"2012-02-04",22.1504
"2012-02-05",22.739
"2012-02-06",23.2871
"2012-02-07",23.0787
"2012-02-08",23.4914
"2012-02-09",23.6428
"2012-02-10",23.7563
"2012-02-11",22.1707
"2012-02-12",21.3702
"2012-02-13",22.0534
"2012-02-14",22.6909
"2012-02-15",23.174
"2012-02-16",23.2432
"2012-02-17",22.7346
"2012-02-18",20.715
"2012-02-19",21.674
"2012-02-20",21.4882
"2012-02-21",20.7587
"2012-02-22",20.262
"2012-02-23",19.533
"2012-02-24",19.8177
"2012-02-25",20.4654
"2012-02-26",21.3868
"2012-02-27",22.4722
"2012-02-28",23.5253
"2012-02-29",23.968
"2012-03-01",24.63
"2012-03-02",24.409
"2012-03-03",24.3979
"2012-03-04",24.3046
"2012-03-05",23.8114
"2012-03-06",23.1118
"2012-03-07",23.2757
"2012-03-08",24.3199
"2012-03-09",24.3202
"2012-03-10",23.7276
"2012-03-11",21.8329
"2012-03-12",22.4336
"2012-03-13",23.1296
"2012-03-14",23.3165
"2012-03-15",23.7293
"2012-03-16",23.844
"2012-03-17",23.8321
"2012-03-18",23.8837
"2012-03-19",23.7758
"2012-03-20",23.6804
"2012-03-21",23.6146
"2012-03-22",23.6488
"2012-03-23",23.6511
"2012-03-24",20.9326
"2012-03-25",20.0073
"2012-03-26",21.7606
"2012-03-27",23.0354
"2012-03-28",23.6277
"2012-03-29",23.826
"2012-03-30",24.7226
"2012-03-31",24.7696
"2012-04-01",24.0308
"2012-04-02",23.4764
"2012-04-03",23.951
"2012-04-04",24.3829
"2012-04-05",24.5845
"2012-04-06",24.6069
"2012-04-07",25.1277
"2012-04-08",24.503
"2012-04-09",24.1235
"2012-04-10",24.5327
"2012-04-11",24.4819
"2012-04-12",24.5176
"2012-04-13",24.7566
"2012-04-14",24.1759
"2012-04-15",23.9063
"2012-04-16",24.4094
"2012-04-17",24.99
"2012-04-18",25.2666
"2012-04-19",25.2696
"2012-04-20",24.5588
"2012-04-21",25.5811
"2012-04-22",25.3545
"2012-04-23",25.0314
"2012-04-24",24.7117
"2012-04-25",24.5448
"2012-04-26",24.6677
"2012-04-27",24.8326
"2012-04-28",24.8859
"2012-04-29",25.5196
"2012-04-30",25.2207
"2012-05-01",24.4242
"2012-05-02",23.4728
"2012-05-03",22.8796
"2012-05-04",23.5173
"2012-05-05",23.8564
"2012-05-06",25.2996
"2012-05-07",24.9056
"2012-05-08",24.7031
"2012-05-09",24.4445
"2012-05-10",24.5921
"2012-05-11",25.1991
"2012-05-12",24.3751
"2012-05-13",25.0778
"2012-05-14",25.3811
"2012-05-15",25.1338
"2012-05-16",24.8985
"2012-05-17",25.236
"2012-05-18",25.6494
"2012-05-19",25.3989
"2012-05-20",25.9357
"2012-05-21",25.6811
"2012-05-22",25.3004
"2012-05-23",25.6232
"2012-05-24",25.332
"2012-05-25",25.1737
"2012-05-26",24.7332
"2012-05-27",25.0589
"2012-05-28",25.126
"2012-05-29",25.1952
"2012-05-30",25.0563
"2012-05-31",25.1403
"2012-06-01",25.4427
"2012-06-02",25.7003
"2012-06-03",25.5061
"2012-06-04",25.1634
"2012-06-05",25.0895
"2012-06-06",25.0038
"2012-06-07",25.0101
"2012-06-08",25.0542
"2012-06-09",25.3028
"2012-06-10",25.1234
"2012-06-11",24.8135
"2012-06-12",24.5806
"2012-06-13",24.4341
"2012-06-14",24.4448
"2012-06-15",24.6466
"2012-06-16",24.7566
"2012-06-17",24.4867
"2012-06-18",24.3933
"2012-06-19",24.3477
"2012-06-20",24.5036
"2012-06-21",24.7124
"2012-06-22",24.4579
"2012-06-23",24.4791
"2012-06-24",24.763
"2012-06-25",24.6228
"2012-06-26",24.4086
"2012-06-27",24.3233
"2012-06-28",24.2281
"2012-06-29",24.4324
"2012-06-30",24.382
"2012-07-01",24.4411
"2012-07-02",24.253
"2012-07-03",24.419
"2012-07-04",24.2878
"2012-07-05",24.5357
"2012-07-06",24.6945
"2012-07-07",24.6113
"2012-07-08",24.7375
"2012-07-09",24.6097
"2012-07-10",24.3321
"2012-07-11",23.9717
"2012-07-12",24.1628
"2012-07-13",24.5798
"2012-07-14",24.8206
"2012-07-15",24.5499
"2012-07-16",24.7168
"2012-07-17",24.5757
"2012-07-18",24.5893
"2012-07-19",24.322
"2012-07-20",24.5539
"2012-07-21",24.5449
"2012-07-22",24.2743
"2012-07-23",24.4676
"2012-07-24",24.5129
"2012-07-25",24.5786
"2012-07-26",24.296
"2012-07-27",24.0397
"2012-07-28",24.2587
"2012-07-29",24.3645
"2012-07-30",24.3875
"2012-07-31",24.3381
"2012-08-01",24.1895
"2012-08-02",24.0421
"2012-08-03",24.2357
"2012-08-04",24.2788
"2012-08-05",24.7446
"2012-08-06",24.6317
"2012-08-07",24.3755
"2012-08-08",24.2652
"2012-08-09",23.6229
"2012-08-10",24.2215
"2012-08-11",24.1688
"2012-08-12",24.2479
"2012-08-13",24.3671
"2012-08-14",24.4352
"2012-08-15",24.404
"2012-08-16",24.3449
"2012-08-17",23.6212
"2012-08-18",23.83
"2012-08-19",24.17
"2012-08-20",24.0301
"2012-08-21",24.1625
"2012-08-22",24.0849
"2012-08-23",24.0574
"2012-08-24",24.0929
"2012-08-25",24.4443
"2012-08-26",24.0614
"2012-08-27",23.9343
"2012-08-28",24.0467
"2012-08-29",24.0025
"2012-08-30",24.1915
"2012-08-31",24.2586
"2012-09-01",24.4027
"2012-09-02",24.8196
"2012-09-03",24.7849
"2012-09-04",24.1885
"2012-09-05",24.4496
"2012-09-06",24.6447
"2012-09-07",24.4424
"2012-09-08",24.8342
"2012-09-09",24.5962
"2012-09-10",24.4096
"2012-09-11",24.7029
"2012-09-12",24.7366
"2012-09-13",24.728
"2012-09-14",24.4311
"2012-09-15",24.5231
"2012-09-16",24.8568
"2012-09-17",24.7525
"2012-09-18",24.3198
"2012-09-19",24.1852
"2012-09-20",24.4286
"2012-09-21",24.1457
"2012-09-22",24.1425
"2012-09-23",24.1709
"2012-09-24",24.2954
"2012-09-25",23.6872
"2012-09-26",23.5347
"2012-09-27",24.1198
"2012-09-28",24.6033
"2012-09-29",24.5105
"2012-09-30",23.9322
"2012-10-01",24.0538
"2012-10-02",24.0346
"2012-10-03",24.0658
"2012-10-04",23.5327
"2012-10-05",23.7162
"2012-10-06",24.7904
"2012-10-07",24.2729
"2012-10-08",24.2599
"2012-10-09",24.5428
"2012-10-10",24.3424
"2012-10-11",24.427
"2012-10-12",24.4459
"2012-10-13",24.1297
"2012-10-14",23.8654
"2012-10-15",23.6495
"2012-10-16",23.8176
"2012-10-17",23.6694
"2012-10-18",23.7528
"2012-10-19",23.7637
"2012-10-20",23.7878
"2012-10-21",23.7948
"2012-10-22",23.7668
"2012-10-23",24.0571
"2012-10-24",24.1901
"2012-10-25",24.0959
"2012-10-26",23.9672
"2012-10-27",24.0179
"2012-10-28",24.0192
"2012-10-29",23.7349
"2012-10-30",23.1385
"2012-10-31",23.8155
"2012-11-01",23.9843
"2012-11-02",24.1477
"2012-11-03",24.3418
"2012-11-04",24.195
"2012-11-05",23.7039
"2012-11-06",23.3172
"2012-11-07",23.6636
"2012-11-08",23.6627
"2012-11-09",24.1008
"2012-11-10",23.8394
"2012-11-11",23.0661
"2012-11-12",23.5033
"2012-11-13",24.0247
"2012-11-14",23.8334
"2012-11-15",23.16
"2012-11-16",22.1172
"2012-11-17",22.1754
"2012-11-18",22.2877
"2012-11-19",22.791
"2012-11-20",22.8583
"2012-11-21",23.3815
"2012-11-22",24.4747
"2012-11-23",24.316
"2012-11-24",23.8262
"2012-11-25",24.0078
"2012-11-26",23.8681
