,"(deg C) Mean Dew Point Temperature (ERA5) at Kegalle, 2007-01-01 to 2025-12-31"
"2009-12-14",23.2753
"2009-12-15",23.184
"2009-12-16",22.8695
"2009-12-17",22.653
"2009-12-18",23.1791
"2009-12-19",23.1472
"2009-12-20",22.4666
"2009-12-21",22.9911
"2009-12-22",22.802
"2009-12-23",22.6464
"2009-12-24",22.7718
"2009-12-25",22.8086
"2009-12-26",22.9131
"2009-12-27",22.7501
"2009-12-28",22.859
"2009-12-29",22.6615
"2009-12-30",22.2545
"2009-12-31",20.5395
"2010-01-01",20.4755
"2010-01-02",21.3096
"2010-01-03",21.6776
"2010-01-04",20.0423
"2010-01-05",18.1594
"2010-01-06",17.7299
"2010-01-07",20.186
"2010-01-08",22.371
"2010-01-09",23.0025
"2010-01-10",22.7389
"2010-01-11",22.6825
"2010-01-12",22.7956
"2010-01-13",23.0809
"2010-01-14",22.3062
"2010-01-15",19.8849
"2010-01-16",21.5154
"2010-01-17",21.8589
"2010-01-18",21.7535
"2010-01-19",20.9498
"2010-01-20",19.9138
"2010-01-21",18.9258
"2010-01-22",18.5215
"2010-01-23",18.4196
"2010-01-24",19.3123
"2010-01-25",19.1294
"2010-01-26",19.4674
"2010-01-27",21.666
"2010-01-28",21.119
"2010-01-29",21.0549
"2010-01-30",20.8194
"2010-01-31",21.706
"2010-02-01",22.2043
"2010-02-02",21.93
"2010-02-03",20.9894
"2010-02-04",20.4076
"2010-02-05",19.8509
"2010-02-06",19.3288
"2010-02-07",18.7674
"2010-02-08",18.6678
"2010-02-09",20.6243
"2010-02-10",22.0155
"2010-02-11",22.1344
"2010-02-12",22.5081
"2010-02-13",22.6442
"2010-02-14",20.3584
"2010-02-15",18.8838
"2010-02-16",21.8994
"2010-02-17",22.9595
"2010-02-18",21.4816
"2010-02-19",21.5267
"2010-02-20",22.0806
"2010-02-21",19.7364
"2010-02-22",19.1956
"2010-02-23",18.6542
"2010-02-24",21.0925
"2010-02-25",20.8111
"2010-02-26",20.7246
"2010-02-27",18.2687
"2010-02-28",18.9814
"2010-03-01",18.9544
"2010-03-02",18.9483
"2010-03-03",18.1649
"2010-03-04",21.4703
"2010-03-05",20.0861
"2010-03-06",19.9802
"2010-03-07",22.0193
"2010-03-08",22.7972
"2010-03-09",21.2495
"2010-03-10",19.0672
"2010-03-11",19.8191
"2010-03-12",21.804
"2010-03-13",21.4149
"2010-03-14",20.8265
"2010-03-15",20.5788
"2010-03-16",21.2563
"2010-03-17",19.2215
"2010-03-18",20.1542
"2010-03-19",20.7936
"2010-03-20",20.553
"2010-03-21",21.4362
"2010-03-22",21.7346
"2010-03-23",22.6117
"2010-03-24",23.8182
"2010-03-25",23.6326
"2010-03-26",23.8729
"2010-03-27",23.056
"2010-03-28",23.1771
"2010-03-29",23.619
"2010-03-30",23.1199
"2010-03-31",23.3137
"2010-04-01",24.1184
"2010-04-02",24.3784
"2010-04-03",23.7506
"2010-04-04",23.2909
"2010-04-05",23.1854
"2010-04-06",23.977
"2010-04-07",23.9672
"2010-04-08",24.4835
"2010-04-09",24.3102
"2010-04-10",23.9128
"2010-04-11",24.6443
"2010-04-12",25.2157
"2010-04-13",25.0571
"2010-04-14",23.7852
"2010-04-15",24.3614
"2010-04-16",23.843
"2010-04-17",23.7393
"2010-04-18",23.8408
"2010-04-19",24.3311
"2010-04-20",24.8423
"2010-04-21",24.7346
"2010-04-22",24.815
"2010-04-23",23.9273
"2010-04-24",23.3966
"2010-04-25",24.3038
"2010-04-26",23.9016
"2010-04-27",23.7499
"2010-04-28",23.9265
"2010-04-29",24.014
"2010-04-30",23.9953
"2010-05-01",24.4824
"2010-05-02",24.5854
"2010-05-03",24.4312
"2010-05-04",24.7094
"2010-05-05",24.8422
"2010-05-06",24.6785
"2010-05-07",24.6036
"2010-05-08",24.5635
"2010-05-09",24.2174
"2010-05-10",24.5279
"2010-05-11",24.5102
"2010-05-12",25.5048
"2010-05-13",25.4383
"2010-05-14",24.3709
"2010-05-15",24.6578
"2010-05-16",24.7971
"2010-05-17",23.7119
"2010-05-18",23.8814
"2010-05-19",24.2763
"2010-05-20",23.7021
"2010-05-21",23.5788
"2010-05-22",24.3755
"2010-05-23",24.3695
"2010-05-24",24.2203
"2010-05-25",24.2127
"2010-05-26",24.5409
"2010-05-27",24.304
"2010-05-28",24.3929
"2010-05-29",24.3202
"2010-05-30",24.1202
"2010-05-31",24.1931
"2010-06-01",24.4677
"2010-06-02",24.5655
"2010-06-03",25.0705
"2010-06-04",24.8106
"2010-06-05",24.2097
"2010-06-06",23.5503
"2010-06-07",23.2696
"2010-06-08",23.3458
"2010-06-09",23.8223
"2010-06-10",23.6209
"2010-06-11",23.2859
"2010-06-12",23.3895
"2010-06-13",23.4686
"2010-06-14",23.1666
"2010-06-15",23.4515
"2010-06-16",23.8005
"2010-06-17",23.6768
"2010-06-18",23.2208
"2010-06-19",23.6889
"2010-06-20",23.6774
"2010-06-21",23.7904
"2010-06-22",23.9019
"2010-06-23",23.5197
"2010-06-24",23.3083
"2010-06-25",23.2848
"2010-06-26",23.7315
"2010-06-27",23.7141
"2010-06-28",23.4376
"2010-06-29",23.6174
"2010-06-30",22.8928
"2010-07-01",22.7125
"2010-07-02",23.4375
"2010-07-03",23.6681
"2010-07-04",23.3743
"2010-07-05",23.1585
"2010-07-06",22.9232
"2010-07-07",23.18
"2010-07-08",23.355
"2010-07-09",23.193
"2010-07-10",23.094
"2010-07-11",23.181
"2010-07-12",22.6557
"2010-07-13",22.5525
"2010-07-14",22.9265
"2010-07-15",23.3023
"2010-07-16",22.6075
"2010-07-17",23.0689
"2010-07-18",23.0854
"2010-07-19",23.4035
"2010-07-20",22.953
"2010-07-21",22.7353
"2010-07-22",23.3497
"2010-07-23",22.9274
"2010-07-24",22.5923
"2010-07-25",23.0776
"2010-07-26",22.7516
"2010-07-27",23.0726
"2010-07-28",23.2274
"2010-07-29",23.204
"2010-07-30",22.8924
"2010-07-31",22.4932
"2010-08-01",22.9639
"2010-08-02",23.1328
"2010-08-03",22.8513
"2010-08-04",23.1446
"2010-08-05",23.0778
"2010-08-06",22.9839
"2010-08-07",23.2119
"2010-08-08",23.3227
"2010-08-09",23.3755
"2010-08-10",23.7491
"2010-08-11",23.6929
"2010-08-12",22.8487
"2010-08-13",23.2882
"2010-08-14",23.3629
"2010-08-15",22.8471
"2010-08-16",22.9584
"2010-08-17",22.7846
"2010-08-18",22.833
"2010-08-19",22.8482
"2010-08-20",23.2584
"2010-08-21",22.1525
"2010-08-22",22.4352
"2010-08-23",22.9605
"2010-08-24",23.0587
"2010-08-25",22.7358
"2010-08-26",22.4189
"2010-08-27",21.9968
"2010-08-28",22.7678
"2010-08-29",22.9187
"2010-08-30",21.9833
"2010-08-31",21.4468
"2010-09-01",22.017
"2010-09-02",22.7988
"2010-09-03",23.0222
"2010-09-04",22.762
"2010-09-05",22.4669
"2010-09-06",22.8626
"2010-09-07",23.1163
"2010-09-08",23.0683
"2010-09-09",23.0457
"2010-09-10",23.073
"2010-09-11",23.1176
"2010-09-12",23.5267
"2010-09-13",23.0433
"2010-09-14",22.8589
"2010-09-15",22.8979
"2010-09-16",23.1115
"2010-09-17",23.2823
"2010-09-18",23.0494
"2010-09-19",23.1213
"2010-09-20",23.481
"2010-09-21",23.0958
"2010-09-22",23.2682
"2010-09-23",23.2277
"2010-09-24",22.3783
"2010-09-25",22.6882
"2010-09-26",23.319
"2010-09-27",23.2997
"2010-09-28",22.3295
"2010-09-29",21.7804
"2010-09-30",22.1807
"2010-10-01",22.9064
"2010-10-02",22.7669
"2010-10-03",22.0877
"2010-10-04",22.9152
"2010-10-05",23.4359
"2010-10-06",23.1562
"2010-10-07",23.4757
"2010-10-08",23.4314
"2010-10-09",23.1042
"2010-10-10",22.8585
"2010-10-11",22.9678
"2010-10-12",22.7673
"2010-10-13",21.9974
"2010-10-14",21.9575
"2010-10-15",21.6876
"2010-10-16",22.4861
"2010-10-17",22.4803
"2010-10-18",22.9832
"2010-10-19",23.2017
"2010-10-20",22.5836
"2010-10-21",21.9782
"2010-10-22",21.89
"2010-10-23",21.1949
"2010-10-24",22.9989
"2010-10-25",22.9379
"2010-10-26",22.8012
"2010-10-27",22.8817
"2010-10-28",22.7577
"2010-10-29",22.878
"2010-10-30",23.3858
"2010-10-31",23.128
"2010-11-01",22.785
"2010-11-02",22.0965
"2010-11-03",23.0541
"2010-11-04",23.1464
"2010-11-05",22.6131
"2010-11-06",22.6563
"2010-11-07",23.0614
"2010-11-08",22.2272
"2010-11-09",22.8207
"2010-11-10",22.8907
"2010-11-11",22.6214
"2010-11-12",23.0956
"2010-11-13",23.3428
"2010-11-14",22.8622
"2010-11-15",22.6114
"2010-11-16",22.5293
"2010-11-17",22.5531
"2010-11-18",22.5317
"2010-11-19",23.1745
"2010-11-20",22.8212
"2010-11-21",22.415
"2010-11-22",22.5821
"2010-11-23",22.7816
"2010-11-24",23.1577
"2010-11-25",23.0423
"2010-11-26",23.0457
"2010-11-27",23.0257
"2010-11-28",22.8804
"2010-11-29",22.8901
"2010-11-30",22.8489
"2010-12-01",22.6035
"2010-12-02",22.7888
"2010-12-03",22.4734
"2010-12-04",22.6404
"2010-12-05",21.3188
"2010-12-06",22.1782
"2010-12-07",22.04
"2010-12-08",22.0641
"2010-12-09",21.1407
"2010-12-10",21.8293
"2010-12-11",21.8835
"2010-12-12",21.726
"2010-12-13",20.4995
"2010-12-14",21.5845
"2010-12-15",21.9199
"2010-12-16",22.1292
"2010-12-17",21.9013
"2010-12-18",21.622
"2010-12-19",20.7074
"2010-12-20",21.9066
"2010-12-21",22.4973
"2010-12-22",21.8665
"2010-12-23",21.8479
"2010-12-24",21.6508
"2010-12-25",21.9676
"2010-12-26",21.4839
"2010-12-27",20.5779
"2010-12-28",21.8403
"2010-12-29",21.999
"2010-12-30",22.0059
"2010-12-31",22.1311
"2011-01-01",22.2778
"2011-01-02",22.3607
"2011-01-03",21.716
"2011-01-04",21.8043
"2011-01-05",22.0214
"2011-01-06",21.4105
"2011-01-07",22.4186
"2011-01-08",22.5212
"2011-01-09",20.8704
"2011-01-10",21.7455
"2011-01-11",21.1637
"2011-01-12",18.6974
"2011-01-13",17.2696
"2011-01-14",21.353
"2011-01-15",22.7585
"2011-01-16",22.4452
"2011-01-17",22.5681
"2011-01-18",21.7884
"2011-01-19",19.3733
"2011-01-20",18.2243
"2011-01-21",18.5076
"2011-01-22",19.5492
"2011-01-23",19.5428
"2011-01-24",19.9203
"2011-01-25",21.0127
"2011-01-26",21.6665
"2011-01-27",21.9788
"2011-01-28",22.0231
"2011-01-29",21.4868
"2011-01-30",22.3576
"2011-01-31",22.0967
"2011-02-01",21.304
"2011-02-02",21.1656
"2011-02-03",21.7557
"2011-02-04",21.7557
"2011-02-05",22.4062
"2011-02-06",22.8527
"2011-02-07",22.3074
"2011-02-08",22.2153
"2011-02-09",22.1291
"2011-02-10",20.9892
"2011-02-11",19.9051
"2011-02-12",19.6432
"2011-02-13",19.9573
"2011-02-14",21.9733
"2011-02-15",22.5027
"2011-02-16",22.0898
"2011-02-17",22.4151
"2011-02-18",22.637
"2011-02-19",22.7234
"2011-02-20",22.8539
"2011-02-21",22.7659
"2011-02-22",21.7705
"2011-02-23",20.503
"2011-02-24",20.7122
"2011-02-25",21.116
"2011-02-26",21.0131
"2011-02-27",20.6234
"2011-02-28",21.7841
"2011-03-01",21.4263
"2011-03-02",21.3873
"2011-03-03",22.0551
"2011-03-04",22.5735
"2011-03-05",22.2263
"2011-03-06",21.6844
"2011-03-07",21.7591
"2011-03-08",20.1943
"2011-03-09",19.8128
"2011-03-10",18.9081
"2011-03-11",20.063
"2011-03-12",21.5379
"2011-03-13",22.4896
"2011-03-14",22.2843
"2011-03-15",21.9782
"2011-03-16",21.5247
"2011-03-17",19.665
"2011-03-18",19.8169
"2011-03-19",21.7691
"2011-03-20",22.6195
"2011-03-21",22.8173
"2011-03-22",22.8133
"2011-03-23",22.688
"2011-03-24",22.9489
"2011-03-25",22.4916
"2011-03-26",23.2165
"2011-03-27",23.1563
"2011-03-28",23.0478
"2011-03-29",22.4986
"2011-03-30",21.5827
"2011-03-31",20.9219
"2011-04-01",21.6518
"2011-04-02",22.2156
"2011-04-03",22.4702
"2011-04-04",21.8522
"2011-04-05",21.169
"2011-04-06",20.6038
"2011-04-07",21.3107
"2011-04-08",22.7234
"2011-04-09",22.9109
"2011-04-10",22.3437
"2011-04-11",22.6662
"2011-04-12",22.456
"2011-04-13",22.6296
"2011-04-14",22.0227
"2011-04-15",22.9223
"2011-04-16",22.9593
"2011-04-17",22.7472
"2011-04-18",22.9386
"2011-04-19",22.8374
"2011-04-20",22.9348
"2011-04-21",22.9817
"2011-04-22",23.5913
"2011-04-23",22.3647
"2011-04-24",22.9544
"2011-04-25",22.7977
"2011-04-26",23.7025
"2011-04-27",23.7254
"2011-04-28",23.2877
"2011-04-29",24.3018
"2011-04-30",24.2038
"2011-05-01",24.0962
"2011-05-02",23.7613
"2011-05-03",24.0267
"2011-05-04",24.5736
"2011-05-05",24.7134
"2011-05-06",24.5807
"2011-05-07",23.9789
"2011-05-08",23.813
"2011-05-09",23.5592
"2011-05-10",23.5548
"2011-05-11",23.6194
"2011-05-12",24.0413
"2011-05-13",23.7229
"2011-05-14",22.9249
"2011-05-15",23.7787
"2011-05-16",24.1609
"2011-05-17",23.3549
"2011-05-18",23.2821
"2011-05-19",23.7212
"2011-05-20",23.8345
"2011-05-21",23.5716
"2011-05-22",23.6483
"2011-05-23",23.9015
"2011-05-24",24.4563
"2011-05-25",24.484
"2011-05-26",24.2701
"2011-05-27",23.841
"2011-05-28",23.7842
"2011-05-29",23.574
"2011-05-30",23.751
"2011-05-31",23.7545
"2011-06-01",23.3112
"2011-06-02",22.8926
"2011-06-03",23.5021
"2011-06-04",23.8748
"2011-06-05",23.959
"2011-06-06",23.4437
"2011-06-07",23.6204
"2011-06-08",23.632
"2011-06-09",23.5642
"2011-06-10",23.5832
"2011-06-11",23.4041
"2011-06-12",23.805
"2011-06-13",23.587
"2011-06-14",23.1709
"2011-06-15",23.496
"2011-06-16",23.589
"2011-06-17",24.0761
"2011-06-18",23.3665
"2011-06-19",22.5019
"2011-06-20",23.4018
"2011-06-21",23.0008
"2011-06-22",22.6073
"2011-06-23",23.0633
"2011-06-24",23.1786
"2011-06-25",23.4941
"2011-06-26",23.3262
"2011-06-27",23.8213
"2011-06-28",22.8843
"2011-06-29",22.9445
"2011-06-30",22.4227
"2011-07-01",22.8057
"2011-07-02",22.7507
"2011-07-03",22.6629
"2011-07-04",22.6492
"2011-07-05",23.1048
"2011-07-06",22.9304
"2011-07-07",23.0755
"2011-07-08",23.4263
"2011-07-09",23.5298
"2011-07-10",23.0797
"2011-07-11",23.0108
"2011-07-12",22.8914
"2011-07-13",22.7811
"2011-07-14",23.3932
"2011-07-15",22.9164
"2011-07-16",21.9316
"2011-07-17",22.4483
"2011-07-18",22.1236
"2011-07-19",22.4019
"2011-07-20",23.0505
"2011-07-21",22.5818
"2011-07-22",22.7699
"2011-07-23",22.779
"2011-07-24",23.3029
"2011-07-25",23.1663
"2011-07-26",22.8299
"2011-07-27",22.6091
"2011-07-28",23.0589
"2011-07-29",22.8246
"2011-07-30",23.0765
"2011-07-31",22.8297
"2011-08-01",22.5047
"2011-08-02",22.7103
"2011-08-03",22.714
"2011-08-04",22.7715
"2011-08-05",23.1568
"2011-08-06",23.1609
"2011-08-07",22.625
"2011-08-08",23.2275
"2011-08-09",23.1099
"2011-08-10",22.9972
"2011-08-11",22.9295
"2011-08-12",22.7656
"2011-08-13",22.5902
"2011-08-14",22.4243
"2011-08-15",23.2042
"2011-08-16",23.0972
"2011-08-17",22.8354
"2011-08-18",22.4663
"2011-08-19",22.2544
"2011-08-20",22.7015
"2011-08-21",22.7487
"2011-08-22",22.8387
"2011-08-23",22.9403
"2011-08-24",22.4656
"2011-08-25",22.7902
"2011-08-26",22.8117
"2011-08-27",22.2936
"2011-08-28",22.4701
"2011-08-29",22.2618
"2011-08-30",22.769
"2011-08-31",22.6891
"2011-09-01",23.0182
"2011-09-02",22.9488
"2011-09-03",22.7367
"2011-09-04",22.5524
"2011-09-05",22.9263
"2011-09-06",23.2014
"2011-09-07",22.8632
"2011-09-08",23.0063
"2011-09-09",23.1676
"2011-09-10",22.9619
"2011-09-11",23.0292
"2011-09-12",23.2561
"2011-09-13",22.8691
"2011-09-14",23.0156
"2011-09-15",23.0488
"2011-09-16",23.1022
"2011-09-17",22.8596
"2011-09-18",22.6355
"2011-09-19",22.6328
"2011-09-20",21.6597
"2011-09-21",23.1332
"2011-09-22",22.9187
"2011-09-23",22.1228
"2011-09-24",21.9298
"2011-09-25",22.1985
"2011-09-26",22.2554
"2011-09-27",22.4243
"2011-09-28",21.9795
"2011-09-29",22.0468
"2011-09-30",23.2601
"2011-10-01",23.292
"2011-10-02",22.305
"2011-10-03",22.8702
"2011-10-04",23.3691
"2011-10-05",23.1587
"2011-10-06",22.2041
"2011-10-07",22.405
"2011-10-08",22.6452
"2011-10-09",22.4326
"2011-10-10",22.1862
"2011-10-11",22.7321
"2011-10-12",23.1044
"2011-10-13",23.6608
"2011-10-14",23.768
"2011-10-15",23.4505
"2011-10-16",22.9201
"2011-10-17",22.987
"2011-10-18",22.9426
"2011-10-19",23.2731
"2011-10-20",23.1028
"2011-10-21",23.0917
"2011-10-22",23.3935
"2011-10-23",23.0222
"2011-10-24",22.995
"2011-10-25",23.0655
"2011-10-26",23.1885
"2011-10-27",23.1225
"2011-10-28",22.9842
"2011-10-29",23.2501
"2011-10-30",23.0224
"2011-10-31",23.1897
"2011-11-01",22.7613
"2011-11-02",22.5263
"2011-11-03",22.7247
"2011-11-04",22.9729
"2011-11-05",23.3341
"2011-11-06",23.0002
"2011-11-07",22.8816
"2011-11-08",22.0496
"2011-11-09",20.5898
"2011-11-10",19.2493
"2011-11-11",19.8068
"2011-11-12",21.224
"2011-11-13",22.1388
"2011-11-14",21.2395
"2011-11-15",21.7429
"2011-11-16",22.7136
"2011-11-17",23.1564
"2011-11-18",23.0564
"2011-11-19",23.0825
"2011-11-20",22.9273
"2011-11-21",22.7289
"2011-11-22",22.0429
"2011-11-23",22.5126
"2011-11-24",22.9719
"2011-11-25",22.4414
"2011-11-26",22.8465
"2011-11-27",22.4641
"2011-11-28",21.9293
"2011-11-29",23.1216
"2011-11-30",23.2305
"2011-12-01",22.5868
"2011-12-02",22.9091
"2011-12-03",21.7972
"2011-12-04",21.7759
"2011-12-05",21.2755
"2011-12-06",21.8419
"2011-12-07",20.578
"2011-12-08",21.1663
"2011-12-09",22.5081
"2011-12-10",22.5275
"2011-12-11",22.9333
"2011-12-12",23.1608
"2011-12-13",22.8819
"2011-12-14",22.1597
"2011-12-15",20.8263
"2011-12-16",21.075
"2011-12-17",21.7527
"2011-12-18",22.7595
"2011-12-19",22.9785
"2011-12-20",22.3333
"2011-12-21",21.2397
"2011-12-22",21.442
"2011-12-23",22.2159
"2011-12-24",21.753
"2011-12-25",20.8426
"2011-12-26",20.6284
"2011-12-27",18.4593
"2011-12-28",17.9304
"2011-12-29",20.3204
"2011-12-30",21.2183
"2011-12-31",20.9453
"2012-01-01",20.3646
"2012-01-02",20.2332
"2012-01-03",20.7178
"2012-01-04",22.9941
"2012-01-05",23.0332
"2012-01-06",21.9016
"2012-01-07",22.3681
"2012-01-08",22.7034
"2012-01-09",22.5246
"2012-01-10",21.833
"2012-01-11",21.18
"2012-01-12",20.1627
"2012-01-13",19.1566
"2012-01-14",18.9181
"2012-01-15",16.8542
"2012-01-16",17.6579
"2012-01-17",19.049
"2012-01-18",19.4768
"2012-01-19",19.8006
"2012-01-20",20.3068
"2012-01-21",19.9887
"2012-01-22",20.5368
"2012-01-23",19.0538
"2012-01-24",18.5572
"2012-01-25",18.7135
"2012-01-26",19.3769
"2012-01-27",20.3649
"2012-01-28",19.7913
"2012-01-29",18.8537
"2012-01-30",18.3032
"2012-01-31",18.5153
"2012-02-01",18.8308
"2012-02-02",20.168
"2012-02-03",21.276
"2012-02-04",21.5529
"2012-02-05",21.7633
"2012-02-06",21.6063
"2012-02-07",21.8499
"2012-02-08",22.6306
"2012-02-09",22.7732
"2012-02-10",22.8158
"2012-02-11",20.1833
"2012-02-12",20.0922
"2012-02-13",20.8805
"2012-02-14",22.4131
"2012-02-15",22.8524
"2012-02-16",22.86
"2012-02-17",22.3069
"2012-02-18",19.9083
"2012-02-19",19.3047
"2012-02-20",19.9169
"2012-02-21",17.9845
"2012-02-22",17.629
"2012-02-23",18.4145
"2012-02-24",17.8191
"2012-02-25",18.3903
"2012-02-26",21.2283
"2012-02-27",22.5196
"2012-02-28",22.8458
"2012-02-29",23.0561
"2012-03-01",23.3384
"2012-03-02",22.9164
"2012-03-03",22.5896
"2012-03-04",22.6573
"2012-03-05",21.8479
"2012-03-06",22.4235
"2012-03-07",22.3284
"2012-03-08",21.7649
"2012-03-09",21.8681
"2012-03-10",21.9867
"2012-03-11",21.1899
"2012-03-12",21.9155
"2012-03-13",22.4727
"2012-03-14",22.59
"2012-03-15",22.9584
"2012-03-16",22.9231
"2012-03-17",22.1984
"2012-03-18",21.7824
"2012-03-19",21.2699
"2012-03-20",21.0246
"2012-03-21",21.084
"2012-03-22",20.9804
"2012-03-23",21.0685
"2012-03-24",19.8345
"2012-03-25",18.277
"2012-03-26",20.1542
"2012-03-27",21.0821
"2012-03-28",22.119
"2012-03-29",22.3507
"2012-03-30",22.9168
"2012-03-31",22.5089
"2012-04-01",22.3546
"2012-04-02",22.1225
"2012-04-03",22.178
"2012-04-04",22.1505
"2012-04-05",22.9318
"2012-04-06",22.5166
"2012-04-07",22.565
"2012-04-08",22.1682
"2012-04-09",21.765
"2012-04-10",22.4201
"2012-04-11",23.1043
"2012-04-12",22.9556
"2012-04-13",22.7387
"2012-04-14",22.3721
"2012-04-15",22.8351
"2012-04-16",23.0707
"2012-04-17",23.2436
"2012-04-18",23.3978
"2012-04-19",23.7058
"2012-04-20",22.5366
"2012-04-21",22.5565
"2012-04-22",23.0005
"2012-04-23",22.9416
"2012-04-24",23.167
"2012-04-25",22.9566
"2012-04-26",23.0477
"2012-04-27",23.0932
"2012-04-28",22.824
"2012-04-29",23.7411
"2012-04-30",23.6966
"2012-05-01",22.9632
"2012-05-02",21.4332
"2012-05-03",20.4492
"2012-05-04",20.6417
"2012-05-05",21.5831
"2012-05-06",23.1437
"2012-05-07",23.6779
"2012-05-08",23.339
"2012-05-09",23.1326
"2012-05-10",22.411
"2012-05-11",22.9671
"2012-05-12",22.4386
"2012-05-13",22.7046
"2012-05-14",24.0034
"2012-05-15",23.2
"2012-05-16",22.1682
"2012-05-17",21.5624
"2012-05-18",23.7059
"2012-05-19",22.201
"2012-05-20",24.5297
"2012-05-21",24.0866
"2012-05-22",23.9782
"2012-05-23",23.8874
"2012-05-24",23.7841
"2012-05-25",23.6034
"2012-05-26",22.9683
"2012-05-27",23.7301
"2012-05-28",23.6326
"2012-05-29",23.4475
"2012-05-30",22.6992
"2012-05-31",23.3597
"2012-06-01",24.0664
"2012-06-02",24.0487
"2012-06-03",23.7808
"2012-06-04",23.8516
"2012-06-05",23.7342
"2012-06-06",23.5221
"2012-06-07",23.721
"2012-06-08",23.9055
"2012-06-09",24.0861
"2012-06-10",23.2679
"2012-06-11",22.9807
"2012-06-12",22.8643
"2012-06-13",22.5931
"2012-06-14",22.9316
"2012-06-15",23.2286
"2012-06-16",23.3473
"2012-06-17",23.0228
"2012-06-18",23.0645
"2012-06-19",22.3998
"2012-06-20",22.8501
"2012-06-21",23.0171
"2012-06-22",22.9356
"2012-06-23",23.0538
"2012-06-24",23.3308
"2012-06-25",22.7738
"2012-06-26",22.6739
"2012-06-27",22.8374
"2012-06-28",22.5302
"2012-06-29",22.913
"2012-06-30",22.7711
"2012-07-01",22.7977
"2012-07-02",22.6623
"2012-07-03",22.9367
"2012-07-04",22.7978
"2012-07-05",22.7996
"2012-07-06",23.1486
"2012-07-07",23.1879
"2012-07-08",23.1256
"2012-07-09",22.8786
"2012-07-10",22.5887
"2012-07-11",21.8114
"2012-07-12",22.6274
"2012-07-13",23.0488
"2012-07-14",23.1488
"2012-07-15",23.1205
"2012-07-16",23.0882
"2012-07-17",23.0041
"2012-07-18",23.1008
"2012-07-19",22.2051
"2012-07-20",22.8549
"2012-07-21",22.9722
"2012-07-22",22.8243
"2012-07-23",22.7878
"2012-07-24",22.8688
"2012-07-25",23.2376
"2012-07-26",23.0406
"2012-07-27",22.6283
"2012-07-28",22.9786
"2012-07-29",23.2315
"2012-07-30",22.9635
"2012-07-31",22.2773
"2012-08-01",22.4967
"2012-08-02",22.1536
"2012-08-03",22.34
"2012-08-04",22.8186
"2012-08-05",23.1441
"2012-08-06",22.8321
"2012-08-07",22.3299
"2012-08-08",22.5884
"2012-08-09",22.5561
"2012-08-10",22.6652
"2012-08-11",22.7556
"2012-08-12",22.7853
"2012-08-13",23.2322
"2012-08-14",23.3183
"2012-08-15",23.1547
"2012-08-16",22.9692
"2012-08-17",22.3347
"2012-08-18",22.5699
"2012-08-19",22.3978
"2012-08-20",22.2415
"2012-08-21",22.1722
"2012-08-22",22.3985
"2012-08-23",23.0808
"2012-08-24",22.6611
"2012-08-25",22.872
"2012-08-26",22.8759
"2012-08-27",22.4292
"2012-08-28",22.6859
"2012-08-29",22.31
"2012-08-30",22.619
"2012-08-31",22.7056
"2012-09-01",23.098
"2012-09-02",23.4033
"2012-09-03",23.3719
"2012-09-04",22.1759
"2012-09-05",22.5015
"2012-09-06",23.1397
"2012-09-07",22.8175
"2012-09-08",23.2726
"2012-09-09",23.1098
"2012-09-10",22.7132
"2012-09-11",23.0395
"2012-09-12",23.1471
"2012-09-13",23.0443
"2012-09-14",22.7533
"2012-09-15",22.9416
"2012-09-16",23.094
"2012-09-17",22.958
"2012-09-18",22.3821
"2012-09-19",22.8596
"2012-09-20",22.856
"2012-09-21",22.8033
"2012-09-22",22.5233
"2012-09-23",22.4045
"2012-09-24",22.3173
"2012-09-25",22.3419
"2012-09-26",21.3776
"2012-09-27",22.0836
"2012-09-28",22.8287
"2012-09-29",22.3843
"2012-09-30",22.4092
"2012-10-01",22.6264
"2012-10-02",21.1858
"2012-10-03",21.714
"2012-10-04",21.7466
"2012-10-05",21.6266
"2012-10-06",22.7443
"2012-10-07",23.0333
"2012-10-08",22.866
"2012-10-09",23.1238
"2012-10-10",22.9303
"2012-10-11",22.7185
"2012-10-12",23.2346
"2012-10-13",23.2795
"2012-10-14",22.8451
"2012-10-15",22.4345
"2012-10-16",22.5195
"2012-10-17",22.614
"2012-10-18",22.9648
"2012-10-19",22.9562
"2012-10-20",23.1405
"2012-10-21",23.0683
"2012-10-22",22.8207
"2012-10-23",23.0661
"2012-10-24",23.3612
"2012-10-25",23.1329
"2012-10-26",23.1352
"2012-10-27",23.6158
"2012-10-28",23.3353
"2012-10-29",22.4368
"2012-10-30",22.4377
"2012-10-31",22.8717
"2012-11-01",22.0943
"2012-11-02",22.8076
"2012-11-03",22.5919
"2012-11-04",23.0444
"2012-11-05",22.3692
"2012-11-06",21.9369
"2012-11-07",23.034
"2012-11-08",22.9946
"2012-11-09",23.2888
"2012-11-10",23.0291
"2012-11-11",21.93
"2012-11-12",22.3596
"2012-11-13",23.1058
"2012-11-14",22.9304
"2012-11-15",22.6238
"2012-11-16",21.7624
"2012-11-17",22.2219
"2012-11-18",22.0978
"2012-11-19",22.3292
"2012-11-20",22.2297
"2012-11-21",22.2385
"2012-11-22",23.2827
"2012-11-23",23.583
"2012-11-24",23.4172
"2012-11-25",23.0292
"2012-11-26",23.2755
"2012-11-27",22.9859
"2012-11-28",22.059
