,"(deg C) Mean Dew Point Temperature (ERA5) at Hambantota, 2007-01-01 to 2025-12-31"
"2009-12-13",22.9329
"2009-12-14",23.7229
"2009-12-15",23.7222
"2009-12-16",23.1127
"2009-12-17",22.8954
"2009-12-18",23.2481
"2009-12-19",23.1598
"2009-12-20",22.7471
"2009-12-21",22.9044
"2009-12-22",22.5515
"2009-12-23",22.4523
"2009-12-24",22.8975
"2009-12-25",22.9638
"2009-12-26",23.0345
"2009-12-27",22.6992
"2009-12-28",22.7862
"2009-12-29",22.5717
"2009-12-30",22.3067
"2009-12-31",21.8297
"2010-01-01",21.6355
"2010-01-02",21.992
"2010-01-03",22.2742
"2010-01-04",21.9379
"2010-01-05",20.7107
"2010-01-06",20.0079
"2010-01-07",21.6575
"2010-01-08",22.9514
"2010-01-09",22.7586
"2010-01-10",22.6129
"2010-01-11",22.8605
"2010-01-12",22.5686
"2010-01-13",23.0258
"2010-01-14",22.2446
"2010-01-15",20.802
"2010-01-16",21.9451
"2010-01-17",22.3686
"2010-01-18",22.2678
"2010-01-19",21.7849
"2010-01-20",20.9181
"2010-01-21",20.4711
"2010-01-22",20.4914
"2010-01-23",20.5009
"2010-01-24",20.4398
"2010-01-25",20.3332
"2010-01-26",20.6491
"2010-01-27",22.1986
"2010-01-28",21.8451
"2010-01-29",22.0252
"2010-01-30",22.084
"2010-01-31",22.6391
"2010-02-01",22.9907
"2010-02-02",22.8846
"2010-02-03",22.1754
"2010-02-04",21.7095
"2010-02-05",21.6583
"2010-02-06",21.1388
"2010-02-07",20.4826
"2010-02-08",20.5233
"2010-02-09",21.9974
"2010-02-10",23.143
"2010-02-11",23.1806
"2010-02-12",23.3267
"2010-02-13",23.511
"2010-02-14",21.4962
"2010-02-15",20.3849
"2010-02-16",22.5523
"2010-02-17",23.2507
"2010-02-18",21.9765
"2010-02-19",21.7633
"2010-02-20",22.2181
"2010-02-21",21.312
"2010-02-22",21.1649
"2010-02-23",20.5261
"2010-02-24",20.3676
"2010-02-25",21.616
"2010-02-26",22.2169
"2010-02-27",20.5346
"2010-02-28",20.2897
"2010-03-01",20.3797
"2010-03-02",20.7203
"2010-03-03",21.3721
"2010-03-04",21.715
"2010-03-05",21.1122
"2010-03-06",21.2727
"2010-03-07",22.6255
"2010-03-08",23.1735
"2010-03-09",21.5817
"2010-03-10",20.1638
"2010-03-11",20.3948
"2010-03-12",22.3564
"2010-03-13",22.3771
"2010-03-14",22.2656
"2010-03-15",22.3579
"2010-03-16",21.6694
"2010-03-17",20.766
"2010-03-18",21.1873
"2010-03-19",22.0166
"2010-03-20",21.8676
"2010-03-21",22.4084
"2010-03-22",22.7902
"2010-03-23",23.6056
"2010-03-24",23.939
"2010-03-25",23.2729
"2010-03-26",23.1173
"2010-03-27",23.2167
"2010-03-28",23.9638
"2010-03-29",24.0985
"2010-03-30",23.555
"2010-03-31",23.6665
"2010-04-01",23.9976
"2010-04-02",24.4918
"2010-04-03",24.1585
"2010-04-04",23.8498
"2010-04-05",23.3065
"2010-04-06",23.8111
"2010-04-07",23.9432
"2010-04-08",24.5177
"2010-04-09",24.2028
"2010-04-10",23.9314
"2010-04-11",24.9526
"2010-04-12",24.9587
"2010-04-13",25.3309
"2010-04-14",23.9468
"2010-04-15",24.2233
"2010-04-16",24.14
"2010-04-17",23.858
"2010-04-18",24.1055
"2010-04-19",24.5533
"2010-04-20",24.9002
"2010-04-21",24.8506
"2010-04-22",24.9952
"2010-04-23",24.2817
"2010-04-24",23.8449
"2010-04-25",24.5619
"2010-04-26",24.0303
"2010-04-27",24.1104
"2010-04-28",24.1509
"2010-04-29",24.22
"2010-04-30",24.153
"2010-05-01",24.3855
"2010-05-02",24.6207
"2010-05-03",24.6576
"2010-05-04",24.9615
"2010-05-05",24.8619
"2010-05-06",25.1215
"2010-05-07",25.0299
"2010-05-08",24.6189
"2010-05-09",24.457
"2010-05-10",24.6388
"2010-05-11",24.8144
"2010-05-12",25.4302
"2010-05-13",25.4498
"2010-05-14",24.3811
"2010-05-15",24.538
"2010-05-16",24.6196
"2010-05-17",23.5754
"2010-05-18",23.7927
"2010-05-19",24.2765
"2010-05-20",23.8217
"2010-05-21",23.7933
"2010-05-22",24.4027
"2010-05-23",24.3309
"2010-05-24",24.0542
"2010-05-25",24.2121
"2010-05-26",24.3054
"2010-05-27",24.1605
"2010-05-28",24.3543
"2010-05-29",24.224
"2010-05-30",23.9763
"2010-05-31",23.7841
"2010-06-01",24.0192
"2010-06-02",24.3455
"2010-06-03",24.537
"2010-06-04",24.3102
"2010-06-05",23.6666
"2010-06-06",23.2144
"2010-06-07",22.9924
"2010-06-08",23.0948
"2010-06-09",23.2731
"2010-06-10",23.1417
"2010-06-11",22.8309
"2010-06-12",23.4837
"2010-06-13",23.4867
"2010-06-14",23.2174
"2010-06-15",23.5149
"2010-06-16",23.9064
"2010-06-17",23.6831
"2010-06-18",23.2662
"2010-06-19",23.4842
"2010-06-20",23.2228
"2010-06-21",23.7583
"2010-06-22",23.4871
"2010-06-23",22.9543
"2010-06-24",22.3741
"2010-06-25",22.504
"2010-06-26",22.5803
"2010-06-27",22.9365
"2010-06-28",23.0228
"2010-06-29",22.8422
"2010-06-30",22.0033
"2010-07-01",22.2912
"2010-07-02",22.8841
"2010-07-03",22.8932
"2010-07-04",22.7376
"2010-07-05",22.4121
"2010-07-06",22.3309
"2010-07-07",22.6911
"2010-07-08",22.9028
"2010-07-09",23.0625
"2010-07-10",22.7341
"2010-07-11",22.957
"2010-07-12",22.8683
"2010-07-13",22.1799
"2010-07-14",22.2244
"2010-07-15",22.5745
"2010-07-16",21.6773
"2010-07-17",22.0327
"2010-07-18",22.5707
"2010-07-19",22.6573
"2010-07-20",22.1632
"2010-07-21",21.907
"2010-07-22",22.6388
"2010-07-23",22.5712
"2010-07-24",21.7021
"2010-07-25",21.8023
"2010-07-26",21.3454
"2010-07-27",21.7852
"2010-07-28",22.0809
"2010-07-29",21.6976
"2010-07-30",21.7074
"2010-07-31",21.3501
"2010-08-01",21.9576
"2010-08-02",22.0294
"2010-08-03",22.0669
"2010-08-04",21.9912
"2010-08-05",22.1287
"2010-08-06",22.5406
"2010-08-07",22.889
"2010-08-08",22.7691
"2010-08-09",22.4236
"2010-08-10",22.9529
"2010-08-11",22.7255
"2010-08-12",22.3121
"2010-08-13",22.7696
"2010-08-14",22.5034
"2010-08-15",22.3292
"2010-08-16",21.9665
"2010-08-17",21.1668
"2010-08-18",21.5194
"2010-08-19",22.1475
"2010-08-20",22.9269
"2010-08-21",21.8399
"2010-08-22",21.7447
"2010-08-23",21.8195
"2010-08-24",21.9872
"2010-08-25",21.636
"2010-08-26",21.4401
"2010-08-27",21.5576
"2010-08-28",22.2503
"2010-08-29",22.5838
"2010-08-30",20.9372
"2010-08-31",20.8498
"2010-09-01",21.1383
"2010-09-02",21.9557
"2010-09-03",22.3565
"2010-09-04",21.8142
"2010-09-05",21.6188
"2010-09-06",22.1758
"2010-09-07",22.1247
"2010-09-08",22.2819
"2010-09-09",22.4649
"2010-09-10",22.3599
"2010-09-11",22.8814
"2010-09-12",22.9598
"2010-09-13",22.4454
"2010-09-14",22.1194
"2010-09-15",22.1695
"2010-09-16",22.2451
"2010-09-17",22.3278
"2010-09-18",22.3769
"2010-09-19",22.5584
"2010-09-20",22.6496
"2010-09-21",22.9288
"2010-09-22",22.9076
"2010-09-23",23.0065
"2010-09-24",22.1117
"2010-09-25",22.6493
"2010-09-26",23.3793
"2010-09-27",23.4129
"2010-09-28",22.9546
"2010-09-29",21.9884
"2010-09-30",22.5398
"2010-10-01",23.1534
"2010-10-02",22.7171
"2010-10-03",22.0259
"2010-10-04",22.5751
"2010-10-05",22.7612
"2010-10-06",22.5535
"2010-10-07",23.0509
"2010-10-08",23.3495
"2010-10-09",23.085
"2010-10-10",22.7071
"2010-10-11",22.8318
"2010-10-12",22.1841
"2010-10-13",21.4316
"2010-10-14",20.9151
"2010-10-15",20.2706
"2010-10-16",21.428
"2010-10-17",21.8175
"2010-10-18",21.9578
"2010-10-19",22.3891
"2010-10-20",21.5432
"2010-10-21",21.2852
"2010-10-22",20.9241
"2010-10-23",20.4145
"2010-10-24",21.9419
"2010-10-25",22.5325
"2010-10-26",22.3408
"2010-10-27",22.4752
"2010-10-28",22.5016
"2010-10-29",22.612
"2010-10-30",23.1604
"2010-10-31",23.2147
"2010-11-01",22.9206
"2010-11-02",22.012
"2010-11-03",22.5045
"2010-11-04",22.5164
"2010-11-05",22.4807
"2010-11-06",21.7565
"2010-11-07",22.8884
"2010-11-08",22.1538
"2010-11-09",22.6172
"2010-11-10",22.6918
"2010-11-11",22.5756
"2010-11-12",22.8214
"2010-11-13",23.3035
"2010-11-14",23.2749
"2010-11-15",22.6036
"2010-11-16",22.7337
"2010-11-17",22.5681
"2010-11-18",22.6074
"2010-11-19",22.9581
"2010-11-20",22.718
"2010-11-21",22.4298
"2010-11-22",22.453
"2010-11-23",22.5137
"2010-11-24",22.9373
"2010-11-25",23.2682
"2010-11-26",23.1949
"2010-11-27",22.6374
"2010-11-28",23.0066
"2010-11-29",22.8507
"2010-11-30",22.8666
"2010-12-01",22.822
"2010-12-02",22.6368
"2010-12-03",22.8399
"2010-12-04",22.7849
"2010-12-05",21.6219
"2010-12-06",22.2961
"2010-12-07",22.3298
"2010-12-08",22.4575
"2010-12-09",21.2967
"2010-12-10",21.9943
"2010-12-11",22.0277
"2010-12-12",21.7273
"2010-12-13",21.0919
"2010-12-14",21.6331
"2010-12-15",22.306
"2010-12-16",22.2183
"2010-12-17",22.0935
"2010-12-18",21.9758
"2010-12-19",21.8543
"2010-12-20",22.1849
"2010-12-21",22.4353
"2010-12-22",22.3564
"2010-12-23",22.4088
"2010-12-24",21.8723
"2010-12-25",22.2971
"2010-12-26",22.2483
"2010-12-27",22.0964
"2010-12-28",22.2426
"2010-12-29",22.2409
"2010-12-30",22.2723
"2010-12-31",22.2595
"2011-01-01",22.5524
"2011-01-02",22.4577
"2011-01-03",22.9086
"2011-01-04",22.6454
"2011-01-05",22.4336
"2011-01-06",22.6979
"2011-01-07",22.9254
"2011-01-08",22.9349
"2011-01-09",21.1583
"2011-01-10",22.0029
"2011-01-11",21.557
"2011-01-12",18.3932
"2011-01-13",18.6316
"2011-01-14",22.1449
"2011-01-15",22.5988
"2011-01-16",22.0086
"2011-01-17",22.4075
"2011-01-18",21.9689
"2011-01-19",19.8492
"2011-01-20",19.0732
"2011-01-21",19.1336
"2011-01-22",19.9317
"2011-01-23",19.7245
"2011-01-24",20.5725
"2011-01-25",21.5081
"2011-01-26",21.9638
"2011-01-27",22.2051
"2011-01-28",22.4544
"2011-01-29",22.1708
"2011-01-30",22.5617
"2011-01-31",22.5304
"2011-02-01",22.1125
"2011-02-02",21.8324
"2011-02-03",22.2625
"2011-02-04",22.4602
"2011-02-05",22.7066
"2011-02-06",23.0884
"2011-02-07",22.7972
"2011-02-08",22.7613
"2011-02-09",22.5807
"2011-02-10",22.0888
"2011-02-11",21.6781
"2011-02-12",21.0791
"2011-02-13",21.1846
"2011-02-14",22.1121
"2011-02-15",22.5341
"2011-02-16",22.8617
"2011-02-17",23.0103
"2011-02-18",23.3462
"2011-02-19",22.7931
"2011-02-20",22.831
"2011-02-21",23.0854
"2011-02-22",22.0338
"2011-02-23",21.1987
"2011-02-24",21.3551
"2011-02-25",22.1814
"2011-02-26",22.2179
"2011-02-27",21.8228
"2011-02-28",22.2415
"2011-03-01",22.1963
"2011-03-02",22.2644
"2011-03-03",22.0762
"2011-03-04",22.7111
"2011-03-05",22.4102
"2011-03-06",22.1338
"2011-03-07",22.2662
"2011-03-08",21.4359
"2011-03-09",21.6283
"2011-03-10",20.9284
"2011-03-11",21.6629
"2011-03-12",22.5576
"2011-03-13",23.2284
"2011-03-14",22.9711
"2011-03-15",23.1685
"2011-03-16",23.0398
"2011-03-17",22.1024
"2011-03-18",22.18
"2011-03-19",22.9935
"2011-03-20",23.2159
"2011-03-21",23.1999
"2011-03-22",23.6398
"2011-03-23",23.4302
"2011-03-24",23.858
"2011-03-25",23.0302
"2011-03-26",23.4214
"2011-03-27",23.5261
"2011-03-28",23.8029
"2011-03-29",23.3087
"2011-03-30",22.8305
"2011-03-31",22.403
"2011-04-01",22.8866
"2011-04-02",23.0507
"2011-04-03",22.9274
"2011-04-04",22.7442
"2011-04-05",22.3667
"2011-04-06",22.0411
"2011-04-07",22.5549
"2011-04-08",23.0498
"2011-04-09",22.9243
"2011-04-10",22.8512
"2011-04-11",23.0648
"2011-04-12",22.744
"2011-04-13",22.9484
"2011-04-14",22.7009
"2011-04-15",22.8743
"2011-04-16",23.132
"2011-04-17",23.2297
"2011-04-18",23.4022
"2011-04-19",23.0946
"2011-04-20",23.2739
"2011-04-21",23.4453
"2011-04-22",23.7492
"2011-04-23",23.1336
"2011-04-24",23.5742
"2011-04-25",23.6845
"2011-04-26",23.9327
"2011-04-27",23.8552
"2011-04-28",23.2137
"2011-04-29",24.1576
"2011-04-30",24.1209
"2011-05-01",23.9366
"2011-05-02",23.4543
"2011-05-03",23.8667
"2011-05-04",24.4072
"2011-05-05",24.5866
"2011-05-06",24.5956
"2011-05-07",23.9933
"2011-05-08",23.8205
"2011-05-09",23.6705
"2011-05-10",23.7347
"2011-05-11",23.7579
"2011-05-12",24.0181
"2011-05-13",23.9559
"2011-05-14",24.0677
"2011-05-15",23.9932
"2011-05-16",24.4517
"2011-05-17",23.5302
"2011-05-18",23.5139
"2011-05-19",23.9482
"2011-05-20",24.0723
"2011-05-21",23.6152
"2011-05-22",23.7137
"2011-05-23",23.9115
"2011-05-24",24.3065
"2011-05-25",24.1371
"2011-05-26",23.9333
"2011-05-27",23.5504
"2011-05-28",23.2375
"2011-05-29",23.1667
"2011-05-30",23.446
"2011-05-31",23.3607
"2011-06-01",22.6099
"2011-06-02",22.7931
"2011-06-03",23.1534
"2011-06-04",23.3845
"2011-06-05",23.6008
"2011-06-06",23.3322
"2011-06-07",23.5023
"2011-06-08",23.5443
"2011-06-09",23.4714
"2011-06-10",23.5957
"2011-06-11",23.42
"2011-06-12",23.8372
"2011-06-13",23.4614
"2011-06-14",22.766
"2011-06-15",22.9115
"2011-06-16",22.822
"2011-06-17",22.9446
"2011-06-18",22.5206
"2011-06-19",21.8049
"2011-06-20",22.5713
"2011-06-21",22.5095
"2011-06-22",21.8853
"2011-06-23",22.4134
"2011-06-24",22.1929
"2011-06-25",22.6221
"2011-06-26",22.523
"2011-06-27",22.5008
"2011-06-28",21.8962
"2011-06-29",22.405
"2011-06-30",21.8996
"2011-07-01",21.8558
"2011-07-02",22.0106
"2011-07-03",22.2046
"2011-07-04",22.1716
"2011-07-05",22.5608
"2011-07-06",22.0553
"2011-07-07",22.2471
"2011-07-08",22.6046
"2011-07-09",22.6404
"2011-07-10",22.283
"2011-07-11",22.0106
"2011-07-12",22.0174
"2011-07-13",22.3747
"2011-07-14",22.191
"2011-07-15",22.4225
"2011-07-16",21.5719
"2011-07-17",22.3759
"2011-07-18",22.1324
"2011-07-19",22.2236
"2011-07-20",22.594
"2011-07-21",22.4289
"2011-07-22",22.5008
"2011-07-23",22.3979
"2011-07-24",22.7107
"2011-07-25",22.4973
"2011-07-26",22.507
"2011-07-27",21.9553
"2011-07-28",22.3242
"2011-07-29",22.5074
"2011-07-30",22.5576
"2011-07-31",21.9424
"2011-08-01",21.5312
"2011-08-02",22.3744
"2011-08-03",22.6342
"2011-08-04",22.8889
"2011-08-05",22.8599
"2011-08-06",22.2833
"2011-08-07",21.5814
"2011-08-08",22.7461
"2011-08-09",22.7989
"2011-08-10",22.5607
"2011-08-11",21.9945
"2011-08-12",21.8192
"2011-08-13",22.056
"2011-08-14",22.0356
"2011-08-15",22.6522
"2011-08-16",22.7047
"2011-08-17",22.6292
"2011-08-18",21.7074
"2011-08-19",21.544
"2011-08-20",21.7162
"2011-08-21",22.3314
"2011-08-22",22.6883
"2011-08-23",22.8185
"2011-08-24",22.5289
"2011-08-25",22.7051
"2011-08-26",22.2748
"2011-08-27",20.9809
"2011-08-28",21.7878
"2011-08-29",21.8751
"2011-08-30",22.3024
"2011-08-31",22.5425
"2011-09-01",22.3857
"2011-09-02",22.6291
"2011-09-03",22.1288
"2011-09-04",22.4245
"2011-09-05",22.9358
"2011-09-06",22.9598
"2011-09-07",22.2933
"2011-09-08",22.4457
"2011-09-09",22.5574
"2011-09-10",22.2705
"2011-09-11",22.3228
"2011-09-12",22.8582
"2011-09-13",22.3666
"2011-09-14",22.7224
"2011-09-15",22.7408
"2011-09-16",23.0073
"2011-09-17",22.3538
"2011-09-18",22.307
"2011-09-19",22.0705
"2011-09-20",21.2026
"2011-09-21",22.3535
"2011-09-22",22.5432
"2011-09-23",21.9706
"2011-09-24",21.7821
"2011-09-25",22.0177
"2011-09-26",22.1903
"2011-09-27",22.0472
"2011-09-28",21.4399
"2011-09-29",21.5968
"2011-09-30",22.7685
"2011-10-01",22.4543
"2011-10-02",21.964
"2011-10-03",22.1079
"2011-10-04",22.5996
"2011-10-05",22.5384
"2011-10-06",21.3392
"2011-10-07",20.9789
"2011-10-08",21.1951
"2011-10-09",22.1094
"2011-10-10",22.0417
"2011-10-11",21.8801
"2011-10-12",22.6849
"2011-10-13",23.0446
"2011-10-14",23.4138
"2011-10-15",23.1623
"2011-10-16",22.6202
"2011-10-17",22.9771
"2011-10-18",23.2752
"2011-10-19",23.3134
"2011-10-20",23.2424
"2011-10-21",23.1481
"2011-10-22",23.2118
"2011-10-23",22.9614
"2011-10-24",22.8787
"2011-10-25",23.0033
"2011-10-26",23.0704
"2011-10-27",22.9064
"2011-10-28",23.0075
"2011-10-29",23.0584
"2011-10-30",23.0687
"2011-10-31",23.4622
"2011-11-01",23.023
"2011-11-02",23.1857
"2011-11-03",22.9615
"2011-11-04",23.0651
"2011-11-05",23.4526
"2011-11-06",23.0698
"2011-11-07",22.8248
"2011-11-08",22.433
"2011-11-09",22.1334
"2011-11-10",22.0541
"2011-11-11",21.7344
"2011-11-12",22.3433
"2011-11-13",22.7899
"2011-11-14",21.9347
"2011-11-15",22.0527
"2011-11-16",22.8398
"2011-11-17",22.8791
"2011-11-18",22.9897
"2011-11-19",23.1729
"2011-11-20",23.1563
"2011-11-21",22.7843
"2011-11-22",22.4793
"2011-11-23",22.9363
"2011-11-24",23.1449
"2011-11-25",22.6266
"2011-11-26",23.1331
"2011-11-27",22.8809
"2011-11-28",22.649
"2011-11-29",23.2938
"2011-11-30",23.0245
"2011-12-01",22.3509
"2011-12-02",22.7406
"2011-12-03",22.6181
"2011-12-04",23.1644
"2011-12-05",22.6436
"2011-12-06",22.3955
"2011-12-07",22.2254
"2011-12-08",22.0637
"2011-12-09",22.7246
"2011-12-10",22.5084
"2011-12-11",22.8614
"2011-12-12",23.1125
"2011-12-13",22.9962
"2011-12-14",22.3523
"2011-12-15",21.3828
"2011-12-16",21.7714
"2011-12-17",22.1072
"2011-12-18",22.972
"2011-12-19",23.0548
"2011-12-20",22.4832
"2011-12-21",22.279
"2011-12-22",22.3567
"2011-12-23",22.6021
"2011-12-24",22.8797
"2011-12-25",22.6349
"2011-12-26",22.3321
"2011-12-27",20.4611
"2011-12-28",19.2187
"2011-12-29",20.4775
"2011-12-30",21.0973
"2011-12-31",19.9122
"2012-01-01",18.6201
"2012-01-02",19.6518
"2012-01-03",21.4186
"2012-01-04",22.7166
"2012-01-05",22.7263
"2012-01-06",22.1291
"2012-01-07",22.3859
"2012-01-08",22.4146
"2012-01-09",22.4002
"2012-01-10",21.8727
"2012-01-11",21.866
"2012-01-12",21.0886
"2012-01-13",20.3177
"2012-01-14",20.1503
"2012-01-15",18.7575
"2012-01-16",19.2412
"2012-01-17",19.8858
"2012-01-18",20.4705
"2012-01-19",21.0369
"2012-01-20",21.6049
"2012-01-21",21.6538
"2012-01-22",21.2336
"2012-01-23",20.6713
"2012-01-24",20.0264
"2012-01-25",20.6343
"2012-01-26",21.4211
"2012-01-27",21.6101
"2012-01-28",21.6302
"2012-01-29",20.8369
"2012-01-30",20.4184
"2012-01-31",19.9827
"2012-02-01",20.2752
"2012-02-02",20.6812
"2012-02-03",21.8652
"2012-02-04",22.1872
"2012-02-05",22.3343
"2012-02-06",22.4584
"2012-02-07",22.3847
"2012-02-08",22.7135
"2012-02-09",22.9464
"2012-02-10",22.9104
"2012-02-11",20.7047
"2012-02-12",20.7968
"2012-02-13",21.4628
"2012-02-14",22.2557
"2012-02-15",22.5102
"2012-02-16",22.6429
"2012-02-17",22.2066
"2012-02-18",20.8921
"2012-02-19",19.8132
"2012-02-20",20.4756
"2012-02-21",18.8072
"2012-02-22",18.8131
"2012-02-23",19.5166
"2012-02-24",18.9829
"2012-02-25",19.2959
"2012-02-26",21.5026
"2012-02-27",22.6444
"2012-02-28",22.7944
"2012-02-29",23.334
"2012-03-01",23.0896
"2012-03-02",23.1157
"2012-03-03",22.977
"2012-03-04",23.0748
"2012-03-05",22.4427
"2012-03-06",22
"2012-03-07",23.1557
"2012-03-08",21.8383
"2012-03-09",22.113
"2012-03-10",22.0756
"2012-03-11",21.9287
"2012-03-12",22.1635
"2012-03-13",22.4911
"2012-03-14",22.7206
"2012-03-15",23.0063
"2012-03-16",22.9079
"2012-03-17",22.5888
"2012-03-18",22.1574
"2012-03-19",21.957
"2012-03-20",21.8949
"2012-03-21",21.9961
"2012-03-22",21.6092
"2012-03-23",21.7423
"2012-03-24",21.0502
"2012-03-25",18.944
"2012-03-26",20.7414
"2012-03-27",21.5684
"2012-03-28",21.7678
"2012-03-29",22.3525
"2012-03-30",23.4252
"2012-03-31",23.2313
"2012-04-01",23.2779
"2012-04-02",22.6822
"2012-04-03",22.8545
"2012-04-04",22.7209
"2012-04-05",23.4778
"2012-04-06",23.4689
"2012-04-07",22.966
"2012-04-08",22.8689
"2012-04-09",22.4773
"2012-04-10",23.1351
"2012-04-11",23.421
"2012-04-12",23.3579
"2012-04-13",22.9307
"2012-04-14",23.2628
"2012-04-15",23.0168
"2012-04-16",23.2528
"2012-04-17",23.5355
"2012-04-18",23.5437
"2012-04-19",23.6482
"2012-04-20",22.8826
"2012-04-21",23.1272
"2012-04-22",23.5955
"2012-04-23",23.5248
"2012-04-24",23.5005
"2012-04-25",23.2035
"2012-04-26",23.4532
"2012-04-27",23.2174
"2012-04-28",23.5864
"2012-04-29",24.0183
"2012-04-30",23.9874
"2012-05-01",22.825
"2012-05-02",21.9913
"2012-05-03",21.0871
"2012-05-04",20.9572
"2012-05-05",21.6542
"2012-05-06",22.7964
"2012-05-07",23.5726
"2012-05-08",23.6546
"2012-05-09",23.1804
"2012-05-10",22.5581
"2012-05-11",22.9322
"2012-05-12",22.9507
"2012-05-13",21.9671
"2012-05-14",23.3907
"2012-05-15",22.7182
"2012-05-16",22.1207
"2012-05-17",21.4545
"2012-05-18",23.0302
"2012-05-19",24.1587
"2012-05-20",23.9305
"2012-05-21",23.8207
"2012-05-22",23.7956
"2012-05-23",23.5287
"2012-05-24",23.4158
"2012-05-25",23.2491
"2012-05-26",22.5945
"2012-05-27",23.3678
"2012-05-28",23.3167
"2012-05-29",23.6976
"2012-05-30",22.7335
"2012-05-31",23.1829
"2012-06-01",23.4217
"2012-06-02",24.0229
"2012-06-03",23.462
"2012-06-04",23.3712
"2012-06-05",23.4266
"2012-06-06",22.892
"2012-06-07",22.9825
"2012-06-08",22.949
"2012-06-09",22.8952
"2012-06-10",22.6574
"2012-06-11",22.5663
"2012-06-12",22.7066
"2012-06-13",22.3388
"2012-06-14",22.668
"2012-06-15",22.4719
"2012-06-16",22.4695
"2012-06-17",22.2775
"2012-06-18",21.8896
"2012-06-19",21.2976
"2012-06-20",22.4661
"2012-06-21",22.5498
"2012-06-22",22.1888
"2012-06-23",22.523
"2012-06-24",23.139
"2012-06-25",22.7759
"2012-06-26",22.5153
"2012-06-27",22.8645
"2012-06-28",22.2132
"2012-06-29",22.3233
"2012-06-30",21.9867
"2012-07-01",22.3528
"2012-07-02",22.1412
"2012-07-03",22.572
"2012-07-04",22.1448
"2012-07-05",22.1507
"2012-07-06",22.6679
"2012-07-07",22.5301
"2012-07-08",22.6092
"2012-07-09",22.2844
"2012-07-10",21.5695
"2012-07-11",20.6326
"2012-07-12",22.1525
"2012-07-13",22.4435
"2012-07-14",22.5409
"2012-07-15",22.7851
"2012-07-16",23.1364
"2012-07-17",22.9145
"2012-07-18",22.4239
"2012-07-19",21.3896
"2012-07-20",21.8562
"2012-07-21",22.2456
"2012-07-22",21.8542
"2012-07-23",22.0536
"2012-07-24",22.2787
"2012-07-25",22.1622
"2012-07-26",21.7817
"2012-07-27",21.8976
"2012-07-28",21.8689
"2012-07-29",22.4428
"2012-07-30",22.276
"2012-07-31",21.6868
"2012-08-01",22.1623
"2012-08-02",21.966
"2012-08-03",21.8795
"2012-08-04",22.0443
"2012-08-05",22.6018
"2012-08-06",22.5991
"2012-08-07",22.3355
"2012-08-08",21.8965
"2012-08-09",21.6033
"2012-08-10",22.0718
"2012-08-11",22.3761
"2012-08-12",22.776
"2012-08-13",23.0689
"2012-08-14",22.8301
"2012-08-15",22.4947
"2012-08-16",22.1231
"2012-08-17",21.0804
"2012-08-18",21.4439
"2012-08-19",21.649
"2012-08-20",21.8688
"2012-08-21",22.1786
"2012-08-22",22.3326
"2012-08-23",22.2923
"2012-08-24",22.5345
"2012-08-25",22.4426
"2012-08-26",22.1386
"2012-08-27",22.178
"2012-08-28",22.0509
"2012-08-29",22.2227
"2012-08-30",22.3248
"2012-08-31",22.8386
"2012-09-01",23.1
"2012-09-02",22.942
"2012-09-03",22.8652
"2012-09-04",22.2656
"2012-09-05",22.469
"2012-09-06",23.15
"2012-09-07",22.836
"2012-09-08",23.0366
"2012-09-09",22.4835
"2012-09-10",21.946
"2012-09-11",22.4786
"2012-09-12",22.8083
"2012-09-13",22.813
"2012-09-14",22.2718
"2012-09-15",22.3238
"2012-09-16",22.7761
"2012-09-17",22.805
"2012-09-18",22.3098
"2012-09-19",22.815
"2012-09-20",23.0005
"2012-09-21",23.0382
"2012-09-22",22.6206
"2012-09-23",22.6988
"2012-09-24",22.22
"2012-09-25",21.8859
"2012-09-26",21.1889
"2012-09-27",21.199
"2012-09-28",22.0734
"2012-09-29",21.7819
"2012-09-30",21.8844
"2012-10-01",22.6214
"2012-10-02",21.5959
"2012-10-03",22.0097
"2012-10-04",22.0904
"2012-10-05",21.623
"2012-10-06",22.5979
"2012-10-07",23.0447
"2012-10-08",23.5578
"2012-10-09",23.2519
"2012-10-10",23.1533
"2012-10-11",23.0762
"2012-10-12",23.3376
"2012-10-13",23.1069
"2012-10-14",22.6663
"2012-10-15",22.5127
"2012-10-16",22.5912
"2012-10-17",22.6211
"2012-10-18",22.8242
"2012-10-19",23.025
"2012-10-20",23.2344
"2012-10-21",23.1504
"2012-10-22",22.8162
"2012-10-23",22.9468
"2012-10-24",23.434
"2012-10-25",23.2445
"2012-10-26",23.4787
"2012-10-27",23.6503
"2012-10-28",23.5186
"2012-10-29",22.4659
"2012-10-30",22.4448
"2012-10-31",23.095
"2012-11-01",22.4707
"2012-11-02",23.2597
"2012-11-03",23.239
"2012-11-04",23.3897
"2012-11-05",22.7618
"2012-11-06",22.861
"2012-11-07",23.1834
"2012-11-08",22.9207
"2012-11-09",23.2225
"2012-11-10",23.0384
"2012-11-11",22.5751
"2012-11-12",22.8364
"2012-11-13",23.1994
"2012-11-14",23.3508
"2012-11-15",23.2376
"2012-11-16",22.85
"2012-11-17",23.5145
"2012-11-18",23.4938
"2012-11-19",23.2108
"2012-11-20",23.2596
"2012-11-21",22.9015
"2012-11-22",23.6078
"2012-11-23",23.4822
"2012-11-24",23.1002
"2012-11-25",23.0168
"2012-11-26",23.5032
