,"(deg C) Mean Dew Point Temperature (ERA5) at Matale, 2007-01-01 to 2025-12-31"
"2009-12-14",23.2061
"2009-12-15",23.1795
"2009-12-16",23.0135
"2009-12-17",22.551
"2009-12-18",23.0411
"2009-12-19",23.0464
"2009-12-20",23.067
"2009-12-21",22.9512
"2009-12-22",22.8117
"2009-12-23",22.4039
"2009-12-24",22.5647
"2009-12-25",22.5374
"2009-12-26",22.8854
"2009-12-27",22.5984
"2009-12-28",22.4662
"2009-12-29",22.0322
"2009-12-30",21.1415
"2009-12-31",20.6951
"2010-01-01",20.6583
"2010-01-02",21.4055
"2010-01-03",21.6186
"2010-01-04",19.565
"2010-01-05",17.843
"2010-01-06",18.1444
"2010-01-07",20.3126
"2010-01-08",22.6143
"2010-01-09",22.694
"2010-01-10",22.4023
"2010-01-11",22.6196
"2010-01-12",22.4987
"2010-01-13",22.9695
"2010-01-14",22.1671
"2010-01-15",20.6097
"2010-01-16",22.112
"2010-01-17",22.1301
"2010-01-18",22.0569
"2010-01-19",20.9975
"2010-01-20",20.2746
"2010-01-21",19.2776
"2010-01-22",18.681
"2010-01-23",18.6559
"2010-01-24",18.964
"2010-01-25",20.04
"2010-01-26",20.8907
"2010-01-27",22.4791
"2010-01-28",22.0992
"2010-01-29",21.404
"2010-01-30",20.9289
"2010-01-31",21.8119
"2010-02-01",22.1079
"2010-02-02",21.9802
"2010-02-03",20.9911
"2010-02-04",20.4732
"2010-02-05",20.0047
"2010-02-06",19.9558
"2010-02-07",19.0876
"2010-02-08",19.0521
"2010-02-09",20.9671
"2010-02-10",22.7124
"2010-02-11",22.1768
"2010-02-12",22.8487
"2010-02-13",22.7527
"2010-02-14",21.1088
"2010-02-15",20.4937
"2010-02-16",22.4295
"2010-02-17",23.261
"2010-02-18",21.3346
"2010-02-19",20.9198
"2010-02-20",21.4127
"2010-02-21",21.0827
"2010-02-22",21.0565
"2010-02-23",19.5757
"2010-02-24",19.0528
"2010-02-25",20.8392
"2010-02-26",20.7942
"2010-02-27",19.8756
"2010-02-28",19.4866
"2010-03-01",19.0895
"2010-03-02",18.9268
"2010-03-03",18.6848
"2010-03-04",20.442
"2010-03-05",20.0197
"2010-03-06",19.7815
"2010-03-07",22.0084
"2010-03-08",22.6006
"2010-03-09",20.9274
"2010-03-10",20.4263
"2010-03-11",20.9487
"2010-03-12",21.7705
"2010-03-13",22.6281
"2010-03-14",21.6105
"2010-03-15",19.2006
"2010-03-16",19.9289
"2010-03-17",20.4145
"2010-03-18",21.4875
"2010-03-19",21.6023
"2010-03-20",21.5825
"2010-03-21",21.1681
"2010-03-22",21.3265
"2010-03-23",21.8771
"2010-03-24",23.8131
"2010-03-25",23.7902
"2010-03-26",23.5724
"2010-03-27",23.3159
"2010-03-28",23.6441
"2010-03-29",23.6929
"2010-03-30",23.3752
"2010-03-31",23.1184
"2010-04-01",23.8534
"2010-04-02",23.9455
"2010-04-03",23.5832
"2010-04-04",23.3478
"2010-04-05",23.0344
"2010-04-06",23.6249
"2010-04-07",23.869
"2010-04-08",24.1955
"2010-04-09",23.9244
"2010-04-10",23.7979
"2010-04-11",24.4782
"2010-04-12",24.8735
"2010-04-13",24.5985
"2010-04-14",23.7129
"2010-04-15",23.8105
"2010-04-16",23.7093
"2010-04-17",23.4908
"2010-04-18",23.8886
"2010-04-19",24.1036
"2010-04-20",24.4291
"2010-04-21",24.3144
"2010-04-22",24.5395
"2010-04-23",23.9409
"2010-04-24",23.5774
"2010-04-25",24.1742
"2010-04-26",23.8494
"2010-04-27",23.6454
"2010-04-28",23.7964
"2010-04-29",24.0926
"2010-04-30",23.9963
"2010-05-01",24.265
"2010-05-02",24.6644
"2010-05-03",24.4077
"2010-05-04",24.6715
"2010-05-05",24.5019
"2010-05-06",24.6958
"2010-05-07",24.5731
"2010-05-08",24.6575
"2010-05-09",24.333
"2010-05-10",24.4374
"2010-05-11",24.4915
"2010-05-12",25.3553
"2010-05-13",25.1868
"2010-05-14",24.2447
"2010-05-15",24.3794
"2010-05-16",24.6268
"2010-05-17",23.7424
"2010-05-18",23.6162
"2010-05-19",23.8852
"2010-05-20",23.6172
"2010-05-21",23.4707
"2010-05-22",24.0035
"2010-05-23",24.0133
"2010-05-24",23.861
"2010-05-25",23.905
"2010-05-26",24.194
"2010-05-27",23.9373
"2010-05-28",23.9014
"2010-05-29",24.0072
"2010-05-30",23.8098
"2010-05-31",23.7153
"2010-06-01",23.7796
"2010-06-02",23.9707
"2010-06-03",24.253
"2010-06-04",24.1401
"2010-06-05",23.7752
"2010-06-06",23.2952
"2010-06-07",22.7927
"2010-06-08",22.8263
"2010-06-09",23.2184
"2010-06-10",23.4638
"2010-06-11",23.1416
"2010-06-12",23.343
"2010-06-13",23.0926
"2010-06-14",22.9387
"2010-06-15",23.0556
"2010-06-16",23.319
"2010-06-17",23.2796
"2010-06-18",22.797
"2010-06-19",23.0331
"2010-06-20",23.0539
"2010-06-21",23.3307
"2010-06-22",23.444
"2010-06-23",23.1467
"2010-06-24",22.5459
"2010-06-25",22.7526
"2010-06-26",23.1457
"2010-06-27",23.0442
"2010-06-28",23.1608
"2010-06-29",22.8275
"2010-06-30",22.279
"2010-07-01",22.5709
"2010-07-02",23.1333
"2010-07-03",23.1576
"2010-07-04",22.8474
"2010-07-05",22.9752
"2010-07-06",22.4403
"2010-07-07",22.6582
"2010-07-08",23.0365
"2010-07-09",22.8997
"2010-07-10",23.0724
"2010-07-11",22.8512
"2010-07-12",22.0284
"2010-07-13",21.9288
"2010-07-14",22.4538
"2010-07-15",22.7573
"2010-07-16",22.4494
"2010-07-17",23.0388
"2010-07-18",22.8566
"2010-07-19",23.1347
"2010-07-20",22.915
"2010-07-21",22.3634
"2010-07-22",22.8523
"2010-07-23",22.7552
"2010-07-24",22.0374
"2010-07-25",22.4907
"2010-07-26",22.0636
"2010-07-27",22.4427
"2010-07-28",22.6055
"2010-07-29",22.5482
"2010-07-30",22.157
"2010-07-31",21.8237
"2010-08-01",22.1642
"2010-08-02",22.2948
"2010-08-03",22.3345
"2010-08-04",22.4852
"2010-08-05",22.3183
"2010-08-06",22.3045
"2010-08-07",22.3965
"2010-08-08",22.8256
"2010-08-09",22.8498
"2010-08-10",22.8755
"2010-08-11",22.7721
"2010-08-12",22.3242
"2010-08-13",22.5646
"2010-08-14",22.8617
"2010-08-15",22.4587
"2010-08-16",21.9751
"2010-08-17",21.7591
"2010-08-18",22.047
"2010-08-19",22.4638
"2010-08-20",23.0256
"2010-08-21",21.893
"2010-08-22",21.9926
"2010-08-23",22.4656
"2010-08-24",22.8341
"2010-08-25",22.2665
"2010-08-26",22.0596
"2010-08-27",21.5902
"2010-08-28",22.2186
"2010-08-29",22.7504
"2010-08-30",21.7878
"2010-08-31",21.0126
"2010-09-01",21.4721
"2010-09-02",22.2227
"2010-09-03",22.3917
"2010-09-04",22.0841
"2010-09-05",21.7685
"2010-09-06",22.0381
"2010-09-07",22.3106
"2010-09-08",22.3389
"2010-09-09",22.2304
"2010-09-10",22.4941
"2010-09-11",22.6763
"2010-09-12",22.942
"2010-09-13",22.4642
"2010-09-14",22.2816
"2010-09-15",22.0914
"2010-09-16",22.2461
"2010-09-17",22.4705
"2010-09-18",22.6935
"2010-09-19",22.8317
"2010-09-20",22.7306
"2010-09-21",22.8319
"2010-09-22",22.9433
"2010-09-23",22.9183
"2010-09-24",22.0932
"2010-09-25",22.3059
"2010-09-26",23.0768
"2010-09-27",23.39
"2010-09-28",22.6723
"2010-09-29",21.4986
"2010-09-30",22.4415
"2010-10-01",22.9986
"2010-10-02",23.0029
"2010-10-03",22.2806
"2010-10-04",22.7684
"2010-10-05",23.2172
"2010-10-06",23.2487
"2010-10-07",23.3436
"2010-10-08",23.1888
"2010-10-09",22.8991
"2010-10-10",22.4622
"2010-10-11",22.3836
"2010-10-12",22.342
"2010-10-13",21.6514
"2010-10-14",21.8269
"2010-10-15",21.5419
"2010-10-16",22.0786
"2010-10-17",21.9719
"2010-10-18",22.3488
"2010-10-19",22.995
"2010-10-20",22.4866
"2010-10-21",21.769
"2010-10-22",21.427
"2010-10-23",20.7948
"2010-10-24",22.5885
"2010-10-25",22.4287
"2010-10-26",22.1573
"2010-10-27",22.7904
"2010-10-28",22.5503
"2010-10-29",22.7261
"2010-10-30",23.1866
"2010-10-31",23.0903
"2010-11-01",22.5039
"2010-11-02",21.8496
"2010-11-03",22.6215
"2010-11-04",23.0034
"2010-11-05",22.704
"2010-11-06",22.5516
"2010-11-07",22.9392
"2010-11-08",22.2357
"2010-11-09",22.8654
"2010-11-10",22.7525
"2010-11-11",22.5389
"2010-11-12",23.0126
"2010-11-13",23.3944
"2010-11-14",22.9809
"2010-11-15",22.929
"2010-11-16",22.3167
"2010-11-17",22.4375
"2010-11-18",22.5193
"2010-11-19",22.9972
"2010-11-20",22.8931
"2010-11-21",22.4043
"2010-11-22",22.4459
"2010-11-23",22.6973
"2010-11-24",23.0924
"2010-11-25",23.2829
"2010-11-26",22.9699
"2010-11-27",23.0906
"2010-11-28",23.163
"2010-11-29",22.67
"2010-11-30",22.6373
"2010-12-01",22.7837
"2010-12-02",22.8746
"2010-12-03",22.4716
"2010-12-04",22.7836
"2010-12-05",21.1066
"2010-12-06",21.8825
"2010-12-07",21.9307
"2010-12-08",21.788
"2010-12-09",21.006
"2010-12-10",21.4967
"2010-12-11",21.8262
"2010-12-12",21.9293
"2010-12-13",20.6408
"2010-12-14",21.9876
"2010-12-15",22.3337
"2010-12-16",21.7526
"2010-12-17",22.014
"2010-12-18",21.6439
"2010-12-19",20.3136
"2010-12-20",22.057
"2010-12-21",22.6262
"2010-12-22",22.0146
"2010-12-23",21.861
"2010-12-24",22.0572
"2010-12-25",22.022
"2010-12-26",21.7727
"2010-12-27",20.88
"2010-12-28",22.2915
"2010-12-29",21.9997
"2010-12-30",21.9842
"2010-12-31",22.2625
"2011-01-01",22.4459
"2011-01-02",22.4112
"2011-01-03",21.618
"2011-01-04",22.0944
"2011-01-05",22.0596
"2011-01-06",21.734
"2011-01-07",22.3776
"2011-01-08",22.5347
"2011-01-09",21.1776
"2011-01-10",21.9638
"2011-01-11",21.3958
"2011-01-12",19.7642
"2011-01-13",18.0952
"2011-01-14",21.6537
"2011-01-15",22.8732
"2011-01-16",22.4998
"2011-01-17",22.5094
"2011-01-18",21.4103
"2011-01-19",19.5398
"2011-01-20",18.844
"2011-01-21",19.279
"2011-01-22",19.8116
"2011-01-23",19.8256
"2011-01-24",19.796
"2011-01-25",21.2523
"2011-01-26",21.9857
"2011-01-27",22.2559
"2011-01-28",22.2823
"2011-01-29",22.0783
"2011-01-30",22.5654
"2011-01-31",22.2295
"2011-02-01",21.5537
"2011-02-02",21.3569
"2011-02-03",21.9315
"2011-02-04",21.8442
"2011-02-05",22.4936
"2011-02-06",22.8837
"2011-02-07",22.2893
"2011-02-08",22.5191
"2011-02-09",22.1757
"2011-02-10",20.3028
"2011-02-11",19.7176
"2011-02-12",19.7121
"2011-02-13",19.6214
"2011-02-14",20.9986
"2011-02-15",22.1553
"2011-02-16",22.1601
"2011-02-17",22.2581
"2011-02-18",22.2424
"2011-02-19",22.3647
"2011-02-20",22.6808
"2011-02-21",22.6804
"2011-02-22",21.4419
"2011-02-23",20.9737
"2011-02-24",21.0084
"2011-02-25",20.6592
"2011-02-26",20.0656
"2011-02-27",20.5948
"2011-02-28",22.2575
"2011-03-01",21.948
"2011-03-02",21.9075
"2011-03-03",21.9786
"2011-03-04",22.1836
"2011-03-05",22.0681
"2011-03-06",21.6753
"2011-03-07",20.8764
"2011-03-08",19.5952
"2011-03-09",18.5063
"2011-03-10",16.7614
"2011-03-11",18.7516
"2011-03-12",22.6263
"2011-03-13",22.7002
"2011-03-14",22.6768
"2011-03-15",22.5263
"2011-03-16",22.4151
"2011-03-17",20.5001
"2011-03-18",21.4824
"2011-03-19",22.409
"2011-03-20",22.9045
"2011-03-21",22.9123
"2011-03-22",22.6332
"2011-03-23",22.5932
"2011-03-24",22.7838
"2011-03-25",22.1773
"2011-03-26",23.1877
"2011-03-27",22.6704
"2011-03-28",22.6055
"2011-03-29",22.0892
"2011-03-30",20.5775
"2011-03-31",20.6067
"2011-04-01",21.6303
"2011-04-02",21.8727
"2011-04-03",22.099
"2011-04-04",21.3581
"2011-04-05",20.2468
"2011-04-06",20.0414
"2011-04-07",21.9519
"2011-04-08",22.616
"2011-04-09",22.5425
"2011-04-10",22.5601
"2011-04-11",22.9129
"2011-04-12",22.675
"2011-04-13",22.7348
"2011-04-14",22.1758
"2011-04-15",22.466
"2011-04-16",22.8412
"2011-04-17",22.7995
"2011-04-18",22.9769
"2011-04-19",22.8075
"2011-04-20",23.0703
"2011-04-21",23.2034
"2011-04-22",23.5759
"2011-04-23",22.3674
"2011-04-24",22.9987
"2011-04-25",22.8153
"2011-04-26",23.6611
"2011-04-27",23.6866
"2011-04-28",23.2962
"2011-04-29",23.9938
"2011-04-30",23.8511
"2011-05-01",23.9858
"2011-05-02",23.5005
"2011-05-03",23.9538
"2011-05-04",24.3033
"2011-05-05",24.3847
"2011-05-06",24.3129
"2011-05-07",23.5337
"2011-05-08",23.0555
"2011-05-09",22.7256
"2011-05-10",22.7903
"2011-05-11",23.0921
"2011-05-12",23.2619
"2011-05-13",22.9474
"2011-05-14",21.7401
"2011-05-15",23.2917
"2011-05-16",23.4302
"2011-05-17",23.0898
"2011-05-18",22.8111
"2011-05-19",22.8322
"2011-05-20",23.0122
"2011-05-21",22.9864
"2011-05-22",23.0174
"2011-05-23",23.3517
"2011-05-24",23.8275
"2011-05-25",24.1147
"2011-05-26",23.997
"2011-05-27",23.5921
"2011-05-28",23.4163
"2011-05-29",23.2276
"2011-05-30",23.2457
"2011-05-31",23.1626
"2011-06-01",22.8406
"2011-06-02",22.4972
"2011-06-03",22.9771
"2011-06-04",23.1891
"2011-06-05",23.4815
"2011-06-06",23.0757
"2011-06-07",22.9747
"2011-06-08",22.9751
"2011-06-09",22.6817
"2011-06-10",22.7406
"2011-06-11",22.5376
"2011-06-12",23.0722
"2011-06-13",23.1235
"2011-06-14",22.7554
"2011-06-15",22.9896
"2011-06-16",23.1743
"2011-06-17",23.2361
"2011-06-18",22.956
"2011-06-19",21.9356
"2011-06-20",22.421
"2011-06-21",22.4505
"2011-06-22",21.979
"2011-06-23",22.3944
"2011-06-24",22.573
"2011-06-25",22.8986
"2011-06-26",22.6602
"2011-06-27",23.111
"2011-06-28",22.3624
"2011-06-29",22.2827
"2011-06-30",21.8399
"2011-07-01",22.1436
"2011-07-02",21.8996
"2011-07-03",21.8651
"2011-07-04",21.9801
"2011-07-05",22.4788
"2011-07-06",22.4625
"2011-07-07",22.4396
"2011-07-08",22.79
"2011-07-09",22.7383
"2011-07-10",22.4256
"2011-07-11",22.3691
"2011-07-12",22.2733
"2011-07-13",22.2388
"2011-07-14",22.4185
"2011-07-15",22.2491
"2011-07-16",21.4857
"2011-07-17",22.1202
"2011-07-18",21.7494
"2011-07-19",21.8351
"2011-07-20",22.2451
"2011-07-21",21.8976
"2011-07-22",21.9856
"2011-07-23",21.9721
"2011-07-24",22.7001
"2011-07-25",22.7856
"2011-07-26",22.028
"2011-07-27",21.9486
"2011-07-28",22.4132
"2011-07-29",22.1038
"2011-07-30",22.2427
"2011-07-31",21.7705
"2011-08-01",21.7215
"2011-08-02",21.778
"2011-08-03",22.0395
"2011-08-04",21.7581
"2011-08-05",22.5057
"2011-08-06",22.615
"2011-08-07",21.9646
"2011-08-08",22.3264
"2011-08-09",22.3943
"2011-08-10",22.1971
"2011-08-11",22.2165
"2011-08-12",22.266
"2011-08-13",22.1089
"2011-08-14",21.8406
"2011-08-15",22.3867
"2011-08-16",22.6507
"2011-08-17",22.4718
"2011-08-18",21.6346
"2011-08-19",21.6135
"2011-08-20",21.9935
"2011-08-21",22.0127
"2011-08-22",22.2399
"2011-08-23",22.0539
"2011-08-24",21.7917
"2011-08-25",22.048
"2011-08-26",22.1082
"2011-08-27",21.9371
"2011-08-28",21.7777
"2011-08-29",21.3376
"2011-08-30",22.0428
"2011-08-31",22.0277
"2011-09-01",22.234
"2011-09-02",22.377
"2011-09-03",21.8071
"2011-09-04",21.4151
"2011-09-05",22.3549
"2011-09-06",22.4755
"2011-09-07",22.0835
"2011-09-08",22.1568
"2011-09-09",22.5911
"2011-09-10",22.5648
"2011-09-11",22.6173
"2011-09-12",22.7655
"2011-09-13",22.6943
"2011-09-14",22.6429
"2011-09-15",22.4955
"2011-09-16",22.3577
"2011-09-17",22.2101
"2011-09-18",21.9387
"2011-09-19",21.5946
"2011-09-20",21.011
"2011-09-21",22.5229
"2011-09-22",22.237
"2011-09-23",21.1932
"2011-09-24",21.1267
"2011-09-25",21.5437
"2011-09-26",21.6396
"2011-09-27",21.6581
"2011-09-28",21.0503
"2011-09-29",21.3156
"2011-09-30",22.319
"2011-10-01",22.4378
"2011-10-02",21.4447
"2011-10-03",21.8347
"2011-10-04",22.3397
"2011-10-05",22.3406
"2011-10-06",21.3062
"2011-10-07",21.6606
"2011-10-08",22.1655
"2011-10-09",21.7143
"2011-10-10",21.1577
"2011-10-11",21.9022
"2011-10-12",22.4885
"2011-10-13",22.9127
"2011-10-14",23.2709
"2011-10-15",23.2175
"2011-10-16",22.5041
"2011-10-17",22.3368
"2011-10-18",22.501
"2011-10-19",22.6572
"2011-10-20",22.9483
"2011-10-21",22.9749
"2011-10-22",23.2893
"2011-10-23",22.9276
"2011-10-24",22.9615
"2011-10-25",22.9401
"2011-10-26",23.019
"2011-10-27",23.113
"2011-10-28",22.74
"2011-10-29",23.0981
"2011-10-30",23.2307
"2011-10-31",23.107
"2011-11-01",22.8029
"2011-11-02",22.4878
"2011-11-03",22.8909
"2011-11-04",22.7919
"2011-11-05",23.0626
"2011-11-06",23.0592
"2011-11-07",22.8583
"2011-11-08",22.1294
"2011-11-09",19.7281
"2011-11-10",19.5616
"2011-11-11",20.135
"2011-11-12",21.5039
"2011-11-13",21.8497
"2011-11-14",21.2414
"2011-11-15",21.9054
"2011-11-16",22.5702
"2011-11-17",23.086
"2011-11-18",22.8686
"2011-11-19",22.9477
"2011-11-20",22.6692
"2011-11-21",22.6312
"2011-11-22",22.4676
"2011-11-23",22.7253
"2011-11-24",22.9513
"2011-11-25",22.6255
"2011-11-26",22.5329
"2011-11-27",22.4085
"2011-11-28",22.3407
"2011-11-29",23.1311
"2011-11-30",23.0148
"2011-12-01",22.8057
"2011-12-02",22.3245
"2011-12-03",21.1242
"2011-12-04",21.3021
"2011-12-05",21.0865
"2011-12-06",21.9751
"2011-12-07",20.1064
"2011-12-08",21.2839
"2011-12-09",22.5012
"2011-12-10",22.5142
"2011-12-11",22.9101
"2011-12-12",22.9805
"2011-12-13",22.6634
"2011-12-14",22.3273
"2011-12-15",21.2244
"2011-12-16",21.1045
"2011-12-17",22.059
"2011-12-18",23.0017
"2011-12-19",22.9501
"2011-12-20",22.3043
"2011-12-21",21.2561
"2011-12-22",21.4039
"2011-12-23",22.4205
"2011-12-24",21.7322
"2011-12-25",20.649
"2011-12-26",20.3515
"2011-12-27",18.3187
"2011-12-28",17.8738
"2011-12-29",19.9945
"2011-12-30",21.3175
"2011-12-31",20.4839
"2012-01-01",18.694
"2012-01-02",20.1982
"2012-01-03",21.7016
"2012-01-04",23.2115
"2012-01-05",22.8939
"2012-01-06",22.2553
"2012-01-07",22.5973
"2012-01-08",22.6072
"2012-01-09",22.472
"2012-01-10",21.1437
"2012-01-11",21.0697
"2012-01-12",20.5172
"2012-01-13",19.8617
"2012-01-14",19.291
"2012-01-15",17.2432
"2012-01-16",17.3689
"2012-01-17",18.2812
"2012-01-18",18.9083
"2012-01-19",19.2619
"2012-01-20",19.7501
"2012-01-21",19.427
"2012-01-22",20.3419
"2012-01-23",18.8639
"2012-01-24",18.3827
"2012-01-25",18.2839
"2012-01-26",19.4885
"2012-01-27",20.4381
"2012-01-28",20.7321
"2012-01-29",19.2077
"2012-01-30",18.6981
"2012-01-31",19.3431
"2012-02-01",19.6393
"2012-02-02",21.0962
"2012-02-03",21.9967
"2012-02-04",22.2568
"2012-02-05",22.2945
"2012-02-06",22.2399
"2012-02-07",22.2487
"2012-02-08",22.5449
"2012-02-09",22.5616
"2012-02-10",22.4573
"2012-02-11",20.6962
"2012-02-12",20.4955
"2012-02-13",21.2834
"2012-02-14",22.1548
"2012-02-15",22.2816
"2012-02-16",22.5271
"2012-02-17",21.6321
"2012-02-18",19.9029
"2012-02-19",20.4672
"2012-02-20",19.8408
"2012-02-21",18.5334
"2012-02-22",18.7171
"2012-02-23",18.6213
"2012-02-24",17.9358
"2012-02-25",19.1995
"2012-02-26",20.7657
"2012-02-27",21.8532
"2012-02-28",22.2803
"2012-02-29",22.6642
"2012-03-01",22.3672
"2012-03-02",21.9664
"2012-03-03",21.7927
"2012-03-04",21.8831
"2012-03-05",21.0095
"2012-03-06",21.0617
"2012-03-07",21.1333
"2012-03-08",21.0641
"2012-03-09",20.3953
"2012-03-10",21.2898
"2012-03-11",20.4409
"2012-03-12",21.3446
"2012-03-13",22.1846
"2012-03-14",22.2348
"2012-03-15",22.7377
"2012-03-16",22.8417
"2012-03-17",22.1193
"2012-03-18",20.9771
"2012-03-19",20.1677
"2012-03-20",19.4976
"2012-03-21",20.2103
"2012-03-22",20.1108
"2012-03-23",18.7348
"2012-03-24",16.685
"2012-03-25",16.5089
"2012-03-26",18.7184
"2012-03-27",20.6345
"2012-03-28",21.9696
"2012-03-29",22.171
"2012-03-30",22.8032
"2012-03-31",21.5107
"2012-04-01",21.7981
"2012-04-02",21.7019
"2012-04-03",21.8379
"2012-04-04",21.941
"2012-04-05",22.6228
"2012-04-06",22.4871
"2012-04-07",22.5767
"2012-04-08",22.2614
"2012-04-09",21.9392
"2012-04-10",22.4817
"2012-04-11",23.1139
"2012-04-12",22.8522
"2012-04-13",22.4115
"2012-04-14",22.5427
"2012-04-15",22.8346
"2012-04-16",22.9514
"2012-04-17",23.2273
"2012-04-18",23.345
"2012-04-19",23.6172
"2012-04-20",22.3172
"2012-04-21",22.2758
"2012-04-22",22.866
"2012-04-23",22.9611
"2012-04-24",23.1892
"2012-04-25",22.6741
"2012-04-26",22.6589
"2012-04-27",22.3311
"2012-04-28",22.2527
"2012-04-29",23.3455
"2012-04-30",23.4026
"2012-05-01",22.3487
"2012-05-02",20.7504
"2012-05-03",19.8202
"2012-05-04",20.2721
"2012-05-05",21.5288
"2012-05-06",22.9826
"2012-05-07",23.0413
"2012-05-08",22.8553
"2012-05-09",22.5646
"2012-05-10",22.095
"2012-05-11",22.6116
"2012-05-12",21.6669
"2012-05-13",22.4232
"2012-05-14",23.1324
"2012-05-15",22.2797
"2012-05-16",21.7107
"2012-05-17",21.7835
"2012-05-18",23.5002
"2012-05-19",23.3405
"2012-05-20",23.9979
"2012-05-21",23.6117
"2012-05-22",23.376
"2012-05-23",23.282
"2012-05-24",23.1856
"2012-05-25",23.1975
"2012-05-26",22.4647
"2012-05-27",23.1543
"2012-05-28",22.44
"2012-05-29",22.2798
"2012-05-30",21.5842
"2012-05-31",22.2876
"2012-06-01",23.3085
"2012-06-02",23.19
"2012-06-03",23.246
"2012-06-04",23.128
"2012-06-05",23.0608
"2012-06-06",23.1517
"2012-06-07",23.0042
"2012-06-08",22.9804
"2012-06-09",23.0575
"2012-06-10",22.4221
"2012-06-11",22.1352
"2012-06-12",21.8672
"2012-06-13",21.9632
"2012-06-14",22.1953
"2012-06-15",22.5389
"2012-06-16",22.6048
"2012-06-17",22.3913
"2012-06-18",22.093
"2012-06-19",21.8152
"2012-06-20",22.1927
"2012-06-21",22.357
"2012-06-22",22.1502
"2012-06-23",22.3194
"2012-06-24",22.4771
"2012-06-25",22.0016
"2012-06-26",21.9017
"2012-06-27",22.1812
"2012-06-28",21.9743
"2012-06-29",22.0469
"2012-06-30",21.9594
"2012-07-01",22.4422
"2012-07-02",22.5661
"2012-07-03",22.5796
"2012-07-04",21.9851
"2012-07-05",22.1007
"2012-07-06",22.3533
"2012-07-07",22.443
"2012-07-08",22.4658
"2012-07-09",22.5771
"2012-07-10",21.9833
"2012-07-11",20.9337
"2012-07-12",21.9018
"2012-07-13",22.4431
"2012-07-14",22.5401
"2012-07-15",22.5507
"2012-07-16",22.5264
"2012-07-17",22.0706
"2012-07-18",22.2629
"2012-07-19",21.6189
"2012-07-20",22.0141
"2012-07-21",22.1784
"2012-07-22",21.7067
"2012-07-23",22.0077
"2012-07-24",22.1092
"2012-07-25",22.5164
"2012-07-26",22.0371
"2012-07-27",21.5043
"2012-07-28",21.5773
"2012-07-29",21.8957
"2012-07-30",21.6119
"2012-07-31",21.2017
"2012-08-01",21.3561
"2012-08-02",21.055
"2012-08-03",21.6927
"2012-08-04",22.0387
"2012-08-05",22.2662
"2012-08-06",22.1157
"2012-08-07",21.166
"2012-08-08",21.6489
"2012-08-09",21.5052
"2012-08-10",21.8292
"2012-08-11",21.9969
"2012-08-12",21.9111
"2012-08-13",22.2571
"2012-08-14",22.3181
"2012-08-15",22.4246
"2012-08-16",22.4861
"2012-08-17",21.4432
"2012-08-18",21.6657
"2012-08-19",21.4959
"2012-08-20",20.9118
"2012-08-21",21.1014
"2012-08-22",21.2288
"2012-08-23",21.9216
"2012-08-24",22.026
"2012-08-25",22.2831
"2012-08-26",21.9236
"2012-08-27",21.8097
"2012-08-28",21.5505
"2012-08-29",21.8924
"2012-08-30",22.135
"2012-08-31",21.9167
"2012-09-01",22.0428
"2012-09-02",22.6804
"2012-09-03",22.8071
"2012-09-04",21.6269
"2012-09-05",21.2175
"2012-09-06",22.2522
"2012-09-07",22.1925
"2012-09-08",22.8064
"2012-09-09",22.5699
"2012-09-10",22.0542
"2012-09-11",22.1567
"2012-09-12",22.0351
"2012-09-13",22.0664
"2012-09-14",21.8415
"2012-09-15",22.2471
"2012-09-16",22.3579
"2012-09-17",22.0584
"2012-09-18",21.0506
"2012-09-19",21.4502
"2012-09-20",21.8895
"2012-09-21",21.9161
"2012-09-22",21.9138
"2012-09-23",21.4564
"2012-09-24",21.7868
"2012-09-25",21.0567
"2012-09-26",20.3243
"2012-09-27",21.617
"2012-09-28",22.1881
"2012-09-29",21.4855
"2012-09-30",20.9625
"2012-10-01",21.214
"2012-10-02",20.1895
"2012-10-03",20.5865
"2012-10-04",20.3226
"2012-10-05",20.6097
"2012-10-06",21.869
"2012-10-07",22.5489
"2012-10-08",22.0856
"2012-10-09",22.6172
"2012-10-10",22.3409
"2012-10-11",22.2276
"2012-10-12",23.0447
"2012-10-13",23.1798
"2012-10-14",22.7818
"2012-10-15",22.619
"2012-10-16",22.5728
"2012-10-17",22.5587
"2012-10-18",22.9141
"2012-10-19",23.3177
"2012-10-20",22.9935
"2012-10-21",23.0601
"2012-10-22",22.8065
"2012-10-23",22.8397
"2012-10-24",23.133
"2012-10-25",22.9281
"2012-10-26",22.9459
"2012-10-27",23.4604
"2012-10-28",23.2385
"2012-10-29",22.363
"2012-10-30",22.6056
"2012-10-31",22.5206
"2012-11-01",22.0169
"2012-11-02",22.4761
"2012-11-03",22.2829
"2012-11-04",22.636
"2012-11-05",22.3742
"2012-11-06",22.5726
"2012-11-07",23.1715
"2012-11-08",23.0815
"2012-11-09",23.2292
"2012-11-10",22.8292
"2012-11-11",22.1081
"2012-11-12",22.7525
"2012-11-13",23.3709
"2012-11-14",23.1014
"2012-11-15",22.9089
"2012-11-16",22.2965
"2012-11-17",21.8162
"2012-11-18",21.409
"2012-11-19",22.0362
"2012-11-20",21.3356
"2012-11-21",21.901
"2012-11-22",23.2519
"2012-11-23",23.5084
"2012-11-24",23.2461
"2012-11-25",23.1109
"2012-11-26",23.3214
"2012-11-27",22.8001
"2012-11-28",22.1348
"2012-11-29",20.8061
