,"(deg C) Mean Dew Point Temperature (ERA5) at Kalutara, 2007-01-01 to 2025-12-31"
"2009-12-13",23.7218
"2009-12-14",24.037
"2009-12-15",23.9669
"2009-12-16",23.6957
"2009-12-17",23.36
"2009-12-18",23.8891
"2009-12-19",24.0436
"2009-12-20",23.6159
"2009-12-21",24.0532
"2009-12-22",23.7679
"2009-12-23",23.4301
"2009-12-24",23.6246
"2009-12-25",23.5018
"2009-12-26",23.6115
"2009-12-27",23.3857
"2009-12-28",23.3549
"2009-12-29",23.1272
"2009-12-30",23.2378
"2009-12-31",21.7799
"2010-01-01",21.9723
"2010-01-02",22.6018
"2010-01-03",22.781
"2010-01-04",21.1656
"2010-01-05",19.1015
"2010-01-06",18.9174
"2010-01-07",20.9399
"2010-01-08",22.8791
"2010-01-09",23.4564
"2010-01-10",23.0595
"2010-01-11",23.3788
"2010-01-12",23.5114
"2010-01-13",23.5548
"2010-01-14",23.4022
"2010-01-15",21.7545
"2010-01-16",22.6659
"2010-01-17",22.9833
"2010-01-18",22.7703
"2010-01-19",22.5502
"2010-01-20",21.3856
"2010-01-21",20.2338
"2010-01-22",19.8286
"2010-01-23",19.4162
"2010-01-24",20.2889
"2010-01-25",20.8457
"2010-01-26",21.3108
"2010-01-27",22.2307
"2010-01-28",22.2098
"2010-01-29",21.9242
"2010-01-30",21.6319
"2010-01-31",23.0285
"2010-02-01",23.5042
"2010-02-02",23.4698
"2010-02-03",22.8566
"2010-02-04",22.6052
"2010-02-05",21.9376
"2010-02-06",21.4653
"2010-02-07",20.5219
"2010-02-08",20.9381
"2010-02-09",22.5495
"2010-02-10",23.4658
"2010-02-11",23.707
"2010-02-12",23.7204
"2010-02-13",23.9581
"2010-02-14",23.1622
"2010-02-15",22.6444
"2010-02-16",23.3075
"2010-02-17",24.1294
"2010-02-18",24.3985
"2010-02-19",23.7993
"2010-02-20",24.0577
"2010-02-21",23.5786
"2010-02-22",23.6381
"2010-02-23",23.3577
"2010-02-24",23.3355
"2010-02-25",22.2162
"2010-02-26",23.1288
"2010-02-27",22.744
"2010-02-28",22.8294
"2010-03-01",22.5772
"2010-03-02",22.3677
"2010-03-03",21.8997
"2010-03-04",22.7418
"2010-03-05",21.8084
"2010-03-06",21.7521
"2010-03-07",24.0431
"2010-03-08",24.1345
"2010-03-09",23.1533
"2010-03-10",22.3186
"2010-03-11",22.3805
"2010-03-12",23.4805
"2010-03-13",23.6346
"2010-03-14",23.53
"2010-03-15",23.8291
"2010-03-16",23.7742
"2010-03-17",22.9285
"2010-03-18",22.2633
"2010-03-19",22.6409
"2010-03-20",23.0686
"2010-03-21",23.6666
"2010-03-22",23.6474
"2010-03-23",24.1643
"2010-03-24",24.2089
"2010-03-25",23.6269
"2010-03-26",24.1284
"2010-03-27",24.0734
"2010-03-28",24.4914
"2010-03-29",24.3941
"2010-03-30",24.1545
"2010-03-31",24.3349
"2010-04-01",25.3464
"2010-04-02",25.4726
"2010-04-03",25.1181
"2010-04-04",24.4516
"2010-04-05",24.1606
"2010-04-06",24.4508
"2010-04-07",24.479
"2010-04-08",25.201
"2010-04-09",24.8916
"2010-04-10",24.6298
"2010-04-11",25.6226
"2010-04-12",25.6889
"2010-04-13",26.1575
"2010-04-14",24.7082
"2010-04-15",25.3332
"2010-04-16",24.8112
"2010-04-17",24.8702
"2010-04-18",24.9319
"2010-04-19",25.2953
"2010-04-20",26.0445
"2010-04-21",25.7027
"2010-04-22",25.4708
"2010-04-23",24.9203
"2010-04-24",24.3917
"2010-04-25",25.1208
"2010-04-26",24.831
"2010-04-27",24.6453
"2010-04-28",24.8582
"2010-04-29",24.6944
"2010-04-30",24.721
"2010-05-01",25.0176
"2010-05-02",25.2848
"2010-05-03",25.5118
"2010-05-04",25.9236
"2010-05-05",25.9542
"2010-05-06",25.8493
"2010-05-07",25.7293
"2010-05-08",25.3868
"2010-05-09",25.0988
"2010-05-10",25.343
"2010-05-11",25.6608
"2010-05-12",26.1107
"2010-05-13",26.3851
"2010-05-14",25.159
"2010-05-15",25.7929
"2010-05-16",25.4538
"2010-05-17",24.5622
"2010-05-18",24.9484
"2010-05-19",25.2831
"2010-05-20",24.6345
"2010-05-21",24.5323
"2010-05-22",25.2323
"2010-05-23",25.0969
"2010-05-24",25.0272
"2010-05-25",25.2561
"2010-05-26",25.6309
"2010-05-27",25.3421
"2010-05-28",25.4097
"2010-05-29",25.1044
"2010-05-30",25.1973
"2010-05-31",25.3711
"2010-06-01",25.4793
"2010-06-02",25.9577
"2010-06-03",26.2094
"2010-06-04",25.7278
"2010-06-05",25.1752
"2010-06-06",24.554
"2010-06-07",24.3933
"2010-06-08",24.6521
"2010-06-09",24.6938
"2010-06-10",24.3128
"2010-06-11",24.2448
"2010-06-12",24.3338
"2010-06-13",24.5126
"2010-06-14",24.2854
"2010-06-15",24.6143
"2010-06-16",24.9016
"2010-06-17",24.7276
"2010-06-18",24.1491
"2010-06-19",24.8052
"2010-06-20",24.458
"2010-06-21",24.8995
"2010-06-22",24.7237
"2010-06-23",24.2961
"2010-06-24",24.2967
"2010-06-25",24.2697
"2010-06-26",24.8752
"2010-06-27",25.0014
"2010-06-28",24.3043
"2010-06-29",24.4003
"2010-06-30",23.8204
"2010-07-01",23.7784
"2010-07-02",24.5057
"2010-07-03",24.5529
"2010-07-04",24.3023
"2010-07-05",24.1573
"2010-07-06",24.1437
"2010-07-07",24.3384
"2010-07-08",24.299
"2010-07-09",24.0797
"2010-07-10",23.6389
"2010-07-11",24.115
"2010-07-12",24.0235
"2010-07-13",23.7065
"2010-07-14",24.1181
"2010-07-15",24.2669
"2010-07-16",23.4131
"2010-07-17",24.2413
"2010-07-18",24.42
"2010-07-19",24.2688
"2010-07-20",24.0769
"2010-07-21",24.203
"2010-07-22",24.7637
"2010-07-23",23.9664
"2010-07-24",23.8476
"2010-07-25",24.2158
"2010-07-26",24.2556
"2010-07-27",24.0188
"2010-07-28",24.3527
"2010-07-29",24.0742
"2010-07-30",24.0688
"2010-07-31",24.1612
"2010-08-01",24.453
"2010-08-02",24.6639
"2010-08-03",24.0832
"2010-08-04",24.5171
"2010-08-05",24.5382
"2010-08-06",24.5559
"2010-08-07",24.6641
"2010-08-08",24.4583
"2010-08-09",24.5631
"2010-08-10",24.7073
"2010-08-11",24.5335
"2010-08-12",24.0411
"2010-08-13",24.215
"2010-08-14",24.1784
"2010-08-15",23.8147
"2010-08-16",23.7661
"2010-08-17",23.5734
"2010-08-18",23.8573
"2010-08-19",23.6605
"2010-08-20",24.1717
"2010-08-21",23.3288
"2010-08-22",23.6988
"2010-08-23",23.7141
"2010-08-24",23.7898
"2010-08-25",23.9158
"2010-08-26",23.5378
"2010-08-27",23.3772
"2010-08-28",23.9404
"2010-08-29",23.6452
"2010-08-30",22.861
"2010-08-31",23.1035
"2010-09-01",23.4456
"2010-09-02",23.7588
"2010-09-03",24.0595
"2010-09-04",23.9214
"2010-09-05",24.0641
"2010-09-06",24.6
"2010-09-07",24.536
"2010-09-08",24.5412
"2010-09-09",24.4308
"2010-09-10",24.2115
"2010-09-11",24.1288
"2010-09-12",24.308
"2010-09-13",24.3955
"2010-09-14",24.2361
"2010-09-15",24.3789
"2010-09-16",24.3682
"2010-09-17",24.6808
"2010-09-18",23.9017
"2010-09-19",24.1366
"2010-09-20",24.4241
"2010-09-21",24.1973
"2010-09-22",24.0334
"2010-09-23",23.8591
"2010-09-24",23.3546
"2010-09-25",23.6633
"2010-09-26",24.1331
"2010-09-27",24.068
"2010-09-28",23.2986
"2010-09-29",22.3589
"2010-09-30",23.0027
"2010-10-01",23.7648
"2010-10-02",23.4811
"2010-10-03",23.3013
"2010-10-04",24.1615
"2010-10-05",24.3667
"2010-10-06",24.1708
"2010-10-07",24.4433
"2010-10-08",24.5415
"2010-10-09",24.1891
"2010-10-10",24.3669
"2010-10-11",24.3861
"2010-10-12",24.2415
"2010-10-13",23.1679
"2010-10-14",22.8702
"2010-10-15",22.5441
"2010-10-16",23.4941
"2010-10-17",23.6244
"2010-10-18",24.1623
"2010-10-19",24.1065
"2010-10-20",22.8043
"2010-10-21",23.1457
"2010-10-22",22.9002
"2010-10-23",22.7028
"2010-10-24",24.1836
"2010-10-25",24.1912
"2010-10-26",23.9568
"2010-10-27",23.6675
"2010-10-28",23.5701
"2010-10-29",23.7273
"2010-10-30",23.9533
"2010-10-31",24.0352
"2010-11-01",24.2136
"2010-11-02",23.2358
"2010-11-03",23.6524
"2010-11-04",23.768
"2010-11-05",23.2884
"2010-11-06",23.3491
"2010-11-07",24.1441
"2010-11-08",23.5288
"2010-11-09",23.7525
"2010-11-10",23.516
"2010-11-11",23.4643
"2010-11-12",24.0683
"2010-11-13",24.016
"2010-11-14",23.6721
"2010-11-15",23.5934
"2010-11-16",23.618
"2010-11-17",23.4597
"2010-11-18",23.1345
"2010-11-19",23.6583
"2010-11-20",23.3609
"2010-11-21",22.9846
"2010-11-22",23.103
"2010-11-23",23.2983
"2010-11-24",23.5037
"2010-11-25",23.5786
"2010-11-26",23.7102
"2010-11-27",23.8626
"2010-11-28",23.6617
"2010-11-29",23.6567
"2010-11-30",23.4947
"2010-12-01",23.4023
"2010-12-02",23.2414
"2010-12-03",23.2337
"2010-12-04",23.1079
"2010-12-05",22.2076
"2010-12-06",23.383
"2010-12-07",23.1891
"2010-12-08",23.3124
"2010-12-09",22.2892
"2010-12-10",23.2458
"2010-12-11",23.3573
"2010-12-12",22.9901
"2010-12-13",21.4831
"2010-12-14",22.1279
"2010-12-15",22.7085
"2010-12-16",23.0182
"2010-12-17",22.809
"2010-12-18",22.7233
"2010-12-19",22.405
"2010-12-20",22.7556
"2010-12-21",23.3325
"2010-12-22",22.55
"2010-12-23",22.3058
"2010-12-24",21.389
"2010-12-25",22.5286
"2010-12-26",22.1464
"2010-12-27",21.2917
"2010-12-28",22.3253
"2010-12-29",23.1588
"2010-12-30",22.689
"2010-12-31",22.8381
"2011-01-01",23.0406
"2011-01-02",22.9404
"2011-01-03",22.6011
"2011-01-04",22.26
"2011-01-05",22.6262
"2011-01-06",21.9414
"2011-01-07",22.9084
"2011-01-08",23.1749
"2011-01-09",21.9746
"2011-01-10",22.7318
"2011-01-11",21.8696
"2011-01-12",18.9282
"2011-01-13",17.8357
"2011-01-14",21.7853
"2011-01-15",23.2438
"2011-01-16",23.0095
"2011-01-17",23.3112
"2011-01-18",22.9314
"2011-01-19",22.1691
"2011-01-20",20.5593
"2011-01-21",20.829
"2011-01-22",21.1495
"2011-01-23",20.5376
"2011-01-24",21.1956
"2011-01-25",22.0579
"2011-01-26",22.8198
"2011-01-27",23.1231
"2011-01-28",22.9986
"2011-01-29",22.7785
"2011-01-30",23.6015
"2011-01-31",23.1757
"2011-02-01",22.2883
"2011-02-02",21.8845
"2011-02-03",22.2902
"2011-02-04",21.9549
"2011-02-05",22.8262
"2011-02-06",23.5311
"2011-02-07",22.9898
"2011-02-08",23.0002
"2011-02-09",23.0057
"2011-02-10",22.3971
"2011-02-11",22.3298
"2011-02-12",21.6154
"2011-02-13",22.0201
"2011-02-14",23.2854
"2011-02-15",23.1111
"2011-02-16",23.1455
"2011-02-17",23.2226
"2011-02-18",23.4018
"2011-02-19",23.7165
"2011-02-20",23.6776
"2011-02-21",23.3691
"2011-02-22",23.1827
"2011-02-23",22.8746
"2011-02-24",22.5277
"2011-02-25",22.6986
"2011-02-26",22.3433
"2011-02-27",22.4437
"2011-02-28",22.7605
"2011-03-01",22.7872
"2011-03-02",22.7088
"2011-03-03",22.9641
"2011-03-04",23.1383
"2011-03-05",23.2483
"2011-03-06",23.384
"2011-03-07",23.7621
"2011-03-08",22.9964
"2011-03-09",23.1822
"2011-03-10",22.863
"2011-03-11",22.2396
"2011-03-12",22.6948
"2011-03-13",23.6644
"2011-03-14",23.3173
"2011-03-15",23.2923
"2011-03-16",23.4426
"2011-03-17",22.412
"2011-03-18",22.2534
"2011-03-19",22.944
"2011-03-20",23.4758
"2011-03-21",23.742
"2011-03-22",24.0962
"2011-03-23",24.1527
"2011-03-24",24.3762
"2011-03-25",24.33
"2011-03-26",24.5348
"2011-03-27",24.4923
"2011-03-28",24.6332
"2011-03-29",24.0992
"2011-03-30",23.9896
"2011-03-31",23.4351
"2011-04-01",23.8448
"2011-04-02",24.1026
"2011-04-03",23.8236
"2011-04-04",24.1077
"2011-04-05",23.7586
"2011-04-06",23.2836
"2011-04-07",22.9607
"2011-04-08",23.9174
"2011-04-09",23.9204
"2011-04-10",23.5604
"2011-04-11",23.4463
"2011-04-12",23.1761
"2011-04-13",23.5376
"2011-04-14",23.3807
"2011-04-15",24.2215
"2011-04-16",24.0662
"2011-04-17",23.6886
"2011-04-18",23.9889
"2011-04-19",24.0385
"2011-04-20",23.9047
"2011-04-21",23.9062
"2011-04-22",24.3253
"2011-04-23",23.5653
"2011-04-24",24.3128
"2011-04-25",24.3145
"2011-04-26",24.6512
"2011-04-27",24.8576
"2011-04-28",24.4363
"2011-04-29",25.4817
"2011-04-30",25.3278
"2011-05-01",25.0934
"2011-05-02",24.7846
"2011-05-03",25.0148
"2011-05-04",25.5767
"2011-05-05",25.648
"2011-05-06",25.5329
"2011-05-07",25.2481
"2011-05-08",25.5507
"2011-05-09",24.9915
"2011-05-10",24.9263
"2011-05-11",24.9665
"2011-05-12",25.1405
"2011-05-13",24.4774
"2011-05-14",24.6974
"2011-05-15",24.9545
"2011-05-16",25.2987
"2011-05-17",24.2764
"2011-05-18",24.3673
"2011-05-19",24.9335
"2011-05-20",25.1827
"2011-05-21",24.7333
"2011-05-22",24.9343
"2011-05-23",24.9615
"2011-05-24",25.5371
"2011-05-25",25.0933
"2011-05-26",24.9564
"2011-05-27",24.8073
"2011-05-28",24.6702
"2011-05-29",24.7007
"2011-05-30",24.8021
"2011-05-31",24.7602
"2011-06-01",24.3787
"2011-06-02",24.3022
"2011-06-03",24.5529
"2011-06-04",25.1355
"2011-06-05",25.4142
"2011-06-06",24.7024
"2011-06-07",25.1539
"2011-06-08",25.0677
"2011-06-09",24.8873
"2011-06-10",25.0949
"2011-06-11",24.7678
"2011-06-12",25.0664
"2011-06-13",24.6748
"2011-06-14",24.3148
"2011-06-15",24.7127
"2011-06-16",24.7654
"2011-06-17",25.1426
"2011-06-18",24.7412
"2011-06-19",24.2269
"2011-06-20",24.9994
"2011-06-21",24.3513
"2011-06-22",24.0149
"2011-06-23",24.493
"2011-06-24",24.6872
"2011-06-25",24.6403
"2011-06-26",24.6945
"2011-06-27",24.9024
"2011-06-28",24.2542
"2011-06-29",24.431
"2011-06-30",24.1695
"2011-07-01",24.3637
"2011-07-02",24.4595
"2011-07-03",24.2429
"2011-07-04",24.4071
"2011-07-05",24.2372
"2011-07-06",23.9688
"2011-07-07",24.3323
"2011-07-08",24.4745
"2011-07-09",24.7306
"2011-07-10",24.5947
"2011-07-11",24.1187
"2011-07-12",23.808
"2011-07-13",23.964
"2011-07-14",24.163
"2011-07-15",24.2175
"2011-07-16",23.2028
"2011-07-17",23.6776
"2011-07-18",23.5623
"2011-07-19",23.8906
"2011-07-20",24.131
"2011-07-21",24.114
"2011-07-22",24.1498
"2011-07-23",24.3315
"2011-07-24",24.3821
"2011-07-25",24.163
"2011-07-26",23.9508
"2011-07-27",23.9159
"2011-07-28",24.1465
"2011-07-29",24.0431
"2011-07-30",24.3781
"2011-07-31",24.5045
"2011-08-01",24.3128
"2011-08-02",24.5584
"2011-08-03",24.0917
"2011-08-04",24.3653
"2011-08-05",24.1436
"2011-08-06",24.0276
"2011-08-07",24.0526
"2011-08-08",24.4662
"2011-08-09",24.2471
"2011-08-10",24.0967
"2011-08-11",24.1165
"2011-08-12",23.9799
"2011-08-13",24.0058
"2011-08-14",24.0941
"2011-08-15",24.5488
"2011-08-16",24.048
"2011-08-17",23.9938
"2011-08-18",23.7672
"2011-08-19",23.6008
"2011-08-20",24.2907
"2011-08-21",24.2229
"2011-08-22",23.8461
"2011-08-23",23.8523
"2011-08-24",23.7524
"2011-08-25",23.9147
"2011-08-26",23.921
"2011-08-27",23.5536
"2011-08-28",24.1302
"2011-08-29",23.7147
"2011-08-30",24.1226
"2011-08-31",24.0734
"2011-09-01",24.1484
"2011-09-02",23.9552
"2011-09-03",24.1271
"2011-09-04",24.2808
"2011-09-05",24.2516
"2011-09-06",24.4832
"2011-09-07",24.2557
"2011-09-08",24.6451
"2011-09-09",24.2576
"2011-09-10",23.8937
"2011-09-11",23.9548
"2011-09-12",24.0242
"2011-09-13",23.782
"2011-09-14",23.9525
"2011-09-15",24.2791
"2011-09-16",24.6359
"2011-09-17",24.0229
"2011-09-18",23.9514
"2011-09-19",24.1405
"2011-09-20",23.3628
"2011-09-21",24.3331
"2011-09-22",24.1301
"2011-09-23",23.5454
"2011-09-24",23.1751
"2011-09-25",23.4946
"2011-09-26",23.6623
"2011-09-27",23.7369
"2011-09-28",23.5308
"2011-09-29",23.6648
"2011-09-30",24.7211
"2011-10-01",24.0746
"2011-10-02",23.9134
"2011-10-03",24.1845
"2011-10-04",24.6457
"2011-10-05",24.1382
"2011-10-06",23.0576
"2011-10-07",23.7505
"2011-10-08",23.3033
"2011-10-09",23.8442
"2011-10-10",24.0082
"2011-10-11",24.0612
"2011-10-12",24.2837
"2011-10-13",24.6104
"2011-10-14",24.7486
"2011-10-15",24.4506
"2011-10-16",24.1639
"2011-10-17",24.0751
"2011-10-18",24.0215
"2011-10-19",24.1681
"2011-10-20",23.9744
"2011-10-21",23.8807
"2011-10-22",23.9418
"2011-10-23",23.7209
"2011-10-24",23.5808
"2011-10-25",23.7278
"2011-10-26",23.717
"2011-10-27",23.8491
"2011-10-28",23.8014
"2011-10-29",23.6632
"2011-10-30",23.6278
"2011-10-31",23.985
"2011-11-01",23.6894
"2011-11-02",23.663
"2011-11-03",23.5348
"2011-11-04",24.1916
"2011-11-05",24.1791
"2011-11-06",23.8455
"2011-11-07",23.6238
"2011-11-08",22.9412
"2011-11-09",22.1883
"2011-11-10",21.1521
"2011-11-11",21.3578
"2011-11-12",22.5004
"2011-11-13",23.2161
"2011-11-14",23.2406
"2011-11-15",22.9615
"2011-11-16",23.6992
"2011-11-17",23.6751
"2011-11-18",23.9666
"2011-11-19",24.1864
"2011-11-20",23.9962
"2011-11-21",23.6422
"2011-11-22",23.4798
"2011-11-23",23.7123
"2011-11-24",23.9555
"2011-11-25",23.196
"2011-11-26",23.6527
"2011-11-27",23.3805
"2011-11-28",23.4058
"2011-11-29",23.909
"2011-11-30",23.9152
"2011-12-01",23.4914
"2011-12-02",23.641
"2011-12-03",23.2707
"2011-12-04",23.2589
"2011-12-05",22.8931
"2011-12-06",22.9046
"2011-12-07",22.0905
"2011-12-08",22.4246
"2011-12-09",23.4356
"2011-12-10",23.3923
"2011-12-11",23.7067
"2011-12-12",23.8696
"2011-12-13",24.1057
"2011-12-14",23.3331
"2011-12-15",22.2445
"2011-12-16",22.6844
"2011-12-17",22.4906
"2011-12-18",23.6005
"2011-12-19",23.7225
"2011-12-20",23.2349
"2011-12-21",22.1783
"2011-12-22",22.3048
"2011-12-23",22.6668
"2011-12-24",22.4459
"2011-12-25",21.567
"2011-12-26",21.4818
"2011-12-27",19.4654
"2011-12-28",20.1925
"2011-12-29",21.8391
"2011-12-30",21.377
"2011-12-31",21.0936
"2012-01-01",20.0129
"2012-01-02",21.2291
"2012-01-03",22.147
"2012-01-04",23.3943
"2012-01-05",23.8225
"2012-01-06",23.1249
"2012-01-07",23.3119
"2012-01-08",23.52
"2012-01-09",23.3473
"2012-01-10",23.3959
"2012-01-11",23.2758
"2012-01-12",22.046
"2012-01-13",20.6689
"2012-01-14",20.0272
"2012-01-15",18.2507
"2012-01-16",19.5541
"2012-01-17",20.6568
"2012-01-18",20.6658
"2012-01-19",20.8235
"2012-01-20",21.5958
"2012-01-21",21.9274
"2012-01-22",21.8771
"2012-01-23",21.18
"2012-01-24",20.3571
"2012-01-25",20.4324
"2012-01-26",20.6558
"2012-01-27",22.0948
"2012-01-28",21.6846
"2012-01-29",21.0217
"2012-01-30",20.3972
"2012-01-31",20.6261
"2012-02-01",19.9742
"2012-02-02",20.7253
"2012-02-03",21.9509
"2012-02-04",22.2993
"2012-02-05",22.8039
"2012-02-06",23.2311
"2012-02-07",23.276
"2012-02-08",23.6405
"2012-02-09",23.6192
"2012-02-10",23.5737
"2012-02-11",22.6097
"2012-02-12",22.3479
"2012-02-13",22.4891
"2012-02-14",23.0224
"2012-02-15",23.4412
"2012-02-16",23.3697
"2012-02-17",23.4741
"2012-02-18",22.5759
"2012-02-19",21.8659
"2012-02-20",22.7178
"2012-02-21",22.1655
"2012-02-22",21.332
"2012-02-23",21.4186
"2012-02-24",21.9677
"2012-02-25",21.9795
"2012-02-26",23.6007
"2012-02-27",23.9767
"2012-02-28",23.7268
"2012-02-29",23.9722
"2012-03-01",24.1503
"2012-03-02",24.1834
"2012-03-03",24.0551
"2012-03-04",24.025
"2012-03-05",23.6223
"2012-03-06",23.5964
"2012-03-07",23.5436
"2012-03-08",23.2483
"2012-03-09",23.4857
"2012-03-10",23.512
"2012-03-11",23.3862
"2012-03-12",23.8262
"2012-03-13",23.5293
"2012-03-14",23.5208
"2012-03-15",24.0108
"2012-03-16",23.9916
"2012-03-17",23.434
"2012-03-18",23.6143
"2012-03-19",23.3227
"2012-03-20",23.3137
"2012-03-21",23.2171
"2012-03-22",23.0311
"2012-03-23",23.6713
"2012-03-24",22.8301
"2012-03-25",21.9564
"2012-03-26",22.5976
"2012-03-27",22.9196
"2012-03-28",23.1004
"2012-03-29",23.2403
"2012-03-30",24.0256
"2012-03-31",24.2259
"2012-04-01",23.7373
"2012-04-02",23.3003
"2012-04-03",23.5823
"2012-04-04",23.6242
"2012-04-05",24.035
"2012-04-06",23.7006
"2012-04-07",24.0304
"2012-04-08",23.7054
"2012-04-09",23.2353
"2012-04-10",23.7589
"2012-04-11",24.1942
"2012-04-12",23.8281
"2012-04-13",23.9994
"2012-04-14",23.5182
"2012-04-15",23.7733
"2012-04-16",24.0986
"2012-04-17",24.3675
"2012-04-18",24.4474
"2012-04-19",24.8439
"2012-04-20",23.6761
"2012-04-21",24.2439
"2012-04-22",24.4029
"2012-04-23",24.0002
"2012-04-24",24.0292
"2012-04-25",24.1767
"2012-04-26",24.5647
"2012-04-27",24.7419
"2012-04-28",24.7956
"2012-04-29",25.0038
"2012-04-30",24.762
"2012-05-01",24.0961
"2012-05-02",22.9698
"2012-05-03",22.0608
"2012-05-04",22.1622
"2012-05-05",22.8106
"2012-05-06",24.4456
"2012-05-07",24.8567
"2012-05-08",24.3596
"2012-05-09",24.1971
"2012-05-10",23.6587
"2012-05-11",24.2204
"2012-05-12",24.175
"2012-05-13",24.0643
"2012-05-14",25.1821
"2012-05-15",24.7943
"2012-05-16",23.85
"2012-05-17",23.3829
"2012-05-18",24.4921
"2012-05-19",24.1147
"2012-05-20",25.5352
"2012-05-21",25.0591
"2012-05-22",25.0789
"2012-05-23",25.4405
"2012-05-24",25.0966
"2012-05-25",24.6414
"2012-05-26",24.2305
"2012-05-27",24.8177
"2012-05-28",24.9754
"2012-05-29",25.1165
"2012-05-30",24.6777
"2012-05-31",24.7877
"2012-06-01",25.2084
"2012-06-02",25.6927
"2012-06-03",24.8859
"2012-06-04",25.0573
"2012-06-05",24.7584
"2012-06-06",24.5151
"2012-06-07",25.2133
"2012-06-08",25.263
"2012-06-09",25.3178
"2012-06-10",24.8455
"2012-06-11",24.7628
"2012-06-12",24.4111
"2012-06-13",23.7741
"2012-06-14",24.0048
"2012-06-15",24.4596
"2012-06-16",24.8728
"2012-06-17",24.4314
"2012-06-18",24.4085
"2012-06-19",23.7329
"2012-06-20",24.3132
"2012-06-21",24.3251
"2012-06-22",24.3195
"2012-06-23",24.4068
"2012-06-24",24.7911
"2012-06-25",24.1896
"2012-06-26",23.9383
"2012-06-27",23.956
"2012-06-28",24.0253
"2012-06-29",24.3291
"2012-06-30",23.8741
"2012-07-01",24.0862
"2012-07-02",23.6059
"2012-07-03",24.3352
"2012-07-04",23.8083
"2012-07-05",24.0611
"2012-07-06",24.2682
"2012-07-07",24.1728
"2012-07-08",24.1282
"2012-07-09",23.7734
"2012-07-10",23.608
"2012-07-11",23.3117
"2012-07-12",23.8653
"2012-07-13",24.129
"2012-07-14",24.3643
"2012-07-15",24.4421
"2012-07-16",24.4039
"2012-07-17",24.3673
"2012-07-18",24.2681
"2012-07-19",23.6582
"2012-07-20",24.2877
"2012-07-21",24.5196
"2012-07-22",24.5484
"2012-07-23",24.3336
"2012-07-24",24.5527
"2012-07-25",24.3074
"2012-07-26",24.593
"2012-07-27",24.4181
"2012-07-28",24.4884
"2012-07-29",24.7751
"2012-07-30",24.6195
"2012-07-31",23.7036
"2012-08-01",23.8438
"2012-08-02",24.0124
"2012-08-03",24.0055
"2012-08-04",24.1135
"2012-08-05",24.7688
"2012-08-06",24.3645
"2012-08-07",24.3025
"2012-08-08",24.2849
"2012-08-09",24.1829
"2012-08-10",24.1884
"2012-08-11",23.9441
"2012-08-12",24.0835
"2012-08-13",24.4157
"2012-08-14",24.485
"2012-08-15",24.386
"2012-08-16",24.0857
"2012-08-17",23.4261
"2012-08-18",23.7662
"2012-08-19",23.8413
"2012-08-20",24.108
"2012-08-21",23.9578
"2012-08-22",23.8232
"2012-08-23",24.0351
"2012-08-24",23.734
"2012-08-25",23.9045
"2012-08-26",24.0326
"2012-08-27",23.7556
"2012-08-28",24.1424
"2012-08-29",23.5209
"2012-08-30",23.7266
"2012-08-31",24.1955
"2012-09-01",24.4552
"2012-09-02",24.4366
"2012-09-03",24.2274
"2012-09-04",23.4417
"2012-09-05",24.3023
"2012-09-06",24.4261
"2012-09-07",24.0939
"2012-09-08",24.5204
"2012-09-09",24.0945
"2012-09-10",23.8253
"2012-09-11",24.5623
"2012-09-12",24.5322
"2012-09-13",24.8185
"2012-09-14",24.3966
"2012-09-15",24.4713
"2012-09-16",24.469
"2012-09-17",24.3232
"2012-09-18",23.9452
"2012-09-19",24.3803
"2012-09-20",24.3478
"2012-09-21",23.9298
"2012-09-22",23.6464
"2012-09-23",23.8635
"2012-09-24",23.7689
"2012-09-25",23.634
"2012-09-26",23.1243
"2012-09-27",23.2103
"2012-09-28",24.0397
"2012-09-29",23.7969
"2012-09-30",24.1867
"2012-10-01",24.4094
"2012-10-02",23.3805
"2012-10-03",23.5778
"2012-10-04",23.4922
"2012-10-05",23.1369
"2012-10-06",24.1483
"2012-10-07",24.4239
"2012-10-08",24.2657
"2012-10-09",24.3798
"2012-10-10",24.13
"2012-10-11",23.9548
"2012-10-12",24.1174
"2012-10-13",23.7345
"2012-10-14",23.4594
"2012-10-15",23.2422
"2012-10-16",22.9549
"2012-10-17",23.3751
"2012-10-18",23.3519
"2012-10-19",23.2989
"2012-10-20",23.842
"2012-10-21",23.7292
"2012-10-22",23.4651
"2012-10-23",23.753
"2012-10-24",24.0674
"2012-10-25",23.9092
"2012-10-26",23.9434
"2012-10-27",24.2895
"2012-10-28",23.9389
"2012-10-29",23.1778
"2012-10-30",23.297
"2012-10-31",23.95
"2012-11-01",23.2118
"2012-11-02",23.7665
"2012-11-03",24.0817
"2012-11-04",24.1972
"2012-11-05",23.2782
"2012-11-06",22.8521
"2012-11-07",23.5346
"2012-11-08",23.5171
"2012-11-09",23.9298
"2012-11-10",23.8344
"2012-11-11",22.9376
"2012-11-12",23.1362
"2012-11-13",23.8041
"2012-11-14",23.5673
"2012-11-15",22.7288
"2012-11-16",21.6613
"2012-11-17",23.007
"2012-11-18",23.0531
"2012-11-19",23.2542
"2012-11-20",23.212
"2012-11-21",23.4504
"2012-11-22",24.1333
"2012-11-23",24.0977
"2012-11-24",23.6866
"2012-11-25",23.6587
"2012-11-26",23.9235
