,"(deg C) Mean Dew Point Temperature (ERA5) at Batticaloa, 2007-01-01 to 2025-12-31"
"2009-12-13",23.6971
"2009-12-14",23.8875
"2009-12-15",23.7114
"2009-12-16",23.8676
"2009-12-17",23.893
"2009-12-18",23.9712
"2009-12-19",24.3409
"2009-12-20",23.9572
"2009-12-21",23.8005
"2009-12-22",23.4356
"2009-12-23",23.1705
"2009-12-24",23.4416
"2009-12-25",23.2854
"2009-12-26",23.5617
"2009-12-27",23.249
"2009-12-28",22.988
"2009-12-29",22.2493
"2009-12-30",21.5892
"2009-12-31",21.6699
"2010-01-01",21.4054
"2010-01-02",22.0599
"2010-01-03",22.3363
"2010-01-04",20.2074
"2010-01-05",18.7685
"2010-01-06",19.2114
"2010-01-07",21.477
"2010-01-08",22.9304
"2010-01-09",23.3836
"2010-01-10",23.4211
"2010-01-11",23.5937
"2010-01-12",23.7495
"2010-01-13",23.7249
"2010-01-14",23.221
"2010-01-15",21.9674
"2010-01-16",23.4067
"2010-01-17",23.0521
"2010-01-18",23.1927
"2010-01-19",22.0133
"2010-01-20",21.09
"2010-01-21",20.2542
"2010-01-22",19.8156
"2010-01-23",20.3272
"2010-01-24",19.9527
"2010-01-25",21.5048
"2010-01-26",22.3604
"2010-01-27",23.5713
"2010-01-28",23.0513
"2010-01-29",22.5916
"2010-01-30",22.2563
"2010-01-31",23.0211
"2010-02-01",23.1656
"2010-02-02",22.8731
"2010-02-03",21.8069
"2010-02-04",21.186
"2010-02-05",21.069
"2010-02-06",21.1075
"2010-02-07",20.0237
"2010-02-08",20.1211
"2010-02-09",22.1818
"2010-02-10",23.5692
"2010-02-11",23.1129
"2010-02-12",23.6361
"2010-02-13",23.524
"2010-02-14",22.0231
"2010-02-15",21.6235
"2010-02-16",23.5699
"2010-02-17",23.8412
"2010-02-18",22.4121
"2010-02-19",21.7154
"2010-02-20",23.0276
"2010-02-21",22.3014
"2010-02-22",22.5065
"2010-02-23",21.7143
"2010-02-24",21.4864
"2010-02-25",21.8219
"2010-02-26",22.2324
"2010-02-27",21.6477
"2010-02-28",21.7927
"2010-03-01",21.4373
"2010-03-02",21.0686
"2010-03-03",21.3272
"2010-03-04",22.1224
"2010-03-05",22.3357
"2010-03-06",22.9348
"2010-03-07",23.4534
"2010-03-08",23.4844
"2010-03-09",22.333
"2010-03-10",22.2826
"2010-03-11",22.4155
"2010-03-12",22.9478
"2010-03-13",24.0968
"2010-03-14",23.9268
"2010-03-15",22.4689
"2010-03-16",22.0797
"2010-03-17",22.5175
"2010-03-18",23.1413
"2010-03-19",23.6859
"2010-03-20",23.9461
"2010-03-21",23.8249
"2010-03-22",23.7206
"2010-03-23",22.9918
"2010-03-24",22.6843
"2010-03-25",22.8899
"2010-03-26",23.8298
"2010-03-27",24.1212
"2010-03-28",24.4888
"2010-03-29",24.6375
"2010-03-30",24.4047
"2010-03-31",24.3275
"2010-04-01",24.7801
"2010-04-02",25.26
"2010-04-03",24.9887
"2010-04-04",24.3616
"2010-04-05",24.0204
"2010-04-06",24.1803
"2010-04-07",24.8054
"2010-04-08",25.2093
"2010-04-09",24.9065
"2010-04-10",24.6606
"2010-04-11",24.9128
"2010-04-12",25.3046
"2010-04-13",25.1136
"2010-04-14",24.9044
"2010-04-15",24.8642
"2010-04-16",24.5592
"2010-04-17",24.4434
"2010-04-18",24.6915
"2010-04-19",24.8214
"2010-04-20",24.8521
"2010-04-21",24.4751
"2010-04-22",24.681
"2010-04-23",24.4797
"2010-04-24",24.499
"2010-04-25",24.6228
"2010-04-26",24.6874
"2010-04-27",24.374
"2010-04-28",24.7393
"2010-04-29",24.9754
"2010-04-30",24.7754
"2010-05-01",24.9072
"2010-05-02",25.142
"2010-05-03",25.0554
"2010-05-04",25.3266
"2010-05-05",25.3335
"2010-05-06",25.2929
"2010-05-07",25.459
"2010-05-08",25.332
"2010-05-09",25.3652
"2010-05-10",25.4662
"2010-05-11",25.8716
"2010-05-12",26.0924
"2010-05-13",25.8657
"2010-05-14",24.8639
"2010-05-15",25.037
"2010-05-16",24.8589
"2010-05-17",24.3092
"2010-05-18",23.7811
"2010-05-19",23.8028
"2010-05-20",24.0385
"2010-05-21",24.1241
"2010-05-22",24.5969
"2010-05-23",24.4203
"2010-05-24",23.9847
"2010-05-25",23.5838
"2010-05-26",23.6053
"2010-05-27",23.7616
"2010-05-28",23.8904
"2010-05-29",24.0423
"2010-05-30",23.4526
"2010-05-31",23.181
"2010-06-01",23.1162
"2010-06-02",23.4271
"2010-06-03",23.5124
"2010-06-04",23.4123
"2010-06-05",22.9832
"2010-06-06",22.5231
"2010-06-07",21.9867
"2010-06-08",22.0217
"2010-06-09",21.9806
"2010-06-10",22.8032
"2010-06-11",22.3243
"2010-06-12",22.21
"2010-06-13",22.5993
"2010-06-14",23.0114
"2010-06-15",23.3041
"2010-06-16",23.5972
"2010-06-17",23.4586
"2010-06-18",23.2469
"2010-06-19",23.5351
"2010-06-20",24.1688
"2010-06-21",23.9692
"2010-06-22",23.2417
"2010-06-23",22.6591
"2010-06-24",21.518
"2010-06-25",21.7279
"2010-06-26",21.7469
"2010-06-27",21.9903
"2010-06-28",22.5535
"2010-06-29",21.6739
"2010-06-30",20.8333
"2010-07-01",21.2898
"2010-07-02",21.5634
"2010-07-03",21.5568
"2010-07-04",21.8007
"2010-07-05",21.8045
"2010-07-06",22.8004
"2010-07-07",24.0326
"2010-07-08",24.0033
"2010-07-09",23.8477
"2010-07-10",23.3746
"2010-07-11",24.0025
"2010-07-12",23.2516
"2010-07-13",21.9261
"2010-07-14",22.0074
"2010-07-15",22.1232
"2010-07-16",21.5489
"2010-07-17",21.5976
"2010-07-18",22.1503
"2010-07-19",22.0835
"2010-07-20",21.3958
"2010-07-21",21.2338
"2010-07-22",23.0217
"2010-07-23",22.9669
"2010-07-24",20.8459
"2010-07-25",20.8321
"2010-07-26",20.5749
"2010-07-27",21.1123
"2010-07-28",21.3759
"2010-07-29",21.2472
"2010-07-30",20.9405
"2010-07-31",20.378
"2010-08-01",21.2693
"2010-08-02",21.6434
"2010-08-03",21.2952
"2010-08-04",20.7855
"2010-08-05",20.9855
"2010-08-06",20.9466
"2010-08-07",21.0921
"2010-08-08",21.75
"2010-08-09",22.1033
"2010-08-10",23.1128
"2010-08-11",23.3665
"2010-08-12",22.4358
"2010-08-13",22.6203
"2010-08-14",23.4089
"2010-08-15",22.2464
"2010-08-16",21.269
"2010-08-17",21.0857
"2010-08-18",21.5161
"2010-08-19",23.2027
"2010-08-20",24.0573
"2010-08-21",22.4234
"2010-08-22",21.5833
"2010-08-23",22.1396
"2010-08-24",22.8266
"2010-08-25",21.5012
"2010-08-26",21.2975
"2010-08-27",21.6197
"2010-08-28",22.3789
"2010-08-29",22.4907
"2010-08-30",20.8786
"2010-08-31",20.8577
"2010-09-01",21.4028
"2010-09-02",22.6527
"2010-09-03",22.3978
"2010-09-04",21.6403
"2010-09-05",20.9318
"2010-09-06",21.2895
"2010-09-07",21.4399
"2010-09-08",21.7014
"2010-09-09",21.9183
"2010-09-10",22.5985
"2010-09-11",23.5692
"2010-09-12",23.8501
"2010-09-13",22.5098
"2010-09-14",22.017
"2010-09-15",21.7256
"2010-09-16",21.5911
"2010-09-17",21.784
"2010-09-18",22.0204
"2010-09-19",22.5858
"2010-09-20",23.4444
"2010-09-21",23.865
"2010-09-22",23.9307
"2010-09-23",23.9023
"2010-09-24",22.5936
"2010-09-25",23.5803
"2010-09-26",24.1533
"2010-09-27",24.2097
"2010-09-28",23.8557
"2010-09-29",22.9975
"2010-09-30",23.3509
"2010-10-01",23.9573
"2010-10-02",23.7221
"2010-10-03",22.7228
"2010-10-04",22.8188
"2010-10-05",22.6882
"2010-10-06",22.5453
"2010-10-07",22.7793
"2010-10-08",23.1065
"2010-10-09",22.7508
"2010-10-10",22.4243
"2010-10-11",22.0092
"2010-10-12",21.9289
"2010-10-13",21.1002
"2010-10-14",21.0629
"2010-10-15",20.5492
"2010-10-16",20.9616
"2010-10-17",21.2707
"2010-10-18",22.2436
"2010-10-19",22.8427
"2010-10-20",22.9204
"2010-10-21",22.0708
"2010-10-22",20.3443
"2010-10-23",20.2131
"2010-10-24",21.7626
"2010-10-25",22.1211
"2010-10-26",22.6353
"2010-10-27",23.5043
"2010-10-28",23.4633
"2010-10-29",23.3918
"2010-10-30",23.7882
"2010-10-31",24.0158
"2010-11-01",23.5544
"2010-11-02",22.826
"2010-11-03",24.001
"2010-11-04",23.4281
"2010-11-05",23.2602
"2010-11-06",22.875
"2010-11-07",23.2526
"2010-11-08",24.0515
"2010-11-09",23.3968
"2010-11-10",23.5281
"2010-11-11",23.1056
"2010-11-12",23.4969
"2010-11-13",24.0901
"2010-11-14",24.1007
"2010-11-15",23.5473
"2010-11-16",23.042
"2010-11-17",23.2528
"2010-11-18",23.4167
"2010-11-19",23.6826
"2010-11-20",23.6313
"2010-11-21",23.5413
"2010-11-22",23.4759
"2010-11-23",23.5376
"2010-11-24",23.8018
"2010-11-25",23.7877
"2010-11-26",23.8131
"2010-11-27",23.6783
"2010-11-28",23.7287
"2010-11-29",24.0465
"2010-11-30",23.7144
"2010-12-01",23.7553
"2010-12-02",23.6015
"2010-12-03",23.4633
"2010-12-04",23.346
"2010-12-05",21.4063
"2010-12-06",21.6009
"2010-12-07",23.2447
"2010-12-08",23.3328
"2010-12-09",22.4396
"2010-12-10",21.94
"2010-12-11",22.4918
"2010-12-12",22.9447
"2010-12-13",23.2335
"2010-12-14",23.4584
"2010-12-15",23.2971
"2010-12-16",22.2591
"2010-12-17",22.9856
"2010-12-18",22.3284
"2010-12-19",21.2584
"2010-12-20",23.1481
"2010-12-21",23.2614
"2010-12-22",22.8994
"2010-12-23",22.9437
"2010-12-24",22.8766
"2010-12-25",22.9249
"2010-12-26",22.3276
"2010-12-27",20.8971
"2010-12-28",22.9718
"2010-12-29",23.1104
"2010-12-30",22.7477
"2010-12-31",22.8025
"2011-01-01",22.9893
"2011-01-02",23.0338
"2011-01-03",22.393
"2011-01-04",23.0494
"2011-01-05",22.8499
"2011-01-06",22.9342
"2011-01-07",23.1768
"2011-01-08",23.024
"2011-01-09",22.1887
"2011-01-10",22.6571
"2011-01-11",22.0059
"2011-01-12",21.2176
"2011-01-13",19.7801
"2011-01-14",22.5861
"2011-01-15",23.448
"2011-01-16",22.9972
"2011-01-17",22.954
"2011-01-18",22.0977
"2011-01-19",20.3176
"2011-01-20",19.4008
"2011-01-21",20.0641
"2011-01-22",20.5112
"2011-01-23",20.772
"2011-01-24",20.1584
"2011-01-25",22.1488
"2011-01-26",22.977
"2011-01-27",22.8932
"2011-01-28",23.0265
"2011-01-29",22.795
"2011-01-30",23.3785
"2011-01-31",23.0761
"2011-02-01",22.4414
"2011-02-02",22.4186
"2011-02-03",23.0366
"2011-02-04",22.7771
"2011-02-05",23.0537
"2011-02-06",23.4623
"2011-02-07",23.036
"2011-02-08",23.1523
"2011-02-09",23.0103
"2011-02-10",21.1605
"2011-02-11",20.6832
"2011-02-12",20.4352
"2011-02-13",20.4033
"2011-02-14",21.6738
"2011-02-15",22.9608
"2011-02-16",23.5093
"2011-02-17",23.2943
"2011-02-18",23.1795
"2011-02-19",23.412
"2011-02-20",23.7806
"2011-02-21",23.9578
"2011-02-22",22.4513
"2011-02-23",22.2211
"2011-02-24",22.0735
"2011-02-25",21.6388
"2011-02-26",20.9663
"2011-02-27",21.873
"2011-02-28",23.1549
"2011-03-01",22.8282
"2011-03-02",22.9779
"2011-03-03",23.2429
"2011-03-04",23.1879
"2011-03-05",23.0336
"2011-03-06",22.8785
"2011-03-07",22.1197
"2011-03-08",21.9899
"2011-03-09",21.6534
"2011-03-10",21.0661
"2011-03-11",22.1026
"2011-03-12",23.9255
"2011-03-13",23.875
"2011-03-14",23.7286
"2011-03-15",23.6997
"2011-03-16",23.5236
"2011-03-17",22.4724
"2011-03-18",23.0734
"2011-03-19",23.9759
"2011-03-20",23.7438
"2011-03-21",23.9048
"2011-03-22",23.8537
"2011-03-23",24.0109
"2011-03-24",24.4198
"2011-03-25",23.773
"2011-03-26",23.899
"2011-03-27",24.0068
"2011-03-28",23.8807
"2011-03-29",23.5383
"2011-03-30",22.8566
"2011-03-31",22.4701
"2011-04-01",23.3479
"2011-04-02",23.7243
"2011-04-03",23.4733
"2011-04-04",23.0692
"2011-04-05",22.3712
"2011-04-06",22.5525
"2011-04-07",23.6194
"2011-04-08",24.0627
"2011-04-09",23.8862
"2011-04-10",23.8058
"2011-04-11",23.8003
"2011-04-12",23.701
"2011-04-13",23.6307
"2011-04-14",22.8731
"2011-04-15",23.4261
"2011-04-16",23.7904
"2011-04-17",23.9997
"2011-04-18",23.5653
"2011-04-19",23.6906
"2011-04-20",23.9925
"2011-04-21",24.3058
"2011-04-22",24.5468
"2011-04-23",23.9079
"2011-04-24",24.4504
"2011-04-25",24.6872
"2011-04-26",24.6259
"2011-04-27",24.6844
"2011-04-28",23.9681
"2011-04-29",24.4218
"2011-04-30",24.5401
"2011-05-01",24.3667
"2011-05-02",23.7358
"2011-05-03",24.126
"2011-05-04",24.3848
"2011-05-05",24.7201
"2011-05-06",24.6277
"2011-05-07",23.7489
"2011-05-08",22.9407
"2011-05-09",22.7621
"2011-05-10",22.9469
"2011-05-11",23.2908
"2011-05-12",23.6559
"2011-05-13",23.676
"2011-05-14",22.1247
"2011-05-15",23.3899
"2011-05-16",24.3504
"2011-05-17",24.1187
"2011-05-18",23.8794
"2011-05-19",23.5359
"2011-05-20",23.1298
"2011-05-21",23.6519
"2011-05-22",23.7293
"2011-05-23",23.9797
"2011-05-24",23.9417
"2011-05-25",24.4314
"2011-05-26",23.9144
"2011-05-27",23.0779
"2011-05-28",22.6957
"2011-05-29",22.6646
"2011-05-30",22.659
"2011-05-31",22.6652
"2011-06-01",22.1898
"2011-06-02",21.402
"2011-06-03",22.1244
"2011-06-04",22.6705
"2011-06-05",22.8751
"2011-06-06",22.7621
"2011-06-07",22.655
"2011-06-08",22.3636
"2011-06-09",22.336
"2011-06-10",21.9642
"2011-06-11",21.8817
"2011-06-12",22.2719
"2011-06-13",22.077
"2011-06-14",21.6371
"2011-06-15",21.7653
"2011-06-16",21.8738
"2011-06-17",21.7447
"2011-06-18",21.3337
"2011-06-19",20.6532
"2011-06-20",20.7659
"2011-06-21",21.2293
"2011-06-22",20.4548
"2011-06-23",21.0463
"2011-06-24",21.616
"2011-06-25",21.736
"2011-06-26",21.3956
"2011-06-27",21.5962
"2011-06-28",21.1718
"2011-06-29",22.1443
"2011-06-30",20.9893
"2011-07-01",21.4661
"2011-07-02",21.407
"2011-07-03",21.2573
"2011-07-04",21.2775
"2011-07-05",22.0492
"2011-07-06",21.7772
"2011-07-07",21.9692
"2011-07-08",23.0958
"2011-07-09",23.2828
"2011-07-10",22.1021
"2011-07-11",21.4642
"2011-07-12",21.4419
"2011-07-13",21.2737
"2011-07-14",20.969
"2011-07-15",21.0353
"2011-07-16",20.7196
"2011-07-17",21.2093
"2011-07-18",20.9895
"2011-07-19",21.3299
"2011-07-20",21.2107
"2011-07-21",20.7288
"2011-07-22",20.8931
"2011-07-23",21.1971
"2011-07-24",21.7797
"2011-07-25",22.6421
"2011-07-26",21.5601
"2011-07-27",20.9045
"2011-07-28",21.1977
"2011-07-29",20.9478
"2011-07-30",21.023
"2011-07-31",20.3842
"2011-08-01",20.2656
"2011-08-02",20.4124
"2011-08-03",21.4827
"2011-08-04",21.1526
"2011-08-05",22.2259
"2011-08-06",21.7248
"2011-08-07",21.123
"2011-08-08",21.324
"2011-08-09",21.5908
"2011-08-10",21.8737
"2011-08-11",21.6352
"2011-08-12",22.2547
"2011-08-13",22.054
"2011-08-14",21.7555
"2011-08-15",22.8013
"2011-08-16",23.1828
"2011-08-17",23.0927
"2011-08-18",21.4499
"2011-08-19",21.1356
"2011-08-20",21.9203
"2011-08-21",21.7893
"2011-08-22",22.6571
"2011-08-23",22.5898
"2011-08-24",21.9393
"2011-08-25",22.1198
"2011-08-26",22.0594
"2011-08-27",20.7393
"2011-08-28",20.675
"2011-08-29",20.2631
"2011-08-30",21.6017
"2011-08-31",21.651
"2011-09-01",21.5156
"2011-09-02",22.0838
"2011-09-03",20.8949
"2011-09-04",21.015
"2011-09-05",22.2298
"2011-09-06",22.1248
"2011-09-07",21.6595
"2011-09-08",21.7671
"2011-09-09",22.3849
"2011-09-10",22.3614
"2011-09-11",21.8619
"2011-09-12",22.2674
"2011-09-13",21.8255
"2011-09-14",21.4318
"2011-09-15",21.542
"2011-09-16",21.569
"2011-09-17",21.5558
"2011-09-18",21.365
"2011-09-19",20.607
"2011-09-20",19.4111
"2011-09-21",21.9795
"2011-09-22",22.1899
"2011-09-23",20.54
"2011-09-24",20.6151
"2011-09-25",21.2468
"2011-09-26",21.5986
"2011-09-27",21.9099
"2011-09-28",21.9362
"2011-09-29",22.5886
"2011-09-30",22.9662
"2011-10-01",22.9473
"2011-10-02",22.1584
"2011-10-03",22.1576
"2011-10-04",23.2488
"2011-10-05",23.6632
"2011-10-06",22.5797
"2011-10-07",22.1588
"2011-10-08",22.661
"2011-10-09",22.7635
"2011-10-10",22.0481
"2011-10-11",23.1335
"2011-10-12",23.5091
"2011-10-13",23.8632
"2011-10-14",24.4111
"2011-10-15",24.3178
"2011-10-16",24.2193
"2011-10-17",23.8022
"2011-10-18",24.1986
"2011-10-19",23.993
"2011-10-20",24.2411
"2011-10-21",24.0467
"2011-10-22",24.1411
"2011-10-23",23.8816
"2011-10-24",23.7417
"2011-10-25",23.772
"2011-10-26",24.1607
"2011-10-27",24.0931
"2011-10-28",23.7337
"2011-10-29",23.9293
"2011-10-30",24.0381
"2011-10-31",24.0875
"2011-11-01",23.6985
"2011-11-02",23.5966
"2011-11-03",23.915
"2011-11-04",24.0681
"2011-11-05",24.1079
"2011-11-06",23.8945
"2011-11-07",23.6527
"2011-11-08",22.9985
"2011-11-09",20.9272
"2011-11-10",20.93
"2011-11-11",22.1426
"2011-11-12",23.1353
"2011-11-13",22.8458
"2011-11-14",22.5491
"2011-11-15",23.4327
"2011-11-16",23.5226
"2011-11-17",23.762
"2011-11-18",24.172
"2011-11-19",24.1239
"2011-11-20",23.7524
"2011-11-21",23.4654
"2011-11-22",23.8282
"2011-11-23",23.8851
"2011-11-24",23.9852
"2011-11-25",23.6624
"2011-11-26",23.6248
"2011-11-27",23.7982
"2011-11-28",23.5187
"2011-11-29",23.8542
"2011-11-30",24.0738
"2011-12-01",24.0595
"2011-12-02",23.2795
"2011-12-03",22.3334
"2011-12-04",22.0948
"2011-12-05",22.3537
"2011-12-06",23.263
"2011-12-07",21.1378
"2011-12-08",22.9086
"2011-12-09",23.8224
"2011-12-10",23.9068
"2011-12-11",23.9174
"2011-12-12",23.8644
"2011-12-13",23.8161
"2011-12-14",23.1257
"2011-12-15",22.2526
"2011-12-16",21.8113
"2011-12-17",23.1641
"2011-12-18",23.6837
"2011-12-19",23.6067
"2011-12-20",23.0884
"2011-12-21",22.3204
"2011-12-22",22.4591
"2011-12-23",23.1952
"2011-12-24",22.8243
"2011-12-25",21.8618
"2011-12-26",21.325
"2011-12-27",19.2771
"2011-12-28",18.4733
"2011-12-29",20.6596
"2011-12-30",22.2934
"2011-12-31",20.5763
"2012-01-01",20.5724
"2012-01-02",22.439
"2012-01-03",23.1942
"2012-01-04",24.0515
"2012-01-05",23.8554
"2012-01-06",23.4495
"2012-01-07",23.4659
"2012-01-08",23.4419
"2012-01-09",23.6832
"2012-01-10",22.6309
"2012-01-11",22.3912
"2012-01-12",21.8034
"2012-01-13",20.942
"2012-01-14",20.4862
"2012-01-15",17.8934
"2012-01-16",18.4255
"2012-01-17",19.6701
"2012-01-18",20.3531
"2012-01-19",20.2941
"2012-01-20",20.8196
"2012-01-21",20.9999
"2012-01-22",21.5428
"2012-01-23",19.7049
"2012-01-24",19.2029
"2012-01-25",19.4549
"2012-01-26",20.8202
"2012-01-27",21.9453
"2012-01-28",21.5643
"2012-01-29",20.6092
"2012-01-30",20.2388
"2012-01-31",20.6058
"2012-02-01",20.9531
"2012-02-02",22.3344
"2012-02-03",23.0669
"2012-02-04",23.213
"2012-02-05",23.1209
"2012-02-06",23.193
"2012-02-07",23.4936
"2012-02-08",23.5222
"2012-02-09",23.5342
"2012-02-10",23.3386
"2012-02-11",21.9483
"2012-02-12",22.141
"2012-02-13",22.4172
"2012-02-14",23.1665
"2012-02-15",23.0109
"2012-02-16",23.2967
"2012-02-17",22.6485
"2012-02-18",21.283
"2012-02-19",21.9217
"2012-02-20",21.5465
"2012-02-21",21.2096
"2012-02-22",20.5903
"2012-02-23",20.2803
"2012-02-24",20.3787
"2012-02-25",20.9184
"2012-02-26",21.8142
"2012-02-27",23.0194
"2012-02-28",23.5576
"2012-02-29",23.7587
"2012-03-01",23.8818
"2012-03-02",23.795
"2012-03-03",23.0268
"2012-03-04",23.7361
"2012-03-05",22.7274
"2012-03-06",22.1328
"2012-03-07",22.0163
"2012-03-08",22.3866
"2012-03-09",23.3115
"2012-03-10",22.3942
"2012-03-11",22.016
"2012-03-12",23.4181
"2012-03-13",23.5583
"2012-03-14",23.7776
"2012-03-15",23.8645
"2012-03-16",23.6665
"2012-03-17",23.3087
"2012-03-18",22.9202
"2012-03-19",22.2679
"2012-03-20",22.0763
"2012-03-21",22.39
"2012-03-22",22.2435
"2012-03-23",21.2092
"2012-03-24",19.576
"2012-03-25",19.937
"2012-03-26",22.1313
"2012-03-27",22.4126
"2012-03-28",22.8393
"2012-03-29",23.1189
"2012-03-30",23.5303
"2012-03-31",23.5198
"2012-04-01",23.7687
"2012-04-02",23.3339
"2012-04-03",23.1979
"2012-04-04",23.1729
"2012-04-05",23.7107
"2012-04-06",24.1519
"2012-04-07",24.2617
"2012-04-08",23.7179
"2012-04-09",23.2712
"2012-04-10",23.4381
"2012-04-11",24.0543
"2012-04-12",23.6748
"2012-04-13",23.521
"2012-04-14",23.7382
"2012-04-15",23.8318
"2012-04-16",23.7331
"2012-04-17",24.3281
"2012-04-18",24.1323
"2012-04-19",23.9918
"2012-04-20",21.576
"2012-04-21",22.4801
"2012-04-22",23.7388
"2012-04-23",24.3623
"2012-04-24",24.3311
"2012-04-25",24.1919
"2012-04-26",24.3144
"2012-04-27",23.5556
"2012-04-28",23.23
"2012-04-29",24.3314
"2012-04-30",24.8909
"2012-05-01",23.0188
"2012-05-02",21.5334
"2012-05-03",19.9771
"2012-05-04",20.4578
"2012-05-05",21.7721
"2012-05-06",22.9102
"2012-05-07",23.8398
"2012-05-08",24.1417
"2012-05-09",23.4166
"2012-05-10",22.8554
"2012-05-11",22.4905
"2012-05-12",22.0588
"2012-05-13",23.0469
"2012-05-14",23.2211
"2012-05-15",22.0105
"2012-05-16",21.8511
"2012-05-17",22.256
"2012-05-18",23.5016
"2012-05-19",25.1723
"2012-05-20",23.5765
"2012-05-21",23.154
"2012-05-22",23.3073
"2012-05-23",22.7731
"2012-05-24",22.579
"2012-05-25",22.7277
"2012-05-26",21.9853
"2012-05-27",22.6139
"2012-05-28",21.4024
"2012-05-29",21.2722
"2012-05-30",20.3773
"2012-05-31",21.0569
"2012-06-01",22.4072
"2012-06-02",22.5659
"2012-06-03",22.6227
"2012-06-04",22.4218
"2012-06-05",22.224
"2012-06-06",22.3063
"2012-06-07",22.0617
"2012-06-08",21.7195
"2012-06-09",21.6105
"2012-06-10",20.7389
"2012-06-11",20.8459
"2012-06-12",20.3051
"2012-06-13",21.1461
"2012-06-14",21.3857
"2012-06-15",21.5388
"2012-06-16",21.3011
"2012-06-17",20.8244
"2012-06-18",20.7936
"2012-06-19",19.9747
"2012-06-20",20.6135
"2012-06-21",20.8134
"2012-06-22",20.8169
"2012-06-23",21.1737
"2012-06-24",21.4158
"2012-06-25",20.981
"2012-06-26",21.0121
"2012-06-27",21.6498
"2012-06-28",21.3953
"2012-06-29",20.8134
"2012-06-30",20.6962
"2012-07-01",21.3941
"2012-07-02",21.7025
"2012-07-03",21.004
"2012-07-04",20.5178
"2012-07-05",20.7881
"2012-07-06",20.9718
"2012-07-07",21.1138
"2012-07-08",21.486
"2012-07-09",21.8686
"2012-07-10",20.9015
"2012-07-11",20.2331
"2012-07-12",22.7823
"2012-07-13",23.4192
"2012-07-14",23.3606
"2012-07-15",23.8725
"2012-07-16",24.2366
"2012-07-17",23.1881
"2012-07-18",22.1221
"2012-07-19",20.8509
"2012-07-20",21.1891
"2012-07-21",21.2699
"2012-07-22",20.9571
"2012-07-23",21.2436
"2012-07-24",21.5421
"2012-07-25",21.7196
"2012-07-26",21.0941
"2012-07-27",20.4505
"2012-07-28",20.5064
"2012-07-29",20.516
"2012-07-30",20.1392
"2012-07-31",19.5501
"2012-08-01",20.0337
"2012-08-02",19.4435
"2012-08-03",20.5999
"2012-08-04",20.8582
"2012-08-05",20.961
"2012-08-06",20.847
"2012-08-07",19.8335
"2012-08-08",20.6834
"2012-08-09",20.169
"2012-08-10",20.8085
"2012-08-11",21.3971
"2012-08-12",21.8989
"2012-08-13",22.5538
"2012-08-14",22.5235
"2012-08-15",22.3063
"2012-08-16",22.138
"2012-08-17",20.9126
"2012-08-18",20.5313
"2012-08-19",20.3024
"2012-08-20",20.1351
"2012-08-21",20.1764
"2012-08-22",20.8012
"2012-08-23",21.9936
"2012-08-24",22.0244
"2012-08-25",21.6342
"2012-08-26",20.6964
"2012-08-27",20.4571
"2012-08-28",20.1484
"2012-08-29",21.5248
"2012-08-30",21.9027
"2012-08-31",21.6388
"2012-09-01",21.9193
"2012-09-02",22.2814
"2012-09-03",21.7081
"2012-09-04",21.0419
"2012-09-05",20.6109
"2012-09-06",22.1777
"2012-09-07",22.6019
"2012-09-08",23.1905
"2012-09-09",22.054
"2012-09-10",20.9648
"2012-09-11",21.3782
"2012-09-12",21.0803
"2012-09-13",20.9514
"2012-09-14",21.2111
"2012-09-15",21.6241
"2012-09-16",21.7192
"2012-09-17",21.2032
"2012-09-18",20.2167
"2012-09-19",21.1183
"2012-09-20",22.9489
"2012-09-21",23.4592
"2012-09-22",23.5885
"2012-09-23",22.768
"2012-09-24",22.2956
"2012-09-25",21.7681
"2012-09-26",20.7728
"2012-09-27",21.7414
"2012-09-28",22.4434
"2012-09-29",21.4297
"2012-09-30",20.3181
"2012-10-01",21.0071
"2012-10-02",20.5768
"2012-10-03",21.0718
"2012-10-04",20.9696
"2012-10-05",21.7172
"2012-10-06",22.9679
"2012-10-07",23.3623
"2012-10-08",23.8766
"2012-10-09",23.9803
"2012-10-10",23.8507
"2012-10-11",23.8618
"2012-10-12",24.0969
"2012-10-13",24.0208
"2012-10-14",23.5632
"2012-10-15",23.6122
"2012-10-16",23.4541
"2012-10-17",23.5246
"2012-10-18",23.7613
"2012-10-19",24.0939
"2012-10-20",24.0826
"2012-10-21",23.9205
"2012-10-22",23.6637
"2012-10-23",23.9365
"2012-10-24",24.1818
"2012-10-25",24.0816
"2012-10-26",24.1693
"2012-10-27",24.0761
"2012-10-28",23.9966
"2012-10-29",23.2385
"2012-10-30",22.9675
"2012-10-31",23.2749
"2012-11-01",23.3596
"2012-11-02",23.9014
"2012-11-03",23.3582
"2012-11-04",24.1807
"2012-11-05",23.7408
"2012-11-06",23.8904
"2012-11-07",24.1239
"2012-11-08",23.9662
"2012-11-09",24.2573
"2012-11-10",24.0312
"2012-11-11",23.6336
"2012-11-12",24.0123
"2012-11-13",23.8664
"2012-11-14",23.9109
"2012-11-15",23.8
"2012-11-16",23.4045
"2012-11-17",22.3414
"2012-11-18",22.0499
"2012-11-19",22.5005
"2012-11-20",22.3107
"2012-11-21",23.1326
"2012-11-22",23.9007
"2012-11-23",24.1688
"2012-11-24",23.5579
"2012-11-25",23.646
"2012-11-26",23.9163
"2012-11-27",23.452
