,"(deg C) Mean Dew Point Temperature (ERA5) at Anuradhapura, 2007-01-01 to 2025-12-31"
"2009-12-13",23.6758
"2009-12-14",23.9427
"2009-12-15",23.714
"2009-12-16",23.5068
"2009-12-17",23.5074
"2009-12-18",23.7205
"2009-12-19",23.8177
"2009-12-20",23.8363
"2009-12-21",23.7619
"2009-12-22",23.5076
"2009-12-23",23.3383
"2009-12-24",23.3267
"2009-12-25",23.0565
"2009-12-26",23.4907
"2009-12-27",23.109
"2009-12-28",22.4648
"2009-12-29",21.9205
"2009-12-30",21.167
"2009-12-31",21.381
"2010-01-01",21.1659
"2010-01-02",21.8134
"2010-01-03",21.6409
"2010-01-04",19.5648
"2010-01-05",18.3835
"2010-01-06",19.1443
"2010-01-07",20.8733
"2010-01-08",23.4337
"2010-01-09",23.6188
"2010-01-10",23.1006
"2010-01-11",23.7873
"2010-01-12",23.7042
"2010-01-13",23.9728
"2010-01-14",23.0033
"2010-01-15",21.4664
"2010-01-16",22.9567
"2010-01-17",21.8436
"2010-01-18",22.2809
"2010-01-19",20.9255
"2010-01-20",20.6818
"2010-01-21",19.7033
"2010-01-22",18.5098
"2010-01-23",18.6707
"2010-01-24",19.5542
"2010-01-25",21.29
"2010-01-26",21.4796
"2010-01-27",23.1512
"2010-01-28",22.6534
"2010-01-29",21.3911
"2010-01-30",20.799
"2010-01-31",21.48
"2010-02-01",21.4806
"2010-02-02",21.2226
"2010-02-03",20.4318
"2010-02-04",20.2507
"2010-02-05",19.6251
"2010-02-06",19.4789
"2010-02-07",19.2393
"2010-02-08",19.3864
"2010-02-09",20.8536
"2010-02-10",22.6952
"2010-02-11",22.1884
"2010-02-12",22.7581
"2010-02-13",22.9651
"2010-02-14",21.5664
"2010-02-15",21.2261
"2010-02-16",22.7166
"2010-02-17",23.471
"2010-02-18",22.0269
"2010-02-19",21.3614
"2010-02-20",22.0594
"2010-02-21",21.9715
"2010-02-22",21.9159
"2010-02-23",21.1711
"2010-02-24",20.4677
"2010-02-25",21.5625
"2010-02-26",21.6076
"2010-02-27",21.1059
"2010-02-28",20.8073
"2010-03-01",19.6781
"2010-03-02",19.7776
"2010-03-03",19.1854
"2010-03-04",20.94
"2010-03-05",21.3563
"2010-03-06",21.5203
"2010-03-07",23.7835
"2010-03-08",23.2391
"2010-03-09",22.3622
"2010-03-10",21.8142
"2010-03-11",22.0936
"2010-03-12",22.2102
"2010-03-13",23.6888
"2010-03-14",22.2435
"2010-03-15",20.937
"2010-03-16",21.25
"2010-03-17",21.7685
"2010-03-18",21.9986
"2010-03-19",22.3143
"2010-03-20",22.5159
"2010-03-21",22.563
"2010-03-22",22.7107
"2010-03-23",22.1396
"2010-03-24",23.5648
"2010-03-25",23.7493
"2010-03-26",23.8196
"2010-03-27",23.9667
"2010-03-28",24.2267
"2010-03-29",24.4738
"2010-03-30",24.3073
"2010-03-31",24.25
"2010-04-01",24.0456
"2010-04-02",24.296
"2010-04-03",24.1367
"2010-04-04",23.7451
"2010-04-05",23.912
"2010-04-06",23.9584
"2010-04-07",24.5731
"2010-04-08",24.9633
"2010-04-09",24.0477
"2010-04-10",23.9141
"2010-04-11",24.6438
"2010-04-12",24.7956
"2010-04-13",25.0373
"2010-04-14",24.6215
"2010-04-15",24.2379
"2010-04-16",24.4453
"2010-04-17",24.4382
"2010-04-18",24.9716
"2010-04-19",24.9959
"2010-04-20",25.102
"2010-04-21",25.0537
"2010-04-22",25.1086
"2010-04-23",24.9067
"2010-04-24",24.9861
"2010-04-25",24.9395
"2010-04-26",24.4877
"2010-04-27",24.4415
"2010-04-28",24.7729
"2010-04-29",24.9314
"2010-04-30",24.8057
"2010-05-01",24.8326
"2010-05-02",25.2707
"2010-05-03",25.1965
"2010-05-04",25.6211
"2010-05-05",25.5247
"2010-05-06",25.4632
"2010-05-07",25.447
"2010-05-08",25.671
"2010-05-09",25.4709
"2010-05-10",25.4413
"2010-05-11",25.6981
"2010-05-12",26.3037
"2010-05-13",26.2791
"2010-05-14",25.4706
"2010-05-15",25.3332
"2010-05-16",25.3784
"2010-05-17",25.0102
"2010-05-18",24.8138
"2010-05-19",24.7874
"2010-05-20",24.7862
"2010-05-21",24.9315
"2010-05-22",25.139
"2010-05-23",24.917
"2010-05-24",24.8303
"2010-05-25",24.7848
"2010-05-26",24.9065
"2010-05-27",24.7962
"2010-05-28",24.7902
"2010-05-29",24.8559
"2010-05-30",24.6524
"2010-05-31",24.4579
"2010-06-01",24.6804
"2010-06-02",24.8472
"2010-06-03",25.1007
"2010-06-04",25.0066
"2010-06-05",24.7575
"2010-06-06",24.317
"2010-06-07",24.0631
"2010-06-08",23.7102
"2010-06-09",23.6727
"2010-06-10",23.6195
"2010-06-11",23.5415
"2010-06-12",23.9065
"2010-06-13",24.0895
"2010-06-14",23.9262
"2010-06-15",23.6498
"2010-06-16",24.1665
"2010-06-17",24.0857
"2010-06-18",23.6444
"2010-06-19",23.6332
"2010-06-20",23.7843
"2010-06-21",24.21
"2010-06-22",23.9922
"2010-06-23",23.7048
"2010-06-24",22.328
"2010-06-25",22.7898
"2010-06-26",23.4001
"2010-06-27",23.5824
"2010-06-28",23.8271
"2010-06-29",23.4989
"2010-06-30",22.5887
"2010-07-01",22.8943
"2010-07-02",23.3549
"2010-07-03",23.483
"2010-07-04",23.6551
"2010-07-05",23.5677
"2010-07-06",23.6337
"2010-07-07",22.9711
"2010-07-08",23.3506
"2010-07-09",23.626
"2010-07-10",23.8301
"2010-07-11",23.6429
"2010-07-12",23.203
"2010-07-13",23.0979
"2010-07-14",23.5
"2010-07-15",23.5559
"2010-07-16",23.2598
"2010-07-17",23.5203
"2010-07-18",23.7045
"2010-07-19",23.6137
"2010-07-20",23.6347
"2010-07-21",23.2941
"2010-07-22",23.8899
"2010-07-23",23.693
"2010-07-24",22.6272
"2010-07-25",22.9312
"2010-07-26",22.6327
"2010-07-27",22.9791
"2010-07-28",23.0052
"2010-07-29",22.9918
"2010-07-30",22.898
"2010-07-31",22.7039
"2010-08-01",22.8411
"2010-08-02",23.1946
"2010-08-03",23.121
"2010-08-04",22.9188
"2010-08-05",23.106
"2010-08-06",22.9247
"2010-08-07",23.1154
"2010-08-08",23.4678
"2010-08-09",23.5845
"2010-08-10",23.1356
"2010-08-11",23.1203
"2010-08-12",23.123
"2010-08-13",23.3133
"2010-08-14",23.4896
"2010-08-15",22.9537
"2010-08-16",23.0998
"2010-08-17",22.2948
"2010-08-18",22.6432
"2010-08-19",23.2762
"2010-08-20",23.6541
"2010-08-21",23.2596
"2010-08-22",23.1583
"2010-08-23",23.4218
"2010-08-24",23.8693
"2010-08-25",22.9879
"2010-08-26",22.7084
"2010-08-27",22.7362
"2010-08-28",23.271
"2010-08-29",23.4477
"2010-08-30",22.4024
"2010-08-31",22.2657
"2010-09-01",22.5448
"2010-09-02",22.8899
"2010-09-03",23.1908
"2010-09-04",22.9976
"2010-09-05",22.4827
"2010-09-06",22.8632
"2010-09-07",22.9057
"2010-09-08",23.1623
"2010-09-09",23.0816
"2010-09-10",23.417
"2010-09-11",23.721
"2010-09-12",24.0291
"2010-09-13",23.8064
"2010-09-14",23.5436
"2010-09-15",22.9362
"2010-09-16",23.0561
"2010-09-17",23.1602
"2010-09-18",23.2197
"2010-09-19",23.6935
"2010-09-20",23.5913
"2010-09-21",23.6833
"2010-09-22",24.0206
"2010-09-23",23.982
"2010-09-24",23.2302
"2010-09-25",23.2466
"2010-09-26",23.8548
"2010-09-27",24.104
"2010-09-28",23.7946
"2010-09-29",23.6723
"2010-09-30",23.7411
"2010-10-01",23.8498
"2010-10-02",24.0306
"2010-10-03",23.7771
"2010-10-04",23.804
"2010-10-05",24.2227
"2010-10-06",23.8881
"2010-10-07",23.9578
"2010-10-08",24.1822
"2010-10-09",23.8681
"2010-10-10",23.9209
"2010-10-11",23.1326
"2010-10-12",23.5756
"2010-10-13",23.038
"2010-10-14",23.0987
"2010-10-15",22.7009
"2010-10-16",22.8441
"2010-10-17",22.7422
"2010-10-18",23.3054
"2010-10-19",23.8759
"2010-10-20",23.2669
"2010-10-21",23.1211
"2010-10-22",22.4274
"2010-10-23",22.0781
"2010-10-24",23.5312
"2010-10-25",22.7564
"2010-10-26",22.7472
"2010-10-27",23.4703
"2010-10-28",23.5013
"2010-10-29",23.4876
"2010-10-30",23.7306
"2010-10-31",24.1782
"2010-11-01",23.8306
"2010-11-02",23.169
"2010-11-03",23.5597
"2010-11-04",23.7209
"2010-11-05",23.819
"2010-11-06",23.6879
"2010-11-07",24.0285
"2010-11-08",23.6767
"2010-11-09",23.83
"2010-11-10",23.4354
"2010-11-11",23.2917
"2010-11-12",24.0229
"2010-11-13",23.9625
"2010-11-14",23.149
"2010-11-15",23.1997
"2010-11-16",23.5437
"2010-11-17",23.2454
"2010-11-18",23.436
"2010-11-19",23.8766
"2010-11-20",23.8597
"2010-11-21",23.4595
"2010-11-22",23.6154
"2010-11-23",23.7187
"2010-11-24",23.8405
"2010-11-25",23.9168
"2010-11-26",23.6952
"2010-11-27",23.7119
"2010-11-28",23.6944
"2010-11-29",23.4779
"2010-11-30",23.6435
"2010-12-01",23.6353
"2010-12-02",23.6932
"2010-12-03",23.308
"2010-12-04",23.2867
"2010-12-05",21.5224
"2010-12-06",21.4958
"2010-12-07",23.1827
"2010-12-08",22.946
"2010-12-09",22.7448
"2010-12-10",23.1587
"2010-12-11",23.6059
"2010-12-12",23.2908
"2010-12-13",22.7706
"2010-12-14",23.085
"2010-12-15",23.2212
"2010-12-16",22.6858
"2010-12-17",23.0045
"2010-12-18",22.0547
"2010-12-19",21.0559
"2010-12-20",23.2358
"2010-12-21",23.2076
"2010-12-22",21.6278
"2010-12-23",21.615
"2010-12-24",22.6518
"2010-12-25",22.6466
"2010-12-26",22.1906
"2010-12-27",21.9923
"2010-12-28",22.789
"2010-12-29",23.1271
"2010-12-30",22.5409
"2010-12-31",22.7486
"2011-01-01",23.0946
"2011-01-02",23.2384
"2011-01-03",21.874
"2011-01-04",22.4255
"2011-01-05",22.2843
"2011-01-06",22.4159
"2011-01-07",23.0446
"2011-01-08",23.1413
"2011-01-09",22.3403
"2011-01-10",22.8328
"2011-01-11",22.1436
"2011-01-12",20.35
"2011-01-13",20.0227
"2011-01-14",22.3598
"2011-01-15",23.2882
"2011-01-16",23.0731
"2011-01-17",22.7738
"2011-01-18",21.0948
"2011-01-19",20.0807
"2011-01-20",19.6993
"2011-01-21",20.1032
"2011-01-22",20.0344
"2011-01-23",20.0535
"2011-01-24",19.8655
"2011-01-25",21.459
"2011-01-26",22.5845
"2011-01-27",22.3498
"2011-01-28",22.9195
"2011-01-29",22.8091
"2011-01-30",23.2041
"2011-01-31",22.9476
"2011-02-01",22.5408
"2011-02-02",22.0495
"2011-02-03",22.3689
"2011-02-04",22.305
"2011-02-05",23.0201
"2011-02-06",23.4412
"2011-02-07",22.9766
"2011-02-08",23.2034
"2011-02-09",21.8003
"2011-02-10",20.3948
"2011-02-11",20.3922
"2011-02-12",20.0997
"2011-02-13",20.1142
"2011-02-14",21.0954
"2011-02-15",22.4203
"2011-02-16",22.6998
"2011-02-17",22.6538
"2011-02-18",23.0629
"2011-02-19",23.1507
"2011-02-20",23.6462
"2011-02-21",23.7304
"2011-02-22",22.4803
"2011-02-23",22.1488
"2011-02-24",22.1789
"2011-02-25",21.1638
"2011-02-26",20.5125
"2011-02-27",21.1375
"2011-02-28",23.0798
"2011-03-01",22.3637
"2011-03-02",21.87
"2011-03-03",23.0582
"2011-03-04",23.0254
"2011-03-05",22.2742
"2011-03-06",22.478
"2011-03-07",21.2262
"2011-03-08",20.948
"2011-03-09",20.7053
"2011-03-10",19.7809
"2011-03-11",20.842
"2011-03-12",23.7343
"2011-03-13",23.5305
"2011-03-14",23.5259
"2011-03-15",23.3075
"2011-03-16",23.3836
"2011-03-17",20.803
"2011-03-18",21.7898
"2011-03-19",23.1862
"2011-03-20",23.315
"2011-03-21",23.5307
"2011-03-22",23.2982
"2011-03-23",23.1003
"2011-03-24",23.5479
"2011-03-25",23.1975
"2011-03-26",23.5281
"2011-03-27",22.8934
"2011-03-28",22.9209
"2011-03-29",22.8587
"2011-03-30",21.6365
"2011-03-31",22.0034
"2011-04-01",23.1356
"2011-04-02",23.4701
"2011-04-03",23.5025
"2011-04-04",22.9314
"2011-04-05",21.8718
"2011-04-06",21.1334
"2011-04-07",22.7242
"2011-04-08",23.5765
"2011-04-09",23.1686
"2011-04-10",23.6931
"2011-04-11",23.9073
"2011-04-12",23.3995
"2011-04-13",23.4568
"2011-04-14",23.274
"2011-04-15",23.1829
"2011-04-16",23.6751
"2011-04-17",23.7334
"2011-04-18",23.793
"2011-04-19",23.96
"2011-04-20",23.9227
"2011-04-21",23.8673
"2011-04-22",24.4981
"2011-04-23",23.8209
"2011-04-24",24.2992
"2011-04-25",23.9542
"2011-04-26",24.667
"2011-04-27",24.714
"2011-04-28",24.9209
"2011-04-29",25.0437
"2011-04-30",25.1514
"2011-05-01",25.0854
"2011-05-02",24.9554
"2011-05-03",25.0292
"2011-05-04",25.2816
"2011-05-05",25.353
"2011-05-06",25.3287
"2011-05-07",24.6984
"2011-05-08",24.1274
"2011-05-09",23.2431
"2011-05-10",23.8416
"2011-05-11",24.1
"2011-05-12",24.1358
"2011-05-13",22.5686
"2011-05-14",21.6797
"2011-05-15",24.1971
"2011-05-16",24.2579
"2011-05-17",23.8834
"2011-05-18",23.677
"2011-05-19",23.7695
"2011-05-20",23.7601
"2011-05-21",23.8586
"2011-05-22",24.2951
"2011-05-23",23.9947
"2011-05-24",24.6409
"2011-05-25",24.6949
"2011-05-26",24.7923
"2011-05-27",24.6027
"2011-05-28",24.1339
"2011-05-29",24.2127
"2011-05-30",24.0687
"2011-05-31",24.0884
"2011-06-01",23.8177
"2011-06-02",23.6721
"2011-06-03",23.9834
"2011-06-04",24.083
"2011-06-05",24.1656
"2011-06-06",24.2048
"2011-06-07",24.2092
"2011-06-08",24.0159
"2011-06-09",23.6906
"2011-06-10",23.7905
"2011-06-11",23.581
"2011-06-12",24.2176
"2011-06-13",23.9529
"2011-06-14",23.4412
"2011-06-15",23.5928
"2011-06-16",23.4309
"2011-06-17",23.1144
"2011-06-18",23.2195
"2011-06-19",23.0915
"2011-06-20",22.8077
"2011-06-21",23.2631
"2011-06-22",23.0217
"2011-06-23",23.3198
"2011-06-24",23.5834
"2011-06-25",23.8216
"2011-06-26",23.3035
"2011-06-27",23.6077
"2011-06-28",23.0889
"2011-06-29",23.3885
"2011-06-30",23.2031
"2011-07-01",23.3476
"2011-07-02",23.0666
"2011-07-03",23.0632
"2011-07-04",23.2266
"2011-07-05",23.676
"2011-07-06",23.401
"2011-07-07",23.6186
"2011-07-08",23.9194
"2011-07-09",24.0699
"2011-07-10",23.7965
"2011-07-11",23.1341
"2011-07-12",23.0911
"2011-07-13",23.2375
"2011-07-14",22.9922
"2011-07-15",23.0209
"2011-07-16",22.6746
"2011-07-17",23.1345
"2011-07-18",22.8206
"2011-07-19",22.8819
"2011-07-20",22.9352
"2011-07-21",22.8792
"2011-07-22",22.9379
"2011-07-23",22.9331
"2011-07-24",23.5424
"2011-07-25",23.7307
"2011-07-26",22.9598
"2011-07-27",22.8724
"2011-07-28",22.9843
"2011-07-29",22.8624
"2011-07-30",22.611
"2011-07-31",22.4773
"2011-08-01",22.7935
"2011-08-02",22.6615
"2011-08-03",23.1379
"2011-08-04",22.9148
"2011-08-05",23.3348
"2011-08-06",23.4111
"2011-08-07",22.7792
"2011-08-08",23.0202
"2011-08-09",23.3177
"2011-08-10",23.3205
"2011-08-11",23.1148
"2011-08-12",23.5383
"2011-08-13",23.3534
"2011-08-14",23.2137
"2011-08-15",23.5893
"2011-08-16",23.6988
"2011-08-17",23.8922
"2011-08-18",22.5556
"2011-08-19",22.7713
"2011-08-20",23.0458
"2011-08-21",23.0898
"2011-08-22",23.3508
"2011-08-23",22.9228
"2011-08-24",22.92
"2011-08-25",23.0054
"2011-08-26",23.0098
"2011-08-27",22.6861
"2011-08-28",22.6221
"2011-08-29",22.2202
"2011-08-30",23.0645
"2011-08-31",22.9593
"2011-09-01",22.9075
"2011-09-02",23.1186
"2011-09-03",22.4385
"2011-09-04",22.582
"2011-09-05",23.4561
"2011-09-06",23.3019
"2011-09-07",22.8177
"2011-09-08",23.0477
"2011-09-09",23.3481
"2011-09-10",23.5563
"2011-09-11",23.5137
"2011-09-12",23.5572
"2011-09-13",23.5212
"2011-09-14",23.268
"2011-09-15",23.1819
"2011-09-16",23.2149
"2011-09-17",23.0825
"2011-09-18",22.9458
"2011-09-19",22.1482
"2011-09-20",22.5446
"2011-09-21",23.3159
"2011-09-22",23.0822
"2011-09-23",22.1519
"2011-09-24",22.4672
"2011-09-25",22.5287
"2011-09-26",22.5174
"2011-09-27",22.7435
"2011-09-28",22.5308
"2011-09-29",22.9307
"2011-09-30",23.4448
"2011-10-01",23.502
"2011-10-02",22.8106
"2011-10-03",22.8253
"2011-10-04",23.6668
"2011-10-05",23.2982
"2011-10-06",22.1048
"2011-10-07",23.4263
"2011-10-08",23.115
"2011-10-09",22.8563
"2011-10-10",22.4479
"2011-10-11",23.263
"2011-10-12",23.6136
"2011-10-13",24.1014
"2011-10-14",24.1688
"2011-10-15",24.2196
"2011-10-16",24.058
"2011-10-17",23.7447
"2011-10-18",23.649
"2011-10-19",23.4016
"2011-10-20",24.0196
"2011-10-21",23.4215
"2011-10-22",23.7827
"2011-10-23",23.7609
"2011-10-24",23.8149
"2011-10-25",23.7459
"2011-10-26",24.0787
"2011-10-27",23.9495
"2011-10-28",23.8015
"2011-10-29",23.9509
"2011-10-30",23.9016
"2011-10-31",24.1218
"2011-11-01",23.7703
"2011-11-02",23.9103
"2011-11-03",23.7878
"2011-11-04",24.1545
"2011-11-05",24.0773
"2011-11-06",23.9876
"2011-11-07",23.5911
"2011-11-08",21.3537
"2011-11-09",19.8967
"2011-11-10",20.3314
"2011-11-11",22.1479
"2011-11-12",23.3341
"2011-11-13",23.1151
"2011-11-14",22.2165
"2011-11-15",22.8379
"2011-11-16",23.6304
"2011-11-17",23.8923
"2011-11-18",23.7921
"2011-11-19",23.865
"2011-11-20",23.4516
"2011-11-21",23.6009
"2011-11-22",23.3381
"2011-11-23",23.498
"2011-11-24",23.7359
"2011-11-25",23.5644
"2011-11-26",23.3348
"2011-11-27",23.5166
"2011-11-28",24.0674
"2011-11-29",24.0831
"2011-11-30",24.008
"2011-12-01",23.7617
"2011-12-02",22.7153
"2011-12-03",21.5529
"2011-12-04",21.469
"2011-12-05",21.7106
"2011-12-06",22.0825
"2011-12-07",20.214
"2011-12-08",22.1989
"2011-12-09",23.4464
"2011-12-10",23.6678
"2011-12-11",23.774
"2011-12-12",23.7602
"2011-12-13",23.5088
"2011-12-14",23.2428
"2011-12-15",22.4382
"2011-12-16",21.3509
"2011-12-17",22.2963
"2011-12-18",23.6238
"2011-12-19",23.3827
"2011-12-20",23.0367
"2011-12-21",21.3568
"2011-12-22",21.5825
"2011-12-23",22.8241
"2011-12-24",21.874
"2011-12-25",20.6336
"2011-12-26",20.8007
"2011-12-27",19.105
"2011-12-28",20.7034
"2011-12-29",22.3206
"2011-12-30",22.5223
"2011-12-31",21.2581
"2012-01-01",20.7861
"2012-01-02",22.4913
"2012-01-03",22.9837
"2012-01-04",24.0714
"2012-01-05",23.9201
"2012-01-06",23.0326
"2012-01-07",23.4215
"2012-01-08",23.5789
"2012-01-09",23.6715
"2012-01-10",21.7301
"2012-01-11",21.4936
"2012-01-12",20.8148
"2012-01-13",20.722
"2012-01-14",19.7418
"2012-01-15",17.6785
"2012-01-16",17.9048
"2012-01-17",18.4898
"2012-01-18",19.2033
"2012-01-19",19.4696
"2012-01-20",19.7161
"2012-01-21",19.6375
"2012-01-22",19.8806
"2012-01-23",18.7289
"2012-01-24",18.7776
"2012-01-25",17.9528
"2012-01-26",19.8186
"2012-01-27",21.4589
"2012-01-28",21.0553
"2012-01-29",19.367
"2012-01-30",18.8252
"2012-01-31",20.2213
"2012-02-01",20.0973
"2012-02-02",21.2642
"2012-02-03",21.5059
"2012-02-04",22.0232
"2012-02-05",22.719
"2012-02-06",22.9821
"2012-02-07",22.8379
"2012-02-08",23.5727
"2012-02-09",23.6044
"2012-02-10",23.4519
"2012-02-11",21.7349
"2012-02-12",21.1164
"2012-02-13",21.6907
"2012-02-14",22.4857
"2012-02-15",22.8135
"2012-02-16",22.3115
"2012-02-17",21.9264
"2012-02-18",19.9628
"2012-02-19",21.4031
"2012-02-20",20.6605
"2012-02-21",20.1218
"2012-02-22",19.4844
"2012-02-23",19.3295
"2012-02-24",19.2084
"2012-02-25",20.2214
"2012-02-26",20.864
"2012-02-27",21.9123
"2012-02-28",23.0415
"2012-02-29",23.4911
"2012-03-01",23.3503
"2012-03-02",22.7199
"2012-03-03",23.1977
"2012-03-04",22.9735
"2012-03-05",22.0076
"2012-03-06",21.3829
"2012-03-07",20.9883
"2012-03-08",22.3283
"2012-03-09",22.4585
"2012-03-10",21.6812
"2012-03-11",21.7233
"2012-03-12",23.365
"2012-03-13",22.3952
"2012-03-14",22.897
"2012-03-15",23.3148
"2012-03-16",23.4698
"2012-03-17",22.719
"2012-03-18",21.794
"2012-03-19",21.4117
"2012-03-20",20.9564
"2012-03-21",21.5549
"2012-03-22",21.2134
"2012-03-23",20.0255
"2012-03-24",17.3441
"2012-03-25",18.301
"2012-03-26",21.275
"2012-03-27",22.1305
"2012-03-28",22.9373
"2012-03-29",22.9853
"2012-03-30",23.7834
"2012-03-31",22.6398
"2012-04-01",23.0698
"2012-04-02",22.6338
"2012-04-03",22.5659
"2012-04-04",22.7315
"2012-04-05",23.3452
"2012-04-06",23.3088
"2012-04-07",23.5192
"2012-04-08",23.2982
"2012-04-09",22.9204
"2012-04-10",23.4202
"2012-04-11",23.8419
"2012-04-12",23.5996
"2012-04-13",23.1843
"2012-04-14",23.4115
"2012-04-15",23.7035
"2012-04-16",23.7866
"2012-04-17",24.1216
"2012-04-18",24.0651
"2012-04-19",24.0432
"2012-04-20",22.4586
"2012-04-21",23.4121
"2012-04-22",24.1901
"2012-04-23",24.3637
"2012-04-24",24.3106
"2012-04-25",23.8983
"2012-04-26",23.8804
"2012-04-27",23.7673
"2012-04-28",23.7161
"2012-04-29",24.5482
"2012-04-30",24.474
"2012-05-01",23.418
"2012-05-02",22.125
"2012-05-03",21.4503
"2012-05-04",22.3895
"2012-05-05",23.1502
"2012-05-06",24.2046
"2012-05-07",23.6335
"2012-05-08",23.6409
"2012-05-09",23.3397
"2012-05-10",23.5413
"2012-05-11",23.9982
"2012-05-12",23.0307
"2012-05-13",23.809
"2012-05-14",24.172
"2012-05-15",23.2994
"2012-05-16",23.3477
"2012-05-17",24.1276
"2012-05-18",24.6685
"2012-05-19",24.5045
"2012-05-20",24.539
"2012-05-21",24.3069
"2012-05-22",24.2074
"2012-05-23",24.4394
"2012-05-24",24.0884
"2012-05-25",24.2013
"2012-05-26",23.6481
"2012-05-27",23.8665
"2012-05-28",23.258
"2012-05-29",23.6549
"2012-05-30",23.3635
"2012-05-31",23.1069
"2012-06-01",23.9026
"2012-06-02",24.1609
"2012-06-03",24.2703
"2012-06-04",23.8096
"2012-06-05",23.7112
"2012-06-06",23.7797
"2012-06-07",23.3389
"2012-06-08",23.2541
"2012-06-09",23.5523
"2012-06-10",23.0629
"2012-06-11",22.7787
"2012-06-12",22.8356
"2012-06-13",23.0081
"2012-06-14",23.1376
"2012-06-15",23.0658
"2012-06-16",22.9389
"2012-06-17",22.754
"2012-06-18",22.5054
"2012-06-19",22.3807
"2012-06-20",22.8852
"2012-06-21",23.326
"2012-06-22",22.869
"2012-06-23",23.1769
"2012-06-24",23.3644
"2012-06-25",23.0428
"2012-06-26",22.9777
"2012-06-27",23.1096
"2012-06-28",22.8634
"2012-06-29",22.6906
"2012-06-30",22.5923
"2012-07-01",23.0594
"2012-07-02",22.9406
"2012-07-03",22.7329
"2012-07-04",22.401
"2012-07-05",22.808
"2012-07-06",23.1214
"2012-07-07",23.2472
"2012-07-08",23.5138
"2012-07-09",23.6525
"2012-07-10",22.9575
"2012-07-11",21.6902
"2012-07-12",22.6781
"2012-07-13",23.4275
"2012-07-14",23.8321
"2012-07-15",24.1097
"2012-07-16",23.8222
"2012-07-17",23.2692
"2012-07-18",23.3774
"2012-07-19",22.7331
"2012-07-20",22.8912
"2012-07-21",22.8335
"2012-07-22",22.593
"2012-07-23",23.0077
"2012-07-24",23.1161
"2012-07-25",23.3923
"2012-07-26",22.8219
"2012-07-27",22.3416
"2012-07-28",22.448
"2012-07-29",22.4846
"2012-07-30",22.2814
"2012-07-31",22.2031
"2012-08-01",21.68
"2012-08-02",21.5846
"2012-08-03",22.5356
"2012-08-04",22.6331
"2012-08-05",22.9599
"2012-08-06",23.1669
"2012-08-07",22.4749
"2012-08-08",22.257
"2012-08-09",21.5913
"2012-08-10",22.7132
"2012-08-11",22.9311
"2012-08-12",22.8562
"2012-08-13",22.9402
"2012-08-14",23.1441
"2012-08-15",23.3814
"2012-08-16",23.3429
"2012-08-17",22.4036
"2012-08-18",22.1237
"2012-08-19",22.308
"2012-08-20",21.8863
"2012-08-21",22.0033
"2012-08-22",22.0824
"2012-08-23",22.5948
"2012-08-24",22.7457
"2012-08-25",22.8086
"2012-08-26",22.2372
"2012-08-27",22.0113
"2012-08-28",21.8648
"2012-08-29",22.9771
"2012-08-30",23.0554
"2012-08-31",22.8336
"2012-09-01",23.0412
"2012-09-02",23.4667
"2012-09-03",23.5578
"2012-09-04",22.8225
"2012-09-05",22.3051
"2012-09-06",23.2235
"2012-09-07",23.366
"2012-09-08",23.9474
"2012-09-09",23.2355
"2012-09-10",22.6646
"2012-09-11",22.8366
"2012-09-12",22.8871
"2012-09-13",23.0087
"2012-09-14",22.6139
"2012-09-15",23.1865
"2012-09-16",23.3622
"2012-09-17",23.0853
"2012-09-18",22.4269
"2012-09-19",22.2982
"2012-09-20",22.8608
"2012-09-21",22.8802
"2012-09-22",22.9537
"2012-09-23",22.8555
"2012-09-24",23.1312
"2012-09-25",21.3404
"2012-09-26",21.5231
"2012-09-27",22.6087
"2012-09-28",23.391
"2012-09-29",23.3795
"2012-09-30",21.4012
"2012-10-01",21.9545
"2012-10-02",22.1478
"2012-10-03",22.0882
"2012-10-04",21.4166
"2012-10-05",21.9435
"2012-10-06",23.2799
"2012-10-07",22.6417
"2012-10-08",22.6806
"2012-10-09",23.7955
"2012-10-10",23.751
"2012-10-11",23.7256
"2012-10-12",23.8262
"2012-10-13",23.8031
"2012-10-14",23.6768
"2012-10-15",23.5553
"2012-10-16",23.5373
"2012-10-17",23.607
"2012-10-18",23.7295
"2012-10-19",23.8061
"2012-10-20",23.6723
"2012-10-21",23.8054
"2012-10-22",23.6762
"2012-10-23",23.8742
"2012-10-24",24.1482
"2012-10-25",23.895
"2012-10-26",24.0366
"2012-10-27",24.1831
"2012-10-28",23.9025
"2012-10-29",23.2862
"2012-10-30",23.1366
"2012-10-31",23.1271
"2012-11-01",23.2256
"2012-11-02",23.4124
"2012-11-03",23.5076
"2012-11-04",23.6732
"2012-11-05",23.2138
"2012-11-06",23.5232
"2012-11-07",23.9839
"2012-11-08",23.7043
"2012-11-09",23.9694
"2012-11-10",23.7708
"2012-11-11",22.759
"2012-11-12",23.579
"2012-11-13",23.9135
"2012-11-14",23.7148
"2012-11-15",23.0124
"2012-11-16",21.9331
"2012-11-17",21.558
"2012-11-18",21.7729
"2012-11-19",21.8327
"2012-11-20",21.8545
"2012-11-21",23.0012
"2012-11-22",24.1294
"2012-11-23",24.1487
"2012-11-24",23.4932
"2012-11-25",23.7793
"2012-11-26",23.6461
"2012-11-27",23.1168
"2012-11-28",21.6253
