,"(deg C) Mean Dew Point Temperature (ERA5) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2009-12-13",24.0005
"2009-12-14",24.215
"2009-12-15",23.786
"2009-12-16",23.5731
"2009-12-17",23.7555
"2009-12-18",23.8357
"2009-12-19",23.7639
"2009-12-20",24.0581
"2009-12-21",24.005
"2009-12-22",23.8039
"2009-12-23",23.4913
"2009-12-24",23.2441
"2009-12-25",22.7602
"2009-12-26",23.5085
"2009-12-27",23.0054
"2009-12-28",21.9312
"2009-12-29",21.6055
"2009-12-30",21.282
"2009-12-31",21.6335
"2010-01-01",21.3188
"2010-01-02",21.9578
"2010-01-03",21.5517
"2010-01-04",19.7261
"2010-01-05",18.6249
"2010-01-06",19.5313
"2010-01-07",21.2599
"2010-01-08",23.7063
"2010-01-09",24.0262
"2010-01-10",23.9102
"2010-01-11",24.2437
"2010-01-12",24.1186
"2010-01-13",24.3811
"2010-01-14",23.4452
"2010-01-15",21.7403
"2010-01-16",23.0784
"2010-01-17",21.978
"2010-01-18",21.9152
"2010-01-19",21.0154
"2010-01-20",20.7758
"2010-01-21",19.8995
"2010-01-22",18.2704
"2010-01-23",18.7073
"2010-01-24",20.1667
"2010-01-25",21.7859
"2010-01-26",21.8598
"2010-01-27",23.2432
"2010-01-28",22.9849
"2010-01-29",21.4272
"2010-01-30",20.9875
"2010-01-31",21.3743
"2010-02-01",21.4822
"2010-02-02",20.6583
"2010-02-03",20.0153
"2010-02-04",19.767
"2010-02-05",19.2662
"2010-02-06",19.4726
"2010-02-07",19.6818
"2010-02-08",19.5329
"2010-02-09",20.7601
"2010-02-10",22.2633
"2010-02-11",22.1069
"2010-02-12",22.6849
"2010-02-13",23.0119
"2010-02-14",21.605
"2010-02-15",21.3817
"2010-02-16",22.7261
"2010-02-17",23.398
"2010-02-18",22.2859
"2010-02-19",21.9021
"2010-02-20",22.3749
"2010-02-21",22.505
"2010-02-22",22.3906
"2010-02-23",22.2892
"2010-02-24",21.7821
"2010-02-25",22.4917
"2010-02-26",22.4564
"2010-02-27",22.0474
"2010-02-28",22.1752
"2010-03-01",20.913
"2010-03-02",20.0232
"2010-03-03",19.5159
"2010-03-04",21.8349
"2010-03-05",22.1778
"2010-03-06",22.2274
"2010-03-07",24.6119
"2010-03-08",23.9959
"2010-03-09",23.1595
"2010-03-10",22.8264
"2010-03-11",23.0232
"2010-03-12",22.5493
"2010-03-13",23.8804
"2010-03-14",23.2266
"2010-03-15",22.439
"2010-03-16",22.4275
"2010-03-17",22.658
"2010-03-18",22.6135
"2010-03-19",23.3947
"2010-03-20",23.5033
"2010-03-21",23.4552
"2010-03-22",23.8227
"2010-03-23",23.0782
"2010-03-24",23.1256
"2010-03-25",23.4817
"2010-03-26",24.311
"2010-03-27",24.3152
"2010-03-28",24.4834
"2010-03-29",24.8886
"2010-03-30",24.5728
"2010-03-31",24.6073
"2010-04-01",24.571
"2010-04-02",25.2584
"2010-04-03",24.9943
"2010-04-04",24.23
"2010-04-05",24.5483
"2010-04-06",24.7721
"2010-04-07",25.0536
"2010-04-08",25.6153
"2010-04-09",24.9139
"2010-04-10",24.7329
"2010-04-11",25.0819
"2010-04-12",24.9016
"2010-04-13",25.1543
"2010-04-14",24.7819
"2010-04-15",24.9121
"2010-04-16",24.766
"2010-04-17",24.9789
"2010-04-18",25.2679
"2010-04-19",25.458
"2010-04-20",25.4591
"2010-04-21",25.3089
"2010-04-22",25.1964
"2010-04-23",25.2671
"2010-04-24",25.5144
"2010-04-25",25.2286
"2010-04-26",25.1145
"2010-04-27",24.8697
"2010-04-28",25.3678
"2010-04-29",25.2924
"2010-04-30",25.0364
"2010-05-01",24.9852
"2010-05-02",25.4148
"2010-05-03",25.3787
"2010-05-04",25.9404
"2010-05-05",25.7093
"2010-05-06",25.7228
"2010-05-07",25.5239
"2010-05-08",25.7854
"2010-05-09",25.7699
"2010-05-10",25.7975
"2010-05-11",26.0992
"2010-05-12",26.5085
"2010-05-13",26.3693
"2010-05-14",25.7734
"2010-05-15",25.6297
"2010-05-16",25.4219
"2010-05-17",25.2631
"2010-05-18",25.3547
"2010-05-19",25.1546
"2010-05-20",25.1413
"2010-05-21",25.414
"2010-05-22",25.404
"2010-05-23",25.2262
"2010-05-24",25.2127
"2010-05-25",25.076
"2010-05-26",25.0568
"2010-05-27",25.0909
"2010-05-28",25.0458
"2010-05-29",25.1327
"2010-05-30",24.8751
"2010-05-31",24.671
"2010-06-01",24.9389
"2010-06-02",24.888
"2010-06-03",25.3289
"2010-06-04",25.2118
"2010-06-05",25.0398
"2010-06-06",24.9644
"2010-06-07",24.9317
"2010-06-08",24.3419
"2010-06-09",24.4453
"2010-06-10",24.0668
"2010-06-11",24.122
"2010-06-12",23.9582
"2010-06-13",24.2469
"2010-06-14",24.2773
"2010-06-15",23.9176
"2010-06-16",24.5391
"2010-06-17",24.3842
"2010-06-18",24.0698
"2010-06-19",23.9776
"2010-06-20",24.124
"2010-06-21",24.244
"2010-06-22",24.1476
"2010-06-23",24.0394
"2010-06-24",22.6441
"2010-06-25",23.225
"2010-06-26",23.878
"2010-06-27",24.0491
"2010-06-28",24.428
"2010-06-29",24.1392
"2010-06-30",23.1812
"2010-07-01",23.0523
"2010-07-02",23.3411
"2010-07-03",23.6548
"2010-07-04",24.1277
"2010-07-05",24.3162
"2010-07-06",24.1256
"2010-07-07",23.4606
"2010-07-08",23.8843
"2010-07-09",24.2187
"2010-07-10",24.079
"2010-07-11",24.0225
"2010-07-12",23.6956
"2010-07-13",23.4705
"2010-07-14",23.9122
"2010-07-15",23.9493
"2010-07-16",23.6162
"2010-07-17",23.6871
"2010-07-18",24.1833
"2010-07-19",24.0992
"2010-07-20",23.9256
"2010-07-21",23.711
"2010-07-22",24.4908
"2010-07-23",23.9009
"2010-07-24",23.1271
"2010-07-25",23.3367
"2010-07-26",23.1891
"2010-07-27",23.6048
"2010-07-28",23.7093
"2010-07-29",23.6461
"2010-07-30",23.586
"2010-07-31",23.172
"2010-08-01",23.391
"2010-08-02",23.6172
"2010-08-03",23.6974
"2010-08-04",23.4165
"2010-08-05",23.6688
"2010-08-06",23.4492
"2010-08-07",23.5731
"2010-08-08",23.8824
"2010-08-09",23.7914
"2010-08-10",23.2229
"2010-08-11",23.036
"2010-08-12",23.4476
"2010-08-13",23.5885
"2010-08-14",23.9839
"2010-08-15",23.5433
"2010-08-16",23.7649
"2010-08-17",23.2996
"2010-08-18",23.3836
"2010-08-19",23.4984
"2010-08-20",23.6526
"2010-08-21",23.7012
"2010-08-22",24.13
"2010-08-23",24.3208
"2010-08-24",24.6882
"2010-08-25",23.8615
"2010-08-26",23.5153
"2010-08-27",23.6634
"2010-08-28",23.8777
"2010-08-29",24.0889
"2010-08-30",23.0666
"2010-08-31",23.1464
"2010-09-01",23.4217
"2010-09-02",23.4229
"2010-09-03",23.6895
"2010-09-04",23.6754
"2010-09-05",22.986
"2010-09-06",23.2452
"2010-09-07",23.4887
"2010-09-08",23.5882
"2010-09-09",23.5379
"2010-09-10",23.817
"2010-09-11",24.3218
"2010-09-12",24.3314
"2010-09-13",24.4092
"2010-09-14",24.1079
"2010-09-15",23.6378
"2010-09-16",23.81
"2010-09-17",23.8885
"2010-09-18",23.7824
"2010-09-19",24.3075
"2010-09-20",24.3455
"2010-09-21",23.9548
"2010-09-22",24.6356
"2010-09-23",24.4632
"2010-09-24",23.7111
"2010-09-25",23.8306
"2010-09-26",24.3165
"2010-09-27",24.3553
"2010-09-28",23.964
"2010-09-29",24.2038
"2010-09-30",24.0524
"2010-10-01",24.107
"2010-10-02",24.2736
"2010-10-03",24.3706
"2010-10-04",24.4716
"2010-10-05",24.8587
"2010-10-06",24.3517
"2010-10-07",24.4962
"2010-10-08",24.4651
"2010-10-09",24.5056
"2010-10-10",24.4602
"2010-10-11",23.8491
"2010-10-12",24.1932
"2010-10-13",24.0075
"2010-10-14",24.0425
"2010-10-15",23.6094
"2010-10-16",23.682
"2010-10-17",23.285
"2010-10-18",23.8487
"2010-10-19",24.3713
"2010-10-20",24.0023
"2010-10-21",23.8027
"2010-10-22",23.0183
"2010-10-23",22.8451
"2010-10-24",24.0709
"2010-10-25",22.9709
"2010-10-26",23.2447
"2010-10-27",23.7848
"2010-10-28",23.7967
"2010-10-29",23.9442
"2010-10-30",24.0037
"2010-10-31",24.5599
"2010-11-01",24.3396
"2010-11-02",23.9606
"2010-11-03",24.2369
"2010-11-04",24.0386
"2010-11-05",24.269
"2010-11-06",24.1569
"2010-11-07",24.1774
"2010-11-08",24.1557
"2010-11-09",24.141
"2010-11-10",23.8599
"2010-11-11",23.4799
"2010-11-12",24.2755
"2010-11-13",24.2613
"2010-11-14",23.4297
"2010-11-15",24.0245
"2010-11-16",24.155
"2010-11-17",23.6409
"2010-11-18",23.9311
"2010-11-19",24.2
"2010-11-20",23.9681
"2010-11-21",23.9248
"2010-11-22",24.0688
"2010-11-23",24.03
"2010-11-24",24.0845
"2010-11-25",23.9739
"2010-11-26",23.9926
"2010-11-27",23.9868
"2010-11-28",23.8625
"2010-11-29",23.8172
"2010-11-30",24.0615
"2010-12-01",23.8436
"2010-12-02",23.9444
"2010-12-03",23.6384
"2010-12-04",23.6697
"2010-12-05",22.0835
"2010-12-06",21.3377
"2010-12-07",23.3961
"2010-12-08",23.445
"2010-12-09",23.3947
"2010-12-10",23.6388
"2010-12-11",24.0192
"2010-12-12",23.7144
"2010-12-13",23.8638
"2010-12-14",23.6881
"2010-12-15",23.6063
"2010-12-16",23.2043
"2010-12-17",23.2573
"2010-12-18",21.8388
"2010-12-19",21.7874
"2010-12-20",23.5844
"2010-12-21",23.3017
"2010-12-22",21.2387
"2010-12-23",21.1797
"2010-12-24",22.7543
"2010-12-25",22.2553
"2010-12-26",21.7924
"2010-12-27",22.3165
"2010-12-28",22.9088
"2010-12-29",23.3549
"2010-12-30",22.6073
"2010-12-31",22.9733
"2011-01-01",23.3328
"2011-01-02",23.5623
"2011-01-03",22.1497
"2011-01-04",22.5807
"2011-01-05",22.4936
"2011-01-06",22.5617
"2011-01-07",23.2932
"2011-01-08",23.4005
"2011-01-09",22.7866
"2011-01-10",23.2434
"2011-01-11",22.3769
"2011-01-12",20.6003
"2011-01-13",20.4533
"2011-01-14",22.298
"2011-01-15",23.4281
"2011-01-16",23.0243
"2011-01-17",22.3542
"2011-01-18",21.0203
"2011-01-19",20.003
"2011-01-20",19.8878
"2011-01-21",20.3242
"2011-01-22",19.9076
"2011-01-23",19.8929
"2011-01-24",19.7843
"2011-01-25",21.2305
"2011-01-26",22.5197
"2011-01-27",22.3076
"2011-01-28",22.7928
"2011-01-29",22.9944
"2011-01-30",23.4845
"2011-01-31",23.2465
"2011-02-01",22.9061
"2011-02-02",22.4624
"2011-02-03",22.4447
"2011-02-04",22.4929
"2011-02-05",23.0555
"2011-02-06",23.5872
"2011-02-07",23.1414
"2011-02-08",23.0302
"2011-02-09",21.6498
"2011-02-10",20.5554
"2011-02-11",20.5257
"2011-02-12",20.1435
"2011-02-13",20.0305
"2011-02-14",20.9394
"2011-02-15",22.4969
"2011-02-16",23.0524
"2011-02-17",23.153
"2011-02-18",23.3903
"2011-02-19",23.3858
"2011-02-20",24.1161
"2011-02-21",24.2182
"2011-02-22",23.5734
"2011-02-23",22.7788
"2011-02-24",22.5492
"2011-02-25",21.4784
"2011-02-26",20.8745
"2011-02-27",21.7046
"2011-02-28",23.234
"2011-03-01",22.0946
"2011-03-02",21.4224
"2011-03-03",22.6779
"2011-03-04",23.1274
"2011-03-05",22.5684
"2011-03-06",22.9445
"2011-03-07",22.0082
"2011-03-08",21.8878
"2011-03-09",21.5465
"2011-03-10",21.2847
"2011-03-11",21.8412
"2011-03-12",24.1508
"2011-03-13",23.9332
"2011-03-14",23.8862
"2011-03-15",23.8585
"2011-03-16",23.8468
"2011-03-17",21.9363
"2011-03-18",22.0109
"2011-03-19",23.453
"2011-03-20",23.787
"2011-03-21",24.0946
"2011-03-22",23.6899
"2011-03-23",23.8964
"2011-03-24",23.8953
"2011-03-25",23.6129
"2011-03-26",23.049
"2011-03-27",23.104
"2011-03-28",23.5703
"2011-03-29",23.4491
"2011-03-30",22.8428
"2011-03-31",22.9624
"2011-04-01",23.5303
"2011-04-02",24.0759
"2011-04-03",24.2534
"2011-04-04",23.6529
"2011-04-05",23.3231
"2011-04-06",22.3445
"2011-04-07",23.1333
"2011-04-08",24.4593
"2011-04-09",24.0431
"2011-04-10",24.4127
"2011-04-11",24.2825
"2011-04-12",23.9729
"2011-04-13",23.9082
"2011-04-14",23.5715
"2011-04-15",23.8654
"2011-04-16",24.0634
"2011-04-17",24.0679
"2011-04-18",24.1575
"2011-04-19",24.3796
"2011-04-20",24.3834
"2011-04-21",24.1589
"2011-04-22",24.7542
"2011-04-23",24.3828
"2011-04-24",24.8462
"2011-04-25",24.2429
"2011-04-26",24.7954
"2011-04-27",25.241
"2011-04-28",25.4958
"2011-04-29",25.6647
"2011-04-30",25.589
"2011-05-01",25.5562
"2011-05-02",25.7508
"2011-05-03",25.5426
"2011-05-04",25.7108
"2011-05-05",25.9432
"2011-05-06",25.9503
"2011-05-07",25.4052
"2011-05-08",24.6276
"2011-05-09",23.0608
"2011-05-10",23.6634
"2011-05-11",23.7829
"2011-05-12",24.2971
"2011-05-13",22.4987
"2011-05-14",22.1543
"2011-05-15",23.9268
"2011-05-16",24.5485
"2011-05-17",24.3754
"2011-05-18",23.9723
"2011-05-19",24.1249
"2011-05-20",24.1963
"2011-05-21",24.477
"2011-05-22",24.7236
"2011-05-23",24.4147
"2011-05-24",24.9648
"2011-05-25",24.8915
"2011-05-26",25.0785
"2011-05-27",25.0303
"2011-05-28",24.7603
"2011-05-29",24.8518
"2011-05-30",24.6007
"2011-05-31",24.5529
"2011-06-01",24.2359
"2011-06-02",23.7272
"2011-06-03",24.2387
"2011-06-04",24.504
"2011-06-05",24.5274
"2011-06-06",24.511
"2011-06-07",24.469
"2011-06-08",24.0561
"2011-06-09",23.9811
"2011-06-10",23.9241
"2011-06-11",23.8809
"2011-06-12",24.383
"2011-06-13",24.3309
"2011-06-14",23.9354
"2011-06-15",23.826
"2011-06-16",23.7382
"2011-06-17",23.4896
"2011-06-18",23.5788
"2011-06-19",23.634
"2011-06-20",23.2113
"2011-06-21",23.3964
"2011-06-22",23.5575
"2011-06-23",23.7638
"2011-06-24",23.9345
"2011-06-25",24.1776
"2011-06-26",23.6351
"2011-06-27",24.0641
"2011-06-28",23.5784
"2011-06-29",23.8538
"2011-06-30",23.9786
"2011-07-01",23.8804
"2011-07-02",23.9187
"2011-07-03",23.865
"2011-07-04",24.0919
"2011-07-05",24.36
"2011-07-06",23.7618
"2011-07-07",24.4638
"2011-07-08",24.6879
"2011-07-09",24.5915
"2011-07-10",24.5439
"2011-07-11",23.9469
"2011-07-12",23.8179
"2011-07-13",23.8568
"2011-07-14",23.665
"2011-07-15",23.3503
"2011-07-16",23.1503
"2011-07-17",23.3913
"2011-07-18",23.25
"2011-07-19",23.3933
"2011-07-20",23.6415
"2011-07-21",23.5389
"2011-07-22",23.4376
"2011-07-23",23.5291
"2011-07-24",23.9321
"2011-07-25",24.3813
"2011-07-26",23.7849
"2011-07-27",23.5862
"2011-07-28",23.6732
"2011-07-29",23.4545
"2011-07-30",22.889
"2011-07-31",23.1352
"2011-08-01",23.3913
"2011-08-02",23.1957
"2011-08-03",23.5062
"2011-08-04",23.4668
"2011-08-05",23.6844
"2011-08-06",23.9527
"2011-08-07",23.6121
"2011-08-08",23.428
"2011-08-09",23.9117
"2011-08-10",23.9427
"2011-08-11",23.7101
"2011-08-12",24.073
"2011-08-13",24.0512
"2011-08-14",24.2012
"2011-08-15",24.1871
"2011-08-16",24.3087
"2011-08-17",24.3739
"2011-08-18",23.4422
"2011-08-19",23.6034
"2011-08-20",23.8382
"2011-08-21",23.8578
"2011-08-22",23.9852
"2011-08-23",23.4478
"2011-08-24",23.3386
"2011-08-25",23.4939
"2011-08-26",23.6847
"2011-08-27",23.1854
"2011-08-28",23.0648
"2011-08-29",22.7689
"2011-08-30",23.5167
"2011-08-31",23.4381
"2011-09-01",23.3255
"2011-09-02",23.6935
"2011-09-03",22.8362
"2011-09-04",23.2183
"2011-09-05",23.8297
"2011-09-06",23.6622
"2011-09-07",23.2796
"2011-09-08",23.4875
"2011-09-09",23.8075
"2011-09-10",24.0852
"2011-09-11",24.0384
"2011-09-12",24.0247
"2011-09-13",24
"2011-09-14",23.7288
"2011-09-15",23.6069
"2011-09-16",23.5987
"2011-09-17",23.4246
"2011-09-18",23.2437
"2011-09-19",22.5533
"2011-09-20",23.0712
"2011-09-21",23.7603
"2011-09-22",23.5595
"2011-09-23",22.8633
"2011-09-24",22.9889
"2011-09-25",23.064
"2011-09-26",23.1176
"2011-09-27",23.383
"2011-09-28",23.1154
"2011-09-29",23.277
"2011-09-30",23.7971
"2011-10-01",24.067
"2011-10-02",23.6161
"2011-10-03",23.5368
"2011-10-04",24.3094
"2011-10-05",24.0977
"2011-10-06",22.817
"2011-10-07",23.734
"2011-10-08",23.1852
"2011-10-09",23.4276
"2011-10-10",23.4105
"2011-10-11",24.0207
"2011-10-12",24.1042
"2011-10-13",24.457
"2011-10-14",24.4348
"2011-10-15",24.8217
"2011-10-16",24.6134
"2011-10-17",24.5609
"2011-10-18",24.356
"2011-10-19",24.5713
"2011-10-20",24.4662
"2011-10-21",23.6673
"2011-10-22",24.2409
"2011-10-23",24.2583
"2011-10-24",24.1959
"2011-10-25",24.0478
"2011-10-26",24.2972
"2011-10-27",24.4389
"2011-10-28",24.3192
"2011-10-29",24.2394
"2011-10-30",24.3608
"2011-10-31",24.5503
"2011-11-01",24.0506
"2011-11-02",24.463
"2011-11-03",23.9759
"2011-11-04",24.637
"2011-11-05",24.562
"2011-11-06",24.2693
"2011-11-07",23.9352
"2011-11-08",21.3455
"2011-11-09",20.5839
"2011-11-10",21.3353
"2011-11-11",23.2873
"2011-11-12",23.8834
"2011-11-13",24.0074
"2011-11-14",23.0266
"2011-11-15",23.7444
"2011-11-16",23.9107
"2011-11-17",24.1611
"2011-11-18",24.1487
"2011-11-19",24.4605
"2011-11-20",23.963
"2011-11-21",24.0151
"2011-11-22",23.7483
"2011-11-23",23.9863
"2011-11-24",24.0279
"2011-11-25",23.9374
"2011-11-26",24.0072
"2011-11-27",24.0752
"2011-11-28",24.3627
"2011-11-29",24.3386
"2011-11-30",24.3303
"2011-12-01",23.9273
"2011-12-02",23.0427
"2011-12-03",22.1126
"2011-12-04",21.685
"2011-12-05",22.2634
"2011-12-06",22.0797
"2011-12-07",20.5926
"2011-12-08",22.7221
"2011-12-09",23.7587
"2011-12-10",24.0852
"2011-12-11",24.2088
"2011-12-12",24.214
"2011-12-13",23.9009
"2011-12-14",23.8076
"2011-12-15",23.327
"2011-12-16",21.5123
"2011-12-17",22.1954
"2011-12-18",23.8132
"2011-12-19",23.7917
"2011-12-20",23.2122
"2011-12-21",21.365
"2011-12-22",21.5812
"2011-12-23",22.5434
"2011-12-24",21.7854
"2011-12-25",20.6269
"2011-12-26",20.9121
"2011-12-27",20.0068
"2011-12-28",21.3059
"2011-12-29",22.3739
"2011-12-30",22.9867
"2011-12-31",21.6586
"2012-01-01",22.7194
"2012-01-02",23.5705
"2012-01-03",23.6143
"2012-01-04",24.4006
"2012-01-05",24.2578
"2012-01-06",23.3707
"2012-01-07",23.5015
"2012-01-08",23.985
"2012-01-09",24.1385
"2012-01-10",22.1975
"2012-01-11",21.6828
"2012-01-12",20.9356
"2012-01-13",21.3138
"2012-01-14",19.9799
"2012-01-15",17.7438
"2012-01-16",18.0724
"2012-01-17",18.5362
"2012-01-18",19.1171
"2012-01-19",19.4034
"2012-01-20",19.8202
"2012-01-21",19.8978
"2012-01-22",19.5113
"2012-01-23",18.6226
"2012-01-24",18.8928
"2012-01-25",18.2487
"2012-01-26",20.3388
"2012-01-27",21.8914
"2012-01-28",21.1422
"2012-01-29",19.6808
"2012-01-30",19.2676
"2012-01-31",20.9052
"2012-02-01",20.3981
"2012-02-02",21.2357
"2012-02-03",21.156
"2012-02-04",21.8392
"2012-02-05",22.56
"2012-02-06",23.1714
"2012-02-07",23.2232
"2012-02-08",23.5741
"2012-02-09",23.9768
"2012-02-10",23.8649
"2012-02-11",22.4542
"2012-02-12",21.6063
"2012-02-13",21.976
"2012-02-14",22.2766
"2012-02-15",22.5399
"2012-02-16",22.5072
"2012-02-17",21.9693
"2012-02-18",20.4832
"2012-02-19",21.7796
"2012-02-20",21.5012
"2012-02-21",21.3458
"2012-02-22",20.4338
"2012-02-23",20.3661
"2012-02-24",20.4505
"2012-02-25",20.9062
"2012-02-26",21.2877
"2012-02-27",21.9536
"2012-02-28",23.4748
"2012-02-29",23.8052
"2012-03-01",24.2022
"2012-03-02",23.8322
"2012-03-03",23.8619
"2012-03-04",24.0436
"2012-03-05",22.9646
"2012-03-06",21.8832
"2012-03-07",20.7268
"2012-03-08",23.164
"2012-03-09",23.8032
"2012-03-10",22.4881
"2012-03-11",22.4806
"2012-03-12",24.0422
"2012-03-13",23.1859
"2012-03-14",23.4386
"2012-03-15",24.0576
"2012-03-16",24.1385
"2012-03-17",23.4993
"2012-03-18",22.658
"2012-03-19",23.101
"2012-03-20",22.8322
"2012-03-21",22.6949
"2012-03-22",22.4008
"2012-03-23",21.5936
"2012-03-24",19.3295
"2012-03-25",20.1925
"2012-03-26",22.1394
"2012-03-27",22.5194
"2012-03-28",23.1269
"2012-03-29",23.1793
"2012-03-30",23.9466
"2012-03-31",23.5114
"2012-04-01",23.8944
"2012-04-02",23.1414
"2012-04-03",23.0249
"2012-04-04",22.9344
"2012-04-05",23.7363
"2012-04-06",23.622
"2012-04-07",24.0624
"2012-04-08",23.6436
"2012-04-09",23.2761
"2012-04-10",23.3167
"2012-04-11",24.1515
"2012-04-12",23.729
"2012-04-13",23.5997
"2012-04-14",24.1612
"2012-04-15",24.0201
"2012-04-16",24.1598
"2012-04-17",24.3683
"2012-04-18",24.302
"2012-04-19",24.0181
"2012-04-20",22.1264
"2012-04-21",23.713
"2012-04-22",24.231
"2012-04-23",24.9421
"2012-04-24",24.6134
"2012-04-25",24.5299
"2012-04-26",24.4099
"2012-04-27",24.3613
"2012-04-28",24.204
"2012-04-29",24.9126
"2012-04-30",24.9122
"2012-05-01",23.9218
"2012-05-02",23.1705
"2012-05-03",22.8212
"2012-05-04",23.7142
"2012-05-05",24.0084
"2012-05-06",24.7304
"2012-05-07",24.2521
"2012-05-08",24.0949
"2012-05-09",23.9837
"2012-05-10",24.2674
"2012-05-11",24.4051
"2012-05-12",24.0468
"2012-05-13",24.3541
"2012-05-14",24.5215
"2012-05-15",23.8544
"2012-05-16",24.0952
"2012-05-17",24.8025
"2012-05-18",25.2379
"2012-05-19",25.0976
"2012-05-20",24.8925
"2012-05-21",24.7192
"2012-05-22",24.7364
"2012-05-23",24.7845
"2012-05-24",24.5072
"2012-05-25",24.5517
"2012-05-26",24.18
"2012-05-27",24.2415
"2012-05-28",24.0618
"2012-05-29",24.3494
"2012-05-30",24.133
"2012-05-31",23.8618
"2012-06-01",24.355
"2012-06-02",24.6847
"2012-06-03",24.8017
"2012-06-04",24.3273
"2012-06-05",24.2138
"2012-06-06",24.1348
"2012-06-07",23.9102
"2012-06-08",23.8855
"2012-06-09",24.1541
"2012-06-10",23.67
"2012-06-11",23.4417
"2012-06-12",23.358
"2012-06-13",23.549
"2012-06-14",23.4529
"2012-06-15",23.601
"2012-06-16",23.393
"2012-06-17",23.0869
"2012-06-18",22.8914
"2012-06-19",22.753
"2012-06-20",23.0674
"2012-06-21",23.4547
"2012-06-22",23.249
"2012-06-23",23.6012
"2012-06-24",23.4215
"2012-06-25",23.1868
"2012-06-26",23.4379
"2012-06-27",23.4846
"2012-06-28",23.3308
"2012-06-29",22.9154
"2012-06-30",23.1376
"2012-07-01",23.4589
"2012-07-02",23.2783
"2012-07-03",22.864
"2012-07-04",22.9466
"2012-07-05",23.429
"2012-07-06",23.6081
"2012-07-07",23.6743
"2012-07-08",23.9101
"2012-07-09",24.2447
"2012-07-10",23.863
"2012-07-11",22.7658
"2012-07-12",22.6623
"2012-07-13",23.5926
"2012-07-14",24.3548
"2012-07-15",24.3447
"2012-07-16",24.2723
"2012-07-17",23.7295
"2012-07-18",23.9536
"2012-07-19",23.4292
"2012-07-20",23.4538
"2012-07-21",23.4791
"2012-07-22",23.3301
"2012-07-23",23.6028
"2012-07-24",23.7353
"2012-07-25",23.9078
"2012-07-26",23.209
"2012-07-27",22.8364
"2012-07-28",22.9844
"2012-07-29",22.9654
"2012-07-30",22.9183
"2012-07-31",22.7848
"2012-08-01",22.0421
"2012-08-02",21.9762
"2012-08-03",23.0544
"2012-08-04",23.0146
"2012-08-05",23.3068
"2012-08-06",23.1807
"2012-08-07",22.8682
"2012-08-08",22.6481
"2012-08-09",22.4704
"2012-08-10",23.0601
"2012-08-11",23.2771
"2012-08-12",23.2572
"2012-08-13",23.3118
"2012-08-14",23.486
"2012-08-15",23.7135
"2012-08-16",23.8708
"2012-08-17",23.5427
"2012-08-18",23.033
"2012-08-19",23.1147
"2012-08-20",22.667
"2012-08-21",22.3432
"2012-08-22",22.5398
"2012-08-23",22.9429
"2012-08-24",23.0821
"2012-08-25",23.4105
"2012-08-26",23.031
"2012-08-27",22.7377
"2012-08-28",22.4626
"2012-08-29",23.4213
"2012-08-30",23.4509
"2012-08-31",23.2099
"2012-09-01",23.3892
"2012-09-02",23.8714
"2012-09-03",23.9058
"2012-09-04",23.3083
"2012-09-05",22.8224
"2012-09-06",23.4421
"2012-09-07",23.7815
"2012-09-08",24.5689
"2012-09-09",23.6672
"2012-09-10",23.2434
"2012-09-11",23.2501
"2012-09-12",23.1323
"2012-09-13",23.1838
"2012-09-14",22.8557
"2012-09-15",23.552
"2012-09-16",23.9267
"2012-09-17",23.6807
"2012-09-18",23.4392
"2012-09-19",23.1074
"2012-09-20",22.8813
"2012-09-21",23.2217
"2012-09-22",23.4095
"2012-09-23",23.2346
"2012-09-24",23.1384
"2012-09-25",21.312
"2012-09-26",22.1281
"2012-09-27",23.2395
"2012-09-28",23.6849
"2012-09-29",24.3733
"2012-09-30",22.3109
"2012-10-01",21.9855
"2012-10-02",22.3328
"2012-10-03",22.716
"2012-10-04",22.1936
"2012-10-05",22.9821
"2012-10-06",24.1349
"2012-10-07",22.7872
"2012-10-08",23.3742
"2012-10-09",24.1938
"2012-10-10",24.2095
"2012-10-11",24.536
"2012-10-12",24.0475
"2012-10-13",24.0293
"2012-10-14",24.0322
"2012-10-15",24.1235
"2012-10-16",23.7511
"2012-10-17",23.9291
"2012-10-18",24.1044
"2012-10-19",24.1227
"2012-10-20",24.1209
"2012-10-21",24.2494
"2012-10-22",24.0151
"2012-10-23",24.184
"2012-10-24",24.4174
"2012-10-25",24.387
"2012-10-26",24.6418
"2012-10-27",24.4898
"2012-10-28",24.3035
"2012-10-29",23.8081
"2012-10-30",23.4225
"2012-10-31",23.2259
"2012-11-01",23.6229
"2012-11-02",23.874
"2012-11-03",23.9574
"2012-11-04",24.3292
"2012-11-05",23.7914
"2012-11-06",24.1071
"2012-11-07",24.2531
"2012-11-08",24.0391
"2012-11-09",24.4405
"2012-11-10",23.8562
"2012-11-11",22.856
"2012-11-12",23.9801
"2012-11-13",24.1414
"2012-11-14",23.8527
"2012-11-15",22.7794
"2012-11-16",21.7912
"2012-11-17",21.4235
"2012-11-18",21.6137
"2012-11-19",21.5958
"2012-11-20",22.4265
"2012-11-21",23.8086
"2012-11-22",24.6717
"2012-11-23",24.429
"2012-11-24",23.9466
"2012-11-25",24.0929
"2012-11-26",23.6849
"2012-11-27",22.7017
"2012-11-28",21.2972
"2012-11-29",21.024
