,"(deg C) Mean Dew Point Temperature (ERA5) at Trincomalee, 2007-01-01 to 2025-12-31"
"2009-12-13",23.6757
"2009-12-14",23.9618
"2009-12-15",23.7126
"2009-12-16",23.6704
"2009-12-17",23.9419
"2009-12-18",23.9354
"2009-12-19",24.1083
"2009-12-20",23.8816
"2009-12-21",23.9731
"2009-12-22",23.7269
"2009-12-23",23.3949
"2009-12-24",23.6108
"2009-12-25",23.3365
"2009-12-26",23.7013
"2009-12-27",23.3015
"2009-12-28",22.456
"2009-12-29",21.8307
"2009-12-30",21.4413
"2009-12-31",21.6356
"2010-01-01",21.2118
"2010-01-02",21.982
"2010-01-03",21.9232
"2010-01-04",19.8563
"2010-01-05",18.6141
"2010-01-06",19.2889
"2010-01-07",21.33
"2010-01-08",23.465
"2010-01-09",24.0341
"2010-01-10",23.7165
"2010-01-11",23.8748
"2010-01-12",23.9601
"2010-01-13",24.0564
"2010-01-14",23.1885
"2010-01-15",21.8915
"2010-01-16",23.326
"2010-01-17",22.1569
"2010-01-18",22.5228
"2010-01-19",21.2352
"2010-01-20",20.8667
"2010-01-21",19.9197
"2010-01-22",19.0127
"2010-01-23",19.2272
"2010-01-24",19.651
"2010-01-25",21.6601
"2010-01-26",22.0031
"2010-01-27",23.46
"2010-01-28",23.0929
"2010-01-29",21.8285
"2010-01-30",21.3101
"2010-01-31",21.8401
"2010-02-01",21.9025
"2010-02-02",21.7943
"2010-02-03",20.9432
"2010-02-04",20.5655
"2010-02-05",20.1106
"2010-02-06",19.8536
"2010-02-07",19.4696
"2010-02-08",19.6857
"2010-02-09",21.1924
"2010-02-10",22.9129
"2010-02-11",22.4523
"2010-02-12",22.9787
"2010-02-13",23.1255
"2010-02-14",21.6546
"2010-02-15",21.3719
"2010-02-16",23.0496
"2010-02-17",23.6298
"2010-02-18",22.2865
"2010-02-19",21.5787
"2010-02-20",22.4892
"2010-02-21",22.2523
"2010-02-22",22.2586
"2010-02-23",21.7144
"2010-02-24",21.3693
"2010-02-25",21.7865
"2010-02-26",21.9788
"2010-02-27",21.6021
"2010-02-28",21.6039
"2010-03-01",20.7567
"2010-03-02",20.4279
"2010-03-03",20.1391
"2010-03-04",21.9608
"2010-03-05",22.0216
"2010-03-06",21.7576
"2010-03-07",23.8844
"2010-03-08",23.4358
"2010-03-09",22.6959
"2010-03-10",22.2526
"2010-03-11",22.565
"2010-03-12",22.648
"2010-03-13",24.0097
"2010-03-14",23.1774
"2010-03-15",22.1064
"2010-03-16",21.8761
"2010-03-17",22.4344
"2010-03-18",22.5477
"2010-03-19",23.0792
"2010-03-20",23.5231
"2010-03-21",23.5848
"2010-03-22",23.4398
"2010-03-23",22.693
"2010-03-24",22.8367
"2010-03-25",23.3625
"2010-03-26",23.4177
"2010-03-27",23.8176
"2010-03-28",24.672
"2010-03-29",24.7102
"2010-03-30",24.2557
"2010-03-31",24.1862
"2010-04-01",23.9715
"2010-04-02",25.1626
"2010-04-03",25.0128
"2010-04-04",24.5287
"2010-04-05",24.3176
"2010-04-06",24.4022
"2010-04-07",24.9691
"2010-04-08",25.4838
"2010-04-09",24.8981
"2010-04-10",24.6318
"2010-04-11",24.9012
"2010-04-12",24.6429
"2010-04-13",24.3671
"2010-04-14",24.4389
"2010-04-15",24.6023
"2010-04-16",24.6343
"2010-04-17",24.5601
"2010-04-18",24.7126
"2010-04-19",24.7458
"2010-04-20",24.3223
"2010-04-21",24.2628
"2010-04-22",24.6731
"2010-04-23",24.7031
"2010-04-24",24.8188
"2010-04-25",24.6536
"2010-04-26",24.8676
"2010-04-27",24.3631
"2010-04-28",24.9976
"2010-04-29",25.0271
"2010-04-30",25.0004
"2010-05-01",24.9039
"2010-05-02",25.2869
"2010-05-03",24.9163
"2010-05-04",25.4387
"2010-05-05",25.2361
"2010-05-06",25.0905
"2010-05-07",25.3166
"2010-05-08",25.4734
"2010-05-09",25.5268
"2010-05-10",25.3089
"2010-05-11",25.6356
"2010-05-12",25.9747
"2010-05-13",25.8174
"2010-05-14",24.9098
"2010-05-15",25.0454
"2010-05-16",24.8849
"2010-05-17",24.7236
"2010-05-18",24.4294
"2010-05-19",24.3531
"2010-05-20",24.403
"2010-05-21",24.6024
"2010-05-22",24.6929
"2010-05-23",24.4975
"2010-05-24",24.3052
"2010-05-25",24.2339
"2010-05-26",24.2563
"2010-05-27",24.1892
"2010-05-28",24.2924
"2010-05-29",24.3171
"2010-05-30",24.0878
"2010-05-31",23.8075
"2010-06-01",23.9336
"2010-06-02",24.1862
"2010-06-03",24.4459
"2010-06-04",24.3625
"2010-06-05",24.2591
"2010-06-06",23.8581
"2010-06-07",23.6233
"2010-06-08",23.4133
"2010-06-09",23.1625
"2010-06-10",23.063
"2010-06-11",23.0461
"2010-06-12",23.1893
"2010-06-13",23.4463
"2010-06-14",23.3917
"2010-06-15",22.9151
"2010-06-16",23.4994
"2010-06-17",23.3618
"2010-06-18",23.1306
"2010-06-19",23.0453
"2010-06-20",23.3048
"2010-06-21",23.7179
"2010-06-22",23.5102
"2010-06-23",23.2198
"2010-06-24",21.4784
"2010-06-25",22.062
"2010-06-26",22.6144
"2010-06-27",22.8378
"2010-06-28",23.331
"2010-06-29",22.9021
"2010-06-30",21.782
"2010-07-01",22.1787
"2010-07-02",22.5834
"2010-07-03",22.6114
"2010-07-04",22.9598
"2010-07-05",22.8273
"2010-07-06",23.5601
"2010-07-07",23.459
"2010-07-08",23.6447
"2010-07-09",23.8951
"2010-07-10",23.7948
"2010-07-11",23.2656
"2010-07-12",22.5466
"2010-07-13",22.5509
"2010-07-14",22.9896
"2010-07-15",22.917
"2010-07-16",22.5615
"2010-07-17",22.8155
"2010-07-18",23.0904
"2010-07-19",23.1378
"2010-07-20",22.887
"2010-07-21",22.579
"2010-07-22",23.8025
"2010-07-23",23.6312
"2010-07-24",22.2068
"2010-07-25",22.2668
"2010-07-26",21.9578
"2010-07-27",22.4692
"2010-07-28",22.435
"2010-07-29",22.4352
"2010-07-30",22.3158
"2010-07-31",21.9195
"2010-08-01",22.4571
"2010-08-02",23.0205
"2010-08-03",22.721
"2010-08-04",22.3434
"2010-08-05",22.5845
"2010-08-06",22.3116
"2010-08-07",22.3853
"2010-08-08",22.9046
"2010-08-09",23.4516
"2010-08-10",23.8598
"2010-08-11",23.3982
"2010-08-12",23.024
"2010-08-13",23.1218
"2010-08-14",23.9247
"2010-08-15",22.8142
"2010-08-16",22.6479
"2010-08-17",22.1957
"2010-08-18",22.7801
"2010-08-19",23.689
"2010-08-20",23.8545
"2010-08-21",23.2225
"2010-08-22",22.9885
"2010-08-23",23.4058
"2010-08-24",24.0267
"2010-08-25",22.6993
"2010-08-26",22.3545
"2010-08-27",22.6184
"2010-08-28",23.0206
"2010-08-29",23.2549
"2010-08-30",21.977
"2010-08-31",22.1088
"2010-09-01",22.4947
"2010-09-02",22.9499
"2010-09-03",23.3564
"2010-09-04",22.5987
"2010-09-05",21.8811
"2010-09-06",22.3666
"2010-09-07",22.4496
"2010-09-08",22.6613
"2010-09-09",22.6013
"2010-09-10",23.1185
"2010-09-11",23.8817
"2010-09-12",23.9453
"2010-09-13",23.598
"2010-09-14",23.277
"2010-09-15",22.5589
"2010-09-16",22.6605
"2010-09-17",22.7587
"2010-09-18",22.8567
"2010-09-19",23.56
"2010-09-20",23.6871
"2010-09-21",23.8177
"2010-09-22",24.3074
"2010-09-23",23.882
"2010-09-24",22.958
"2010-09-25",23.373
"2010-09-26",23.8834
"2010-09-27",24.3913
"2010-09-28",23.8734
"2010-09-29",23.9274
"2010-09-30",23.7083
"2010-10-01",24.0171
"2010-10-02",23.9689
"2010-10-03",23.6144
"2010-10-04",23.7255
"2010-10-05",23.9065
"2010-10-06",23.3816
"2010-10-07",23.5034
"2010-10-08",23.7452
"2010-10-09",23.5589
"2010-10-10",23.5241
"2010-10-11",22.4554
"2010-10-12",23.1467
"2010-10-13",22.6323
"2010-10-14",22.663
"2010-10-15",22.0983
"2010-10-16",22.3615
"2010-10-17",22.2006
"2010-10-18",22.8657
"2010-10-19",23.4515
"2010-10-20",23.0471
"2010-10-21",22.5653
"2010-10-22",21.8342
"2010-10-23",21.6478
"2010-10-24",22.947
"2010-10-25",22.4452
"2010-10-26",22.506
"2010-10-27",23.3305
"2010-10-28",23.7789
"2010-10-29",23.6292
"2010-10-30",23.7799
"2010-10-31",24.2167
"2010-11-01",23.4917
"2010-11-02",22.8271
"2010-11-03",23.3769
"2010-11-04",23.6406
"2010-11-05",23.6494
"2010-11-06",23.6315
"2010-11-07",23.5327
"2010-11-08",23.5278
"2010-11-09",23.6323
"2010-11-10",23.623
"2010-11-11",23.2853
"2010-11-12",23.9252
"2010-11-13",24.0739
"2010-11-14",23.4408
"2010-11-15",23.2737
"2010-11-16",23.5018
"2010-11-17",23.2755
"2010-11-18",23.6994
"2010-11-19",24.0636
"2010-11-20",23.8552
"2010-11-21",23.7475
"2010-11-22",23.7276
"2010-11-23",23.9001
"2010-11-24",24.0368
"2010-11-25",23.9198
"2010-11-26",23.9194
"2010-11-27",23.8421
"2010-11-28",23.7546
"2010-11-29",24.0821
"2010-11-30",24.0084
"2010-12-01",23.7847
"2010-12-02",23.8778
"2010-12-03",23.419
"2010-12-04",23.5862
"2010-12-05",21.8208
"2010-12-06",21.3164
"2010-12-07",22.9889
"2010-12-08",22.8104
"2010-12-09",22.3012
"2010-12-10",22.6672
"2010-12-11",23.2714
"2010-12-12",23.2158
"2010-12-13",23.3789
"2010-12-14",23.6113
"2010-12-15",23.3629
"2010-12-16",22.6186
"2010-12-17",23.1844
"2010-12-18",21.8431
"2010-12-19",21.1804
"2010-12-20",23.4487
"2010-12-21",23.3924
"2010-12-22",22.2481
"2010-12-23",22.1957
"2010-12-24",23.0511
"2010-12-25",23.04
"2010-12-26",22.5825
"2010-12-27",22.2325
"2010-12-28",22.9521
"2010-12-29",23.4
"2010-12-30",22.8721
"2010-12-31",22.8725
"2011-01-01",23.346
"2011-01-02",23.3242
"2011-01-03",22.3057
"2011-01-04",22.8801
"2011-01-05",22.7271
"2011-01-06",22.9263
"2011-01-07",23.2471
"2011-01-08",23.3034
"2011-01-09",22.5085
"2011-01-10",22.9573
"2011-01-11",22.1651
"2011-01-12",20.7818
"2011-01-13",20.818
"2011-01-14",22.928
"2011-01-15",23.5152
"2011-01-16",23.2225
"2011-01-17",22.8178
"2011-01-18",21.2924
"2011-01-19",20.1547
"2011-01-20",19.7497
"2011-01-21",20.1969
"2011-01-22",20.1674
"2011-01-23",20.3608
"2011-01-24",19.8717
"2011-01-25",21.7508
"2011-01-26",22.964
"2011-01-27",22.6428
"2011-01-28",23.2075
"2011-01-29",22.9947
"2011-01-30",23.4024
"2011-01-31",23.1878
"2011-02-01",22.596
"2011-02-02",22.3615
"2011-02-03",22.9446
"2011-02-04",22.9887
"2011-02-05",23.2597
"2011-02-06",23.6251
"2011-02-07",23.1391
"2011-02-08",23.3784
"2011-02-09",22.356
"2011-02-10",20.6485
"2011-02-11",20.5366
"2011-02-12",20.2799
"2011-02-13",20.2559
"2011-02-14",21.246
"2011-02-15",22.7419
"2011-02-16",23.3838
"2011-02-17",23.102
"2011-02-18",23.1305
"2011-02-19",23.3137
"2011-02-20",23.9799
"2011-02-21",24.0997
"2011-02-22",22.6792
"2011-02-23",22.4774
"2011-02-24",22.3126
"2011-02-25",21.3542
"2011-02-26",20.8194
"2011-02-27",21.6193
"2011-02-28",23.2552
"2011-03-01",22.6282
"2011-03-02",22.3927
"2011-03-03",23.3603
"2011-03-04",23.3233
"2011-03-05",22.6208
"2011-03-06",22.8256
"2011-03-07",21.8169
"2011-03-08",21.6453
"2011-03-09",21.3146
"2011-03-10",21.0372
"2011-03-11",22.0496
"2011-03-12",24.0583
"2011-03-13",23.9024
"2011-03-14",23.7811
"2011-03-15",23.8138
"2011-03-16",23.7068
"2011-03-17",21.8249
"2011-03-18",22.5171
"2011-03-19",23.8753
"2011-03-20",23.7101
"2011-03-21",23.7825
"2011-03-22",23.5311
"2011-03-23",23.9934
"2011-03-24",23.9654
"2011-03-25",23.2441
"2011-03-26",23.1743
"2011-03-27",23.4183
"2011-03-28",23.583
"2011-03-29",23.3718
"2011-03-30",22.4932
"2011-03-31",22.1433
"2011-04-01",23.0311
"2011-04-02",23.2307
"2011-04-03",22.8356
"2011-04-04",22.568
"2011-04-05",22.2115
"2011-04-06",21.9958
"2011-04-07",23.6449
"2011-04-08",24.1593
"2011-04-09",23.8509
"2011-04-10",24.1813
"2011-04-11",23.8469
"2011-04-12",23.7369
"2011-04-13",23.6984
"2011-04-14",22.9319
"2011-04-15",23.5471
"2011-04-16",23.848
"2011-04-17",24.0073
"2011-04-18",23.6039
"2011-04-19",23.8176
"2011-04-20",24.0592
"2011-04-21",24.1243
"2011-04-22",24.5768
"2011-04-23",23.7587
"2011-04-24",24.2406
"2011-04-25",24.2466
"2011-04-26",24.5552
"2011-04-27",24.7502
"2011-04-28",24.6536
"2011-04-29",24.8054
"2011-04-30",24.8348
"2011-05-01",24.769
"2011-05-02",24.5553
"2011-05-03",24.6778
"2011-05-04",24.906
"2011-05-05",24.9698
"2011-05-06",24.8911
"2011-05-07",24.1447
"2011-05-08",23.5282
"2011-05-09",22.6769
"2011-05-10",23.1565
"2011-05-11",23.4872
"2011-05-12",23.5544
"2011-05-13",22.232
"2011-05-14",20.8001
"2011-05-15",23.4842
"2011-05-16",23.9202
"2011-05-17",23.8025
"2011-05-18",23.7188
"2011-05-19",23.0146
"2011-05-20",22.9605
"2011-05-21",23.1679
"2011-05-22",23.7057
"2011-05-23",23.643
"2011-05-24",23.9334
"2011-05-25",24.2857
"2011-05-26",24.1917
"2011-05-27",24.0266
"2011-05-28",23.6854
"2011-05-29",23.5842
"2011-05-30",23.5295
"2011-05-31",23.5624
"2011-06-01",23.3542
"2011-06-02",23.0676
"2011-06-03",23.4125
"2011-06-04",23.5064
"2011-06-05",23.5639
"2011-06-06",23.7436
"2011-06-07",23.5397
"2011-06-08",23.3225
"2011-06-09",23.1376
"2011-06-10",23.0745
"2011-06-11",22.8768
"2011-06-12",23.5202
"2011-06-13",23.2491
"2011-06-14",22.718
"2011-06-15",22.6561
"2011-06-16",22.5447
"2011-06-17",22.1548
"2011-06-18",22.2365
"2011-06-19",22.2
"2011-06-20",21.9327
"2011-06-21",22.4752
"2011-06-22",22.0758
"2011-06-23",22.5688
"2011-06-24",23.0963
"2011-06-25",23.3358
"2011-06-26",22.7279
"2011-06-27",23.1027
"2011-06-28",22.5918
"2011-06-29",23.5767
"2011-06-30",22.9929
"2011-07-01",22.9619
"2011-07-02",23.2176
"2011-07-03",22.7419
"2011-07-04",23.0758
"2011-07-05",23.424
"2011-07-06",22.8914
"2011-07-07",23.1739
"2011-07-08",23.891
"2011-07-09",24.048
"2011-07-10",23.7144
"2011-07-11",22.7922
"2011-07-12",22.8409
"2011-07-13",22.7714
"2011-07-14",22.4124
"2011-07-15",22.5712
"2011-07-16",22.2738
"2011-07-17",22.5697
"2011-07-18",22.2265
"2011-07-19",22.4706
"2011-07-20",22.4398
"2011-07-21",22.1897
"2011-07-22",22.2441
"2011-07-23",22.3752
"2011-07-24",23.0869
"2011-07-25",23.7625
"2011-07-26",22.6615
"2011-07-27",22.3581
"2011-07-28",22.4249
"2011-07-29",22.4661
"2011-07-30",22
"2011-07-31",21.823
"2011-08-01",22.2944
"2011-08-02",22.0093
"2011-08-03",22.6241
"2011-08-04",22.1702
"2011-08-05",22.9332
"2011-08-06",22.958
"2011-08-07",22.2414
"2011-08-08",22.3993
"2011-08-09",22.8034
"2011-08-10",22.7265
"2011-08-11",22.5909
"2011-08-12",23.4216
"2011-08-13",23.3123
"2011-08-14",23.3241
"2011-08-15",23.3634
"2011-08-16",23.4643
"2011-08-17",23.7235
"2011-08-18",22.4573
"2011-08-19",22.7234
"2011-08-20",22.8145
"2011-08-21",22.8169
"2011-08-22",23.0901
"2011-08-23",22.7135
"2011-08-24",22.4655
"2011-08-25",22.6031
"2011-08-26",22.7349
"2011-08-27",22.183
"2011-08-28",22.0231
"2011-08-29",21.5429
"2011-08-30",22.5466
"2011-08-31",22.4042
"2011-09-01",22.3873
"2011-09-02",22.4949
"2011-09-03",21.5784
"2011-09-04",21.8231
"2011-09-05",22.857
"2011-09-06",22.5994
"2011-09-07",22.0852
"2011-09-08",22.5103
"2011-09-09",22.9943
"2011-09-10",23.175
"2011-09-11",22.9256
"2011-09-12",23.1578
"2011-09-13",22.9301
"2011-09-14",22.5885
"2011-09-15",22.4871
"2011-09-16",22.6037
"2011-09-17",22.3963
"2011-09-18",22.1484
"2011-09-19",21.2609
"2011-09-20",21.8029
"2011-09-21",22.9954
"2011-09-22",22.4627
"2011-09-23",21.4114
"2011-09-24",21.694
"2011-09-25",22.0867
"2011-09-26",21.9827
"2011-09-27",22.4281
"2011-09-28",22.4055
"2011-09-29",23.2231
"2011-09-30",23.4208
"2011-10-01",23.6527
"2011-10-02",22.8245
"2011-10-03",22.9114
"2011-10-04",24.0161
"2011-10-05",23.9739
"2011-10-06",22.4154
"2011-10-07",22.9224
"2011-10-08",23.1815
"2011-10-09",23.0562
"2011-10-10",22.269
"2011-10-11",23.4123
"2011-10-12",23.7754
"2011-10-13",24.2529
"2011-10-14",24.4568
"2011-10-15",24.4871
"2011-10-16",24.3309
"2011-10-17",23.8456
"2011-10-18",24.1175
"2011-10-19",24.0525
"2011-10-20",24.2798
"2011-10-21",23.9112
"2011-10-22",24.2738
"2011-10-23",24.2692
"2011-10-24",24.0335
"2011-10-25",23.926
"2011-10-26",24.3775
"2011-10-27",24.3621
"2011-10-28",24.2344
"2011-10-29",24.085
"2011-10-30",24.1973
"2011-10-31",24.4698
"2011-11-01",23.9305
"2011-11-02",23.811
"2011-11-03",23.7591
"2011-11-04",24.0859
"2011-11-05",24.2896
"2011-11-06",24.0117
"2011-11-07",23.769
"2011-11-08",22.0115
"2011-11-09",20.4008
"2011-11-10",20.8673
"2011-11-11",22.7704
"2011-11-12",23.7686
"2011-11-13",23.1414
"2011-11-14",22.6603
"2011-11-15",23.252
"2011-11-16",23.7914
"2011-11-17",24.1681
"2011-11-18",24.2487
"2011-11-19",24.2369
"2011-11-20",23.8446
"2011-11-21",23.9237
"2011-11-22",23.8489
"2011-11-23",23.9739
"2011-11-24",24.1092
"2011-11-25",23.9203
"2011-11-26",23.8329
"2011-11-27",23.8122
"2011-11-28",24.0544
"2011-11-29",23.9761
"2011-11-30",24.2792
"2011-12-01",24.1489
"2011-12-02",22.9866
"2011-12-03",22.0666
"2011-12-04",21.7891
"2011-12-05",22.3372
"2011-12-06",22.4092
"2011-12-07",20.5795
"2011-12-08",22.7896
"2011-12-09",23.8646
"2011-12-10",24.0221
"2011-12-11",24.2112
"2011-12-12",24.0933
"2011-12-13",23.7793
"2011-12-14",23.28
"2011-12-15",22.5762
"2011-12-16",21.653
"2011-12-17",22.8594
"2011-12-18",23.9022
"2011-12-19",23.7886
"2011-12-20",23.2483
"2011-12-21",21.6415
"2011-12-22",21.9311
"2011-12-23",23.2373
"2011-12-24",22.431
"2011-12-25",21.2242
"2011-12-26",21.1284
"2011-12-27",19.4517
"2011-12-28",20.0523
"2011-12-29",21.6794
"2011-12-30",22.4569
"2011-12-31",21.2029
"2012-01-01",22.0456
"2012-01-02",23.1916
"2012-01-03",23.375
"2012-01-04",24.2295
"2012-01-05",24.0489
"2012-01-06",23.6074
"2012-01-07",23.6818
"2012-01-08",23.7625
"2012-01-09",23.8097
"2012-01-10",22.2197
"2012-01-11",22.0783
"2012-01-12",21.3464
"2012-01-13",21.0854
"2012-01-14",20.2507
"2012-01-15",17.9657
"2012-01-16",18.3791
"2012-01-17",19.1799
"2012-01-18",19.7693
"2012-01-19",19.824
"2012-01-20",20.236
"2012-01-21",20.6445
"2012-01-22",20.6467
"2012-01-23",19.2207
"2012-01-24",19.2042
"2012-01-25",18.5341
"2012-01-26",20.5782
"2012-01-27",22.0506
"2012-01-28",21.4378
"2012-01-29",19.9109
"2012-01-30",19.423
"2012-01-31",20.8285
"2012-02-01",20.788
"2012-02-02",21.7868
"2012-02-03",22.183
"2012-02-04",22.7171
"2012-02-05",22.9882
"2012-02-06",23.2427
"2012-02-07",23.1754
"2012-02-08",23.7145
"2012-02-09",23.7657
"2012-02-10",23.675
"2012-02-11",22.2515
"2012-02-12",21.7041
"2012-02-13",22.2021
"2012-02-14",22.8881
"2012-02-15",22.9526
"2012-02-16",22.648
"2012-02-17",22.2751
"2012-02-18",20.7037
"2012-02-19",22.0005
"2012-02-20",21.4325
"2012-02-21",21.2097
"2012-02-22",20.5003
"2012-02-23",20.2078
"2012-02-24",20.4298
"2012-02-25",20.7826
"2012-02-26",21.3529
"2012-02-27",22.4224
"2012-02-28",23.3866
"2012-02-29",23.6772
"2012-03-01",24.125
"2012-03-02",23.8003
"2012-03-03",23.2334
"2012-03-04",23.7983
"2012-03-05",22.6782
"2012-03-06",21.7446
"2012-03-07",20.98
"2012-03-08",22.0569
"2012-03-09",22.9875
"2012-03-10",22.1702
"2012-03-11",22.4818
"2012-03-12",24.1198
"2012-03-13",23.068
"2012-03-14",23.5377
"2012-03-15",23.844
"2012-03-16",23.8588
"2012-03-17",23.2612
"2012-03-18",22.6605
"2012-03-19",22.3703
"2012-03-20",22.1161
"2012-03-21",22.5584
"2012-03-22",22.2223
"2012-03-23",21.007
"2012-03-24",19.2387
"2012-03-25",19.9735
"2012-03-26",22.3715
"2012-03-27",22.7334
"2012-03-28",22.9188
"2012-03-29",23.0225
"2012-03-30",23.2671
"2012-03-31",23.297
"2012-04-01",23.8104
"2012-04-02",23.154
"2012-04-03",23.1489
"2012-04-04",22.6567
"2012-04-05",23.4001
"2012-04-06",24.0719
"2012-04-07",23.9834
"2012-04-08",23.6683
"2012-04-09",23.054
"2012-04-10",23.3304
"2012-04-11",24.0162
"2012-04-12",23.6831
"2012-04-13",23.4788
"2012-04-14",23.951
"2012-04-15",23.8581
"2012-04-16",23.813
"2012-04-17",24.0185
"2012-04-18",23.6317
"2012-04-19",23.4347
"2012-04-20",21.39
"2012-04-21",22.8685
"2012-04-22",23.9247
"2012-04-23",24.4303
"2012-04-24",24.3094
"2012-04-25",24.0453
"2012-04-26",23.7359
"2012-04-27",23.3707
"2012-04-28",23.2643
"2012-04-29",24.2418
"2012-04-30",24.2205
"2012-05-01",23.1085
"2012-05-02",21.7923
"2012-05-03",20.9242
"2012-05-04",21.9648
"2012-05-05",22.8071
"2012-05-06",23.7119
"2012-05-07",23.6322
"2012-05-08",23.6665
"2012-05-09",22.9536
"2012-05-10",23.0845
"2012-05-11",22.9994
"2012-05-12",22.3714
"2012-05-13",23.3143
"2012-05-14",23.5878
"2012-05-15",22.5677
"2012-05-16",22.8298
"2012-05-17",23.8417
"2012-05-18",24.3295
"2012-05-19",25.0839
"2012-05-20",23.7638
"2012-05-21",23.6961
"2012-05-22",23.7615
"2012-05-23",23.7273
"2012-05-24",23.5339
"2012-05-25",23.618
"2012-05-26",23.0481
"2012-05-27",23.1849
"2012-05-28",22.3477
"2012-05-29",22.8641
"2012-05-30",22.4851
"2012-05-31",22.1909
"2012-06-01",23.1548
"2012-06-02",23.5205
"2012-06-03",23.6293
"2012-06-04",23.1972
"2012-06-05",23.1579
"2012-06-06",23.1719
"2012-06-07",22.5543
"2012-06-08",22.5336
"2012-06-09",22.7559
"2012-06-10",22.2097
"2012-06-11",21.9199
"2012-06-12",21.8457
"2012-06-13",22.3995
"2012-06-14",22.5604
"2012-06-15",22.4232
"2012-06-16",22.1439
"2012-06-17",22.0009
"2012-06-18",21.7122
"2012-06-19",21.496
"2012-06-20",22.0688
"2012-06-21",22.5593
"2012-06-22",22.094
"2012-06-23",22.5483
"2012-06-24",22.6735
"2012-06-25",22.2124
"2012-06-26",22.1885
"2012-06-27",22.5003
"2012-06-28",22.2721
"2012-06-29",21.9148
"2012-06-30",21.9425
"2012-07-01",22.3734
"2012-07-02",22.3911
"2012-07-03",21.9151
"2012-07-04",21.515
"2012-07-05",21.9451
"2012-07-06",22.3693
"2012-07-07",22.5354
"2012-07-08",23.108
"2012-07-09",23.3005
"2012-07-10",22.5351
"2012-07-11",21.4316
"2012-07-12",22.9427
"2012-07-13",23.6847
"2012-07-14",23.8569
"2012-07-15",24.0651
"2012-07-16",24.0572
"2012-07-17",22.9119
"2012-07-18",23.0032
"2012-07-19",22.1844
"2012-07-20",22.363
"2012-07-21",22.3739
"2012-07-22",22.1644
"2012-07-23",22.5248
"2012-07-24",22.6608
"2012-07-25",23.0173
"2012-07-26",22.4597
"2012-07-27",21.9329
"2012-07-28",21.8677
"2012-07-29",21.8147
"2012-07-30",21.5307
"2012-07-31",21.2516
"2012-08-01",20.8633
"2012-08-02",20.7173
"2012-08-03",21.8156
"2012-08-04",21.9768
"2012-08-05",22.1186
"2012-08-06",22.4686
"2012-08-07",21.6474
"2012-08-08",21.5443
"2012-08-09",20.8976
"2012-08-10",22.0595
"2012-08-11",22.2884
"2012-08-12",22.2138
"2012-08-13",22.3558
"2012-08-14",22.6956
"2012-08-15",22.9149
"2012-08-16",23.1409
"2012-08-17",22.0109
"2012-08-18",21.588
"2012-08-19",21.7249
"2012-08-20",21.1714
"2012-08-21",21.1635
"2012-08-22",21.2079
"2012-08-23",21.891
"2012-08-24",22.1791
"2012-08-25",22.2112
"2012-08-26",21.5848
"2012-08-27",21.2011
"2012-08-28",20.9353
"2012-08-29",22.5412
"2012-08-30",22.5998
"2012-08-31",22.3094
"2012-09-01",22.4138
"2012-09-02",22.9612
"2012-09-03",22.9078
"2012-09-04",22.2085
"2012-09-05",21.4379
"2012-09-06",22.4741
"2012-09-07",23.1142
"2012-09-08",24.0681
"2012-09-09",22.8619
"2012-09-10",22.1435
"2012-09-11",22.2619
"2012-09-12",22.1372
"2012-09-13",22.2653
"2012-09-14",22.0264
"2012-09-15",22.6442
"2012-09-16",22.6889
"2012-09-17",22.5586
"2012-09-18",22.2179
"2012-09-19",21.7393
"2012-09-20",22.7022
"2012-09-21",22.7728
"2012-09-22",23.0039
"2012-09-23",22.5397
"2012-09-24",22.7404
"2012-09-25",21.1701
"2012-09-26",21.1352
"2012-09-27",22.7381
"2012-09-28",23.215
"2012-09-29",22.9287
"2012-09-30",20.816
"2012-10-01",21.2506
"2012-10-02",21.4492
"2012-10-03",21.3007
"2012-10-04",20.8248
"2012-10-05",21.6116
"2012-10-06",22.6398
"2012-10-07",22.5015
"2012-10-08",23.1139
"2012-10-09",23.8303
"2012-10-10",23.9
"2012-10-11",24.0744
"2012-10-12",24.0505
"2012-10-13",23.8485
"2012-10-14",23.7292
"2012-10-15",23.654
"2012-10-16",23.3469
"2012-10-17",23.7128
"2012-10-18",23.9482
"2012-10-19",24.0807
"2012-10-20",24.0939
"2012-10-21",24.1107
"2012-10-22",23.8608
"2012-10-23",24.0947
"2012-10-24",24.3641
"2012-10-25",24.264
"2012-10-26",24.2736
"2012-10-27",24.4319
"2012-10-28",24.1102
"2012-10-29",23.5267
"2012-10-30",23.2552
"2012-10-31",22.8458
"2012-11-01",22.9434
"2012-11-02",23.0786
"2012-11-03",23.1828
"2012-11-04",23.7952
"2012-11-05",23.6426
"2012-11-06",24.0547
"2012-11-07",24.2533
"2012-11-08",23.8818
"2012-11-09",24.263
"2012-11-10",24.0783
"2012-11-11",23.3046
"2012-11-12",23.6708
"2012-11-13",24.0407
"2012-11-14",24.0239
"2012-11-15",23.6284
"2012-11-16",22.5682
"2012-11-17",21.7854
"2012-11-18",21.8054
"2012-11-19",21.8383
"2012-11-20",22.2627
"2012-11-21",23.3852
"2012-11-22",24.2264
"2012-11-23",24.2523
"2012-11-24",23.6834
"2012-11-25",23.8823
"2012-11-26",23.766
"2012-11-27",23.2387
