,"(deg C) Mean Dew Point Temperature (ERA5) at Kandy, 2007-01-01 to 2025-12-31"
"2009-12-14",22.104
"2009-12-15",22.0847
"2009-12-16",21.5912
"2009-12-17",21.2859
"2009-12-18",21.8315
"2009-12-19",21.8213
"2009-12-20",21.2998
"2009-12-21",21.7217
"2009-12-22",21.4803
"2009-12-23",21.3032
"2009-12-24",21.5403
"2009-12-25",21.5011
"2009-12-26",21.799
"2009-12-27",21.6033
"2009-12-28",21.539
"2009-12-29",21.2879
"2009-12-30",20.7437
"2009-12-31",19.4817
"2010-01-01",19.5006
"2010-01-02",20.38
"2010-01-03",20.6703
"2010-01-04",19.1936
"2010-01-05",17.4691
"2010-01-06",16.7433
"2010-01-07",19.4544
"2010-01-08",21.2638
"2010-01-09",21.6313
"2010-01-10",21.2824
"2010-01-11",21.3695
"2010-01-12",21.2452
"2010-01-13",21.8529
"2010-01-14",20.7823
"2010-01-15",19.0537
"2010-01-16",20.6751
"2010-01-17",21.0132
"2010-01-18",20.8197
"2010-01-19",20.1538
"2010-01-20",19.0654
"2010-01-21",18.2568
"2010-01-22",18.0228
"2010-01-23",18.1298
"2010-01-24",18.6932
"2010-01-25",18.7902
"2010-01-26",19.3518
"2010-01-27",21.0831
"2010-01-28",20.5406
"2010-01-29",20.5193
"2010-01-30",20.12
"2010-01-31",21.0506
"2010-02-01",21.5273
"2010-02-02",21.2426
"2010-02-03",20.359
"2010-02-04",19.8581
"2010-02-05",19.4808
"2010-02-06",19.0584
"2010-02-07",18.3226
"2010-02-08",18.1549
"2010-02-09",20.2067
"2010-02-10",21.7499
"2010-02-11",21.2822
"2010-02-12",21.7421
"2010-02-13",21.7675
"2010-02-14",19.6344
"2010-02-15",18.5501
"2010-02-16",20.9901
"2010-02-17",22.1723
"2010-02-18",20.148
"2010-02-19",20.3845
"2010-02-20",20.1227
"2010-02-21",19.3562
"2010-02-22",18.5854
"2010-02-23",16.9423
"2010-02-24",18.2073
"2010-02-25",19.9305
"2010-02-26",19.3988
"2010-02-27",16.7515
"2010-02-28",16.6922
"2010-03-01",17.2971
"2010-03-02",17.4164
"2010-03-03",16.9877
"2010-03-04",19.9159
"2010-03-05",18.6418
"2010-03-06",18.7472
"2010-03-07",20.3734
"2010-03-08",21.5652
"2010-03-09",19.474
"2010-03-10",18.2302
"2010-03-11",19.1143
"2010-03-12",20.7801
"2010-03-13",20.7833
"2010-03-14",19.8823
"2010-03-15",17.4177
"2010-03-16",18.4235
"2010-03-17",17.9909
"2010-03-18",19.694
"2010-03-19",19.9528
"2010-03-20",19.4985
"2010-03-21",19.1695
"2010-03-22",19.7678
"2010-03-23",20.9802
"2010-03-24",22.3432
"2010-03-25",22.5964
"2010-03-26",22.5768
"2010-03-27",21.953
"2010-03-28",22.1763
"2010-03-29",22.5238
"2010-03-30",22.082
"2010-03-31",22.103
"2010-04-01",22.7646
"2010-04-02",22.8216
"2010-04-03",22.0745
"2010-04-04",22.0073
"2010-04-05",21.882
"2010-04-06",22.5436
"2010-04-07",22.6561
"2010-04-08",23.0388
"2010-04-09",22.8789
"2010-04-10",22.7442
"2010-04-11",23.3263
"2010-04-12",23.8578
"2010-04-13",23.4463
"2010-04-14",22.6307
"2010-04-15",22.7336
"2010-04-16",22.5054
"2010-04-17",22.2246
"2010-04-18",22.536
"2010-04-19",23.0265
"2010-04-20",23.2259
"2010-04-21",23.0872
"2010-04-22",23.4118
"2010-04-23",22.6706
"2010-04-24",22.2618
"2010-04-25",22.8162
"2010-04-26",22.6453
"2010-04-27",22.4551
"2010-04-28",22.5302
"2010-04-29",22.6691
"2010-04-30",22.9477
"2010-05-01",23.23
"2010-05-02",23.4074
"2010-05-03",23.0792
"2010-05-04",23.1808
"2010-05-05",23.1779
"2010-05-06",23.0805
"2010-05-07",23.277
"2010-05-08",23.5041
"2010-05-09",23.1428
"2010-05-10",23.2842
"2010-05-11",23.2335
"2010-05-12",24.1511
"2010-05-13",23.891
"2010-05-14",23.0945
"2010-05-15",23.1099
"2010-05-16",23.407
"2010-05-17",22.3579
"2010-05-18",22.3978
"2010-05-19",22.7372
"2010-05-20",22.4257
"2010-05-21",22.2241
"2010-05-22",22.8408
"2010-05-23",22.9325
"2010-05-24",22.7323
"2010-05-25",22.6606
"2010-05-26",22.8378
"2010-05-27",22.8753
"2010-05-28",22.673
"2010-05-29",22.9471
"2010-05-30",22.5522
"2010-05-31",22.5095
"2010-06-01",22.6439
"2010-06-02",22.7448
"2010-06-03",23.0961
"2010-06-04",22.9107
"2010-06-05",22.6245
"2010-06-06",21.9542
"2010-06-07",21.6015
"2010-06-08",21.4636
"2010-06-09",22.2008
"2010-06-10",22.0859
"2010-06-11",21.6518
"2010-06-12",21.7952
"2010-06-13",21.8416
"2010-06-14",21.5625
"2010-06-15",21.9875
"2010-06-16",22.2667
"2010-06-17",22.1618
"2010-06-18",21.7151
"2010-06-19",22.1882
"2010-06-20",22.2373
"2010-06-21",22.2226
"2010-06-22",22.1626
"2010-06-23",21.9117
"2010-06-24",21.6197
"2010-06-25",21.6539
"2010-06-26",22.002
"2010-06-27",21.9092
"2010-06-28",22.0753
"2010-06-29",21.779
"2010-06-30",21.0561
"2010-07-01",21.0665
"2010-07-02",21.6778
"2010-07-03",21.8025
"2010-07-04",21.5384
"2010-07-05",21.4763
"2010-07-06",21.4353
"2010-07-07",21.8005
"2010-07-08",22.0228
"2010-07-09",21.9504
"2010-07-10",21.9533
"2010-07-11",21.9918
"2010-07-12",20.9339
"2010-07-13",20.4079
"2010-07-14",20.9999
"2010-07-15",21.4051
"2010-07-16",20.9728
"2010-07-17",21.493
"2010-07-18",21.4436
"2010-07-19",21.7956
"2010-07-20",21.3801
"2010-07-21",20.9393
"2010-07-22",21.724
"2010-07-23",21.4309
"2010-07-24",20.4365
"2010-07-25",20.9474
"2010-07-26",20.526
"2010-07-27",21.1398
"2010-07-28",21.3394
"2010-07-29",21.2826
"2010-07-30",20.7344
"2010-07-31",20.2967
"2010-08-01",20.939
"2010-08-02",21.1353
"2010-08-03",20.8881
"2010-08-04",21.1195
"2010-08-05",20.9844
"2010-08-06",21.2008
"2010-08-07",21.2301
"2010-08-08",21.651
"2010-08-09",21.6712
"2010-08-10",22.149
"2010-08-11",22.0468
"2010-08-12",21.3017
"2010-08-13",21.6691
"2010-08-14",21.8832
"2010-08-15",21.305
"2010-08-16",21.3449
"2010-08-17",21.3892
"2010-08-18",21.1391
"2010-08-19",21.49
"2010-08-20",21.828
"2010-08-21",20.4705
"2010-08-22",20.7009
"2010-08-23",21.6411
"2010-08-24",21.6786
"2010-08-25",21.0796
"2010-08-26",20.8902
"2010-08-27",20.4369
"2010-08-28",21.2777
"2010-08-29",21.6192
"2010-08-30",20.2951
"2010-08-31",19.72
"2010-09-01",20.3369
"2010-09-02",21.2877
"2010-09-03",21.3758
"2010-09-04",21.0154
"2010-09-05",20.4621
"2010-09-06",20.886
"2010-09-07",20.9744
"2010-09-08",21.1259
"2010-09-09",21.0984
"2010-09-10",21.292
"2010-09-11",21.5487
"2010-09-12",21.6413
"2010-09-13",21.3282
"2010-09-14",20.8512
"2010-09-15",21.0348
"2010-09-16",20.991
"2010-09-17",21.3128
"2010-09-18",21.4069
"2010-09-19",21.7204
"2010-09-20",21.8842
"2010-09-21",21.4769
"2010-09-22",21.9097
"2010-09-23",21.9264
"2010-09-24",20.9003
"2010-09-25",21.2303
"2010-09-26",21.8551
"2010-09-27",22.0764
"2010-09-28",21.167
"2010-09-29",20.4351
"2010-09-30",21.0236
"2010-10-01",21.684
"2010-10-02",21.5576
"2010-10-03",20.5637
"2010-10-04",21.3732
"2010-10-05",21.8806
"2010-10-06",21.7195
"2010-10-07",21.9433
"2010-10-08",21.8745
"2010-10-09",21.5974
"2010-10-10",20.8783
"2010-10-11",21.0192
"2010-10-12",20.6157
"2010-10-13",20.1811
"2010-10-14",20.0801
"2010-10-15",19.9636
"2010-10-16",20.8131
"2010-10-17",20.7996
"2010-10-18",21.1113
"2010-10-19",21.7924
"2010-10-20",21.4784
"2010-10-21",20.4074
"2010-10-22",19.8045
"2010-10-23",19.37
"2010-10-24",21.1856
"2010-10-25",21.1136
"2010-10-26",21.1055
"2010-10-27",21.5451
"2010-10-28",21.3327
"2010-10-29",21.4433
"2010-10-30",22.1036
"2010-10-31",21.8509
"2010-11-01",20.9852
"2010-11-02",20.7132
"2010-11-03",21.562
"2010-11-04",21.6708
"2010-11-05",21.3251
"2010-11-06",21.2889
"2010-11-07",21.4617
"2010-11-08",21.0428
"2010-11-09",21.3097
"2010-11-10",21.6005
"2010-11-11",21.4765
"2010-11-12",21.5783
"2010-11-13",22.0914
"2010-11-14",21.5094
"2010-11-15",21.3834
"2010-11-16",20.8843
"2010-11-17",21.1666
"2010-11-18",21.2601
"2010-11-19",21.7456
"2010-11-20",21.3366
"2010-11-21",21.1195
"2010-11-22",21.2552
"2010-11-23",21.3504
"2010-11-24",21.8203
"2010-11-25",21.9064
"2010-11-26",21.8127
"2010-11-27",21.7483
"2010-11-28",21.7085
"2010-11-29",21.3953
"2010-11-30",21.4542
"2010-12-01",21.3604
"2010-12-02",21.4866
"2010-12-03",21.2826
"2010-12-04",21.4292
"2010-12-05",19.9943
"2010-12-06",20.755
"2010-12-07",20.6689
"2010-12-08",20.5204
"2010-12-09",19.6508
"2010-12-10",20.0882
"2010-12-11",20.1226
"2010-12-12",20.1234
"2010-12-13",18.9521
"2010-12-14",20.5922
"2010-12-15",20.7929
"2010-12-16",20.5385
"2010-12-17",20.6393
"2010-12-18",20.5142
"2010-12-19",19.7244
"2010-12-20",20.6659
"2010-12-21",21.3408
"2010-12-22",20.9339
"2010-12-23",20.8908
"2010-12-24",20.9665
"2010-12-25",20.9072
"2010-12-26",20.4268
"2010-12-27",19.6706
"2010-12-28",20.8309
"2010-12-29",20.7132
"2010-12-30",20.8232
"2010-12-31",21.0582
"2011-01-01",20.995
"2011-01-02",21.1024
"2011-01-03",20.8231
"2011-01-04",20.9886
"2011-01-05",21.1751
"2011-01-06",20.654
"2011-01-07",21.2802
"2011-01-08",21.3904
"2011-01-09",19.5092
"2011-01-10",20.5803
"2011-01-11",20.0183
"2011-01-12",17.4428
"2011-01-13",16.4942
"2011-01-14",20.5198
"2011-01-15",21.487
"2011-01-16",21.0995
"2011-01-17",21.4073
"2011-01-18",20.5943
"2011-01-19",17.7835
"2011-01-20",16.8778
"2011-01-21",17.5556
"2011-01-22",18.6184
"2011-01-23",18.7449
"2011-01-24",19.1162
"2011-01-25",20.1912
"2011-01-26",20.7418
"2011-01-27",21.0925
"2011-01-28",21.0371
"2011-01-29",20.6815
"2011-01-30",21.2848
"2011-01-31",21.1138
"2011-02-01",20.26
"2011-02-02",20.0641
"2011-02-03",20.8085
"2011-02-04",20.7485
"2011-02-05",21.4202
"2011-02-06",21.6789
"2011-02-07",21.234
"2011-02-08",21.2353
"2011-02-09",21.1279
"2011-02-10",20.2181
"2011-02-11",18.6749
"2011-02-12",18.6404
"2011-02-13",18.8622
"2011-02-14",20.4473
"2011-02-15",21.2965
"2011-02-16",20.8767
"2011-02-17",20.7571
"2011-02-18",21.2927
"2011-02-19",21.2014
"2011-02-20",21.5367
"2011-02-21",21.4363
"2011-02-22",20.182
"2011-02-23",19.343
"2011-02-24",19.5097
"2011-02-25",19.6139
"2011-02-26",19.4688
"2011-02-27",19.3635
"2011-02-28",20.813
"2011-03-01",20.5907
"2011-03-02",20.6478
"2011-03-03",20.6555
"2011-03-04",21.0557
"2011-03-05",20.9414
"2011-03-06",20.0917
"2011-03-07",19.9768
"2011-03-08",17.7937
"2011-03-09",16.4928
"2011-03-10",14.7594
"2011-03-11",17.245
"2011-03-12",20.7686
"2011-03-13",21.3732
"2011-03-14",21.4251
"2011-03-15",21.2933
"2011-03-16",21.0763
"2011-03-17",19.4024
"2011-03-18",19.8786
"2011-03-19",21.099
"2011-03-20",21.6418
"2011-03-21",21.65
"2011-03-22",21.3432
"2011-03-23",21.403
"2011-03-24",21.4385
"2011-03-25",20.7529
"2011-03-26",21.5149
"2011-03-27",21.7328
"2011-03-28",21.4876
"2011-03-29",21.0007
"2011-03-30",19.7035
"2011-03-31",18.3271
"2011-04-01",18.8886
"2011-04-02",19.5699
"2011-04-03",20.944
"2011-04-04",19.171
"2011-04-05",18.1741
"2011-04-06",18.3711
"2011-04-07",20.4008
"2011-04-08",21.4862
"2011-04-09",21.5171
"2011-04-10",21.3574
"2011-04-11",21.6017
"2011-04-12",21.4773
"2011-04-13",21.3681
"2011-04-14",20.8243
"2011-04-15",21.2397
"2011-04-16",21.5604
"2011-04-17",21.4726
"2011-04-18",21.7601
"2011-04-19",21.5966
"2011-04-20",21.8099
"2011-04-21",21.8532
"2011-04-22",22.2601
"2011-04-23",21.0732
"2011-04-24",21.6854
"2011-04-25",21.479
"2011-04-26",22.2718
"2011-04-27",22.2696
"2011-04-28",21.8422
"2011-04-29",22.7353
"2011-04-30",22.3968
"2011-05-01",22.5261
"2011-05-02",22.2264
"2011-05-03",22.6466
"2011-05-04",22.9274
"2011-05-05",23.2217
"2011-05-06",23.045
"2011-05-07",22.2144
"2011-05-08",21.5669
"2011-05-09",21.4122
"2011-05-10",21.6537
"2011-05-11",21.8469
"2011-05-12",22.0905
"2011-05-13",21.977
"2011-05-14",21.1505
"2011-05-15",21.8809
"2011-05-16",21.8042
"2011-05-17",21.3286
"2011-05-18",21.5359
"2011-05-19",21.6042
"2011-05-20",21.9836
"2011-05-21",21.9033
"2011-05-22",21.7046
"2011-05-23",22.2806
"2011-05-24",22.5445
"2011-05-25",23.0494
"2011-05-26",22.9983
"2011-05-27",22.2541
"2011-05-28",22.1531
"2011-05-29",21.9973
"2011-05-30",22.1585
"2011-05-31",22.0548
"2011-06-01",21.4506
"2011-06-02",20.9821
"2011-06-03",21.5106
"2011-06-04",21.8684
"2011-06-05",22.2429
"2011-06-06",21.6469
"2011-06-07",21.5513
"2011-06-08",21.524
"2011-06-09",21.5229
"2011-06-10",21.2967
"2011-06-11",21.2777
"2011-06-12",21.6565
"2011-06-13",21.7017
"2011-06-14",21.3215
"2011-06-15",21.4615
"2011-06-16",21.7192
"2011-06-17",22.0482
"2011-06-18",21.4053
"2011-06-19",20.3829
"2011-06-20",21.0186
"2011-06-21",20.9751
"2011-06-22",20.1814
"2011-06-23",20.8571
"2011-06-24",21.3067
"2011-06-25",21.6792
"2011-06-26",21.3606
"2011-06-27",21.9083
"2011-06-28",20.9962
"2011-06-29",21.0518
"2011-06-30",20.6651
"2011-07-01",20.8987
"2011-07-02",20.6984
"2011-07-03",20.5192
"2011-07-04",20.6447
"2011-07-05",21.2457
"2011-07-06",21.2696
"2011-07-07",21.3237
"2011-07-08",21.5556
"2011-07-09",21.4517
"2011-07-10",21.1256
"2011-07-11",21.2459
"2011-07-12",21.128
"2011-07-13",21.072
"2011-07-14",21.3593
"2011-07-15",20.8705
"2011-07-16",19.9709
"2011-07-17",20.7027
"2011-07-18",20.3135
"2011-07-19",20.6993
"2011-07-20",21.055
"2011-07-21",20.4035
"2011-07-22",20.5978
"2011-07-23",20.6071
"2011-07-24",21.4574
"2011-07-25",21.6156
"2011-07-26",21.0566
"2011-07-27",20.636
"2011-07-28",21.1177
"2011-07-29",20.7772
"2011-07-30",20.7872
"2011-07-31",20.1998
"2011-08-01",20.0812
"2011-08-02",20.3902
"2011-08-03",20.7008
"2011-08-04",20.6231
"2011-08-05",21.2653
"2011-08-06",21.2903
"2011-08-07",20.792
"2011-08-08",21.1764
"2011-08-09",21.3412
"2011-08-10",21.1002
"2011-08-11",21.0398
"2011-08-12",21.0378
"2011-08-13",20.6942
"2011-08-14",20.7475
"2011-08-15",21.3081
"2011-08-16",21.507
"2011-08-17",21.0774
"2011-08-18",20.7201
"2011-08-19",20.2438
"2011-08-20",20.6395
"2011-08-21",20.9297
"2011-08-22",21.216
"2011-08-23",21.1336
"2011-08-24",20.5692
"2011-08-25",20.8009
"2011-08-26",20.919
"2011-08-27",20.0869
"2011-08-28",20.1326
"2011-08-29",19.934
"2011-08-30",20.7029
"2011-08-31",20.6863
"2011-09-01",20.9581
"2011-09-02",21.1425
"2011-09-03",20.2149
"2011-09-04",20.1082
"2011-09-05",21.1393
"2011-09-06",21.2218
"2011-09-07",20.8098
"2011-09-08",20.9515
"2011-09-09",21.4504
"2011-09-10",21.2184
"2011-09-11",21.2843
"2011-09-12",21.78
"2011-09-13",21.266
"2011-09-14",21.3925
"2011-09-15",21.2543
"2011-09-16",21.0799
"2011-09-17",21.043
"2011-09-18",20.766
"2011-09-19",20.592
"2011-09-20",19.3918
"2011-09-21",21.1766
"2011-09-22",21.1744
"2011-09-23",20.175
"2011-09-24",19.952
"2011-09-25",20.4337
"2011-09-26",20.5705
"2011-09-27",20.6215
"2011-09-28",19.8347
"2011-09-29",20.1163
"2011-09-30",21.2273
"2011-10-01",21.2958
"2011-10-02",20.4095
"2011-10-03",20.8674
"2011-10-04",21.2465
"2011-10-05",21.3284
"2011-10-06",20.5496
"2011-10-07",20.1979
"2011-10-08",20.8559
"2011-10-09",20.6335
"2011-10-10",20.2525
"2011-10-11",20.6805
"2011-10-12",21.2676
"2011-10-13",21.6837
"2011-10-14",22.1152
"2011-10-15",22.0601
"2011-10-16",21.0287
"2011-10-17",21.162
"2011-10-18",21.3392
"2011-10-19",21.6023
"2011-10-20",21.7279
"2011-10-21",21.7664
"2011-10-22",22.0078
"2011-10-23",21.7036
"2011-10-24",21.6258
"2011-10-25",21.699
"2011-10-26",21.8219
"2011-10-27",21.7784
"2011-10-28",21.5062
"2011-10-29",21.7736
"2011-10-30",21.8296
"2011-10-31",21.8735
"2011-11-01",21.4431
"2011-11-02",21.0377
"2011-11-03",21.5349
"2011-11-04",21.4665
"2011-11-05",21.7347
"2011-11-06",21.7178
"2011-11-07",21.5269
"2011-11-08",21.0283
"2011-11-09",19.5769
"2011-11-10",18.2628
"2011-11-11",18.5091
"2011-11-12",19.8201
"2011-11-13",20.5814
"2011-11-14",19.7532
"2011-11-15",20.3997
"2011-11-16",21.3106
"2011-11-17",21.8447
"2011-11-18",21.5384
"2011-11-19",21.8127
"2011-11-20",21.6986
"2011-11-21",21.4886
"2011-11-22",21.0795
"2011-11-23",21.5599
"2011-11-24",21.8186
"2011-11-25",21.3966
"2011-11-26",21.5887
"2011-11-27",21.2328
"2011-11-28",20.6258
"2011-11-29",21.9029
"2011-11-30",21.7922
"2011-12-01",21.071
"2011-12-02",21.3838
"2011-12-03",20.2386
"2011-12-04",20.238
"2011-12-05",20.2678
"2011-12-06",20.8926
"2011-12-07",19.8027
"2011-12-08",19.9253
"2011-12-09",21.1299
"2011-12-10",21.2299
"2011-12-11",21.6156
"2011-12-12",21.8903
"2011-12-13",21.4387
"2011-12-14",20.6813
"2011-12-15",19.6111
"2011-12-16",20.1661
"2011-12-17",20.8523
"2011-12-18",21.6854
"2011-12-19",21.8816
"2011-12-20",21.0998
"2011-12-21",20.3085
"2011-12-22",20.468
"2011-12-23",21.2049
"2011-12-24",20.9197
"2011-12-25",20.0911
"2011-12-26",19.5347
"2011-12-27",16.9448
"2011-12-28",15.4997
"2011-12-29",18.0596
"2011-12-30",20.036
"2011-12-31",19.9126
"2012-01-01",18.3437
"2012-01-02",18.221
"2012-01-03",19.7072
"2012-01-04",21.6817
"2012-01-05",21.4835
"2012-01-06",20.6043
"2012-01-07",21.2627
"2012-01-08",21.1649
"2012-01-09",21.0425
"2012-01-10",19.7876
"2012-01-11",19.7874
"2012-01-12",19.2573
"2012-01-13",18.3559
"2012-01-14",18.1727
"2012-01-15",16.0859
"2012-01-16",16.7398
"2012-01-17",17.8919
"2012-01-18",18.2996
"2012-01-19",18.6821
"2012-01-20",19.0282
"2012-01-21",18.5399
"2012-01-22",19.5212
"2012-01-23",18.3465
"2012-01-24",17.8026
"2012-01-25",18.2407
"2012-01-26",18.9891
"2012-01-27",19.2988
"2012-01-28",19.3897
"2012-01-29",18.4402
"2012-01-30",18.1916
"2012-01-31",18.2487
"2012-02-01",18.4529
"2012-02-02",19.6995
"2012-02-03",20.8172
"2012-02-04",21.0602
"2012-02-05",20.9505
"2012-02-06",20.8368
"2012-02-07",20.9333
"2012-02-08",21.4214
"2012-02-09",21.3448
"2012-02-10",21.3811
"2012-02-11",19.1565
"2012-02-12",19.4374
"2012-02-13",20.2049
"2012-02-14",21.1486
"2012-02-15",21.3256
"2012-02-16",21.4593
"2012-02-17",20.7537
"2012-02-18",18.8393
"2012-02-19",18.3115
"2012-02-20",18.1984
"2012-02-21",16.0669
"2012-02-22",16.735
"2012-02-23",17.5883
"2012-02-24",15.9831
"2012-02-25",17.4112
"2012-02-26",20.143
"2012-02-27",21.3137
"2012-02-28",21.3003
"2012-02-29",21.6695
"2012-03-01",21.783
"2012-03-02",21.1945
"2012-03-03",20.3654
"2012-03-04",20.3639
"2012-03-05",19.7702
"2012-03-06",20.7022
"2012-03-07",20.4669
"2012-03-08",19.8695
"2012-03-09",19.3445
"2012-03-10",19.9247
"2012-03-11",18.9781
"2012-03-12",19.8686
"2012-03-13",21.0804
"2012-03-14",21.1583
"2012-03-15",21.639
"2012-03-16",21.5486
"2012-03-17",21.0548
"2012-03-18",20.0335
"2012-03-19",19.096
"2012-03-20",18.2047
"2012-03-21",18.2458
"2012-03-22",18.6791
"2012-03-23",18.326
"2012-03-24",16.7978
"2012-03-25",15.4528
"2012-03-26",17.9175
"2012-03-27",19.9736
"2012-03-28",20.9837
"2012-03-29",20.9994
"2012-03-30",21.6285
"2012-03-31",19.9216
"2012-04-01",20.4622
"2012-04-02",20.6021
"2012-04-03",20.8916
"2012-04-04",20.8471
"2012-04-05",21.5745
"2012-04-06",21.6568
"2012-04-07",21.6661
"2012-04-08",21.1657
"2012-04-09",20.8477
"2012-04-10",21.2051
"2012-04-11",22.0727
"2012-04-12",21.8188
"2012-04-13",21.4333
"2012-04-14",21.4855
"2012-04-15",21.665
"2012-04-16",21.8216
"2012-04-17",22.0563
"2012-04-18",22.0636
"2012-04-19",22.2554
"2012-04-20",21.1044
"2012-04-21",20.9136
"2012-04-22",21.524
"2012-04-23",21.7823
"2012-04-24",22.0276
"2012-04-25",21.5585
"2012-04-26",21.6853
"2012-04-27",21.2064
"2012-04-28",21.2052
"2012-04-29",22.3874
"2012-04-30",22.3887
"2012-05-01",21.157
"2012-05-02",19.7615
"2012-05-03",18.551
"2012-05-04",19.1724
"2012-05-05",20.2987
"2012-05-06",21.6464
"2012-05-07",21.9122
"2012-05-08",22.1217
"2012-05-09",21.6847
"2012-05-10",20.9939
"2012-05-11",21.414
"2012-05-12",20.8854
"2012-05-13",21.0166
"2012-05-14",21.9801
"2012-05-15",21.1371
"2012-05-16",20.0445
"2012-05-17",19.5854
"2012-05-18",22.2864
"2012-05-19",21.2163
"2012-05-20",22.9748
"2012-05-21",22.4875
"2012-05-22",22.4004
"2012-05-23",21.972
"2012-05-24",22.1206
"2012-05-25",21.9605
"2012-05-26",21.1785
"2012-05-27",21.9451
"2012-05-28",21.5298
"2012-05-29",21.1072
"2012-05-30",20.2664
"2012-05-31",21.1238
"2012-06-01",22.0701
"2012-06-02",21.954
"2012-06-03",22.0591
"2012-06-04",22.0442
"2012-06-05",21.9658
"2012-06-06",21.8018
"2012-06-07",21.7741
"2012-06-08",21.8128
"2012-06-09",21.9542
"2012-06-10",21.2454
"2012-06-11",20.7407
"2012-06-12",20.4433
"2012-06-13",20.7509
"2012-06-14",20.9533
"2012-06-15",21.3066
"2012-06-16",21.1028
"2012-06-17",20.7872
"2012-06-18",20.598
"2012-06-19",19.9123
"2012-06-20",20.611
"2012-06-21",20.7376
"2012-06-22",20.667
"2012-06-23",20.7948
"2012-06-24",20.9109
"2012-06-25",20.595
"2012-06-26",20.6256
"2012-06-27",20.9541
"2012-06-28",20.549
"2012-06-29",20.745
"2012-06-30",20.7794
"2012-07-01",21.0158
"2012-07-02",21.1516
"2012-07-03",21.1036
"2012-07-04",20.81
"2012-07-05",20.8932
"2012-07-06",21.1314
"2012-07-07",21.3092
"2012-07-08",21.2807
"2012-07-09",21.3521
"2012-07-10",20.7725
"2012-07-11",19.8573
"2012-07-12",20.9468
"2012-07-13",21.4296
"2012-07-14",21.4941
"2012-07-15",21.4101
"2012-07-16",21.5101
"2012-07-17",21.1256
"2012-07-18",20.949
"2012-07-19",20.068
"2012-07-20",20.6782
"2012-07-21",20.8711
"2012-07-22",20.6516
"2012-07-23",20.7775
"2012-07-24",21.0019
"2012-07-25",21.3196
"2012-07-26",20.865
"2012-07-27",20.2693
"2012-07-28",20.1945
"2012-07-29",20.4143
"2012-07-30",19.9715
"2012-07-31",19.7739
"2012-08-01",20.1026
"2012-08-02",19.5881
"2012-08-03",20.1679
"2012-08-04",20.4694
"2012-08-05",20.6815
"2012-08-06",20.5354
"2012-08-07",19.8051
"2012-08-08",19.9768
"2012-08-09",20.1823
"2012-08-10",20.426
"2012-08-11",20.8189
"2012-08-12",20.8696
"2012-08-13",21.1901
"2012-08-14",21.0943
"2012-08-15",20.9878
"2012-08-16",21.0352
"2012-08-17",20.5255
"2012-08-18",20.6623
"2012-08-19",20.197
"2012-08-20",19.6869
"2012-08-21",19.8526
"2012-08-22",20.2106
"2012-08-23",20.8784
"2012-08-24",20.7737
"2012-08-25",20.982
"2012-08-26",20.8573
"2012-08-27",20.6381
"2012-08-28",20.1174
"2012-08-29",20.5504
"2012-08-30",20.9234
"2012-08-31",20.7458
"2012-09-01",20.7044
"2012-09-02",21.3618
"2012-09-03",21.5521
"2012-09-04",20.2108
"2012-09-05",20.1388
"2012-09-06",21.118
"2012-09-07",20.9629
"2012-09-08",21.3462
"2012-09-09",21.4307
"2012-09-10",20.9686
"2012-09-11",20.8287
"2012-09-12",20.9166
"2012-09-13",20.6981
"2012-09-14",20.5723
"2012-09-15",20.868
"2012-09-16",21.0221
"2012-09-17",20.7465
"2012-09-18",19.6488
"2012-09-19",20.4694
"2012-09-20",20.7961
"2012-09-21",21.0387
"2012-09-22",20.8444
"2012-09-23",20.3966
"2012-09-24",20.4383
"2012-09-25",20.0389
"2012-09-26",19.0543
"2012-09-27",19.8853
"2012-09-28",20.6437
"2012-09-29",20.1256
"2012-09-30",19.5732
"2012-10-01",19.835
"2012-10-02",18.0489
"2012-10-03",19.1092
"2012-10-04",18.9149
"2012-10-05",19.0162
"2012-10-06",20.3882
"2012-10-07",20.9408
"2012-10-08",20.9734
"2012-10-09",20.94
"2012-10-10",20.9295
"2012-10-11",20.9549
"2012-10-12",21.8164
"2012-10-13",22.0385
"2012-10-14",21.5232
"2012-10-15",21.3202
"2012-10-16",21.2539
"2012-10-17",21.1439
"2012-10-18",21.6159
"2012-10-19",21.953
"2012-10-20",21.8879
"2012-10-21",21.8073
"2012-10-22",21.541
"2012-10-23",21.4925
"2012-10-24",22.0243
"2012-10-25",21.8263
"2012-10-26",21.7665
"2012-10-27",22.2487
"2012-10-28",22.0763
"2012-10-29",20.8976
"2012-10-30",21.1575
"2012-10-31",21.3727
"2012-11-01",20.8228
"2012-11-02",21.5182
"2012-11-03",20.8294
"2012-11-04",21.28
"2012-11-05",21.1447
"2012-11-06",21.1437
"2012-11-07",21.8674
"2012-11-08",21.8873
"2012-11-09",21.8471
"2012-11-10",21.6305
"2012-11-11",20.7035
"2012-11-12",21.2123
"2012-11-13",21.9602
"2012-11-14",22.0203
"2012-11-15",21.7963
"2012-11-16",21.1162
"2012-11-17",21.1339
"2012-11-18",20.9372
"2012-11-19",21.0466
"2012-11-20",20.7983
"2012-11-21",20.5706
"2012-11-22",21.7762
"2012-11-23",22.1771
"2012-11-24",22.0856
"2012-11-25",21.8501
"2012-11-26",22.1003
"2012-11-27",21.784
"2012-11-28",21.1815
