,"(deg C) Mean Dew Point Temperature (ERA5) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2009-12-13",21.3395
"2009-12-14",21.6466
"2009-12-15",21.632
"2009-12-16",20.963
"2009-12-17",20.7297
"2009-12-18",21.3551
"2009-12-19",21.4209
"2009-12-20",20.7198
"2009-12-21",21.2931
"2009-12-22",20.9933
"2009-12-23",20.8418
"2009-12-24",21.132
"2009-12-25",21.0813
"2009-12-26",21.2943
"2009-12-27",21.0632
"2009-12-28",21.0575
"2009-12-29",20.8178
"2009-12-30",20.5094
"2009-12-31",19.1002
"2010-01-01",18.9925
"2010-01-02",19.9747
"2010-01-03",20.2119
"2010-01-04",19.1159
"2010-01-05",17.4898
"2010-01-06",16.3764
"2010-01-07",19.2039
"2010-01-08",20.842
"2010-01-09",21.1025
"2010-01-10",20.7259
"2010-01-11",20.8151
"2010-01-12",20.73
"2010-01-13",21.3427
"2010-01-14",20.3793
"2010-01-15",18.5365
"2010-01-16",20.2133
"2010-01-17",20.5278
"2010-01-18",20.3793
"2010-01-19",19.7779
"2010-01-20",18.5611
"2010-01-21",17.8348
"2010-01-22",17.7953
"2010-01-23",17.9643
"2010-01-24",18.6949
"2010-01-25",18.7487
"2010-01-26",18.8234
"2010-01-27",20.4424
"2010-01-28",19.8311
"2010-01-29",20.1577
"2010-01-30",19.767
"2010-01-31",20.7859
"2010-02-01",21.2454
"2010-02-02",21.0208
"2010-02-03",20.252
"2010-02-04",19.8446
"2010-02-05",19.451
"2010-02-06",18.7306
"2010-02-07",18.1528
"2010-02-08",17.9759
"2010-02-09",20.2035
"2010-02-10",21.4833
"2010-02-11",21.0128
"2010-02-12",21.3769
"2010-02-13",21.4348
"2010-02-14",19.3525
"2010-02-15",18.0574
"2010-02-16",20.5724
"2010-02-17",21.7801
"2010-02-18",19.9724
"2010-02-19",20.2694
"2010-02-20",19.9084
"2010-02-21",19.0447
"2010-02-22",18.0625
"2010-02-23",16.7477
"2010-02-24",18.2724
"2010-02-25",19.6718
"2010-02-26",19.3123
"2010-02-27",16.3901
"2010-02-28",16.5807
"2010-03-01",17.3934
"2010-03-02",18.0124
"2010-03-03",17.3713
"2010-03-04",19.8118
"2010-03-05",18.5481
"2010-03-06",18.6364
"2010-03-07",20.1292
"2010-03-08",21.2657
"2010-03-09",19.4124
"2010-03-10",18.0105
"2010-03-11",18.787
"2010-03-12",20.6036
"2010-03-13",20.3208
"2010-03-14",19.4969
"2010-03-15",17.5719
"2010-03-16",18.2652
"2010-03-17",17.678
"2010-03-18",19.1322
"2010-03-19",19.6111
"2010-03-20",19.1951
"2010-03-21",18.9453
"2010-03-22",19.5138
"2010-03-23",20.6514
"2010-03-24",21.6808
"2010-03-25",22.0821
"2010-03-26",22.2356
"2010-03-27",21.3527
"2010-03-28",21.7527
"2010-03-29",22.0488
"2010-03-30",21.5739
"2010-03-31",21.7687
"2010-04-01",22.4265
"2010-04-02",22.4495
"2010-04-03",21.6514
"2010-04-04",21.5297
"2010-04-05",21.4386
"2010-04-06",21.9939
"2010-04-07",22.1857
"2010-04-08",22.5713
"2010-04-09",22.4398
"2010-04-10",22.2332
"2010-04-11",22.9185
"2010-04-12",23.3583
"2010-04-13",23.1435
"2010-04-14",22.2534
"2010-04-15",22.3886
"2010-04-16",22.0811
"2010-04-17",21.7558
"2010-04-18",22.0657
"2010-04-19",22.6516
"2010-04-20",22.841
"2010-04-21",22.7922
"2010-04-22",23.0423
"2010-04-23",22.2136
"2010-04-24",21.7775
"2010-04-25",22.359
"2010-04-26",22.1845
"2010-04-27",22.0459
"2010-04-28",22.062
"2010-04-29",22.1457
"2010-04-30",22.5503
"2010-05-01",22.7719
"2010-05-02",22.9098
"2010-05-03",22.5831
"2010-05-04",22.6771
"2010-05-05",22.8297
"2010-05-06",22.5174
"2010-05-07",22.8284
"2010-05-08",23.0543
"2010-05-09",22.7407
"2010-05-10",22.8612
"2010-05-11",22.7702
"2010-05-12",23.7583
"2010-05-13",23.5826
"2010-05-14",22.6765
"2010-05-15",22.6829
"2010-05-16",22.9967
"2010-05-17",21.9511
"2010-05-18",21.9933
"2010-05-19",22.3658
"2010-05-20",21.9894
"2010-05-21",21.8772
"2010-05-22",22.5321
"2010-05-23",22.6196
"2010-05-24",22.3884
"2010-05-25",22.335
"2010-05-26",22.4221
"2010-05-27",22.6027
"2010-05-28",22.4204
"2010-05-29",22.6978
"2010-05-30",22.277
"2010-05-31",22.2524
"2010-06-01",22.38
"2010-06-02",22.5201
"2010-06-03",22.9416
"2010-06-04",22.5983
"2010-06-05",22.3339
"2010-06-06",21.5755
"2010-06-07",21.282
"2010-06-08",21.0409
"2010-06-09",21.8097
"2010-06-10",21.4854
"2010-06-11",21.0545
"2010-06-12",21.3437
"2010-06-13",21.5205
"2010-06-14",21.1935
"2010-06-15",21.6376
"2010-06-16",21.9346
"2010-06-17",21.8402
"2010-06-18",21.4019
"2010-06-19",21.9661
"2010-06-20",21.9715
"2010-06-21",21.9031
"2010-06-22",21.8383
"2010-06-23",21.5603
"2010-06-24",21.1974
"2010-06-25",21.3784
"2010-06-26",21.6405
"2010-06-27",21.6592
"2010-06-28",21.7477
"2010-06-29",21.47
"2010-06-30",20.7924
"2010-07-01",20.5968
"2010-07-02",21.3238
"2010-07-03",21.5368
"2010-07-04",21.2223
"2010-07-05",21.0118
"2010-07-06",21.1447
"2010-07-07",21.4555
"2010-07-08",21.554
"2010-07-09",21.5122
"2010-07-10",21.4581
"2010-07-11",21.5671
"2010-07-12",20.6571
"2010-07-13",20.0804
"2010-07-14",20.6233
"2010-07-15",21.0704
"2010-07-16",20.4914
"2010-07-17",21.0005
"2010-07-18",21.0316
"2010-07-19",21.3364
"2010-07-20",20.9418
"2010-07-21",20.5858
"2010-07-22",21.4197
"2010-07-23",21.0518
"2010-07-24",20.0197
"2010-07-25",20.5456
"2010-07-26",20.121
"2010-07-27",20.762
"2010-07-28",20.9948
"2010-07-29",20.8545
"2010-07-30",20.3318
"2010-07-31",20.0064
"2010-08-01",20.691
"2010-08-02",20.8523
"2010-08-03",20.512
"2010-08-04",20.7747
"2010-08-05",20.6165
"2010-08-06",20.9492
"2010-08-07",20.9463
"2010-08-08",21.3221
"2010-08-09",21.3576
"2010-08-10",21.983
"2010-08-11",21.8817
"2010-08-12",21.0207
"2010-08-13",21.3187
"2010-08-14",21.5138
"2010-08-15",20.8719
"2010-08-16",21.0038
"2010-08-17",21.1569
"2010-08-18",20.8187
"2010-08-19",21.1363
"2010-08-20",21.3538
"2010-08-21",19.9391
"2010-08-22",20.1913
"2010-08-23",21.169
"2010-08-24",21.0929
"2010-08-25",20.587
"2010-08-26",20.4402
"2010-08-27",20.0893
"2010-08-28",20.9997
"2010-08-29",21.1696
"2010-08-30",19.7914
"2010-08-31",19.3635
"2010-09-01",20.0251
"2010-09-02",20.9893
"2010-09-03",21.0509
"2010-09-04",20.6812
"2010-09-05",20.1403
"2010-09-06",20.6118
"2010-09-07",20.5864
"2010-09-08",20.8728
"2010-09-09",20.9047
"2010-09-10",21.0923
"2010-09-11",21.224
"2010-09-12",21.2376
"2010-09-13",21.0766
"2010-09-14",20.6485
"2010-09-15",20.8205
"2010-09-16",20.702
"2010-09-17",21.0369
"2010-09-18",21.0236
"2010-09-19",21.4035
"2010-09-20",21.5286
"2010-09-21",21.0449
"2010-09-22",21.5017
"2010-09-23",21.589
"2010-09-24",20.5009
"2010-09-25",20.8042
"2010-09-26",21.4036
"2010-09-27",21.4889
"2010-09-28",20.6875
"2010-09-29",20.0588
"2010-09-30",20.5238
"2010-10-01",21.2082
"2010-10-02",21.089
"2010-10-03",20.0423
"2010-10-04",20.8461
"2010-10-05",21.3586
"2010-10-06",21.2064
"2010-10-07",21.4289
"2010-10-08",21.4404
"2010-10-09",21.1291
"2010-10-10",20.4358
"2010-10-11",20.685
"2010-10-12",20.1145
"2010-10-13",19.722
"2010-10-14",19.5409
"2010-10-15",19.4508
"2010-10-16",20.3325
"2010-10-17",20.4471
"2010-10-18",20.8068
"2010-10-19",21.4763
"2010-10-20",21.0997
"2010-10-21",20.0517
"2010-10-22",19.4017
"2010-10-23",19.0512
"2010-10-24",20.8325
"2010-10-25",20.811
"2010-10-26",20.7756
"2010-10-27",21.0524
"2010-10-28",20.8104
"2010-10-29",20.9164
"2010-10-30",21.6071
"2010-10-31",21.4135
"2010-11-01",20.5201
"2010-11-02",20.3259
"2010-11-03",21.1105
"2010-11-04",21.2245
"2010-11-05",20.8556
"2010-11-06",20.8314
"2010-11-07",20.9974
"2010-11-08",20.6106
"2010-11-09",20.7378
"2010-11-10",21.0488
"2010-11-11",21.0453
"2010-11-12",21.0909
"2010-11-13",21.576
"2010-11-14",20.9619
"2010-11-15",20.7652
"2010-11-16",20.447
"2010-11-17",20.6907
"2010-11-18",20.7137
"2010-11-19",21.2641
"2010-11-20",20.7093
"2010-11-21",20.5142
"2010-11-22",20.7674
"2010-11-23",20.761
"2010-11-24",21.2494
"2010-11-25",21.2679
"2010-11-26",21.3979
"2010-11-27",21.1353
"2010-11-28",21.0373
"2010-11-29",20.9005
"2010-11-30",20.9778
"2010-12-01",20.8358
"2010-12-02",20.949
"2010-12-03",20.8336
"2010-12-04",20.884
"2010-12-05",19.4851
"2010-12-06",20.3534
"2010-12-07",20.2239
"2010-12-08",20.0365
"2010-12-09",19.2278
"2010-12-10",19.7711
"2010-12-11",19.6488
"2010-12-12",19.537
"2010-12-13",18.3085
"2010-12-14",20.0965
"2010-12-15",20.1543
"2010-12-16",20.1159
"2010-12-17",20.1984
"2010-12-18",20.0975
"2010-12-19",19.6707
"2010-12-20",20.1359
"2010-12-21",20.8503
"2010-12-22",20.5015
"2010-12-23",20.4548
"2010-12-24",20.4734
"2010-12-25",20.4851
"2010-12-26",19.9338
"2010-12-27",19.174
"2010-12-28",20.2232
"2010-12-29",20.3567
"2010-12-30",20.3746
"2010-12-31",20.5888
"2011-01-01",20.4318
"2011-01-02",20.6055
"2011-01-03",20.4405
"2011-01-04",20.5706
"2011-01-05",20.7977
"2011-01-06",20.2147
"2011-01-07",20.8046
"2011-01-08",20.8517
"2011-01-09",18.8211
"2011-01-10",20.0834
"2011-01-11",19.3874
"2011-01-12",15.998
"2011-01-13",15.9042
"2011-01-14",20.0995
"2011-01-15",20.8926
"2011-01-16",20.4541
"2011-01-17",20.8954
"2011-01-18",20.1533
"2011-01-19",17.4469
"2011-01-20",16.1875
"2011-01-21",16.8522
"2011-01-22",18.0814
"2011-01-23",18.1792
"2011-01-24",18.8491
"2011-01-25",19.8132
"2011-01-26",20.3146
"2011-01-27",20.6771
"2011-01-28",20.558
"2011-01-29",20.22
"2011-01-30",20.8083
"2011-01-31",20.706
"2011-02-01",19.7432
"2011-02-02",19.5966
"2011-02-03",20.3262
"2011-02-04",20.2459
"2011-02-05",20.9205
"2011-02-06",21.21
"2011-02-07",20.8282
"2011-02-08",20.7745
"2011-02-09",20.6684
"2011-02-10",19.9908
"2011-02-11",18.6588
"2011-02-12",18.3239
"2011-02-13",18.8084
"2011-02-14",20.2696
"2011-02-15",20.9055
"2011-02-16",20.4603
"2011-02-17",20.3492
"2011-02-18",21.0342
"2011-02-19",20.791
"2011-02-20",21.0524
"2011-02-21",20.9212
"2011-02-22",19.7434
"2011-02-23",18.9028
"2011-02-24",19.0696
"2011-02-25",19.3168
"2011-02-26",19.2924
"2011-02-27",18.9896
"2011-02-28",20.3073
"2011-03-01",20.2122
"2011-03-02",20.2784
"2011-03-03",20.3279
"2011-03-04",20.6098
"2011-03-05",20.568
"2011-03-06",19.6315
"2011-03-07",19.7535
"2011-03-08",17.5014
"2011-03-09",16.4775
"2011-03-10",15.0871
"2011-03-11",17.1759
"2011-03-12",20.2064
"2011-03-13",20.9462
"2011-03-14",20.8909
"2011-03-15",20.8002
"2011-03-16",20.7276
"2011-03-17",18.9898
"2011-03-18",19.2791
"2011-03-19",20.8296
"2011-03-20",21.2488
"2011-03-21",21.243
"2011-03-22",20.9309
"2011-03-23",21.0443
"2011-03-24",21.2201
"2011-03-25",20.3874
"2011-03-26",21.0223
"2011-03-27",21.1701
"2011-03-28",21.019
"2011-03-29",20.6035
"2011-03-30",19.4177
"2011-03-31",17.8037
"2011-04-01",18.2382
"2011-04-02",19.184
"2011-04-03",20.6296
"2011-04-04",18.7783
"2011-04-05",17.9878
"2011-04-06",18.2215
"2011-04-07",19.848
"2011-04-08",21.1543
"2011-04-09",21.2607
"2011-04-10",21.0434
"2011-04-11",21.1565
"2011-04-12",20.8998
"2011-04-13",20.8137
"2011-04-14",20.3548
"2011-04-15",20.8103
"2011-04-16",21.0803
"2011-04-17",20.908
"2011-04-18",21.2288
"2011-04-19",21.1206
"2011-04-20",21.3219
"2011-04-21",21.2742
"2011-04-22",21.7834
"2011-04-23",20.6278
"2011-04-24",21.2562
"2011-04-25",21.0701
"2011-04-26",21.7537
"2011-04-27",21.8177
"2011-04-28",21.3431
"2011-04-29",22.3176
"2011-04-30",22.0495
"2011-05-01",22.1557
"2011-05-02",21.875
"2011-05-03",22.2401
"2011-05-04",22.4932
"2011-05-05",22.8905
"2011-05-06",22.6828
"2011-05-07",21.8175
"2011-05-08",21.1774
"2011-05-09",21.06
"2011-05-10",21.3332
"2011-05-11",21.6284
"2011-05-12",21.8475
"2011-05-13",21.6721
"2011-05-14",21.0497
"2011-05-15",21.6198
"2011-05-16",21.546
"2011-05-17",20.8388
"2011-05-18",21.2116
"2011-05-19",21.2939
"2011-05-20",21.7104
"2011-05-21",21.6051
"2011-05-22",21.3831
"2011-05-23",22.0005
"2011-05-24",22.2295
"2011-05-25",22.7365
"2011-05-26",22.6837
"2011-05-27",21.8663
"2011-05-28",21.7213
"2011-05-29",21.6805
"2011-05-30",21.8314
"2011-05-31",21.7
"2011-06-01",21.0552
"2011-06-02",20.6458
"2011-06-03",21.1581
"2011-06-04",21.5149
"2011-06-05",21.9073
"2011-06-06",21.3059
"2011-06-07",21.2184
"2011-06-08",21.2327
"2011-06-09",21.3056
"2011-06-10",21.0055
"2011-06-11",21.0544
"2011-06-12",21.432
"2011-06-13",21.3971
"2011-06-14",20.8924
"2011-06-15",20.9783
"2011-06-16",21.3195
"2011-06-17",21.4897
"2011-06-18",20.9714
"2011-06-19",19.9844
"2011-06-20",20.6571
"2011-06-21",20.6048
"2011-06-22",19.6969
"2011-06-23",20.4501
"2011-06-24",20.9712
"2011-06-25",21.2976
"2011-06-26",20.9322
"2011-06-27",21.4452
"2011-06-28",20.5834
"2011-06-29",20.801
"2011-06-30",20.4239
"2011-07-01",20.6297
"2011-07-02",20.371
"2011-07-03",20.1973
"2011-07-04",20.3557
"2011-07-05",20.9587
"2011-07-06",20.8946
"2011-07-07",21.0353
"2011-07-08",21.2935
"2011-07-09",21.101
"2011-07-10",20.8228
"2011-07-11",20.8985
"2011-07-12",20.7079
"2011-07-13",20.7307
"2011-07-14",20.9881
"2011-07-15",20.5927
"2011-07-16",19.6749
"2011-07-17",20.3755
"2011-07-18",19.9768
"2011-07-19",20.442
"2011-07-20",20.7481
"2011-07-21",20.1289
"2011-07-22",20.3523
"2011-07-23",20.3042
"2011-07-24",21.1662
"2011-07-25",21.2651
"2011-07-26",20.8435
"2011-07-27",20.2973
"2011-07-28",20.7696
"2011-07-29",20.4564
"2011-07-30",20.507
"2011-07-31",19.7904
"2011-08-01",19.6791
"2011-08-02",20.1038
"2011-08-03",20.493
"2011-08-04",20.4058
"2011-08-05",20.9222
"2011-08-06",20.9527
"2011-08-07",20.4516
"2011-08-08",20.9693
"2011-08-09",21.1532
"2011-08-10",20.9273
"2011-08-11",20.7716
"2011-08-12",20.7329
"2011-08-13",20.3196
"2011-08-14",20.4864
"2011-08-15",21.0951
"2011-08-16",21.1139
"2011-08-17",20.751
"2011-08-18",20.4294
"2011-08-19",19.9102
"2011-08-20",20.2891
"2011-08-21",20.7743
"2011-08-22",20.9499
"2011-08-23",21.0011
"2011-08-24",20.3395
"2011-08-25",20.6103
"2011-08-26",20.6696
"2011-08-27",19.6149
"2011-08-28",19.8706
"2011-08-29",19.6848
"2011-08-30",20.4218
"2011-08-31",20.4044
"2011-09-01",20.7478
"2011-09-02",20.8211
"2011-09-03",19.8242
"2011-09-04",19.9354
"2011-09-05",20.9608
"2011-09-06",20.9529
"2011-09-07",20.643
"2011-09-08",20.8268
"2011-09-09",21.213
"2011-09-10",20.8046
"2011-09-11",20.8823
"2011-09-12",21.3715
"2011-09-13",20.748
"2011-09-14",20.9481
"2011-09-15",20.9283
"2011-09-16",20.7993
"2011-09-17",20.7173
"2011-09-18",20.5545
"2011-09-19",20.3664
"2011-09-20",19.1916
"2011-09-21",20.9
"2011-09-22",20.9638
"2011-09-23",20.0295
"2011-09-24",19.7985
"2011-09-25",20.2546
"2011-09-26",20.3688
"2011-09-27",20.4717
"2011-09-28",19.7158
"2011-09-29",19.9749
"2011-09-30",21.0057
"2011-10-01",21.0033
"2011-10-02",20.2104
"2011-10-03",20.6991
"2011-10-04",21.1133
"2011-10-05",21.0349
"2011-10-06",20.389
"2011-10-07",20.002
"2011-10-08",20.5785
"2011-10-09",20.4229
"2011-10-10",20.1898
"2011-10-11",20.3766
"2011-10-12",20.9576
"2011-10-13",21.3658
"2011-10-14",21.7327
"2011-10-15",21.6474
"2011-10-16",20.7116
"2011-10-17",20.9308
"2011-10-18",21.0414
"2011-10-19",21.2113
"2011-10-20",21.2528
"2011-10-21",21.3006
"2011-10-22",21.3991
"2011-10-23",21.1402
"2011-10-24",21.0544
"2011-10-25",21.1589
"2011-10-26",21.32
"2011-10-27",21.2567
"2011-10-28",21.0706
"2011-10-29",21.2194
"2011-10-30",21.2869
"2011-10-31",21.3222
"2011-11-01",20.8734
"2011-11-02",20.4938
"2011-11-03",21.0265
"2011-11-04",21.0161
"2011-11-05",21.2084
"2011-11-06",21.1789
"2011-11-07",20.9307
"2011-11-08",20.4022
"2011-11-09",19.3575
"2011-11-10",17.9313
"2011-11-11",17.8893
"2011-11-12",19.2717
"2011-11-13",20.1891
"2011-11-14",19.3231
"2011-11-15",19.8717
"2011-11-16",20.8304
"2011-11-17",21.297
"2011-11-18",21.0935
"2011-11-19",21.4695
"2011-11-20",21.3059
"2011-11-21",21.0029
"2011-11-22",20.6708
"2011-11-23",21.1658
"2011-11-24",21.4084
"2011-11-25",20.6696
"2011-11-26",21.0212
"2011-11-27",20.643
"2011-11-28",20.0522
"2011-11-29",21.3489
"2011-11-30",21.2872
"2011-12-01",20.4867
"2011-12-02",20.891
"2011-12-03",19.9327
"2011-12-04",19.8106
"2011-12-05",19.9877
"2011-12-06",20.4459
"2011-12-07",19.7089
"2011-12-08",19.5588
"2011-12-09",20.7235
"2011-12-10",20.737
"2011-12-11",21.1333
"2011-12-12",21.4177
"2011-12-13",21.068
"2011-12-14",20.0878
"2011-12-15",19.0081
"2011-12-16",19.7961
"2011-12-17",20.2988
"2011-12-18",21.2343
"2011-12-19",21.4512
"2011-12-20",20.728
"2011-12-21",19.8916
"2011-12-22",20.1255
"2011-12-23",20.6591
"2011-12-24",20.4023
"2011-12-25",19.7615
"2011-12-26",19.2169
"2011-12-27",16.2001
"2011-12-28",14.7678
"2011-12-29",17.6321
"2011-12-30",19.6527
"2011-12-31",19.5949
"2012-01-01",18.2863
"2012-01-02",18.0909
"2012-01-03",18.9776
"2012-01-04",20.9854
"2012-01-05",20.9598
"2012-01-06",20.0636
"2012-01-07",20.7442
"2012-01-08",20.6558
"2012-01-09",20.5362
"2012-01-10",19.5109
"2012-01-11",19.3737
"2012-01-12",18.753
"2012-01-13",17.697
"2012-01-14",17.5282
"2012-01-15",15.731
"2012-01-16",16.8309
"2012-01-17",18.0888
"2012-01-18",18.3152
"2012-01-19",18.4724
"2012-01-20",18.943
"2012-01-21",18.6139
"2012-01-22",19.3917
"2012-01-23",18.5054
"2012-01-24",17.9373
"2012-01-25",18.4668
"2012-01-26",19.1117
"2012-01-27",19.2654
"2012-01-28",18.9708
"2012-01-29",18.2393
"2012-01-30",18.0795
"2012-01-31",18.0684
"2012-02-01",18.0393
"2012-02-02",19.0801
"2012-02-03",20.2942
"2012-02-04",20.5579
"2012-02-05",20.4899
"2012-02-06",20.3389
"2012-02-07",20.5124
"2012-02-08",21.0798
"2012-02-09",20.9662
"2012-02-10",20.9929
"2012-02-11",18.6803
"2012-02-12",18.9459
"2012-02-13",19.8882
"2012-02-14",20.6949
"2012-02-15",20.883
"2012-02-16",21.0015
"2012-02-17",20.4777
"2012-02-18",18.4433
"2012-02-19",17.5236
"2012-02-20",17.8131
"2012-02-21",15.9716
"2012-02-22",16.4812
"2012-02-23",17.3622
"2012-02-24",15.9842
"2012-02-25",17.18
"2012-02-26",20.0489
"2012-02-27",21.0719
"2012-02-28",20.8386
"2012-02-29",21.3198
"2012-03-01",21.4521
"2012-03-02",21.024
"2012-03-03",20.0901
"2012-03-04",19.958
"2012-03-05",19.4484
"2012-03-06",20.621
"2012-03-07",20.3352
"2012-03-08",19.621
"2012-03-09",19.2342
"2012-03-10",19.5879
"2012-03-11",18.8324
"2012-03-12",19.7756
"2012-03-13",20.7318
"2012-03-14",20.8491
"2012-03-15",21.2711
"2012-03-16",21.0616
"2012-03-17",20.523
"2012-03-18",19.7071
"2012-03-19",18.7493
"2012-03-20",17.8157
"2012-03-21",17.7267
"2012-03-22",18.3442
"2012-03-23",18.3378
"2012-03-24",16.972
"2012-03-25",15.6138
"2012-03-26",17.8714
"2012-03-27",19.792
"2012-03-28",20.5577
"2012-03-29",20.4251
"2012-03-30",21.1669
"2012-03-31",19.5582
"2012-04-01",20.0089
"2012-04-02",20.1857
"2012-04-03",20.4167
"2012-04-04",20.5253
"2012-04-05",21.1237
"2012-04-06",21.3148
"2012-04-07",21.2829
"2012-04-08",20.6567
"2012-04-09",20.3234
"2012-04-10",20.7632
"2012-04-11",21.6083
"2012-04-12",21.2841
"2012-04-13",20.9186
"2012-04-14",20.9574
"2012-04-15",21.1683
"2012-04-16",21.3158
"2012-04-17",21.5739
"2012-04-18",21.5309
"2012-04-19",21.7382
"2012-04-20",20.5846
"2012-04-21",20.3337
"2012-04-22",21.1276
"2012-04-23",21.3746
"2012-04-24",21.6137
"2012-04-25",21.1772
"2012-04-26",21.299
"2012-04-27",20.9564
"2012-04-28",20.9154
"2012-04-29",22.1106
"2012-04-30",22.0221
"2012-05-01",20.8162
"2012-05-02",19.544
"2012-05-03",18.4053
"2012-05-04",19.0926
"2012-05-05",20.0688
"2012-05-06",21.3321
"2012-05-07",21.6212
"2012-05-08",21.9121
"2012-05-09",21.5182
"2012-05-10",20.784
"2012-05-11",21.1507
"2012-05-12",20.7372
"2012-05-13",20.6905
"2012-05-14",21.7169
"2012-05-15",20.9597
"2012-05-16",19.7929
"2012-05-17",19.2583
"2012-05-18",21.9952
"2012-05-19",20.6136
"2012-05-20",22.7108
"2012-05-21",22.2583
"2012-05-22",22.1981
"2012-05-23",21.7637
"2012-05-24",21.8908
"2012-05-25",21.6497
"2012-05-26",20.8793
"2012-05-27",21.6779
"2012-05-28",21.3442
"2012-05-29",21.1327
"2012-05-30",20.2033
"2012-05-31",20.9039
"2012-06-01",21.8669
"2012-06-02",21.7113
"2012-06-03",21.7497
"2012-06-04",21.8392
"2012-06-05",21.6768
"2012-06-06",21.3616
"2012-06-07",21.4388
"2012-06-08",21.4725
"2012-06-09",21.5815
"2012-06-10",20.8924
"2012-06-11",20.3757
"2012-06-12",20.1757
"2012-06-13",20.5183
"2012-06-14",20.7037
"2012-06-15",20.9919
"2012-06-16",20.688
"2012-06-17",20.3917
"2012-06-18",20.1005
"2012-06-19",19.6053
"2012-06-20",20.319
"2012-06-21",20.5252
"2012-06-22",20.3406
"2012-06-23",20.4885
"2012-06-24",20.6604
"2012-06-25",20.3147
"2012-06-26",20.3695
"2012-06-27",20.6798
"2012-06-28",20.2504
"2012-06-29",20.4518
"2012-06-30",20.4467
"2012-07-01",20.6018
"2012-07-02",20.6573
"2012-07-03",20.7082
"2012-07-04",20.4746
"2012-07-05",20.6046
"2012-07-06",20.8745
"2012-07-07",20.9624
"2012-07-08",21.014
"2012-07-09",20.8995
"2012-07-10",20.3921
"2012-07-11",19.5399
"2012-07-12",20.6557
"2012-07-13",21.1129
"2012-07-14",21.1859
"2012-07-15",21.013
"2012-07-16",21.1886
"2012-07-17",20.8417
"2012-07-18",20.6178
"2012-07-19",19.6721
"2012-07-20",20.3199
"2012-07-21",20.5636
"2012-07-22",20.4341
"2012-07-23",20.4358
"2012-07-24",20.6689
"2012-07-25",20.9304
"2012-07-26",20.5745
"2012-07-27",20.132
"2012-07-28",19.8622
"2012-07-29",20.1075
"2012-07-30",19.6793
"2012-07-31",19.5157
"2012-08-01",19.8307
"2012-08-02",19.3515
"2012-08-03",19.8579
"2012-08-04",20.1438
"2012-08-05",20.3707
"2012-08-06",20.3008
"2012-08-07",19.622
"2012-08-08",19.586
"2012-08-09",19.791
"2012-08-10",20.1261
"2012-08-11",20.5953
"2012-08-12",20.6453
"2012-08-13",20.9026
"2012-08-14",20.8932
"2012-08-15",20.7403
"2012-08-16",20.7266
"2012-08-17",20.1542
"2012-08-18",20.3036
"2012-08-19",19.8878
"2012-08-20",19.4643
"2012-08-21",19.6235
"2012-08-22",19.9754
"2012-08-23",20.535
"2012-08-24",20.5144
"2012-08-25",20.6174
"2012-08-26",20.5455
"2012-08-27",20.2788
"2012-08-28",19.8613
"2012-08-29",20.249
"2012-08-30",20.5931
"2012-08-31",20.6319
"2012-09-01",20.4514
"2012-09-02",21.0782
"2012-09-03",21.1824
"2012-09-04",19.9455
"2012-09-05",20.0025
"2012-09-06",20.9136
"2012-09-07",20.7231
"2012-09-08",21.0691
"2012-09-09",21.0215
"2012-09-10",20.6814
"2012-09-11",20.6778
"2012-09-12",20.8141
"2012-09-13",20.48
"2012-09-14",20.3772
"2012-09-15",20.6031
"2012-09-16",20.7255
"2012-09-17",20.5497
"2012-09-18",19.4317
"2012-09-19",20.2175
"2012-09-20",20.5506
"2012-09-21",20.8601
"2012-09-22",20.5488
"2012-09-23",20.2856
"2012-09-24",20.2409
"2012-09-25",19.9155
"2012-09-26",18.8977
"2012-09-27",19.5073
"2012-09-28",20.4008
"2012-09-29",19.9193
"2012-09-30",19.3188
"2012-10-01",19.6226
"2012-10-02",17.8479
"2012-10-03",18.9805
"2012-10-04",18.7371
"2012-10-05",18.7142
"2012-10-06",20.0652
"2012-10-07",20.474
"2012-10-08",20.6442
"2012-10-09",20.5001
"2012-10-10",20.6457
"2012-10-11",20.6533
"2012-10-12",21.3443
"2012-10-13",21.4298
"2012-10-14",20.9609
"2012-10-15",20.6482
"2012-10-16",20.7888
"2012-10-17",20.5738
"2012-10-18",21.0404
"2012-10-19",21.2909
"2012-10-20",21.3348
"2012-10-21",21.2858
"2012-10-22",21.012
"2012-10-23",20.9994
"2012-10-24",21.5527
"2012-10-25",21.2919
"2012-10-26",21.354
"2012-10-27",21.7859
"2012-10-28",21.514
"2012-10-29",20.2576
"2012-10-30",20.5748
"2012-10-31",20.8884
"2012-11-01",20.3302
"2012-11-02",21.1609
"2012-11-03",20.3705
"2012-11-04",20.7648
"2012-11-05",20.6529
"2012-11-06",20.6346
"2012-11-07",21.3564
"2012-11-08",21.3448
"2012-11-09",21.3248
"2012-11-10",21.0884
"2012-11-11",20.2309
"2012-11-12",20.5673
"2012-11-13",21.4371
"2012-11-14",21.4448
"2012-11-15",21.3019
"2012-11-16",20.3471
"2012-11-17",20.6729
"2012-11-18",20.655
"2012-11-19",20.6082
"2012-11-20",20.521
"2012-11-21",20.2311
"2012-11-22",21.3428
"2012-11-23",21.6761
"2012-11-24",21.5528
"2012-11-25",21.3567
"2012-11-26",21.5217
"2012-11-27",21.3267
