,"(deg C) Mean Dew Point Temperature (ERA5) at Galle, 2007-01-01 to 2025-12-31"
"2009-12-14",23.8647
"2009-12-15",23.8556
"2009-12-16",23.5853
"2009-12-17",23.289
"2009-12-18",23.5552
"2009-12-19",23.7253
"2009-12-20",23.4669
"2009-12-21",23.6882
"2009-12-22",23.541
"2009-12-23",23.3004
"2009-12-24",23.3864
"2009-12-25",23.3177
"2009-12-26",23.282
"2009-12-27",23.1113
"2009-12-28",23.1304
"2009-12-29",22.953
"2009-12-30",23.0129
"2009-12-31",22.3402
"2010-01-01",22.6361
"2010-01-02",23.0473
"2010-01-03",23.037
"2010-01-04",21.9165
"2010-01-05",19.8985
"2010-01-06",20.2884
"2010-01-07",21.6654
"2010-01-08",23.0414
"2010-01-09",23.2073
"2010-01-10",23.0285
"2010-01-11",23.3727
"2010-01-12",23.2076
"2010-01-13",23.2091
"2010-01-14",23.0782
"2010-01-15",22.9967
"2010-01-16",22.8559
"2010-01-17",23.1782
"2010-01-18",22.9983
"2010-01-19",22.9344
"2010-01-20",22.5129
"2010-01-21",21.9848
"2010-01-22",21.708
"2010-01-23",21.0797
"2010-01-24",21.5217
"2010-01-25",21.7522
"2010-01-26",22.4293
"2010-01-27",22.9286
"2010-01-28",23.3198
"2010-01-29",23.0896
"2010-01-30",22.4938
"2010-01-31",22.8525
"2010-02-01",23.5442
"2010-02-02",23.6404
"2010-02-03",23.5487
"2010-02-04",23.2921
"2010-02-05",23.0498
"2010-02-06",22.7459
"2010-02-07",22.162
"2010-02-08",22.1125
"2010-02-09",23.271
"2010-02-10",23.8676
"2010-02-11",24.1389
"2010-02-12",24.0139
"2010-02-13",24.0852
"2010-02-14",23.5178
"2010-02-15",22.6456
"2010-02-16",23.729
"2010-02-17",24.0352
"2010-02-18",24.124
"2010-02-19",23.6301
"2010-02-20",23.2762
"2010-02-21",23.0427
"2010-02-22",23.3641
"2010-02-23",23.1195
"2010-02-24",22.2736
"2010-02-25",22.3628
"2010-02-26",23.2665
"2010-02-27",23.0327
"2010-02-28",22.4226
"2010-03-01",22.5284
"2010-03-02",22.9994
"2010-03-03",22.6933
"2010-03-04",22.9431
"2010-03-05",21.8996
"2010-03-06",22.0008
"2010-03-07",24.2404
"2010-03-08",24.324
"2010-03-09",22.949
"2010-03-10",21.9695
"2010-03-11",21.9141
"2010-03-12",23.6023
"2010-03-13",23.5459
"2010-03-14",23.4603
"2010-03-15",23.6727
"2010-03-16",23.5232
"2010-03-17",23.1497
"2010-03-18",22.7009
"2010-03-19",22.8813
"2010-03-20",23.4084
"2010-03-21",23.9779
"2010-03-22",23.8912
"2010-03-23",24.4111
"2010-03-24",24.3079
"2010-03-25",23.9081
"2010-03-26",24.2496
"2010-03-27",24.0591
"2010-03-28",24.498
"2010-03-29",24.0819
"2010-03-30",23.8609
"2010-03-31",24.2691
"2010-04-01",24.9471
"2010-04-02",25.2273
"2010-04-03",24.9265
"2010-04-04",24.3775
"2010-04-05",23.932
"2010-04-06",24.217
"2010-04-07",24.2829
"2010-04-08",24.9399
"2010-04-09",24.5056
"2010-04-10",24.4762
"2010-04-11",25.3397
"2010-04-12",25.2768
"2010-04-13",25.7711
"2010-04-14",24.5354
"2010-04-15",25.0599
"2010-04-16",24.6721
"2010-04-17",24.6268
"2010-04-18",24.6556
"2010-04-19",25.0115
"2010-04-20",25.5825
"2010-04-21",25.3529
"2010-04-22",25.2947
"2010-04-23",24.7974
"2010-04-24",24.4147
"2010-04-25",24.9168
"2010-04-26",24.5608
"2010-04-27",24.6329
"2010-04-28",24.8169
"2010-04-29",24.5644
"2010-04-30",24.5288
"2010-05-01",24.7947
"2010-05-02",25.0975
"2010-05-03",25.1893
"2010-05-04",25.6295
"2010-05-05",25.4534
"2010-05-06",25.6026
"2010-05-07",25.4369
"2010-05-08",25.0221
"2010-05-09",24.8473
"2010-05-10",25.005
"2010-05-11",25.4148
"2010-05-12",25.7173
"2010-05-13",25.9901
"2010-05-14",24.9731
"2010-05-15",25.4013
"2010-05-16",25.1436
"2010-05-17",24.4379
"2010-05-18",24.8159
"2010-05-19",25.0946
"2010-05-20",24.4861
"2010-05-21",24.4225
"2010-05-22",24.8732
"2010-05-23",24.7202
"2010-05-24",24.7008
"2010-05-25",24.9024
"2010-05-26",25.5611
"2010-05-27",25.0707
"2010-05-28",25.2297
"2010-05-29",24.835
"2010-05-30",24.8992
"2010-05-31",25.0765
"2010-06-01",25.0872
"2010-06-02",25.5781
"2010-06-03",25.6388
"2010-06-04",25.4046
"2010-06-05",24.6533
"2010-06-06",24.3035
"2010-06-07",24.2554
"2010-06-08",24.5759
"2010-06-09",24.5921
"2010-06-10",24.0912
"2010-06-11",24.0582
"2010-06-12",24.1851
"2010-06-13",24.3358
"2010-06-14",24.0953
"2010-06-15",24.3117
"2010-06-16",24.6358
"2010-06-17",24.4828
"2010-06-18",23.9997
"2010-06-19",24.4226
"2010-06-20",24.0719
"2010-06-21",24.6264
"2010-06-22",24.4419
"2010-06-23",24.1979
"2010-06-24",23.9228
"2010-06-25",24.173
"2010-06-26",24.4974
"2010-06-27",24.5552
"2010-06-28",24.0429
"2010-06-29",24.1674
"2010-06-30",23.7587
"2010-07-01",23.6467
"2010-07-02",24.2302
"2010-07-03",24.2414
"2010-07-04",24.1282
"2010-07-05",23.8765
"2010-07-06",23.9751
"2010-07-07",24.1724
"2010-07-08",24.0863
"2010-07-09",23.882
"2010-07-10",23.516
"2010-07-11",23.8264
"2010-07-12",23.8057
"2010-07-13",23.4275
"2010-07-14",23.8885
"2010-07-15",23.9968
"2010-07-16",23.3209
"2010-07-17",24.0543
"2010-07-18",24.102
"2010-07-19",24.0006
"2010-07-20",23.8009
"2010-07-21",23.773
"2010-07-22",24.2808
"2010-07-23",23.8745
"2010-07-24",23.7415
"2010-07-25",23.9531
"2010-07-26",23.9682
"2010-07-27",23.7793
"2010-07-28",24.048
"2010-07-29",23.8782
"2010-07-30",23.8164
"2010-07-31",23.9234
"2010-08-01",24.1609
"2010-08-02",24.2759
"2010-08-03",23.8569
"2010-08-04",24.3279
"2010-08-05",24.2832
"2010-08-06",24.3092
"2010-08-07",24.3712
"2010-08-08",24.2214
"2010-08-09",24.2026
"2010-08-10",24.5631
"2010-08-11",24.4664
"2010-08-12",23.9391
"2010-08-13",23.8811
"2010-08-14",23.9573
"2010-08-15",23.7481
"2010-08-16",23.615
"2010-08-17",23.5392
"2010-08-18",23.7912
"2010-08-19",23.5446
"2010-08-20",23.9126
"2010-08-21",23.2969
"2010-08-22",23.7594
"2010-08-23",23.5566
"2010-08-24",23.5707
"2010-08-25",23.7082
"2010-08-26",23.4707
"2010-08-27",23.2448
"2010-08-28",23.4676
"2010-08-29",23.3632
"2010-08-30",22.6322
"2010-08-31",22.9457
"2010-09-01",23.255
"2010-09-02",23.4997
"2010-09-03",23.9231
"2010-09-04",23.5749
"2010-09-05",23.6742
"2010-09-06",24.2443
"2010-09-07",24.284
"2010-09-08",24.2558
"2010-09-09",24.0879
"2010-09-10",23.8598
"2010-09-11",23.6887
"2010-09-12",24.0115
"2010-09-13",24.0253
"2010-09-14",24.007
"2010-09-15",23.9764
"2010-09-16",24.1263
"2010-09-17",24.3043
"2010-09-18",23.6063
"2010-09-19",23.7889
"2010-09-20",23.9524
"2010-09-21",23.7909
"2010-09-22",23.5772
"2010-09-23",23.6544
"2010-09-24",23.318
"2010-09-25",23.4876
"2010-09-26",23.9553
"2010-09-27",23.786
"2010-09-28",23.2598
"2010-09-29",21.8458
"2010-09-30",22.7265
"2010-10-01",23.5725
"2010-10-02",23.4313
"2010-10-03",23.3172
"2010-10-04",23.9068
"2010-10-05",24.2263
"2010-10-06",23.9617
"2010-10-07",24.197
"2010-10-08",24.2809
"2010-10-09",24.0379
"2010-10-10",24.1126
"2010-10-11",24.1582
"2010-10-12",24.0114
"2010-10-13",22.9972
"2010-10-14",22.4991
"2010-10-15",22.3032
"2010-10-16",23.3469
"2010-10-17",23.6112
"2010-10-18",23.6676
"2010-10-19",23.6981
"2010-10-20",22.3948
"2010-10-21",22.9281
"2010-10-22",22.7588
"2010-10-23",22.5733
"2010-10-24",23.9252
"2010-10-25",24.1324
"2010-10-26",23.9827
"2010-10-27",23.2733
"2010-10-28",23.1494
"2010-10-29",23.3887
"2010-10-30",23.6289
"2010-10-31",23.6904
"2010-11-01",23.9755
"2010-11-02",23.1028
"2010-11-03",23.4034
"2010-11-04",23.2907
"2010-11-05",22.939
"2010-11-06",22.8139
"2010-11-07",24.0689
"2010-11-08",23.2058
"2010-11-09",23.4477
"2010-11-10",23.1139
"2010-11-11",23.1052
"2010-11-12",23.5282
"2010-11-13",23.5977
"2010-11-14",23.3913
"2010-11-15",23.1836
"2010-11-16",23.3942
"2010-11-17",23.2628
"2010-11-18",22.9075
"2010-11-19",23.28
"2010-11-20",23.0626
"2010-11-21",22.8477
"2010-11-22",22.9207
"2010-11-23",23.1433
"2010-11-24",23.0444
"2010-11-25",23.3493
"2010-11-26",23.5319
"2010-11-27",23.5841
"2010-11-28",23.3972
"2010-11-29",23.2389
"2010-11-30",23.2275
"2010-12-01",23.2195
"2010-12-02",22.9883
"2010-12-03",23.2805
"2010-12-04",22.9611
"2010-12-05",22.1906
"2010-12-06",23.1872
"2010-12-07",23.1783
"2010-12-08",23.3268
"2010-12-09",22.0148
"2010-12-10",23.1267
"2010-12-11",23.2468
"2010-12-12",22.8088
"2010-12-13",21.181
"2010-12-14",21.8231
"2010-12-15",22.4953
"2010-12-16",22.6213
"2010-12-17",22.6157
"2010-12-18",22.8772
"2010-12-19",22.6008
"2010-12-20",22.6257
"2010-12-21",23.0895
"2010-12-22",22.737
"2010-12-23",22.2965
"2010-12-24",21.0474
"2010-12-25",22.4482
"2010-12-26",22.2867
"2010-12-27",21.509
"2010-12-28",22.3207
"2010-12-29",22.9452
"2010-12-30",22.4734
"2010-12-31",22.7441
"2011-01-01",22.9909
"2011-01-02",22.8082
"2011-01-03",23.0284
"2011-01-04",22.4152
"2011-01-05",22.7732
"2011-01-06",22.2033
"2011-01-07",22.7899
"2011-01-08",23.0059
"2011-01-09",22.0943
"2011-01-10",22.5888
"2011-01-11",21.8953
"2011-01-12",18.404
"2011-01-13",17.7745
"2011-01-14",21.6706
"2011-01-15",22.9479
"2011-01-16",22.6038
"2011-01-17",22.7739
"2011-01-18",22.6163
"2011-01-19",22.2993
"2011-01-20",21.3314
"2011-01-21",21.3942
"2011-01-22",21.574
"2011-01-23",21.0898
"2011-01-24",21.8418
"2011-01-25",22.283
"2011-01-26",22.8832
"2011-01-27",23.0232
"2011-01-28",22.9979
"2011-01-29",23.1034
"2011-01-30",23.3765
"2011-01-31",23.1355
"2011-02-01",22.5906
"2011-02-02",22.1683
"2011-02-03",22.2248
"2011-02-04",21.7416
"2011-02-05",22.8662
"2011-02-06",23.423
"2011-02-07",23.0885
"2011-02-08",23.064
"2011-02-09",23.1749
"2011-02-10",22.8029
"2011-02-11",23.289
"2011-02-12",22.6727
"2011-02-13",22.4645
"2011-02-14",23.1681
"2011-02-15",22.7814
"2011-02-16",22.9884
"2011-02-17",23.1974
"2011-02-18",23.2723
"2011-02-19",23.4199
"2011-02-20",23.2651
"2011-02-21",23.1522
"2011-02-22",22.8665
"2011-02-23",22.7939
"2011-02-24",22.6119
"2011-02-25",22.8189
"2011-02-26",22.6183
"2011-02-27",22.7522
"2011-02-28",22.8744
"2011-03-01",23.216
"2011-03-02",23.125
"2011-03-03",22.8052
"2011-03-04",23.0689
"2011-03-05",22.9953
"2011-03-06",23.1075
"2011-03-07",23.387
"2011-03-08",22.9819
"2011-03-09",23.0365
"2011-03-10",22.8791
"2011-03-11",22.46
"2011-03-12",22.6612
"2011-03-13",23.66
"2011-03-14",23.3647
"2011-03-15",23.5719
"2011-03-16",23.49
"2011-03-17",23.3991
"2011-03-18",22.7024
"2011-03-19",22.9855
"2011-03-20",23.5375
"2011-03-21",23.6533
"2011-03-22",23.9611
"2011-03-23",23.9396
"2011-03-24",24.1662
"2011-03-25",24.1633
"2011-03-26",24.2718
"2011-03-27",24.3188
"2011-03-28",24.3112
"2011-03-29",23.9241
"2011-03-30",23.9927
"2011-03-31",23.3883
"2011-04-01",23.9358
"2011-04-02",23.924
"2011-04-03",23.4832
"2011-04-04",23.785
"2011-04-05",23.7064
"2011-04-06",23.1112
"2011-04-07",23.1635
"2011-04-08",23.81
"2011-04-09",23.5698
"2011-04-10",23.4144
"2011-04-11",23.2941
"2011-04-12",23.0496
"2011-04-13",23.4172
"2011-04-14",23.3479
"2011-04-15",23.8502
"2011-04-16",23.8737
"2011-04-17",23.6796
"2011-04-18",23.9136
"2011-04-19",23.8758
"2011-04-20",23.7564
"2011-04-21",23.8701
"2011-04-22",24.1466
"2011-04-23",23.5771
"2011-04-24",24.1154
"2011-04-25",24.1765
"2011-04-26",24.4962
"2011-04-27",24.523
"2011-04-28",24.0701
"2011-04-29",24.9606
"2011-04-30",24.9714
"2011-05-01",24.6699
"2011-05-02",24.3419
"2011-05-03",24.5591
"2011-05-04",25.2656
"2011-05-05",25.2759
"2011-05-06",25.2426
"2011-05-07",25.0749
"2011-05-08",25.1902
"2011-05-09",24.7525
"2011-05-10",24.8081
"2011-05-11",24.5145
"2011-05-12",24.6677
"2011-05-13",24.3877
"2011-05-14",24.7593
"2011-05-15",24.5969
"2011-05-16",24.9859
"2011-05-17",24.0189
"2011-05-18",24.2918
"2011-05-19",24.6356
"2011-05-20",24.885
"2011-05-21",24.323
"2011-05-22",24.493
"2011-05-23",24.5792
"2011-05-24",24.9698
"2011-05-25",24.6149
"2011-05-26",24.6287
"2011-05-27",24.4615
"2011-05-28",24.373
"2011-05-29",24.2226
"2011-05-30",24.5395
"2011-05-31",24.4021
"2011-06-01",24.0604
"2011-06-02",24.2523
"2011-06-03",24.286
"2011-06-04",24.6172
"2011-06-05",24.8559
"2011-06-06",24.4616
"2011-06-07",24.8752
"2011-06-08",24.811
"2011-06-09",24.5234
"2011-06-10",24.8021
"2011-06-11",24.3843
"2011-06-12",24.6347
"2011-06-13",24.3889
"2011-06-14",24.1196
"2011-06-15",24.5822
"2011-06-16",24.4779
"2011-06-17",24.7978
"2011-06-18",24.5619
"2011-06-19",24.1097
"2011-06-20",24.605
"2011-06-21",24.1168
"2011-06-22",23.7558
"2011-06-23",24.1704
"2011-06-24",24.2057
"2011-06-25",24.3979
"2011-06-26",24.4859
"2011-06-27",24.4339
"2011-06-28",24.061
"2011-06-29",24.1894
"2011-06-30",23.9951
"2011-07-01",24.0897
"2011-07-02",24.1492
"2011-07-03",24.1013
"2011-07-04",24.1242
"2011-07-05",23.9637
"2011-07-06",23.7285
"2011-07-07",24.0737
"2011-07-08",23.8925
"2011-07-09",24.1217
"2011-07-10",24.267
"2011-07-11",23.7877
"2011-07-12",23.6141
"2011-07-13",23.7703
"2011-07-14",23.7872
"2011-07-15",23.8305
"2011-07-16",23.2851
"2011-07-17",23.4749
"2011-07-18",23.506
"2011-07-19",23.7031
"2011-07-20",23.8428
"2011-07-21",23.9275
"2011-07-22",23.8375
"2011-07-23",24.0453
"2011-07-24",23.8907
"2011-07-25",23.7606
"2011-07-26",23.6
"2011-07-27",23.6147
"2011-07-28",23.8878
"2011-07-29",23.9006
"2011-07-30",24.0543
"2011-07-31",24.2745
"2011-08-01",24.0619
"2011-08-02",24.4549
"2011-08-03",23.9688
"2011-08-04",24.163
"2011-08-05",23.8246
"2011-08-06",23.7013
"2011-08-07",23.6363
"2011-08-08",24.1215
"2011-08-09",23.9261
"2011-08-10",23.7132
"2011-08-11",23.719
"2011-08-12",23.6852
"2011-08-13",23.7199
"2011-08-14",24.0603
"2011-08-15",24.0651
"2011-08-16",23.7127
"2011-08-17",23.738
"2011-08-18",23.5104
"2011-08-19",23.4384
"2011-08-20",23.8895
"2011-08-21",23.9265
"2011-08-22",23.5256
"2011-08-23",23.6251
"2011-08-24",23.4839
"2011-08-25",23.612
"2011-08-26",23.5051
"2011-08-27",23.1343
"2011-08-28",23.7737
"2011-08-29",23.5861
"2011-08-30",23.7756
"2011-08-31",23.8662
"2011-09-01",23.7983
"2011-09-02",23.7141
"2011-09-03",23.7561
"2011-09-04",23.9856
"2011-09-05",24.0464
"2011-09-06",24.2331
"2011-09-07",24.0098
"2011-09-08",24.2686
"2011-09-09",23.9689
"2011-09-10",23.6028
"2011-09-11",23.7205
"2011-09-12",23.7437
"2011-09-13",23.4972
"2011-09-14",23.6721
"2011-09-15",23.9833
"2011-09-16",24.2306
"2011-09-17",23.5482
"2011-09-18",23.6318
"2011-09-19",23.5942
"2011-09-20",23.231
"2011-09-21",24.0258
"2011-09-22",23.8503
"2011-09-23",23.3857
"2011-09-24",22.9232
"2011-09-25",23.3093
"2011-09-26",23.5385
"2011-09-27",23.4537
"2011-09-28",23.172
"2011-09-29",23.4171
"2011-09-30",24.2877
"2011-10-01",23.5796
"2011-10-02",23.725
"2011-10-03",23.8988
"2011-10-04",24.306
"2011-10-05",23.8432
"2011-10-06",22.7071
"2011-10-07",22.9799
"2011-10-08",22.7886
"2011-10-09",23.5679
"2011-10-10",23.6752
"2011-10-11",23.2949
"2011-10-12",23.9021
"2011-10-13",24.0384
"2011-10-14",24.3252
"2011-10-15",24.0879
"2011-10-16",23.8706
"2011-10-17",23.6463
"2011-10-18",23.81
"2011-10-19",23.8596
"2011-10-20",23.6481
"2011-10-21",23.6319
"2011-10-22",23.5386
"2011-10-23",23.3847
"2011-10-24",23.2884
"2011-10-25",23.4241
"2011-10-26",23.488
"2011-10-27",23.4921
"2011-10-28",23.5288
"2011-10-29",23.3059
"2011-10-30",23.292
"2011-10-31",23.7427
"2011-11-01",23.5814
"2011-11-02",23.5543
"2011-11-03",23.2646
"2011-11-04",23.797
"2011-11-05",23.9041
"2011-11-06",23.5213
"2011-11-07",23.3809
"2011-11-08",22.9142
"2011-11-09",22.683
"2011-11-10",21.7687
"2011-11-11",21.7702
"2011-11-12",22.4912
"2011-11-13",23.1789
"2011-11-14",23.0743
"2011-11-15",22.9323
"2011-11-16",23.5633
"2011-11-17",23.4261
"2011-11-18",23.5234
"2011-11-19",23.7125
"2011-11-20",23.8719
"2011-11-21",23.4081
"2011-11-22",23.6895
"2011-11-23",23.8297
"2011-11-24",23.7599
"2011-11-25",23.2229
"2011-11-26",23.6511
"2011-11-27",23.2823
"2011-11-28",23.1683
"2011-11-29",23.4171
"2011-11-30",23.559
"2011-12-01",23.0188
"2011-12-02",23.2917
"2011-12-03",23.0963
"2011-12-04",23.2915
"2011-12-05",23.0488
"2011-12-06",23.0919
"2011-12-07",22.9608
"2011-12-08",22.7775
"2011-12-09",23.2084
"2011-12-10",23.288
"2011-12-11",23.3351
"2011-12-12",23.4512
"2011-12-13",23.7399
"2011-12-14",23.2672
"2011-12-15",22.5558
"2011-12-16",22.5963
"2011-12-17",22.8245
"2011-12-18",23.3534
"2011-12-19",23.5797
"2011-12-20",23.1979
"2011-12-21",22.6187
"2011-12-22",22.5951
"2011-12-23",22.6379
"2011-12-24",22.6799
"2011-12-25",21.8825
"2011-12-26",21.5539
"2011-12-27",19.4774
"2011-12-28",20.3355
"2011-12-29",21.5292
"2011-12-30",21.0785
"2011-12-31",20.6225
"2012-01-01",18.8133
"2012-01-02",20.6179
"2012-01-03",22.249
"2012-01-04",23.2266
"2012-01-05",23.4293
"2012-01-06",22.9926
"2012-01-07",23.0242
"2012-01-08",23.161
"2012-01-09",23.1292
"2012-01-10",22.9151
"2012-01-11",22.9862
"2012-01-12",22.3501
"2012-01-13",21.7665
"2012-01-14",21.1746
"2012-01-15",19.8495
"2012-01-16",20.3407
"2012-01-17",20.9628
"2012-01-18",20.8069
"2012-01-19",21.0611
"2012-01-20",21.7871
"2012-01-21",22.2826
"2012-01-22",22.1655
"2012-01-23",22.3829
"2012-01-24",21.5718
"2012-01-25",21.6392
"2012-01-26",21.7918
"2012-01-27",22.5586
"2012-01-28",22.7423
"2012-01-29",22.2194
"2012-01-30",21.638
"2012-01-31",21.7775
"2012-02-01",21.6397
"2012-02-02",21.7858
"2012-02-03",22.7909
"2012-02-04",23.0427
"2012-02-05",23.1534
"2012-02-06",23.2033
"2012-02-07",23.4434
"2012-02-08",23.5687
"2012-02-09",23.5747
"2012-02-10",23.2757
"2012-02-11",22.8264
"2012-02-12",22.6936
"2012-02-13",22.8712
"2012-02-14",23.0326
"2012-02-15",23.1418
"2012-02-16",23.1525
"2012-02-17",23.1925
"2012-02-18",22.9278
"2012-02-19",22.5141
"2012-02-20",22.9007
"2012-02-21",22.4812
"2012-02-22",21.9719
"2012-02-23",22.0384
"2012-02-24",22.3506
"2012-02-25",22.4823
"2012-02-26",23.426
"2012-02-27",23.7326
"2012-02-28",23.329
"2012-02-29",23.8782
"2012-03-01",23.7453
"2012-03-02",23.6725
"2012-03-03",23.8076
"2012-03-04",23.8015
"2012-03-05",23.4212
"2012-03-06",23.4322
"2012-03-07",23.559
"2012-03-08",23.0973
"2012-03-09",23.3243
"2012-03-10",23.4683
"2012-03-11",23.3804
"2012-03-12",23.496
"2012-03-13",23.3923
"2012-03-14",23.2061
"2012-03-15",23.7774
"2012-03-16",23.5906
"2012-03-17",23.2472
"2012-03-18",23.3827
"2012-03-19",23.2903
"2012-03-20",23.4713
"2012-03-21",23.313
"2012-03-22",22.9867
"2012-03-23",23.3242
"2012-03-24",23.0897
"2012-03-25",21.7267
"2012-03-26",22.1942
"2012-03-27",22.7742
"2012-03-28",23.0402
"2012-03-29",23.086
"2012-03-30",23.8986
"2012-03-31",23.9435
"2012-04-01",23.597
"2012-04-02",23.202
"2012-04-03",23.5858
"2012-04-04",23.3963
"2012-04-05",23.95
"2012-04-06",23.8162
"2012-04-07",23.7532
"2012-04-08",23.624
"2012-04-09",23.295
"2012-04-10",23.7496
"2012-04-11",24.1483
"2012-04-12",23.718
"2012-04-13",23.8408
"2012-04-14",23.5752
"2012-04-15",23.5501
"2012-04-16",23.9429
"2012-04-17",24.1042
"2012-04-18",24.1807
"2012-04-19",24.4426
"2012-04-20",23.5947
"2012-04-21",24.1211
"2012-04-22",24.4518
"2012-04-23",23.8939
"2012-04-24",23.9067
"2012-04-25",24.0611
"2012-04-26",24.424
"2012-04-27",24.528
"2012-04-28",24.6376
"2012-04-29",24.6087
"2012-04-30",24.5654
"2012-05-01",23.7887
"2012-05-02",23.008
"2012-05-03",22.1785
"2012-05-04",22.1065
"2012-05-05",22.7283
"2012-05-06",24.0944
"2012-05-07",24.8183
"2012-05-08",24.3246
"2012-05-09",24.0336
"2012-05-10",23.385
"2012-05-11",23.9054
"2012-05-12",24.3043
"2012-05-13",23.8553
"2012-05-14",24.4686
"2012-05-15",24.2309
"2012-05-16",23.6302
"2012-05-17",23.0675
"2012-05-18",23.9491
"2012-05-19",24.5921
"2012-05-20",25.2197
"2012-05-21",24.7273
"2012-05-22",24.757
"2012-05-23",25.0167
"2012-05-24",24.7591
"2012-05-25",24.4093
"2012-05-26",24.0053
"2012-05-27",24.5301
"2012-05-28",24.4818
"2012-05-29",24.7995
"2012-05-30",24.5424
"2012-05-31",24.5952
"2012-06-01",24.854
"2012-06-02",25.3913
"2012-06-03",24.5909
"2012-06-04",24.6013
"2012-06-05",24.4949
"2012-06-06",24.1739
"2012-06-07",24.9791
"2012-06-08",25.1138
"2012-06-09",25.1715
"2012-06-10",24.9038
"2012-06-11",24.7792
"2012-06-12",24.2266
"2012-06-13",23.5292
"2012-06-14",23.7556
"2012-06-15",24.2424
"2012-06-16",24.4893
"2012-06-17",24.296
"2012-06-18",23.9216
"2012-06-19",23.4791
"2012-06-20",24.0646
"2012-06-21",23.8976
"2012-06-22",23.9583
"2012-06-23",24.1307
"2012-06-24",24.4972
"2012-06-25",23.855
"2012-06-26",23.6114
"2012-06-27",23.7012
"2012-06-28",23.7844
"2012-06-29",24.1407
"2012-06-30",23.6795
"2012-07-01",23.9302
"2012-07-02",23.3357
"2012-07-03",24.0376
"2012-07-04",23.4951
"2012-07-05",23.7251
"2012-07-06",23.9186
"2012-07-07",23.8122
"2012-07-08",23.8532
"2012-07-09",23.486
"2012-07-10",23.3482
"2012-07-11",23.2925
"2012-07-12",23.8514
"2012-07-13",23.9564
"2012-07-14",24.0502
"2012-07-15",24.1326
"2012-07-16",24.2749
"2012-07-17",24.2905
"2012-07-18",24.0831
"2012-07-19",23.488
"2012-07-20",23.9022
"2012-07-21",24.3887
"2012-07-22",24.2861
"2012-07-23",24.0792
"2012-07-24",24.2533
"2012-07-25",24.0255
"2012-07-26",24.3697
"2012-07-27",24.3504
"2012-07-28",24.0469
"2012-07-29",24.4571
"2012-07-30",24.3061
"2012-07-31",23.5784
"2012-08-01",23.7105
"2012-08-02",23.7638
"2012-08-03",23.7654
"2012-08-04",23.8718
"2012-08-05",24.4358
"2012-08-06",24.0844
"2012-08-07",23.9604
"2012-08-08",23.9241
"2012-08-09",23.8516
"2012-08-10",23.9245
"2012-08-11",23.6433
"2012-08-12",23.8049
"2012-08-13",23.9842
"2012-08-14",24.1563
"2012-08-15",24.1128
"2012-08-16",23.7862
"2012-08-17",23.3072
"2012-08-18",23.4521
"2012-08-19",23.5784
"2012-08-20",23.9648
"2012-08-21",23.8008
"2012-08-22",23.7057
"2012-08-23",23.5439
"2012-08-24",23.3929
"2012-08-25",23.6947
"2012-08-26",23.9225
"2012-08-27",23.7495
"2012-08-28",23.9903
"2012-08-29",23.4523
"2012-08-30",23.5073
"2012-08-31",23.9866
"2012-09-01",24.1392
"2012-09-02",23.9976
"2012-09-03",23.9107
"2012-09-04",23.3999
"2012-09-05",24.0767
"2012-09-06",24.2015
"2012-09-07",23.8809
"2012-09-08",24.1186
"2012-09-09",23.8114
"2012-09-10",23.5357
"2012-09-11",24.3197
"2012-09-12",24.281
"2012-09-13",24.5981
"2012-09-14",24.173
"2012-09-15",24.2291
"2012-09-16",24.1204
"2012-09-17",23.9856
"2012-09-18",23.6461
"2012-09-19",24.155
"2012-09-20",24.0076
"2012-09-21",23.7995
"2012-09-22",23.5272
"2012-09-23",23.6737
"2012-09-24",23.4802
"2012-09-25",23.3971
"2012-09-26",23.2104
"2012-09-27",22.9918
"2012-09-28",23.5552
"2012-09-29",23.5174
"2012-09-30",24.014
"2012-10-01",24.2062
"2012-10-02",23.4223
"2012-10-03",23.4734
"2012-10-04",23.4247
"2012-10-05",22.9571
"2012-10-06",23.7356
"2012-10-07",24.1403
"2012-10-08",24.3316
"2012-10-09",24.1021
"2012-10-10",23.9456
"2012-10-11",23.539
"2012-10-12",23.8802
"2012-10-13",23.6067
"2012-10-14",23.3161
"2012-10-15",23.1175
"2012-10-16",22.7785
"2012-10-17",23.1573
"2012-10-18",23.0224
"2012-10-19",23.0257
"2012-10-20",23.5329
"2012-10-21",23.5502
"2012-10-22",23.1832
"2012-10-23",23.385
"2012-10-24",23.8079
"2012-10-25",23.6377
"2012-10-26",23.7068
"2012-10-27",23.8874
"2012-10-28",23.7844
"2012-10-29",23.0619
"2012-10-30",23.1843
"2012-10-31",23.9983
"2012-11-01",23.319
"2012-11-02",23.6952
"2012-11-03",23.7603
"2012-11-04",23.9575
"2012-11-05",23.0078
"2012-11-06",22.9117
"2012-11-07",23.0777
"2012-11-08",23.2808
"2012-11-09",23.5757
"2012-11-10",23.4712
"2012-11-11",23.0442
"2012-11-12",23.0618
"2012-11-13",23.6749
"2012-11-14",23.4954
"2012-11-15",22.651
"2012-11-16",21.162
"2012-11-17",23.1757
"2012-11-18",23.2258
"2012-11-19",23.0053
"2012-11-20",23.1834
"2012-11-21",23.2395
"2012-11-22",23.7926
"2012-11-23",23.6508
"2012-11-24",23.4017
"2012-11-25",23.3774
"2012-11-26",23.7249
"2012-11-27",23.4853
"2012-11-28",23.4617
