,"(deg C) Mean Dew Point Temperature (ERA5) at Vavuniya, 2007-01-01 to 2025-12-31"
"2009-12-12",24.0781
"2009-12-13",23.8521
"2009-12-14",24.1482
"2009-12-15",23.7577
"2009-12-16",23.527
"2009-12-17",23.7242
"2009-12-18",23.8362
"2009-12-19",23.9071
"2009-12-20",23.8975
"2009-12-21",23.8849
"2009-12-22",23.6605
"2009-12-23",23.5041
"2009-12-24",23.3727
"2009-12-25",23.0533
"2009-12-26",23.6153
"2009-12-27",23.1924
"2009-12-28",22.1526
"2009-12-29",21.7279
"2009-12-30",21.1616
"2009-12-31",21.5122
"2010-01-01",21.2046
"2010-01-02",21.8735
"2010-01-03",21.5508
"2010-01-04",19.5835
"2010-01-05",18.5026
"2010-01-06",19.2327
"2010-01-07",21.0717
"2010-01-08",23.5237
"2010-01-09",23.8266
"2010-01-10",23.4996
"2010-01-11",24.0399
"2010-01-12",23.9873
"2010-01-13",24.2145
"2010-01-14",23.1061
"2010-01-15",21.578
"2010-01-16",23.0935
"2010-01-17",21.8122
"2010-01-18",22.0783
"2010-01-19",20.8547
"2010-01-20",20.6881
"2010-01-21",19.6879
"2010-01-22",18.3476
"2010-01-23",18.6886
"2010-01-24",19.6547
"2010-01-25",21.4459
"2010-01-26",21.5024
"2010-01-27",23.2138
"2010-01-28",22.7615
"2010-01-29",21.3156
"2010-01-30",20.8165
"2010-01-31",21.3328
"2010-02-01",21.4323
"2010-02-02",20.8474
"2010-02-03",20.1038
"2010-02-04",19.9713
"2010-02-05",19.3307
"2010-02-06",19.2724
"2010-02-07",19.2878
"2010-02-08",19.3582
"2010-02-09",20.6918
"2010-02-10",22.4628
"2010-02-11",22.087
"2010-02-12",22.675
"2010-02-13",22.9153
"2010-02-14",21.4418
"2010-02-15",21.2533
"2010-02-16",22.6519
"2010-02-17",23.3425
"2010-02-18",22.0384
"2010-02-19",21.4225
"2010-02-20",22.1267
"2010-02-21",22.0704
"2010-02-22",21.9483
"2010-02-23",21.4046
"2010-02-24",20.7025
"2010-02-25",21.7238
"2010-02-26",21.7847
"2010-02-27",21.2868
"2010-02-28",21.1083
"2010-03-01",19.6606
"2010-03-02",19.6269
"2010-03-03",18.827
"2010-03-04",20.9726
"2010-03-05",21.4706
"2010-03-06",21.6865
"2010-03-07",24.0828
"2010-03-08",23.3626
"2010-03-09",22.5561
"2010-03-10",22.0836
"2010-03-11",22.3788
"2010-03-12",22.1672
"2010-03-13",23.7347
"2010-03-14",22.3654
"2010-03-15",21.1345
"2010-03-16",21.4229
"2010-03-17",22.0055
"2010-03-18",22.089
"2010-03-19",22.5146
"2010-03-20",22.5821
"2010-03-21",22.7018
"2010-03-22",23.001
"2010-03-23",22.1037
"2010-03-24",22.9552
"2010-03-25",23.2281
"2010-03-26",23.859
"2010-03-27",23.9163
"2010-03-28",24.15
"2010-03-29",24.5719
"2010-03-30",24.3204
"2010-03-31",24.2417
"2010-04-01",23.8347
"2010-04-02",24.457
"2010-04-03",24.2193
"2010-04-04",23.6976
"2010-04-05",24.0036
"2010-04-06",24.1613
"2010-04-07",24.7959
"2010-04-08",25.2283
"2010-04-09",24.1096
"2010-04-10",23.9708
"2010-04-11",24.3992
"2010-04-12",24.5214
"2010-04-13",24.8761
"2010-04-14",24.4991
"2010-04-15",24.1483
"2010-04-16",24.4914
"2010-04-17",24.573
"2010-04-18",25.1233
"2010-04-19",25.1481
"2010-04-20",25.1296
"2010-04-21",24.9793
"2010-04-22",24.9916
"2010-04-23",24.9578
"2010-04-24",25.2255
"2010-04-25",24.9537
"2010-04-26",24.6362
"2010-04-27",24.4783
"2010-04-28",24.9898
"2010-04-29",25.0732
"2010-04-30",24.9618
"2010-05-01",24.9204
"2010-05-02",25.2689
"2010-05-03",25.2232
"2010-05-04",25.7507
"2010-05-05",25.5373
"2010-05-06",25.427
"2010-05-07",25.428
"2010-05-08",25.7495
"2010-05-09",25.6406
"2010-05-10",25.5554
"2010-05-11",25.8901
"2010-05-12",26.4087
"2010-05-13",26.2972
"2010-05-14",25.5442
"2010-05-15",25.3378
"2010-05-16",25.2459
"2010-05-17",24.9088
"2010-05-18",24.9101
"2010-05-19",24.7809
"2010-05-20",24.8233
"2010-05-21",25.1023
"2010-05-22",25.1822
"2010-05-23",24.9644
"2010-05-24",24.8975
"2010-05-25",24.7861
"2010-05-26",24.7579
"2010-05-27",24.7731
"2010-05-28",24.7575
"2010-05-29",24.8777
"2010-05-30",24.5793
"2010-05-31",24.3031
"2010-06-01",24.5512
"2010-06-02",24.641
"2010-06-03",25.0595
"2010-06-04",24.935
"2010-06-05",24.7732
"2010-06-06",24.4557
"2010-06-07",24.3997
"2010-06-08",23.8263
"2010-06-09",23.8506
"2010-06-10",23.5247
"2010-06-11",23.5185
"2010-06-12",23.6126
"2010-06-13",24.0287
"2010-06-14",23.8796
"2010-06-15",23.4459
"2010-06-16",24.1532
"2010-06-17",24.0347
"2010-06-18",23.6515
"2010-06-19",23.6088
"2010-06-20",23.8093
"2010-06-21",24.0604
"2010-06-22",23.835
"2010-06-23",23.6142
"2010-06-24",22.0172
"2010-06-25",22.5553
"2010-06-26",23.3071
"2010-06-27",23.5351
"2010-06-28",23.9221
"2010-06-29",23.5838
"2010-06-30",22.5146
"2010-07-01",22.5751
"2010-07-02",23.0352
"2010-07-03",23.2774
"2010-07-04",23.6735
"2010-07-05",23.693
"2010-07-06",23.8515
"2010-07-07",22.984
"2010-07-08",23.4839
"2010-07-09",23.9654
"2010-07-10",23.9676
"2010-07-11",23.7809
"2010-07-12",23.3375
"2010-07-13",23.1287
"2010-07-14",23.5793
"2010-07-15",23.6044
"2010-07-16",23.2159
"2010-07-17",23.3436
"2010-07-18",23.7861
"2010-07-19",23.6536
"2010-07-20",23.6342
"2010-07-21",23.3227
"2010-07-22",24.1071
"2010-07-23",23.649
"2010-07-24",22.5404
"2010-07-25",22.8264
"2010-07-26",22.5469
"2010-07-27",22.9633
"2010-07-28",23.0728
"2010-07-29",23.0896
"2010-07-30",23.0023
"2010-07-31",22.6531
"2010-08-01",22.7557
"2010-08-02",23.1755
"2010-08-03",23.1819
"2010-08-04",22.9237
"2010-08-05",23.1597
"2010-08-06",22.9099
"2010-08-07",23.1009
"2010-08-08",23.4579
"2010-08-09",23.4634
"2010-08-10",22.6679
"2010-08-11",22.6807
"2010-08-12",22.98
"2010-08-13",23.2312
"2010-08-14",23.4746
"2010-08-15",23.0797
"2010-08-16",23.4778
"2010-08-17",22.573
"2010-08-18",22.7926
"2010-08-19",23.2583
"2010-08-20",23.5963
"2010-08-21",23.4574
"2010-08-22",23.5978
"2010-08-23",23.898
"2010-08-24",24.2854
"2010-08-25",23.2906
"2010-08-26",22.9017
"2010-08-27",23.0451
"2010-08-28",23.4856
"2010-08-29",23.6302
"2010-08-30",22.5057
"2010-08-31",22.5039
"2010-09-01",22.7326
"2010-09-02",22.8439
"2010-09-03",23.1664
"2010-09-04",23.1196
"2010-09-05",22.4088
"2010-09-06",22.791
"2010-09-07",22.9299
"2010-09-08",23.1419
"2010-09-09",23.0646
"2010-09-10",23.4277
"2010-09-11",24.0323
"2010-09-12",24.1938
"2010-09-13",24.1371
"2010-09-14",23.7747
"2010-09-15",23.0828
"2010-09-16",23.2345
"2010-09-17",23.3388
"2010-09-18",23.2906
"2010-09-19",23.8921
"2010-09-20",23.8656
"2010-09-21",23.7945
"2010-09-22",24.4402
"2010-09-23",24.2274
"2010-09-24",23.2871
"2010-09-25",23.3617
"2010-09-26",24.0396
"2010-09-27",24.2895
"2010-09-28",23.9215
"2010-09-29",24.126
"2010-09-30",23.9807
"2010-10-01",23.9698
"2010-10-02",24.2075
"2010-10-03",24.0662
"2010-10-04",24.1241
"2010-10-05",24.4891
"2010-10-06",23.9858
"2010-10-07",24.1408
"2010-10-08",24.3065
"2010-10-09",24.0908
"2010-10-10",24.1158
"2010-10-11",23.3053
"2010-10-12",23.7852
"2010-10-13",23.4293
"2010-10-14",23.453
"2010-10-15",23.0095
"2010-10-16",23.1391
"2010-10-17",22.8345
"2010-10-18",23.4526
"2010-10-19",24.048
"2010-10-20",23.5338
"2010-10-21",23.3757
"2010-10-22",22.4934
"2010-10-23",22.2511
"2010-10-24",23.6643
"2010-10-25",22.5457
"2010-10-26",22.797
"2010-10-27",23.6056
"2010-10-28",23.7695
"2010-10-29",23.7567
"2010-10-30",23.9297
"2010-10-31",24.5182
"2010-11-01",24.0718
"2010-11-02",23.5275
"2010-11-03",23.9396
"2010-11-04",23.9496
"2010-11-05",24.1011
"2010-11-06",23.9744
"2010-11-07",24.0916
"2010-11-08",23.9418
"2010-11-09",24.0625
"2010-11-10",23.6823
"2010-11-11",23.4404
"2010-11-12",24.1887
"2010-11-13",24.0032
"2010-11-14",23.122
"2010-11-15",23.5776
"2010-11-16",23.8922
"2010-11-17",23.4044
"2010-11-18",23.7647
"2010-11-19",24.2082
"2010-11-20",23.9503
"2010-11-21",23.7908
"2010-11-22",23.9744
"2010-11-23",23.9677
"2010-11-24",23.9439
"2010-11-25",23.957
"2010-11-26",23.9085
"2010-11-27",23.8277
"2010-11-28",23.7036
"2010-11-29",23.6019
"2010-11-30",23.9013
"2010-12-01",23.7503
"2010-12-02",23.8045
"2010-12-03",23.4487
"2010-12-04",23.4486
"2010-12-05",21.7612
"2010-12-06",21.2712
"2010-12-07",23.3377
"2010-12-08",23.1836
"2010-12-09",23.0402
"2010-12-10",23.3816
"2010-12-11",23.9091
"2010-12-12",23.3648
"2010-12-13",23.5326
"2010-12-14",23.5279
"2010-12-15",23.441
"2010-12-16",22.9828
"2010-12-17",23.1642
"2010-12-18",21.9525
"2010-12-19",21.3374
"2010-12-20",23.4825
"2010-12-21",23.3708
"2010-12-22",21.4351
"2010-12-23",21.4663
"2010-12-24",22.8139
"2010-12-25",22.6135
"2010-12-26",22.1134
"2010-12-27",22.3674
"2010-12-28",22.8755
"2010-12-29",23.295
"2010-12-30",22.4844
"2010-12-31",22.8451
"2011-01-01",23.2511
"2011-01-02",23.4726
"2011-01-03",22.0412
"2011-01-04",22.5903
"2011-01-05",22.4297
"2011-01-06",22.5817
"2011-01-07",23.1933
"2011-01-08",23.2911
"2011-01-09",22.4963
"2011-01-10",23.0398
"2011-01-11",22.2628
"2011-01-12",20.4453
"2011-01-13",20.2825
"2011-01-14",22.4313
"2011-01-15",23.4582
"2011-01-16",23.206
"2011-01-17",22.6382
"2011-01-18",20.9558
"2011-01-19",19.9756
"2011-01-20",19.7971
"2011-01-21",20.172
"2011-01-22",19.9266
"2011-01-23",19.9237
"2011-01-24",19.8188
"2011-01-25",21.373
"2011-01-26",22.5734
"2011-01-27",22.2685
"2011-01-28",22.9768
"2011-01-29",22.9822
"2011-01-30",23.4084
"2011-01-31",23.1983
"2011-02-01",22.77
"2011-02-02",22.2048
"2011-02-03",22.4499
"2011-02-04",22.4639
"2011-02-05",23.1199
"2011-02-06",23.5745
"2011-02-07",23.1428
"2011-02-08",23.1825
"2011-02-09",21.575
"2011-02-10",20.4194
"2011-02-11",20.4756
"2011-02-12",20.0945
"2011-02-13",20.0806
"2011-02-14",21.0042
"2011-02-15",22.3503
"2011-02-16",22.7419
"2011-02-17",22.6948
"2011-02-18",23.1616
"2011-02-19",23.2003
"2011-02-20",23.8376
"2011-02-21",23.9618
"2011-02-22",23.0488
"2011-02-23",22.3936
"2011-02-24",22.3562
"2011-02-25",21.216
"2011-02-26",20.5796
"2011-02-27",21.3673
"2011-02-28",23.1967
"2011-03-01",22.1175
"2011-03-02",21.5046
"2011-03-03",23.0574
"2011-03-04",23.0646
"2011-03-05",22.1886
"2011-03-06",22.6161
"2011-03-07",21.343
"2011-03-08",20.9735
"2011-03-09",20.6202
"2011-03-10",20.099
"2011-03-11",21.2484
"2011-03-12",23.931
"2011-03-13",23.7008
"2011-03-14",23.6897
"2011-03-15",23.514
"2011-03-16",23.4917
"2011-03-17",21.0402
"2011-03-18",21.765
"2011-03-19",23.2744
"2011-03-20",23.3663
"2011-03-21",23.6571
"2011-03-22",23.2104
"2011-03-23",23.2507
"2011-03-24",23.4351
"2011-03-25",23.0497
"2011-03-26",22.9388
"2011-03-27",22.6918
"2011-03-28",22.9904
"2011-03-29",22.7702
"2011-03-30",21.8068
"2011-03-31",22.0432
"2011-04-01",22.981
"2011-04-02",23.6552
"2011-04-03",23.8535
"2011-04-04",23.1077
"2011-04-05",22.1803
"2011-04-06",21.2754
"2011-04-07",22.7646
"2011-04-08",23.9491
"2011-04-09",23.4254
"2011-04-10",24.0406
"2011-04-11",24.0064
"2011-04-12",23.564
"2011-04-13",23.5385
"2011-04-14",23.2939
"2011-04-15",23.3651
"2011-04-16",23.8383
"2011-04-17",23.8497
"2011-04-18",23.942
"2011-04-19",24.162
"2011-04-20",24.1464
"2011-04-21",23.9546
"2011-04-22",24.683
"2011-04-23",24.0801
"2011-04-24",24.6156
"2011-04-25",24.1082
"2011-04-26",24.8527
"2011-04-27",24.9889
"2011-04-28",25.2425
"2011-04-29",25.3263
"2011-04-30",25.3442
"2011-05-01",25.3222
"2011-05-02",25.369
"2011-05-03",25.2804
"2011-05-04",25.3986
"2011-05-05",25.5856
"2011-05-06",25.544
"2011-05-07",24.928
"2011-05-08",24.1904
"2011-05-09",22.9021
"2011-05-10",23.6724
"2011-05-11",23.948
"2011-05-12",24.2052
"2011-05-13",22.2399
"2011-05-14",21.546
"2011-05-15",23.9655
"2011-05-16",24.3755
"2011-05-17",23.9925
"2011-05-18",23.7028
"2011-05-19",23.8558
"2011-05-20",23.8296
"2011-05-21",24.0431
"2011-05-22",24.476
"2011-05-23",24.0109
"2011-05-24",24.6768
"2011-05-25",24.6406
"2011-05-26",24.8362
"2011-05-27",24.6879
"2011-05-28",24.2735
"2011-05-29",24.3945
"2011-05-30",24.1888
"2011-05-31",24.1944
"2011-06-01",23.8673
"2011-06-02",23.5694
"2011-06-03",23.9851
"2011-06-04",24.1484
"2011-06-05",24.175
"2011-06-06",24.1696
"2011-06-07",24.1925
"2011-06-08",23.8004
"2011-06-09",23.6543
"2011-06-10",23.6693
"2011-06-11",23.5284
"2011-06-12",24.1815
"2011-06-13",23.9266
"2011-06-14",23.4321
"2011-06-15",23.4215
"2011-06-16",23.2507
"2011-06-17",22.9507
"2011-06-18",23.0771
"2011-06-19",23.1308
"2011-06-20",22.6635
"2011-06-21",23.0769
"2011-06-22",23.0539
"2011-06-23",23.3459
"2011-06-24",23.5686
"2011-06-25",23.83
"2011-06-26",23.2551
"2011-06-27",23.6966
"2011-06-28",23.1028
"2011-06-29",23.4097
"2011-06-30",23.4341
"2011-07-01",23.3922
"2011-07-02",23.2758
"2011-07-03",23.2645
"2011-07-04",23.456
"2011-07-05",23.9587
"2011-07-06",23.4719
"2011-07-07",23.943
"2011-07-08",24.2045
"2011-07-09",24.2835
"2011-07-10",24.0837
"2011-07-11",23.3541
"2011-07-12",23.2667
"2011-07-13",23.3772
"2011-07-14",23.0833
"2011-07-15",22.9842
"2011-07-16",22.6689
"2011-07-17",23.0341
"2011-07-18",22.746
"2011-07-19",22.8748
"2011-07-20",23.0223
"2011-07-21",22.9238
"2011-07-22",22.9171
"2011-07-23",22.9669
"2011-07-24",23.52
"2011-07-25",23.998
"2011-07-26",23.1774
"2011-07-27",22.9804
"2011-07-28",23.0673
"2011-07-29",22.9244
"2011-07-30",22.3917
"2011-07-31",22.5113
"2011-08-01",22.8126
"2011-08-02",22.6566
"2011-08-03",23.1443
"2011-08-04",23.0001
"2011-08-05",23.3585
"2011-08-06",23.5348
"2011-08-07",22.9216
"2011-08-08",22.9734
"2011-08-09",23.4373
"2011-08-10",23.4514
"2011-08-11",23.1482
"2011-08-12",23.7204
"2011-08-13",23.5595
"2011-08-14",23.5688
"2011-08-15",23.8245
"2011-08-16",23.9398
"2011-08-17",24.1792
"2011-08-18",22.8654
"2011-08-19",23.0259
"2011-08-20",23.3285
"2011-08-21",23.3439
"2011-08-22",23.5955
"2011-08-23",23.0385
"2011-08-24",22.9888
"2011-08-25",23.0864
"2011-08-26",23.1722
"2011-08-27",22.622
"2011-08-28",22.5438
"2011-08-29",22.1682
"2011-08-30",23.0815
"2011-08-31",22.9275
"2011-09-01",22.855
"2011-09-02",23.1688
"2011-09-03",22.2717
"2011-09-04",22.6334
"2011-09-05",23.4741
"2011-09-06",23.2059
"2011-09-07",22.6936
"2011-09-08",22.9497
"2011-09-09",23.3592
"2011-09-10",23.7371
"2011-09-11",23.6827
"2011-09-12",23.6988
"2011-09-13",23.6954
"2011-09-14",23.321
"2011-09-15",23.1891
"2011-09-16",23.2036
"2011-09-17",23.0454
"2011-09-18",22.8567
"2011-09-19",21.991
"2011-09-20",22.5716
"2011-09-21",23.3199
"2011-09-22",23.0657
"2011-09-23",22.1226
"2011-09-24",22.4578
"2011-09-25",22.5196
"2011-09-26",22.5216
"2011-09-27",22.7742
"2011-09-28",22.555
"2011-09-29",22.918
"2011-09-30",23.3558
"2011-10-01",23.6237
"2011-10-02",22.9926
"2011-10-03",22.9069
"2011-10-04",23.8987
"2011-10-05",23.4883
"2011-10-06",22.1661
"2011-10-07",23.4922
"2011-10-08",22.9261
"2011-10-09",22.8869
"2011-10-10",22.7222
"2011-10-11",23.5633
"2011-10-12",23.8609
"2011-10-13",24.3407
"2011-10-14",24.2736
"2011-10-15",24.5045
"2011-10-16",24.3201
"2011-10-17",24.1688
"2011-10-18",23.8678
"2011-10-19",23.7982
"2011-10-20",24.1898
"2011-10-21",23.3486
"2011-10-22",24.0793
"2011-10-23",24.0697
"2011-10-24",24.0833
"2011-10-25",23.9349
"2011-10-26",24.2858
"2011-10-27",24.1722
"2011-10-28",24.1112
"2011-10-29",24.1811
"2011-10-30",24.102
"2011-10-31",24.4716
"2011-11-01",23.9509
"2011-11-02",24.2787
"2011-11-03",23.9537
"2011-11-04",24.5268
"2011-11-05",24.4296
"2011-11-06",24.1987
"2011-11-07",23.8488
"2011-11-08",21.1603
"2011-11-09",20.1269
"2011-11-10",20.7329
"2011-11-11",22.7503
"2011-11-12",23.7115
"2011-11-13",23.6243
"2011-11-14",22.4389
"2011-11-15",23.1891
"2011-11-16",23.899
"2011-11-17",24.0252
"2011-11-18",24.0342
"2011-11-19",24.1214
"2011-11-20",23.8094
"2011-11-21",23.8464
"2011-11-22",23.617
"2011-11-23",23.7014
"2011-11-24",23.8627
"2011-11-25",23.7657
"2011-11-26",23.7419
"2011-11-27",23.8293
"2011-11-28",24.3448
"2011-11-29",24.3152
"2011-11-30",24.1818
"2011-12-01",23.834
"2011-12-02",22.8603
"2011-12-03",21.6665
"2011-12-04",21.4075
"2011-12-05",21.9037
"2011-12-06",22.0196
"2011-12-07",20.3833
"2011-12-08",22.4974
"2011-12-09",23.5581
"2011-12-10",23.8827
"2011-12-11",24.0625
"2011-12-12",24.055
"2011-12-13",23.6688
"2011-12-14",23.5711
"2011-12-15",22.8726
"2011-12-16",21.452
"2011-12-17",22.3217
"2011-12-18",23.7545
"2011-12-19",23.5672
"2011-12-20",23.1494
"2011-12-21",21.3569
"2011-12-22",21.6294
"2011-12-23",22.8693
"2011-12-24",21.8898
"2011-12-25",20.5827
"2011-12-26",20.8424
"2011-12-27",19.3266
"2011-12-28",21.048
"2011-12-29",22.3403
"2011-12-30",22.7768
"2011-12-31",21.3596
"2012-01-01",21.7071
"2012-01-02",22.9897
"2012-01-03",23.2129
"2012-01-04",24.2343
"2012-01-05",24.1025
"2012-01-06",23.0899
"2012-01-07",23.5423
"2012-01-08",23.765
"2012-01-09",23.9758
"2012-01-10",21.793
"2012-01-11",21.5192
"2012-01-12",20.7481
"2012-01-13",20.924
"2012-01-14",19.8017
"2012-01-15",17.7651
"2012-01-16",18.0534
"2012-01-17",18.4682
"2012-01-18",19.0744
"2012-01-19",19.3069
"2012-01-20",19.4511
"2012-01-21",19.6605
"2012-01-22",19.5492
"2012-01-23",18.5604
"2012-01-24",18.7888
"2012-01-25",18.0128
"2012-01-26",19.9744
"2012-01-27",21.6741
"2012-01-28",21.0764
"2012-01-29",19.383
"2012-01-30",18.8947
"2012-01-31",20.4917
"2012-02-01",20.1633
"2012-02-02",21.1888
"2012-02-03",21.2447
"2012-02-04",21.8957
"2012-02-05",22.6524
"2012-02-06",23.1093
"2012-02-07",22.9991
"2012-02-08",23.6272
"2012-02-09",23.865
"2012-02-10",23.7024
"2012-02-11",22.0024
"2012-02-12",21.3176
"2012-02-13",21.7194
"2012-02-14",22.3144
"2012-02-15",22.656
"2012-02-16",22.2018
"2012-02-17",21.7766
"2012-02-18",19.981
"2012-02-19",21.532
"2012-02-20",20.7875
"2012-02-21",20.3439
"2012-02-22",19.513
"2012-02-23",19.6211
"2012-02-24",19.4623
"2012-02-25",20.4135
"2012-02-26",20.8971
"2012-02-27",21.773
"2012-02-28",23.0782
"2012-02-29",23.5138
"2012-03-01",23.5631
"2012-03-02",22.9373
"2012-03-03",23.3519
"2012-03-04",23.3184
"2012-03-05",22.2129
"2012-03-06",21.3426
"2012-03-07",20.19
"2012-03-08",22.3813
"2012-03-09",22.8128
"2012-03-10",21.6002
"2012-03-11",22.0175
"2012-03-12",23.8727
"2012-03-13",22.563
"2012-03-14",23.0048
"2012-03-15",23.4982
"2012-03-16",23.6032
"2012-03-17",22.9138
"2012-03-18",21.8122
"2012-03-19",21.776
"2012-03-20",21.4708
"2012-03-21",21.6101
"2012-03-22",21.3066
"2012-03-23",20.2707
"2012-03-24",17.5398
"2012-03-25",18.6723
"2012-03-26",21.6804
"2012-03-27",22.1591
"2012-03-28",23.0155
"2012-03-29",23.0001
"2012-03-30",23.8804
"2012-03-31",22.6804
"2012-04-01",23.3503
"2012-04-02",22.7174
"2012-04-03",22.4789
"2012-04-04",22.5722
"2012-04-05",23.3263
"2012-04-06",23.2846
"2012-04-07",23.5824
"2012-04-08",23.2786
"2012-04-09",22.9359
"2012-04-10",23.197
"2012-04-11",23.8672
"2012-04-12",23.5073
"2012-04-13",22.9994
"2012-04-14",23.5555
"2012-04-15",23.7569
"2012-04-16",23.8867
"2012-04-17",24.119
"2012-04-18",23.9748
"2012-04-19",23.7947
"2012-04-20",21.953
"2012-04-21",23.2701
"2012-04-22",24.1023
"2012-04-23",24.6244
"2012-04-24",24.4392
"2012-04-25",24.2049
"2012-04-26",24.1654
"2012-04-27",24.0077
"2012-04-28",23.8786
"2012-04-29",24.6892
"2012-04-30",24.6369
"2012-05-01",23.5141
"2012-05-02",22.3804
"2012-05-03",21.8664
"2012-05-04",22.9372
"2012-05-05",23.4885
"2012-05-06",24.3198
"2012-05-07",23.6308
"2012-05-08",23.7404
"2012-05-09",23.4748
"2012-05-10",23.7825
"2012-05-11",24.1211
"2012-05-12",23.412
"2012-05-13",23.9308
"2012-05-14",24.2044
"2012-05-15",23.3248
"2012-05-16",23.5239
"2012-05-17",24.3534
"2012-05-18",24.8385
"2012-05-19",24.5887
"2012-05-20",24.5204
"2012-05-21",24.2922
"2012-05-22",24.3108
"2012-05-23",24.4682
"2012-05-24",24.12
"2012-05-25",24.2278
"2012-05-26",23.7547
"2012-05-27",23.8865
"2012-05-28",23.4097
"2012-05-29",23.8511
"2012-05-30",23.5514
"2012-05-31",23.1696
"2012-06-01",23.9018
"2012-06-02",24.2316
"2012-06-03",24.379
"2012-06-04",23.8411
"2012-06-05",23.7403
"2012-06-06",23.71
"2012-06-07",23.3558
"2012-06-08",23.2731
"2012-06-09",23.6162
"2012-06-10",23.059
"2012-06-11",22.7483
"2012-06-12",22.8693
"2012-06-13",23.0457
"2012-06-14",23.0554
"2012-06-15",23.0511
"2012-06-16",22.8212
"2012-06-17",22.5283
"2012-06-18",22.3871
"2012-06-19",22.1552
"2012-06-20",22.6844
"2012-06-21",23.202
"2012-06-22",22.7869
"2012-06-23",23.1773
"2012-06-24",23.1498
"2012-06-25",22.8634
"2012-06-26",23.0339
"2012-06-27",23.1095
"2012-06-28",22.8614
"2012-06-29",22.5154
"2012-06-30",22.5323
"2012-07-01",22.9959
"2012-07-02",22.8689
"2012-07-03",22.4239
"2012-07-04",22.3389
"2012-07-05",22.858
"2012-07-06",23.1217
"2012-07-07",23.2403
"2012-07-08",23.5501
"2012-07-09",23.8428
"2012-07-10",23.2036
"2012-07-11",21.7618
"2012-07-12",22.3644
"2012-07-13",23.3881
"2012-07-14",24.0766
"2012-07-15",24.2824
"2012-07-16",24.0603
"2012-07-17",23.4043
"2012-07-18",23.5185
"2012-07-19",22.869
"2012-07-20",22.9461
"2012-07-21",22.9305
"2012-07-22",22.7687
"2012-07-23",23.1449
"2012-07-24",23.2489
"2012-07-25",23.4739
"2012-07-26",22.7807
"2012-07-27",22.3026
"2012-07-28",22.4265
"2012-07-29",22.4032
"2012-07-30",22.2232
"2012-07-31",22.1736
"2012-08-01",21.4178
"2012-08-02",21.3699
"2012-08-03",22.5207
"2012-08-04",22.4914
"2012-08-05",22.8401
"2012-08-06",22.9459
"2012-08-07",22.4256
"2012-08-08",22.1226
"2012-08-09",21.6523
"2012-08-10",22.683
"2012-08-11",22.9124
"2012-08-12",22.8657
"2012-08-13",22.9391
"2012-08-14",23.0929
"2012-08-15",23.3912
"2012-08-16",23.4713
"2012-08-17",22.9182
"2012-08-18",22.3691
"2012-08-19",22.4702
"2012-08-20",21.9676
"2012-08-21",21.8046
"2012-08-22",22.0138
"2012-08-23",22.5805
"2012-08-24",22.6598
"2012-08-25",22.799
"2012-08-26",22.3075
"2012-08-27",22.0511
"2012-08-28",21.7091
"2012-08-29",23.0091
"2012-08-30",23.0641
"2012-08-31",22.7906
"2012-09-01",23.0035
"2012-09-02",23.4563
"2012-09-03",23.5019
"2012-09-04",22.8
"2012-09-05",22.2205
"2012-09-06",23.1448
"2012-09-07",23.4175
"2012-09-08",24.1772
"2012-09-09",23.2272
"2012-09-10",22.6457
"2012-09-11",22.6711
"2012-09-12",22.6864
"2012-09-13",22.8084
"2012-09-14",22.4074
"2012-09-15",23.1291
"2012-09-16",23.438
"2012-09-17",23.1094
"2012-09-18",22.7106
"2012-09-19",22.5061
"2012-09-20",22.6753
"2012-09-21",22.8522
"2012-09-22",23.0197
"2012-09-23",22.8751
"2012-09-24",22.9862
"2012-09-25",20.7634
"2012-09-26",21.4284
"2012-09-27",22.6536
"2012-09-28",23.403
"2012-09-29",23.7856
"2012-09-30",21.3529
"2012-10-01",21.5957
"2012-10-02",21.976
"2012-10-03",22.1578
"2012-10-04",21.5284
"2012-10-05",22.1765
"2012-10-06",23.6662
"2012-10-07",22.3053
"2012-10-08",22.7599
"2012-10-09",24.012
"2012-10-10",23.9558
"2012-10-11",24.1427
"2012-10-12",23.8801
"2012-10-13",23.9485
"2012-10-14",23.8048
"2012-10-15",23.9146
"2012-10-16",23.6622
"2012-10-17",23.7918
"2012-10-18",23.9436
"2012-10-19",24.0434
"2012-10-20",23.9402
"2012-10-21",24.044
"2012-10-22",23.838
"2012-10-23",24.0356
"2012-10-24",24.3605
"2012-10-25",24.1442
"2012-10-26",24.3806
"2012-10-27",24.3719
"2012-10-28",24.1017
"2012-10-29",23.4541
"2012-10-30",23.1869
"2012-10-31",23.1502
"2012-11-01",23.4067
"2012-11-02",23.5882
"2012-11-03",23.6983
"2012-11-04",23.9691
"2012-11-05",23.4081
"2012-11-06",23.8429
"2012-11-07",24.1947
"2012-11-08",23.929
"2012-11-09",24.2352
"2012-11-10",23.8229
"2012-11-11",22.7029
"2012-11-12",23.8597
"2012-11-13",24.0261
"2012-11-14",23.8516
"2012-11-15",22.9026
"2012-11-16",21.9344
"2012-11-17",21.4987
"2012-11-18",21.7267
"2012-11-19",21.5857
"2012-11-20",21.8888
"2012-11-21",23.3385
"2012-11-22",24.3963
"2012-11-23",24.3144
"2012-11-24",23.7204
"2012-11-25",23.9226
"2012-11-26",23.6478
