,"(deg C) Mean Dew Point Temperature (ERA5) at Mannar, 2007-01-01 to 2025-12-31"
"2009-12-13",23.8733
"2009-12-14",23.9684
"2009-12-15",23.7469
"2009-12-16",23.5184
"2009-12-17",23.4363
"2009-12-18",23.6114
"2009-12-19",23.6296
"2009-12-20",23.9934
"2009-12-21",23.7048
"2009-12-22",23.6851
"2009-12-23",23.4246
"2009-12-24",23.088
"2009-12-25",22.6048
"2009-12-26",23.2293
"2009-12-27",22.8759
"2009-12-28",22.163
"2009-12-29",21.7996
"2009-12-30",21.2394
"2009-12-31",21.5125
"2010-01-01",21.4869
"2010-01-02",21.929
"2010-01-03",21.6049
"2010-01-04",19.6774
"2010-01-05",18.7031
"2010-01-06",19.7743
"2010-01-07",20.925
"2010-01-08",23.5096
"2010-01-09",23.8523
"2010-01-10",23.6378
"2010-01-11",23.9956
"2010-01-12",23.8375
"2010-01-13",24.0426
"2010-01-14",23.3296
"2010-01-15",21.7457
"2010-01-16",22.8775
"2010-01-17",21.9275
"2010-01-18",21.9282
"2010-01-19",21.1304
"2010-01-20",20.7837
"2010-01-21",19.9724
"2010-01-22",18.4637
"2010-01-23",18.5316
"2010-01-24",20.3075
"2010-01-25",21.8421
"2010-01-26",21.9783
"2010-01-27",23.0953
"2010-01-28",22.8199
"2010-01-29",21.3665
"2010-01-30",20.8164
"2010-01-31",21.296
"2010-02-01",21.321
"2010-02-02",20.5998
"2010-02-03",20.0348
"2010-02-04",19.7852
"2010-02-05",19.4781
"2010-02-06",19.5927
"2010-02-07",19.7931
"2010-02-08",19.5132
"2010-02-09",20.6424
"2010-02-10",22.2168
"2010-02-11",22.0897
"2010-02-12",22.5899
"2010-02-13",23.091
"2010-02-14",21.724
"2010-02-15",21.5501
"2010-02-16",22.6079
"2010-02-17",23.4507
"2010-02-18",22.3017
"2010-02-19",22.1116
"2010-02-20",22.3971
"2010-02-21",22.5311
"2010-02-22",22.5073
"2010-02-23",22.1961
"2010-02-24",21.9037
"2010-02-25",22.7557
"2010-02-26",22.5013
"2010-02-27",21.9931
"2010-02-28",22.1858
"2010-03-01",20.8179
"2010-03-02",19.9854
"2010-03-03",19.6898
"2010-03-04",21.7051
"2010-03-05",22.2788
"2010-03-06",23.1052
"2010-03-07",24.8166
"2010-03-08",24.0941
"2010-03-09",23.3037
"2010-03-10",22.699
"2010-03-11",22.9405
"2010-03-12",22.5643
"2010-03-13",23.703
"2010-03-14",23.3527
"2010-03-15",22.2442
"2010-03-16",22.8961
"2010-03-17",22.3777
"2010-03-18",22.3548
"2010-03-19",23.1902
"2010-03-20",23.409
"2010-03-21",23.161
"2010-03-22",24.2886
"2010-03-23",23.8295
"2010-03-24",24.1047
"2010-03-25",23.9289
"2010-03-26",24.4053
"2010-03-27",24.6076
"2010-03-28",24.382
"2010-03-29",24.8925
"2010-03-30",24.8788
"2010-03-31",25.153
"2010-04-01",25.3786
"2010-04-02",25.6029
"2010-04-03",25.1547
"2010-04-04",24.4977
"2010-04-05",24.5755
"2010-04-06",24.7467
"2010-04-07",24.4765
"2010-04-08",25.194
"2010-04-09",24.5286
"2010-04-10",25.2282
"2010-04-11",25.7195
"2010-04-12",25.5765
"2010-04-13",25.8744
"2010-04-14",25.7597
"2010-04-15",25.498
"2010-04-16",25.0212
"2010-04-17",25.1585
"2010-04-18",25.4611
"2010-04-19",25.5765
"2010-04-20",25.9273
"2010-04-21",26.204
"2010-04-22",25.8359
"2010-04-23",25.6103
"2010-04-24",25.4824
"2010-04-25",25.4136
"2010-04-26",24.9912
"2010-04-27",25.1352
"2010-04-28",25.2668
"2010-04-29",24.9858
"2010-04-30",24.7107
"2010-05-01",24.783
"2010-05-02",25.1965
"2010-05-03",25.6262
"2010-05-04",26.1673
"2010-05-05",25.9493
"2010-05-06",25.9658
"2010-05-07",26.0063
"2010-05-08",26.026
"2010-05-09",25.8229
"2010-05-10",26.006
"2010-05-11",26.2685
"2010-05-12",26.7649
"2010-05-13",26.7178
"2010-05-14",26.5283
"2010-05-15",26.1541
"2010-05-16",26.0725
"2010-05-17",25.8738
"2010-05-18",25.8176
"2010-05-19",25.8224
"2010-05-20",25.7873
"2010-05-21",25.6839
"2010-05-22",25.7476
"2010-05-23",25.6289
"2010-05-24",25.6724
"2010-05-25",25.6004
"2010-05-26",25.8469
"2010-05-27",25.7225
"2010-05-28",25.5915
"2010-05-29",25.5536
"2010-05-30",25.4278
"2010-05-31",25.4461
"2010-06-01",25.6533
"2010-06-02",25.8291
"2010-06-03",25.9703
"2010-06-04",25.8724
"2010-06-05",25.5395
"2010-06-06",25.383
"2010-06-07",25.1853
"2010-06-08",24.7965
"2010-06-09",24.7444
"2010-06-10",24.6733
"2010-06-11",24.7402
"2010-06-12",24.7608
"2010-06-13",24.8223
"2010-06-14",24.9428
"2010-06-15",24.8749
"2010-06-16",25.1757
"2010-06-17",24.9143
"2010-06-18",24.6314
"2010-06-19",24.5812
"2010-06-20",24.7905
"2010-06-21",25.0103
"2010-06-22",24.9034
"2010-06-23",24.7373
"2010-06-24",23.9125
"2010-06-25",24.2973
"2010-06-26",24.7201
"2010-06-27",24.8513
"2010-06-28",24.8522
"2010-06-29",24.7074
"2010-06-30",24.0826
"2010-07-01",24.0049
"2010-07-02",24.2824
"2010-07-03",24.4947
"2010-07-04",24.7063
"2010-07-05",24.7351
"2010-07-06",24.4174
"2010-07-07",24.2607
"2010-07-08",24.0053
"2010-07-09",24.1701
"2010-07-10",24.4328
"2010-07-11",24.6002
"2010-07-12",24.3341
"2010-07-13",24.0366
"2010-07-14",24.4242
"2010-07-15",24.5261
"2010-07-16",24.2518
"2010-07-17",24.3998
"2010-07-18",24.6961
"2010-07-19",24.5185
"2010-07-20",24.5234
"2010-07-21",24.4182
"2010-07-22",24.7175
"2010-07-23",24.4215
"2010-07-24",24.0548
"2010-07-25",24.2792
"2010-07-26",24.2682
"2010-07-27",24.4226
"2010-07-28",24.3332
"2010-07-29",24.1885
"2010-07-30",24.215
"2010-07-31",24.1476
"2010-08-01",24.0904
"2010-08-02",24.3521
"2010-08-03",24.3187
"2010-08-04",24.2305
"2010-08-05",24.3331
"2010-08-06",24.3847
"2010-08-07",24.4446
"2010-08-08",24.548
"2010-08-09",24.5124
"2010-08-10",24.1624
"2010-08-11",24.2179
"2010-08-12",24.2545
"2010-08-13",24.3982
"2010-08-14",24.4441
"2010-08-15",23.8877
"2010-08-16",24.1463
"2010-08-17",23.7649
"2010-08-18",23.9551
"2010-08-19",24.1768
"2010-08-20",23.9179
"2010-08-21",23.6513
"2010-08-22",24.0891
"2010-08-23",24.257
"2010-08-24",24.5307
"2010-08-25",24.0862
"2010-08-26",23.8919
"2010-08-27",23.8262
"2010-08-28",24.1615
"2010-08-29",24.1748
"2010-08-30",23.4549
"2010-08-31",23.4622
"2010-09-01",23.7208
"2010-09-02",23.9063
"2010-09-03",24.2022
"2010-09-04",24.1887
"2010-09-05",23.8633
"2010-09-06",24.0495
"2010-09-07",24.1397
"2010-09-08",24.2304
"2010-09-09",24.2405
"2010-09-10",24.2624
"2010-09-11",24.1602
"2010-09-12",24.6191
"2010-09-13",24.5221
"2010-09-14",24.1976
"2010-09-15",24.1328
"2010-09-16",24.3459
"2010-09-17",24.4603
"2010-09-18",24.3007
"2010-09-19",24.4809
"2010-09-20",23.9525
"2010-09-21",23.8718
"2010-09-22",24.2413
"2010-09-23",24.3123
"2010-09-24",24.0517
"2010-09-25",24.0743
"2010-09-26",24.1529
"2010-09-27",24.1343
"2010-09-28",23.8133
"2010-09-29",23.7877
"2010-09-30",23.8148
"2010-10-01",23.9177
"2010-10-02",24.0277
"2010-10-03",24.1242
"2010-10-04",24.5369
"2010-10-05",24.8062
"2010-10-06",24.6749
"2010-10-07",24.7082
"2010-10-08",24.6575
"2010-10-09",24.6546
"2010-10-10",24.754
"2010-10-11",24.3442
"2010-10-12",24.4761
"2010-10-13",24.2339
"2010-10-14",24.2997
"2010-10-15",24.047
"2010-10-16",24.0035
"2010-10-17",23.8379
"2010-10-18",24.1144
"2010-10-19",24.4461
"2010-10-20",24.1549
"2010-10-21",24.0883
"2010-10-22",23.641
"2010-10-23",23.2151
"2010-10-24",24.3677
"2010-10-25",23.5856
"2010-10-26",23.795
"2010-10-27",24.0008
"2010-10-28",23.5447
"2010-10-29",23.657
"2010-10-30",23.6582
"2010-10-31",24.0072
"2010-11-01",24.169
"2010-11-02",24.0403
"2010-11-03",24.2628
"2010-11-04",23.8157
"2010-11-05",23.6968
"2010-11-06",23.6564
"2010-11-07",24.4532
"2010-11-08",24.1717
"2010-11-09",24.0223
"2010-11-10",23.4583
"2010-11-11",23.2083
"2010-11-12",23.7606
"2010-11-13",23.9492
"2010-11-14",23.2714
"2010-11-15",23.7888
"2010-11-16",23.7124
"2010-11-17",23.4797
"2010-11-18",23.4723
"2010-11-19",23.7076
"2010-11-20",23.6537
"2010-11-21",23.431
"2010-11-22",23.7134
"2010-11-23",23.6023
"2010-11-24",23.8031
"2010-11-25",23.8243
"2010-11-26",23.5784
"2010-11-27",23.6774
"2010-11-28",23.6399
"2010-11-29",23.4492
"2010-11-30",23.7217
"2010-12-01",23.6479
"2010-12-02",23.5395
"2010-12-03",23.4341
"2010-12-04",23.1257
"2010-12-05",21.2785
"2010-12-06",21.2124
"2010-12-07",23.5406
"2010-12-08",23.5176
"2010-12-09",23.5812
"2010-12-10",23.7388
"2010-12-11",24.0267
"2010-12-12",23.613
"2010-12-13",22.6503
"2010-12-14",22.8003
"2010-12-15",23.3191
"2010-12-16",23.0268
"2010-12-17",23.0828
"2010-12-18",22.1697
"2010-12-19",21.5465
"2010-12-20",23.3261
"2010-12-21",22.9185
"2010-12-22",20.9285
"2010-12-23",20.7234
"2010-12-24",22.2339
"2010-12-25",22.2179
"2010-12-26",21.5088
"2010-12-27",21.7523
"2010-12-28",22.6563
"2010-12-29",23.1393
"2010-12-30",22.5057
"2010-12-31",22.7341
"2011-01-01",23.0854
"2011-01-02",23.3665
"2011-01-03",21.8308
"2011-01-04",22.108
"2011-01-05",22.0674
"2011-01-06",22.1504
"2011-01-07",23.0232
"2011-01-08",23.2495
"2011-01-09",22.8871
"2011-01-10",23.0482
"2011-01-11",22.3191
"2011-01-12",20.5116
"2011-01-13",20.4651
"2011-01-14",21.9383
"2011-01-15",23.0797
"2011-01-16",22.9755
"2011-01-17",22.5465
"2011-01-18",20.9947
"2011-01-19",20.0025
"2011-01-20",19.8867
"2011-01-21",20.4413
"2011-01-22",20.1112
"2011-01-23",20.1414
"2011-01-24",19.9737
"2011-01-25",21.1612
"2011-01-26",22.3481
"2011-01-27",22.1635
"2011-01-28",22.4202
"2011-01-29",22.7244
"2011-01-30",23.0623
"2011-01-31",23.0145
"2011-02-01",22.6792
"2011-02-02",22.2535
"2011-02-03",22.1034
"2011-02-04",21.8335
"2011-02-05",22.701
"2011-02-06",23.2299
"2011-02-07",22.8622
"2011-02-08",22.8387
"2011-02-09",21.6486
"2011-02-10",20.6157
"2011-02-11",20.4758
"2011-02-12",20.1243
"2011-02-13",20.0334
"2011-02-14",20.962
"2011-02-15",22.2802
"2011-02-16",22.862
"2011-02-17",22.936
"2011-02-18",23.4499
"2011-02-19",23.5267
"2011-02-20",23.8271
"2011-02-21",23.7754
"2011-02-22",23.3139
"2011-02-23",22.5443
"2011-02-24",22.6533
"2011-02-25",21.4704
"2011-02-26",20.9493
"2011-02-27",21.2949
"2011-02-28",23.144
"2011-03-01",22.1609
"2011-03-02",21.4957
"2011-03-03",22.8082
"2011-03-04",23.1133
"2011-03-05",22.7002
"2011-03-06",22.9337
"2011-03-07",21.9332
"2011-03-08",22.3652
"2011-03-09",22.4202
"2011-03-10",21.5887
"2011-03-11",21.4866
"2011-03-12",23.8989
"2011-03-13",23.963
"2011-03-14",23.8216
"2011-03-15",23.6414
"2011-03-16",23.7823
"2011-03-17",21.6721
"2011-03-18",21.7326
"2011-03-19",23.2785
"2011-03-20",23.6525
"2011-03-21",24.2259
"2011-03-22",24.3406
"2011-03-23",24.1944
"2011-03-24",24.3764
"2011-03-25",24.5217
"2011-03-26",24.2172
"2011-03-27",23.3612
"2011-03-28",23.9265
"2011-03-29",24.2348
"2011-03-30",23.2214
"2011-03-31",23.9227
"2011-04-01",24.5142
"2011-04-02",24.9606
"2011-04-03",24.8222
"2011-04-04",24.6478
"2011-04-05",24.3609
"2011-04-06",22.612
"2011-04-07",22.5243
"2011-04-08",24.088
"2011-04-09",24.0277
"2011-04-10",24.2568
"2011-04-11",24.2541
"2011-04-12",23.9159
"2011-04-13",23.9159
"2011-04-14",24.1649
"2011-04-15",24.0274
"2011-04-16",23.9602
"2011-04-17",24.0138
"2011-04-18",24.2454
"2011-04-19",24.4712
"2011-04-20",24.4462
"2011-04-21",24.1977
"2011-04-22",24.6228
"2011-04-23",24.5819
"2011-04-24",24.5717
"2011-04-25",24.1542
"2011-04-26",24.5198
"2011-04-27",24.6819
"2011-04-28",25.603
"2011-04-29",25.6799
"2011-04-30",25.7284
"2011-05-01",25.4941
"2011-05-02",25.589
"2011-05-03",25.6251
"2011-05-04",26.0297
"2011-05-05",26.315
"2011-05-06",26.2944
"2011-05-07",25.9428
"2011-05-08",25.271
"2011-05-09",23.896
"2011-05-10",24.3751
"2011-05-11",24.3193
"2011-05-12",24.4835
"2011-05-13",23.2574
"2011-05-14",22.9237
"2011-05-15",24.5322
"2011-05-16",24.9358
"2011-05-17",24.7478
"2011-05-18",24.4151
"2011-05-19",24.7359
"2011-05-20",24.8333
"2011-05-21",25.0098
"2011-05-22",25.0814
"2011-05-23",24.9521
"2011-05-24",25.6101
"2011-05-25",25.6549
"2011-05-26",25.6592
"2011-05-27",25.4068
"2011-05-28",25.1612
"2011-05-29",25.3223
"2011-05-30",25.1225
"2011-05-31",25.0764
"2011-06-01",24.6209
"2011-06-02",24.3144
"2011-06-03",24.9063
"2011-06-04",24.9999
"2011-06-05",25.1042
"2011-06-06",25.1532
"2011-06-07",25.2627
"2011-06-08",25.0028
"2011-06-09",24.7525
"2011-06-10",24.732
"2011-06-11",24.7066
"2011-06-12",25.0471
"2011-06-13",24.9888
"2011-06-14",24.6103
"2011-06-15",24.6685
"2011-06-16",24.6603
"2011-06-17",24.4678
"2011-06-18",24.6457
"2011-06-19",24.5334
"2011-06-20",24.2956
"2011-06-21",24.4534
"2011-06-22",24.4949
"2011-06-23",24.5762
"2011-06-24",24.7368
"2011-06-25",24.7406
"2011-06-26",24.3658
"2011-06-27",24.6062
"2011-06-28",24.3341
"2011-06-29",24.5505
"2011-06-30",24.5649
"2011-07-01",24.5508
"2011-07-02",24.4022
"2011-07-03",24.4511
"2011-07-04",24.5941
"2011-07-05",24.3531
"2011-07-06",24.3517
"2011-07-07",24.7202
"2011-07-08",24.8155
"2011-07-09",24.8751
"2011-07-10",24.8388
"2011-07-11",24.3925
"2011-07-12",24.2731
"2011-07-13",24.4674
"2011-07-14",24.2656
"2011-07-15",24.0492
"2011-07-16",23.9443
"2011-07-17",24.2616
"2011-07-18",24.177
"2011-07-19",24.1793
"2011-07-20",24.3948
"2011-07-21",24.3369
"2011-07-22",24.2098
"2011-07-23",24.2581
"2011-07-24",24.4513
"2011-07-25",24.4717
"2011-07-26",24.306
"2011-07-27",24.1891
"2011-07-28",24.1594
"2011-07-29",23.9529
"2011-07-30",23.7261
"2011-07-31",23.9509
"2011-08-01",24.1645
"2011-08-02",24.0659
"2011-08-03",24.185
"2011-08-04",24.206
"2011-08-05",24.1608
"2011-08-06",24.3057
"2011-08-07",24.1692
"2011-08-08",24.2547
"2011-08-09",24.2456
"2011-08-10",24.4068
"2011-08-11",24.3776
"2011-08-12",24.4794
"2011-08-13",24.3505
"2011-08-14",24.2635
"2011-08-15",24.432
"2011-08-16",24.3755
"2011-08-17",24.4106
"2011-08-18",23.6785
"2011-08-19",23.8576
"2011-08-20",24.1616
"2011-08-21",24.1816
"2011-08-22",24.147
"2011-08-23",23.869
"2011-08-24",23.6878
"2011-08-25",23.8951
"2011-08-26",24.1082
"2011-08-27",23.952
"2011-08-28",23.8836
"2011-08-29",23.81
"2011-08-30",24.2224
"2011-08-31",24.0682
"2011-09-01",24.0344
"2011-09-02",24.2388
"2011-09-03",23.9139
"2011-09-04",24.0332
"2011-09-05",24.3215
"2011-09-06",24.4448
"2011-09-07",24.176
"2011-09-08",24.1996
"2011-09-09",24.2608
"2011-09-10",24.2647
"2011-09-11",24.3265
"2011-09-12",24.2361
"2011-09-13",24.4224
"2011-09-14",24.1796
"2011-09-15",24.2574
"2011-09-16",24.2516
"2011-09-17",24.1822
"2011-09-18",24.0696
"2011-09-19",23.6191
"2011-09-20",23.8385
"2011-09-21",24.3268
"2011-09-22",24.3915
"2011-09-23",23.7992
"2011-09-24",23.8377
"2011-09-25",23.8613
"2011-09-26",23.9441
"2011-09-27",24.1525
"2011-09-28",24.0518
"2011-09-29",24.1145
"2011-09-30",24.485
"2011-10-01",24.4725
"2011-10-02",24.1919
"2011-10-03",24.0591
"2011-10-04",24.4724
"2011-10-05",24.3235
"2011-10-06",23.566
"2011-10-07",24.3797
"2011-10-08",23.8668
"2011-10-09",23.9571
"2011-10-10",23.8523
"2011-10-11",23.9042
"2011-10-12",23.9344
"2011-10-13",24.3025
"2011-10-14",24.2881
"2011-10-15",24.3083
"2011-10-16",24.4782
"2011-10-17",24.1762
"2011-10-18",24.0243
"2011-10-19",23.8552
"2011-10-20",24.3796
"2011-10-21",23.7342
"2011-10-22",23.6613
"2011-10-23",23.8689
"2011-10-24",23.8627
"2011-10-25",23.7396
"2011-10-26",24.0309
"2011-10-27",24.0269
"2011-10-28",24.0559
"2011-10-29",23.9507
"2011-10-30",23.8486
"2011-10-31",24.0205
"2011-11-01",23.9393
"2011-11-02",23.9467
"2011-11-03",23.9221
"2011-11-04",24.2547
"2011-11-05",24.2065
"2011-11-06",24.0194
"2011-11-07",23.7721
"2011-11-08",21.3637
"2011-11-09",20.3086
"2011-11-10",20.8284
"2011-11-11",22.6641
"2011-11-12",23.6174
"2011-11-13",23.7262
"2011-11-14",22.9829
"2011-11-15",23.4642
"2011-11-16",23.7155
"2011-11-17",23.8104
"2011-11-18",23.939
"2011-11-19",24.0937
"2011-11-20",23.7532
"2011-11-21",23.6981
"2011-11-22",23.4437
"2011-11-23",23.7301
"2011-11-24",23.8045
"2011-11-25",23.8336
"2011-11-26",23.5
"2011-11-27",23.5655
"2011-11-28",23.9184
"2011-11-29",24.066
"2011-11-30",23.9401
"2011-12-01",23.6909
"2011-12-02",22.9164
"2011-12-03",21.877
"2011-12-04",21.7523
"2011-12-05",22.0943
"2011-12-06",22.1687
"2011-12-07",20.5966
"2011-12-08",22.4226
"2011-12-09",23.604
"2011-12-10",23.8982
"2011-12-11",23.7512
"2011-12-12",23.7293
"2011-12-13",23.5922
"2011-12-14",23.6978
"2011-12-15",23.1886
"2011-12-16",21.6355
"2011-12-17",21.8986
"2011-12-18",23.3678
"2011-12-19",23.4127
"2011-12-20",23.0976
"2011-12-21",21.4436
"2011-12-22",21.4233
"2011-12-23",22.024
"2011-12-24",21.4862
"2011-12-25",20.6464
"2011-12-26",20.8272
"2011-12-27",19.4002
"2011-12-28",22.1059
"2011-12-29",22.7998
"2011-12-30",23.0203
"2011-12-31",21.9
"2012-01-01",21.9476
"2012-01-02",23.288
"2012-01-03",23.4648
"2012-01-04",24.0639
"2012-01-05",23.9113
"2012-01-06",23.051
"2012-01-07",23.1496
"2012-01-08",23.6189
"2012-01-09",23.8262
"2012-01-10",22.0089
"2012-01-11",21.5522
"2012-01-12",20.8736
"2012-01-13",21.264
"2012-01-14",19.9979
"2012-01-15",17.4251
"2012-01-16",17.5035
"2012-01-17",18.1672
"2012-01-18",19.0622
"2012-01-19",19.504
"2012-01-20",19.8065
"2012-01-21",19.4791
"2012-01-22",19.3697
"2012-01-23",18.5943
"2012-01-24",18.6826
"2012-01-25",17.7942
"2012-01-26",19.7748
"2012-01-27",21.5333
"2012-01-28",20.9413
"2012-01-29",19.5721
"2012-01-30",19.0381
"2012-01-31",20.5297
"2012-02-01",20.1078
"2012-02-02",21.1831
"2012-02-03",21.1189
"2012-02-04",21.5827
"2012-02-05",22.3112
"2012-02-06",23.0435
"2012-02-07",23.0865
"2012-02-08",23.5275
"2012-02-09",23.6838
"2012-02-10",23.6906
"2012-02-11",22.1661
"2012-02-12",21.2032
"2012-02-13",21.6885
"2012-02-14",22.0404
"2012-02-15",22.5037
"2012-02-16",22.3093
"2012-02-17",21.9288
"2012-02-18",20.2583
"2012-02-19",21.4717
"2012-02-20",21.2443
"2012-02-21",21.0144
"2012-02-22",20.0627
"2012-02-23",19.8399
"2012-02-24",19.9311
"2012-02-25",20.5499
"2012-02-26",21.0227
"2012-02-27",21.8254
"2012-02-28",23.2856
"2012-02-29",23.8467
"2012-03-01",23.9782
"2012-03-02",23.8696
"2012-03-03",24.2121
"2012-03-04",24.1878
"2012-03-05",23.1779
"2012-03-06",22.3204
"2012-03-07",21.7443
"2012-03-08",23.964
"2012-03-09",24.0299
"2012-03-10",22.7641
"2012-03-11",21.5086
"2012-03-12",23.1676
"2012-03-13",22.8044
"2012-03-14",22.9089
"2012-03-15",23.5637
"2012-03-16",23.8627
"2012-03-17",23.566
"2012-03-18",22.5586
"2012-03-19",23.2171
"2012-03-20",23.3493
"2012-03-21",23.4253
"2012-03-22",23.1246
"2012-03-23",22.0356
"2012-03-24",18.7989
"2012-03-25",19.6017
"2012-03-26",21.6684
"2012-03-27",22.328
"2012-03-28",23.3199
"2012-03-29",23.657
"2012-03-30",24.6457
"2012-03-31",23.6723
"2012-04-01",23.4152
"2012-04-02",22.6171
"2012-04-03",23.0082
"2012-04-04",23.893
"2012-04-05",24.1646
"2012-04-06",23.9419
"2012-04-07",24.3704
"2012-04-08",24.047
"2012-04-09",23.8936
"2012-04-10",24.1391
"2012-04-11",24.2407
"2012-04-12",24.2465
"2012-04-13",24.0946
"2012-04-14",23.5799
"2012-04-15",23.7831
"2012-04-16",24.2031
"2012-04-17",24.819
"2012-04-18",25.1236
"2012-04-19",25.0558
"2012-04-20",24.0664
"2012-04-21",25.1012
"2012-04-22",25.1693
"2012-04-23",25.1243
"2012-04-24",24.7081
"2012-04-25",24.3926
"2012-04-26",24.4567
"2012-04-27",24.6539
"2012-04-28",24.6925
"2012-04-29",25.3546
"2012-04-30",25.3039
"2012-05-01",24.3426
"2012-05-02",23.5524
"2012-05-03",23.3658
"2012-05-04",24.0854
"2012-05-05",24.2837
"2012-05-06",25.2573
"2012-05-07",24.7786
"2012-05-08",24.6821
"2012-05-09",24.4689
"2012-05-10",24.6614
"2012-05-11",25.0274
"2012-05-12",24.6321
"2012-05-13",24.9503
"2012-05-14",25.0964
"2012-05-15",24.8238
"2012-05-16",24.7543
"2012-05-17",25.3132
"2012-05-18",25.6646
"2012-05-19",25.0396
"2012-05-20",25.6695
"2012-05-21",25.4816
"2012-05-22",25.3399
"2012-05-23",25.4988
"2012-05-24",25.3356
"2012-05-25",25.2689
"2012-05-26",24.7928
"2012-05-27",24.8845
"2012-05-28",24.9381
"2012-05-29",25.0851
"2012-05-30",25.0737
"2012-05-31",24.8924
"2012-06-01",25.1987
"2012-06-02",25.5034
"2012-06-03",25.541
"2012-06-04",25.1148
"2012-06-05",24.9913
"2012-06-06",24.9186
"2012-06-07",24.7823
"2012-06-08",24.7935
"2012-06-09",25.0541
"2012-06-10",24.7785
"2012-06-11",24.6335
"2012-06-12",24.4556
"2012-06-13",24.2462
"2012-06-14",24.1107
"2012-06-15",24.4416
"2012-06-16",24.4366
"2012-06-17",24.0943
"2012-06-18",24.0623
"2012-06-19",23.9583
"2012-06-20",24.0918
"2012-06-21",24.3272
"2012-06-22",24.1197
"2012-06-23",24.2711
"2012-06-24",24.3177
"2012-06-25",24.2252
"2012-06-26",24.237
"2012-06-27",24.1736
"2012-06-28",24.1084
"2012-06-29",24.0415
"2012-06-30",24.1045
"2012-07-01",24.2309
"2012-07-02",24.0751
"2012-07-03",23.9537
"2012-07-04",24.001
"2012-07-05",24.3477
"2012-07-06",24.408
"2012-07-07",24.448
"2012-07-08",24.5982
"2012-07-09",24.6792
"2012-07-10",24.3626
"2012-07-11",23.5886
"2012-07-12",23.7872
"2012-07-13",24.3804
"2012-07-14",24.564
"2012-07-15",24.5229
"2012-07-16",24.5953
"2012-07-17",24.3733
"2012-07-18",24.4961
"2012-07-19",24.2854
"2012-07-20",24.3024
"2012-07-21",24.16
"2012-07-22",24.0288
"2012-07-23",24.2482
"2012-07-24",24.3954
"2012-07-25",24.4647
"2012-07-26",24.046
"2012-07-27",23.6955
"2012-07-28",23.9508
"2012-07-29",23.9824
"2012-07-30",23.9952
"2012-07-31",24.0961
"2012-08-01",23.5756
"2012-08-02",23.3888
"2012-08-03",24.0126
"2012-08-04",24.0681
"2012-08-05",24.3663
"2012-08-06",24.2014
"2012-08-07",23.9898
"2012-08-08",23.7488
"2012-08-09",23.2795
"2012-08-10",23.8899
"2012-08-11",23.9694
"2012-08-12",23.8962
"2012-08-13",23.96
"2012-08-14",24.3219
"2012-08-15",24.2057
"2012-08-16",24.2142
"2012-08-17",23.4854
"2012-08-18",23.5352
"2012-08-19",23.874
"2012-08-20",23.6381
"2012-08-21",23.5578
"2012-08-22",23.6247
"2012-08-23",23.7794
"2012-08-24",23.8308
"2012-08-25",24.1891
"2012-08-26",23.9214
"2012-08-27",23.5218
"2012-08-28",23.6114
"2012-08-29",23.9907
"2012-08-30",24.0979
"2012-08-31",24.0418
"2012-09-01",24.1289
"2012-09-02",24.5014
"2012-09-03",24.6597
"2012-09-04",24.2109
"2012-09-05",24.0684
"2012-09-06",24.3934
"2012-09-07",24.3472
"2012-09-08",24.5772
"2012-09-09",24.3023
"2012-09-10",24.1147
"2012-09-11",24.125
"2012-09-12",24.2013
"2012-09-13",24.1886
"2012-09-14",23.8889
"2012-09-15",24.207
"2012-09-16",24.582
"2012-09-17",24.4609
"2012-09-18",24.0741
"2012-09-19",24.0056
"2012-09-20",23.8923
"2012-09-21",23.967
"2012-09-22",24.0019
"2012-09-23",23.8664
"2012-09-24",23.9641
"2012-09-25",22.821
"2012-09-26",23.3442
"2012-09-27",23.9225
"2012-09-28",24.0363
"2012-09-29",24.558
"2012-09-30",23.3177
"2012-10-01",23.3133
"2012-10-02",23.5133
"2012-10-03",23.7655
"2012-10-04",23.3082
"2012-10-05",23.5543
"2012-10-06",24.6761
"2012-10-07",23.7192
"2012-10-08",23.9189
"2012-10-09",24.3777
"2012-10-10",24.1114
"2012-10-11",24.3772
"2012-10-12",24.0386
"2012-10-13",23.9858
"2012-10-14",23.8445
"2012-10-15",23.816
"2012-10-16",23.7644
"2012-10-17",23.7136
"2012-10-18",23.7622
"2012-10-19",23.7235
"2012-10-20",23.6179
"2012-10-21",23.7562
"2012-10-22",23.7674
"2012-10-23",23.9635
"2012-10-24",24.2447
"2012-10-25",24.23
"2012-10-26",24.2375
"2012-10-27",24.107
"2012-10-28",24.0257
"2012-10-29",23.7477
"2012-10-30",23.0066
"2012-10-31",23.437
"2012-11-01",23.8752
"2012-11-02",24.2231
"2012-11-03",24.2455
"2012-11-04",24.2475
"2012-11-05",23.5931
"2012-11-06",23.3855
"2012-11-07",23.7211
"2012-11-08",23.6558
"2012-11-09",24.0525
"2012-11-10",23.649
"2012-11-11",22.702
"2012-11-12",23.482
"2012-11-13",23.7829
"2012-11-14",23.4771
"2012-11-15",22.4253
"2012-11-16",21.3869
"2012-11-17",21.3319
"2012-11-18",21.8189
"2012-11-19",21.4678
"2012-11-20",22.1656
"2012-11-21",23.2535
"2012-11-22",24.1497
"2012-11-23",24.1249
"2012-11-24",23.6095
"2012-11-25",23.9524
"2012-11-26",23.639
