,"(deg C) Mean Dew Point Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2009-12-13",23.044
"2009-12-14",23.6858
"2009-12-15",23.7447
"2009-12-16",23.1763
"2009-12-17",22.896
"2009-12-18",23.2715
"2009-12-19",23.2649
"2009-12-20",22.8594
"2009-12-21",23.0031
"2009-12-22",22.8478
"2009-12-23",22.6645
"2009-12-24",22.9238
"2009-12-25",23.1037
"2009-12-26",22.9777
"2009-12-27",22.8038
"2009-12-28",22.8035
"2009-12-29",22.6272
"2009-12-30",22.7683
"2009-12-31",22.5777
"2010-01-01",22.7039
"2010-01-02",22.8863
"2010-01-03",22.94
"2010-01-04",22.4271
"2010-01-05",20.7984
"2010-01-06",20.9055
"2010-01-07",22.1518
"2010-01-08",23.0649
"2010-01-09",22.8703
"2010-01-10",22.718
"2010-01-11",23.0308
"2010-01-12",22.7597
"2010-01-13",22.9997
"2010-01-14",22.4384
"2010-01-15",22.0507
"2010-01-16",22.7078
"2010-01-17",22.8224
"2010-01-18",22.795
"2010-01-19",22.3184
"2010-01-20",22.134
"2010-01-21",21.8584
"2010-01-22",21.7576
"2010-01-23",21.2215
"2010-01-24",21.1744
"2010-01-25",21.1106
"2010-01-26",21.3422
"2010-01-27",22.5065
"2010-01-28",22.4977
"2010-01-29",22.7986
"2010-01-30",22.7273
"2010-01-31",23.1497
"2010-02-01",23.3871
"2010-02-02",23.4095
"2010-02-03",23.2214
"2010-02-04",22.7665
"2010-02-05",22.8256
"2010-02-06",22.103
"2010-02-07",21.6813
"2010-02-08",21.9744
"2010-02-09",22.7634
"2010-02-10",23.4195
"2010-02-11",23.6711
"2010-02-12",23.8215
"2010-02-13",23.7043
"2010-02-14",22.4163
"2010-02-15",20.9627
"2010-02-16",23.1195
"2010-02-17",23.6811
"2010-02-18",22.87
"2010-02-19",22.6873
"2010-02-20",22.5288
"2010-02-21",21.5421
"2010-02-22",21.8938
"2010-02-23",21.6699
"2010-02-24",21.2179
"2010-02-25",21.9803
"2010-02-26",22.6791
"2010-02-27",21.8712
"2010-02-28",20.7445
"2010-03-01",21.2969
"2010-03-02",22.2663
"2010-03-03",22.001
"2010-03-04",22.2758
"2010-03-05",21.5362
"2010-03-06",21.7357
"2010-03-07",23.4867
"2010-03-08",23.7633
"2010-03-09",22.0958
"2010-03-10",20.3817
"2010-03-11",20.284
"2010-03-12",22.913
"2010-03-13",22.4494
"2010-03-14",22.2022
"2010-03-15",22.8037
"2010-03-16",22.4508
"2010-03-17",21.8717
"2010-03-18",21.5695
"2010-03-19",22.3361
"2010-03-20",22.5792
"2010-03-21",23.2953
"2010-03-22",23.4189
"2010-03-23",24.1587
"2010-03-24",24.028
"2010-03-25",23.6241
"2010-03-26",23.6019
"2010-03-27",23.4375
"2010-03-28",24.126
"2010-03-29",24.1037
"2010-03-30",23.3015
"2010-03-31",24.0319
"2010-04-01",24.5433
"2010-04-02",24.9679
"2010-04-03",24.7831
"2010-04-04",24.0836
"2010-04-05",23.4591
"2010-04-06",23.7817
"2010-04-07",24.0749
"2010-04-08",24.5932
"2010-04-09",24.2656
"2010-04-10",24.0547
"2010-04-11",25.1118
"2010-04-12",25.1161
"2010-04-13",25.6924
"2010-04-14",23.9947
"2010-04-15",24.81
"2010-04-16",24.1981
"2010-04-17",24.1255
"2010-04-18",24.2642
"2010-04-19",24.7415
"2010-04-20",25.1445
"2010-04-21",25.0785
"2010-04-22",25.232
"2010-04-23",24.4697
"2010-04-24",23.932
"2010-04-25",24.6502
"2010-04-26",24.0361
"2010-04-27",24.3161
"2010-04-28",24.2896
"2010-04-29",24.0792
"2010-04-30",24.1343
"2010-05-01",24.461
"2010-05-02",24.7563
"2010-05-03",24.8876
"2010-05-04",25.2749
"2010-05-05",25.0967
"2010-05-06",25.4694
"2010-05-07",25.172
"2010-05-08",24.6517
"2010-05-09",24.5808
"2010-05-10",24.7278
"2010-05-11",24.9972
"2010-05-12",25.5474
"2010-05-13",25.7615
"2010-05-14",24.491
"2010-05-15",24.7988
"2010-05-16",24.8825
"2010-05-17",23.7263
"2010-05-18",24.2319
"2010-05-19",24.7134
"2010-05-20",23.857
"2010-05-21",23.8711
"2010-05-22",24.565
"2010-05-23",24.4901
"2010-05-24",24.3556
"2010-05-25",24.5692
"2010-05-26",25.1686
"2010-05-27",24.6581
"2010-05-28",24.9177
"2010-05-29",24.6537
"2010-05-30",24.6039
"2010-05-31",24.5271
"2010-06-01",24.5399
"2010-06-02",25.2798
"2010-06-03",25.3407
"2010-06-04",25.2558
"2010-06-05",24.3063
"2010-06-06",23.7991
"2010-06-07",23.7208
"2010-06-08",24.0482
"2010-06-09",24.1163
"2010-06-10",23.5265
"2010-06-11",23.2234
"2010-06-12",23.784
"2010-06-13",24.0157
"2010-06-14",23.5716
"2010-06-15",23.8714
"2010-06-16",24.2407
"2010-06-17",24.0953
"2010-06-18",23.6919
"2010-06-19",23.9833
"2010-06-20",23.6706
"2010-06-21",24.3559
"2010-06-22",24.1047
"2010-06-23",23.6331
"2010-06-24",23.2291
"2010-06-25",23.5712
"2010-06-26",23.959
"2010-06-27",24.1069
"2010-06-28",23.7238
"2010-06-29",23.8208
"2010-06-30",23.2311
"2010-07-01",23.0044
"2010-07-02",23.9396
"2010-07-03",24.0316
"2010-07-04",23.8798
"2010-07-05",23.4027
"2010-07-06",23.2982
"2010-07-07",23.5925
"2010-07-08",23.5871
"2010-07-09",23.4603
"2010-07-10",22.9897
"2010-07-11",23.4681
"2010-07-12",23.4524
"2010-07-13",23.0962
"2010-07-14",23.4628
"2010-07-15",23.5975
"2010-07-16",22.876
"2010-07-17",23.3379
"2010-07-18",23.6067
"2010-07-19",23.5676
"2010-07-20",23.2599
"2010-07-21",23.0546
"2010-07-22",23.7589
"2010-07-23",23.3364
"2010-07-24",23.1
"2010-07-25",23.3603
"2010-07-26",23.0155
"2010-07-27",23.1306
"2010-07-28",23.558
"2010-07-29",23.3213
"2010-07-30",23.2507
"2010-07-31",23.1841
"2010-08-01",23.4665
"2010-08-02",23.3976
"2010-08-03",23.4163
"2010-08-04",23.8627
"2010-08-05",23.5073
"2010-08-06",23.811
"2010-08-07",24.0496
"2010-08-08",23.9062
"2010-08-09",23.6168
"2010-08-10",24.1286
"2010-08-11",23.894
"2010-08-12",23.3208
"2010-08-13",23.586
"2010-08-14",23.2767
"2010-08-15",23.3605
"2010-08-16",23.1539
"2010-08-17",22.7611
"2010-08-18",23.1001
"2010-08-19",22.9144
"2010-08-20",23.2843
"2010-08-21",22.6824
"2010-08-22",23.1632
"2010-08-23",22.9568
"2010-08-24",22.8339
"2010-08-25",23.0817
"2010-08-26",22.9142
"2010-08-27",22.5325
"2010-08-28",22.9949
"2010-08-29",22.9508
"2010-08-30",22.0671
"2010-08-31",22.2804
"2010-09-01",22.5882
"2010-09-02",22.971
"2010-09-03",23.3908
"2010-09-04",23.0002
"2010-09-05",22.8963
"2010-09-06",23.658
"2010-09-07",23.8188
"2010-09-08",23.7338
"2010-09-09",23.7922
"2010-09-10",23.4419
"2010-09-11",23.2694
"2010-09-12",23.6791
"2010-09-13",23.6471
"2010-09-14",23.5612
"2010-09-15",23.4486
"2010-09-16",23.6538
"2010-09-17",23.79
"2010-09-18",23.1324
"2010-09-19",23.4296
"2010-09-20",23.2947
"2010-09-21",23.3761
"2010-09-22",23.1917
"2010-09-23",23.4873
"2010-09-24",22.8064
"2010-09-25",23.0214
"2010-09-26",23.7914
"2010-09-27",23.6524
"2010-09-28",22.9189
"2010-09-29",21.4716
"2010-09-30",22.3828
"2010-10-01",23.1562
"2010-10-02",23.0705
"2010-10-03",22.5666
"2010-10-04",23.1249
"2010-10-05",23.626
"2010-10-06",23.2972
"2010-10-07",23.6158
"2010-10-08",23.8422
"2010-10-09",23.5732
"2010-10-10",23.6042
"2010-10-11",23.8189
"2010-10-12",23.4046
"2010-10-13",22.3999
"2010-10-14",21.8612
"2010-10-15",21.5972
"2010-10-16",22.7658
"2010-10-17",23.1533
"2010-10-18",22.995
"2010-10-19",23.3704
"2010-10-20",22.1842
"2010-10-21",22.2913
"2010-10-22",22.2853
"2010-10-23",22.0021
"2010-10-24",23.3744
"2010-10-25",23.7122
"2010-10-26",23.6537
"2010-10-27",22.7739
"2010-10-28",22.6179
"2010-10-29",22.8676
"2010-10-30",23.4456
"2010-10-31",23.4268
"2010-11-01",23.6078
"2010-11-02",22.5282
"2010-11-03",23.0479
"2010-11-04",22.6822
"2010-11-05",22.5542
"2010-11-06",22.1548
"2010-11-07",23.6501
"2010-11-08",22.8074
"2010-11-09",23.093
"2010-11-10",22.6707
"2010-11-11",22.6633
"2010-11-12",23.0402
"2010-11-13",23.2237
"2010-11-14",23.188
"2010-11-15",22.7094
"2010-11-16",22.9291
"2010-11-17",22.9319
"2010-11-18",22.5708
"2010-11-19",22.9734
"2010-11-20",22.6726
"2010-11-21",22.4073
"2010-11-22",22.4728
"2010-11-23",22.7678
"2010-11-24",22.8427
"2010-11-25",23.1734
"2010-11-26",23.1662
"2010-11-27",22.7929
"2010-11-28",23.035
"2010-11-29",22.9573
"2010-11-30",22.8017
"2010-12-01",22.8354
"2010-12-02",22.5583
"2010-12-03",22.8738
"2010-12-04",22.5201
"2010-12-05",21.6868
"2010-12-06",22.5268
"2010-12-07",22.4607
"2010-12-08",22.6947
"2010-12-09",21.3536
"2010-12-10",22.5138
"2010-12-11",22.5986
"2010-12-12",21.9852
"2010-12-13",20.7876
"2010-12-14",21.5185
"2010-12-15",22.1312
"2010-12-16",22.3237
"2010-12-17",22.191
"2010-12-18",22.4121
"2010-12-19",22.6611
"2010-12-20",22.2695
"2010-12-21",22.5445
"2010-12-22",22.6139
"2010-12-23",22.3542
"2010-12-24",21.0516
"2010-12-25",22.3276
"2010-12-26",22.572
"2010-12-27",22.502
"2010-12-28",22.4926
"2010-12-29",22.6762
"2010-12-30",22.3548
"2010-12-31",22.3752
"2011-01-01",22.7318
"2011-01-02",22.5839
"2011-01-03",23.3604
"2011-01-04",22.7465
"2011-01-05",22.5538
"2011-01-06",22.6513
"2011-01-07",22.6216
"2011-01-08",22.6679
"2011-01-09",21.1483
"2011-01-10",22.0413
"2011-01-11",21.2819
"2011-01-12",18.0221
"2011-01-13",17.5659
"2011-01-14",21.8111
"2011-01-15",22.6738
"2011-01-16",22.1071
"2011-01-17",22.477
"2011-01-18",22.1256
"2011-01-19",20.9464
"2011-01-20",20.2692
"2011-01-21",20.3259
"2011-01-22",20.6832
"2011-01-23",20.1274
"2011-01-24",21.2956
"2011-01-25",22.1402
"2011-01-26",22.1881
"2011-01-27",22.4889
"2011-01-28",22.8389
"2011-01-29",22.7784
"2011-01-30",22.8873
"2011-01-31",22.7746
"2011-02-01",22.288
"2011-02-02",22.2365
"2011-02-03",21.8596
"2011-02-04",21.6746
"2011-02-05",22.7358
"2011-02-06",23.333
"2011-02-07",23.0052
"2011-02-08",22.9546
"2011-02-09",22.695
"2011-02-10",22.4471
"2011-02-11",23.0999
"2011-02-12",22.454
"2011-02-13",22.4277
"2011-02-14",22.9741
"2011-02-15",22.5971
"2011-02-16",22.7927
"2011-02-17",22.9698
"2011-02-18",23.3834
"2011-02-19",23.0559
"2011-02-20",22.819
"2011-02-21",23.0379
"2011-02-22",22.4407
"2011-02-23",21.9187
"2011-02-24",21.9536
"2011-02-25",22.528
"2011-02-26",22.443
"2011-02-27",22.3917
"2011-02-28",22.6535
"2011-03-01",22.7744
"2011-03-02",22.7907
"2011-03-03",22.2252
"2011-03-04",22.7923
"2011-03-05",22.5156
"2011-03-06",22.5115
"2011-03-07",22.7307
"2011-03-08",22.19
"2011-03-09",22.3109
"2011-03-10",22.1421
"2011-03-11",22.3408
"2011-03-12",22.6219
"2011-03-13",23.4549
"2011-03-14",23.0753
"2011-03-15",23.4281
"2011-03-16",23.2414
"2011-03-17",23.2459
"2011-03-18",22.7805
"2011-03-19",23.0089
"2011-03-20",23.3171
"2011-03-21",23.3672
"2011-03-22",23.7989
"2011-03-23",23.7802
"2011-03-24",24.0489
"2011-03-25",23.4558
"2011-03-26",24.0482
"2011-03-27",23.9133
"2011-03-28",23.9659
"2011-03-29",23.605
"2011-03-30",23.4882
"2011-03-31",22.8314
"2011-04-01",23.5727
"2011-04-02",23.8139
"2011-04-03",23.3437
"2011-04-04",23.413
"2011-04-05",23.3372
"2011-04-06",22.5146
"2011-04-07",22.7701
"2011-04-08",23.3712
"2011-04-09",23.1096
"2011-04-10",23.0985
"2011-04-11",23.0782
"2011-04-12",22.7826
"2011-04-13",23.0246
"2011-04-14",22.9121
"2011-04-15",23.317
"2011-04-16",23.5414
"2011-04-17",23.3759
"2011-04-18",23.6689
"2011-04-19",23.2837
"2011-04-20",23.3691
"2011-04-21",23.5231
"2011-04-22",23.792
"2011-04-23",23.1628
"2011-04-24",23.7246
"2011-04-25",23.7495
"2011-04-26",24.0737
"2011-04-27",24.1112
"2011-04-28",23.3563
"2011-04-29",24.5811
"2011-04-30",24.5161
"2011-05-01",24.3231
"2011-05-02",23.9532
"2011-05-03",24.2609
"2011-05-04",24.9835
"2011-05-05",25.0298
"2011-05-06",25.0808
"2011-05-07",24.682
"2011-05-08",24.5359
"2011-05-09",24.3133
"2011-05-10",24.3709
"2011-05-11",24.2189
"2011-05-12",24.4651
"2011-05-13",24.169
"2011-05-14",24.5275
"2011-05-15",24.3134
"2011-05-16",24.8537
"2011-05-17",23.6638
"2011-05-18",23.926
"2011-05-19",24.3495
"2011-05-20",24.3719
"2011-05-21",23.8946
"2011-05-22",24.2039
"2011-05-23",24.2809
"2011-05-24",24.7371
"2011-05-25",24.4397
"2011-05-26",24.3826
"2011-05-27",24.1097
"2011-05-28",23.9185
"2011-05-29",23.7365
"2011-05-30",24.1714
"2011-05-31",24.0321
"2011-06-01",23.4033
"2011-06-02",23.797
"2011-06-03",23.7842
"2011-06-04",24.1652
"2011-06-05",24.312
"2011-06-06",24.0875
"2011-06-07",24.3723
"2011-06-08",24.3643
"2011-06-09",24.1662
"2011-06-10",24.5274
"2011-06-11",24.0818
"2011-06-12",24.327
"2011-06-13",24.0298
"2011-06-14",23.5897
"2011-06-15",24.1307
"2011-06-16",23.9923
"2011-06-17",24.3357
"2011-06-18",23.8932
"2011-06-19",23.4099
"2011-06-20",23.9126
"2011-06-21",23.6284
"2011-06-22",23.1222
"2011-06-23",23.6362
"2011-06-24",23.4157
"2011-06-25",23.9669
"2011-06-26",23.7647
"2011-06-27",23.8856
"2011-06-28",23.291
"2011-06-29",23.5121
"2011-06-30",23.2521
"2011-07-01",23.3601
"2011-07-02",23.4943
"2011-07-03",23.4101
"2011-07-04",23.4051
"2011-07-05",23.5487
"2011-07-06",23.2238
"2011-07-07",23.4065
"2011-07-08",23.437
"2011-07-09",23.5506
"2011-07-10",23.6817
"2011-07-11",23.2517
"2011-07-12",23.0632
"2011-07-13",23.4397
"2011-07-14",23.2992
"2011-07-15",23.4783
"2011-07-16",22.5706
"2011-07-17",22.9234
"2011-07-18",22.835
"2011-07-19",23.0334
"2011-07-20",23.2917
"2011-07-21",23.4179
"2011-07-22",23.3543
"2011-07-23",23.4769
"2011-07-24",23.5587
"2011-07-25",23.2996
"2011-07-26",23.25
"2011-07-27",23.1478
"2011-07-28",23.3929
"2011-07-29",23.5822
"2011-07-30",23.6225
"2011-07-31",23.7198
"2011-08-01",23.1422
"2011-08-02",23.9264
"2011-08-03",23.4688
"2011-08-04",23.8624
"2011-08-05",23.606
"2011-08-06",23.2429
"2011-08-07",22.8519
"2011-08-08",23.7883
"2011-08-09",23.7242
"2011-08-10",23.4342
"2011-08-11",23.2496
"2011-08-12",23.0958
"2011-08-13",23.2114
"2011-08-14",23.4013
"2011-08-15",23.6397
"2011-08-16",23.3729
"2011-08-17",23.3699
"2011-08-18",23.1135
"2011-08-19",22.8811
"2011-08-20",23.2909
"2011-08-21",23.44
"2011-08-22",23.2719
"2011-08-23",23.3046
"2011-08-24",22.9667
"2011-08-25",23.2579
"2011-08-26",23.1047
"2011-08-27",22.4032
"2011-08-28",23.1406
"2011-08-29",23.0522
"2011-08-30",23.2306
"2011-08-31",23.4917
"2011-09-01",23.4994
"2011-09-02",23.36
"2011-09-03",23.1852
"2011-09-04",23.6245
"2011-09-05",23.8419
"2011-09-06",23.9196
"2011-09-07",23.3844
"2011-09-08",23.6604
"2011-09-09",23.4171
"2011-09-10",23.1649
"2011-09-11",23.255
"2011-09-12",23.1353
"2011-09-13",23.029
"2011-09-14",23.2418
"2011-09-15",23.5183
"2011-09-16",23.9185
"2011-09-17",23.0508
"2011-09-18",23.1806
"2011-09-19",22.9161
"2011-09-20",22.6152
"2011-09-21",23.5826
"2011-09-22",23.3313
"2011-09-23",22.8192
"2011-09-24",22.5204
"2011-09-25",22.8985
"2011-09-26",23.1063
"2011-09-27",22.949
"2011-09-28",22.5338
"2011-09-29",22.8091
"2011-09-30",23.8574
"2011-10-01",23.2906
"2011-10-02",23.2004
"2011-10-03",23.2657
"2011-10-04",23.7901
"2011-10-05",23.5243
"2011-10-06",22.2234
"2011-10-07",22.4008
"2011-10-08",22.2391
"2011-10-09",23.0528
"2011-10-10",23.1015
"2011-10-11",22.4908
"2011-10-12",23.2719
"2011-10-13",23.6764
"2011-10-14",23.9997
"2011-10-15",23.7003
"2011-10-16",23.3878
"2011-10-17",23.4206
"2011-10-18",23.5964
"2011-10-19",23.5772
"2011-10-20",23.3286
"2011-10-21",23.3248
"2011-10-22",23.2787
"2011-10-23",23.0268
"2011-10-24",22.9857
"2011-10-25",23.0926
"2011-10-26",23.1376
"2011-10-27",22.8311
"2011-10-28",23.2793
"2011-10-29",22.948
"2011-10-30",22.9046
"2011-10-31",23.4834
"2011-11-01",23.1422
"2011-11-02",23.3155
"2011-11-03",22.9817
"2011-11-04",23.3632
"2011-11-05",23.823
"2011-11-06",23.1053
"2011-11-07",23.0261
"2011-11-08",22.4391
"2011-11-09",22.4656
"2011-11-10",22.05
"2011-11-11",21.7174
"2011-11-12",22.2449
"2011-11-13",22.984
"2011-11-14",22.4702
"2011-11-15",22.3678
"2011-11-16",23.1353
"2011-11-17",23.0165
"2011-11-18",23.232
"2011-11-19",23.4861
"2011-11-20",23.482
"2011-11-21",23.0088
"2011-11-22",23.0946
"2011-11-23",23.4947
"2011-11-24",23.2537
"2011-11-25",22.6219
"2011-11-26",23.1807
"2011-11-27",22.7432
"2011-11-28",22.4008
"2011-11-29",22.9979
"2011-11-30",23.1005
"2011-12-01",22.4492
"2011-12-02",22.8471
"2011-12-03",22.6732
"2011-12-04",23.1693
"2011-12-05",22.9234
"2011-12-06",22.8768
"2011-12-07",23.0216
"2011-12-08",22.5265
"2011-12-09",22.8396
"2011-12-10",22.7445
"2011-12-11",23.0005
"2011-12-12",23.1762
"2011-12-13",23.5254
"2011-12-14",22.8201
"2011-12-15",21.9494
"2011-12-16",22.2056
"2011-12-17",22.8078
"2011-12-18",23.2068
"2011-12-19",23.2948
"2011-12-20",22.7477
"2011-12-21",22.7339
"2011-12-22",22.751
"2011-12-23",22.7355
"2011-12-24",23.1497
"2011-12-25",22.4441
"2011-12-26",21.7898
"2011-12-27",19.1363
"2011-12-28",19.3132
"2011-12-29",20.8881
"2011-12-30",20.947
"2011-12-31",20.1578
"2012-01-01",18.3576
"2012-01-02",20.2194
"2012-01-03",21.7788
"2012-01-04",22.859
"2012-01-05",22.9728
"2012-01-06",22.3722
"2012-01-07",22.5102
"2012-01-08",22.6566
"2012-01-09",22.6255
"2012-01-10",22.2799
"2012-01-11",22.3309
"2012-01-12",21.7485
"2012-01-13",21.5639
"2012-01-14",21.4233
"2012-01-15",20.6135
"2012-01-16",20.707
"2012-01-17",20.6205
"2012-01-18",20.4648
"2012-01-19",21.0353
"2012-01-20",21.7194
"2012-01-21",22.1324
"2012-01-22",21.8237
"2012-01-23",21.8091
"2012-01-24",21.5091
"2012-01-25",21.5446
"2012-01-26",22.2097
"2012-01-27",22.2935
"2012-01-28",22.5381
"2012-01-29",21.7954
"2012-01-30",21.0319
"2012-01-31",20.803
"2012-02-01",21.4111
"2012-02-02",21.3256
"2012-02-03",22.1167
"2012-02-04",22.6061
"2012-02-05",22.8483
"2012-02-06",22.889
"2012-02-07",22.9362
"2012-02-08",22.8688
"2012-02-09",23.1683
"2012-02-10",23.0681
"2012-02-11",21.8895
"2012-02-12",21.5341
"2012-02-13",22.302
"2012-02-14",22.5688
"2012-02-15",22.7975
"2012-02-16",22.6808
"2012-02-17",22.6975
"2012-02-18",22.2483
"2012-02-19",21.2667
"2012-02-20",22.0235
"2012-02-21",21.3506
"2012-02-22",21.0037
"2012-02-23",21.5309
"2012-02-24",21.364
"2012-02-25",21.2359
"2012-02-26",22.8287
"2012-02-27",23.2269
"2012-02-28",22.9781
"2012-02-29",23.7942
"2012-03-01",23.4762
"2012-03-02",23.3654
"2012-03-03",23.6011
"2012-03-04",23.6264
"2012-03-05",23.0056
"2012-03-06",22.9731
"2012-03-07",23.5807
"2012-03-08",22.7171
"2012-03-09",23.017
"2012-03-10",23.2475
"2012-03-11",23.1036
"2012-03-12",23.1652
"2012-03-13",22.9983
"2012-03-14",22.9402
"2012-03-15",23.6583
"2012-03-16",23.2692
"2012-03-17",22.8271
"2012-03-18",22.7816
"2012-03-19",22.7344
"2012-03-20",22.7331
"2012-03-21",22.9181
"2012-03-22",22.5545
"2012-03-23",22.9065
"2012-03-24",22.7577
"2012-03-25",20.9309
"2012-03-26",21.7711
"2012-03-27",22.5948
"2012-03-28",22.7681
"2012-03-29",22.6735
"2012-03-30",23.7402
"2012-03-31",23.6236
"2012-04-01",23.3742
"2012-04-02",22.8336
"2012-04-03",23.0727
"2012-04-04",22.9382
"2012-04-05",23.7395
"2012-04-06",23.7414
"2012-04-07",23.3067
"2012-04-08",23.0836
"2012-04-09",22.6261
"2012-04-10",23.2584
"2012-04-11",23.7739
"2012-04-12",23.5013
"2012-04-13",23.3781
"2012-04-14",23.2426
"2012-04-15",23.1568
"2012-04-16",23.4986
"2012-04-17",23.8011
"2012-04-18",23.8043
"2012-04-19",24.0455
"2012-04-20",22.9495
"2012-04-21",23.4654
"2012-04-22",24.0053
"2012-04-23",23.6176
"2012-04-24",23.5984
"2012-04-25",23.6071
"2012-04-26",23.9118
"2012-04-27",23.8367
"2012-04-28",24.1609
"2012-04-29",24.3519
"2012-04-30",24.239
"2012-05-01",23.3343
"2012-05-02",22.6374
"2012-05-03",22.0306
"2012-05-04",21.9151
"2012-05-05",22.5759
"2012-05-06",23.7179
"2012-05-07",24.3829
"2012-05-08",24.1837
"2012-05-09",23.8191
"2012-05-10",23.1833
"2012-05-11",23.721
"2012-05-12",23.9197
"2012-05-13",23.2141
"2012-05-14",23.9582
"2012-05-15",23.5724
"2012-05-16",23.0304
"2012-05-17",22.5415
"2012-05-18",23.7029
"2012-05-19",24.1381
"2012-05-20",24.9678
"2012-05-21",24.4772
"2012-05-22",24.5111
"2012-05-23",24.6146
"2012-05-24",24.4632
"2012-05-25",24.1021
"2012-05-26",23.5767
"2012-05-27",24.3233
"2012-05-28",24.1801
"2012-05-29",24.4879
"2012-05-30",23.858
"2012-05-31",24.2143
"2012-06-01",24.5705
"2012-06-02",25.1742
"2012-06-03",24.2174
"2012-06-04",24.1668
"2012-06-05",24.1287
"2012-06-06",23.6851
"2012-06-07",24.407
"2012-06-08",24.5948
"2012-06-09",24.775
"2012-06-10",24.2371
"2012-06-11",24.2203
"2012-06-12",23.9096
"2012-06-13",22.9627
"2012-06-14",23.3797
"2012-06-15",23.8073
"2012-06-16",23.8849
"2012-06-17",23.8752
"2012-06-18",23.0949
"2012-06-19",22.6721
"2012-06-20",23.5665
"2012-06-21",23.5032
"2012-06-22",23.5058
"2012-06-23",23.7464
"2012-06-24",24.2536
"2012-06-25",23.6518
"2012-06-26",23.2343
"2012-06-27",23.4898
"2012-06-28",23.2549
"2012-06-29",23.7834
"2012-06-30",23.1584
"2012-07-01",23.5442
"2012-07-02",22.887
"2012-07-03",23.6202
"2012-07-04",23.1175
"2012-07-05",23.1714
"2012-07-06",23.5755
"2012-07-07",23.4199
"2012-07-08",23.4511
"2012-07-09",22.9767
"2012-07-10",22.6021
"2012-07-11",22.3658
"2012-07-12",23.0538
"2012-07-13",23.3161
"2012-07-14",23.5608
"2012-07-15",23.5415
"2012-07-16",23.82
"2012-07-17",23.8763
"2012-07-18",23.6753
"2012-07-19",22.7701
"2012-07-20",23.1802
"2012-07-21",23.8802
"2012-07-22",23.7089
"2012-07-23",23.578
"2012-07-24",23.6264
"2012-07-25",23.5994
"2012-07-26",23.6027
"2012-07-27",23.7943
"2012-07-28",23.2794
"2012-07-29",23.9762
"2012-07-30",23.88
"2012-07-31",22.9675
"2012-08-01",23.2224
"2012-08-02",23.155
"2012-08-03",23.0559
"2012-08-04",23.4357
"2012-08-05",23.9657
"2012-08-06",23.7281
"2012-08-07",23.2082
"2012-08-08",23.1569
"2012-08-09",23.1942
"2012-08-10",23.4382
"2012-08-11",23.1953
"2012-08-12",23.5562
"2012-08-13",23.8802
"2012-08-14",23.9146
"2012-08-15",23.7858
"2012-08-16",23.3391
"2012-08-17",22.7355
"2012-08-18",22.7405
"2012-08-19",23.0173
"2012-08-20",23.4949
"2012-08-21",23.253
"2012-08-22",23.3431
"2012-08-23",23.1521
"2012-08-24",23.0797
"2012-08-25",23.2728
"2012-08-26",23.5196
"2012-08-27",23.2232
"2012-08-28",23.5691
"2012-08-29",22.7842
"2012-08-30",22.8115
"2012-08-31",23.6547
"2012-09-01",23.7732
"2012-09-02",23.5417
"2012-09-03",23.4387
"2012-09-04",22.9333
"2012-09-05",23.4057
"2012-09-06",23.8004
"2012-09-07",23.535
"2012-09-08",23.8392
"2012-09-09",23.4668
"2012-09-10",23.0949
"2012-09-11",24.0481
"2012-09-12",23.8885
"2012-09-13",24.1887
"2012-09-14",23.7673
"2012-09-15",23.9372
"2012-09-16",23.8277
"2012-09-17",23.6062
"2012-09-18",23.1381
"2012-09-19",23.824
"2012-09-20",23.6477
"2012-09-21",23.59
"2012-09-22",23.0544
"2012-09-23",23.2739
"2012-09-24",23.0108
"2012-09-25",22.9619
"2012-09-26",22.5908
"2012-09-27",22.5034
"2012-09-28",23.1231
"2012-09-29",23.05
"2012-09-30",23.5363
"2012-10-01",23.8342
"2012-10-02",22.8837
"2012-10-03",22.8625
"2012-10-04",22.9658
"2012-10-05",22.6519
"2012-10-06",23.449
"2012-10-07",23.8888
"2012-10-08",24.2645
"2012-10-09",23.7379
"2012-10-10",23.5338
"2012-10-11",23.2242
"2012-10-12",23.5062
"2012-10-13",23.2805
"2012-10-14",22.8001
"2012-10-15",22.6077
"2012-10-16",22.5857
"2012-10-17",22.6633
"2012-10-18",22.7515
"2012-10-19",22.6737
"2012-10-20",23.221
"2012-10-21",23.2014
"2012-10-22",22.7887
"2012-10-23",22.9834
"2012-10-24",23.6144
"2012-10-25",23.3512
"2012-10-26",23.5187
"2012-10-27",23.7725
"2012-10-28",23.5478
"2012-10-29",22.5285
"2012-10-30",22.6339
"2012-10-31",23.4031
"2012-11-01",22.588
"2012-11-02",23.3093
"2012-11-03",23.2191
"2012-11-04",23.5641
"2012-11-05",22.676
"2012-11-06",22.8837
"2012-11-07",22.9886
"2012-11-08",23.1278
"2012-11-09",23.2288
"2012-11-10",23.0224
"2012-11-11",22.6652
"2012-11-12",23.0363
"2012-11-13",23.3954
"2012-11-14",23.446
"2012-11-15",22.7448
"2012-11-16",21.8627
"2012-11-17",23.4055
"2012-11-18",23.3948
"2012-11-19",22.9279
"2012-11-20",22.8685
"2012-11-21",22.8026
"2012-11-22",23.7005
"2012-11-23",23.4107
"2012-11-24",23.0161
"2012-11-25",22.9031
"2012-11-26",23.5134
"2012-11-27",23.1566
