,"(deg C) Mean Dew Point Temperature (ERA5) at Ratnapura, 2007-01-01 to 2025-12-31"
"2009-12-14",22.5041
"2009-12-15",22.3932
"2009-12-16",21.5594
"2009-12-17",21.2984
"2009-12-18",22.0936
"2009-12-19",22.2902
"2009-12-20",21.66
"2009-12-21",22.1681
"2009-12-22",21.8757
"2009-12-23",21.602
"2009-12-24",21.9118
"2009-12-25",21.9174
"2009-12-26",21.895
"2009-12-27",21.5849
"2009-12-28",21.6865
"2009-12-29",21.4851
"2009-12-30",21.516
"2009-12-31",20.6038
"2010-01-01",20.6442
"2010-01-02",21.3418
"2010-01-03",21.448
"2010-01-04",20.6765
"2010-01-05",19.0874
"2010-01-06",18.7828
"2010-01-07",20.4938
"2010-01-08",21.7631
"2010-01-09",21.6134
"2010-01-10",21.1171
"2010-01-11",21.4535
"2010-01-12",21.6172
"2010-01-13",21.9969
"2010-01-14",21.3846
"2010-01-15",20.1318
"2010-01-16",21.2755
"2010-01-17",21.5237
"2010-01-18",21.4249
"2010-01-19",21.0244
"2010-01-20",20.1327
"2010-01-21",19.572
"2010-01-22",19.7258
"2010-01-23",19.6737
"2010-01-24",20.1545
"2010-01-25",20.0926
"2010-01-26",19.8162
"2010-01-27",21.1117
"2010-01-28",20.9154
"2010-01-29",21.2567
"2010-01-30",21.2364
"2010-01-31",21.7782
"2010-02-01",22.1446
"2010-02-02",22.3905
"2010-02-03",21.8757
"2010-02-04",21.5735
"2010-02-05",21.2261
"2010-02-06",20.329
"2010-02-07",19.9717
"2010-02-08",20.3374
"2010-02-09",21.965
"2010-02-10",22.3113
"2010-02-11",22.2638
"2010-02-12",22.5877
"2010-02-13",22.4861
"2010-02-14",21.1677
"2010-02-15",19.9481
"2010-02-16",21.8098
"2010-02-17",22.6044
"2010-02-18",21.5968
"2010-02-19",21.6401
"2010-02-20",21.6307
"2010-02-21",20.797
"2010-02-22",20.4851
"2010-02-23",20.3036
"2010-02-24",20.7237
"2010-02-25",20.9284
"2010-02-26",21.5796
"2010-02-27",20.2558
"2010-02-28",20.1187
"2010-03-01",20.4103
"2010-03-02",21.2722
"2010-03-03",20.9256
"2010-03-04",21.1718
"2010-03-05",20.1353
"2010-03-06",20.0409
"2010-03-07",22.1458
"2010-03-08",22.6556
"2010-03-09",21.4163
"2010-03-10",19.7248
"2010-03-11",19.8697
"2010-03-12",21.7956
"2010-03-13",21.5037
"2010-03-14",21.2327
"2010-03-15",21.3494
"2010-03-16",21.0487
"2010-03-17",20.4279
"2010-03-18",20.293
"2010-03-19",21.0132
"2010-03-20",21.1206
"2010-03-21",21.804
"2010-03-22",21.8926
"2010-03-23",22.3719
"2010-03-24",22.5539
"2010-03-25",22.5628
"2010-03-26",22.7829
"2010-03-27",21.9028
"2010-03-28",22.557
"2010-03-29",22.7203
"2010-03-30",22.2904
"2010-03-31",22.4586
"2010-04-01",23.4623
"2010-04-02",23.7036
"2010-04-03",23.1362
"2010-04-04",22.4797
"2010-04-05",22.1206
"2010-04-06",22.776
"2010-04-07",22.808
"2010-04-08",23.3964
"2010-04-09",22.9408
"2010-04-10",22.8003
"2010-04-11",23.7964
"2010-04-12",24.0352
"2010-04-13",24.4206
"2010-04-14",22.7261
"2010-04-15",23.2106
"2010-04-16",22.9467
"2010-04-17",22.6088
"2010-04-18",22.9493
"2010-04-19",23.5204
"2010-04-20",23.8943
"2010-04-21",23.9383
"2010-04-22",23.9479
"2010-04-23",22.9271
"2010-04-24",22.468
"2010-04-25",23.3623
"2010-04-26",22.8108
"2010-04-27",22.9066
"2010-04-28",22.796
"2010-04-29",22.8689
"2010-04-30",23.004
"2010-05-01",23.2678
"2010-05-02",23.5963
"2010-05-03",23.4065
"2010-05-04",23.6399
"2010-05-05",24.087
"2010-05-06",23.7436
"2010-05-07",23.7712
"2010-05-08",23.5684
"2010-05-09",23.3728
"2010-05-10",23.5451
"2010-05-11",23.5636
"2010-05-12",24.6248
"2010-05-13",24.6611
"2010-05-14",23.3427
"2010-05-15",23.6134
"2010-05-16",23.7712
"2010-05-17",22.6599
"2010-05-18",22.9156
"2010-05-19",23.3255
"2010-05-20",22.6836
"2010-05-21",22.6363
"2010-05-22",23.4553
"2010-05-23",23.4253
"2010-05-24",23.2315
"2010-05-25",23.27
"2010-05-26",23.4752
"2010-05-27",23.4728
"2010-05-28",23.6344
"2010-05-29",23.5432
"2010-05-30",23.3139
"2010-05-31",23.1738
"2010-06-01",23.3896
"2010-06-02",23.7138
"2010-06-03",24.2434
"2010-06-04",23.8163
"2010-06-05",23.2124
"2010-06-06",22.5445
"2010-06-07",22.3478
"2010-06-08",22.3035
"2010-06-09",22.7165
"2010-06-10",22.2503
"2010-06-11",21.9397
"2010-06-12",22.3396
"2010-06-13",22.554
"2010-06-14",22.0889
"2010-06-15",22.3863
"2010-06-16",22.865
"2010-06-17",22.7904
"2010-06-18",22.2592
"2010-06-19",22.8534
"2010-06-20",22.7308
"2010-06-21",22.878
"2010-06-22",22.9245
"2010-06-23",22.4794
"2010-06-24",22.0013
"2010-06-25",22.4516
"2010-06-26",22.5682
"2010-06-27",22.787
"2010-06-28",22.5538
"2010-06-29",22.5503
"2010-06-30",22.0287
"2010-07-01",21.6077
"2010-07-02",22.3782
"2010-07-03",22.6546
"2010-07-04",22.3709
"2010-07-05",21.9078
"2010-07-06",21.9261
"2010-07-07",22.2086
"2010-07-08",22.1547
"2010-07-09",22.1914
"2010-07-10",21.9177
"2010-07-11",22.1771
"2010-07-12",21.7557
"2010-07-13",21.4144
"2010-07-14",21.8605
"2010-07-15",22.244
"2010-07-16",21.3292
"2010-07-17",21.8768
"2010-07-18",22.1211
"2010-07-19",22.1936
"2010-07-20",21.8
"2010-07-21",21.6086
"2010-07-22",22.4167
"2010-07-23",21.9094
"2010-07-24",21.3398
"2010-07-25",21.8867
"2010-07-26",21.3158
"2010-07-27",21.7626
"2010-07-28",22.0939
"2010-07-29",21.7395
"2010-07-30",21.5199
"2010-07-31",21.3674
"2010-08-01",21.8828
"2010-08-02",21.9068
"2010-08-03",21.6333
"2010-08-04",21.89
"2010-08-05",21.7863
"2010-08-06",22.1096
"2010-08-07",22.3169
"2010-08-08",22.4083
"2010-08-09",22.2603
"2010-08-10",22.899
"2010-08-11",22.6664
"2010-08-12",21.9207
"2010-08-13",22.1985
"2010-08-14",22.276
"2010-08-15",21.7719
"2010-08-16",21.7878
"2010-08-17",21.7857
"2010-08-18",21.7823
"2010-08-19",21.8341
"2010-08-20",22.1425
"2010-08-21",20.9005
"2010-08-22",21.2134
"2010-08-23",21.6528
"2010-08-24",21.6688
"2010-08-25",21.5571
"2010-08-26",21.3066
"2010-08-27",21.1175
"2010-08-28",21.9473
"2010-08-29",21.8169
"2010-08-30",20.7082
"2010-08-31",20.4649
"2010-09-01",21.031
"2010-09-02",21.7971
"2010-09-03",22.0713
"2010-09-04",21.6849
"2010-09-05",21.2585
"2010-09-06",21.8387
"2010-09-07",21.8368
"2010-09-08",22.074
"2010-09-09",22.1351
"2010-09-10",22.1942
"2010-09-11",22.0567
"2010-09-12",22.2562
"2010-09-13",22.2699
"2010-09-14",21.9945
"2010-09-15",21.9931
"2010-09-16",22.0326
"2010-09-17",22.3669
"2010-09-18",21.9165
"2010-09-19",22.1315
"2010-09-20",22.2573
"2010-09-21",22.1374
"2010-09-22",22.2638
"2010-09-23",22.3962
"2010-09-24",21.3532
"2010-09-25",21.5703
"2010-09-26",22.256
"2010-09-27",22.1785
"2010-09-28",21.4964
"2010-09-29",20.7385
"2010-09-30",21.2602
"2010-10-01",21.9747
"2010-10-02",21.6645
"2010-10-03",20.8952
"2010-10-04",21.694
"2010-10-05",22.1972
"2010-10-06",22.0148
"2010-10-07",22.307
"2010-10-08",22.4503
"2010-10-09",22.0744
"2010-10-10",21.7055
"2010-10-11",22.1405
"2010-10-12",21.4452
"2010-10-13",20.9086
"2010-10-14",20.6921
"2010-10-15",20.4271
"2010-10-16",21.2939
"2010-10-17",21.3375
"2010-10-18",21.823
"2010-10-19",22.2286
"2010-10-20",21.6095
"2010-10-21",20.9978
"2010-10-22",20.6884
"2010-10-23",20.243
"2010-10-24",21.8851
"2010-10-25",22.0643
"2010-10-26",21.8891
"2010-10-27",21.7022
"2010-10-28",21.4827
"2010-10-29",21.7903
"2010-10-30",22.3504
"2010-10-31",22.1815
"2010-11-01",21.7801
"2010-11-02",21.2406
"2010-11-03",21.9028
"2010-11-04",22.031
"2010-11-05",21.4174
"2010-11-06",21.2636
"2010-11-07",21.9607
"2010-11-08",21.3036
"2010-11-09",21.6212
"2010-11-10",21.8083
"2010-11-11",21.5261
"2010-11-12",21.8972
"2010-11-13",22.186
"2010-11-14",21.8745
"2010-11-15",21.4987
"2010-11-16",21.4113
"2010-11-17",21.4654
"2010-11-18",21.379
"2010-11-19",21.9253
"2010-11-20",21.4689
"2010-11-21",21.0768
"2010-11-22",21.3603
"2010-11-23",21.4401
"2010-11-24",21.6947
"2010-11-25",21.9264
"2010-11-26",22.2053
"2010-11-27",21.6917
"2010-11-28",21.6129
"2010-11-29",21.7108
"2010-11-30",21.8696
"2010-12-01",21.578
"2010-12-02",21.5865
"2010-12-03",21.6789
"2010-12-04",21.6738
"2010-12-05",20.1934
"2010-12-06",21.2385
"2010-12-07",20.9769
"2010-12-08",21.016
"2010-12-09",20.1121
"2010-12-10",20.76
"2010-12-11",20.668
"2010-12-12",20.4074
"2010-12-13",19.0358
"2010-12-14",20.4956
"2010-12-15",20.9228
"2010-12-16",21.2655
"2010-12-17",21.14
"2010-12-18",21.1965
"2010-12-19",21.1486
"2010-12-20",20.9637
"2010-12-21",21.6076
"2010-12-22",21.2667
"2010-12-23",21.1795
"2010-12-24",20.6641
"2010-12-25",21.2254
"2010-12-26",21.0094
"2010-12-27",20.6451
"2010-12-28",21.2032
"2010-12-29",21.4076
"2010-12-30",21.1468
"2010-12-31",21.2557
"2011-01-01",21.3674
"2011-01-02",21.5301
"2011-01-03",21.7587
"2011-01-04",21.4868
"2011-01-05",21.6361
"2011-01-06",21.1935
"2011-01-07",21.4521
"2011-01-08",21.6735
"2011-01-09",19.5432
"2011-01-10",20.8
"2011-01-11",19.9762
"2011-01-12",16.3193
"2011-01-13",16.5561
"2011-01-14",20.8052
"2011-01-15",21.4769
"2011-01-16",21.0517
"2011-01-17",21.5703
"2011-01-18",21.0558
"2011-01-19",19.7171
"2011-01-20",18.3721
"2011-01-21",18.3018
"2011-01-22",19.2495
"2011-01-23",18.885
"2011-01-24",19.9431
"2011-01-25",20.9218
"2011-01-26",21.2769
"2011-01-27",21.485
"2011-01-28",21.5503
"2011-01-29",21.3995
"2011-01-30",21.8176
"2011-01-31",21.6278
"2011-02-01",20.7443
"2011-02-02",20.6497
"2011-02-03",20.9458
"2011-02-04",20.7855
"2011-02-05",21.6257
"2011-02-06",22.0647
"2011-02-07",21.6114
"2011-02-08",21.6357
"2011-02-09",21.5943
"2011-02-10",21.0283
"2011-02-11",21.2902
"2011-02-12",20.5411
"2011-02-13",20.8349
"2011-02-14",21.9551
"2011-02-15",21.7685
"2011-02-16",21.4674
"2011-02-17",21.7555
"2011-02-18",22.1821
"2011-02-19",21.81
"2011-02-20",21.6689
"2011-02-21",21.664
"2011-02-22",20.9838
"2011-02-23",20.4929
"2011-02-24",20.4118
"2011-02-25",20.8913
"2011-02-26",20.8863
"2011-02-27",20.6858
"2011-02-28",21.2995
"2011-03-01",21.494
"2011-03-02",21.5392
"2011-03-03",21.3104
"2011-03-04",21.4807
"2011-03-05",21.2549
"2011-03-06",21.0456
"2011-03-07",21.5098
"2011-03-08",20.1874
"2011-03-09",20.2454
"2011-03-10",19.8856
"2011-03-11",20.2665
"2011-03-12",21.2597
"2011-03-13",22.0586
"2011-03-14",21.6758
"2011-03-15",21.7765
"2011-03-16",21.9045
"2011-03-17",21.0521
"2011-03-18",20.7259
"2011-03-19",21.9226
"2011-03-20",22.2145
"2011-03-21",22.2866
"2011-03-22",22.1445
"2011-03-23",22.1739
"2011-03-24",22.7537
"2011-03-25",21.8122
"2011-03-26",22.3898
"2011-03-27",22.2366
"2011-03-28",22.3938
"2011-03-29",22.1085
"2011-03-30",21.4532
"2011-03-31",20.7256
"2011-04-01",21.4563
"2011-04-02",22.1555
"2011-04-03",22.1185
"2011-04-04",21.5933
"2011-04-05",21.2389
"2011-04-06",20.8904
"2011-04-07",21.1224
"2011-04-08",22.1027
"2011-04-09",22.2113
"2011-04-10",21.9411
"2011-04-11",21.9978
"2011-04-12",21.4692
"2011-04-13",21.5521
"2011-04-14",21.3593
"2011-04-15",21.8893
"2011-04-16",22.204
"2011-04-17",21.7854
"2011-04-18",22.033
"2011-04-19",21.8064
"2011-04-20",22.1145
"2011-04-21",21.9471
"2011-04-22",22.6759
"2011-04-23",21.5095
"2011-04-24",22.0905
"2011-04-25",22.1115
"2011-04-26",22.5502
"2011-04-27",22.7799
"2011-04-28",22.1666
"2011-04-29",23.3511
"2011-04-30",23.2944
"2011-05-01",23.1945
"2011-05-02",22.8428
"2011-05-03",23.1555
"2011-05-04",23.5189
"2011-05-05",23.8576
"2011-05-06",23.7617
"2011-05-07",22.9353
"2011-05-08",22.7103
"2011-05-09",22.566
"2011-05-10",22.632
"2011-05-11",22.9445
"2011-05-12",23.2191
"2011-05-13",22.8727
"2011-05-14",22.66
"2011-05-15",22.9693
"2011-05-16",23.3109
"2011-05-17",22.2754
"2011-05-18",22.2278
"2011-05-19",22.6907
"2011-05-20",23.0279
"2011-05-21",22.6889
"2011-05-22",22.6382
"2011-05-23",23.1209
"2011-05-24",23.5382
"2011-05-25",23.6195
"2011-05-26",23.3035
"2011-05-27",22.8218
"2011-05-28",22.6792
"2011-05-29",22.6595
"2011-05-30",22.8199
"2011-05-31",22.8094
"2011-06-01",22.0881
"2011-06-02",22.0459
"2011-06-03",22.4842
"2011-06-04",22.7943
"2011-06-05",23.0646
"2011-06-06",22.5149
"2011-06-07",22.6118
"2011-06-08",22.7155
"2011-06-09",22.7162
"2011-06-10",22.7573
"2011-06-11",22.5916
"2011-06-12",22.9549
"2011-06-13",22.7675
"2011-06-14",22.1067
"2011-06-15",22.3364
"2011-06-16",22.5272
"2011-06-17",22.7072
"2011-06-18",22.2954
"2011-06-19",21.4348
"2011-06-20",22.2924
"2011-06-21",22.022
"2011-06-22",21.3291
"2011-06-23",21.9684
"2011-06-24",22.1379
"2011-06-25",22.2997
"2011-06-26",22.1744
"2011-06-27",22.4336
"2011-06-28",21.678
"2011-06-29",21.9116
"2011-06-30",21.5421
"2011-07-01",21.7248
"2011-07-02",21.5604
"2011-07-03",21.4733
"2011-07-04",21.6532
"2011-07-05",22.188
"2011-07-06",21.7058
"2011-07-07",22.0016
"2011-07-08",22.2064
"2011-07-09",22.2002
"2011-07-10",22.0344
"2011-07-11",21.8356
"2011-07-12",21.6226
"2011-07-13",21.8343
"2011-07-14",22.0226
"2011-07-15",21.9904
"2011-07-16",20.9201
"2011-07-17",21.4794
"2011-07-18",21.1083
"2011-07-19",21.4971
"2011-07-20",22.0057
"2011-07-21",21.8534
"2011-07-22",21.9044
"2011-07-23",21.7302
"2011-07-24",22.2849
"2011-07-25",22.1043
"2011-07-26",21.9503
"2011-07-27",21.5885
"2011-07-28",21.9899
"2011-07-29",21.8146
"2011-07-30",22.0949
"2011-07-31",21.4978
"2011-08-01",21.3089
"2011-08-02",21.9561
"2011-08-03",21.9352
"2011-08-04",21.8339
"2011-08-05",22.1367
"2011-08-06",21.9451
"2011-08-07",21.558
"2011-08-08",22.409
"2011-08-09",22.3731
"2011-08-10",22.1119
"2011-08-11",21.8534
"2011-08-12",21.6818
"2011-08-13",21.4577
"2011-08-14",21.5497
"2011-08-15",22.2823
"2011-08-16",21.9806
"2011-08-17",21.9014
"2011-08-18",21.4825
"2011-08-19",21.1228
"2011-08-20",21.4846
"2011-08-21",21.9845
"2011-08-22",22.0023
"2011-08-23",22.1985
"2011-08-24",21.5782
"2011-08-25",21.9145
"2011-08-26",21.853
"2011-08-27",20.9871
"2011-08-28",21.6373
"2011-08-29",21.5058
"2011-08-30",21.7663
"2011-08-31",21.827
"2011-09-01",22.1562
"2011-09-02",21.9946
"2011-09-03",21.339
"2011-09-04",21.6367
"2011-09-05",22.0646
"2011-09-06",22.219
"2011-09-07",21.9288
"2011-09-08",22.2052
"2011-09-09",22.1767
"2011-09-10",21.8156
"2011-09-11",21.8827
"2011-09-12",22.0265
"2011-09-13",21.6299
"2011-09-14",21.8601
"2011-09-15",22.0526
"2011-09-16",22.1073
"2011-09-17",21.6535
"2011-09-18",21.7238
"2011-09-19",21.5597
"2011-09-20",20.7541
"2011-09-21",22.0949
"2011-09-22",22.0653
"2011-09-23",21.2806
"2011-09-24",21.0377
"2011-09-25",21.4179
"2011-09-26",21.5097
"2011-09-27",21.6168
"2011-09-28",21.0975
"2011-09-29",21.2503
"2011-09-30",22.2892
"2011-10-01",22.109
"2011-10-02",21.3708
"2011-10-03",22.0397
"2011-10-04",22.3237
"2011-10-05",22.0343
"2011-10-06",21.2796
"2011-10-07",21.3166
"2011-10-08",21.5014
"2011-10-09",21.6333
"2011-10-10",21.8007
"2011-10-11",21.5726
"2011-10-12",21.9979
"2011-10-13",22.5684
"2011-10-14",22.8284
"2011-10-15",22.4329
"2011-10-16",21.8493
"2011-10-17",22.033
"2011-10-18",22.0372
"2011-10-19",22.1989
"2011-10-20",21.9672
"2011-10-21",22.1705
"2011-10-22",22.1097
"2011-10-23",21.8481
"2011-10-24",21.8002
"2011-10-25",21.8042
"2011-10-26",21.9959
"2011-10-27",21.8857
"2011-10-28",22.0441
"2011-10-29",21.9259
"2011-10-30",21.831
"2011-10-31",22.0635
"2011-11-01",21.6799
"2011-11-02",21.437
"2011-11-03",21.7034
"2011-11-04",21.9278
"2011-11-05",22.1068
"2011-11-06",21.9088
"2011-11-07",21.7448
"2011-11-08",21.0251
"2011-11-09",20.732
"2011-11-10",19.6811
"2011-11-11",19.3208
"2011-11-12",20.3938
"2011-11-13",21.4228
"2011-11-14",20.8742
"2011-11-15",21.0338
"2011-11-16",21.8899
"2011-11-17",21.841
"2011-11-18",22.1327
"2011-11-19",22.4619
"2011-11-20",22.2322
"2011-11-21",21.7889
"2011-11-22",21.9019
"2011-11-23",22.3244
"2011-11-24",22.252
"2011-11-25",21.1172
"2011-11-26",21.5188
"2011-11-27",21.2434
"2011-11-28",20.8351
"2011-11-29",21.9338
"2011-11-30",21.9671
"2011-12-01",21.3239
"2011-12-02",21.8076
"2011-12-03",21.3086
"2011-12-04",21.3037
"2011-12-05",21.2477
"2011-12-06",21.4345
"2011-12-07",21.3205
"2011-12-08",20.9355
"2011-12-09",21.5717
"2011-12-10",21.5415
"2011-12-11",21.9629
"2011-12-12",22.1152
"2011-12-13",22.376
"2011-12-14",21.2977
"2011-12-15",20.5796
"2011-12-16",21.0802
"2011-12-17",21.3132
"2011-12-18",22.2828
"2011-12-19",22.3638
"2011-12-20",21.7859
"2011-12-21",21.2187
"2011-12-22",21.3122
"2011-12-23",21.4161
"2011-12-24",21.4275
"2011-12-25",20.923
"2011-12-26",20.5486
"2011-12-27",17.5837
"2011-12-28",16.4857
"2011-12-29",19.0892
"2011-12-30",20.3594
"2011-12-31",19.7949
"2012-01-01",18.4387
"2012-01-02",19.3198
"2012-01-03",19.9741
"2012-01-04",21.4627
"2012-01-05",21.7561
"2012-01-06",21.0337
"2012-01-07",21.5216
"2012-01-08",21.5786
"2012-01-09",21.4761
"2012-01-10",21.1675
"2012-01-11",20.9663
"2012-01-12",20.0987
"2012-01-13",19.1229
"2012-01-14",18.9559
"2012-01-15",18.3997
"2012-01-16",19.284
"2012-01-17",19.8385
"2012-01-18",19.5768
"2012-01-19",19.8938
"2012-01-20",20.5793
"2012-01-21",20.7759
"2012-01-22",20.7525
"2012-01-23",20.7437
"2012-01-24",20.2604
"2012-01-25",20.2524
"2012-01-26",20.7747
"2012-01-27",21.2019
"2012-01-28",20.7337
"2012-01-29",19.9966
"2012-01-30",19.5516
"2012-01-31",19.6214
"2012-02-01",19.4802
"2012-02-02",19.977
"2012-02-03",21.1076
"2012-02-04",21.4645
"2012-02-05",21.6215
"2012-02-06",21.4262
"2012-02-07",21.6803
"2012-02-08",21.9138
"2012-02-09",21.8347
"2012-02-10",21.7118
"2012-02-11",20.2498
"2012-02-12",19.9729
"2012-02-13",20.9276
"2012-02-14",21.503
"2012-02-15",21.7134
"2012-02-16",21.6924
"2012-02-17",21.509
"2012-02-18",20.2597
"2012-02-19",19.2344
"2012-02-20",20.0148
"2012-02-21",19.2736
"2012-02-22",19.0665
"2012-02-23",19.6927
"2012-02-24",19.5458
"2012-02-25",19.9435
"2012-02-26",21.7944
"2012-02-27",22.1041
"2012-02-28",21.7158
"2012-02-29",22.356
"2012-03-01",22.3591
"2012-03-02",22.3517
"2012-03-03",22.0373
"2012-03-04",22.2031
"2012-03-05",21.5707
"2012-03-06",21.9116
"2012-03-07",22.0644
"2012-03-08",21.2334
"2012-03-09",21.4056
"2012-03-10",21.4751
"2012-03-11",21.2505
"2012-03-12",21.767
"2012-03-13",21.7543
"2012-03-14",21.7797
"2012-03-15",22.2426
"2012-03-16",22.1228
"2012-03-17",21.5325
"2012-03-18",21.3639
"2012-03-19",20.8563
"2012-03-20",20.6413
"2012-03-21",20.6926
"2012-03-22",20.6828
"2012-03-23",21.2147
"2012-03-24",20.6152
"2012-03-25",19.3021
"2012-03-26",20.381
"2012-03-27",21.0851
"2012-03-28",21.3815
"2012-03-29",21.2952
"2012-03-30",22.3459
"2012-03-31",21.6946
"2012-04-01",21.5456
"2012-04-02",21.2965
"2012-04-03",21.4762
"2012-04-04",21.7212
"2012-04-05",22.1258
"2012-04-06",22.0595
"2012-04-07",21.9789
"2012-04-08",21.4042
"2012-04-09",21.0318
"2012-04-10",21.7606
"2012-04-11",22.3744
"2012-04-12",22.1256
"2012-04-13",21.8167
"2012-04-14",21.6499
"2012-04-15",21.817
"2012-04-16",22.0964
"2012-04-17",22.2656
"2012-04-18",22.5084
"2012-04-19",22.8484
"2012-04-20",21.5705
"2012-04-21",21.7441
"2012-04-22",22.3459
"2012-04-23",22.1927
"2012-04-24",22.3171
"2012-04-25",22.162
"2012-04-26",22.1525
"2012-04-27",22.3363
"2012-04-28",22.3011
"2012-04-29",23.0853
"2012-04-30",22.9712
"2012-05-01",21.9103
"2012-05-02",20.8293
"2012-05-03",20.0657
"2012-05-04",20.463
"2012-05-05",21.1198
"2012-05-06",22.3958
"2012-05-07",23.0886
"2012-05-08",22.9991
"2012-05-09",22.8013
"2012-05-10",22.0034
"2012-05-11",22.3365
"2012-05-12",22.1587
"2012-05-13",21.8192
"2012-05-14",22.9841
"2012-05-15",22.4294
"2012-05-16",21.4426
"2012-05-17",20.9447
"2012-05-18",23.0255
"2012-05-19",22.3153
"2012-05-20",23.9529
"2012-05-21",23.5094
"2012-05-22",23.4385
"2012-05-23",23.2666
"2012-05-24",23.1416
"2012-05-25",22.8272
"2012-05-26",22.1508
"2012-05-27",22.9583
"2012-05-28",22.9348
"2012-05-29",23.2094
"2012-05-30",22.2726
"2012-05-31",22.6333
"2012-06-01",23.3974
"2012-06-02",23.4367
"2012-06-03",22.9875
"2012-06-04",23.1565
"2012-06-05",22.912
"2012-06-06",22.4025
"2012-06-07",22.8492
"2012-06-08",22.9996
"2012-06-09",23.0247
"2012-06-10",22.3795
"2012-06-11",22.2133
"2012-06-12",22.1508
"2012-06-13",21.7931
"2012-06-14",22.068
"2012-06-15",22.3289
"2012-06-16",22.2817
"2012-06-17",22.0997
"2012-06-18",21.7306
"2012-06-19",21.6479
"2012-06-20",22.0127
"2012-06-21",22.2809
"2012-06-22",21.9908
"2012-06-23",22.1612
"2012-06-24",22.5641
"2012-06-25",22.0062
"2012-06-26",21.8502
"2012-06-27",22.0802
"2012-06-28",21.7612
"2012-06-29",22.024
"2012-06-30",21.7358
"2012-07-01",21.8441
"2012-07-02",21.5124
"2012-07-03",21.9689
"2012-07-04",21.8221
"2012-07-05",21.9582
"2012-07-06",22.3021
"2012-07-07",22.0984
"2012-07-08",22.3654
"2012-07-09",21.7293
"2012-07-10",21.4206
"2012-07-11",20.7691
"2012-07-12",21.7182
"2012-07-13",22.0525
"2012-07-14",22.1753
"2012-07-15",22.0944
"2012-07-16",22.3056
"2012-07-17",22.202
"2012-07-18",22.1476
"2012-07-19",21.1927
"2012-07-20",21.8388
"2012-07-21",22.1468
"2012-07-22",22.1461
"2012-07-23",21.8794
"2012-07-24",21.9459
"2012-07-25",22.0105
"2012-07-26",21.9237
"2012-07-27",22.0778
"2012-07-28",21.7344
"2012-07-29",22.0369
"2012-07-30",21.814
"2012-07-31",21.3021
"2012-08-01",21.454
"2012-08-02",21.3472
"2012-08-03",21.5764
"2012-08-04",21.839
"2012-08-05",22.2145
"2012-08-06",21.9716
"2012-08-07",21.4412
"2012-08-08",21.3384
"2012-08-09",21.4538
"2012-08-10",21.7116
"2012-08-11",21.8431
"2012-08-12",21.8987
"2012-08-13",22.2065
"2012-08-14",22.5583
"2012-08-15",22.192
"2012-08-16",22.0497
"2012-08-17",21.0558
"2012-08-18",21.3942
"2012-08-19",21.4074
"2012-08-20",21.178
"2012-08-21",21.2594
"2012-08-22",21.5811
"2012-08-23",21.8912
"2012-08-24",21.8003
"2012-08-25",21.8291
"2012-08-26",21.8826
"2012-08-27",21.6367
"2012-08-28",21.7971
"2012-08-29",21.4489
"2012-08-30",21.5966
"2012-08-31",22.1668
"2012-09-01",22.2254
"2012-09-02",22.3846
"2012-09-03",22.2991
"2012-09-04",21.2579
"2012-09-05",21.7217
"2012-09-06",22.4365
"2012-09-07",22.0543
"2012-09-08",22.4889
"2012-09-09",22.0583
"2012-09-10",21.737
"2012-09-11",22.4025
"2012-09-12",22.3828
"2012-09-13",22.21
"2012-09-14",21.9529
"2012-09-15",22.1593
"2012-09-16",22.2097
"2012-09-17",22.2342
"2012-09-18",21.4218
"2012-09-19",22.0316
"2012-09-20",22.1824
"2012-09-21",22.2551
"2012-09-22",21.6452
"2012-09-23",21.7674
"2012-09-24",21.668
"2012-09-25",21.6062
"2012-09-26",20.7911
"2012-09-27",21.0277
"2012-09-28",22.1443
"2012-09-29",21.7483
"2012-09-30",21.6552
"2012-10-01",21.7801
"2012-10-02",20.5394
"2012-10-03",21.1823
"2012-10-04",21.1373
"2012-10-05",20.9125
"2012-10-06",21.9748
"2012-10-07",22.1908
"2012-10-08",22.5768
"2012-10-09",22.3479
"2012-10-10",22.2624
"2012-10-11",21.8111
"2012-10-12",22.0679
"2012-10-13",21.8429
"2012-10-14",21.4939
"2012-10-15",21.1681
"2012-10-16",21.2985
"2012-10-17",21.3477
"2012-10-18",21.6798
"2012-10-19",21.5771
"2012-10-20",21.9767
"2012-10-21",21.944
"2012-10-22",21.5601
"2012-10-23",21.7823
"2012-10-24",22.1886
"2012-10-25",22.0152
"2012-10-26",22.2542
"2012-10-27",22.6979
"2012-10-28",22.2804
"2012-10-29",21.2187
"2012-10-30",21.3259
"2012-10-31",21.8086
"2012-11-01",21.0214
"2012-11-02",22.0234
"2012-11-03",21.5997
"2012-11-04",21.8186
"2012-11-05",21.3718
"2012-11-06",21.4343
"2012-11-07",22.0532
"2012-11-08",21.8686
"2012-11-09",22.0052
"2012-11-10",21.9165
"2012-11-11",21.2735
"2012-11-12",21.4959
"2012-11-13",22.2891
"2012-11-14",22.1787
"2012-11-15",21.7899
"2012-11-16",20.8713
"2012-11-17",21.7157
"2012-11-18",21.8589
"2012-11-19",21.6267
"2012-11-20",21.7378
"2012-11-21",21.569
"2012-11-22",22.4185
"2012-11-23",22.4716
"2012-11-24",22.1919
"2012-11-25",22.0007
"2012-11-26",22.2657
"2012-11-27",22.0747
